,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DENVER_ACTION,SAN ANTONIO_SCORE,DENVER_SCORE
38,1,8:14.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by P. Mills),,9,8
39,1,7:48.0,,J. Murray misses 3-pt jump shot from 24 ft (block by P. Mills),9,8
40,1,7:46.0,,Offensive rebound by J. Murray,9,8
41,1,7:44.0,,J. Murray misses 2-pt jump shot from 23 ft,9,8
42,1,7:42.0,Defensive rebound by B. Forbes,,9,8
43,1,7:35.0,P. Mills misses 2-pt jump shot from 15 ft,,9,8
44,1,7:31.0,,Defensive rebound by G. Harris,9,8
45,1,7:22.0,,N. Jokić misses 2-pt hook shot from 3 ft,9,8
46,1,7:22.0,,Offensive rebound by N. Jokić,9,8
47,1,7:22.0,,Shooting foul by J. Poeltl (drawn by N. Jokić),9,8
48,1,7:22.0,,N. Jokić makes free throw 1 of 2,9,9
49,1,7:22.0,,N. Jokić makes free throw 2 of 2,9,10
50,1,7:05.0,D. DeRozan makes 2-pt jump shot from 18 ft,,11,10
51,1,6:46.0,,Personal foul by J. Poeltl (drawn by N. Jokić),11,10
52,1,6:36.0,,Offensive foul by N. Jokić (drawn by J. Poeltl),11,10
53,1,6:36.0,,Turnover by N. Jokić (offensive foul),11,10
54,1,6:36.0,R. Gay enters the game for J. Poeltl,,11,10
55,1,6:18.0,D. DeRozan misses 2-pt jump shot from 15 ft,,11,10
56,1,6:15.0,,Defensive rebound by W. Barton,11,10
57,1,6:08.0,,W. Barton makes 2-pt jump shot from 8 ft,11,12
58,1,5:46.0,L. Aldridge misses 2-pt jump shot from 12 ft,,11,12
59,1,5:43.0,,Defensive rebound by G. Harris,11,12
60,1,5:27.0,,W. Barton makes 2-pt jump shot from 20 ft (assist by N. Jokić),11,14
61,1,5:07.0,L. Aldridge makes 2-pt jump shot from 14 ft,,13,14
62,1,4:51.0,,P. Millsap makes 3-pt jump shot from 22 ft (assist by N. Jokić),13,17
63,1,4:22.0,R. Gay misses 2-pt jump shot from 11 ft,,13,17
64,1,4:20.0,,Defensive rebound by N. Jokić,13,17
65,1,4:16.0,,W. Barton misses 3-pt jump shot from 26 ft,13,17
66,1,4:13.0,,Offensive rebound by J. Murray,13,17
67,1,4:11.0,,P. Millsap misses 3-pt jump shot from 25 ft,13,17
68,1,4:08.0,Defensive rebound by B. Forbes,,13,17
69,1,4:02.0,Shooting foul by G. Harris (drawn by D. DeRozan),,13,17
70,1,4:02.0,D. DeRozan makes free throw 1 of 2,,14,17
71,1,4:02.0,M. Belinelli enters the game for B. Forbes,,14,17
72,1,4:02.0,,M. Morris enters the game for P. Millsap,14,17
73,1,4:02.0,,M. Plumlee enters the game for J. Murray,14,17
74,1,4:02.0,D. DeRozan makes free throw 2 of 2,,15,17
75,1,4:02.0,D. Bertāns enters the game for D. DeRozan,,15,17
76,1,3:38.0,,W. Barton misses 2-pt layup from 6 ft,15,17
77,1,3:36.0,Defensive rebound by R. Gay,,15,17
78,1,3:22.0,L. Aldridge misses 3-pt jump shot from 25 ft,,15,17
79,1,3:20.0,,Defensive rebound by M. Plumlee,15,17
80,1,3:07.0,,M. Morris misses 3-pt jump shot from 23 ft,15,17
81,1,3:04.0,Defensive rebound by L. Aldridge,,15,17
82,1,2:54.0,M. Belinelli makes 2-pt layup from 2 ft,,17,17
83,1,2:48.0,,Denver full timeout,17,17
84,1,2:48.0,,M. Beasley enters the game for G. Harris,17,17
85,1,2:48.0,,T. Craig enters the game for N. Jokić,17,17
86,1,2:48.0,,Turnover by M. Beasley (inbound),17,17
87,1,2:33.0,L. Aldridge misses 2-pt jump shot from 14 ft,,17,17
88,1,2:29.0,,Defensive rebound by W. Barton,17,17
89,1,2:22.0,,T. Craig misses 3-pt jump shot from 26 ft,17,17
90,1,2:19.0,Defensive rebound by M. Belinelli,,17,17
91,1,2:10.0,R. Gay makes 2-pt jump shot from 14 ft (assist by M. Belinelli),,19,17
92,1,1:50.0,,M. Beasley misses 2-pt jump shot from 12 ft,19,17
93,1,1:49.0,,Offensive rebound by M. Beasley,19,17
94,1,1:47.0,,M. Beasley makes 2-pt jump shot from 8 ft,19,19
95,1,1:34.0,M. Belinelli makes 3-pt jump shot from 23 ft (assist by P. Mills),,22,19
96,1,1:19.0,,Shooting foul by D. Bertāns (drawn by W. Barton),22,19
97,1,1:19.0,,W. Barton misses free throw 1 of 2,22,19
98,1,1:19.0,,Offensive rebound by Team,22,19
99,1,1:19.0,,W. Barton makes free throw 2 of 2,22,20
100,1,0:58.0,M. Belinelli misses 3-pt jump shot from 25 ft,,22,20
101,1,0:56.0,,Defensive rebound by Team,22,20
102,1,0:56.0,Loose ball foul by L. Aldridge (drawn by M. Plumlee),,22,20
103,1,0:56.0,,M. Plumlee misses free throw 1 of 2,22,20
104,1,0:56.0,,Offensive rebound by Team,22,20
105,1,0:56.0,,J. Murray enters the game for W. Barton,22,20
106,1,0:56.0,,M. Plumlee misses free throw 2 of 2,22,20
107,1,0:55.0,Defensive rebound by D. Bertāns,,22,20
108,1,0:41.0,R. Gay misses 3-pt jump shot from 24 ft,,22,20
109,1,0:38.0,Offensive rebound by L. Aldridge,,22,20
110,1,0:37.0,L. Aldridge misses 2-pt dunk from 4 ft,,22,20
111,1,0:37.0,Offensive rebound by L. Aldridge,,22,20
112,1,0:37.0,L. Aldridge makes 2-pt layup at rim,,24,20
113,1,0:32.0,,M. Morris misses 2-pt jump shot from 5 ft,24,20
114,1,0:32.0,,Offensive rebound by Team,24,20
115,1,0:27.0,,M. Plumlee misses 2-pt hook shot from 5 ft,24,20
116,1,0:27.0,,Offensive rebound by T. Craig,24,20
117,1,0:25.0,,T. Craig misses 2-pt layup from 3 ft,24,20
118,1,0:24.0,Defensive rebound by R. Gay,,24,20
119,1,0:09.0,Personal foul by M. Plumlee (drawn by R. Gay),,24,20
120,1,0:07.0,Personal foul by M. Morris (drawn by M. Belinelli),,24,20
121,1,0:07.0,M. Belinelli misses free throw 1 of 2,,24,20
122,1,0:07.0,Offensive rebound by Team,,24,20
123,1,0:07.0,L. Walker enters the game for D. Bertāns,,24,20
124,1,0:07.0,,G. Harris enters the game for T. Craig,24,20
125,1,0:07.0,M. Belinelli makes free throw 2 of 2,,25,20
126,1,0:02.0,,J. Murray misses 2-pt jump shot from 17 ft,25,20
127,1,0:02.0,,Offensive rebound by Team,25,20
128,2,11:47.0,,Shooting foul by D. Bertāns (drawn by P. Millsap),25,20
129,2,11:47.0,,P. Millsap makes free throw 1 of 2,25,21
130,2,11:47.0,,P. Millsap makes free throw 2 of 2,25,22
131,2,11:28.0,D. White makes 2-pt layup from 3 ft,,27,22
132,2,11:08.0,,M. Beasley misses 3-pt jump shot from 25 ft,27,22
133,2,11:05.0,Defensive rebound by M. Belinelli,,27,22
134,2,10:53.0,D. DeRozan makes 2-pt jump shot from 16 ft (assist by D. Bertāns),,29,22
135,2,10:51.0,,Denver full timeout,29,22
136,2,10:38.0,,P. Millsap makes 2-pt jump shot from 6 ft (assist by M. Morris),29,24
137,2,10:21.0,D. DeRozan makes 2-pt jump shot from 8 ft,,31,24
138,2,10:02.0,,P. Millsap misses 2-pt jump shot from 10 ft,31,24
139,2,10:00.0,,Offensive rebound by M. Plumlee,31,24
140,2,9:58.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by M. Plumlee),31,27
141,2,9:46.0,J. Poeltl makes 2-pt layup from 4 ft (assist by D. White),,33,27
142,2,9:33.0,,M. Plumlee makes 2-pt jump shot from 10 ft (assist by M. Morris),33,29
143,2,9:17.0,Personal foul by M. Morris (drawn by D. DeRozan),,33,29
144,2,9:17.0,B. Forbes enters the game for M. Belinelli,,33,29
145,2,9:17.0,R. Gay enters the game for D. Bertāns,,33,29
146,2,9:03.0,D. White makes 2-pt jump shot from 20 ft (assist by D. DeRozan),,35,29
147,2,8:37.0,,P. Millsap misses 3-pt jump shot from 25 ft,35,29
148,2,8:34.0,Defensive rebound by J. Poeltl,,35,29
149,2,8:27.0,Shooting foul by M. Plumlee (drawn by D. DeRozan),,35,29
150,2,8:27.0,D. DeRozan makes free throw 1 of 2,,36,29
151,2,8:27.0,L. Aldridge enters the game for J. Poeltl,,36,29
152,2,8:27.0,,G. Harris enters the game for J. Murray,36,29
153,2,8:27.0,,N. Jokić enters the game for M. Plumlee,36,29
154,2,8:27.0,D. DeRozan makes free throw 2 of 2,,37,29
155,2,8:17.0,,Shooting foul by L. Aldridge (drawn by M. Beasley),37,29
156,2,8:17.0,,M. Beasley makes free throw 1 of 2,37,30
157,2,8:17.0,,M. Beasley makes free throw 2 of 2,37,31
158,2,7:55.0,B. Forbes makes 2-pt jump shot from 11 ft,,39,31
159,2,7:38.0,,Turnover by P. Millsap (out of bounds lost ball),39,31
160,2,7:24.0,Personal foul by N. Jokić (drawn by L. Aldridge),,39,31
161,2,7:12.0,D. White makes 2-pt jump shot from 14 ft,,41,31
162,2,7:00.0,,M. Morris misses 2-pt jump shot from 15 ft,41,31
163,2,6:56.0,Defensive rebound by D. White,,41,31
164,2,6:37.0,D. White misses 2-pt layup from 4 ft,,41,31
165,2,6:37.0,,Defensive rebound by Team,41,31
166,2,6:37.0,Loose ball foul by L. Aldridge (drawn by N. Jokić),,41,31
167,2,6:37.0,J. Poeltl enters the game for L. Aldridge,,41,31
168,2,6:37.0,,W. Barton enters the game for M. Beasley,41,31
169,2,6:23.0,,W. Barton misses 3-pt jump shot from 25 ft,41,31
170,2,6:19.0,,Offensive rebound by N. Jokić,41,31
171,2,6:17.0,,N. Jokić misses 2-pt layup from 2 ft,41,31
172,2,6:17.0,Defensive rebound by J. Poeltl,,41,31
173,2,6:08.0,Turnover by D. White (bad pass; steal by M. Morris),,41,31
174,2,5:59.0,,G. Harris makes 2-pt layup from 2 ft (assist by M. Morris),41,33
175,2,5:57.0,San Antonio full timeout,,41,33
176,2,5:57.0,,J. Murray enters the game for M. Morris,41,33
177,2,5:40.0,J. Poeltl makes 2-pt layup from 2 ft (assist by R. Gay),,43,33
178,2,5:25.0,,Turnover by P. Millsap (bad pass; steal by R. Gay),43,33
179,2,5:21.0,B. Forbes makes 2-pt jump shot from 10 ft (assist by D. DeRozan),,45,33
180,2,5:07.0,,J. Murray makes 2-pt jump shot from 14 ft,45,35
181,2,4:47.0,D. DeRozan misses 2-pt jump shot from 13 ft (block by W. Barton),,45,35
182,2,4:46.0,Offensive rebound by D. DeRozan,,45,35
183,2,4:46.0,Turnover by D. DeRozan (out of bounds lost ball),,45,35
184,2,4:46.0,P. Mills enters the game for D. White,,45,35
185,2,4:32.0,,G. Harris misses 2-pt jump shot from 10 ft,45,35
186,2,4:27.0,Defensive rebound by B. Forbes,,45,35
187,2,4:14.0,R. Gay makes 2-pt layup from 5 ft,,47,35
188,2,4:00.0,,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),47,37
189,2,3:36.0,R. Gay misses 2-pt jump shot from 11 ft,,47,37
190,2,3:34.0,,Defensive rebound by N. Jokić,47,37
191,2,3:22.0,,G. Harris makes 2-pt jump shot from 13 ft (assist by N. Jokić),47,39
192,2,3:20.0,San Antonio full timeout,,47,39
193,2,3:08.0,Personal foul by P. Millsap (drawn by D. DeRozan),,47,39
194,2,3:08.0,M. Belinelli enters the game for B. Forbes,,47,39
195,2,3:08.0,D. White enters the game for P. Mills,,47,39
196,2,3:00.0,M. Belinelli misses 3-pt jump shot from 24 ft,,47,39
197,2,2:57.0,,Defensive rebound by W. Barton,47,39
198,2,2:51.0,,W. Barton misses 2-pt layup from 3 ft (block by J. Poeltl),47,39
199,2,2:48.0,,Offensive rebound by W. Barton,47,39
200,2,2:45.0,,W. Barton makes 2-pt layup from 2 ft,47,41
201,2,2:37.0,R. Gay makes 3-pt jump shot from 25 ft (assist by D. White),,50,41
202,2,2:24.0,,J. Murray makes 2-pt jump shot from 14 ft (assist by N. Jokić),50,43
203,2,2:16.0,Turnover by D. DeRozan (out of bounds lost ball),,50,43
204,2,2:05.0,,J. Murray misses 2-pt jump shot from 17 ft,50,43
205,2,2:02.0,Defensive rebound by J. Poeltl,,50,43
206,2,1:55.0,M. Belinelli makes 2-pt jump shot from 19 ft,,52,43
207,2,1:39.0,,W. Barton makes 2-pt jump shot from 12 ft (assist by N. Jokić),52,45
208,2,1:20.0,R. Gay makes 3-pt jump shot from 22 ft (assist by D. White),,55,45
209,2,1:06.0,,J. Murray misses 2-pt jump shot from 10 ft,55,45
210,2,1:05.0,,Offensive rebound by P. Millsap,55,45
211,2,1:03.0,,P. Millsap makes 2-pt layup from 1 ft,55,47
212,2,0:47.0,D. White makes 2-pt layup from 4 ft (assist by D. DeRozan),,57,47
213,2,0:32.0,,J. Murray makes 2-pt jump shot from 12 ft (assist by N. Jokić),57,49
214,2,0:15.0,R. Gay makes 2-pt jump shot from 13 ft,,59,49
215,2,0:00.0,,J. Murray makes 2-pt layup from 1 ft,59,51
216,2,0:00.0,J. Poeltl misses 3-pt jump shot from 82 ft,,59,51
217,2,0:00.0,Offensive rebound by Team,,59,51
218,3,11:48.0,,J. Murray misses 2-pt jump shot from 19 ft,59,51
219,3,11:44.0,Defensive rebound by B. Forbes,,59,51
220,3,11:36.0,D. White makes 2-pt jump shot from 15 ft,,61,51
221,3,11:11.0,,Turnover by N. Jokić (bad pass),61,51
222,3,11:01.0,Turnover by D. DeRozan (lost ball; steal by N. Jokić),,61,51
223,3,10:54.0,,P. Millsap makes 2-pt jump shot from 10 ft,61,53
224,3,10:54.0,,Shooting foul by D. DeRozan (drawn by P. Millsap),61,53
225,3,10:54.0,,P. Millsap makes free throw 1 of 1,61,54
226,3,10:36.0,L. Aldridge misses 2-pt jump shot from 16 ft,,61,54
227,3,10:33.0,,Defensive rebound by G. Harris,61,54
228,3,10:15.0,,G. Harris misses 3-pt jump shot from 25 ft,61,54
229,3,10:09.0,Defensive rebound by D. DeRozan,,61,54
230,3,10:05.0,Turnover by D. White (bad pass; steal by J. Murray),,61,54
231,3,10:03.0,,Turnover by J. Murray (bad pass; steal by J. Poeltl),61,54
232,3,9:55.0,Shooting foul by P. Millsap (drawn by L. Aldridge),,61,54
233,3,9:55.0,L. Aldridge misses free throw 1 of 2,,61,54
234,3,9:55.0,Offensive rebound by Team,,61,54
235,3,9:55.0,L. Aldridge makes free throw 2 of 2,,62,54
236,3,9:43.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by N. Jokić),62,57
237,3,9:42.0,San Antonio full timeout,,62,57
238,3,9:27.0,B. Forbes misses 3-pt jump shot from 24 ft,,62,57
239,3,9:21.0,,Defensive rebound by N. Jokić,62,57
240,3,9:12.0,,W. Barton makes 2-pt layup from 2 ft,62,59
241,3,9:00.0,D. DeRozan misses 2-pt jump shot from 18 ft,,62,59
242,3,8:58.0,Offensive rebound by L. Aldridge,,62,59
243,3,8:57.0,L. Aldridge misses 2-pt layup from 2 ft,,62,59
244,3,8:55.0,,Defensive rebound by N. Jokić,62,59
245,3,8:34.0,,Turnover by P. Millsap (out of bounds lost ball),62,59
246,3,8:14.0,B. Forbes misses 2-pt jump shot from 8 ft,,62,59
247,3,8:09.0,Offensive rebound by L. Aldridge,,62,59
248,3,8:09.0,L. Aldridge misses 2-pt layup from 1 ft,,62,59
249,3,8:08.0,,Defensive rebound by W. Barton,62,59
250,3,8:05.0,,P. Millsap misses 3-pt jump shot from 24 ft,62,59
251,3,8:02.0,Defensive rebound by D. DeRozan,,62,59
252,3,7:44.0,D. DeRozan misses 2-pt jump shot from 13 ft,,62,59
253,3,7:41.0,,Defensive rebound by P. Millsap,62,59
254,3,7:23.0,,J. Murray misses 3-pt jump shot from 23 ft,62,59
255,3,7:21.0,Defensive rebound by D. DeRozan,,62,59
256,3,7:21.0,R. Gay enters the game for J. Poeltl,,62,59
257,3,7:00.0,D. DeRozan misses 2-pt jump shot from 15 ft,,62,59
258,3,6:57.0,,Defensive rebound by N. Jokić,62,59
259,3,6:48.0,,J. Murray misses 3-pt jump shot from 25 ft,62,59
260,3,6:45.0,Defensive rebound by L. Aldridge,,62,59
261,3,6:29.0,L. Aldridge misses 2-pt jump shot from 12 ft,,62,59
262,3,6:27.0,Offensive rebound by R. Gay,,62,59
263,3,6:26.0,Turnover by R. Gay (lost ball; steal by N. Jokić),,62,59
264,3,6:21.0,,W. Barton misses 3-pt jump shot from 25 ft,62,59
265,3,6:18.0,Defensive rebound by D. White,,62,59
266,3,6:14.0,D. White makes 2-pt dunk from 1 ft,,64,59
267,3,6:14.0,Shooting foul by P. Millsap (drawn by D. White),,64,59
268,3,6:14.0,M. Belinelli enters the game for B. Forbes,,64,59
269,3,6:14.0,D. White misses free throw 1 of 1,,64,59
270,3,6:12.0,,Defensive rebound by N. Jokić,64,59
271,3,6:00.0,,W. Barton misses 2-pt layup from 5 ft (block by D. DeRozan),64,59
272,3,5:55.0,Defensive rebound by M. Belinelli,,64,59
273,3,5:55.0,D. Bertāns enters the game for D. DeRozan,,64,59
274,3,5:43.0,,Denver full timeout,64,59
275,3,5:43.0,P. Mills enters the game for D. White,,64,59
276,3,5:43.0,,M. Morris enters the game for J. Murray,64,59
277,3,5:41.0,Personal foul by G. Harris (drawn by M. Belinelli),,64,59
278,3,5:35.0,M. Belinelli misses 2-pt jump shot from 20 ft,,64,59
279,3,5:32.0,,Defensive rebound by N. Jokić,64,59
280,3,5:21.0,,N. Jokić misses 3-pt jump shot from 25 ft,64,59
281,3,5:19.0,Defensive rebound by Team,,64,59
282,3,5:07.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by P. Mills),,66,59
283,3,4:40.0,,G. Harris misses 2-pt jump shot from 17 ft,66,59
284,3,4:37.0,,Offensive rebound by W. Barton,66,59
285,3,4:31.0,,N. Jokić makes 2-pt layup from 3 ft (assist by W. Barton),66,61
286,3,4:04.0,D. Bertāns misses 3-pt jump shot from 26 ft,,66,61
287,3,4:00.0,,Defensive rebound by P. Millsap,66,61
288,3,3:53.0,,P. Millsap misses 3-pt jump shot from 24 ft,66,61
289,3,3:50.0,Defensive rebound by M. Belinelli,,66,61
290,3,3:40.0,L. Aldridge misses 2-pt jump shot from 11 ft,,66,61
291,3,3:36.0,,Defensive rebound by P. Millsap,66,61
292,3,3:30.0,,W. Barton misses 2-pt jump shot from 6 ft (block by D. Bertāns),66,61
293,3,3:28.0,Defensive rebound by P. Mills,,66,61
294,3,3:23.0,M. Belinelli misses 2-pt layup from 2 ft,,66,61
295,3,3:20.0,Offensive rebound by L. Aldridge,,66,61
296,3,3:20.0,L. Aldridge makes 2-pt layup from 1 ft,,68,61
297,3,3:05.0,,M. Morris misses 2-pt jump shot from 15 ft,68,61
298,3,3:02.0,Defensive rebound by R. Gay,,68,61
299,3,2:44.0,L. Aldridge makes 2-pt jump shot from 20 ft (assist by M. Belinelli),,70,61
300,3,2:26.0,,N. Jokić misses 3-pt jump shot from 25 ft,70,61
301,3,2:23.0,,Offensive rebound by Team,70,61
302,3,2:23.0,Loose ball foul by R. Gay (drawn by P. Millsap),,70,61
303,3,2:23.0,,M. Beasley enters the game for W. Barton,70,61
304,3,2:23.0,,J. Murray enters the game for G. Harris,70,61
305,3,2:23.0,,M. Plumlee enters the game for P. Millsap,70,61
306,3,2:18.0,,M. Morris misses 2-pt jump shot from 15 ft,70,61
307,3,2:15.0,,Offensive rebound by M. Plumlee,70,61
308,3,2:07.0,,N. Jokić makes 2-pt layup from 1 ft,70,63
309,3,1:54.0,Turnover by R. Gay (bad pass; steal by J. Murray),,70,63
310,3,1:47.0,,M. Plumlee misses 2-pt layup from 2 ft,70,63
311,3,1:47.0,,Offensive rebound by M. Plumlee,70,63
312,3,1:47.0,,M. Plumlee misses 2-pt tip-in from 3 ft,70,63
313,3,1:47.0,Defensive rebound by P. Mills,,70,63
314,3,1:38.0,R. Gay makes 2-pt jump shot from 8 ft,,72,63
315,3,1:13.0,,J. Murray makes 2-pt jump shot from 10 ft (assist by N. Jokić),72,65
316,3,0:53.0,M. Belinelli misses 3-pt jump shot from 24 ft,,72,65
317,3,0:50.0,,Defensive rebound by M. Beasley,72,65
318,3,0:47.0,,Shooting foul by D. Bertāns (drawn by M. Beasley),72,65
319,3,0:47.0,D. DeRozan enters the game for D. Bertāns,,72,65
320,3,0:47.0,,T. Craig enters the game for N. Jokić,72,65
321,3,0:47.0,,M. Beasley makes free throw 1 of 2,72,66
322,3,0:47.0,,M. Beasley misses free throw 2 of 2,72,66
323,3,0:46.0,Defensive rebound by R. Gay,,72,66
324,3,0:30.0,M. Belinelli misses 2-pt jump shot from 3 ft,,72,66
325,3,0:29.0,,Defensive rebound by M. Plumlee,72,66
326,3,0:08.0,,M. Plumlee makes 2-pt jump shot from 4 ft (assist by M. Morris),72,68
327,3,0:01.0,D. DeRozan misses 2-pt jump shot from 16 ft,,72,68
328,3,0:01.0,,Defensive rebound by T. Craig,72,68
329,4,11:40.0,Personal foul by M. Beasley (drawn by M. Belinelli),,72,68
330,4,11:33.0,Personal foul by T. Craig (drawn by D. DeRozan),,72,68
331,4,11:28.0,P. Mills makes 2-pt jump shot from 21 ft,,74,68
332,4,11:20.0,,Turnover by M. Beasley (out of bounds lost ball),74,68
333,4,11:08.0,Shooting foul by T. Craig (drawn by D. DeRozan),,74,68
334,4,11:08.0,D. DeRozan misses free throw 1 of 2,,74,68
335,4,11:08.0,Offensive rebound by Team,,74,68
336,4,11:08.0,B. Forbes enters the game for M. Belinelli,,74,68
337,4,11:08.0,D. DeRozan makes free throw 2 of 2,,75,68
338,4,10:57.0,,M. Morris makes 2-pt jump shot from 13 ft,75,70
339,4,10:39.0,D. DeRozan misses 2-pt jump shot from 7 ft,,75,70
340,4,10:36.0,,Defensive rebound by M. Beasley,75,70
341,4,10:29.0,,T. Craig makes 3-pt jump shot from 22 ft (assist by M. Plumlee),75,73
342,4,10:08.0,Shooting foul by J. Murray (drawn by D. Bertāns),,75,73
343,4,10:08.0,D. Bertāns makes free throw 1 of 3,,76,73
344,4,10:08.0,D. Bertāns makes free throw 2 of 3,,77,73
345,4,10:08.0,D. White enters the game for P. Mills,,77,73
346,4,10:08.0,D. Bertāns misses free throw 3 of 3,,77,73
347,4,10:06.0,,Defensive rebound by T. Craig,77,73
348,4,9:57.0,,J. Murray misses 2-pt jump shot from 3 ft,77,73
349,4,9:54.0,Defensive rebound by D. DeRozan,,77,73
350,4,9:38.0,B. Forbes makes 2-pt jump shot from 5 ft (assist by D. White),,79,73
351,4,9:25.0,,M. Beasley makes 2-pt jump shot from 4 ft (assist by M. Morris),79,75
352,4,9:25.0,,Shooting foul by D. White (drawn by M. Beasley),79,75
353,4,9:25.0,,G. Harris enters the game for J. Murray,79,75
354,4,9:25.0,,M. Beasley misses free throw 1 of 1,79,75
355,4,9:24.0,Defensive rebound by D. DeRozan,,79,75
356,4,9:05.0,J. Poeltl makes 2-pt jump shot from 7 ft (assist by D. Bertāns),,81,75
357,4,8:41.0,,Shooting foul by J. Poeltl (drawn by G. Harris),81,75
358,4,8:41.0,,G. Harris makes free throw 1 of 2,81,76
359,4,8:41.0,,G. Harris makes free throw 2 of 2,81,77
360,4,8:20.0,D. DeRozan makes 2-pt jump shot from 16 ft,,83,77
361,4,8:05.0,,Shooting foul by B. Forbes (drawn by T. Craig),83,77
362,4,8:05.0,,T. Craig misses free throw 1 of 2,83,77
363,4,8:05.0,,Offensive rebound by Team,83,77
364,4,8:05.0,L. Aldridge enters the game for J. Poeltl,,83,77
365,4,8:05.0,,T. Craig misses free throw 2 of 2,83,77
366,4,8:03.0,Defensive rebound by D. DeRozan,,83,77
367,4,7:49.0,L. Aldridge misses 2-pt jump shot from 21 ft,,83,77
368,4,7:46.0,,Defensive rebound by M. Plumlee,83,77
369,4,7:31.0,,T. Craig makes 3-pt jump shot from 25 ft (assist by M. Plumlee),83,80
370,4,7:29.0,San Antonio full timeout,,83,80
371,4,7:29.0,,N. Jokić enters the game for M. Beasley,83,80
372,4,7:15.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,86,80
373,4,6:57.0,,N. Jokić makes 2-pt layup from 3 ft (assist by G. Harris),86,82
374,4,6:41.0,L. Aldridge makes 2-pt jump shot from 5 ft (assist by D. DeRozan),,88,82
375,4,6:27.0,,G. Harris makes 2-pt jump shot from 13 ft (assist by N. Jokić),88,84
376,4,6:01.0,L. Aldridge misses 2-pt jump shot from 15 ft,,88,84
377,4,5:59.0,,Defensive rebound by T. Craig,88,84
378,4,5:51.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by N. Jokić),88,87
379,4,5:31.0,D. DeRozan makes 2-pt jump shot from 19 ft,,90,87
380,4,5:05.0,,N. Jokić misses 3-pt jump shot from 24 ft,90,87
381,4,5:03.0,Defensive rebound by D. White,,90,87
382,4,4:47.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,93,87
383,4,4:45.0,,Denver full timeout,93,87
384,4,4:45.0,P. Mills enters the game for D. White,,93,87
