,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,BOSTON_ACTION,GOLDEN STATE_SCORE,BOSTON_SCORE
0,1,11:46.0,,K. Irving misses 2-pt layup from 1 ft,0,0
1,1,11:43.0,,Offensive rebound by A. Horford,0,0
2,1,11:43.0,,A. Horford misses 2-pt layup from 1 ft,0,0
3,1,11:42.0,Defensive rebound by D. Green,,0,0
4,1,11:39.0,S. Curry misses 2-pt layup from 4 ft,,0,0
5,1,11:39.0,,Defensive rebound by M. Morris,0,0
6,1,11:29.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by K. Irving),0,3
7,1,11:04.0,D. Cousins makes 2-pt jump shot from 17 ft,,2,3
8,1,10:49.0,,M. Smart makes 2-pt layup from 3 ft (assist by K. Irving),2,5
9,1,10:43.0,K. Thompson makes 2-pt layup from 2 ft (assist by D. Green),,4,5
10,1,10:34.0,,M. Morris misses 3-pt jump shot from 24 ft,4,5
11,1,10:32.0,Defensive rebound by D. Green,,4,5
12,1,10:26.0,K. Thompson misses 2-pt layup from 2 ft,,4,5
13,1,10:25.0,,Defensive rebound by A. Horford,4,5
14,1,10:18.0,,J. Tatum misses 3-pt jump shot from 24 ft,4,5
15,1,10:16.0,Defensive rebound by D. Cousins,,4,5
16,1,10:08.0,K. Durant misses 2-pt jump shot from 18 ft,,4,5
17,1,10:06.0,,Defensive rebound by K. Irving,4,5
18,1,10:01.0,,K. Irving makes 3-pt jump shot from 27 ft,4,8
19,1,9:46.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by K. Durant),,7,8
20,1,9:31.0,,K. Irving misses 2-pt jump shot from 13 ft,7,8
21,1,9:28.0,,Offensive rebound by A. Horford,7,8
22,1,9:27.0,,K. Irving makes 3-pt jump shot from 24 ft (assist by A. Horford),7,11
23,1,9:14.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by D. Cousins),,10,11
24,1,8:50.0,,M. Morris misses 2-pt jump shot from 19 ft,10,11
25,1,8:48.0,Defensive rebound by K. Durant,,10,11
26,1,8:42.0,K. Durant misses 3-pt jump shot from 27 ft,,10,11
27,1,8:40.0,,Defensive rebound by M. Morris,10,11
28,1,8:29.0,,Turnover by A. Horford (lost ball; steal by D. Green),10,11
29,1,8:24.0,K. Durant makes 2-pt dunk from 1 ft (assist by D. Cousins),,12,11
30,1,8:10.0,,J. Tatum misses 2-pt layup from 2 ft (block by K. Durant),12,11
31,1,8:09.0,,Offensive rebound by M. Smart,12,11
32,1,8:08.0,,Shooting foul by K. Thompson (drawn by J. Tatum),12,11
33,1,8:08.0,,J. Tatum makes free throw 1 of 2,12,12
34,1,8:08.0,,J. Tatum makes free throw 2 of 2,12,13
35,1,7:57.0,S. Curry misses 3-pt jump shot from 26 ft,,12,13
36,1,7:55.0,,Defensive rebound by A. Horford,12,13
37,1,7:46.0,,A. Horford makes 2-pt dunk from 1 ft (assist by K. Irving),12,15
38,1,7:46.0,Golden State full timeout,,12,15
39,1,7:32.0,K. Thompson misses 3-pt jump shot from 27 ft,,12,15
40,1,7:30.0,,Defensive rebound by M. Morris,12,15
41,1,7:17.0,,Turnover by K. Irving (lost ball; steal by D. Cousins),12,15
42,1,7:12.0,S. Curry misses 3-pt jump shot from 27 ft,,12,15
43,1,7:09.0,Offensive rebound by D. Cousins,,12,15
44,1,7:08.0,D. Cousins makes 2-pt dunk from 1 ft,,14,15
45,1,6:48.0,,A. Horford makes 2-pt jump shot from 13 ft (assist by K. Irving),14,17
46,1,6:24.0,K. Durant makes 2-pt hook shot from 4 ft (assist by K. Thompson),,16,17
47,1,6:12.0,,J. Tatum makes 2-pt dunk from 2 ft (assist by A. Horford),16,19
48,1,5:52.0,K. Durant misses 2-pt jump shot from 13 ft,,16,19
49,1,5:50.0,,Defensive rebound by J. Tatum,16,19
50,1,5:47.0,Loose ball foul by S. Curry (drawn by M. Smart),,16,19
51,1,5:47.0,A. Iguodala enters the game for D. Green,,16,19
52,1,5:36.0,,M. Morris misses 3-pt jump shot from 24 ft,16,19
53,1,5:32.0,Defensive rebound by D. Cousins,,16,19
54,1,5:23.0,Turnover by K. Thompson (lost ball; steal by A. Horford),,16,19
55,1,5:19.0,,K. Irving makes 3-pt jump shot from 26 ft (assist by M. Smart),16,22
56,1,5:08.0,K. Thompson misses 3-pt jump shot from 28 ft,,16,22
57,1,5:06.0,,Defensive rebound by A. Horford,16,22
58,1,4:50.0,,Personal foul by D. Cousins (drawn by K. Irving),16,22
59,1,4:50.0,K. Looney enters the game for D. Cousins,,16,22
60,1,4:50.0,,G. Hayward enters the game for M. Morris,16,22
61,1,4:40.0,,Turnover by A. Horford (back court),16,22
62,1,4:27.0,K. Durant makes 2-pt jump shot from 14 ft (assist by A. Iguodala),,18,22
63,1,4:11.0,,A. Horford misses 2-pt dunk from 5 ft (block by A. Iguodala),18,22
64,1,4:09.0,Defensive rebound by K. Looney,,18,22
65,1,4:06.0,K. Durant makes 2-pt dunk from 2 ft (assist by S. Curry),,20,22
66,1,3:51.0,,Shooting foul by S. Curry (drawn by G. Hayward),20,22
67,1,3:51.0,,G. Hayward makes free throw 1 of 2,20,23
68,1,3:51.0,A. McKinnie enters the game for S. Curry,,20,23
69,1,3:51.0,,J. Brown enters the game for M. Smart,20,23
70,1,3:51.0,,T. Rozier enters the game for J. Tatum,20,23
71,1,3:51.0,,G. Hayward makes free throw 2 of 2,20,24
72,1,3:35.0,K. Durant makes 2-pt jump shot from 14 ft,,22,24
73,1,3:21.0,,K. Irving misses 2-pt hook shot from 10 ft (block by K. Durant),22,24
74,1,3:18.0,Defensive rebound by K. Looney,,22,24
75,1,3:09.0,K. Looney misses 2-pt layup from 7 ft (block by G. Hayward),,22,24
76,1,3:07.0,,Defensive rebound by J. Brown,22,24
77,1,3:02.0,,Boston full timeout,22,24
78,1,2:57.0,,K. Irving misses 3-pt jump shot from 25 ft,22,24
79,1,2:55.0,Defensive rebound by K. Looney,,22,24
80,1,2:40.0,Personal foul by J. Brown (drawn by K. Durant),,22,24
81,1,2:40.0,,A. Baynes enters the game for A. Horford,22,24
82,1,2:35.0,K. Durant misses 3-pt jump shot from 27 ft,,22,24
83,1,2:33.0,,Defensive rebound by A. Baynes,22,24
84,1,2:19.0,,Shooting foul by K. Durant (drawn by K. Irving),22,24
85,1,2:19.0,,K. Irving makes free throw 1 of 2,22,25
86,1,2:19.0,D. Green enters the game for K. Thompson,,22,25
87,1,2:19.0,,K. Irving makes free throw 2 of 2,22,26
88,1,2:07.0,K. Durant makes 2-pt jump shot from 17 ft (assist by D. Green),,24,26
89,1,1:51.0,,T. Rozier misses 3-pt jump shot from 23 ft,24,26
90,1,1:49.0,Defensive rebound by K. Durant,,24,26
91,1,1:39.0,K. Durant misses 2-pt jump shot from 21 ft,,24,26
92,1,1:38.0,Offensive rebound by K. Looney,,24,26
93,1,1:38.0,Personal foul by A. Baynes (drawn by K. Looney),,24,26
94,1,1:30.0,Personal foul by J. Brown (drawn by K. Durant),,24,26
95,1,1:30.0,K. Durant makes free throw 1 of 2,,25,26
96,1,1:30.0,K. Durant makes free throw 2 of 2,,26,26
97,1,1:16.0,,Turnover by G. Hayward (lost ball; steal by D. Green),26,26
98,1,1:09.0,D. Green makes 3-pt jump shot from 27 ft (assist by K. Durant),,29,26
99,1,0:55.0,,Offensive foul by A. Baynes (drawn by A. McKinnie),29,26
100,1,0:55.0,,Turnover by A. Baynes (offensive foul),29,26
101,1,0:44.0,Turnover by D. Green (bad pass; steal by K. Irving),,29,26
102,1,0:38.0,,G. Hayward misses 2-pt layup from 2 ft,29,26
103,1,0:37.0,Defensive rebound by K. Durant,,29,26
104,1,0:27.0,A. Iguodala misses 2-pt jump shot from 15 ft,,29,26
105,1,0:25.0,,Defensive rebound by G. Hayward,29,26
106,1,0:05.0,,J. Brown misses 3-pt jump shot from 27 ft,29,26
107,1,0:01.0,Defensive rebound by K. Durant,,29,26
108,2,11:50.0,S. Curry misses 3-pt jump shot from 27 ft,,29,26
109,2,11:48.0,,Defensive rebound by G. Hayward,29,26
110,2,11:37.0,,J. Brown makes 2-pt layup from 1 ft (assist by G. Hayward),29,28
111,2,11:24.0,A. Iguodala misses 3-pt jump shot from 26 ft,,29,28
112,2,11:22.0,Offensive rebound by S. Livingston,,29,28
113,2,11:09.0,S. Livingston misses 2-pt jump shot from 13 ft,,29,28
114,2,11:07.0,,Defensive rebound by G. Hayward,29,28
115,2,10:51.0,,J. Brown makes 3-pt jump shot from 25 ft (assist by M. Morris),29,31
116,2,10:41.0,D. Cousins misses 2-pt layup from 2 ft,,29,31
117,2,10:40.0,Offensive rebound by S. Livingston,,29,31
118,2,10:35.0,Offensive foul by D. Cousins (drawn by A. Baynes),,29,31
119,2,10:35.0,Turnover by D. Cousins (offensive foul),,29,31
120,2,10:13.0,,M. Morris misses 2-pt jump shot from 11 ft,29,31
121,2,10:11.0,Defensive rebound by D. Cousins,,29,31
122,2,10:04.0,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),,32,31
123,2,9:46.0,,M. Morris misses 3-pt jump shot from 26 ft,32,31
124,2,9:44.0,Defensive rebound by D. Cousins,,32,31
125,2,9:32.0,S. Curry makes 3-pt jump shot from 25 ft (assist by S. Livingston),,35,31
126,2,9:17.0,,J. Brown misses 3-pt jump shot from 26 ft,35,31
127,2,9:15.0,,Offensive rebound by M. Morris,35,31
128,2,9:06.0,,M. Morris makes 3-pt jump shot from 27 ft (assist by G. Hayward),35,34
129,2,8:53.0,Shooting foul by A. Baynes (drawn by D. Cousins),,35,34
130,2,8:53.0,D. Cousins misses free throw 1 of 3,,35,34
131,2,8:53.0,Offensive rebound by Team,,35,34
132,2,8:53.0,D. Cousins makes free throw 2 of 3,,36,34
133,2,8:53.0,D. Cousins makes free throw 3 of 3,,37,34
134,2,8:37.0,,M. Morris makes 2-pt jump shot from 7 ft,37,36
135,2,8:25.0,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),,40,36
136,2,8:14.0,,J. Brown misses 3-pt jump shot from 27 ft,40,36
137,2,8:11.0,Defensive rebound by S. Livingston,,40,36
138,2,8:08.0,S. Curry makes 3-pt jump shot from 27 ft (assist by D. Green),,43,36
139,2,8:06.0,,Boston full timeout,43,36
140,2,8:06.0,K. Thompson enters the game for A. Iguodala,,43,36
141,2,7:56.0,,G. Hayward misses 2-pt jump shot from 16 ft,43,36
142,2,7:54.0,Defensive rebound by D. Green,,43,36
143,2,7:39.0,Turnover by D. Green (lost ball; steal by A. Baynes),,43,36
144,2,7:35.0,,Shooting foul by D. Cousins (drawn by J. Brown),43,36
145,2,7:35.0,,J. Brown makes free throw 1 of 2,43,37
146,2,7:35.0,K. Looney enters the game for D. Cousins,,43,37
147,2,7:35.0,,K. Irving enters the game for G. Hayward,43,37
148,2,7:35.0,,J. Brown makes free throw 2 of 2,43,38
149,2,7:15.0,K. Thompson misses 3-pt jump shot from 26 ft,,43,38
150,2,7:12.0,,Defensive rebound by M. Morris,43,38
151,2,7:05.0,,A. Baynes makes 2-pt jump shot from 12 ft,43,40
152,2,6:58.0,,Violation by Team (kicked ball),43,40
153,2,6:58.0,K. Durant enters the game for D. Green,,43,40
154,2,6:58.0,,M. Smart enters the game for T. Rozier,43,40
155,2,6:50.0,S. Livingston makes 2-pt dunk from 2 ft (assist by S. Curry),,45,40
156,2,6:30.0,,M. Morris misses 2-pt jump shot from 15 ft,45,40
157,2,6:29.0,Defensive rebound by K. Durant,,45,40
158,2,6:17.0,S. Livingston makes 2-pt dunk from 1 ft (assist by S. Curry),,47,40
159,2,5:59.0,,J. Brown makes 3-pt jump shot from 26 ft (assist by A. Baynes),47,43
160,2,5:50.0,S. Curry makes 3-pt jump shot from 26 ft,,50,43
161,2,5:38.0,,A. Baynes misses 2-pt jump shot from 17 ft,50,43
162,2,5:36.0,Defensive rebound by K. Thompson,,50,43
163,2,5:30.0,K. Thompson makes 2-pt layup from 2 ft,,52,43
164,2,5:12.0,,M. Smart makes 2-pt jump shot from 17 ft,52,45
165,2,5:00.0,Shooting foul by J. Brown (drawn by K. Looney),,52,45
166,2,5:00.0,K. Looney makes free throw 1 of 2,,53,45
167,2,5:00.0,A. Iguodala enters the game for S. Livingston,,53,45
168,2,5:00.0,,A. Horford enters the game for A. Baynes,53,45
169,2,5:00.0,,J. Tatum enters the game for M. Morris,53,45
170,2,5:00.0,K. Looney makes free throw 2 of 2,,54,45
171,2,4:49.0,,K. Irving makes 2-pt layup from 1 ft (assist by J. Tatum),54,47
172,2,4:37.0,S. Curry makes 2-pt layup from 2 ft (assist by A. Iguodala),,56,47
173,2,4:31.0,,Shooting foul by K. Thompson (drawn by M. Smart),56,47
174,2,4:31.0,,M. Smart makes free throw 1 of 2,56,48
175,2,4:31.0,Golden State full timeout,,56,48
176,2,4:31.0,,M. Smart makes free throw 2 of 2,56,49
177,2,4:17.0,K. Thompson misses 2-pt jump shot from 15 ft,,56,49
178,2,4:15.0,,Defensive rebound by K. Irving,56,49
179,2,4:10.0,,K. Irving makes 2-pt jump shot from 18 ft,56,51
180,2,3:40.0,K. Looney misses 3-pt jump shot from 24 ft,,56,51
181,2,3:38.0,,Defensive rebound by M. Smart,56,51
182,2,3:36.0,,Turnover by M. Smart (out of bounds lost ball),56,51
183,2,3:27.0,Turnover by S. Curry (out of bounds lost ball),,56,51
184,2,3:27.0,D. Green enters the game for K. Looney,,56,51
185,2,3:27.0,,G. Hayward enters the game for J. Brown,56,51
186,2,3:03.0,,A. Horford makes 2-pt jump shot from 18 ft,56,53
187,2,2:48.0,K. Durant misses 2-pt jump shot from 22 ft,,56,53
188,2,2:46.0,Offensive rebound by D. Green,,56,53
189,2,2:40.0,K. Durant misses 2-pt jump shot from 10 ft,,56,53
190,2,2:38.0,,Defensive rebound by G. Hayward,56,53
191,2,2:25.0,,J. Tatum makes 2-pt jump shot from 14 ft (assist by K. Irving),56,55
192,2,2:11.0,S. Curry misses 3-pt jump shot from 26 ft,,56,55
193,2,2:09.0,,Defensive rebound by G. Hayward,56,55
