,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,DALLAS_ACTION,MEMPHIS_SCORE,DALLAS_SCORE
96,1,1:40.0,T. Zeller makes 2-pt hook shot from 2 ft (assist by D. Wright),,23,30
97,1,1:29.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,23,30
98,1,1:26.0,Defensive rebound by J. Washburn,,23,30
99,1,1:22.0,C. Parsons makes 3-pt jump shot from 23 ft (assist by D. Wright),,26,30
100,1,1:11.0,,D. Macon misses 2-pt jump shot from 14 ft,26,30
101,1,1:06.0,Defensive rebound by D. Wright,,26,30
102,1,1:03.0,Personal foul by R. Broekhoff (drawn by C. Parsons),,26,30
103,1,0:51.0,Shooting foul by S. Mejri (drawn by T. Zeller),,26,30
104,1,0:51.0,T. Zeller makes free throw 1 of 2,,27,30
105,1,0:51.0,T. Zeller makes free throw 2 of 2,,28,30
106,1,0:34.0,,D. Macon misses 3-pt jump shot from 25 ft,28,30
107,1,0:31.0,Defensive rebound by T. Zeller,,28,30
108,1,0:18.0,D. Wright makes 3-pt jump shot from 26 ft (assist by C. Parsons),,31,30
109,1,0:04.0,,Personal take foul by D. Wright (drawn by D. Harris),31,30
110,1,0:04.0,J. Holiday enters the game for C. Parsons,,31,30
111,1,0:00.0,,Turnover by R. Broekhoff (lost ball; steal by J. Washburn),31,30
112,1,0:00.0,J. Washburn misses 3-pt jump shot from 53 ft,,31,30
113,1,0:00.0,Offensive rebound by Team,,31,30
114,2,11:45.0,C. Parsons misses 2-pt jump shot from 16 ft,,31,30
115,2,11:40.0,,Defensive rebound by M. Kleber,31,30
116,2,11:28.0,,Turnover by M. Kleber (bad pass; steal by T. Zeller),31,30
117,2,11:23.0,Shooting foul by D. Macon (drawn by J. Carter),,31,30
118,2,11:23.0,J. Carter misses free throw 1 of 2,,31,30
119,2,11:23.0,Offensive rebound by Team,,31,30
120,2,11:23.0,J. Carter makes free throw 2 of 2,,32,30
121,2,11:07.0,,Turnover by D. Macon (bad pass; steal by D. Wright),32,30
122,2,11:03.0,C. Parsons makes 2-pt layup from 1 ft (assist by D. Wright),,34,30
123,2,10:52.0,,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by D. Harris),34,33
124,2,10:33.0,D. Wright makes 2-pt jump shot from 2 ft,,36,33
125,2,10:21.0,,R. Broekhoff misses 2-pt layup from 1 ft,36,33
126,2,10:21.0,Defensive rebound by C. Parsons,,36,33
127,2,10:14.0,C. Parsons misses 3-pt jump shot from 25 ft,,36,33
128,2,10:11.0,,Defensive rebound by D. Harris,36,33
129,2,10:09.0,,Turnover by D. Harris (bad pass),36,33
130,2,10:09.0,I. Rabb enters the game for T. Zeller,,36,33
131,2,9:45.0,I. Rabb makes 2-pt dunk at rim (assist by D. Wright),,38,33
132,2,9:44.0,,Dallas full timeout,38,33
133,2,9:44.0,Y. Watanabe enters the game for C. Parsons,,38,33
134,2,9:32.0,,Shooting foul by J. Washburn (drawn by R. Broekhoff),38,33
135,2,9:32.0,,R. Broekhoff misses free throw 1 of 3,38,33
136,2,9:32.0,,Offensive rebound by Team,38,33
137,2,9:32.0,,R. Broekhoff makes free throw 2 of 3,38,34
138,2,9:32.0,,R. Broekhoff makes free throw 3 of 3,38,35
139,2,9:20.0,D. Wright misses 3-pt jump shot from 26 ft,,38,35
140,2,9:16.0,,Defensive rebound by D. Nowitzki,38,35
141,2,9:09.0,,D. Nowitzki misses 3-pt jump shot from 26 ft,38,35
142,2,9:06.0,Defensive rebound by Y. Watanabe,,38,35
143,2,8:55.0,I. Rabb makes 2-pt jump shot from 9 ft (assist by D. Wright),,40,35
144,2,8:40.0,,M. Kleber misses 3-pt jump shot from 26 ft,40,35
145,2,8:37.0,Defensive rebound by D. Wright,,40,35
146,2,8:26.0,D. Wright misses 2-pt layup from 3 ft,,40,35
147,2,8:24.0,,Defensive rebound by D. Nowitzki,40,35
148,2,8:24.0,T. Dorsey enters the game for J. Carter,,40,35
149,2,8:02.0,,M. Kleber misses 2-pt layup from 2 ft,40,35
150,2,8:01.0,Defensive rebound by T. Dorsey,,40,35
151,2,7:56.0,J. Washburn makes 3-pt jump shot from 23 ft (assist by D. Wright),,43,35
152,2,7:44.0,,Turnover by D. Macon (bad pass; steal by Y. Watanabe),43,35
153,2,7:41.0,J. Washburn makes 2-pt dunk from 1 ft (assist by Y. Watanabe),,45,35
154,2,7:40.0,,Dallas full timeout,45,35
155,2,7:40.0,,J. Jackson enters the game for D. Macon,45,35
156,2,7:28.0,,Shooting foul by Y. Watanabe (drawn by M. Kleber),45,35
157,2,7:28.0,,M. Kleber misses free throw 1 of 2,45,35
158,2,7:28.0,,Offensive rebound by Team,45,35
159,2,7:28.0,,M. Kleber makes free throw 2 of 2,45,36
160,2,7:11.0,I. Rabb makes 2-pt layup from 1 ft (assist by J. Washburn),,47,36
161,2,6:57.0,,D. Nowitzki makes 2-pt jump shot from 21 ft (assist by J. Jackson),47,38
162,2,6:43.0,D. Wright misses 3-pt jump shot from 25 ft,,47,38
163,2,6:39.0,Offensive rebound by I. Rabb,,47,38
164,2,6:34.0,Y. Watanabe makes 2-pt dunk from 1 ft (assist by I. Rabb),,49,38
165,2,6:22.0,,M. Kleber makes 3-pt jump shot from 25 ft (assist by D. Nowitzki),49,41
166,2,6:06.0,Turnover by Y. Watanabe (traveling),,49,41
167,2,6:06.0,B. Caboclo enters the game for J. Washburn,,49,41
168,2,6:06.0,J. Holiday enters the game for Y. Watanabe,,49,41
169,2,5:54.0,,D. Harris misses 3-pt jump shot from 26 ft,49,41
170,2,5:50.0,Defensive rebound by D. Wright,,49,41
171,2,5:48.0,D. Wright makes 2-pt layup from 1 ft,,51,41
172,2,5:48.0,Shooting foul by D. Nowitzki (drawn by D. Wright),,51,41
173,2,5:48.0,,T. Burke enters the game for R. Broekhoff,51,41
174,2,5:48.0,,D. Finney-Smith enters the game for D. Harris,51,41
175,2,5:48.0,,C. Lee enters the game for M. Kleber,51,41
176,2,5:48.0,,S. Mejri enters the game for D. Nowitzki,51,41
177,2,5:48.0,D. Wright makes free throw 1 of 1,,52,41
178,2,5:30.0,,D. Finney-Smith misses 2-pt jump shot from 18 ft,52,41
179,2,5:27.0,Defensive rebound by D. Wright,,52,41
180,2,5:19.0,J. Holiday misses 3-pt jump shot from 25 ft,,52,41
181,2,5:16.0,,Defensive rebound by S. Mejri,52,41
182,2,5:12.0,,J. Jackson misses 3-pt jump shot from 25 ft,52,41
183,2,5:08.0,Defensive rebound by B. Caboclo,,52,41
184,2,4:51.0,J. Holiday misses 3-pt jump shot from 25 ft,,52,41
185,2,4:46.0,,Defensive rebound by S. Mejri,52,41
186,2,4:34.0,,C. Lee makes 2-pt jump shot from 17 ft (assist by S. Mejri),52,43
187,2,4:23.0,I. Rabb misses 3-pt jump shot from 25 ft,,52,43
188,2,4:21.0,,Defensive rebound by D. Finney-Smith,52,43
189,2,4:13.0,,Turnover by D. Finney-Smith (bad pass; steal by J. Holiday),52,43
190,2,4:08.0,D. Wright makes 2-pt layup at rim (assist by B. Caboclo),,54,43
191,2,3:47.0,,J. Jackson makes 2-pt layup from 1 ft (assist by S. Mejri),54,45
192,2,3:38.0,T. Dorsey misses 3-pt jump shot from 25 ft,,54,45
193,2,3:35.0,Offensive rebound by B. Caboclo,,54,45
194,2,3:29.0,Turnover by B. Caboclo (out of bounds lost ball),,54,45
195,2,3:29.0,J. Carter enters the game for I. Rabb,,54,45
196,2,3:29.0,T. Zeller enters the game for D. Wright,,54,45
197,2,3:07.0,,S. Mejri misses 2-pt jump shot from 5 ft,54,45
198,2,3:05.0,Defensive rebound by B. Caboclo,,54,45
199,2,3:00.0,B. Caboclo misses 2-pt layup from 5 ft (block by S. Mejri),,54,45
200,2,2:58.0,Offensive rebound by T. Dorsey,,54,45
201,2,2:56.0,T. Dorsey makes 2-pt layup from 2 ft,,56,45
202,2,2:47.0,,C. Lee makes 3-pt jump shot from 23 ft (assist by S. Mejri),56,48
203,2,2:33.0,B. Caboclo misses 3-pt jump shot from 23 ft,,56,48
204,2,2:33.0,,Defensive rebound by C. Lee,56,48
205,2,2:21.0,,Shooting foul by J. Holiday (drawn by J. Jackson),56,48
206,2,2:21.0,C. Parsons enters the game for B. Caboclo,,56,48
207,2,2:21.0,D. Wright enters the game for T. Dorsey,,56,48
208,2,2:21.0,,J. Jackson makes free throw 1 of 2,56,49
209,2,2:21.0,,J. Jackson makes free throw 2 of 2,56,50
210,2,2:08.0,J. Carter misses 3-pt jump shot from 23 ft,,56,50
211,2,2:06.0,Offensive rebound by J. Carter,,56,50
212,2,1:52.0,C. Parsons makes 3-pt jump shot from 27 ft (assist by J. Carter),,59,50
213,2,1:35.0,,Personal foul by C. Parsons (drawn by D. Finney-Smith),59,50
214,2,1:28.0,,S. Mejri makes 2-pt jump shot from 5 ft (assist by D. Finney-Smith),59,52
215,2,1:14.0,D. Wright misses 3-pt jump shot from 25 ft,,59,52
216,2,1:12.0,,Defensive rebound by D. Finney-Smith,59,52
217,2,1:01.0,,S. Mejri misses 2-pt layup from 4 ft (block by J. Holiday),59,52
218,2,1:01.0,,Offensive rebound by Team,59,52
219,2,1:01.0,I. Rabb enters the game for T. Zeller,,59,52
220,2,0:57.0,,D. Finney-Smith misses 3-pt jump shot from 26 ft,59,52
221,2,0:55.0,,Offensive rebound by J. Jackson,59,52
222,2,0:47.0,,Personal foul by C. Parsons (drawn by S. Mejri),59,52
223,2,0:47.0,,S. Mejri misses free throw 1 of 2,59,52
224,2,0:47.0,,Offensive rebound by Team,59,52
225,2,0:47.0,,D. Nowitzki enters the game for D. Finney-Smith,59,52
226,2,0:47.0,,S. Mejri makes free throw 2 of 2,59,53
227,2,0:31.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by D. Wright),,62,53
228,2,0:10.0,,J. Jackson misses 3-pt jump shot from 25 ft,62,53
229,2,0:06.0,Defensive rebound by C. Parsons,,62,53
230,2,0:02.0,J. Carter makes 3-pt jump shot from 23 ft (assist by C. Parsons),,65,53
231,3,11:45.0,J. Holiday makes 2-pt layup from 1 ft (assist by B. Caboclo),,67,53
232,3,11:29.0,,M. Kleber makes 2-pt dunk at rim (assist by C. Lee),67,55
233,3,11:15.0,T. Dorsey misses 3-pt jump shot from 26 ft,,67,55
234,3,11:12.0,,Defensive rebound by M. Kleber,67,55
235,3,10:58.0,,Turnover by C. Lee (bad pass),67,55
236,3,10:50.0,J. Holiday misses 2-pt jump shot from 12 ft,,67,55
237,3,10:46.0,,Defensive rebound by J. Jackson,67,55
238,3,10:28.0,,C. Lee makes 2-pt jump shot from 12 ft (assist by T. Burke),67,57
239,3,10:11.0,D. Wright makes 2-pt layup from 2 ft,,69,57
240,3,10:00.0,,T. Burke makes 2-pt layup from 2 ft,69,59
241,3,9:45.0,I. Rabb misses 2-pt layup from 3 ft,,69,59
242,3,9:43.0,,Defensive rebound by D. Nowitzki,69,59
243,3,9:39.0,,M. Kleber misses 3-pt jump shot from 25 ft,69,59
244,3,9:39.0,Defensive rebound by D. Wright,,69,59
245,3,9:32.0,J. Holiday makes 2-pt layup from 3 ft (assist by D. Wright),,71,59
246,3,9:32.0,Shooting foul by D. Nowitzki (drawn by J. Holiday),,71,59
247,3,9:32.0,J. Holiday makes free throw 1 of 1,,72,59
248,3,9:18.0,,C. Lee misses 3-pt jump shot from 23 ft,72,59
249,3,9:15.0,,Offensive rebound by M. Kleber,72,59
250,3,9:13.0,,T. Burke misses 3-pt jump shot from 26 ft,72,59
251,3,9:13.0,Defensive rebound by I. Rabb,,72,59
252,3,9:00.0,T. Dorsey makes 2-pt jump shot from 20 ft,,74,59
253,3,8:43.0,,C. Lee makes 2-pt jump shot from 16 ft,74,61
254,3,8:27.0,Personal foul by J. Jackson (drawn by I. Rabb),,74,61
255,3,8:19.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by D. Wright),,77,61
256,3,8:18.0,,Dallas full timeout,77,61
257,3,8:01.0,,C. Lee misses 2-pt jump shot from 13 ft (block by B. Caboclo),77,61
258,3,7:59.0,Defensive rebound by I. Rabb,,77,61
259,3,7:51.0,I. Rabb misses 2-pt jump shot from 17 ft,,77,61
260,3,7:47.0,,Defensive rebound by J. Jackson,77,61
261,3,7:39.0,,T. Burke misses 2-pt layup from 2 ft,77,61
262,3,7:37.0,Defensive rebound by T. Dorsey,,77,61
263,3,7:37.0,Personal foul by T. Burke (drawn by T. Dorsey),,77,61
264,3,7:27.0,B. Caboclo misses 3-pt jump shot from 25 ft,,77,61
265,3,7:25.0,Offensive rebound by I. Rabb,,77,61
266,3,7:25.0,Shooting foul by C. Lee (drawn by I. Rabb),,77,61
267,3,7:25.0,I. Rabb makes free throw 1 of 2,,78,61
268,3,7:25.0,I. Rabb makes free throw 2 of 2,,79,61
269,3,7:11.0,,J. Jackson misses 3-pt jump shot from 25 ft,79,61
270,3,7:08.0,Defensive rebound by J. Holiday,,79,61
271,3,7:01.0,I. Rabb misses 2-pt layup from 1 ft,,79,61
272,3,6:59.0,Offensive rebound by I. Rabb,,79,61
273,3,6:58.0,I. Rabb misses 2-pt layup from 1 ft,,79,61
274,3,6:58.0,,Defensive rebound by D. Nowitzki,79,61
275,3,6:58.0,,Personal foul by I. Rabb (drawn by D. Nowitzki),79,61
276,3,6:58.0,,D. Finney-Smith enters the game for M. Kleber,79,61
277,3,6:58.0,,S. Mejri enters the game for D. Nowitzki,79,61
278,3,6:41.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by D. Finney-Smith),79,64
279,3,6:30.0,B. Caboclo makes 3-pt jump shot from 25 ft (assist by D. Wright),,82,64
280,3,6:04.0,,Turnover by S. Mejri (lost ball; steal by D. Wright),82,64
281,3,5:57.0,T. Dorsey makes 2-pt layup from 4 ft (assist by J. Holiday),,84,64
282,3,5:57.0,,Dallas full timeout,84,64
283,3,5:57.0,J. Carter enters the game for J. Holiday,,84,64
284,3,5:57.0,C. Parsons enters the game for I. Rabb,,84,64
285,3,5:57.0,T. Zeller enters the game for D. Wright,,84,64
286,3,5:43.0,,J. Jackson misses 2-pt jump shot from 18 ft,84,64
287,3,5:39.0,Defensive rebound by Team,,84,64
288,3,5:27.0,T. Dorsey misses 3-pt jump shot from 26 ft,,84,64
289,3,5:25.0,,Defensive rebound by Team,84,64
290,3,5:15.0,,S. Mejri misses 3-pt jump shot from 25 ft,84,64
291,3,5:13.0,Defensive rebound by Team,,84,64
292,3,5:13.0,Personal foul by J. Jackson (drawn by T. Dorsey),,84,64
293,3,5:13.0,T. Dorsey makes free throw 1 of 2,,85,64
294,3,5:13.0,T. Dorsey makes free throw 2 of 2,,86,64
295,3,5:01.0,,D. Finney-Smith makes 2-pt layup from 6 ft (assist by C. Lee),86,66
296,3,5:01.0,,Shooting foul by T. Zeller (drawn by D. Finney-Smith),86,66
297,3,5:01.0,J. Washburn enters the game for B. Caboclo,,86,66
298,3,5:01.0,,D. Finney-Smith makes free throw 1 of 1,86,67
299,3,4:42.0,Turnover by J. Washburn (traveling),,86,67
300,3,4:30.0,,S. Mejri makes 2-pt dunk at rim (assist by J. Jackson),86,69
301,3,4:12.0,T. Dorsey makes 2-pt layup from 2 ft,,88,69
302,3,4:00.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,88,69
303,3,3:57.0,Defensive rebound by T. Dorsey,,88,69
304,3,3:51.0,T. Zeller misses 2-pt layup from 3 ft,,88,69
305,3,3:48.0,,Defensive rebound by S. Mejri,88,69
306,3,3:38.0,,J. Jackson misses 2-pt layup from 8 ft,88,69
307,3,3:37.0,,Offensive rebound by C. Lee,88,69
308,3,3:34.0,,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by C. Lee),88,72
309,3,3:23.0,T. Dorsey misses 2-pt layup from 3 ft (block by S. Mejri),,88,72
310,3,3:23.0,,Defensive rebound by Team,88,72
311,3,3:23.0,J. Holiday enters the game for T. Dorsey,,88,72
312,3,3:09.0,,Shooting foul by J. Carter (drawn by T. Burke),88,72
313,3,3:09.0,,T. Burke makes free throw 1 of 3,88,73
314,3,3:09.0,,T. Burke makes free throw 2 of 3,88,74
315,3,3:09.0,,R. Broekhoff enters the game for C. Lee,88,74
316,3,3:09.0,,T. Burke makes free throw 3 of 3,88,75
317,3,2:45.0,J. Carter misses 2-pt jump shot from 20 ft,,88,75
318,3,2:42.0,,Defensive rebound by R. Broekhoff,88,75
319,3,2:31.0,,R. Broekhoff misses 3-pt jump shot from 24 ft,88,75
320,3,2:29.0,Defensive rebound by J. Carter,,88,75
321,3,2:21.0,J. Carter misses 3-pt jump shot from 23 ft,,88,75
322,3,2:18.0,Offensive rebound by T. Zeller,,88,75
323,3,2:17.0,T. Zeller makes 2-pt layup from 1 ft,,90,75
324,3,2:05.0,,T. Burke makes 2-pt jump shot from 19 ft (assist by S. Mejri),90,77
325,3,2:05.0,,Shooting foul by J. Holiday (drawn by T. Burke),90,77
326,3,2:05.0,D. Wright enters the game for J. Carter,,90,77
327,3,2:05.0,,D. Harris enters the game for J. Jackson,90,77
328,3,2:05.0,,T. Burke makes free throw 1 of 1,90,78
329,3,1:45.0,C. Parsons misses 2-pt jump shot from 8 ft,,90,78
330,3,1:44.0,Offensive rebound by T. Zeller,,90,78
331,3,1:44.0,Shooting foul by R. Broekhoff (drawn by T. Zeller),,90,78
332,3,1:44.0,T. Zeller makes free throw 1 of 2,,91,78
333,3,1:44.0,,D. Macon enters the game for T. Burke,91,78
334,3,1:44.0,T. Zeller makes free throw 2 of 2,,92,78
335,3,1:36.0,,S. Mejri makes 3-pt jump shot from 25 ft (assist by D. Harris),92,81
336,3,1:18.0,T. Zeller makes 2-pt dunk from 1 ft (assist by D. Wright),,94,81
337,3,1:05.0,,D. Harris makes 3-pt jump shot from 23 ft (assist by S. Mejri),94,84
338,3,0:47.0,D. Wright misses 2-pt hook shot from 3 ft (block by S. Mejri),,94,84
339,3,0:44.0,Offensive rebound by D. Wright,,94,84
340,3,0:41.0,D. Wright makes 3-pt jump shot from 24 ft,,97,84
341,3,0:23.0,,D. Harris misses 3-pt jump shot from 26 ft,97,84
342,3,0:19.0,Defensive rebound by D. Wright,,97,84
343,3,0:19.0,Personal foul by D. Finney-Smith (drawn by D. Wright),,97,84
344,3,0:19.0,D. Wright makes free throw 1 of 2,,98,84
345,3,0:19.0,B. Caboclo enters the game for C. Parsons,,98,84
346,3,0:19.0,D. Wright makes free throw 2 of 2,,99,84
347,3,0:01.0,,D. Harris misses 3-pt jump shot from 27 ft,99,84
348,3,0:01.0,,Offensive rebound by Team,99,84
349,4,11:40.0,,D. Macon makes 3-pt jump shot from 25 ft (assist by D. Harris),99,87
350,4,11:22.0,C. Parsons misses 2-pt jump shot from 13 ft,,99,87
351,4,11:18.0,,Defensive rebound by D. Harris,99,87
352,4,11:11.0,,C. Lee makes 2-pt layup from 1 ft (assist by D. Macon),99,89
353,4,10:52.0,T. Zeller misses 2-pt layup from 2 ft,,99,89
354,4,10:50.0,,Defensive rebound by D. Nowitzki,99,89
355,4,10:43.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,99,89
356,4,10:38.0,Defensive rebound by J. Washburn,,99,89
357,4,10:32.0,C. Parsons makes 3-pt jump shot from 25 ft (assist by J. Washburn),,102,89
358,4,10:20.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,102,89
359,4,10:17.0,,Offensive rebound by R. Broekhoff,102,89
360,4,10:15.0,,R. Broekhoff makes 3-pt jump shot from 23 ft (assist by C. Lee),102,92
361,4,10:00.0,D. Wright misses 3-pt jump shot from 25 ft,,102,92
362,4,9:57.0,,Defensive rebound by R. Broekhoff,102,92
363,4,9:44.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,102,92
364,4,9:41.0,Defensive rebound by J. Washburn,,102,92
365,4,9:33.0,J. Holiday makes 2-pt jump shot from 14 ft (assist by D. Wright),,104,92
366,4,9:11.0,,D. Harris misses 3-pt jump shot from 25 ft,104,92
367,4,9:09.0,Defensive rebound by Team,,104,92
368,4,9:09.0,B. Caboclo enters the game for J. Holiday,,104,92
369,4,9:09.0,T. Dorsey enters the game for J. Washburn,,104,92
370,4,9:09.0,I. Rabb enters the game for T. Zeller,,104,92
371,4,8:50.0,I. Rabb misses 2-pt jump shot from 20 ft,,104,92
372,4,8:47.0,,Defensive rebound by D. Harris,104,92
373,4,8:34.0,,D. Nowitzki misses 2-pt jump shot from 4 ft,104,92
374,4,8:31.0,Defensive rebound by D. Wright,,104,92
375,4,8:28.0,D. Wright misses 2-pt layup from 1 ft,,104,92
376,4,8:26.0,,Defensive rebound by D. Nowitzki,104,92
377,4,8:22.0,,D. Harris misses 3-pt jump shot from 25 ft,104,92
378,4,8:22.0,Defensive rebound by C. Parsons,,104,92
379,4,8:08.0,Turnover by C. Parsons (bad pass),,104,92
