,QUARTER,TIME_REMAINING,INDIANA_ACTION,TORONTO_ACTION,INDIANA_SCORE,TORONTO_SCORE
0,1,11:34.0,D. Collison misses 3-pt jump shot from 25 ft,,0,0
1,1,11:30.0,,Defensive rebound by F. VanVleet,0,0
2,1,11:16.0,,G. Monroe makes 2-pt layup from 2 ft (assist by K. Leonard),0,2
3,1,10:57.0,T. Young makes 2-pt layup at rim,,2,2
4,1,10:33.0,,K. Leonard makes 2-pt jump shot from 20 ft,2,4
5,1,10:15.0,B. Bogdanović misses 2-pt layup from 1 ft (block by P. Siakam),,2,4
6,1,10:11.0,,Defensive rebound by G. Monroe,2,4
7,1,10:07.0,,Shooting foul by M. Turner (drawn by K. Leonard),2,4
8,1,10:07.0,,K. Leonard misses free throw 1 of 2,2,4
9,1,10:07.0,,Offensive rebound by Team,2,4
10,1,10:07.0,,K. Leonard makes free throw 2 of 2,2,5
11,1,9:59.0,V. Oladipo makes 2-pt jump shot from 12 ft,,4,5
12,1,9:59.0,Shooting foul by D. Green (drawn by V. Oladipo),,4,5
13,1,9:59.0,V. Oladipo makes free throw 1 of 1,,5,5
14,1,9:49.0,,K. Leonard misses 3-pt jump shot from 27 ft,5,5
15,1,9:46.0,Defensive rebound by T. Young,,5,5
16,1,9:39.0,M. Turner misses 2-pt hook shot from 9 ft,,5,5
17,1,9:34.0,,Defensive rebound by P. Siakam,5,5
18,1,9:32.0,,Offensive foul by P. Siakam (drawn by T. Young),5,5
19,1,9:32.0,,Turnover by P. Siakam (offensive foul),5,5
20,1,9:22.0,B. Bogdanović makes 2-pt dunk at rim (assist by D. Collison),,7,5
21,1,9:06.0,,F. VanVleet misses 3-pt jump shot from 25 ft,7,5
22,1,9:03.0,Defensive rebound by T. Young,,7,5
23,1,9:03.0,Personal foul by D. Green (drawn by V. Oladipo),,7,5
24,1,9:03.0,,N. Powell enters the game for D. Green,7,5
25,1,8:48.0,V. Oladipo misses 2-pt jump shot from 16 ft,,7,5
26,1,8:44.0,,Defensive rebound by P. Siakam,7,5
27,1,8:37.0,,Turnover by N. Powell (bad pass; steal by M. Turner),7,5
28,1,8:32.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by T. Young),,9,5
29,1,8:12.0,,G. Monroe makes 2-pt hook shot from 3 ft (assist by K. Leonard),9,7
30,1,7:49.0,D. Collison misses 3-pt jump shot from 23 ft,,9,7
31,1,7:47.0,Offensive rebound by T. Young,,9,7
32,1,7:45.0,M. Turner misses 2-pt dunk from 1 ft,,9,7
33,1,7:45.0,Offensive rebound by M. Turner,,9,7
34,1,7:45.0,M. Turner makes 2-pt layup from 1 ft,,11,7
35,1,7:45.0,Shooting foul by G. Monroe (drawn by M. Turner),,11,7
36,1,7:45.0,M. Turner makes free throw 1 of 1,,12,7
37,1,7:34.0,,K. Leonard misses 2-pt jump shot from 13 ft,12,7
38,1,7:31.0,,Offensive rebound by G. Monroe,12,7
39,1,7:29.0,,G. Monroe makes 2-pt layup from 1 ft,12,9
40,1,7:16.0,D. Collison makes 2-pt layup from 2 ft,,14,9
41,1,7:16.0,Shooting foul by F. VanVleet (drawn by D. Collison),,14,9
42,1,7:16.0,D. Collison makes free throw 1 of 1,,15,9
43,1,6:56.0,,N. Powell misses 2-pt layup from 1 ft,15,9
44,1,6:52.0,,Offensive rebound by G. Monroe,15,9
45,1,6:52.0,,G. Monroe makes 2-pt layup from 1 ft,15,11
46,1,6:42.0,D. Collison misses 2-pt jump shot from 19 ft,,15,11
47,1,6:38.0,,Defensive rebound by K. Leonard,15,11
48,1,6:34.0,,K. Leonard misses 2-pt jump shot from 10 ft,15,11
49,1,6:29.0,Defensive rebound by M. Turner,,15,11
50,1,6:24.0,B. Bogdanović misses 2-pt layup from 5 ft (block by F. VanVleet),,15,11
51,1,6:23.0,,Defensive rebound by K. Leonard,15,11
52,1,6:05.0,,N. Powell misses 3-pt jump shot from 25 ft,15,11
