,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,ATLANTA_ACTION,NEW ORLEANS_SCORE,ATLANTA_SCORE
389,4,5:53.0,E. Payton makes 2-pt jump shot from 18 ft (assist by D. Miller),,102,110
390,4,5:34.0,,D. Dedmon misses 2-pt layup from 1 ft (block by K. Williams),102,110
391,4,5:31.0,,Offensive rebound by A. Len,102,110
392,4,5:31.0,,A. Len makes 2-pt layup from 1 ft,102,112
393,4,5:20.0,D. Miller misses 3-pt jump shot from 25 ft,,102,112
394,4,5:16.0,,Defensive rebound by K. Bazemore,102,112
395,4,5:14.0,,Shooting foul by E. Payton (drawn by T. Young),102,112
396,4,5:14.0,,T. Young makes free throw 1 of 2,102,113
397,4,5:14.0,,T. Young makes free throw 2 of 2,102,114
398,4,5:01.0,F. Jackson makes 2-pt layup at rim (assist by E. Payton),,104,114
399,4,4:45.0,,T. Young misses 3-pt jump shot from 27 ft,104,114
400,4,4:42.0,Defensive rebound by D. Miller,,104,114
401,4,4:30.0,E. Payton makes 3-pt jump shot from 25 ft,,107,114
402,4,4:11.0,,A. Len misses 3-pt jump shot from 23 ft,107,114
403,4,4:08.0,Defensive rebound by F. Jackson,,107,114
404,4,4:03.0,J. Randle misses 3-pt jump shot from 26 ft,,107,114
405,4,3:59.0,,Defensive rebound by T. Young,107,114
406,4,3:51.0,,T. Young misses 2-pt layup from 3 ft (block by E. Payton),107,114
407,4,3:51.0,,Offensive rebound by Team,107,114
408,4,3:51.0,,J. Collins enters the game for A. Len,107,114
409,4,3:51.0,,K. Huerter enters the game for T. Prince,107,114
410,4,3:46.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),107,116
411,4,3:39.0,New Orleans full timeout,,107,116
412,4,3:32.0,F. Jackson makes 2-pt jump shot from 13 ft (assist by E. Payton),,109,116
413,4,3:13.0,,K. Huerter makes 3-pt jump shot from 26 ft (assist by K. Bazemore),109,119
414,4,3:01.0,E. Payton makes 2-pt layup from 1 ft,,111,119
415,4,2:44.0,Violation by Team (kicked ball),,111,119
416,4,2:44.0,,V. Carter enters the game for D. Dedmon,111,119
417,4,2:37.0,,T. Young makes 2-pt layup from 1 ft (assist by V. Carter),111,121
418,4,2:24.0,E. Payton misses 2-pt jump shot from 9 ft (block by J. Collins),,111,121
419,4,2:22.0,Offensive rebound by E. Payton,,111,121
420,4,2:21.0,E. Payton misses 2-pt jump shot from 7 ft (block by J. Collins),,111,121
421,4,2:18.0,,Defensive rebound by K. Bazemore,111,121
422,4,2:12.0,,T. Young misses 3-pt jump shot from 26 ft,111,121
423,4,2:12.0,Defensive rebound by Team,,111,121
424,4,2:01.0,F. Jackson misses 2-pt jump shot from 7 ft,,111,121
425,4,1:58.0,Offensive rebound by F. Jackson,,111,121
426,4,1:58.0,F. Jackson makes 2-pt layup at rim,,113,121
427,4,1:44.0,,K. Huerter misses 2-pt jump shot from 12 ft,113,121
428,4,1:40.0,Defensive rebound by D. Miller,,113,121
429,4,1:30.0,K. Williams misses 2-pt layup from 3 ft (block by J. Collins),,113,121
430,4,1:27.0,,Defensive rebound by V. Carter,113,121
431,4,1:08.0,,Shooting foul by F. Jackson (drawn by T. Young),113,121
432,4,1:08.0,,T. Young makes free throw 1 of 2,113,122
433,4,1:08.0,,T. Young makes free throw 2 of 2,113,123
434,4,1:01.0,K. Williams misses 3-pt jump shot from 25 ft,,113,123
435,4,0:57.0,,Defensive rebound by K. Bazemore,113,123
436,4,0:36.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by T. Young),113,126
437,4,0:35.0,New Orleans full timeout,,113,126
438,4,0:35.0,,T. Prince enters the game for J. Collins,113,126
439,4,0:24.0,K. Williams misses 3-pt jump shot from 24 ft,,113,126
440,4,0:20.0,Offensive rebound by E. Payton,,113,126
441,4,0:18.0,F. Jackson misses 3-pt jump shot from 24 ft,,113,126
442,4,0:14.0,,Defensive rebound by T. Prince,113,126
443,4,0:14.0,,Personal take foul by J. Randle (drawn by T. Prince),113,126
444,4,0:14.0,,T. Prince makes free throw 1 of 2,113,127
445,4,0:14.0,,T. Prince makes free throw 2 of 2,113,128
446,4,0:05.0,D. Miller makes 3-pt jump shot from 24 ft (assist by E. Payton),,116,128
