,QUARTER,TIME_REMAINING,BOSTON_ACTION,HOUSTON_ACTION,BOSTON_SCORE,HOUSTON_SCORE
26,1,8:20.0,M. Morris makes free throw 1 of 3,,8,8
27,1,8:20.0,M. Morris makes free throw 2 of 3,,9,8
28,1,8:20.0,M. Morris makes free throw 3 of 3,,10,8
29,1,8:14.0,,E. Gordon misses 3-pt jump shot from 29 ft,10,8
30,1,8:10.0,Defensive rebound by K. Irving,,10,8
31,1,8:03.0,K. Irving misses 2-pt layup from 4 ft,,10,8
32,1,8:02.0,,Defensive rebound by D. House,10,8
33,1,7:48.0,,J. Harden makes 2-pt layup from 2 ft,10,10
34,1,7:29.0,Turnover by A. Horford (out of bounds lost ball),,10,10
35,1,7:18.0,,E. Gordon makes 2-pt hook shot from 2 ft (assist by J. Harden),10,12
36,1,7:01.0,M. Smart misses 3-pt jump shot from 23 ft,,10,12
37,1,6:57.0,,Defensive rebound by E. Gordon,10,12
38,1,6:52.0,,P. Tucker misses 3-pt jump shot from 24 ft,10,12
39,1,6:50.0,,Offensive rebound by C. Capela,10,12
40,1,6:49.0,,C. Capela makes 2-pt layup from 2 ft,10,14
41,1,6:40.0,K. Irving makes 3-pt jump shot from 26 ft (assist by M. Smart),,13,14
42,1,6:25.0,,J. Harden makes 3-pt jump shot from 25 ft,13,17
43,1,6:06.0,M. Morris misses 2-pt hook shot from 5 ft,,13,17
44,1,6:04.0,,Defensive rebound by C. Capela,13,17
45,1,5:58.0,,J. Harden misses 3-pt jump shot from 26 ft,13,17
46,1,5:54.0,Defensive rebound by A. Horford,,13,17
47,1,5:52.0,M. Smart makes 2-pt dunk from 1 ft (assist by K. Irving),,15,17
48,1,5:51.0,,Houston full timeout,15,17
49,1,5:51.0,G. Hayward enters the game for A. Horford,,15,17
50,1,5:51.0,D. Theis enters the game for M. Morris,,15,17
51,1,5:51.0,,G. Green enters the game for E. Gordon,15,17
52,1,5:51.0,,A. Rivers enters the game for D. House,15,17
53,1,5:39.0,,Personal foul by J. Tatum (drawn by C. Capela),15,17
54,1,5:26.0,,J. Harden makes 3-pt jump shot from 27 ft,15,20
55,1,5:06.0,Shooting foul by A. Rivers (drawn by M. Smart),,15,20
56,1,5:06.0,M. Smart makes free throw 1 of 2,,16,20
57,1,5:06.0,M. Smart misses free throw 2 of 2,,16,20
58,1,5:06.0,,Defensive rebound by J. Harden,16,20
59,1,4:55.0,,Turnover by C. Capela (lost ball; steal by J. Tatum),16,20
60,1,4:46.0,J. Tatum misses 2-pt layup from 4 ft,,16,20
61,1,4:44.0,,Defensive rebound by P. Tucker,16,20
62,1,4:21.0,,C. Capela misses 2-pt layup from 3 ft,16,20
63,1,4:19.0,Defensive rebound by G. Hayward,,16,20
64,1,4:11.0,G. Hayward makes 3-pt jump shot from 23 ft (assist by K. Irving),,19,20
65,1,3:54.0,,C. Capela makes 2-pt hook shot from 7 ft (assist by G. Green),19,22
66,1,3:37.0,M. Smart misses 3-pt jump shot from 23 ft,,19,22
67,1,3:34.0,,Defensive rebound by A. Rivers,19,22
68,1,3:20.0,,G. Green misses 3-pt jump shot from 26 ft,19,22
69,1,3:17.0,Defensive rebound by J. Tatum,,19,22
70,1,3:00.0,Offensive foul by J. Tatum (drawn by P. Tucker),,19,22
71,1,3:00.0,Turnover by J. Tatum (offensive foul),,19,22
72,1,3:00.0,J. Brown enters the game for K. Irving,,19,22
73,1,3:00.0,T. Rozier enters the game for M. Smart,,19,22
74,1,3:00.0,,N. Hilário enters the game for C. Capela,19,22
75,1,2:40.0,,J. Harden makes 3-pt jump shot from 26 ft,19,25
76,1,2:31.0,Boston full timeout,,19,25
77,1,2:31.0,,E. Gordon enters the game for P. Tucker,19,25
78,1,2:23.0,Shooting foul by N. Hilário (drawn by D. Theis),,19,25
79,1,2:23.0,D. Theis makes free throw 1 of 2,,20,25
80,1,2:23.0,D. Theis misses free throw 2 of 2,,20,25
81,1,2:23.0,,Defensive rebound by N. Hilário,20,25
82,1,2:11.0,,Personal foul by G. Hayward (drawn by N. Hilário),20,25
83,1,1:57.0,,J. Harden makes 3-pt jump shot from 27 ft,20,28
84,1,1:39.0,G. Hayward misses 3-pt jump shot from 26 ft,,20,28
85,1,1:37.0,,Defensive rebound by N. Hilário,20,28
86,1,1:25.0,,E. Gordon makes 3-pt jump shot from 23 ft (assist by J. Harden),20,31
87,1,1:03.0,D. Theis misses 2-pt hook shot from 9 ft,,20,31
88,1,1:00.0,,Defensive rebound by N. Hilário,20,31
89,1,0:54.0,,A. Rivers makes 2-pt layup from 3 ft (assist by J. Harden),20,33
90,1,0:39.0,T. Rozier makes 2-pt jump shot from 22 ft,,22,33
91,1,0:27.0,,J. Harden misses 3-pt jump shot from 30 ft,22,33
92,1,0:21.0,Defensive rebound by G. Hayward,,22,33
93,1,0:19.0,J. Brown makes 2-pt layup from 3 ft (assist by G. Hayward),,24,33
94,1,0:02.0,,N. Hilário makes 2-pt dunk from 2 ft (assist by J. Harden),24,35
95,2,11:47.0,,A. Rivers makes 3-pt jump shot from 27 ft,24,38
96,2,11:28.0,T. Rozier misses 3-pt jump shot from 25 ft,,24,38
97,2,11:26.0,,Defensive rebound by Team,24,38
98,2,11:14.0,,D. House makes 3-pt jump shot from 23 ft (assist by E. Gordon),24,41
99,2,10:56.0,J. Brown makes 3-pt jump shot from 27 ft (assist by G. Hayward),,27,41
100,2,10:41.0,,E. Gordon makes 2-pt layup from 2 ft,27,43
101,2,10:41.0,,Shooting foul by D. Theis (drawn by E. Gordon),27,43
102,2,10:41.0,,C. Capela enters the game for N. Hilário,27,43
103,2,10:41.0,,E. Gordon makes free throw 1 of 1,27,44
104,2,10:32.0,Personal foul by G. Green (drawn by G. Hayward),,27,44
105,2,10:32.0,A. Horford enters the game for D. Theis,,27,44
106,2,10:23.0,M. Morris misses 2-pt jump shot from 12 ft,,27,44
107,2,10:21.0,Offensive rebound by Team,,27,44
108,2,10:08.0,J. Brown makes 2-pt dunk from 1 ft (assist by G. Hayward),,29,44
109,2,9:48.0,,E. Gordon misses 3-pt jump shot from 27 ft,29,44
110,2,9:46.0,Defensive rebound by J. Brown,,29,44
111,2,9:34.0,M. Morris misses 3-pt jump shot from 25 ft,,29,44
112,2,9:31.0,Offensive rebound by T. Rozier,,29,44
113,2,9:29.0,J. Brown misses 3-pt jump shot from 27 ft,,29,44
114,2,9:27.0,,Defensive rebound by C. Capela,29,44
115,2,9:18.0,,E. Gordon makes 2-pt layup from 2 ft,29,46
116,2,9:06.0,A. Horford makes 3-pt jump shot from 27 ft (assist by T. Rozier),,32,46
117,2,8:45.0,,A. Rivers makes 2-pt jump shot from 2 ft,32,48
118,2,8:35.0,Shooting foul by E. Gordon (drawn by J. Brown),,32,48
119,2,8:35.0,J. Brown makes free throw 1 of 2,,33,48
120,2,8:35.0,K. Irving enters the game for G. Hayward,,33,48
121,2,8:35.0,J. Brown misses free throw 2 of 2,,33,48
122,2,8:35.0,,Defensive rebound by G. Green,33,48
123,2,8:23.0,,D. House misses 3-pt jump shot from 23 ft,33,48
124,2,8:19.0,,Offensive rebound by C. Capela,33,48
125,2,8:15.0,,G. Green misses 2-pt layup from 3 ft,33,48
126,2,8:15.0,,Offensive rebound by D. House,33,48
127,2,8:14.0,,D. House makes 2-pt layup at rim,33,50
128,2,8:13.0,Boston full timeout,,33,50
129,2,8:04.0,Shooting foul by C. Capela (drawn by K. Irving),,33,50
130,2,8:04.0,K. Irving makes free throw 1 of 2,,34,50
131,2,8:04.0,K. Irving makes free throw 2 of 2,,35,50
132,2,7:55.0,,Shooting foul by J. Brown (drawn by E. Gordon),35,50
133,2,7:55.0,,E. Gordon makes free throw 1 of 2,35,51
134,2,7:55.0,,J. Harden enters the game for G. Green,35,51
135,2,7:55.0,,P. Tucker enters the game for D. House,35,51
136,2,7:55.0,,E. Gordon misses free throw 2 of 2,35,51
137,2,7:55.0,Defensive rebound by J. Brown,,35,51
138,2,7:43.0,A. Horford makes 2-pt dunk from 1 ft (assist by M. Morris),,37,51
139,2,7:23.0,,A. Rivers misses 3-pt jump shot from 24 ft,37,51
140,2,7:21.0,Defensive rebound by M. Morris,,37,51
141,2,7:13.0,A. Horford makes 2-pt hook shot from 10 ft (assist by M. Morris),,39,51
142,2,6:53.0,,E. Gordon misses 2-pt layup from 3 ft,39,51
143,2,6:51.0,Defensive rebound by M. Morris,,39,51
144,2,6:47.0,T. Rozier misses 3-pt jump shot from 23 ft,,39,51
145,2,6:44.0,,Defensive rebound by A. Rivers,39,51
146,2,6:26.0,,J. Harden misses 3-pt jump shot from 28 ft,39,51
147,2,6:21.0,Defensive rebound by M. Morris,,39,51
148,2,6:09.0,K. Irving makes 2-pt jump shot from 10 ft,,41,51
149,2,5:43.0,,Personal foul by J. Brown (drawn by A. Rivers),41,51
150,2,5:43.0,,D. House enters the game for E. Gordon,41,51
151,2,5:33.0,,C. Capela makes 2-pt hook shot from 7 ft (assist by J. Harden),41,53
152,2,5:15.0,Turnover by A. Horford (bad pass),,41,53
153,2,4:53.0,,Turnover by J. Harden (offensive foul),41,53
154,2,4:53.0,,Offensive foul by J. Harden (drawn by K. Irving),41,53
155,2,4:53.0,M. Smart enters the game for J. Brown,,41,53
156,2,4:53.0,J. Tatum enters the game for T. Rozier,,41,53
157,2,4:33.0,M. Morris makes 3-pt jump shot from 26 ft (assist by A. Horford),,44,53
158,2,4:07.0,,J. Harden misses 3-pt jump shot from 30 ft,44,53
159,2,4:05.0,Defensive rebound by J. Tatum,,44,53
160,2,3:57.0,M. Morris makes 3-pt jump shot from 28 ft (assist by K. Irving),,47,53
161,2,3:56.0,,Houston full timeout,47,53
162,2,3:56.0,G. Yabusele enters the game for A. Horford,,47,53
163,2,3:34.0,,J. Harden misses 2-pt layup from 5 ft (block by M. Morris),47,53
164,2,3:31.0,Defensive rebound by M. Smart,,47,53
165,2,3:30.0,J. Tatum misses 2-pt layup from 2 ft (block by D. House),,47,53
166,2,3:30.0,Offensive rebound by Team,,47,53
167,2,3:29.0,Technical foul by C. Paul,,47,53
168,2,3:29.0,K. Irving makes technical free throw,,48,53
169,2,3:29.0,,E. Gordon enters the game for A. Rivers,48,53
170,2,3:24.0,G. Yabusele misses 2-pt jump shot from 4 ft,,48,53
171,2,3:23.0,,Defensive rebound by E. Gordon,48,53
172,2,3:06.0,,E. Gordon misses 2-pt jump shot from 6 ft,48,53
173,2,3:05.0,,Offensive rebound by C. Capela,48,53
174,2,3:03.0,,P. Tucker misses 3-pt jump shot from 23 ft,48,53
175,2,2:59.0,Defensive rebound by G. Yabusele,,48,53
176,2,2:44.0,M. Smart misses 3-pt jump shot from 28 ft,,48,53
177,2,2:42.0,,Defensive rebound by C. Capela,48,53
178,2,2:42.0,G. Hayward enters the game for M. Morris,,48,53
179,2,2:30.0,Technical foul by M. D'Antoni,,48,53
180,2,2:30.0,K. Irving makes technical free throw,,49,53
181,2,2:28.0,,C. Capela makes 2-pt dunk from 3 ft (assist by D. House),49,55
182,2,2:28.0,,Technical foul by C. Capela,49,55
183,2,2:28.0,K. Irving makes technical free throw,,50,55
184,2,2:12.0,K. Irving misses 2-pt jump shot from 11 ft,,50,55
185,2,2:10.0,,Defensive rebound by D. House,50,55
186,2,2:01.0,,Turnover by J. Harden (lost ball; steal by G. Yabusele),50,55
187,2,1:52.0,K. Irving misses 3-pt jump shot from 25 ft,,50,55
188,2,1:50.0,,Defensive rebound by D. House,50,55
189,2,1:40.0,,J. Harden misses 2-pt layup from 7 ft (block by K. Irving),50,55
190,2,1:40.0,Defensive rebound by Team,,50,55
191,2,1:23.0,M. Smart makes 2-pt layup from 4 ft (assist by G. Hayward),,52,55
192,2,1:05.0,,J. Harden misses 2-pt layup from 3 ft,52,55
193,2,1:04.0,,Offensive rebound by C. Capela,52,55
194,2,1:03.0,,C. Capela makes 2-pt layup from 2 ft,52,57
195,2,0:49.0,M. Smart makes 3-pt jump shot from 25 ft (assist by G. Hayward),,55,57
196,2,0:34.0,,P. Tucker misses 2-pt layup from 4 ft,55,57
197,2,0:30.0,Defensive rebound by G. Hayward,,55,57
198,2,0:16.0,Offensive foul by M. Smart (drawn by C. Capela),,55,57
199,2,0:16.0,Turnover by M. Smart (offensive foul),,55,57
200,2,0:16.0,J. Brown enters the game for K. Irving,,55,57
201,2,0:02.0,,J. Harden misses 2-pt layup from 6 ft,55,57
202,2,0:02.0,,Offensive rebound by E. Gordon,55,57
203,3,11:43.0,,Shooting foul by M. Morris (drawn by C. Capela),55,57
204,3,11:43.0,,C. Capela misses free throw 1 of 2,55,57
205,3,11:43.0,,Offensive rebound by Team,55,57
206,3,11:43.0,,C. Capela makes free throw 2 of 2,55,58
207,3,11:33.0,Turnover by M. Morris (bad pass; steal by D. House),,55,58
208,3,11:30.0,,D. House makes 2-pt dunk from 2 ft,55,60
209,3,11:23.0,M. Smart misses 3-pt jump shot from 24 ft,,55,60
210,3,11:20.0,,Defensive rebound by C. Capela,55,60
211,3,11:06.0,,Turnover by J. Harden (bad pass; steal by M. Smart),55,60
212,3,11:05.0,Turnover by M. Smart (step out of bounds),,55,60
213,3,10:59.0,,J. Harden misses 3-pt jump shot from 23 ft,55,60
214,3,10:57.0,Defensive rebound by K. Irving,,55,60
215,3,10:50.0,A. Horford misses 2-pt layup from 3 ft,,55,60
216,3,10:50.0,Offensive rebound by A. Horford,,55,60
217,3,10:49.0,A. Horford misses 2-pt layup at rim (block by C. Capela),,55,60
218,3,10:47.0,Offensive rebound by A. Horford,,55,60
219,3,10:45.0,A. Horford misses 2-pt layup from 3 ft,,55,60
220,3,10:44.0,,Defensive rebound by C. Capela,55,60
221,3,10:30.0,,C. Capela misses 2-pt layup from 6 ft,55,60
222,3,10:30.0,Defensive rebound by Team,,55,60
223,3,10:20.0,M. Morris makes 2-pt layup from 4 ft (assist by K. Irving),,57,60
224,3,10:06.0,,Turnover by D. House (bad pass; steal by M. Morris),57,60
225,3,9:59.0,M. Smart makes 2-pt layup from 2 ft (assist by A. Horford),,59,60
226,3,9:48.0,,Shooting foul by K. Irving (drawn by J. Harden),59,60
227,3,9:48.0,,J. Harden makes free throw 1 of 2,59,61
228,3,9:48.0,,J. Harden makes free throw 2 of 2,59,62
229,3,9:37.0,Shooting foul by P. Tucker (drawn by M. Smart),,59,62
230,3,9:37.0,M. Smart makes free throw 1 of 2,,60,62
231,3,9:37.0,M. Smart misses free throw 2 of 2,,60,62
232,3,9:37.0,,Defensive rebound by C. Capela,60,62
233,3,9:28.0,,J. Harden misses 3-pt jump shot from 26 ft,60,62
234,3,9:24.0,Defensive rebound by J. Tatum,,60,62
235,3,9:16.0,A. Horford makes 2-pt dunk from 3 ft (assist by J. Tatum),,62,62
236,3,9:03.0,,C. Capela misses 2-pt layup from 3 ft,62,62
237,3,9:02.0,,Offensive rebound by C. Capela,62,62
238,3,9:02.0,,Shooting foul by M. Morris (drawn by C. Capela),62,62
239,3,9:02.0,Technical foul by M. Morris,,62,62
240,3,9:02.0,,J. Harden misses technical free throw,62,62
241,3,9:02.0,,Offensive rebound by Team,62,62
242,3,9:02.0,,C. Capela makes free throw 1 of 2,62,63
243,3,9:02.0,,C. Capela makes free throw 2 of 2,62,64
244,3,8:55.0,Personal foul by E. Gordon (drawn by M. Morris),,62,64
245,3,8:38.0,A. Horford makes 2-pt layup from 3 ft,,64,64
246,3,8:22.0,,P. Tucker misses 3-pt jump shot from 23 ft,64,64
247,3,8:19.0,,Offensive rebound by D. House,64,64
248,3,8:16.0,,E. Gordon makes 3-pt jump shot from 30 ft (assist by P. Tucker),64,67
249,3,8:01.0,J. Tatum misses 3-pt jump shot from 27 ft,,64,67
250,3,7:59.0,,Defensive rebound by P. Tucker,64,67
251,3,7:39.0,,J. Harden misses 3-pt jump shot from 27 ft,64,67
252,3,7:35.0,,Offensive rebound by P. Tucker,64,67
253,3,7:22.0,,J. Harden misses 2-pt layup from 4 ft,64,67
254,3,7:20.0,Defensive rebound by A. Horford,,64,67
255,3,7:17.0,J. Tatum makes 2-pt dunk from 2 ft (assist by K. Irving),,66,67
256,3,7:01.0,,D. House misses 3-pt jump shot from 23 ft,66,67
257,3,6:59.0,,Offensive rebound by C. Capela,66,67
258,3,6:58.0,,C. Capela makes 2-pt dunk from 2 ft,66,69
259,3,6:58.0,Boston full timeout,,66,69
260,3,6:58.0,,G. Green enters the game for E. Gordon,66,69
261,3,6:58.0,,A. Rivers enters the game for D. House,66,69
262,3,6:42.0,A. Horford misses 2-pt hook shot from 8 ft (block by J. Harden),,66,69
263,3,6:39.0,,Defensive rebound by C. Capela,66,69
264,3,6:29.0,Violation by Team (kicked ball),,66,69
265,3,6:29.0,D. Theis enters the game for A. Horford,,66,69
266,3,6:19.0,,Turnover by J. Harden (bad pass),66,69
267,3,6:14.0,D. Theis misses 2-pt hook shot from 4 ft,,66,69
268,3,6:10.0,,Defensive rebound by G. Green,66,69
269,3,6:05.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by A. Rivers),66,72
270,3,5:47.0,M. Morris makes 2-pt layup from 3 ft (assist by J. Tatum),,68,72
271,3,5:47.0,Shooting foul by C. Capela (drawn by M. Morris),,68,72
272,3,5:47.0,G. Hayward enters the game for J. Tatum,,68,72
273,3,5:47.0,M. Morris makes free throw 1 of 1,,69,72
274,3,5:28.0,,Shooting foul by K. Irving (drawn by J. Harden),69,72
275,3,5:28.0,,J. Harden makes free throw 1 of 2,69,73
276,3,5:28.0,,J. Harden misses free throw 2 of 2,69,73
277,3,5:28.0,Defensive rebound by G. Hayward,,69,73
278,3,5:21.0,K. Irving makes 3-pt jump shot from 28 ft (assist by M. Smart),,72,73
279,3,4:57.0,,J. Harden makes 3-pt jump shot from 28 ft,72,76
280,3,4:48.0,G. Hayward makes 3-pt jump shot from 27 ft (assist by K. Irving),,75,76
281,3,4:29.0,,Turnover by A. Rivers (bad pass; steal by D. Theis),75,76
282,3,4:22.0,K. Irving makes 2-pt layup from 4 ft,,77,76
283,3,4:03.0,,J. Harden makes 3-pt jump shot from 28 ft,77,79
284,3,3:47.0,M. Morris makes 2-pt jump shot from 7 ft (assist by K. Irving),,79,79
285,3,3:40.0,,Personal foul by M. Smart (drawn by P. Tucker),79,79
286,3,3:40.0,J. Brown enters the game for M. Smart,,79,79
287,3,3:40.0,,N. Hilário enters the game for C. Capela,79,79
288,3,3:40.0,,P. Tucker misses free throw 1 of 2,79,79
289,3,3:40.0,,Offensive rebound by Team,79,79
290,3,3:40.0,,P. Tucker makes free throw 2 of 2,79,80
291,3,3:22.0,D. Theis misses 2-pt jump shot from 10 ft,,79,80
292,3,3:19.0,,Defensive rebound by J. Harden,79,80
293,3,3:09.0,,J. Harden makes 3-pt jump shot from 25 ft,79,83
294,3,2:50.0,K. Irving makes 2-pt jump shot from 21 ft,,81,83
295,3,2:28.0,,N. Hilário makes 2-pt hook shot from 4 ft (assist by J. Harden),81,85
296,3,1:58.0,M. Morris misses 2-pt jump shot from 20 ft,,81,85
297,3,1:56.0,Offensive rebound by D. Theis,,81,85
298,3,1:48.0,Personal foul by A. Rivers (drawn by M. Morris),,81,85
299,3,1:48.0,,Houston full timeout,81,85
300,3,1:48.0,T. Rozier enters the game for K. Irving,,81,85
301,3,1:48.0,J. Tatum enters the game for M. Morris,,81,85
302,3,1:48.0,,E. Gordon enters the game for J. Harden,81,85
303,3,1:48.0,,D. House enters the game for P. Tucker,81,85
304,3,1:35.0,Personal foul by E. Gordon (drawn by J. Brown),,81,85
305,3,1:35.0,J. Brown makes free throw 1 of 2,,82,85
306,3,1:35.0,J. Brown misses free throw 2 of 2,,82,85
307,3,1:35.0,,Defensive rebound by G. Green,82,85
308,3,1:23.0,,G. Green makes 3-pt jump shot from 26 ft (assist by A. Rivers),82,88
309,3,1:08.0,G. Hayward misses 2-pt jump shot from 19 ft,,82,88
310,3,1:07.0,,Defensive rebound by A. Rivers,82,88
311,3,0:55.0,,E. Gordon misses 2-pt layup from 5 ft (block by D. Theis),82,88
312,3,0:52.0,,Offensive rebound by N. Hilário,82,88
313,3,0:51.0,,G. Green misses 3-pt jump shot from 23 ft,82,88
314,3,0:50.0,Defensive rebound by Team,,82,88
315,3,0:36.0,Shooting foul by N. Hilário (drawn by D. Theis),,82,88
316,3,0:36.0,D. Theis misses free throw 1 of 2,,82,88
317,3,0:36.0,Offensive rebound by Team,,82,88
318,3,0:36.0,D. Theis makes free throw 2 of 2,,83,88
319,3,0:29.0,,A. Rivers misses 3-pt jump shot from 31 ft,83,88
320,3,0:25.0,,Offensive rebound by G. Green,83,88
321,3,0:22.0,,Personal foul by J. Tatum (drawn by G. Green),83,88
322,3,0:22.0,,G. Green makes free throw 1 of 2,83,89
323,3,0:22.0,,G. Green misses free throw 2 of 2,83,89
324,3,0:22.0,Defensive rebound by D. Theis,,83,89
325,3,0:02.0,T. Rozier makes 3-pt jump shot from 28 ft,,86,89
326,3,0:00.0,,A. Rivers makes 3-pt jump shot from 27 ft (assist by E. Gordon),86,92
327,4,11:42.0,T. Rozier misses 2-pt jump shot from 11 ft,,86,92
328,4,11:40.0,,Defensive rebound by D. House,86,92
329,4,11:34.0,,N. Hilário makes 2-pt layup from 2 ft (assist by A. Rivers),86,94
330,4,11:34.0,,Shooting foul by D. Theis (drawn by N. Hilário),86,94
331,4,11:34.0,M. Smart enters the game for J. Tatum,,86,94
332,4,11:34.0,,N. Hilário makes free throw 1 of 1,86,95
333,4,11:24.0,T. Rozier misses 3-pt jump shot from 26 ft,,86,95
334,4,11:21.0,,Defensive rebound by D. House,86,95
335,4,11:05.0,,A. Rivers misses 3-pt jump shot from 27 ft,86,95
336,4,11:02.0,Defensive rebound by T. Rozier,,86,95
337,4,10:55.0,J. Brown makes 2-pt jump shot from 9 ft (assist by M. Smart),,88,95
338,4,10:40.0,,Shooting foul by D. Theis (drawn by E. Gordon),88,95
339,4,10:40.0,,E. Gordon makes free throw 1 of 2,88,96
340,4,10:40.0,,E. Gordon makes free throw 2 of 2,88,97
341,4,10:19.0,J. Brown misses 2-pt jump shot from 19 ft,,88,97
342,4,10:16.0,,Defensive rebound by N. Hilário,88,97
343,4,10:03.0,,G. Green makes 3-pt jump shot from 23 ft (assist by D. House),88,100
344,4,9:52.0,M. Smart misses 2-pt layup from 4 ft (block by N. Hilário),,88,100
345,4,9:49.0,,Defensive rebound by N. Hilário,88,100
346,4,9:45.0,,G. Green misses 3-pt jump shot from 25 ft,88,100
347,4,9:42.0,Defensive rebound by G. Hayward,,88,100
348,4,9:39.0,Personal foul by G. Green (drawn by T. Rozier),,88,100
349,4,9:39.0,,C. Capela enters the game for N. Hilário,88,100
350,4,9:34.0,Shooting foul by D. House (drawn by D. Theis),,88,100
351,4,9:34.0,D. Theis makes free throw 1 of 2,,89,100
352,4,9:34.0,D. Theis makes free throw 2 of 2,,90,100
353,4,9:19.0,,G. Green makes 3-pt jump shot from 23 ft (assist by E. Gordon),90,103
354,4,8:54.0,M. Smart misses 2-pt jump shot from 9 ft,,90,103
355,4,8:53.0,Offensive rebound by D. Theis,,90,103
356,4,8:53.0,Shooting foul by E. Gordon (drawn by D. Theis),,90,103
357,4,8:53.0,D. Theis makes free throw 1 of 2,,91,103
358,4,8:53.0,K. Irving enters the game for G. Hayward,,91,103
359,4,8:53.0,J. Tatum enters the game for T. Rozier,,91,103
360,4,8:53.0,D. Theis makes free throw 2 of 2,,92,103
361,4,8:42.0,,E. Gordon makes 2-pt layup from 2 ft,92,105
362,4,8:31.0,J. Brown misses 3-pt jump shot from 26 ft,,92,105
363,4,8:28.0,Offensive rebound by D. Theis,,92,105
364,4,8:24.0,J. Brown makes 2-pt hook shot from 5 ft,,94,105
365,4,8:24.0,Shooting foul by D. House (drawn by J. Brown),,94,105
366,4,8:24.0,,J. Harden enters the game for D. House,94,105
367,4,8:24.0,J. Brown makes free throw 1 of 1,,95,105
368,4,8:06.0,,E. Gordon misses 2-pt layup from 6 ft,95,105
369,4,8:04.0,,Offensive rebound by C. Capela,95,105
370,4,8:04.0,,C. Capela makes 2-pt dunk from 1 ft,95,107
371,4,7:54.0,J. Brown misses 3-pt jump shot from 26 ft,,95,107
372,4,7:52.0,,Defensive rebound by E. Gordon,95,107
373,4,7:45.0,,J. Harden makes 3-pt jump shot from 27 ft,95,110
374,4,7:44.0,Boston full timeout,,95,110
375,4,7:44.0,A. Horford enters the game for M. Smart,,95,110
376,4,7:44.0,M. Morris enters the game for D. Theis,,95,110
377,4,7:44.0,,P. Tucker enters the game for E. Gordon,95,110
378,4,7:35.0,Shooting foul by A. Rivers (drawn by K. Irving),,95,110
379,4,7:35.0,K. Irving makes free throw 1 of 2,,96,110
380,4,7:35.0,K. Irving makes free throw 2 of 2,,97,110
381,4,7:24.0,,G. Green misses 3-pt jump shot from 25 ft,97,110
382,4,7:20.0,Defensive rebound by J. Brown,,97,110
383,4,7:11.0,J. Brown makes 2-pt layup from 3 ft (assist by K. Irving),,99,110
384,4,6:44.0,,J. Harden misses 2-pt layup from 5 ft,99,110
385,4,6:41.0,Defensive rebound by J. Brown,,99,110
386,4,6:36.0,J. Tatum misses 2-pt jump shot from 9 ft,,99,110
387,4,6:34.0,,Defensive rebound by G. Green,99,110
388,4,6:25.0,,Turnover by J. Harden (bad pass),99,110
389,4,6:16.0,K. Irving misses 3-pt jump shot from 26 ft,,99,110
390,4,6:13.0,,Defensive rebound by P. Tucker,99,110
391,4,5:55.0,,Shooting foul by A. Horford (drawn by J. Harden),99,110
392,4,5:55.0,,J. Harden makes free throw 1 of 3,99,111
393,4,5:55.0,,J. Harden makes free throw 2 of 3,99,112
394,4,5:55.0,,E. Gordon enters the game for G. Green,99,112
395,4,5:55.0,,J. Harden misses free throw 3 of 3,99,112
396,4,5:55.0,Defensive rebound by M. Morris,,99,112
