,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,GOLDEN STATE_ACTION,SACRAMENTO_SCORE,GOLDEN STATE_SCORE
0,1,11:46.0,,K. Thompson misses 2-pt jump shot from 18 ft,0,0
1,1,11:45.0,Defensive rebound by D. Fox,,0,0
2,1,11:27.0,D. Fox misses 2-pt jump shot from 12 ft,,0,0
3,1,11:26.0,,Defensive rebound by K. Durant,0,0
4,1,11:17.0,,K. Thompson misses 2-pt jump shot from 21 ft,0,0
5,1,11:16.0,Defensive rebound by W. Cauley-Stein,,0,0
6,1,11:09.0,B. Hield makes 2-pt jump shot from 19 ft,,2,0
7,1,10:47.0,,K. Thompson makes 2-pt layup from 4 ft (assist by A. Iguodala),2,2
8,1,10:25.0,D. Fox misses 3-pt jump shot from 25 ft,,2,2
9,1,10:23.0,,Defensive rebound by A. Iguodala,2,2
10,1,10:13.0,,D. Jones makes 2-pt hook shot from 7 ft (assist by Q. Cook),2,4
11,1,9:59.0,W. Cauley-Stein makes 2-pt jump shot from 11 ft,,4,4
12,1,9:48.0,,Turnover by K. Durant (bad pass),4,4
13,1,9:42.0,D. Fox makes 2-pt layup from 4 ft,,6,4
14,1,9:19.0,,Q. Cook misses 2-pt jump shot from 21 ft (block by N. Bjelica),6,4
15,1,9:18.0,Defensive rebound by B. Hield,,6,4
16,1,9:18.0,Personal foul by A. Iguodala (drawn by B. Hield),,6,4
17,1,9:03.0,B. Hield makes 2-pt jump shot from 12 ft,,8,4
18,1,9:03.0,Personal foul by Q. Cook (drawn by B. Hield),,8,4
19,1,9:03.0,B. Hield misses free throw 1 of 1,,8,4
20,1,9:02.0,,Defensive rebound by K. Durant,8,4
21,1,8:52.0,,D. Jones makes 2-pt dunk from 4 ft (assist by A. Iguodala),8,6
22,1,8:52.0,,Shooting foul by I. Shumpert (drawn by D. Jones),8,6
23,1,8:52.0,,D. Jones makes free throw 1 of 1,8,7
24,1,8:42.0,W. Cauley-Stein makes 2-pt layup from 5 ft (assist by D. Fox),,10,7
25,1,8:34.0,,Offensive foul by K. Durant (drawn by D. Fox),10,7
26,1,8:34.0,,Turnover by K. Durant (offensive foul),10,7
27,1,8:25.0,I. Shumpert misses 3-pt jump shot from 27 ft,,10,7
28,1,8:23.0,,Defensive rebound by K. Durant,10,7
29,1,8:09.0,,K. Durant misses 2-pt jump shot from 17 ft,10,7
30,1,8:08.0,Defensive rebound by I. Shumpert,,10,7
31,1,8:01.0,N. Bjelica misses 2-pt layup from 2 ft (block by K. Durant),,10,7
32,1,8:00.0,,Defensive rebound by K. Durant,10,7
33,1,7:54.0,,D. Jones makes 2-pt layup from 1 ft (assist by Q. Cook),10,9
34,1,7:54.0,,Shooting foul by W. Cauley-Stein (drawn by D. Jones),10,9
35,1,7:54.0,,D. Jones misses free throw 1 of 1,10,9
36,1,7:53.0,Defensive rebound by I. Shumpert,,10,9
37,1,7:46.0,Turnover by D. Fox (bad pass; steal by A. Iguodala),,10,9
38,1,7:32.0,,K. Thompson misses 3-pt jump shot from 26 ft,10,9
39,1,7:30.0,Defensive rebound by I. Shumpert,,10,9
40,1,7:14.0,Shooting foul by K. Thompson (drawn by N. Bjelica),,10,9
41,1,7:14.0,N. Bjelica makes free throw 1 of 2,,11,9
42,1,7:14.0,,Golden State full timeout,11,9
43,1,7:14.0,N. Bjelica misses free throw 2 of 2,,11,9
44,1,7:12.0,,Defensive rebound by K. Durant,11,9
45,1,6:56.0,,D. Jones misses 2-pt layup from 3 ft,11,9
46,1,6:55.0,Defensive rebound by W. Cauley-Stein,,11,9
47,1,6:50.0,I. Shumpert misses 3-pt jump shot from 27 ft,,11,9
48,1,6:48.0,,Defensive rebound by D. Jones,11,9
49,1,6:35.0,,K. Durant makes 2-pt jump shot from 9 ft,11,11
50,1,6:20.0,N. Bjelica misses 3-pt jump shot from 22 ft,,11,11
51,1,6:18.0,,Defensive rebound by K. Thompson,11,11
52,1,6:09.0,,Shooting foul by W. Cauley-Stein (drawn by D. Jones),11,11
53,1,6:09.0,,D. Jones makes free throw 1 of 2,11,12
54,1,6:09.0,M. Bagley enters the game for W. Cauley-Stein,,11,12
55,1,6:09.0,B. Bogdanović enters the game for I. Shumpert,,11,12
56,1,6:09.0,,D. Jones makes free throw 2 of 2,11,13
57,1,5:50.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,11,13
58,1,5:48.0,,Defensive rebound by D. Jones,11,13
59,1,5:38.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by K. Durant),11,16
60,1,5:30.0,B. Hield misses 2-pt jump shot from 21 ft,,11,16
61,1,5:28.0,,Defensive rebound by K. Durant,11,16
62,1,5:19.0,,Q. Cook misses 3-pt jump shot from 27 ft,11,16
63,1,5:17.0,Defensive rebound by M. Bagley,,11,16
64,1,5:09.0,M. Bagley misses 2-pt jump shot from 7 ft,,11,16
65,1,5:08.0,Offensive rebound by B. Hield,,11,16
66,1,5:08.0,B. Hield misses 2-pt layup from 1 ft (block by A. Iguodala),,11,16
67,1,5:07.0,Offensive rebound by B. Hield,,11,16
68,1,5:04.0,Shooting foul by D. Jones (drawn by M. Bagley),,11,16
69,1,5:04.0,M. Bagley makes free throw 1 of 2,,12,16
70,1,5:04.0,,J. Jerebko enters the game for Q. Cook,12,16
71,1,5:04.0,,K. Looney enters the game for D. Jones,12,16
72,1,5:04.0,M. Bagley makes free throw 2 of 2,,13,16
73,1,4:49.0,,Def 3 sec tech foul by Team,13,16
74,1,4:49.0,,K. Durant makes technical free throw,13,17
75,1,4:35.0,,Turnover by K. Durant (bad pass; steal by B. Bogdanović),13,17
76,1,4:31.0,B. Hield misses 2-pt jump shot from 22 ft,,13,17
77,1,4:29.0,,Defensive rebound by K. Thompson,13,17
78,1,4:24.0,,Personal foul by B. Bogdanović (drawn by K. Looney),13,17
79,1,4:24.0,,S. Livingston enters the game for A. Iguodala,13,17
80,1,4:17.0,,Turnover by K. Durant (bad pass),13,17
81,1,4:12.0,D. Fox misses 2-pt layup from 4 ft,,13,17
82,1,4:11.0,Offensive rebound by M. Bagley,,13,17
83,1,4:04.0,M. Bagley makes 2-pt dunk at rim,,15,17
84,1,3:55.0,,Turnover by K. Durant (lost ball; steal by N. Bjelica),15,17
85,1,3:52.0,B. Hield makes 2-pt dunk from 2 ft (assist by N. Bjelica),,17,17
86,1,3:40.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by K. Looney),17,20
87,1,3:21.0,M. Bagley makes 2-pt jump shot from 11 ft (assist by B. Hield),,19,20
88,1,3:09.0,,K. Thompson misses 2-pt jump shot from 16 ft,19,20
89,1,3:08.0,Defensive rebound by N. Bjelica,,19,20
