,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,LA LAKERS_ACTION,MINNESOTA_SCORE,LA LAKERS_SCORE
91,1,2:08.0,,Offensive rebound by R. Rondo,28,22
92,1,2:05.0,,Turnover by R. Rondo (bad pass; steal by K. Towns),28,22
93,1,1:59.0,K. Towns makes 2-pt dunk from 1 ft (assist by T. Jones),,30,22
94,1,1:44.0,,K. Kuzma makes 2-pt dunk from 2 ft,30,24
95,1,1:21.0,A. Tolliver misses 3-pt jump shot from 24 ft,,30,24
96,1,1:18.0,,Defensive rebound by L. James,30,24
97,1,1:15.0,,J. Hart makes 3-pt jump shot from 23 ft (assist by L. James),30,27
98,1,1:01.0,K. Towns misses 3-pt jump shot from 26 ft,,30,27
99,1,1:01.0,,Defensive rebound by T. Chandler,30,27
100,1,0:49.0,,Turnover by R. Rondo (bad pass),30,27
101,1,0:49.0,,L. Stephenson enters the game for L. James,30,27
102,1,0:36.0,A. Wiggins makes 2-pt jump shot from 21 ft,,32,27
103,1,0:27.0,,J. Hart makes 3-pt jump shot from 26 ft (assist by R. Rondo),32,30
104,1,0:06.0,Personal foul by J. Hart (drawn by A. Wiggins),,32,30
105,1,0:02.0,K. Towns misses 2-pt hook shot from 6 ft,,32,30
106,1,0:01.0,,Defensive rebound by J. Hart,32,30
107,2,11:49.0,T. Jones misses 2-pt jump shot from 13 ft,,32,30
108,2,11:45.0,,Defensive rebound by T. Chandler,32,30
109,2,11:30.0,,R. Rondo misses 2-pt jump shot from 7 ft,32,30
110,2,11:28.0,,Offensive rebound by T. Chandler,32,30
111,2,11:28.0,,T. Chandler misses 2-pt layup from 1 ft,32,30
112,2,11:28.0,Defensive rebound by Team,,32,30
113,2,11:16.0,Shooting foul by T. Chandler (drawn by G. Dieng),,32,30
114,2,11:16.0,G. Dieng makes free throw 1 of 2,,33,30
115,2,11:16.0,G. Dieng makes free throw 2 of 2,,34,30
116,2,11:06.0,,L. Stephenson misses 2-pt jump shot from 19 ft,34,30
117,2,11:03.0,Defensive rebound by G. Dieng,,34,30
118,2,10:45.0,J. Okogie misses 3-pt jump shot from 27 ft,,34,30
119,2,10:42.0,Offensive rebound by G. Dieng,,34,30
120,2,10:30.0,G. Dieng misses 2-pt jump shot from 7 ft,,34,30
121,2,10:28.0,,Defensive rebound by L. Stephenson,34,30
122,2,10:13.0,,L. Stephenson misses 2-pt layup from 1 ft,34,30
123,2,10:09.0,,Offensive rebound by T. Chandler,34,30
124,2,10:09.0,,T. Chandler misses 2-pt layup from 1 ft,34,30
125,2,10:08.0,Defensive rebound by G. Dieng,,34,30
126,2,10:05.0,G. Dieng makes 2-pt dunk from 1 ft (assist by T. Jones),,36,30
127,2,9:51.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by R. Rondo),36,33
128,2,9:31.0,J. Butler makes 2-pt jump shot from 18 ft,,38,33
129,2,9:03.0,,L. Stephenson misses 3-pt jump shot from 26 ft,38,33
130,2,8:58.0,Defensive rebound by G. Dieng,,38,33
131,2,8:52.0,T. Jones misses 2-pt layup from 2 ft,,38,33
132,2,8:49.0,Offensive rebound by J. Butler,,38,33
133,2,8:49.0,Turnover by J. Okogie (traveling),,38,33
134,2,8:49.0,,B. Ingram enters the game for T. Chandler,38,33
135,2,8:49.0,,J. McGee enters the game for L. Stephenson,38,33
136,2,8:37.0,,J. McGee makes 2-pt dunk from 2 ft (assist by R. Rondo),38,35
137,2,8:14.0,J. Okogie misses 2-pt jump shot from 10 ft (block by B. Ingram),,38,35
138,2,8:12.0,,Defensive rebound by J. McGee,38,35
139,2,8:08.0,,J. Hart makes 3-pt jump shot from 26 ft (assist by B. Ingram),38,38
140,2,8:01.0,Minnesota full timeout,,38,38
141,2,8:01.0,T. Gibson enters the game for T. Jones,,38,38
142,2,8:01.0,D. Rose enters the game for J. Okogie,,38,38
143,2,8:01.0,A. Wiggins enters the game for A. Tolliver,,38,38
144,2,7:43.0,T. Gibson makes 2-pt layup from 2 ft,,40,38
145,2,7:29.0,,K. Caldwell-Pope makes 2-pt jump shot from 17 ft (assist by R. Rondo),40,40
146,2,7:14.0,J. Butler makes 2-pt jump shot from 17 ft,,42,40
147,2,7:05.0,,J. McGee makes 2-pt hook shot from 4 ft (assist by R. Rondo),42,42
148,2,6:50.0,G. Dieng misses 3-pt jump shot from 23 ft,,42,42
149,2,6:48.0,,Defensive rebound by R. Rondo,42,42
150,2,6:43.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,42,42
151,2,6:40.0,Defensive rebound by T. Gibson,,42,42
152,2,6:31.0,A. Wiggins makes 3-pt jump shot from 23 ft (assist by D. Rose),,45,42
153,2,6:09.0,,LA Lakers full timeout,45,42
154,2,6:09.0,K. Towns enters the game for G. Dieng,,45,42
155,2,6:09.0,,T. Chandler enters the game for K. Caldwell-Pope,45,42
156,2,6:09.0,,L. James enters the game for J. Hart,45,42
157,2,6:09.0,,K. Kuzma enters the game for J. McGee,45,42
158,2,5:57.0,,B. Ingram misses 3-pt jump shot from 23 ft,45,42
159,2,5:52.0,,Offensive rebound by R. Rondo,45,42
160,2,5:52.0,,R. Rondo makes 2-pt layup from 1 ft,45,44
161,2,5:52.0,Offensive foul by D. Rose (drawn by R. Rondo),,45,44
162,2,5:52.0,Turnover by D. Rose (offensive foul),,45,44
163,2,5:44.0,,K. Kuzma makes 2-pt dunk from 1 ft (assist by L. James),45,46
164,2,5:27.0,J. Butler makes 3-pt jump shot from 23 ft (assist by T. Gibson),,48,46
165,2,5:11.0,,R. Rondo misses 2-pt layup from 2 ft,48,46
166,2,5:08.0,,Offensive rebound by T. Chandler,48,46
167,2,5:08.0,,T. Chandler makes 2-pt layup from 1 ft,48,48
168,2,4:59.0,T. Gibson makes 3-pt jump shot from 24 ft (assist by D. Rose),,51,48
169,2,4:47.0,,Shooting foul by A. Wiggins (drawn by B. Ingram),51,48
170,2,4:47.0,,B. Ingram makes free throw 1 of 2,51,49
171,2,4:47.0,,L. Ball enters the game for R. Rondo,51,49
172,2,4:47.0,,B. Ingram makes free throw 2 of 2,51,50
173,2,4:29.0,J. Butler misses 2-pt jump shot from 8 ft (block by B. Ingram),,51,50
174,2,4:26.0,,Defensive rebound by B. Ingram,51,50
175,2,4:10.0,,L. Ball misses 2-pt jump shot from 21 ft,51,50
176,2,4:06.0,Defensive rebound by J. Butler,,51,50
177,2,4:00.0,A. Wiggins makes 2-pt dunk from 1 ft (assist by J. Butler),,53,50
178,2,3:45.0,,Offensive foul by T. Chandler (drawn by A. Wiggins),53,50
179,2,3:45.0,,Turnover by T. Chandler (offensive foul),53,50
180,2,3:32.0,T. Gibson makes 3-pt jump shot from 24 ft (assist by J. Butler),,56,50
181,2,3:24.0,,K. Kuzma makes 3-pt jump shot from 26 ft (assist by L. James),56,53
182,2,3:11.0,Personal foul by L. Ball (drawn by T. Gibson),,56,53
183,2,3:11.0,,J. McGee enters the game for T. Chandler,56,53
184,2,3:07.0,Personal foul by K. Kuzma (drawn by K. Towns),,56,53
185,2,3:04.0,Turnover by K. Towns (3 sec),,56,53
186,2,2:43.0,,B. Ingram misses 2-pt layup from 3 ft,56,53
187,2,2:42.0,Defensive rebound by D. Rose,,56,53
188,2,2:37.0,D. Rose makes 3-pt jump shot from 26 ft,,59,53
189,2,2:23.0,,J. McGee makes 2-pt dunk from 1 ft (assist by B. Ingram),59,55
190,2,2:05.0,K. Towns makes 2-pt hook shot from 8 ft,,61,55
191,2,1:51.0,,L. James makes 2-pt layup from 1 ft,61,57
192,2,1:43.0,D. Rose makes 2-pt layup from 2 ft,,63,57
193,2,1:30.0,,Turnover by L. James (bad pass; steal by T. Gibson),63,57
194,2,1:14.0,D. Rose misses 2-pt layup from 3 ft,,63,57
195,2,1:07.0,Offensive rebound by A. Wiggins,,63,57
196,2,1:07.0,A. Wiggins makes 2-pt layup at rim,,65,57
197,2,0:56.0,,B. Ingram makes 2-pt dunk from 1 ft (assist by L. Ball),65,59
198,2,0:40.0,T. Gibson makes 2-pt dunk from 1 ft (assist by K. Towns),,67,59
199,2,0:31.0,,L. James makes 3-pt jump shot from 28 ft,67,62
200,2,0:05.0,T. Gibson misses 2-pt layup from 3 ft,,67,62
201,2,0:05.0,,Defensive rebound by Team,67,62
202,2,0:05.0,Loose ball foul by K. Towns (drawn by K. Kuzma),,67,62
203,2,0:00.0,,K. Kuzma makes 3-pt jump shot from 27 ft (assist by L. James),67,65
204,3,11:43.0,T. Gibson misses 3-pt jump shot from 23 ft,,67,65
205,3,11:39.0,,Defensive rebound by L. Ball,67,65
206,3,11:25.0,,J. McGee misses 2-pt layup from 3 ft (block by J. Butler),67,65
207,3,11:22.0,Defensive rebound by T. Gibson,,67,65
208,3,11:07.0,A. Wiggins makes 2-pt layup at rim,,69,65
209,3,10:57.0,,Personal foul by T. Gibson (drawn by B. Ingram),69,65
210,3,10:54.0,,Personal foul by A. Wiggins (drawn by B. Ingram),69,65
211,3,10:44.0,,L. James misses 3-pt jump shot from 29 ft,69,65
212,3,10:39.0,Defensive rebound by K. Towns,,69,65
213,3,10:24.0,Turnover by D. Rose (lost ball; steal by L. Ball),,69,65
214,3,10:19.0,,B. Ingram misses 2-pt jump shot from 13 ft,69,65
215,3,10:14.0,Defensive rebound by T. Gibson,,69,65
216,3,9:58.0,K. Towns misses 2-pt hook shot from 6 ft,,69,65
217,3,9:55.0,,Defensive rebound by K. Kuzma,69,65
218,3,9:52.0,,J. McGee makes 2-pt dunk from 1 ft (assist by L. James),69,67
219,3,9:34.0,J. Butler misses 2-pt jump shot from 11 ft,,69,67
220,3,9:31.0,,Defensive rebound by L. James,69,67
221,3,9:27.0,,K. Kuzma makes 3-pt jump shot from 25 ft (assist by L. James),69,70
222,3,9:17.0,Personal foul by B. Ingram (drawn by J. Butler),,69,70
223,3,9:10.0,D. Rose makes 2-pt jump shot from 20 ft,,71,70
224,3,8:56.0,,K. Kuzma misses 2-pt jump shot from 11 ft,71,70
225,3,8:53.0,,Offensive rebound by B. Ingram,71,70
226,3,8:42.0,,Turnover by B. Ingram (bad pass; steal by T. Gibson),71,70
227,3,8:22.0,T. Gibson misses 2-pt jump shot from 5 ft (block by L. James),,71,70
228,3,8:22.0,,Defensive rebound by Team,71,70
229,3,8:10.0,,Turnover by L. James (bad pass; steal by T. Gibson),71,70
230,3,7:59.0,D. Rose misses 2-pt jump shot from 4 ft,,71,70
231,3,7:55.0,Offensive rebound by K. Towns,,71,70
232,3,7:54.0,K. Towns misses 2-pt layup from 2 ft (block by L. James),,71,70
233,3,7:54.0,,Defensive rebound by B. Ingram,71,70
234,3,7:49.0,,L. Ball misses 3-pt jump shot from 25 ft,71,70
235,3,7:46.0,Defensive rebound by J. Butler,,71,70
236,3,7:36.0,J. Butler misses 2-pt jump shot from 18 ft,,71,70
237,3,7:36.0,,Defensive rebound by L. James,71,70
238,3,7:26.0,,L. James misses 2-pt layup from 3 ft,71,70
239,3,7:25.0,Defensive rebound by Team,,71,70
240,3,7:25.0,,T. Chandler enters the game for L. James,71,70
241,3,7:25.0,,J. Hart enters the game for J. McGee,71,70
242,3,7:11.0,A. Wiggins misses 3-pt jump shot from 26 ft,,71,70
243,3,7:08.0,,Defensive rebound by T. Chandler,71,70
244,3,7:00.0,,K. Kuzma makes 2-pt jump shot from 6 ft (assist by B. Ingram),71,72
245,3,6:45.0,Turnover by A. Wiggins (bad pass),,71,72
246,3,6:44.0,,LA Lakers full timeout,71,72
247,3,6:35.0,,L. Ball makes 2-pt dunk from 1 ft (assist by B. Ingram),71,74
248,3,6:10.0,J. Butler makes 3-pt jump shot from 25 ft,,74,74
249,3,5:59.0,,B. Ingram makes 3-pt jump shot from 26 ft (assist by L. Ball),74,77
250,3,5:49.0,K. Towns misses 3-pt jump shot from 25 ft,,74,77
251,3,5:46.0,,Defensive rebound by L. Ball,74,77
252,3,5:40.0,,L. Ball misses 3-pt jump shot from 27 ft,74,77
253,3,5:35.0,Defensive rebound by T. Gibson,,74,77
254,3,5:23.0,J. Butler misses 2-pt jump shot from 13 ft,,74,77
255,3,5:20.0,,Defensive rebound by T. Chandler,74,77
256,3,5:14.0,,J. Hart misses 3-pt jump shot from 26 ft,74,77
257,3,5:09.0,Defensive rebound by A. Wiggins,,74,77
258,3,5:00.0,D. Rose makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,77,77
259,3,4:42.0,,Turnover by L. Ball (bad pass; steal by A. Wiggins),77,77
260,3,4:42.0,,L. James enters the game for L. Ball,77,77
261,3,4:42.0,,R. Rondo enters the game for K. Kuzma,77,77
262,3,4:25.0,J. Butler makes 3-pt jump shot from 25 ft,,80,77
263,3,4:07.0,,B. Ingram makes 2-pt jump shot from 11 ft,80,79
264,3,3:47.0,Turnover by K. Towns (bad pass; steal by B. Ingram),,80,79
265,3,3:43.0,,Turnover by B. Ingram (bad pass; steal by A. Wiggins),80,79
266,3,3:39.0,J. Butler misses 3-pt jump shot from 22 ft,,80,79
267,3,3:34.0,,Defensive rebound by B. Ingram,80,79
268,3,3:23.0,,B. Ingram makes 2-pt layup from 4 ft,80,81
269,3,3:08.0,J. Butler makes 2-pt jump shot from 6 ft,,82,81
270,3,2:54.0,,L. James makes 2-pt jump shot from 20 ft (assist by R. Rondo),82,83
271,3,2:39.0,K. Towns misses 3-pt jump shot from 26 ft,,82,83
272,3,2:37.0,,Defensive rebound by L. James,82,83
273,3,2:34.0,,Turnover by L. James (lost ball; steal by J. Butler),82,83
274,3,2:29.0,A. Wiggins misses 3-pt jump shot from 25 ft,,82,83
275,3,2:29.0,Offensive rebound by T. Gibson,,82,83
276,3,2:29.0,Shooting foul by L. James (drawn by T. Gibson),,82,83
277,3,2:29.0,Minnesota full timeout,,82,83
278,3,2:29.0,J. Okogie enters the game for J. Butler,,82,83
279,3,2:29.0,T. Gibson misses free throw 1 of 2,,82,83
280,3,2:29.0,Offensive rebound by Team,,82,83
281,3,2:29.0,T. Gibson makes free throw 2 of 2,,83,83
282,3,2:12.0,,Personal foul by T. Gibson (drawn by T. Chandler),83,83
283,3,2:12.0,,K. Caldwell-Pope enters the game for B. Ingram,83,83
284,3,2:07.0,,Turnover by R. Rondo (bad pass; steal by A. Wiggins),83,83
285,3,1:58.0,K. Towns misses 2-pt jump shot from 9 ft,,83,83
286,3,1:53.0,,Defensive rebound by J. Hart,83,83
287,3,1:44.0,,Turnover by J. Hart (traveling),83,83
288,3,1:32.0,Shooting foul by T. Chandler (drawn by K. Towns),,83,83
289,3,1:32.0,K. Towns makes free throw 1 of 2,,84,83
290,3,1:32.0,T. Jones enters the game for D. Rose,,84,83
291,3,1:32.0,K. Towns makes free throw 2 of 2,,85,83
292,3,1:14.0,,R. Rondo misses 3-pt jump shot from 22 ft,85,83
293,3,1:11.0,Defensive rebound by T. Gibson,,85,83
294,3,0:58.0,K. Towns misses 2-pt hook shot from 4 ft,,85,83
295,3,0:57.0,,Defensive rebound by L. James,85,83
296,3,0:55.0,,J. Hart misses 3-pt jump shot from 26 ft,85,83
297,3,0:49.0,Defensive rebound by J. Okogie,,85,83
298,3,0:39.0,K. Towns misses 2-pt jump shot from 19 ft,,85,83
299,3,0:35.0,,Defensive rebound by L. James,85,83
300,3,0:32.0,,L. James misses 3-pt jump shot from 25 ft,85,83
301,3,0:30.0,Defensive rebound by Team,,85,83
302,3,0:30.0,G. Dieng enters the game for T. Gibson,,85,83
303,3,0:30.0,A. Tolliver enters the game for K. Towns,,85,83
304,3,0:10.0,A. Tolliver makes 3-pt jump shot from 23 ft (assist by T. Jones),,88,83
305,3,0:01.0,,J. Hart makes 3-pt jump shot from 24 ft (assist by R. Rondo),88,86
306,3,0:00.0,G. Dieng misses 3-pt jump shot from 48 ft,,88,86
307,3,0:00.0,Offensive rebound by Team,,88,86
308,4,11:39.0,,R. Rondo misses 2-pt jump shot from 18 ft,88,86
309,4,11:34.0,Defensive rebound by J. Okogie,,88,86
310,4,11:16.0,Turnover by A. Tolliver (out of bounds lost ball),,88,86
311,4,11:05.0,,Shooting foul by G. Dieng (drawn by J. Hart),88,86
312,4,11:05.0,,J. Hart makes free throw 1 of 2,88,87
313,4,11:05.0,,J. Hart makes free throw 2 of 2,88,88
314,4,10:48.0,J. Okogie misses 2-pt jump shot from 20 ft,,88,88
315,4,10:44.0,,Defensive rebound by K. Caldwell-Pope,88,88
316,4,10:40.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,88,88
317,4,10:36.0,Defensive rebound by T. Jones,,88,88
318,4,10:23.0,G. Dieng misses 2-pt jump shot from 20 ft,,88,88
319,4,10:20.0,,Defensive rebound by L. James,88,88
320,4,10:12.0,,Personal foul by A. Tolliver (drawn by R. Rondo),88,88
321,4,10:00.0,,L. James misses 2-pt jump shot from 19 ft,88,88
322,4,9:56.0,Defensive rebound by A. Tolliver,,88,88
323,4,9:46.0,Offensive foul by G. Dieng (drawn by K. Caldwell-Pope),,88,88
324,4,9:46.0,Turnover by G. Dieng (offensive foul),,88,88
325,4,9:46.0,,J. McGee enters the game for T. Chandler,88,88
326,4,9:36.0,,L. James makes 3-pt jump shot from 27 ft (assist by R. Rondo),88,91
327,4,9:13.0,J. Butler misses 2-pt layup from 4 ft,,88,91
328,4,9:11.0,,Defensive rebound by L. James,88,91
329,4,9:11.0,,Shooting foul by J. Okogie (drawn by L. James),88,91
330,4,9:11.0,,L. James misses free throw 1 of 2,88,91
331,4,9:11.0,,Offensive rebound by Team,88,91
332,4,9:11.0,D. Rose enters the game for G. Dieng,,88,91
333,4,9:11.0,K. Towns enters the game for A. Tolliver,,88,91
334,4,9:11.0,,L. James makes free throw 2 of 2,88,92
335,4,9:01.0,Turnover by T. Jones (bad pass; steal by J. Hart),,88,92
336,4,8:57.0,,Shooting foul by J. Butler (drawn by J. Hart),88,92
337,4,8:57.0,,J. Hart makes free throw 1 of 2,88,93
338,4,8:57.0,A. Wiggins enters the game for J. Okogie,,88,93
339,4,8:57.0,,J. Hart makes free throw 2 of 2,88,94
340,4,8:36.0,Turnover by K. Towns (3 sec),,88,94
341,4,8:36.0,T. Gibson enters the game for T. Jones,,88,94
342,4,8:20.0,,L. James misses 3-pt jump shot from 23 ft,88,94
343,4,8:17.0,Defensive rebound by Team,,88,94
344,4,8:17.0,,Loose ball foul by J. McGee (drawn by J. Butler),88,94
345,4,8:02.0,D. Rose makes 2-pt layup from 1 ft,,90,94
346,4,7:52.0,,R. Rondo misses 2-pt layup from 4 ft,90,94
347,4,7:48.0,Defensive rebound by J. Butler,,90,94
348,4,7:44.0,J. Butler makes 3-pt jump shot from 27 ft,,93,94
349,4,7:44.0,Shooting foul by J. Hart (drawn by J. Butler),,93,94
350,4,7:44.0,J. Butler makes free throw 1 of 1,,94,94
351,4,7:26.0,,J. McGee makes 2-pt dunk from 1 ft (assist by L. James),94,96
352,4,7:06.0,Personal foul by K. Caldwell-Pope (drawn by D. Rose),,94,96
353,4,7:06.0,,B. Ingram enters the game for K. Caldwell-Pope,94,96
354,4,7:06.0,,K. Kuzma enters the game for J. Hart,94,96
355,4,6:55.0,K. Towns misses 3-pt jump shot from 24 ft,,94,96
356,4,6:51.0,Offensive rebound by D. Rose,,94,96
357,4,6:48.0,T. Gibson makes 3-pt jump shot from 24 ft (assist by A. Wiggins),,97,96
358,4,6:34.0,,L. James makes 3-pt jump shot from 26 ft (assist by K. Kuzma),97,99
359,4,6:11.0,Offensive foul by K. Towns (drawn by B. Ingram),,97,99
360,4,6:11.0,Turnover by K. Towns (offensive foul),,97,99
361,4,6:11.0,,LA Lakers full timeout,97,99
362,4,6:00.0,,Turnover by B. Ingram (bad pass; steal by J. Butler),97,99
363,4,5:57.0,J. Butler makes 2-pt dunk from 1 ft,,99,99
364,4,5:35.0,,B. Ingram makes 2-pt jump shot from 14 ft,99,101
365,4,5:13.0,A. Wiggins misses 2-pt jump shot from 13 ft,,99,101
366,4,5:11.0,,Defensive rebound by K. Kuzma,99,101
367,4,5:02.0,,L. James misses 2-pt jump shot from 15 ft,99,101
368,4,4:58.0,Defensive rebound by K. Towns,,99,101
369,4,4:45.0,T. Gibson misses 2-pt layup from 2 ft,,99,101
370,4,4:41.0,Offensive rebound by T. Gibson,,99,101
371,4,4:41.0,T. Gibson makes 2-pt layup from 1 ft,,101,101
372,4,4:28.0,,K. Kuzma misses 3-pt jump shot from 23 ft,101,101
373,4,4:25.0,Defensive rebound by K. Towns,,101,101
374,4,4:15.0,J. Butler misses 2-pt jump shot from 12 ft,,101,101
375,4,4:12.0,Offensive rebound by T. Gibson,,101,101
376,4,4:10.0,T. Gibson misses 3-pt jump shot from 23 ft,,101,101
377,4,4:10.0,,Defensive rebound by R. Rondo,101,101
378,4,4:03.0,,B. Ingram makes 3-pt jump shot from 26 ft (assist by R. Rondo),101,104
379,4,4:00.0,Minnesota full timeout,,101,104
380,4,4:00.0,,LA Lakers full timeout,101,104
381,4,4:00.0,,T. Chandler enters the game for J. McGee,101,104
382,4,3:48.0,K. Towns misses 3-pt jump shot from 27 ft,,101,104
