,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MEMPHIS_ACTION,HOUSTON_SCORE,MEMPHIS_SCORE
0,1,11:42.0,Shooting foul by J. Jackson (drawn by J. Harden),,0,0
1,1,11:42.0,J. Harden misses free throw 1 of 3,,0,0
2,1,11:42.0,Offensive rebound by Team,,0,0
3,1,11:42.0,J. Harden makes free throw 2 of 3,,1,0
4,1,11:42.0,J. Harden makes free throw 3 of 3,,2,0
5,1,11:33.0,,Personal foul by E. Gordon (drawn by M. Gasol),2,0
6,1,11:22.0,,M. Gasol makes 2-pt jump shot from 7 ft (assist by M. Conley),2,2
7,1,11:08.0,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),,4,2
8,1,11:03.0,,G. Temple makes 2-pt layup from 1 ft (assist by M. Conley),4,4
9,1,10:51.0,Personal foul by M. Gasol (drawn by C. Paul),,4,4
10,1,10:39.0,J. Harden makes 2-pt layup from 2 ft,,6,4
11,1,10:33.0,,G. Temple misses 3-pt jump shot from 26 ft,6,4
12,1,10:29.0,Defensive rebound by J. Harden,,6,4
13,1,10:28.0,Turnover by J. Harden (bad pass),,6,4
14,1,10:09.0,,S. Mack misses 2-pt jump shot from 8 ft,6,4
15,1,10:06.0,,Offensive rebound by Team,6,4
16,1,9:52.0,,M. Conley makes 2-pt layup at rim,6,6
17,1,9:41.0,P. Tucker makes 3-pt jump shot from 26 ft (assist by C. Paul),,9,6
18,1,9:26.0,,J. Jackson misses 2-pt hook shot from 9 ft,9,6
19,1,9:24.0,Defensive rebound by C. Capela,,9,6
20,1,9:15.0,Shooting foul by J. Jackson (drawn by J. Harden),,9,6
21,1,9:15.0,J. Harden makes free throw 1 of 3,,10,6
22,1,9:15.0,J. Harden makes free throw 2 of 3,,11,6
23,1,9:15.0,,J. Green enters the game for J. Jackson,11,6
24,1,9:15.0,J. Harden makes free throw 3 of 3,,12,6
25,1,8:55.0,,M. Gasol makes 2-pt layup from 1 ft (assist by J. Green),12,8
26,1,8:29.0,Turnover by Team (shot clock),,12,8
27,1,8:13.0,,Turnover by S. Mack (bad pass; steal by C. Paul),12,8
28,1,8:09.0,J. Harden makes 2-pt dunk from 1 ft (assist by C. Paul),,14,8
29,1,7:50.0,,M. Conley misses 3-pt jump shot from 24 ft,14,8
30,1,7:46.0,,Offensive rebound by M. Gasol,14,8
31,1,7:46.0,,M. Gasol makes 2-pt layup at rim,14,10
32,1,7:42.0,E. Gordon misses 3-pt jump shot from 27 ft,,14,10
33,1,7:40.0,,Defensive rebound by M. Gasol,14,10
34,1,7:33.0,,M. Gasol makes 3-pt jump shot from 24 ft (assist by M. Conley),14,13
35,1,7:12.0,C. Capela makes 2-pt dunk at rim (assist by C. Paul),,16,13
36,1,6:51.0,,M. Gasol misses 2-pt jump shot from 15 ft,16,13
37,1,6:45.0,Defensive rebound by C. Paul,,16,13
38,1,6:39.0,E. Gordon makes 2-pt layup at rim (assist by C. Paul),,18,13
39,1,6:20.0,,M. Conley makes 2-pt layup from 7 ft,18,15
40,1,6:20.0,,Shooting foul by E. Gordon (drawn by M. Conley),18,15
41,1,6:20.0,,Memphis full timeout,18,15
42,1,6:20.0,G. Green enters the game for E. Gordon,,18,15
43,1,6:20.0,D. House enters the game for C. Paul,,18,15
44,1,6:20.0,,M. Conley makes free throw 1 of 1,18,16
45,1,6:11.0,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),,20,16
46,1,5:53.0,,M. Gasol makes 2-pt layup from 1 ft,20,18
47,1,5:40.0,J. Harden makes 2-pt layup from 1 ft,,22,18
48,1,5:24.0,,Personal foul by D. House (drawn by M. Gasol),22,18
