,QUARTER,TIME_REMAINING,TORONTO_ACTION,WASHINGTON_ACTION,TORONTO_SCORE,WASHINGTON_SCORE
0,1,11:43.0,D. Green misses 2-pt layup from 5 ft,,0,0
1,1,11:41.0,,Defensive rebound by O. Porter,0,0
2,1,11:25.0,,J. Wall misses 2-pt jump shot from 16 ft,0,0
3,1,11:24.0,,Offensive rebound by Team,0,0
4,1,11:24.0,Loose ball foul by O. Anunoby (drawn by O. Porter),,0,0
5,1,11:20.0,,O. Porter makes 2-pt jump shot from 14 ft,0,2
6,1,11:10.0,Personal foul by B. Beal (drawn by K. Lowry),,0,2
7,1,10:59.0,J. Valančiūnas misses 2-pt layup from 2 ft,,0,2
8,1,10:58.0,,Defensive rebound by I. Mahinmi,0,2
9,1,10:46.0,,O. Porter misses 3-pt jump shot from 23 ft,0,2
10,1,10:42.0,Defensive rebound by N. Powell,,0,2
11,1,10:37.0,N. Powell makes 2-pt layup from 2 ft,,2,2
12,1,10:32.0,,B. Beal makes 2-pt layup from 2 ft,2,4
13,1,10:32.0,,Shooting foul by D. Green (drawn by B. Beal),2,4
14,1,10:32.0,,B. Beal misses free throw 1 of 1,2,4
15,1,10:29.0,Defensive rebound by O. Anunoby,,2,4
16,1,10:22.0,Turnover by N. Powell (lost ball; steal by J. Wall),,2,4
17,1,10:19.0,,J. Wall makes 2-pt dunk from 1 ft (assist by B. Beal),2,6
18,1,10:06.0,O. Anunoby misses 2-pt jump shot from 2 ft (block by M. Morris),,2,6
19,1,10:06.0,,Defensive rebound by Team,2,6
20,1,9:59.0,,J. Wall misses 2-pt layup from 2 ft,2,6
21,1,9:59.0,,Offensive rebound by J. Wall,2,6
22,1,9:59.0,,Shooting foul by J. Valančiūnas (drawn by J. Wall),2,6
23,1,9:59.0,,J. Wall misses free throw 1 of 2,2,6
24,1,9:59.0,,Offensive rebound by Team,2,6
25,1,9:59.0,,J. Wall makes free throw 2 of 2,2,7
26,1,9:43.0,K. Lowry makes 2-pt jump shot from 16 ft,,4,7
27,1,9:32.0,,B. Beal misses 2-pt jump shot from 10 ft,4,7
28,1,9:30.0,,Offensive rebound by I. Mahinmi,4,7
29,1,9:28.0,,I. Mahinmi misses 2-pt hook shot from 10 ft,4,7
30,1,9:27.0,,Offensive rebound by I. Mahinmi,4,7
31,1,9:24.0,,Turnover by M. Morris (bad pass),4,7
32,1,9:17.0,O. Anunoby misses 3-pt jump shot from 27 ft,,4,7
33,1,9:14.0,,Defensive rebound by M. Morris,4,7
34,1,9:07.0,,O. Porter misses 3-pt jump shot from 24 ft,4,7
35,1,9:05.0,Defensive rebound by Team,,4,7
36,1,8:55.0,J. Valančiūnas misses 2-pt jump shot from 7 ft,,4,7
37,1,8:54.0,Offensive rebound by J. Valančiūnas,,4,7
38,1,8:52.0,J. Valančiūnas makes 2-pt dunk from 1 ft,,6,7
39,1,8:30.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),6,10
40,1,8:18.0,K. Lowry makes 2-pt jump shot from 17 ft,,8,10
41,1,8:03.0,,O. Porter misses 3-pt jump shot from 23 ft,8,10
42,1,7:59.0,Defensive rebound by J. Valančiūnas,,8,10
43,1,7:51.0,Turnover by K. Lowry (bad pass; steal by I. Mahinmi),,8,10
44,1,7:46.0,,O. Porter makes 2-pt dunk from 1 ft (assist by B. Beal),8,12
45,1,7:31.0,D. Green misses 3-pt jump shot from 24 ft,,8,12
46,1,7:29.0,Offensive rebound by J. Valančiūnas,,8,12
47,1,7:24.0,D. Green makes 3-pt jump shot from 25 ft (assist by K. Lowry),,11,12
48,1,7:02.0,,J. Wall makes 2-pt jump shot from 12 ft,11,14
49,1,6:51.0,O. Anunoby makes 2-pt dunk from 1 ft (assist by K. Lowry),,13,14
50,1,6:44.0,,J. Wall misses 3-pt jump shot from 25 ft,13,14
51,1,6:40.0,Defensive rebound by O. Anunoby,,13,14
52,1,6:25.0,Shooting foul by I. Mahinmi (drawn by J. Valančiūnas),,13,14
53,1,6:25.0,,Washington full timeout,13,14
54,1,6:25.0,J. Valančiūnas makes free throw 1 of 2,,14,14
55,1,6:25.0,J. Valančiūnas misses free throw 2 of 2,,14,14
56,1,6:21.0,Offensive rebound by N. Powell,,14,14
57,1,6:20.0,K. Lowry misses 3-pt jump shot from 27 ft (block by J. Wall),,14,14
58,1,6:16.0,,Defensive rebound by M. Morris,14,14
59,1,6:02.0,,I. Mahinmi misses 2-pt layup from 1 ft (block by J. Valančiūnas),14,14
60,1,5:59.0,Defensive rebound by J. Valančiūnas,,14,14
61,1,5:42.0,J. Valančiūnas makes 2-pt hook shot from 11 ft,,16,14
62,1,5:25.0,,Def 3 sec tech foul by Team,16,14
63,1,5:25.0,,B. Beal makes technical free throw,16,15
64,1,5:10.0,,J. Wall makes 2-pt jump shot from 18 ft (assist by I. Mahinmi),16,17
65,1,4:51.0,Personal foul by O. Porter (drawn by O. Anunoby),,16,17
66,1,4:51.0,,A. Rivers enters the game for O. Porter,16,17
67,1,4:40.0,Shooting foul by I. Mahinmi (drawn by J. Valančiūnas),,16,17
68,1,4:40.0,J. Valančiūnas makes free throw 1 of 3,,17,17
69,1,4:40.0,J. Valančiūnas makes free throw 2 of 3,,18,17
70,1,4:40.0,J. Valančiūnas makes free throw 3 of 3,,19,17
71,1,4:40.0,,J. Smith enters the game for I. Mahinmi,19,17
72,1,4:21.0,,J. Smith misses 3-pt jump shot from 23 ft,19,17
73,1,4:18.0,Defensive rebound by D. Green,,19,17
74,1,4:07.0,K. Lowry misses 2-pt jump shot from 7 ft,,19,17
75,1,4:05.0,Offensive rebound by O. Anunoby,,19,17
76,1,4:05.0,O. Anunoby makes 2-pt dunk from 1 ft,,21,17
77,1,3:53.0,,Shooting foul by D. Green (drawn by J. Wall),21,17
78,1,3:53.0,,J. Wall misses free throw 1 of 2,21,17
79,1,3:53.0,,Offensive rebound by Team,21,17
80,1,3:53.0,S. Ibaka enters the game for O. Anunoby,,21,17
81,1,3:53.0,P. Siakam enters the game for D. Green,,21,17
82,1,3:53.0,F. VanVleet enters the game for J. Valančiūnas,,21,17
83,1,3:53.0,,J. Wall makes free throw 2 of 2,21,18
84,1,3:34.0,N. Powell misses 3-pt jump shot from 26 ft,,21,18
85,1,3:30.0,,Defensive rebound by A. Rivers,21,18
86,1,3:22.0,,A. Rivers misses 2-pt jump shot from 4 ft,21,18
87,1,3:20.0,Defensive rebound by F. VanVleet,,21,18
88,1,3:18.0,Shooting foul by J. Wall (drawn by S. Ibaka),,21,18
89,1,3:18.0,C. Miles enters the game for K. Lowry,,21,18
90,1,3:18.0,,J. Green enters the game for M. Morris,21,18
91,1,3:18.0,,K. Oubre enters the game for J. Wall,21,18
92,1,3:18.0,S. Ibaka misses free throw 1 of 2,,21,18
93,1,3:18.0,Offensive rebound by Team,,21,18
94,1,3:18.0,S. Ibaka misses free throw 2 of 2,,21,18
95,1,3:15.0,,Defensive rebound by K. Oubre,21,18
