,QUARTER,TIME_REMAINING,ATLANTA_ACTION,TORONTO_ACTION,ATLANTA_SCORE,TORONTO_SCORE
128,2,10:55.0,Personal foul by G. Monroe (drawn by J. Collins),,31,28
129,2,10:55.0,,P. Siakam enters the game for G. Monroe,31,28
130,2,10:39.0,D. Bembry misses 2-pt jump shot from 8 ft (block by K. Lowry),,31,28
131,2,10:39.0,Offensive rebound by J. Collins,,31,28
132,2,10:39.0,J. Collins makes 2-pt layup from 4 ft,,33,28
133,2,10:39.0,Shooting foul by O. Anunoby (drawn by J. Collins),,33,28
134,2,10:39.0,J. Collins misses free throw 1 of 1,,33,28
135,2,10:35.0,Offensive rebound by D. Dedmon,,33,28
136,2,10:33.0,D. Dedmon makes 2-pt hook shot from 8 ft,,35,28
137,2,10:21.0,,O. Anunoby makes 3-pt jump shot from 23 ft (assist by D. Wright),35,31
138,2,10:13.0,T. Young misses 3-pt jump shot from 25 ft,,35,31
139,2,10:09.0,,Defensive rebound by N. Powell,35,31
140,2,10:02.0,,N. Powell misses 2-pt layup from 3 ft,35,31
141,2,9:58.0,Defensive rebound by J. Collins,,35,31
142,2,9:52.0,T. Dorsey misses 3-pt jump shot from 24 ft,,35,31
143,2,9:47.0,,Defensive rebound by P. Siakam,35,31
144,2,9:37.0,,Turnover by P. Siakam (bad pass),35,31
145,2,9:26.0,D. Bembry makes 2-pt jump shot from 10 ft,,37,31
146,2,9:09.0,,Turnover by K. Lowry (bad pass; steal by D. Bembry),37,31
147,2,9:04.0,Turnover by D. Bembry (lost ball; steal by D. Wright),,37,31
148,2,8:56.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. Wright),37,34
149,2,8:41.0,D. Dedmon misses 3-pt jump shot from 25 ft,,37,34
150,2,8:37.0,,Defensive rebound by N. Powell,37,34
151,2,8:35.0,,D. Wright misses 3-pt jump shot from 25 ft,37,34
152,2,8:31.0,Defensive rebound by D. Dedmon,,37,34
153,2,8:22.0,D. Bembry misses 2-pt jump shot from 8 ft,,37,34
154,2,8:19.0,,Defensive rebound by P. Siakam,37,34
155,2,8:04.0,,N. Powell makes 2-pt jump shot from 6 ft (assist by D. Wright),37,36
156,2,8:03.0,Atlanta full timeout,,37,36
157,2,8:03.0,J. Lin enters the game for T. Dorsey,,37,36
158,2,8:03.0,,K. Leonard enters the game for O. Anunoby,37,36
159,2,8:03.0,,F. VanVleet enters the game for D. Wright,37,36
160,2,7:50.0,D. Bembry makes 3-pt jump shot from 23 ft (assist by J. Lin),,40,36
161,2,7:31.0,,Turnover by K. Lowry (bad pass; steal by T. Young),40,36
162,2,7:27.0,T. Young misses 2-pt layup from 2 ft (block by P. Siakam),,40,36
163,2,7:26.0,Offensive rebound by Team,,40,36
164,2,7:10.0,J. Collins makes 3-pt jump shot from 25 ft (assist by D. Dedmon),,43,36
165,2,6:57.0,,K. Lowry misses 3-pt jump shot from 26 ft,43,36
166,2,6:57.0,Defensive rebound by D. Dedmon,,43,36
167,2,6:40.0,T. Young makes 2-pt layup from 2 ft,,45,36
168,2,6:27.0,,K. Leonard makes 3-pt jump shot from 23 ft (assist by K. Lowry),45,39
169,2,6:07.0,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),,47,39
170,2,5:51.0,,F. VanVleet misses 2-pt jump shot from 16 ft,47,39
171,2,5:47.0,Defensive rebound by J. Lin,,47,39
172,2,5:39.0,D. Dedmon misses 2-pt layup from 1 ft,,47,39
173,2,5:36.0,,Defensive rebound by F. VanVleet,47,39
174,2,5:34.0,,Offensive foul by F. VanVleet (drawn by J. Lin),47,39
175,2,5:34.0,,Turnover by F. VanVleet (offensive foul),47,39
176,2,5:34.0,,S. Ibaka enters the game for N. Powell,47,39
177,2,5:19.0,J. Lin misses 3-pt jump shot from 25 ft,,47,39
178,2,5:15.0,Offensive rebound by D. Dedmon,,47,39
179,2,5:14.0,D. Dedmon misses 2-pt jump shot from 16 ft,,47,39
180,2,5:09.0,,Defensive rebound by K. Leonard,47,39
181,2,5:03.0,,S. Ibaka makes 3-pt jump shot from 25 ft (assist by K. Lowry),47,42
182,2,4:51.0,D. Dedmon makes 2-pt dunk from 1 ft (assist by T. Young),,49,42
183,2,4:42.0,,K. Lowry makes 2-pt layup from 3 ft (assist by P. Siakam),49,44
184,2,4:30.0,T. Young makes 2-pt jump shot from 7 ft,,51,44
185,2,4:22.0,,Toronto full timeout,51,44
186,2,4:22.0,V. Carter enters the game for J. Collins,,51,44
187,2,4:22.0,D. Hamilton enters the game for D. Dedmon,,51,44
188,2,4:22.0,A. Len enters the game for T. Young,,51,44
189,2,4:22.0,,O. Anunoby enters the game for K. Lowry,51,44
190,2,4:12.0,,K. Leonard misses 2-pt jump shot from 17 ft,51,44
191,2,4:10.0,,Offensive rebound by O. Anunoby,51,44
192,2,4:03.0,,Shooting foul by A. Len (drawn by O. Anunoby),51,44
193,2,4:03.0,,O. Anunoby makes free throw 1 of 2,51,45
194,2,4:03.0,,O. Anunoby makes free throw 2 of 2,51,46
195,2,3:51.0,D. Bembry misses 2-pt jump shot from 19 ft,,51,46
196,2,3:48.0,Offensive rebound by A. Len,,51,46
197,2,3:46.0,D. Bembry misses 2-pt jump shot from 8 ft,,51,46
198,2,3:41.0,,Defensive rebound by K. Leonard,51,46
199,2,3:36.0,,O. Anunoby makes 2-pt dunk from 1 ft (assist by K. Leonard),51,48
200,2,3:21.0,A. Len misses 3-pt jump shot from 24 ft,,51,48
201,2,3:19.0,,Defensive rebound by F. VanVleet,51,48
202,2,3:10.0,,K. Leonard makes 3-pt jump shot from 25 ft (assist by F. VanVleet),51,51
203,2,2:51.0,Personal foul by F. VanVleet (drawn by J. Lin),,51,51
204,2,2:45.0,D. Bembry misses 2-pt layup from 2 ft,,51,51
205,2,2:41.0,,Defensive rebound by P. Siakam,51,51
206,2,2:40.0,,Shooting foul by V. Carter (drawn by F. VanVleet),51,51
207,2,2:40.0,,F. VanVleet makes free throw 1 of 2,51,52
208,2,2:40.0,J. Anderson enters the game for D. Bembry,,51,52
209,2,2:40.0,,F. VanVleet makes free throw 2 of 2,51,53
210,2,2:26.0,V. Carter misses 2-pt jump shot from 10 ft,,51,53
211,2,2:23.0,,Defensive rebound by F. VanVleet,51,53
212,2,2:07.0,,P. Siakam misses 2-pt layup from 3 ft,51,53
213,2,2:04.0,Defensive rebound by D. Hamilton,,51,53
214,2,2:00.0,D. Hamilton makes 2-pt jump shot from 7 ft,,53,53
215,2,1:50.0,,Turnover by F. VanVleet (bad pass; steal by D. Hamilton),53,53
216,2,1:40.0,J. Lin misses 2-pt layup from 5 ft (block by K. Leonard),,53,53
217,2,1:37.0,,Defensive rebound by F. VanVleet,53,53
218,2,1:37.0,,Personal take foul by D. Hamilton (drawn by K. Leonard),53,53
219,2,1:25.0,,S. Ibaka misses 2-pt hook shot from 8 ft,53,53
220,2,1:22.0,Defensive rebound by V. Carter,,53,53
221,2,1:08.0,Shooting foul by P. Siakam (drawn by J. Lin),,53,53
222,2,1:08.0,,Technical foul by P. Siakam,53,53
223,2,1:08.0,J. Lin makes technical free throw,,54,53
224,2,1:08.0,J. Lin misses free throw 1 of 2,,54,53
225,2,1:08.0,Offensive rebound by Team,,54,53
226,2,1:08.0,J. Lin misses free throw 2 of 2,,54,53
227,2,1:06.0,,Defensive rebound by P. Siakam,54,53
228,2,0:44.0,,F. VanVleet makes 3-pt jump shot from 26 ft,54,56
229,2,0:21.0,D. Hamilton makes 3-pt jump shot from 23 ft (assist by J. Lin),,57,56
230,2,0:02.0,,K. Leonard misses 2-pt jump shot from 3 ft (block by J. Anderson),57,56
231,2,0:02.0,,Offensive rebound by Team,57,56
232,2,0:02.0,D. Bembry enters the game for A. Len,,57,56
233,2,0:02.0,,K. Lowry enters the game for O. Anunoby,57,56
234,2,0:00.0,,S. Ibaka misses 3-pt jump shot from 26 ft,57,56
235,2,0:00.0,,Offensive rebound by Team,57,56
236,3,11:39.0,,S. Ibaka misses 3-pt jump shot from 25 ft,57,56
237,3,11:37.0,Defensive rebound by D. Bembry,,57,56
238,3,11:31.0,D. Bembry misses 2-pt layup from 3 ft,,57,56
239,3,11:30.0,,Defensive rebound by S. Ibaka,57,56
240,3,11:18.0,,P. Siakam misses 2-pt jump shot from 1 ft,57,56
241,3,11:14.0,Defensive rebound by J. Collins,,57,56
242,3,11:08.0,D. Dedmon misses 3-pt jump shot from 22 ft,,57,56
243,3,11:04.0,,Defensive rebound by K. Lowry,57,56
244,3,10:59.0,,Turnover by K. Lowry (bad pass; steal by D. Bembry),57,56
245,3,10:53.0,Turnover by D. Bembry (bad pass; steal by F. VanVleet),,57,56
246,3,10:49.0,,P. Siakam makes 2-pt dunk from 1 ft (assist by F. VanVleet),57,58
247,3,10:48.0,Atlanta full timeout,,57,58
248,3,10:43.0,Personal foul by K. Lowry (drawn by J. Lin),,57,58
249,3,10:36.0,D. Dedmon makes 2-pt jump shot from 7 ft (assist by J. Lin),,59,58
250,3,10:28.0,,S. Ibaka misses 2-pt jump shot from 19 ft,59,58
251,3,10:28.0,Defensive rebound by J. Collins,,59,58
252,3,10:04.0,T. Young makes 2-pt jump shot from 6 ft (assist by J. Lin),,61,58
253,3,9:42.0,,Turnover by S. Ibaka (bad pass; steal by D. Bembry),61,58
254,3,9:37.0,J. Lin makes 2-pt layup from 2 ft (assist by D. Bembry),,63,58
255,3,9:23.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by K. Leonard),63,61
256,3,9:22.0,,Technical foul by K. Lowry,63,61
257,3,9:22.0,J. Lin makes technical free throw,,64,61
258,3,9:15.0,Personal foul by F. VanVleet (drawn by T. Young),,64,61
259,3,9:10.0,T. Young makes 2-pt jump shot from 13 ft (assist by J. Lin),,66,61
260,3,8:51.0,,Offensive foul by P. Siakam (drawn by D. Bembry),66,61
261,3,8:51.0,,Turnover by P. Siakam (offensive foul),66,61
262,3,8:34.0,Turnover by T. Young (bad pass; steal by K. Lowry),,66,61
263,3,8:29.0,,K. Leonard makes 3-pt jump shot from 24 ft (assist by K. Lowry),66,64
264,3,8:10.0,T. Young misses 3-pt jump shot from 25 ft,,66,64
265,3,8:09.0,Offensive rebound by D. Bembry,,66,64
266,3,8:08.0,Personal foul by K. Lowry (drawn by D. Bembry),,66,64
267,3,8:02.0,Offensive foul by J. Collins (drawn by K. Leonard),,66,64
268,3,8:02.0,Turnover by J. Collins (offensive foul),,66,64
269,3,7:53.0,,K. Lowry misses 2-pt jump shot from 12 ft,66,64
270,3,7:50.0,Defensive rebound by J. Collins,,66,64
271,3,7:44.0,J. Lin makes 2-pt layup from 1 ft (assist by T. Young),,68,64
272,3,7:31.0,,Personal foul by D. Bembry (drawn by K. Leonard),68,64
273,3,7:31.0,D. Hamilton enters the game for D. Bembry,,68,64
274,3,7:21.0,,Turnover by F. VanVleet (bad pass; steal by D. Hamilton),68,64
275,3,7:21.0,Personal foul by K. Leonard (drawn by D. Hamilton),,68,64
276,3,7:21.0,D. Bembry enters the game for J. Lin,,68,64
277,3,7:01.0,T. Young misses 3-pt jump shot from 30 ft,,68,64
278,3,6:59.0,,Defensive rebound by F. VanVleet,68,64
279,3,6:59.0,,Personal take foul by T. Young (drawn by F. VanVleet),68,64
280,3,6:59.0,A. Len enters the game for D. Dedmon,,68,64
281,3,6:52.0,,Shooting foul by J. Collins (drawn by P. Siakam),68,64
282,3,6:52.0,,P. Siakam makes free throw 1 of 2,68,65
283,3,6:52.0,,P. Siakam misses free throw 2 of 2,68,65
284,3,6:49.0,Defensive rebound by J. Collins,,68,65
285,3,6:42.0,Turnover by T. Young (bad pass; steal by F. VanVleet),,68,65
286,3,6:35.0,,K. Leonard misses 3-pt jump shot from 22 ft,68,65
287,3,6:31.0,Defensive rebound by D. Bembry,,68,65
288,3,6:29.0,Turnover by D. Bembry (lost ball; steal by K. Lowry),,68,65
289,3,6:23.0,,K. Lowry misses 3-pt jump shot from 26 ft,68,65
290,3,6:20.0,,Offensive rebound by P. Siakam,68,65
291,3,6:20.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by P. Siakam),68,68
292,3,6:20.0,J. Lin enters the game for T. Young,,68,68
293,3,6:12.0,Turnover by D. Hamilton (traveling),,68,68
294,3,5:56.0,,K. Leonard makes 2-pt layup from 2 ft,68,70
295,3,5:47.0,Shooting foul by S. Ibaka (drawn by J. Collins),,68,70
296,3,5:47.0,J. Collins makes free throw 1 of 2,,69,70
297,3,5:47.0,J. Collins makes free throw 2 of 2,,70,70
298,3,5:33.0,,Shooting foul by D. Hamilton (drawn by K. Lowry),70,70
299,3,5:33.0,,K. Lowry makes free throw 1 of 2,70,71
300,3,5:33.0,J. Anderson enters the game for D. Bembry,,70,71
301,3,5:33.0,V. Carter enters the game for J. Collins,,70,71
302,3,5:33.0,,K. Lowry makes free throw 2 of 2,70,72
303,3,5:25.0,,Personal foul by V. Carter (drawn by K. Lowry),70,72
304,3,5:25.0,Turnover by V. Carter (turnover),,70,72
305,3,5:00.0,,P. Siakam makes 2-pt dunk from 1 ft (assist by K. Leonard),70,74
306,3,4:42.0,J. Anderson misses 2-pt layup from 3 ft,,70,74
307,3,4:40.0,,Defensive rebound by S. Ibaka,70,74
308,3,4:29.0,,K. Lowry misses 3-pt jump shot from 23 ft,70,74
309,3,4:25.0,,Offensive rebound by K. Leonard,70,74
310,3,4:22.0,,Turnover by K. Leonard (lost ball; steal by D. Hamilton),70,74
311,3,4:18.0,Turnover by J. Anderson (bad pass; steal by S. Ibaka),,70,74
312,3,4:14.0,,Personal foul by V. Carter (drawn by K. Leonard),70,74
313,3,4:14.0,D. Bembry enters the game for D. Hamilton,,70,74
314,3,4:14.0,T. Young enters the game for J. Lin,,70,74
315,3,4:14.0,,O. Anunoby enters the game for K. Lowry,70,74
316,3,4:14.0,,N. Powell enters the game for P. Siakam,70,74
317,3,4:14.0,,K. Leonard makes free throw 1 of 2,70,75
318,3,4:14.0,,K. Leonard misses free throw 2 of 2,70,75
319,3,4:12.0,Defensive rebound by A. Len,,70,75
320,3,3:59.0,D. Bembry makes 2-pt dunk from 2 ft,,72,75
321,3,3:48.0,,Personal foul by J. Anderson (drawn by K. Leonard),72,75
322,3,3:48.0,,K. Leonard makes free throw 1 of 2,72,76
323,3,3:48.0,,K. Leonard makes free throw 2 of 2,72,77
324,3,3:36.0,V. Carter makes 3-pt jump shot from 23 ft (assist by T. Young),,75,77
325,3,3:20.0,,S. Ibaka misses 2-pt jump shot from 20 ft,75,77
326,3,3:15.0,Defensive rebound by J. Anderson,,75,77
327,3,2:59.0,V. Carter misses 3-pt jump shot from 23 ft,,75,77
328,3,2:56.0,Offensive rebound by T. Young,,75,77
329,3,2:54.0,T. Young misses 2-pt jump shot from 2 ft,,75,77
330,3,2:52.0,Offensive rebound by T. Young,,75,77
331,3,2:40.0,Turnover by Team (shot clock),,75,77
332,3,2:40.0,,Toronto full timeout,75,77
333,3,2:40.0,,G. Monroe enters the game for S. Ibaka,75,77
334,3,2:40.0,,P. Siakam enters the game for K. Leonard,75,77
335,3,2:29.0,,O. Anunoby misses 2-pt jump shot from 8 ft,75,77
336,3,2:26.0,Defensive rebound by T. Young,,75,77
337,3,2:25.0,T. Young makes 2-pt layup from 2 ft,,77,77
338,3,2:25.0,Shooting foul by P. Siakam (drawn by T. Young),,77,77
339,3,2:25.0,,D. Wright enters the game for F. VanVleet,77,77
340,3,2:25.0,T. Young misses free throw 1 of 1,,77,77
341,3,2:22.0,,Defensive rebound by G. Monroe,77,77
342,3,2:09.0,,O. Anunoby makes 3-pt jump shot from 23 ft (assist by D. Wright),77,80
343,3,1:51.0,D. Bembry misses 3-pt jump shot from 26 ft,,77,80
344,3,1:48.0,,Defensive rebound by G. Monroe,77,80
345,3,1:33.0,,N. Powell misses 2-pt layup from 3 ft,77,80
346,3,1:30.0,Defensive rebound by A. Len,,77,80
347,3,1:19.0,V. Carter misses 3-pt jump shot from 26 ft,,77,80
348,3,1:15.0,,Defensive rebound by P. Siakam,77,80
349,3,1:12.0,,P. Siakam misses 2-pt jump shot from 7 ft,77,80
350,3,1:11.0,,Offensive rebound by G. Monroe,77,80
351,3,1:11.0,,Shooting foul by V. Carter (drawn by G. Monroe),77,80
352,3,1:11.0,,G. Monroe misses free throw 1 of 2,77,80
353,3,1:11.0,,Offensive rebound by Team,77,80
354,3,1:11.0,J. Collins enters the game for J. Anderson,,77,80
355,3,1:11.0,D. Dedmon enters the game for V. Carter,,77,80
356,3,1:11.0,T. Dorsey enters the game for A. Len,,77,80
357,3,1:11.0,J. Lin enters the game for T. Young,,77,80
358,3,1:11.0,,G. Monroe misses free throw 2 of 2,77,80
359,3,1:09.0,Defensive rebound by J. Collins,,77,80
360,3,0:50.0,D. Dedmon misses 2-pt hook shot from 5 ft,,77,80
361,3,0:46.0,,Defensive rebound by G. Monroe,77,80
362,3,0:32.0,,P. Siakam misses 3-pt jump shot from 23 ft,77,80
363,3,0:32.0,,Offensive rebound by Team,77,80
364,3,0:21.0,,Turnover by O. Anunoby (back court),77,80
365,3,0:01.0,D. Dedmon misses 2-pt jump shot from 12 ft,,77,80
366,3,0:01.0,,Defensive rebound by N. Powell,77,80
367,3,0:00.0,,N. Powell misses 3-pt jump shot from 72 ft,77,80
368,3,0:00.0,,Offensive rebound by Team,77,80
369,4,11:45.0,D. Bembry makes 2-pt dunk from 2 ft (assist by J. Lin),,79,80
370,4,11:24.0,,P. Siakam makes 2-pt layup from 1 ft,79,82
371,4,11:05.0,Turnover by D. Bembry (lost ball; steal by O. Anunoby),,79,82
372,4,10:46.0,,G. Monroe makes 2-pt hook shot from 2 ft (assist by O. Anunoby),79,84
373,4,10:30.0,Turnover by D. Dedmon (bad pass; steal by P. Siakam),,79,84
374,4,10:23.0,,Shooting foul by J. Collins (drawn by P. Siakam),79,84
375,4,10:23.0,,P. Siakam misses free throw 1 of 2,79,84
376,4,10:23.0,,Offensive rebound by Team,79,84
377,4,10:23.0,,P. Siakam misses free throw 2 of 2,79,84
378,4,10:21.0,Defensive rebound by D. Dedmon,,79,84
379,4,10:09.0,J. Lin makes 2-pt layup from 3 ft,,81,84
380,4,9:51.0,,G. Monroe misses 2-pt layup from 4 ft,81,84
381,4,9:48.0,Defensive rebound by J. Collins,,81,84
382,4,9:38.0,Turnover by D. Bembry (bad pass; steal by O. Anunoby),,81,84
383,4,9:34.0,,D. Wright makes 2-pt layup from 2 ft (assist by P. Siakam),81,86
