,QUARTER,TIME_REMAINING,TORONTO_ACTION,LA LAKERS_ACTION,TORONTO_SCORE,LA LAKERS_SCORE
74,1,3:15.0,D. Wright enters the game for O. Anunoby,,35,10
75,1,3:15.0,S. Ibaka makes free throw 2 of 2,,36,10
76,1,3:03.0,,K. Kuzma misses 2-pt jump shot from 18 ft,36,10
77,1,3:00.0,Defensive rebound by C. Miles,,36,10
78,1,2:55.0,K. Lowry makes 3-pt jump shot from 25 ft,,39,10
79,1,2:25.0,,L. Stephenson misses 3-pt jump shot from 23 ft,39,10
80,1,2:22.0,Defensive rebound by S. Ibaka,,39,10
81,1,2:21.0,Personal foul by K. Kuzma (drawn by F. VanVleet),,39,10
82,1,2:21.0,F. VanVleet makes free throw 1 of 2,,40,10
83,1,2:21.0,N. Powell enters the game for S. Ibaka,,40,10
84,1,2:21.0,J. Valančiūnas enters the game for K. Lowry,,40,10
85,1,2:21.0,,I. Zubac enters the game for K. Kuzma,40,10
86,1,2:21.0,F. VanVleet makes free throw 2 of 2,,41,10
87,1,2:06.0,,L. Stephenson makes 2-pt jump shot from 16 ft,41,12
88,1,1:39.0,D. Wright misses 3-pt jump shot from 25 ft,,41,12
89,1,1:36.0,,Defensive rebound by R. Rondo,41,12
90,1,1:33.0,,Personal foul by N. Powell (drawn by L. Stephenson),41,12
91,1,1:22.0,,K. Caldwell-Pope makes 2-pt jump shot from 20 ft,41,14
92,1,1:05.0,J. Valančiūnas misses 2-pt layup from 3 ft,,41,14
93,1,1:01.0,Offensive rebound by N. Powell,,41,14
94,1,0:56.0,Shooting foul by L. Stephenson (drawn by F. VanVleet),,41,14
95,1,0:56.0,F. VanVleet misses free throw 1 of 2,,41,14
96,1,0:56.0,Offensive rebound by Team,,41,14
97,1,0:56.0,F. VanVleet makes free throw 2 of 2,,42,14
98,1,0:55.0,,Personal foul by F. VanVleet (drawn by R. Rondo),42,14
99,1,0:55.0,,R. Rondo misses free throw 1 of 2,42,14
100,1,0:55.0,,Offensive rebound by Team,42,14
101,1,0:55.0,,R. Rondo makes free throw 2 of 2,42,15
102,1,0:40.0,N. Powell misses 3-pt jump shot from 27 ft,,42,15
103,1,0:36.0,,Defensive rebound by L. Stephenson,42,15
104,1,0:29.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,42,15
105,1,0:25.0,Defensive rebound by N. Powell,,42,15
106,1,0:06.0,Offensive foul by F. VanVleet (drawn by J. Hart),,42,15
107,1,0:06.0,Turnover by F. VanVleet (offensive foul),,42,15
108,1,0:06.0,,K. Kuzma enters the game for I. Zubac,42,15
109,1,0:00.0,,R. Rondo makes 2-pt layup from 1 ft,42,17
110,2,11:48.0,Personal foul by I. Zubac (drawn by J. Valančiūnas),,42,17
111,2,11:39.0,D. Wright makes 2-pt layup from 3 ft,,44,17
112,2,11:26.0,,Turnover by L. Stephenson (lost ball; steal by C. Miles),44,17
113,2,11:22.0,D. Wright makes 2-pt dunk from 1 ft,,46,17
114,2,11:14.0,,Offensive foul by I. Zubac (drawn by D. Wright),46,17
115,2,11:14.0,,Turnover by I. Zubac (offensive foul),46,17
116,2,11:02.0,J. Valančiūnas makes 2-pt dunk from 1 ft (assist by C. Miles),,48,17
117,2,10:44.0,,L. Stephenson makes 2-pt jump shot from 18 ft,48,19
118,2,10:38.0,C. Miles misses 3-pt jump shot from 23 ft,,48,19
119,2,10:35.0,,Defensive rebound by I. Zubac,48,19
120,2,10:30.0,,Personal foul by N. Powell (drawn by K. Caldwell-Pope),48,19
121,2,10:30.0,F. VanVleet enters the game for N. Powell,,48,19
122,2,10:22.0,,R. Rondo makes 2-pt layup from 2 ft (assist by I. Zubac),48,21
123,2,10:11.0,C. Miles misses 2-pt jump shot from 12 ft,,48,21
124,2,10:07.0,,Defensive rebound by J. Hart,48,21
125,2,10:02.0,,R. Rondo misses 2-pt layup from 2 ft,48,21
126,2,10:00.0,Defensive rebound by C. Miles,,48,21
127,2,9:55.0,Turnover by F. VanVleet (bad pass; steal by R. Rondo),,48,21
128,2,9:54.0,,Turnover by L. Stephenson (bad pass; steal by J. Valančiūnas),48,21
129,2,9:50.0,D. Wright misses 3-pt jump shot from 26 ft,,48,21
130,2,9:46.0,,Defensive rebound by K. Caldwell-Pope,48,21
131,2,9:43.0,,J. Hart misses 3-pt jump shot from 25 ft,48,21
132,2,9:37.0,,I. Zubac misses 2-pt layup from 1 ft,48,21
133,2,9:37.0,,Offensive rebound by I. Zubac,48,21
134,2,9:36.0,Defensive rebound by J. Valančiūnas,,48,21
135,2,9:33.0,F. VanVleet misses 3-pt jump shot from 23 ft,,48,21
136,2,9:30.0,,Defensive rebound by I. Zubac,48,21
137,2,9:17.0,,L. Stephenson misses 2-pt jump shot from 14 ft,48,21
138,2,9:13.0,Defensive rebound by J. Valančiūnas,,48,21
139,2,8:56.0,J. Valančiūnas makes 2-pt jump shot from 5 ft (assist by D. Wright),,50,21
140,2,8:49.0,,LA Lakers full timeout,50,21
141,2,8:49.0,,B. Ingram enters the game for K. Caldwell-Pope,50,21
142,2,8:49.0,,L. James enters the game for L. Stephenson,50,21
143,2,8:49.0,,J. McGee enters the game for I. Zubac,50,21
144,2,8:43.0,,L. James makes 2-pt jump shot from 3 ft (assist by R. Rondo),50,23
145,2,8:43.0,,Shooting foul by F. VanVleet (drawn by L. James),50,23
146,2,8:43.0,,L. James makes free throw 1 of 1,50,24
147,2,8:25.0,F. VanVleet misses 2-pt hook shot from 3 ft,,50,24
148,2,8:22.0,,Defensive rebound by L. James,50,24
149,2,8:17.0,,L. James misses 2-pt jump shot from 3 ft,50,24
150,2,8:17.0,Defensive rebound by Team,,50,24
151,2,8:17.0,,Loose ball foul by J. McGee (drawn by J. Valančiūnas),50,24
152,2,8:17.0,K. Lowry enters the game for F. VanVleet,,50,24
153,2,8:06.0,C. Miles misses 2-pt jump shot from 13 ft,,50,24
154,2,8:00.0,,Defensive rebound by J. McGee,50,24
155,2,7:55.0,,Shooting foul by D. Wright (drawn by J. McGee),50,24
156,2,7:55.0,,J. McGee makes free throw 1 of 2,50,25
157,2,7:55.0,,J. McGee makes free throw 2 of 2,50,26
158,2,7:33.0,J. Valančiūnas misses 2-pt layup from 5 ft,,50,26
159,2,7:26.0,Offensive rebound by D. Wright,,50,26
160,2,7:26.0,D. Wright makes 2-pt dunk from 1 ft,,52,26
161,2,7:17.0,,B. Ingram makes 2-pt jump shot from 13 ft (assist by J. McGee),52,28
162,2,7:01.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by D. Wright),,54,28
163,2,6:52.0,,L. James makes 2-pt layup from 5 ft,54,30
164,2,6:40.0,C. Miles misses 3-pt jump shot from 25 ft,,54,30
165,2,6:38.0,,Defensive rebound by J. Hart,54,30
166,2,6:36.0,,Offensive foul by L. James (drawn by K. Lowry),54,30
167,2,6:36.0,,Turnover by L. James (offensive foul),54,30
168,2,6:36.0,O. Anunoby enters the game for C. Miles,,54,30
169,2,6:36.0,D. Green enters the game for D. Wright,,54,30
170,2,6:36.0,,L. Ball enters the game for R. Rondo,54,30
171,2,6:19.0,K. Lowry misses 3-pt jump shot from 26 ft,,54,30
172,2,6:15.0,Offensive rebound by K. Lowry,,54,30
173,2,6:14.0,O. Anunoby misses 2-pt layup from 2 ft (block by J. McGee),,54,30
174,2,6:11.0,,Defensive rebound by J. McGee,54,30
175,2,6:11.0,,L. Ball makes 2-pt layup from 2 ft (assist by L. James),54,32
176,2,6:11.0,Toronto full timeout,,54,32
177,2,6:11.0,S. Ibaka enters the game for J. Valančiūnas,,54,32
178,2,6:11.0,,K. Kuzma enters the game for J. Hart,54,32
179,2,5:55.0,K. Lowry misses 3-pt jump shot from 27 ft,,54,32
180,2,5:50.0,,Defensive rebound by L. Ball,54,32
181,2,5:44.0,,J. McGee makes 2-pt hook shot from 5 ft (assist by L. James),54,34
182,2,5:18.0,O. Anunoby misses 2-pt dunk from 3 ft (block by J. McGee),,54,34
183,2,5:15.0,Offensive rebound by S. Ibaka,,54,34
184,2,5:14.0,S. Ibaka makes 2-pt layup from 1 ft,,56,34
185,2,5:06.0,,LA Lakers full timeout,56,34
186,2,5:00.0,,Shooting foul by S. Ibaka (drawn by J. McGee),56,34
187,2,5:00.0,,J. McGee makes free throw 1 of 2,56,35
188,2,5:00.0,,J. McGee makes free throw 2 of 2,56,36
189,2,4:49.0,K. Lowry makes 2-pt layup from 2 ft (assist by P. Siakam),,58,36
190,2,4:49.0,Shooting foul by L. Ball (drawn by K. Lowry),,58,36
191,2,4:49.0,,R. Rondo enters the game for L. Ball,58,36
192,2,4:49.0,K. Lowry makes free throw 1 of 1,,59,36
193,2,4:42.0,,Personal foul by O. Anunoby (drawn by L. James),59,36
194,2,4:42.0,,L. James misses free throw 1 of 2,59,36
195,2,4:42.0,,Offensive rebound by Team,59,36
196,2,4:42.0,,L. James misses free throw 2 of 2,59,36
197,2,4:42.0,,Offensive rebound by Team,59,36
198,2,4:42.0,Loose ball foul by P. Siakam (drawn by J. McGee),,59,36
199,2,4:42.0,,J. McGee makes free throw 1 of 2,59,37
200,2,4:42.0,,J. McGee makes free throw 2 of 2,59,38
201,2,4:32.0,P. Siakam makes 2-pt layup from 1 ft (assist by K. Lowry),,61,38
202,2,4:20.0,,Turnover by K. Kuzma (bad pass; steal by S. Ibaka),61,38
203,2,4:16.0,S. Ibaka makes 2-pt dunk from 3 ft (assist by D. Green),,63,38
204,2,4:04.0,,L. James misses 3-pt jump shot from 28 ft,63,38
205,2,4:04.0,Defensive rebound by Team,,63,38
206,2,3:57.0,Personal foul by B. Ingram (drawn by P. Siakam),,63,38
207,2,3:43.0,S. Ibaka makes 2-pt jump shot from 13 ft (assist by K. Lowry),,65,38
208,2,3:28.0,,L. James misses 2-pt jump shot from 2 ft,65,38
209,2,3:23.0,,Offensive rebound by J. McGee,65,38
210,2,3:23.0,,J. McGee misses 2-pt layup from 1 ft,65,38
211,2,3:21.0,,Offensive rebound by J. McGee,65,38
212,2,3:21.0,,J. McGee misses 2-pt layup from 1 ft,65,38
213,2,3:21.0,Defensive rebound by D. Green,,65,38
214,2,3:17.0,P. Siakam makes 2-pt dunk from 2 ft (assist by S. Ibaka),,67,38
215,2,3:09.0,,Turnover by J. McGee (out of bounds lost ball),67,38
216,2,3:09.0,,J. Hart enters the game for J. McGee,67,38
217,2,2:58.0,P. Siakam makes 2-pt dunk from 2 ft,,69,38
218,2,2:38.0,,B. Ingram makes 2-pt layup from 2 ft,69,40
219,2,2:20.0,Turnover by K. Lowry (bad pass; steal by J. Hart),,69,40
220,2,2:18.0,,K. Kuzma makes 2-pt layup from 1 ft,69,42
221,2,2:18.0,Violation by Team (def goaltending),,69,42
222,2,1:58.0,K. Lowry misses 2-pt jump shot from 17 ft,,69,42
223,2,1:54.0,,Defensive rebound by K. Kuzma,69,42
224,2,1:49.0,,Shooting foul by S. Ibaka (drawn by J. Hart),69,42
225,2,1:49.0,,J. Hart makes free throw 1 of 3,69,43
226,2,1:49.0,,J. Hart makes free throw 2 of 3,69,44
227,2,1:49.0,N. Powell enters the game for S. Ibaka,,69,44
228,2,1:49.0,,J. Hart makes free throw 3 of 3,69,45
229,2,1:34.0,P. Siakam misses 2-pt jump shot from 5 ft (block by L. James),,69,45
230,2,1:31.0,Offensive rebound by D. Green,,69,45
231,2,1:29.0,D. Green misses 3-pt jump shot from 25 ft,,69,45
232,2,1:26.0,,Defensive rebound by K. Kuzma,69,45
233,2,1:09.0,,L. James makes 2-pt layup from 1 ft,69,47
234,2,0:58.0,O. Anunoby makes 2-pt dunk from 2 ft (assist by K. Lowry),,71,47
235,2,0:34.0,,R. Rondo misses 2-pt layup from 2 ft (block by D. Green),71,47
236,2,0:31.0,Defensive rebound by P. Siakam,,71,47
237,2,0:28.0,K. Lowry misses 2-pt layup at rim,,71,47
238,2,0:25.0,,Defensive rebound by L. James,71,47
239,2,0:23.0,,K. Kuzma makes 2-pt layup from 2 ft (assist by R. Rondo),71,49
240,2,0:00.0,K. Lowry misses 2-pt jump shot from 22 ft,,71,49
241,2,0:00.0,Offensive rebound by Team,,71,49
242,3,11:44.0,D. Green misses 3-pt jump shot from 24 ft,,71,49
243,3,11:42.0,Offensive rebound by P. Siakam,,71,49
244,3,11:38.0,D. Green makes 3-pt jump shot from 26 ft (assist by K. Lowry),,74,49
245,3,11:22.0,,K. Kuzma misses 3-pt jump shot from 28 ft,74,49
246,3,11:19.0,Defensive rebound by S. Ibaka,,74,49
247,3,11:13.0,O. Anunoby misses 3-pt jump shot from 25 ft,,74,49
248,3,11:11.0,,Defensive rebound by L. Ball,74,49
249,3,11:08.0,,K. Kuzma makes 2-pt layup from 2 ft (assist by L. Ball),74,51
250,3,10:54.0,Turnover by D. Green (lost ball; steal by L. Ball),,74,51
251,3,10:49.0,,K. Kuzma makes 2-pt layup from 2 ft (assist by L. James),74,53
252,3,10:49.0,,Shooting foul by S. Ibaka (drawn by K. Kuzma),74,53
253,3,10:49.0,,K. Kuzma makes free throw 1 of 1,74,54
254,3,10:25.0,Turnover by Team (shot clock),,74,54
255,3,10:05.0,,B. Ingram misses 2-pt layup from 4 ft (block by K. Lowry),74,54
256,3,10:05.0,,Offensive rebound by Team,74,54
257,3,10:02.0,,L. James makes 2-pt jump shot from 14 ft (assist by B. Ingram),74,56
258,3,9:38.0,K. Lowry makes 2-pt jump shot from 3 ft (assist by O. Anunoby),,76,56
259,3,9:29.0,,Turnover by L. Ball (bad pass; steal by P. Siakam),76,56
260,3,9:26.0,P. Siakam makes 2-pt layup from 2 ft,,78,56
261,3,9:17.0,,Personal foul by P. Siakam (drawn by K. Kuzma),78,56
262,3,8:59.0,,J. McGee misses 2-pt hook shot from 6 ft,78,56
263,3,8:56.0,Defensive rebound by S. Ibaka,,78,56
264,3,8:50.0,S. Ibaka makes 2-pt layup from 3 ft (assist by K. Lowry),,80,56
265,3,8:40.0,,Shooting foul by D. Green (drawn by B. Ingram),80,56
266,3,8:40.0,,B. Ingram makes free throw 1 of 2,80,57
267,3,8:40.0,,B. Ingram makes free throw 2 of 2,80,58
268,3,8:28.0,D. Green makes 3-pt jump shot from 24 ft (assist by O. Anunoby),,83,58
269,3,8:06.0,,Turnover by B. Ingram (lost ball; steal by K. Lowry),83,58
270,3,8:01.0,S. Ibaka makes 2-pt dunk from 2 ft (assist by P. Siakam),,85,58
271,3,7:46.0,,Shooting foul by K. Lowry (drawn by K. Kuzma),85,58
272,3,7:46.0,,K. Kuzma misses free throw 1 of 2,85,58
273,3,7:46.0,,Offensive rebound by Team,85,58
274,3,7:46.0,,J. Hart enters the game for J. McGee,85,58
275,3,7:46.0,,K. Kuzma makes free throw 2 of 2,85,59
276,3,7:31.0,P. Siakam makes 2-pt hook shot from 11 ft,,87,59
277,3,7:20.0,,B. Ingram makes 2-pt dunk from 4 ft (assist by L. James),87,61
278,3,7:06.0,Turnover by P. Siakam (bad pass; steal by L. Ball),,87,61
279,3,7:00.0,,L. Ball makes 2-pt dunk from 2 ft,87,63
280,3,6:45.0,K. Lowry misses 3-pt jump shot from 26 ft,,87,63
281,3,6:43.0,,Defensive rebound by J. Hart,87,63
282,3,6:43.0,,K. Kuzma makes 2-pt jump shot from 4 ft (assist by J. Hart),87,65
283,3,6:43.0,Toronto full timeout,,87,65
284,3,6:25.0,P. Siakam misses 2-pt hook shot from 8 ft,,87,65
285,3,6:22.0,Offensive rebound by S. Ibaka,,87,65
286,3,6:21.0,S. Ibaka makes 2-pt layup from 1 ft,,89,65
287,3,6:04.0,,Turnover by L. James (back court),89,65
288,3,5:52.0,O. Anunoby misses 3-pt jump shot from 26 ft,,89,65
289,3,5:49.0,,Defensive rebound by K. Kuzma,89,65
290,3,5:36.0,,K. Kuzma makes 2-pt jump shot from 8 ft (assist by L. Ball),89,67
291,3,5:16.0,S. Ibaka misses 2-pt jump shot from 15 ft,,89,67
292,3,5:13.0,,Defensive rebound by L. Ball,89,67
293,3,5:13.0,F. VanVleet enters the game for D. Green,,89,67
294,3,5:13.0,D. Wright enters the game for P. Siakam,,89,67
295,3,5:06.0,,K. Kuzma misses 3-pt jump shot from 27 ft,89,67
296,3,5:03.0,Defensive rebound by K. Lowry,,89,67
297,3,5:01.0,K. Lowry makes 2-pt layup from 2 ft,,91,67
298,3,5:01.0,,Violation by Team (def goaltending),91,67
299,3,5:01.0,Shooting foul by B. Ingram (drawn by K. Lowry),,91,67
300,3,5:01.0,K. Lowry makes free throw 1 of 1,,92,67
301,3,4:48.0,,K. Kuzma makes 2-pt layup from 4 ft (assist by L. James),92,69
302,3,4:31.0,K. Lowry makes 2-pt layup from 1 ft (assist by S. Ibaka),,94,69
303,3,4:22.0,,L. James makes 3-pt jump shot from 26 ft,94,72
304,3,4:00.0,O. Anunoby misses 3-pt jump shot from 23 ft,,94,72
305,3,3:58.0,,Defensive rebound by L. Ball,94,72
306,3,3:48.0,,L. James makes 3-pt jump shot from 31 ft (assist by K. Kuzma),94,75
307,3,3:31.0,K. Lowry misses 2-pt jump shot from 16 ft,,94,75
308,3,3:28.0,,Defensive rebound by L. Ball,94,75
309,3,3:18.0,,B. Ingram makes 2-pt jump shot from 16 ft (assist by L. James),94,77
310,3,3:17.0,Toronto full timeout,,94,77
311,3,3:17.0,P. Siakam enters the game for O. Anunoby,,94,77
312,3,3:17.0,,K. Caldwell-Pope enters the game for L. Ball,94,77
313,3,3:17.0,,R. Rondo enters the game for K. Kuzma,94,77
314,3,3:02.0,S. Ibaka makes 2-pt dunk from 1 ft (assist by F. VanVleet),,96,77
315,3,2:49.0,,B. Ingram makes 2-pt layup from 1 ft (assist by R. Rondo),96,79
316,3,2:28.0,K. Lowry makes 3-pt jump shot from 27 ft,,99,79
317,3,2:10.0,,L. James misses 2-pt jump shot from 22 ft,99,79
318,3,2:08.0,Defensive rebound by P. Siakam,,99,79
319,3,2:00.0,K. Lowry misses 2-pt layup from 3 ft,,99,79
320,3,1:56.0,Offensive rebound by P. Siakam,,99,79
321,3,1:56.0,P. Siakam misses 2-pt layup from 1 ft,,99,79
322,3,1:55.0,Offensive rebound by P. Siakam,,99,79
323,3,1:54.0,P. Siakam makes 2-pt layup from 3 ft,,101,79
324,3,1:43.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,101,79
325,3,1:43.0,Defensive rebound by P. Siakam,,101,79
326,3,1:21.0,Personal foul by L. James (drawn by K. Lowry),,101,79
327,3,1:21.0,,L. Stephenson enters the game for B. Ingram,101,79
328,3,1:10.0,Turnover by F. VanVleet (bad pass; steal by J. Hart),,101,79
329,3,1:08.0,,Personal foul by F. VanVleet (drawn by L. James),101,79
330,3,1:08.0,,L. James misses free throw 1 of 2,101,79
331,3,1:08.0,,Offensive rebound by Team,101,79
332,3,1:08.0,J. Valančiūnas enters the game for S. Ibaka,,101,79
333,3,1:08.0,,L. James makes free throw 2 of 2,101,80
334,3,0:48.0,Turnover by F. VanVleet (traveling),,101,80
335,3,0:48.0,N. Powell enters the game for K. Lowry,,101,80
336,3,0:48.0,,I. Zubac enters the game for L. James,101,80
337,3,0:32.0,,R. Rondo misses 2-pt jump shot from 4 ft,101,80
338,3,0:29.0,,Offensive rebound by I. Zubac,101,80
339,3,0:29.0,,I. Zubac misses 2-pt layup at rim,101,80
340,3,0:29.0,Defensive rebound by N. Powell,,101,80
341,3,0:26.0,Turnover by P. Siakam (traveling),,101,80
342,3,0:02.0,,J. Hart misses 3-pt jump shot from 26 ft,101,80
343,3,0:02.0,Defensive rebound by P. Siakam,,101,80
344,3,0:00.0,F. VanVleet misses 3-pt jump shot from 30 ft,,101,80
345,3,0:00.0,Offensive rebound by Team,,101,80
346,4,11:49.0,,R. Rondo misses 2-pt layup from 2 ft (block by J. Valančiūnas),101,80
347,4,11:49.0,,Offensive rebound by Team,101,80
348,4,11:34.0,,L. Stephenson misses 2-pt jump shot from 18 ft,101,80
349,4,11:30.0,Defensive rebound by J. Valančiūnas,,101,80
350,4,11:14.0,F. VanVleet misses 3-pt jump shot from 27 ft,,101,80
351,4,11:09.0,Offensive rebound by D. Wright,,101,80
352,4,11:09.0,D. Wright misses 2-pt layup from 1 ft,,101,80
353,4,11:08.0,,Defensive rebound by J. Hart,101,80
354,4,10:58.0,,L. Stephenson misses 2-pt layup from 1 ft,101,80
355,4,10:54.0,Defensive rebound by J. Valančiūnas,,101,80
356,4,10:45.0,J. Valančiūnas misses 3-pt jump shot from 26 ft,,101,80
357,4,10:43.0,,Defensive rebound by K. Caldwell-Pope,101,80
358,4,10:32.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,101,80
359,4,10:28.0,Defensive rebound by J. Valančiūnas,,101,80
360,4,10:10.0,J. Valančiūnas misses 2-pt jump shot from 10 ft,,101,80
361,4,10:05.0,,Defensive rebound by J. Hart,101,80
362,4,10:00.0,,L. Stephenson misses 3-pt jump shot from 26 ft,101,80
363,4,9:56.0,Defensive rebound by J. Valančiūnas,,101,80
364,4,9:49.0,J. Valančiūnas makes 2-pt jump shot from 6 ft (assist by N. Powell),,103,80
365,4,9:32.0,,Shooting foul by J. Valančiūnas (drawn by I. Zubac),103,80
366,4,9:32.0,,I. Zubac makes free throw 1 of 2,103,81
367,4,9:32.0,,S. Mykhailiuk enters the game for J. Hart,103,81
368,4,9:32.0,,I. Zubac makes free throw 2 of 2,103,82
369,4,9:15.0,D. Wright makes 2-pt layup from 2 ft (assist by J. Valančiūnas),,105,82
370,4,9:15.0,Shooting foul by I. Zubac (drawn by D. Wright),,105,82
371,4,9:15.0,D. Wright makes free throw 1 of 1,,106,82
372,4,9:01.0,,Turnover by K. Caldwell-Pope (bad pass; steal by J. Valančiūnas),106,82
373,4,8:55.0,C. Miles misses 3-pt jump shot from 28 ft,,106,82
374,4,8:53.0,,Defensive rebound by I. Zubac,106,82
375,4,8:41.0,,I. Zubac makes 2-pt hook shot from 6 ft (assist by S. Mykhailiuk),106,84
376,4,8:41.0,,Shooting foul by J. Valančiūnas (drawn by I. Zubac),106,84
377,4,8:41.0,,I. Zubac makes free throw 1 of 1,106,85
378,4,8:25.0,J. Valančiūnas makes 2-pt hook shot from 3 ft,,108,85
379,4,8:14.0,,Personal foul by N. Powell (drawn by I. Zubac),108,85
