,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,ORLANDO_ACTION,MEMPHIS_SCORE,ORLANDO_SCORE
30,1,8:43.0,Defensive rebound by T. Dorsey,,10,1
31,1,8:27.0,D. Wright misses 2-pt jump shot from 17 ft,,10,1
32,1,8:25.0,Offensive rebound by D. Wright,,10,1
33,1,8:21.0,B. Caboclo makes 3-pt jump shot from 23 ft (assist by D. Wright),,13,1
34,1,8:17.0,,Orlando full timeout,13,1
35,1,8:05.0,,N. Vučević makes 2-pt hook shot from 9 ft (assist by J. Isaac),13,3
36,1,7:50.0,T. Dorsey makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),,16,3
37,1,7:28.0,,E. Fournier makes 3-pt jump shot from 23 ft (assist by J. Isaac),16,6
38,1,7:14.0,J. Valančiūnas makes 2-pt jump shot from 13 ft (assist by D. Wright),,18,6
39,1,7:01.0,,J. Isaac makes 3-pt jump shot from 27 ft (assist by E. Fournier),18,9
40,1,6:44.0,J. Valančiūnas misses 3-pt jump shot from 26 ft,,18,9
41,1,6:41.0,,Defensive rebound by A. Gordon,18,9
42,1,6:31.0,,Turnover by A. Gordon (bad pass; steal by T. Dorsey),18,9
43,1,6:27.0,J. Holiday makes 2-pt dunk from 3 ft (assist by T. Dorsey),,20,9
44,1,6:07.0,,J. Isaac misses 2-pt jump shot from 14 ft,20,9
45,1,6:07.0,Defensive rebound by D. Wright,,20,9
46,1,6:00.0,B. Caboclo misses 3-pt jump shot from 25 ft,,20,9
47,1,5:57.0,,Defensive rebound by D. Augustin,20,9
48,1,5:55.0,,A. Gordon makes 2-pt layup from 1 ft (assist by D. Augustin),20,11
49,1,5:41.0,Turnover by J. Valančiūnas (lost ball; steal by N. Vučević),,20,11
50,1,5:36.0,,D. Augustin makes 2-pt layup from 2 ft (assist by J. Isaac),20,13
51,1,5:36.0,Memphis full timeout,,20,13
52,1,5:36.0,J. Carter enters the game for J. Holiday,,20,13
53,1,5:36.0,C. Parsons enters the game for D. Wright,,20,13
54,1,5:36.0,,W. Iwundu enters the game for A. Gordon,20,13
55,1,5:14.0,J. Valančiūnas misses 2-pt jump shot from 14 ft,,20,13
56,1,5:12.0,,Defensive rebound by J. Isaac,20,13
57,1,5:03.0,,D. Augustin makes 2-pt layup from 2 ft,20,15
58,1,4:46.0,Turnover by T. Dorsey (bad pass),,20,15
59,1,4:34.0,,Def 3 sec tech foul by Team,20,15
60,1,4:34.0,,D. Augustin makes technical free throw,20,16
61,1,4:34.0,,T. Ross enters the game for E. Fournier,20,16
62,1,4:26.0,,Turnover by J. Isaac (bad pass),20,16
63,1,4:04.0,J. Valančiūnas misses 2-pt layup from 3 ft (block by N. Vučević),,20,16
64,1,4:02.0,,Defensive rebound by W. Iwundu,20,16
65,1,3:57.0,,J. Isaac makes 2-pt layup from 4 ft (assist by W. Iwundu),20,18
66,1,3:49.0,J. Carter misses 3-pt jump shot from 26 ft,,20,18
67,1,3:49.0,,Defensive rebound by J. Isaac,20,18
68,1,3:34.0,,N. Vučević misses 2-pt hook shot from 5 ft (block by J. Valančiūnas),20,18
69,1,3:29.0,Defensive rebound by J. Valančiūnas,,20,18
70,1,3:21.0,T. Dorsey makes 3-pt jump shot from 26 ft,,23,18
71,1,3:02.0,,N. Vučević misses 2-pt layup from 7 ft (block by J. Valančiūnas),23,18
72,1,3:00.0,Defensive rebound by J. Valančiūnas,,23,18
73,1,2:52.0,C. Parsons makes 2-pt dunk from 2 ft (assist by J. Carter),,25,18
74,1,2:37.0,,T. Ross makes 2-pt dunk from 3 ft (assist by D. Augustin),25,20
75,1,2:15.0,Shooting foul by W. Iwundu (drawn by T. Dorsey),,25,20
76,1,2:15.0,T. Dorsey misses free throw 1 of 2,,25,20
77,1,2:15.0,Offensive rebound by Team,,25,20
78,1,2:15.0,J. Holiday enters the game for B. Caboclo,,25,20
79,1,2:15.0,I. Rabb enters the game for J. Valančiūnas,,25,20
80,1,2:15.0,,K. Birch enters the game for D. Augustin,25,20
81,1,2:15.0,,M. Carter-Williams enters the game for J. Isaac,25,20
82,1,2:15.0,,A. Gordon enters the game for N. Vučević,25,20
83,1,2:15.0,T. Dorsey makes free throw 2 of 2,,26,20
84,1,1:54.0,,W. Iwundu misses 2-pt jump shot from 16 ft,26,20
85,1,1:48.0,Defensive rebound by I. Rabb,,26,20
86,1,1:44.0,C. Parsons makes 3-pt jump shot from 27 ft,,29,20
87,1,1:23.0,,T. Ross misses 2-pt jump shot from 18 ft,29,20
88,1,1:20.0,Defensive rebound by J. Holiday,,29,20
89,1,1:12.0,C. Parsons makes 2-pt layup from 4 ft (assist by T. Dorsey),,31,20
90,1,0:59.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),31,23
91,1,0:51.0,Turnover by T. Dorsey (bad pass),,31,23
92,1,0:51.0,J. Washburn enters the game for T. Dorsey,,31,23
93,1,0:46.0,,Personal foul by J. Carter (drawn by M. Carter-Williams),31,23
94,1,0:38.0,,Turnover by K. Birch (bad pass; steal by I. Rabb),31,23
95,1,0:30.0,Shooting foul by K. Birch (drawn by C. Parsons),,31,23
96,1,0:30.0,C. Parsons makes free throw 1 of 2,,32,23
97,1,0:30.0,C. Parsons makes free throw 2 of 2,,33,23
98,1,0:23.0,,Turnover by M. Carter-Williams (out of bounds lost ball),33,23
99,1,0:23.0,T. Dorsey enters the game for J. Carter,,33,23
100,1,0:06.0,T. Dorsey misses 3-pt jump shot from 26 ft,,33,23
101,1,0:02.0,,Defensive rebound by K. Birch,33,23
102,1,0:00.0,,A. Gordon misses 3-pt jump shot from 30 ft,33,23
103,1,0:00.0,,Offensive rebound by Team,33,23
104,2,11:41.0,I. Rabb makes 2-pt dunk from 3 ft (assist by C. Parsons),,35,23
105,2,11:28.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by E. Fournier),35,26
106,2,11:12.0,C. Parsons makes 2-pt jump shot from 15 ft,,37,26
107,2,11:12.0,Shooting foul by K. Birch (drawn by C. Parsons),,37,26
108,2,11:12.0,C. Parsons makes free throw 1 of 1,,38,26
109,2,10:59.0,,E. Fournier makes 2-pt layup from 4 ft,38,28
110,2,10:44.0,I. Rabb misses 2-pt layup from 2 ft,,38,28
111,2,10:42.0,,Defensive rebound by E. Fournier,38,28
112,2,10:30.0,,T. Ross makes 3-pt jump shot from 25 ft,38,31
113,2,10:18.0,J. Holiday makes 2-pt layup from 2 ft (assist by I. Rabb),,40,31
114,2,10:02.0,,E. Fournier misses 3-pt jump shot from 25 ft,40,31
115,2,9:57.0,Defensive rebound by J. Washburn,,40,31
116,2,9:51.0,C. Parsons misses 2-pt layup from 2 ft,,40,31
117,2,9:48.0,,Defensive rebound by M. Carter-Williams,40,31
118,2,9:43.0,,A. Gordon makes 2-pt layup from 3 ft (assist by M. Carter-Williams),40,33
119,2,9:31.0,J. Holiday misses 3-pt jump shot from 25 ft,,40,33
120,2,9:29.0,,Defensive rebound by T. Ross,40,33
121,2,9:24.0,,T. Ross makes 3-pt jump shot from 25 ft,40,36
122,2,9:10.0,Personal foul by T. Ross (drawn by J. Holiday),,40,36
123,2,9:10.0,D. Wright enters the game for J. Carter,,40,36
124,2,9:05.0,Turnover by J. Holiday (bad pass; steal by M. Carter-Williams),,40,36
125,2,9:02.0,,T. Ross makes 2-pt layup from 2 ft (assist by M. Carter-Williams),40,38
126,2,9:02.0,Memphis full timeout,,40,38
127,2,9:02.0,B. Caboclo enters the game for J. Washburn,,40,38
128,2,8:48.0,C. Parsons makes 2-pt jump shot from 20 ft (assist by I. Rabb),,42,38
129,2,8:27.0,,Turnover by A. Gordon (bad pass),42,38
130,2,8:18.0,Offensive foul by D. Wright (drawn by M. Carter-Williams),,42,38
131,2,8:18.0,Turnover by D. Wright (offensive foul),,42,38
132,2,8:06.0,,Shooting foul by I. Rabb (drawn by K. Birch),42,38
133,2,8:06.0,,K. Birch makes free throw 1 of 2,42,39
134,2,8:06.0,J. Valančiūnas enters the game for I. Rabb,,42,39
135,2,8:06.0,,D. Augustin enters the game for M. Carter-Williams,42,39
136,2,8:06.0,,K. Birch makes free throw 2 of 2,42,40
137,2,7:52.0,J. Holiday makes 2-pt layup from 3 ft (assist by C. Parsons),,44,40
138,2,7:43.0,,D. Augustin misses 3-pt jump shot from 26 ft,44,40
139,2,7:40.0,Defensive rebound by J. Valančiūnas,,44,40
140,2,7:34.0,C. Parsons misses 3-pt jump shot from 26 ft,,44,40
141,2,7:32.0,,Defensive rebound by E. Fournier,44,40
142,2,7:28.0,,E. Fournier makes 2-pt layup from 2 ft,44,42
143,2,7:17.0,Personal foul by K. Birch (drawn by D. Wright),,44,42
144,2,7:17.0,T. Dorsey enters the game for C. Parsons,,44,42
145,2,7:17.0,,J. Isaac enters the game for K. Birch,44,42
146,2,7:17.0,,W. Iwundu enters the game for E. Fournier,44,42
147,2,7:17.0,,N. Vučević enters the game for A. Gordon,44,42
148,2,7:02.0,J. Valančiūnas misses 2-pt jump shot from 19 ft,,44,42
149,2,7:01.0,,Defensive rebound by W. Iwundu,44,42
150,2,6:50.0,,N. Vučević makes 2-pt hook shot from 4 ft (assist by D. Augustin),44,44
151,2,6:28.0,J. Holiday makes 3-pt jump shot from 27 ft (assist by T. Dorsey),,47,44
152,2,6:16.0,,T. Ross misses 3-pt jump shot from 26 ft,47,44
153,2,6:14.0,Defensive rebound by J. Valančiūnas,,47,44
154,2,6:05.0,D. Wright misses 2-pt layup from 2 ft,,47,44
155,2,5:58.0,Offensive rebound by J. Holiday,,47,44
156,2,5:58.0,J. Holiday makes 2-pt layup from 1 ft,,49,44
157,2,5:34.0,,Turnover by Team (shot clock),49,44
158,2,5:08.0,Shooting foul by N. Vučević (drawn by J. Valančiūnas),,49,44
159,2,5:08.0,J. Valančiūnas misses free throw 1 of 2,,49,44
160,2,5:08.0,Offensive rebound by Team,,49,44
161,2,5:08.0,J. Valančiūnas misses free throw 2 of 2,,49,44
162,2,5:06.0,Offensive rebound by B. Caboclo,,49,44
163,2,5:04.0,Turnover by B. Caboclo (lost ball; steal by J. Isaac),,49,44
164,2,5:01.0,,Shooting foul by T. Dorsey (drawn by W. Iwundu),49,44
165,2,5:01.0,,W. Iwundu makes free throw 1 of 2,49,45
166,2,5:01.0,,A. Gordon enters the game for T. Ross,49,45
167,2,5:01.0,,W. Iwundu makes free throw 2 of 2,49,46
168,2,4:46.0,B. Caboclo misses 3-pt jump shot from 26 ft,,49,46
169,2,4:43.0,Offensive rebound by D. Wright,,49,46
170,2,4:40.0,J. Valančiūnas makes 2-pt hook shot from 4 ft,,51,46
171,2,4:22.0,,J. Isaac misses 3-pt jump shot from 23 ft,51,46
172,2,4:20.0,Defensive rebound by T. Dorsey,,51,46
173,2,4:14.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by T. Dorsey),,54,46
174,2,4:06.0,,Orlando full timeout,54,46
175,2,4:06.0,,E. Fournier enters the game for A. Gordon,54,46
176,2,4:06.0,,T. Ross enters the game for W. Iwundu,54,46
177,2,3:55.0,,Turnover by T. Ross (lost ball; steal by D. Wright),54,46
178,2,3:52.0,D. Wright makes 2-pt dunk from 1 ft,,56,46
179,2,3:35.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by N. Vučević),56,49
180,2,3:18.0,T. Dorsey makes 3-pt jump shot from 25 ft (assist by D. Wright),,59,49
181,2,2:51.0,,N. Vučević makes 2-pt jump shot from 8 ft,59,51
182,2,2:40.0,T. Dorsey misses 2-pt jump shot from 17 ft,,59,51
183,2,2:40.0,,Defensive rebound by J. Isaac,59,51
184,2,2:31.0,,J. Isaac misses 3-pt jump shot from 26 ft,59,51
185,2,2:31.0,Defensive rebound by J. Valančiūnas,,59,51
186,2,2:23.0,D. Wright makes 2-pt layup at rim,,61,51
187,2,2:11.0,,Shooting foul by J. Valančiūnas (drawn by N. Vučević),61,51
188,2,2:11.0,,N. Vučević misses free throw 1 of 2,61,51
189,2,2:11.0,,Offensive rebound by Team,61,51
190,2,2:11.0,C. Parsons enters the game for B. Caboclo,,61,51
191,2,2:11.0,,N. Vučević makes free throw 2 of 2,61,52
192,2,1:55.0,D. Wright makes 2-pt jump shot from 11 ft,,63,52
193,2,1:42.0,,D. Augustin misses 2-pt jump shot from 10 ft,63,52
194,2,1:40.0,Defensive rebound by C. Parsons,,63,52
195,2,1:36.0,Turnover by J. Holiday (lost ball; steal by N. Vučević),,63,52
196,2,1:32.0,,E. Fournier makes 2-pt layup from 3 ft (assist by D. Augustin),63,54
197,2,1:06.0,Shooting foul by E. Fournier (drawn by T. Dorsey),,63,54
198,2,1:06.0,T. Dorsey misses free throw 1 of 2,,63,54
199,2,1:06.0,Offensive rebound by Team,,63,54
200,2,1:06.0,T. Dorsey misses free throw 2 of 2,,63,54
201,2,1:04.0,,Defensive rebound by J. Isaac,63,54
202,2,0:56.0,,Shooting foul by T. Dorsey (drawn by D. Augustin),63,54
203,2,0:56.0,,D. Augustin makes free throw 1 of 2,63,55
204,2,0:56.0,B. Caboclo enters the game for T. Dorsey,,63,55
205,2,0:56.0,,D. Augustin makes free throw 2 of 2,63,56
206,2,0:42.0,D. Wright misses 2-pt jump shot from 15 ft,,63,56
207,2,0:38.0,,Defensive rebound by T. Ross,63,56
208,2,0:28.0,,Shooting foul by B. Caboclo (drawn by E. Fournier),63,56
209,2,0:28.0,,E. Fournier makes free throw 1 of 2,63,57
210,2,0:28.0,T. Dorsey enters the game for B. Caboclo,,63,57
211,2,0:28.0,,E. Fournier makes free throw 2 of 2,63,58
212,2,0:23.0,Personal foul by E. Fournier (drawn by D. Wright),,63,58
213,2,0:23.0,,Technical foul by E. Fournier,63,58
214,2,0:23.0,J. Holiday makes technical free throw,,64,58
215,2,0:23.0,B. Caboclo enters the game for T. Dorsey,,64,58
216,2,0:23.0,,W. Iwundu enters the game for E. Fournier,64,58
217,2,0:23.0,D. Wright misses free throw 1 of 2,,64,58
218,2,0:23.0,Offensive rebound by Team,,64,58
219,2,0:23.0,J. Washburn enters the game for C. Parsons,,64,58
220,2,0:23.0,D. Wright misses free throw 2 of 2,,64,58
221,2,0:21.0,,Defensive rebound by W. Iwundu,64,58
222,2,0:01.0,,D. Augustin misses 2-pt jump shot from 2 ft,64,58
223,2,0:01.0,Defensive rebound by J. Valančiūnas,,64,58
224,3,11:42.0,J. Valančiūnas makes 2-pt jump shot from 22 ft,,66,58
225,3,11:22.0,,J. Isaac makes 2-pt layup from 1 ft (assist by E. Fournier),66,60
226,3,11:07.0,B. Caboclo misses 2-pt jump shot from 7 ft,,66,60
227,3,11:05.0,,Defensive rebound by J. Isaac,66,60
228,3,10:57.0,,N. Vučević misses 3-pt jump shot from 25 ft,66,60
229,3,10:54.0,Defensive rebound by J. Valančiūnas,,66,60
230,3,10:45.0,J. Valančiūnas makes 2-pt hook shot from 2 ft (assist by T. Dorsey),,68,60
231,3,10:19.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by N. Vučević),68,63
232,3,9:50.0,J. Valančiūnas misses 2-pt layup from 4 ft (block by J. Isaac),,68,63
233,3,9:47.0,,Defensive rebound by E. Fournier,68,63
234,3,9:39.0,,J. Isaac misses 3-pt jump shot from 24 ft,68,63
235,3,9:37.0,Defensive rebound by J. Valančiūnas,,68,63
236,3,9:25.0,J. Valančiūnas misses 2-pt layup from 3 ft (block by E. Fournier),,68,63
237,3,9:23.0,,Defensive rebound by N. Vučević,68,63
238,3,9:18.0,,Shooting foul by J. Holiday (drawn by A. Gordon),68,63
239,3,9:18.0,,A. Gordon makes free throw 1 of 2,68,64
240,3,9:18.0,,A. Gordon misses free throw 2 of 2,68,64
241,3,9:15.0,Defensive rebound by J. Valančiūnas,,68,64
242,3,9:03.0,T. Dorsey makes 2-pt jump shot from 10 ft,,70,64
243,3,8:51.0,,D. Augustin misses 2-pt jump shot from 22 ft,70,64
244,3,8:50.0,Defensive rebound by J. Valančiūnas,,70,64
245,3,8:44.0,D. Wright makes 2-pt jump shot from 8 ft,,72,64
246,3,8:27.0,,N. Vučević misses 2-pt jump shot from 16 ft,72,64
247,3,8:27.0,Defensive rebound by J. Holiday,,72,64
248,3,8:14.0,B. Caboclo makes 2-pt dunk from 3 ft (assist by J. Valančiūnas),,74,64
249,3,8:14.0,,Orlando full timeout,74,64
250,3,7:55.0,,N. Vučević makes 2-pt hook shot from 4 ft (assist by D. Augustin),74,66
251,3,7:39.0,T. Dorsey makes 2-pt jump shot from 17 ft (assist by D. Wright),,76,66
252,3,7:21.0,,Personal foul by J. Valančiūnas (drawn by N. Vučević),76,66
253,3,7:10.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by A. Gordon),76,69
254,3,6:55.0,D. Wright makes 2-pt layup from 3 ft,,78,69
255,3,6:37.0,,N. Vučević makes 2-pt jump shot from 12 ft (assist by A. Gordon),78,71
256,3,6:21.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by T. Dorsey),,81,71
257,3,6:21.0,Shooting foul by A. Gordon (drawn by J. Holiday),,81,71
258,3,6:21.0,C. Parsons enters the game for B. Caboclo,,81,71
259,3,6:21.0,J. Holiday makes free throw 1 of 1,,82,71
260,3,6:21.0,,W. Iwundu enters the game for A. Gordon,82,71
261,3,6:01.0,,N. Vučević misses 2-pt jump shot from 7 ft (block by J. Valančiūnas),82,71
262,3,6:01.0,Defensive rebound by J. Valančiūnas,,82,71
263,3,5:43.0,J. Holiday misses 3-pt jump shot from 29 ft,,82,71
264,3,5:41.0,,Defensive rebound by E. Fournier,82,71
265,3,5:38.0,,E. Fournier misses 2-pt layup from 3 ft,82,71
266,3,5:37.0,,Offensive rebound by Team,82,71
267,3,5:37.0,J. Carter enters the game for D. Wright,,82,71
268,3,5:23.0,,N. Vučević misses 3-pt jump shot from 24 ft,82,71
269,3,5:23.0,,Offensive rebound by Team,82,71
270,3,5:23.0,Loose ball foul by J. Holiday (drawn by J. Isaac),,82,71
271,3,5:23.0,J. Washburn enters the game for J. Holiday,,82,71
272,3,5:13.0,,W. Iwundu misses 2-pt layup from 1 ft (block by C. Parsons),82,71
273,3,5:10.0,Defensive rebound by J. Valančiūnas,,82,71
274,3,5:05.0,T. Dorsey makes 2-pt layup from 2 ft,,84,71
275,3,4:45.0,,N. Vučević makes 2-pt hook shot from 10 ft (assist by D. Augustin),84,73
276,3,4:33.0,T. Dorsey makes 3-pt jump shot from 26 ft (assist by J. Carter),,87,73
277,3,4:10.0,,D. Augustin misses 3-pt jump shot from 24 ft,87,73
278,3,4:08.0,Defensive rebound by J. Washburn,,87,73
279,3,4:02.0,C. Parsons makes 3-pt jump shot from 23 ft (assist by T. Dorsey),,90,73
280,3,4:02.0,,Orlando full timeout,90,73
281,3,4:02.0,I. Rabb enters the game for J. Valančiūnas,,90,73
282,3,4:02.0,,T. Ross enters the game for W. Iwundu,90,73
283,3,3:44.0,,N. Vučević makes 2-pt dunk from 1 ft (assist by J. Isaac),90,75
284,3,3:25.0,I. Rabb makes 2-pt dunk at rim (assist by J. Carter),,92,75
285,3,3:10.0,,J. Isaac makes 3-pt jump shot from 27 ft (assist by E. Fournier),92,78
286,3,2:54.0,T. Dorsey misses 3-pt jump shot from 26 ft,,92,78
287,3,2:51.0,,Defensive rebound by D. Augustin,92,78
288,3,2:47.0,,D. Augustin makes 2-pt layup from 2 ft,92,80
289,3,2:22.0,C. Parsons misses 3-pt jump shot from 26 ft,,92,80
290,3,2:20.0,,Defensive rebound by E. Fournier,92,80
291,3,2:10.0,,Personal foul by I. Rabb (drawn by N. Vučević),92,80
292,3,2:10.0,D. Wright enters the game for T. Dorsey,,92,80
293,3,2:10.0,,K. Birch enters the game for D. Augustin,92,80
294,3,2:10.0,,M. Carter-Williams enters the game for J. Isaac,92,80
295,3,2:10.0,,A. Gordon enters the game for N. Vučević,92,80
296,3,2:00.0,,K. Birch misses 2-pt layup from 1 ft,92,80
297,3,1:58.0,Defensive rebound by I. Rabb,,92,80
298,3,1:49.0,Turnover by C. Parsons (bad pass; steal by K. Birch),,92,80
299,3,1:46.0,,Shooting foul by J. Carter (drawn by E. Fournier),92,80
300,3,1:46.0,,E. Fournier makes free throw 1 of 2,92,81
301,3,1:46.0,,E. Fournier misses free throw 2 of 2,92,81
302,3,1:43.0,Defensive rebound by C. Parsons,,92,81
303,3,1:28.0,C. Parsons misses 3-pt jump shot from 25 ft,,92,81
304,3,1:24.0,Offensive rebound by D. Wright,,92,81
305,3,1:20.0,J. Carter makes 3-pt jump shot from 23 ft (assist by D. Wright),,95,81
306,3,1:05.0,,E. Fournier misses 3-pt jump shot from 26 ft,95,81
307,3,1:03.0,Defensive rebound by C. Parsons,,95,81
308,3,0:52.0,Personal foul by K. Birch (drawn by J. Carter),,95,81
309,3,0:42.0,C. Parsons misses 3-pt jump shot from 27 ft,,95,81
310,3,0:38.0,,Defensive rebound by T. Ross,95,81
311,3,0:32.0,,T. Ross misses 3-pt jump shot from 25 ft,95,81
312,3,0:31.0,Defensive rebound by D. Wright,,95,81
313,3,0:14.0,C. Parsons misses 2-pt jump shot from 18 ft,,95,81
314,3,0:11.0,,Defensive rebound by E. Fournier,95,81
315,3,0:02.0,,Turnover by E. Fournier (lost ball; steal by J. Washburn),95,81
316,4,11:46.0,,A. Gordon misses 2-pt jump shot from 16 ft,95,81
317,4,11:45.0,,Offensive rebound by Team,95,81
318,4,11:39.0,,A. Gordon misses 3-pt jump shot from 26 ft,95,81
319,4,11:35.0,Defensive rebound by C. Parsons,,95,81
320,4,11:16.0,Offensive foul by D. Wright (drawn by D. Augustin),,95,81
321,4,11:16.0,Turnover by D. Wright (offensive foul),,95,81
322,4,11:01.0,,Turnover by T. Ross (lost ball; steal by I. Rabb),95,81
323,4,10:50.0,D. Wright misses 3-pt jump shot from 25 ft,,95,81
324,4,10:47.0,,Defensive rebound by T. Ross,95,81
325,4,10:35.0,,T. Ross makes 3-pt jump shot from 26 ft,95,84
326,4,10:12.0,J. Washburn misses 3-pt jump shot from 23 ft,,95,84
327,4,10:10.0,,Defensive rebound by M. Carter-Williams,95,84
328,4,10:06.0,,M. Carter-Williams misses 2-pt layup from 2 ft,95,84
329,4,10:06.0,,Offensive rebound by K. Birch,95,84
330,4,10:06.0,,Shooting foul by I. Rabb (drawn by K. Birch),95,84
331,4,10:06.0,,K. Birch misses free throw 1 of 2,95,84
332,4,10:06.0,,Offensive rebound by Team,95,84
333,4,10:06.0,J. Carter enters the game for I. Rabb,,95,84
334,4,10:06.0,T. Dorsey enters the game for J. Washburn,,95,84
335,4,10:06.0,J. Valančiūnas enters the game for D. Wright,,95,84
336,4,10:06.0,,K. Birch misses free throw 2 of 2,95,84
337,4,10:04.0,Defensive rebound by J. Valančiūnas,,95,84
338,4,9:49.0,T. Dorsey misses 3-pt jump shot from 24 ft (block by M. Carter-Williams),,95,84
339,4,9:49.0,Offensive rebound by Team,,95,84
340,4,9:45.0,J. Carter misses 2-pt jump shot from 23 ft,,95,84
341,4,9:43.0,,Defensive rebound by T. Ross,95,84
342,4,9:32.0,,D. Augustin misses 3-pt jump shot from 26 ft,95,84
343,4,9:29.0,Defensive rebound by J. Valančiūnas,,95,84
344,4,9:24.0,Offensive foul by J. Valančiūnas (drawn by A. Gordon),,95,84
345,4,9:24.0,Turnover by J. Valančiūnas (offensive foul),,95,84
346,4,9:24.0,,N. Vučević enters the game for K. Birch,95,84
347,4,9:13.0,,Shooting foul by J. Holiday (drawn by T. Ross),95,84
348,4,9:13.0,,T. Ross makes free throw 1 of 3,95,85
349,4,9:13.0,,T. Ross makes free throw 2 of 3,95,86
350,4,9:13.0,B. Caboclo enters the game for J. Holiday,,95,86
351,4,9:13.0,,T. Ross makes free throw 3 of 3,95,87
352,4,8:53.0,Turnover by J. Carter (bad pass; steal by T. Ross),,95,87
353,4,8:44.0,,M. Carter-Williams misses 2-pt layup from 3 ft,95,87
354,4,8:42.0,Defensive rebound by J. Valančiūnas,,95,87
355,4,8:24.0,J. Valančiūnas makes 2-pt hook shot from 13 ft,,97,87
356,4,8:12.0,,T. Ross misses 3-pt jump shot from 25 ft,97,87
357,4,8:09.0,,Offensive rebound by D. Augustin,97,87
358,4,7:58.0,,N. Vučević misses 2-pt hook shot from 13 ft,97,87
359,4,7:55.0,Defensive rebound by J. Valančiūnas,,97,87
360,4,7:44.0,C. Parsons misses 3-pt jump shot from 25 ft,,97,87
361,4,7:41.0,Offensive rebound by B. Caboclo,,97,87
362,4,7:39.0,B. Caboclo misses 2-pt jump shot from 14 ft (block by N. Vučević),,97,87
363,4,7:36.0,Offensive rebound by B. Caboclo,,97,87
364,4,7:35.0,T. Dorsey misses 3-pt jump shot from 26 ft,,97,87
365,4,7:35.0,,Defensive rebound by D. Augustin,97,87
366,4,7:33.0,,Shooting foul by J. Carter (drawn by D. Augustin),97,87
367,4,7:33.0,,D. Augustin makes free throw 1 of 2,97,88
368,4,7:33.0,J. Holiday enters the game for J. Carter,,97,88
369,4,7:33.0,D. Wright enters the game for C. Parsons,,97,88
370,4,7:33.0,,D. Augustin makes free throw 2 of 2,97,89
371,4,7:15.0,Offensive foul by J. Valančiūnas (drawn by M. Carter-Williams),,97,89
372,4,7:15.0,Turnover by J. Valančiūnas (offensive foul),,97,89
373,4,7:15.0,,E. Fournier enters the game for D. Augustin,97,89
374,4,7:01.0,,N. Vučević makes 2-pt layup from 1 ft (assist by E. Fournier),97,91
375,4,7:01.0,Violation by Team (def goaltending),,97,91
