,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,WASHINGTON_ACTION,OKLAHOMA CITY_SCORE,WASHINGTON_SCORE
223,3,11:11.0,P. George makes 2-pt jump shot from 17 ft (assist by S. Adams),,84,52
224,3,11:11.0,Shooting foul by O. Porter (drawn by P. George),,84,52
225,3,11:11.0,P. George makes free throw 1 of 1,,85,52
226,3,10:57.0,Violation by Team (kicked ball),,85,52
227,3,10:46.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),85,55
228,3,10:33.0,Turnover by T. Ferguson (offensive foul),,85,55
229,3,10:33.0,Offensive foul by T. Ferguson (drawn by B. Beal),,85,55
230,3,10:18.0,,Turnover by O. Porter (bad pass; steal by J. Grant),85,55
231,3,10:08.0,P. George misses 3-pt jump shot from 30 ft,,85,55
232,3,10:07.0,,Defensive rebound by Team,85,55
233,3,10:07.0,Loose ball foul by S. Adams (drawn by D. Howard),,85,55
234,3,9:54.0,,O. Porter makes 3-pt jump shot from 27 ft (assist by M. Morris),85,58
235,3,9:33.0,R. Westbrook misses 2-pt jump shot from 16 ft,,85,58
236,3,9:29.0,,Defensive rebound by J. Wall,85,58
237,3,9:26.0,,Turnover by D. Howard (offensive foul),85,58
238,3,9:26.0,,Offensive foul by D. Howard (drawn by T. Ferguson),85,58
239,3,9:14.0,P. George makes 2-pt jump shot from 18 ft,,87,58
240,3,8:58.0,,M. Morris makes 2-pt jump shot from 10 ft,87,60
241,3,8:49.0,R. Westbrook makes 2-pt jump shot from 15 ft,,89,60
242,3,8:30.0,,Shooting foul by T. Ferguson (drawn by J. Wall),89,60
243,3,8:30.0,,J. Wall misses free throw 1 of 2,89,60
244,3,8:30.0,,Offensive rebound by Team,89,60
245,3,8:30.0,Oklahoma City full timeout,,89,60
246,3,8:30.0,D. Schröder enters the game for T. Ferguson,,89,60
247,3,8:30.0,,J. Wall makes free throw 2 of 2,89,61
248,3,8:19.0,Turnover by D. Schröder (bad pass; steal by D. Howard),,89,61
249,3,8:12.0,,O. Porter misses 3-pt jump shot from 26 ft,89,61
250,3,8:09.0,Defensive rebound by D. Schröder,,89,61
251,3,7:54.0,D. Schröder misses 3-pt jump shot from 25 ft,,89,61
252,3,7:52.0,,Defensive rebound by Team,89,61
253,3,7:30.0,,J. Wall misses 2-pt layup from 5 ft,89,61
254,3,7:30.0,,Offensive rebound by Team,89,61
255,3,7:26.0,,M. Morris makes 2-pt jump shot from 17 ft (assist by J. Wall),89,63
256,3,7:03.0,D. Schröder makes 2-pt jump shot from 5 ft (assist by P. George),,91,63
257,3,6:51.0,,B. Beal makes 2-pt jump shot from 12 ft,91,65
258,3,6:29.0,Turnover by S. Adams (lost ball; steal by D. Howard),,91,65
259,3,6:29.0,,Personal foul by S. Adams (drawn by D. Howard),91,65
260,3,6:19.0,,Shooting foul by D. Schröder (drawn by D. Howard),91,65
261,3,6:19.0,,D. Howard makes free throw 1 of 2,91,66
262,3,6:19.0,,D. Howard misses free throw 2 of 2,91,66
263,3,6:13.0,Defensive rebound by R. Westbrook,,91,66
264,3,6:02.0,P. George misses 2-pt jump shot from 19 ft,,91,66
265,3,6:00.0,,Defensive rebound by B. Beal,91,66
266,3,5:45.0,,J. Wall makes 3-pt jump shot from 26 ft (assist by M. Morris),91,69
267,3,5:44.0,Oklahoma City full timeout,,91,69
268,3,5:44.0,,K. Oubre enters the game for O. Porter,91,69
269,3,5:30.0,Shooting foul by D. Howard (drawn by R. Westbrook),,91,69
270,3,5:30.0,R. Westbrook makes free throw 1 of 2,,92,69
271,3,5:30.0,N. Noel enters the game for S. Adams,,92,69
272,3,5:30.0,,J. Green enters the game for D. Howard,92,69
273,3,5:30.0,R. Westbrook makes free throw 2 of 2,,93,69
274,3,5:19.0,,J. Wall makes 2-pt layup from 2 ft,93,71
275,3,5:04.0,R. Westbrook makes 2-pt jump shot from 15 ft,,95,71
276,3,4:43.0,,B. Beal makes 2-pt layup from 2 ft,95,73
277,3,4:35.0,N. Noel makes 2-pt layup from 1 ft (assist by R. Westbrook),,97,73
278,3,4:20.0,,B. Beal misses 2-pt jump shot from 14 ft,97,73
279,3,4:17.0,Defensive rebound by D. Schröder,,97,73
280,3,4:07.0,P. George makes 3-pt jump shot from 27 ft (assist by R. Westbrook),,100,73
281,3,3:41.0,,M. Morris misses 3-pt jump shot from 24 ft,100,73
282,3,3:37.0,,Offensive rebound by Team,100,73
283,3,3:30.0,,B. Beal makes 2-pt jump shot from 22 ft,100,75
284,3,3:20.0,R. Westbrook misses 2-pt jump shot from 18 ft,,100,75
285,3,3:16.0,,Defensive rebound by B. Beal,100,75
286,3,3:14.0,,J. Wall makes 2-pt dunk from 2 ft,100,77
287,3,3:02.0,R. Westbrook makes 2-pt jump shot from 18 ft,,102,77
288,3,2:53.0,,B. Beal makes 3-pt jump shot from 27 ft (assist by M. Morris),102,80
289,3,2:45.0,R. Westbrook misses 3-pt jump shot from 25 ft,,102,80
290,3,2:45.0,,Defensive rebound by Team,102,80
291,3,2:45.0,Á. Abrines enters the game for R. Westbrook,,102,80
292,3,2:30.0,,J. Green misses 2-pt jump shot from 13 ft,102,80
293,3,2:28.0,Defensive rebound by N. Noel,,102,80
294,3,2:15.0,Turnover by J. Grant (traveling),,102,80
295,3,2:02.0,,Shooting foul by Á. Abrines (drawn by K. Oubre),102,80
296,3,2:02.0,,K. Oubre misses free throw 1 of 2,102,80
297,3,2:02.0,,Offensive rebound by Team,102,80
298,3,2:02.0,,A. Rivers enters the game for M. Morris,102,80
299,3,2:02.0,,K. Oubre makes free throw 2 of 2,102,81
300,3,1:53.0,Personal foul by K. Oubre (drawn by P. George),,102,81
301,3,1:53.0,P. Patterson enters the game for J. Grant,,102,81
302,3,1:42.0,D. Schröder makes 2-pt jump shot from 18 ft,,104,81
303,3,1:25.0,,Personal foul by Á. Abrines (drawn by J. Green),104,81
304,3,1:25.0,,J. Green makes free throw 1 of 2,104,82
305,3,1:25.0,,J. Green makes free throw 2 of 2,104,83
306,3,1:17.0,Turnover by D. Schröder (bad pass; steal by J. Wall),,104,83
307,3,1:09.0,,J. Wall makes 2-pt layup from 3 ft,104,85
308,3,0:47.0,D. Schröder misses 2-pt jump shot from 15 ft,,104,85
309,3,0:45.0,Offensive rebound by N. Noel,,104,85
310,3,0:45.0,Shooting foul by B. Beal (drawn by N. Noel),,104,85
311,3,0:45.0,N. Noel makes free throw 1 of 2,,105,85
312,3,0:45.0,N. Noel makes free throw 2 of 2,,106,85
313,3,0:36.0,,Turnover by J. Wall (out of bounds lost ball),106,85
314,3,0:36.0,J. Grant enters the game for N. Noel,,106,85
315,3,0:32.0,D. Schröder makes 2-pt layup from 3 ft,,108,85
316,3,0:11.0,,B. Beal misses 2-pt jump shot from 4 ft,108,85
317,3,0:09.0,Defensive rebound by J. Grant,,108,85
318,3,0:02.0,Shooting foul by J. Green (drawn by D. Schröder),,108,85
319,3,0:02.0,D. Schröder makes free throw 1 of 2,,109,85
320,3,0:02.0,D. Schröder makes free throw 2 of 2,,110,85
321,3,0:00.0,,B. Beal misses 3-pt jump shot from 50 ft,110,85
322,3,0:00.0,,Offensive rebound by Team,110,85
323,4,11:49.0,J. Grant makes 2-pt dunk from 1 ft (assist by D. Schröder),,112,85
324,4,11:36.0,,Turnover by B. Beal (lost ball; steal by D. Schröder),112,85
325,4,11:32.0,Shooting foul by J. Wall (drawn by J. Grant),,112,85
326,4,11:32.0,J. Grant misses free throw 1 of 2,,112,85
327,4,11:32.0,Offensive rebound by Team,,112,85
328,4,11:32.0,J. Grant makes free throw 2 of 2,,113,85
329,4,11:13.0,,A. Rivers misses 2-pt jump shot from 11 ft,113,85
330,4,11:09.0,Defensive rebound by Á. Abrines,,113,85
331,4,11:06.0,J. Grant misses 2-pt layup from 1 ft,,113,85
332,4,11:02.0,,Defensive rebound by A. Rivers,113,85
333,4,10:57.0,,B. Beal misses 3-pt jump shot from 27 ft,113,85
334,4,10:53.0,Defensive rebound by P. Patterson,,113,85
335,4,10:37.0,P. Patterson misses 3-pt jump shot from 26 ft,,113,85
336,4,10:33.0,,Defensive rebound by K. Oubre,113,85
337,4,10:24.0,,J. Wall makes 2-pt jump shot from 18 ft,113,87
338,4,10:08.0,Á. Abrines makes 3-pt jump shot from 25 ft (assist by D. Schröder),,116,87
339,4,9:47.0,,J. Wall makes 2-pt layup from 2 ft,116,89
340,4,9:34.0,Shooting foul by J. Wall (drawn by H. Diallo),,116,89
341,4,9:34.0,H. Diallo misses free throw 1 of 2,,116,89
342,4,9:34.0,Offensive rebound by Team,,116,89
343,4,9:34.0,,T. Brown enters the game for B. Beal,116,89
344,4,9:34.0,,T. Satoranský enters the game for J. Green,116,89
345,4,9:34.0,,J. Smith enters the game for J. Wall,116,89
346,4,9:34.0,H. Diallo makes free throw 2 of 2,,117,89
347,4,9:23.0,,K. Oubre misses 3-pt jump shot from 27 ft,117,89
348,4,9:20.0,Defensive rebound by H. Diallo,,117,89
349,4,9:05.0,P. Patterson misses 2-pt jump shot from 8 ft,,117,89
350,4,9:02.0,,Defensive rebound by A. Rivers,117,89
351,4,8:49.0,Violation by Team (kicked ball),,117,89
352,4,8:39.0,,K. Oubre misses 2-pt jump shot from 20 ft,117,89
353,4,8:34.0,,Offensive rebound by T. Satoranský,117,89
354,4,8:34.0,,T. Satoranský makes 2-pt dunk at rim,117,91
355,4,8:21.0,Á. Abrines misses 3-pt jump shot from 30 ft,,117,91
356,4,8:18.0,,Defensive rebound by J. Smith,117,91
357,4,8:05.0,,A. Rivers misses 2-pt layup from 4 ft (block by P. Patterson),117,91
358,4,8:02.0,Defensive rebound by D. Schröder,,117,91
359,4,7:56.0,D. Schröder misses 2-pt jump shot from 1 ft,,117,91
360,4,7:55.0,,Defensive rebound by J. Smith,117,91
361,4,7:51.0,,K. Oubre makes 2-pt layup from 4 ft (assist by T. Satoranský),117,93
362,4,7:51.0,Oklahoma City full timeout,,117,93
363,4,7:32.0,J. Grant makes 2-pt layup from 2 ft (assist by D. Schröder),,119,93
364,4,7:14.0,,T. Satoranský misses 2-pt jump shot from 17 ft,119,93
365,4,7:12.0,,Offensive rebound by T. Brown,119,93
366,4,7:11.0,,T. Brown makes 2-pt jump shot from 4 ft,119,95
367,4,6:52.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by J. Grant),,122,95
368,4,6:34.0,,K. Oubre makes 2-pt dunk from 2 ft (assist by T. Satoranský),122,97
369,4,6:15.0,J. Grant makes 2-pt jump shot from 4 ft (assist by D. Schröder),,124,97
370,4,6:03.0,,J. Smith makes 3-pt jump shot from 26 ft (assist by T. Satoranský),124,100
371,4,5:46.0,D. Schröder misses 2-pt jump shot from 14 ft,,124,100
372,4,5:44.0,,Defensive rebound by A. Rivers,124,100
373,4,5:32.0,,K. Oubre makes 2-pt jump shot from 6 ft,124,102
374,4,5:13.0,J. Grant misses 3-pt jump shot from 23 ft,,124,102
375,4,5:13.0,,Defensive rebound by Team,124,102
376,4,5:13.0,Loose ball foul by P. Patterson (drawn by K. Oubre),,124,102
377,4,5:03.0,,T. Brown misses 3-pt jump shot from 26 ft,124,102
378,4,4:59.0,Defensive rebound by H. Diallo,,124,102
379,4,4:52.0,D. Schröder makes 3-pt jump shot from 27 ft (assist by Á. Abrines),,127,102
380,4,4:39.0,,K. Oubre misses 3-pt jump shot from 26 ft,127,102
381,4,4:38.0,,Offensive rebound by Team,127,102
