,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,CHARLOTTE_ACTION,NEW ORLEANS_SCORE,CHARLOTTE_SCORE
378,4,9:35.0,,F. Kaminsky enters the game for M. Kidd-Gilchrist,94,80
379,4,9:21.0,,T. Parker misses 2-pt layup from 6 ft,94,80
380,4,9:20.0,,Offensive rebound by M. Bridges,94,80
381,4,9:20.0,,M. Bridges makes 2-pt layup from 1 ft,94,82
382,4,9:02.0,A. Davis makes 2-pt jump shot from 9 ft,,96,82
383,4,8:50.0,,Shooting foul by A. Davis (drawn by J. Lamb),96,82
384,4,8:50.0,New Orleans full timeout,,96,82
385,4,8:50.0,J. Holiday enters the game for D. Miller,,96,82
386,4,8:50.0,,K. Walker enters the game for D. Graham,96,82
387,4,8:50.0,,J. Lamb makes free throw 1 of 2,96,83
388,4,8:50.0,,J. Lamb makes free throw 2 of 2,96,84
389,4,8:43.0,Personal foul by K. Walker (drawn by A. Davis),,96,84
390,4,8:33.0,J. Holiday makes 2-pt jump shot from 16 ft,,98,84
391,4,8:18.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by T. Parker),98,87
392,4,8:03.0,J. Holiday makes 2-pt jump shot from 16 ft,,100,87
393,4,7:42.0,,M. Bridges misses 2-pt layup from 2 ft,100,87
394,4,7:40.0,Defensive rebound by A. Davis,,100,87
395,4,7:28.0,Shooting foul by M. Bridges (drawn by J. Holiday),,100,87
396,4,7:28.0,J. Holiday misses free throw 1 of 2,,100,87
397,4,7:28.0,Offensive rebound by Team,,100,87
398,4,7:28.0,,D. Graham enters the game for T. Parker,100,87
399,4,7:28.0,J. Holiday makes free throw 2 of 2,,101,87
400,4,7:08.0,,D. Graham makes 3-pt jump shot from 24 ft (assist by F. Kaminsky),101,90
401,4,6:46.0,N. Mirotić makes 3-pt jump shot from 27 ft (assist by J. Holiday),,104,90
402,4,6:22.0,,Personal foul by J. Holiday (drawn by F. Kaminsky),104,90
403,4,6:11.0,,F. Kaminsky makes 2-pt layup from 3 ft,104,92
404,4,6:00.0,A. Davis makes 2-pt dunk from 3 ft,,106,92
405,4,6:00.0,Shooting foul by F. Kaminsky (drawn by A. Davis),,106,92
406,4,6:00.0,A. Davis makes free throw 1 of 1,,107,92
407,4,5:40.0,,M. Bridges misses 3-pt jump shot from 26 ft,107,92
408,4,5:38.0,Defensive rebound by J. Holiday,,107,92
409,4,5:31.0,T. Frazier misses 3-pt jump shot from 24 ft,,107,92
410,4,5:30.0,Offensive rebound by A. Davis,,107,92
411,4,5:30.0,A. Davis makes 2-pt layup from 1 ft,,109,92
412,4,5:30.0,,Charlotte full timeout,109,92
413,4,5:30.0,,D. Bacon enters the game for M. Bridges,109,92
414,4,5:30.0,,W. Hernangómez enters the game for F. Kaminsky,109,92
415,4,5:30.0,,M. Kidd-Gilchrist enters the game for J. Lamb,109,92
416,4,5:30.0,,M. Monk enters the game for K. Walker,109,92
417,4,5:22.0,,D. Graham misses 2-pt jump shot from 13 ft,109,92
418,4,5:20.0,Defensive rebound by A. Davis,,109,92
419,4,5:07.0,J. Holiday makes 3-pt jump shot from 28 ft (assist by A. Davis),,112,92
420,4,4:55.0,,M. Monk misses 3-pt jump shot from 26 ft,112,92
421,4,4:53.0,Defensive rebound by A. Davis,,112,92
422,4,4:46.0,N. Mirotić misses 3-pt jump shot from 28 ft,,112,92
423,4,4:44.0,,Defensive rebound by W. Hernangómez,112,92
424,4,4:36.0,,W. Hernangómez makes 2-pt layup from 2 ft (assist by M. Monk),112,94
425,4,4:22.0,Shooting foul by M. Monk (drawn by N. Mirotić),,112,94
426,4,4:22.0,N. Mirotić makes free throw 1 of 3,,113,94
427,4,4:22.0,N. Mirotić makes free throw 2 of 3,,114,94
428,4,4:22.0,C. Diallo enters the game for A. Davis,,114,94
429,4,4:22.0,N. Mirotić makes free throw 3 of 3,,115,94
430,4,4:09.0,,Personal foul by S. Hill (drawn by W. Hernangómez),115,94
431,4,4:09.0,,W. Hernangómez makes free throw 1 of 2,115,95
432,4,4:09.0,D. Miller enters the game for J. Holiday,,115,95
433,4,4:09.0,,W. Hernangómez makes free throw 2 of 2,115,96
434,4,3:59.0,C. Diallo misses 2-pt jump shot from 9 ft,,115,96
435,4,3:57.0,,Defensive rebound by W. Hernangómez,115,96
436,4,3:52.0,,M. Kidd-Gilchrist misses 2-pt layup from 3 ft (block by C. Diallo),115,96
437,4,3:49.0,Defensive rebound by N. Mirotić,,115,96
438,4,3:48.0,Turnover by N. Mirotić (bad pass; steal by D. Graham),,115,96
439,4,3:44.0,,D. Graham makes 2-pt layup from 1 ft,115,98
440,4,3:44.0,New Orleans full timeout,,115,98
441,4,3:44.0,J. Okafor enters the game for N. Mirotić,,115,98
442,4,3:44.0,,M. Bridges enters the game for M. Kidd-Gilchrist,115,98
443,4,3:30.0,J. Okafor makes 2-pt layup from 4 ft (assist by T. Frazier),,117,98
444,4,3:17.0,,M. Bridges makes 3-pt jump shot from 26 ft (assist by D. Graham),117,101
445,4,2:51.0,S. Hill misses 2-pt jump shot from 13 ft,,117,101
446,4,2:48.0,,Defensive rebound by M. Bridges,117,101
447,4,2:43.0,,Shooting foul by C. Diallo (drawn by M. Bridges),117,101
448,4,2:43.0,,M. Bridges misses free throw 1 of 2,117,101
449,4,2:43.0,,Offensive rebound by Team,117,101
450,4,2:43.0,,M. Bridges makes free throw 2 of 2,117,102
451,4,2:26.0,C. Diallo misses 2-pt layup from 3 ft,,117,102
452,4,2:23.0,,Defensive rebound by M. Monk,117,102
453,4,2:17.0,,Flagrant foul type 1 by C. Diallo (drawn by M. Monk),117,102
454,4,2:17.0,,M. Monk makes flagrant free throw 1 of 2,117,103
455,4,2:17.0,,M. Monk makes flagrant free throw 2 of 2,117,104
456,4,2:17.0,W. Johnson enters the game for C. Diallo,,117,104
457,4,2:08.0,,M. Monk makes 2-pt layup from 2 ft (assist by D. Bacon),117,106
458,4,1:47.0,J. Okafor makes 2-pt jump shot from 5 ft,,119,106
459,4,1:47.0,,Turnover by D. Graham (inbound),119,106
460,4,1:25.0,Turnover by S. Hill (lost ball; steal by M. Monk),,119,106
461,4,1:09.0,,D. Graham misses 3-pt jump shot from 26 ft,119,106
462,4,1:06.0,Defensive rebound by J. Okafor,,119,106
463,4,0:50.0,D. Miller misses 3-pt jump shot from 27 ft,,119,106
464,4,0:49.0,Offensive rebound by Team,,119,106
465,4,0:35.0,D. Miller misses 3-pt jump shot from 24 ft,,119,106
466,4,0:33.0,,Defensive rebound by W. Hernangómez,119,106
467,4,0:27.0,,W. Hernangómez makes 3-pt jump shot from 26 ft (assist by D. Bacon),119,109
468,4,0:06.0,Turnover by Team (shot clock),,119,109
