,QUARTER,TIME_REMAINING,ORLANDO_ACTION,DALLAS_ACTION,ORLANDO_SCORE,DALLAS_SCORE
385,4,3:11.0,,Offensive rebound by J. Brunson,71,95
386,4,3:06.0,,D. Powell misses 3-pt jump shot from 26 ft,71,95
387,4,3:02.0,Defensive rebound by W. Iwundu,,71,95
388,4,2:54.0,Turnover by W. Iwundu (bad pass; steal by D. Finney-Smith),,71,95
389,4,2:49.0,,J. Brunson makes 2-pt layup at rim (assist by D. Finney-Smith),71,97
390,4,2:34.0,K. Birch makes 2-pt jump shot from 6 ft (assist by J. Martin),,73,97
391,4,2:12.0,,R. Broekhoff misses 3-pt jump shot from 24 ft,73,97
392,4,2:08.0,Defensive rebound by M. Frazier,,73,97
393,4,2:03.0,M. Frazier misses 2-pt jump shot from 10 ft,,73,97
394,4,2:01.0,,Defensive rebound by S. Mejri,73,97
395,4,1:57.0,,Turnover by J. Brunson (lost ball; steal by M. Frazier),73,97
396,4,1:57.0,Personal foul by J. Brunson (drawn by K. Birch),,73,97
397,4,1:50.0,Personal foul by J. Brunson (drawn by I. Briscoe),,73,97
398,4,1:50.0,I. Briscoe makes free throw 1 of 2,,74,97
399,4,1:50.0,I. Briscoe misses free throw 2 of 2,,74,97
400,4,1:49.0,Offensive rebound by K. Birch,,74,97
401,4,1:48.0,K. Birch misses 2-pt layup from 1 ft,,74,97
402,4,1:47.0,Offensive rebound by K. Birch,,74,97
403,4,1:47.0,K. Birch makes 2-pt layup from 1 ft,,76,97
404,4,1:30.0,,Personal foul by M. Frazier (drawn by D. Finney-Smith),76,97
405,4,1:30.0,,D. Finney-Smith makes free throw 1 of 2,76,98
406,4,1:30.0,,D. Finney-Smith makes free throw 2 of 2,76,99
407,4,1:19.0,M. Frazier misses 2-pt hook shot from 8 ft,,76,99
408,4,1:18.0,Offensive rebound by Team,,76,99
409,4,1:14.0,I. Briscoe misses 2-pt jump shot from 20 ft,,76,99
410,4,1:09.0,,Defensive rebound by D. Finney-Smith,76,99
411,4,0:53.0,,D. Powell makes 2-pt layup at rim (assist by R. Broekhoff),76,101
412,4,0:37.0,W. Iwundu misses 3-pt jump shot from 26 ft,,76,101
413,4,0:33.0,,Defensive rebound by D. Finney-Smith,76,101
414,4,0:11.0,,Turnover by Team (shot clock),76,101
