,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DALLAS_ACTION,SACRAMENTO_SCORE,DALLAS_SCORE
0,1,11:40.0,,Shooting foul by W. Cauley-Stein (drawn by H. Barnes),0,0
1,1,11:40.0,,H. Barnes makes free throw 1 of 2,0,1
2,1,11:40.0,,H. Barnes makes free throw 2 of 2,0,2
3,1,11:27.0,Shooting foul by H. Barnes (drawn by W. Cauley-Stein),,0,2
4,1,11:27.0,W. Cauley-Stein makes free throw 1 of 2,,1,2
5,1,11:27.0,W. Cauley-Stein makes free throw 2 of 2,,2,2
6,1,11:06.0,,H. Barnes misses 3-pt jump shot from 23 ft,2,2
7,1,11:03.0,,Offensive rebound by D. Jordan,2,2
8,1,11:00.0,,L. Dončić misses 3-pt jump shot from 26 ft,2,2
9,1,10:57.0,Defensive rebound by N. Bjelica,,2,2
10,1,10:52.0,B. Hield makes 2-pt jump shot from 6 ft,,4,2
11,1,10:37.0,,L. Dončić makes 2-pt jump shot from 5 ft,4,4
12,1,10:37.0,,Shooting foul by B. Bogdanović (drawn by L. Dončić),4,4
13,1,10:37.0,,L. Dončić misses free throw 1 of 1,4,4
14,1,10:35.0,Defensive rebound by N. Bjelica,,4,4
15,1,10:21.0,B. Hield makes 2-pt jump shot from 17 ft (assist by W. Cauley-Stein),,6,4
16,1,9:56.0,,Turnover by L. Dončić (bad pass),6,4
17,1,9:50.0,D. Fox makes 2-pt jump shot from 15 ft,,8,4
18,1,9:25.0,,H. Barnes misses 2-pt jump shot from 7 ft,8,4
19,1,9:23.0,Defensive rebound by B. Hield,,8,4
20,1,9:19.0,B. Hield misses 3-pt jump shot from 25 ft,,8,4
21,1,9:15.0,,Defensive rebound by D. Jordan,8,4
22,1,8:59.0,,W. Matthews misses 2-pt jump shot from 9 ft,8,4
23,1,8:56.0,Defensive rebound by B. Hield,,8,4
24,1,8:50.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by N. Bjelica),,11,4
25,1,8:31.0,,W. Matthews misses 2-pt hook shot from 7 ft,11,4
26,1,8:28.0,Defensive rebound by N. Bjelica,,11,4
27,1,8:21.0,B. Bogdanović makes 2-pt layup from 4 ft,,13,4
28,1,8:21.0,,Dallas full timeout,13,4
29,1,8:05.0,,J. Brunson makes 2-pt jump shot from 15 ft (assist by L. Dončić),13,6
30,1,7:51.0,W. Cauley-Stein misses 2-pt hook shot from 10 ft,,13,6
31,1,7:49.0,,Defensive rebound by L. Dončić,13,6
32,1,7:44.0,,L. Dončić makes 2-pt jump shot from 9 ft,13,8
33,1,7:44.0,,Shooting foul by N. Bjelica (drawn by L. Dončić),13,8
34,1,7:44.0,,D. Finney-Smith enters the game for J. Brunson,13,8
35,1,7:44.0,,L. Dončić misses free throw 1 of 1,13,8
36,1,7:42.0,Defensive rebound by N. Bjelica,,13,8
37,1,7:35.0,B. Hield misses 3-pt jump shot from 26 ft,,13,8
38,1,7:31.0,,Defensive rebound by D. Jordan,13,8
39,1,7:24.0,,L. Dončić misses 3-pt jump shot from 25 ft,13,8
40,1,7:21.0,Defensive rebound by W. Cauley-Stein,,13,8
41,1,7:16.0,D. Fox misses 3-pt jump shot from 25 ft,,13,8
42,1,7:13.0,,Defensive rebound by L. Dončić,13,8
43,1,6:55.0,,H. Barnes misses 2-pt jump shot from 18 ft,13,8
44,1,6:53.0,Defensive rebound by B. Bogdanović,,13,8
45,1,6:41.0,N. Bjelica misses 2-pt hook shot from 8 ft,,13,8
46,1,6:38.0,,Defensive rebound by D. Jordan,13,8
47,1,6:33.0,,H. Barnes makes 2-pt layup from 4 ft,13,10
48,1,6:25.0,Turnover by B. Hield (bad pass; steal by W. Matthews),,13,10
49,1,6:20.0,,L. Dončić makes 2-pt jump shot from 6 ft,13,12
50,1,6:06.0,D. Fox makes 2-pt layup from 3 ft (assist by B. Bogdanović),,15,12
51,1,5:55.0,,Personal foul by B. Hield (drawn by L. Dončić),15,12
52,1,5:55.0,J. Jackson enters the game for W. Cauley-Stein,,15,12
53,1,5:55.0,K. Koufos enters the game for B. Hield,,15,12
54,1,5:49.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by L. Dončić),15,15
55,1,5:39.0,D. Fox makes 2-pt jump shot from 11 ft,,17,15
56,1,5:23.0,,W. Matthews misses 3-pt jump shot from 26 ft,17,15
57,1,5:19.0,Defensive rebound by N. Bjelica,,17,15
58,1,5:07.0,D. Fox makes 2-pt jump shot from 14 ft,,19,15
59,1,4:51.0,,Personal foul by B. Bogdanović (drawn by L. Dončić),19,15
60,1,4:51.0,,L. Dončić makes free throw 1 of 2,19,16
61,1,4:51.0,,L. Dončić makes free throw 2 of 2,19,17
62,1,4:38.0,D. Fox misses 2-pt jump shot from 14 ft,,19,17
63,1,4:35.0,,Defensive rebound by D. Jordan,19,17
64,1,4:27.0,,D. Jordan makes 2-pt dunk from 2 ft (assist by L. Dončić),19,19
65,1,4:21.0,Personal foul by W. Matthews (drawn by B. Bogdanović),,19,19
66,1,4:21.0,T. Williams enters the game for B. Bogdanović,,19,19
67,1,4:15.0,Turnover by D. Fox (bad pass; steal by W. Matthews),,19,19
68,1,4:12.0,,D. Finney-Smith makes 2-pt layup from 3 ft (assist by W. Matthews),19,21
69,1,4:12.0,,Shooting foul by J. Jackson (drawn by D. Finney-Smith),19,21
70,1,4:12.0,Sacramento full timeout,,19,21
71,1,4:12.0,B. Hield enters the game for N. Bjelica,,19,21
72,1,4:12.0,,D. Finney-Smith makes free throw 1 of 1,19,22
73,1,4:01.0,Shooting foul by D. Finney-Smith (drawn by D. Fox),,19,22
74,1,4:01.0,D. Fox makes free throw 1 of 2,,20,22
75,1,4:01.0,D. Fox makes free throw 2 of 2,,21,22
76,1,3:48.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by D. Jordan),21,25
77,1,3:33.0,J. Jackson misses 3-pt jump shot from 27 ft,,21,25
78,1,3:31.0,,Defensive rebound by D. Jordan,21,25
79,1,3:23.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,21,25
80,1,3:19.0,Defensive rebound by J. Jackson,,21,25
81,1,3:17.0,Shooting foul by L. Dončić (drawn by J. Jackson),,21,25
82,1,3:17.0,J. Jackson makes free throw 1 of 2,,22,25
83,1,3:17.0,,D. Harris enters the game for H. Barnes,22,25
84,1,3:17.0,,D. Nowitzki enters the game for D. Jordan,22,25
85,1,3:17.0,,D. Powell enters the game for W. Matthews,22,25
86,1,3:17.0,J. Jackson makes free throw 2 of 2,,23,25
87,1,3:00.0,,D. Harris misses 3-pt jump shot from 25 ft,23,25
88,1,2:58.0,,Offensive rebound by D. Finney-Smith,23,25
89,1,2:53.0,,Personal foul by T. Williams (drawn by D. Harris),23,25
90,1,2:53.0,,D. Harris makes free throw 1 of 2,23,26
91,1,2:53.0,,J. Brunson enters the game for L. Dončić,23,26
92,1,2:53.0,,D. Harris makes free throw 2 of 2,23,27
93,1,2:38.0,D. Fox makes 2-pt jump shot from 9 ft,,25,27
94,1,2:28.0,,D. Nowitzki misses 3-pt jump shot from 26 ft,25,27
95,1,2:24.0,Defensive rebound by K. Koufos,,25,27
96,1,2:18.0,K. Koufos makes 2-pt layup from 5 ft (assist by B. Hield),,27,27
97,1,1:59.0,,D. Nowitzki misses 2-pt jump shot from 20 ft,27,27
98,1,1:56.0,,Offensive rebound by D. Powell,27,27
99,1,1:56.0,,Turnover by D. Nowitzki (back court),27,27
100,1,1:56.0,Y. Ferrell enters the game for D. Fox,,27,27
101,1,1:47.0,B. Hield makes 3-pt jump shot from 23 ft (assist by Y. Ferrell),,30,27
102,1,1:28.0,,D. Harris makes 2-pt layup from 1 ft (assist by D. Powell),30,29
103,1,1:21.0,B. Hield misses 2-pt layup from 6 ft,,30,29
104,1,1:19.0,Offensive rebound by K. Koufos,,30,29
105,1,1:19.0,K. Koufos makes 2-pt layup at rim,,32,29
106,1,1:02.0,,Turnover by D. Finney-Smith (lost ball; steal by K. Koufos),32,29
107,1,0:57.0,J. Jackson makes 2-pt layup from 6 ft,,34,29
108,1,0:45.0,,Shooting foul by K. Koufos (drawn by D. Powell),34,29
109,1,0:45.0,,D. Powell makes free throw 1 of 2,34,30
110,1,0:45.0,,D. Powell makes free throw 2 of 2,34,31
111,1,0:33.0,B. Hield misses 2-pt layup from 3 ft,,34,31
112,1,0:31.0,,Defensive rebound by D. Nowitzki,34,31
113,1,0:12.0,,Turnover by D. Harris (traveling),34,31
114,1,0:05.0,Y. Ferrell misses 2-pt jump shot from 10 ft,,34,31
115,1,0:01.0,,Defensive rebound by J. Brunson,34,31
116,1,0:00.0,,J. Brunson misses 3-pt jump shot from 32 ft,34,31
117,1,0:00.0,,Offensive rebound by Team,34,31
118,2,11:45.0,Y. Ferrell makes 2-pt jump shot from 17 ft,,36,31
119,2,11:32.0,,Personal foul by J. Jackson (drawn by D. Harris),36,31
120,2,11:27.0,,J. Brunson misses 2-pt jump shot from 12 ft,36,31
121,2,11:24.0,Defensive rebound by W. Cauley-Stein,,36,31
122,2,11:20.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,36,31
123,2,11:17.0,,Defensive rebound by R. Broekhoff,36,31
124,2,11:13.0,,D. Powell makes 2-pt dunk from 1 ft (assist by J. Brunson),36,33
125,2,10:58.0,Shooting foul by D. Powell (drawn by W. Cauley-Stein),,36,33
126,2,10:58.0,W. Cauley-Stein makes free throw 1 of 2,,37,33
