,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DALLAS_ACTION,SACRAMENTO_SCORE,DALLAS_SCORE
127,2,10:58.0,B. Bogdanović enters the game for T. Williams,,37,33
128,2,10:58.0,W. Cauley-Stein makes free throw 2 of 2,,38,33
129,2,10:48.0,,Turnover by J. Brunson (bad pass),38,33
130,2,10:37.0,W. Cauley-Stein misses 2-pt jump shot from 18 ft,,38,33
131,2,10:34.0,,Defensive rebound by D. Powell,38,33
132,2,10:19.0,,D. Nowitzki misses 2-pt jump shot from 14 ft,38,33
133,2,10:16.0,Defensive rebound by B. Bogdanović,,38,33
134,2,10:08.0,Turnover by J. Jackson (bad pass; steal by D. Powell),,38,33
135,2,10:04.0,,D. Harris misses 2-pt layup from 2 ft,38,33
136,2,10:02.0,,Offensive rebound by R. Broekhoff,38,33
137,2,9:59.0,,D. Harris makes 3-pt jump shot from 23 ft (assist by J. Brunson),38,36
138,2,9:54.0,,Violation by Team (kicked ball),38,36
139,2,9:43.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,38,36
140,2,9:41.0,,Defensive rebound by D. Nowitzki,38,36
141,2,9:25.0,,J. Brunson makes 2-pt jump shot from 10 ft,38,38
142,2,9:18.0,B. Hield misses 3-pt jump shot from 27 ft,,38,38
143,2,9:15.0,,Defensive rebound by D. Nowitzki,38,38
144,2,9:04.0,,R. Broekhoff makes 2-pt jump shot from 18 ft (assist by D. Powell),38,40
145,2,8:59.0,Sacramento full timeout,,38,40
146,2,8:50.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,38,40
147,2,8:48.0,Offensive rebound by W. Cauley-Stein,,38,40
148,2,8:46.0,Y. Ferrell misses 3-pt jump shot from 23 ft,,38,40
149,2,8:41.0,,Defensive rebound by R. Broekhoff,38,40
150,2,8:35.0,,D. Harris misses 2-pt layup from 3 ft,38,40
151,2,8:32.0,,Offensive rebound by D. Powell,38,40
152,2,8:32.0,,D. Powell makes 2-pt dunk from 1 ft,38,42
153,2,8:18.0,W. Cauley-Stein misses 2-pt jump shot from 9 ft,,38,42
154,2,8:16.0,,Defensive rebound by D. Nowitzki,38,42
155,2,8:07.0,,R. Broekhoff misses 3-pt jump shot from 24 ft,38,42
156,2,8:07.0,Defensive rebound by B. Bogdanović,,38,42
157,2,7:58.0,Shooting foul by R. Broekhoff (drawn by B. Bogdanović),,38,42
158,2,7:58.0,B. Bogdanović makes free throw 1 of 2,,39,42
159,2,7:58.0,N. Bjelica enters the game for Y. Ferrell,,39,42
160,2,7:58.0,D. Fox enters the game for J. Jackson,,39,42
161,2,7:58.0,,L. Dončić enters the game for J. Brunson,39,42
162,2,7:58.0,,W. Matthews enters the game for D. Harris,39,42
163,2,7:58.0,B. Bogdanović makes free throw 2 of 2,,40,42
164,2,7:48.0,,Def 3 sec tech foul by Team,40,42
165,2,7:48.0,,D. Nowitzki makes technical free throw,40,43
166,2,7:40.0,,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by W. Matthews),40,45
167,2,7:26.0,Turnover by W. Cauley-Stein (out of bounds lost ball),,40,45
168,2,7:17.0,,L. Dončić makes 2-pt layup from 4 ft,40,47
169,2,7:07.0,N. Bjelica makes 3-pt jump shot from 28 ft,,43,47
170,2,6:55.0,,D. Powell makes 2-pt layup from 2 ft (assist by L. Dončić),43,49
171,2,6:55.0,Sacramento full timeout,,43,49
172,2,6:55.0,,H. Barnes enters the game for D. Nowitzki,43,49
173,2,6:55.0,,D. Jordan enters the game for D. Powell,43,49
174,2,6:41.0,D. Fox misses 2-pt jump shot from 8 ft (block by D. Jordan),,43,49
175,2,6:39.0,Offensive rebound by D. Fox,,43,49
176,2,6:37.0,D. Fox makes 2-pt dunk at rim,,45,49
177,2,6:29.0,,Personal foul by D. Fox (drawn by L. Dončić),45,49
178,2,6:24.0,,D. Jordan makes 2-pt dunk from 2 ft (assist by L. Dončić),45,51
179,2,6:15.0,B. Hield makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),,48,51
180,2,5:51.0,,L. Dončić makes 3-pt jump shot from 23 ft,48,54
181,2,5:35.0,B. Hield misses 2-pt jump shot from 16 ft,,48,54
182,2,5:32.0,,Defensive rebound by L. Dončić,48,54
183,2,5:27.0,,Turnover by L. Dončić (bad pass; steal by D. Fox),48,54
184,2,5:25.0,Personal take foul by R. Broekhoff (drawn by D. Fox),,48,54
185,2,5:25.0,,D. Finney-Smith enters the game for R. Broekhoff,48,54
186,2,5:20.0,B. Hield makes 2-pt layup from 5 ft (assist by W. Cauley-Stein),,50,54
187,2,5:20.0,Shooting foul by D. Jordan (drawn by B. Hield),,50,54
188,2,5:20.0,B. Hield makes free throw 1 of 1,,51,54
189,2,5:10.0,,Personal foul by B. Hield (drawn by W. Matthews),51,54
190,2,5:01.0,,W. Matthews misses 2-pt hook shot from 6 ft,51,54
191,2,4:59.0,Defensive rebound by W. Cauley-Stein,,51,54
192,2,4:52.0,N. Bjelica makes 2-pt hook shot from 8 ft,,53,54
193,2,4:52.0,,Dallas full timeout,53,54
194,2,4:30.0,,H. Barnes misses 2-pt hook shot from 7 ft,53,54
195,2,4:28.0,,Offensive rebound by D. Jordan,53,54
196,2,4:26.0,,D. Jordan misses 2-pt dunk from 2 ft (block by N. Bjelica),53,54
197,2,4:26.0,Defensive rebound by N. Bjelica,,53,54
198,2,4:18.0,W. Cauley-Stein misses 2-pt layup from 2 ft,,53,54
199,2,4:15.0,,Defensive rebound by D. Jordan,53,54
200,2,4:10.0,,L. Dončić misses 3-pt jump shot from 27 ft,53,54
201,2,4:07.0,Defensive rebound by B. Bogdanović,,53,54
202,2,3:57.0,N. Bjelica misses 3-pt jump shot from 31 ft,,53,54
203,2,3:55.0,,Defensive rebound by D. Jordan,53,54
204,2,3:48.0,,H. Barnes misses 2-pt layup from 2 ft (block by N. Bjelica),53,54
205,2,3:45.0,Defensive rebound by D. Fox,,53,54
206,2,3:36.0,B. Bogdanović makes 2-pt layup from 3 ft (assist by B. Hield),,55,54
207,2,3:22.0,,H. Barnes makes 2-pt dunk from 2 ft (assist by W. Matthews),55,56
208,2,3:15.0,B. Hield misses 2-pt layup from 9 ft,,55,56
209,2,3:13.0,Offensive rebound by N. Bjelica,,55,56
210,2,3:08.0,B. Hield misses 3-pt jump shot from 22 ft,,55,56
211,2,3:03.0,,Defensive rebound by D. Finney-Smith,55,56
212,2,2:47.0,,L. Dončić misses 2-pt dunk from 1 ft (block by D. Fox),55,56
213,2,2:44.0,,Offensive rebound by D. Jordan,55,56
214,2,2:42.0,,H. Barnes misses 3-pt jump shot from 23 ft,55,56
215,2,2:40.0,Defensive rebound by W. Cauley-Stein,,55,56
216,2,2:30.0,Turnover by D. Fox (bad pass; steal by H. Barnes),,55,56
217,2,2:15.0,,Turnover by H. Barnes (bad pass; steal by W. Cauley-Stein),55,56
218,2,2:11.0,B. Bogdanović misses 2-pt layup from 3 ft,,55,56
219,2,2:08.0,,Defensive rebound by L. Dončić,55,56
220,2,1:52.0,,L. Dončić misses 2-pt jump shot from 12 ft,55,56
221,2,1:49.0,,Offensive rebound by D. Jordan,55,56
222,2,1:47.0,,W. Matthews misses 3-pt jump shot from 26 ft,55,56
223,2,1:44.0,Defensive rebound by B. Bogdanović,,55,56
224,2,1:42.0,B. Hield makes 2-pt layup from 3 ft (assist by B. Bogdanović),,57,56
225,2,1:18.0,,H. Barnes misses 2-pt jump shot from 5 ft,57,56
226,2,1:18.0,Defensive rebound by Team,,57,56
227,2,1:18.0,J. Jackson enters the game for B. Bogdanović,,57,56
228,2,1:18.0,K. Koufos enters the game for W. Cauley-Stein,,57,56
229,2,1:01.0,J. Jackson misses 2-pt jump shot from 7 ft,,57,56
230,2,0:58.0,Offensive rebound by J. Jackson,,57,56
231,2,0:58.0,J. Jackson makes 2-pt layup from 4 ft,,59,56
232,2,0:47.0,,W. Matthews misses 2-pt layup from 3 ft,59,56
233,2,0:45.0,,Offensive rebound by D. Jordan,59,56
234,2,0:45.0,,D. Jordan makes 2-pt layup from 1 ft,59,58
235,2,0:35.0,D. Fox misses 2-pt jump shot from 22 ft,,59,58
236,2,0:35.0,,Defensive rebound by D. Jordan,59,58
237,2,0:10.0,,L. Dončić misses 3-pt jump shot from 25 ft,59,58
238,2,0:07.0,Defensive rebound by K. Koufos,,59,58
239,2,0:01.0,B. Hield makes 2-pt jump shot from 15 ft,,61,58
240,3,11:44.0,W. Cauley-Stein makes 2-pt dunk from 3 ft (assist by B. Bogdanović),,63,58
241,3,11:22.0,,W. Matthews makes 3-pt jump shot from 27 ft (assist by J. Brunson),63,61
242,3,11:09.0,Shooting foul by L. Dončić (drawn by B. Bogdanović),,63,61
243,3,11:09.0,B. Bogdanović misses free throw 1 of 2,,63,61
244,3,11:09.0,Offensive rebound by Team,,63,61
245,3,11:09.0,B. Bogdanović makes free throw 2 of 2,,64,61
246,3,10:59.0,,Turnover by W. Matthews (lost ball; steal by D. Fox),64,61
247,3,10:55.0,B. Hield makes 2-pt dunk from 2 ft (assist by D. Fox),,66,61
248,3,10:54.0,,Dallas full timeout,66,61
249,3,10:34.0,,W. Matthews makes 2-pt jump shot from 8 ft,66,63
250,3,10:17.0,D. Fox misses 3-pt jump shot from 24 ft,,66,63
251,3,10:14.0,,Defensive rebound by D. Jordan,66,63
252,3,10:08.0,,J. Brunson misses 2-pt jump shot from 11 ft,66,63
253,3,10:06.0,Defensive rebound by N. Bjelica,,66,63
254,3,10:01.0,Shooting foul by W. Matthews (drawn by D. Fox),,66,63
255,3,10:01.0,D. Fox makes free throw 1 of 2,,67,63
256,3,10:01.0,D. Fox makes free throw 2 of 2,,68,63
257,3,9:40.0,,H. Barnes misses 2-pt dunk from 3 ft (block by N. Bjelica),68,63
258,3,9:36.0,Defensive rebound by B. Bogdanović,,68,63
259,3,9:34.0,D. Fox misses 3-pt jump shot from 25 ft,,68,63
260,3,9:31.0,,Defensive rebound by D. Jordan,68,63
261,3,9:21.0,,Shooting foul by W. Cauley-Stein (drawn by L. Dončić),68,63
262,3,9:21.0,,L. Dončić makes free throw 1 of 2,68,64
263,3,9:21.0,,M. Kleber enters the game for H. Barnes,68,64
264,3,9:21.0,,L. Dončić makes free throw 2 of 2,68,65
265,3,9:11.0,B. Hield misses 2-pt layup from 4 ft,,68,65
266,3,9:09.0,Offensive rebound by W. Cauley-Stein,,68,65
267,3,9:09.0,Personal foul by W. Matthews (drawn by W. Cauley-Stein),,68,65
268,3,9:04.0,D. Fox makes 2-pt layup from 1 ft,,70,65
269,3,8:45.0,,M. Kleber makes 2-pt jump shot from 7 ft (assist by L. Dončić),70,67
270,3,8:45.0,,Shooting foul by B. Bogdanović (drawn by M. Kleber),70,67
271,3,8:45.0,,M. Kleber misses free throw 1 of 1,70,67
272,3,8:43.0,Defensive rebound by N. Bjelica,,70,67
273,3,8:33.0,N. Bjelica misses 3-pt jump shot from 26 ft,,70,67
274,3,8:31.0,Offensive rebound by W. Cauley-Stein,,70,67
275,3,8:29.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,70,67
276,3,8:26.0,,Defensive rebound by Team,70,67
277,3,8:12.0,,M. Kleber misses 3-pt jump shot from 27 ft,70,67
278,3,8:09.0,,Offensive rebound by D. Jordan,70,67
279,3,8:06.0,,M. Kleber makes 2-pt layup from 4 ft (assist by D. Jordan),70,69
280,3,7:58.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Fox),,72,69
281,3,7:44.0,,M. Kleber misses 3-pt jump shot from 24 ft,72,69
282,3,7:40.0,Defensive rebound by W. Cauley-Stein,,72,69
283,3,7:25.0,D. Fox misses 2-pt jump shot from 14 ft,,72,69
284,3,7:25.0,,Defensive rebound by D. Jordan,72,69
285,3,7:10.0,,W. Matthews misses 3-pt jump shot from 26 ft,72,69
286,3,7:07.0,,Offensive rebound by J. Brunson,72,69
287,3,6:54.0,,M. Kleber misses 3-pt jump shot from 24 ft,72,69
288,3,6:50.0,Defensive rebound by B. Bogdanović,,72,69
289,3,6:47.0,B. Hield makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,75,69
290,3,6:24.0,,M. Kleber makes 3-pt jump shot from 25 ft (assist by W. Matthews),75,72
291,3,6:14.0,B. Bogdanović misses 2-pt jump shot from 17 ft,,75,72
292,3,6:11.0,,Defensive rebound by D. Jordan,75,72
293,3,6:09.0,Violation by Team (kicked ball),,75,72
294,3,6:09.0,J. Jackson enters the game for B. Bogdanović,,75,72
295,3,6:09.0,K. Koufos enters the game for W. Cauley-Stein,,75,72
296,3,6:04.0,,J. Brunson misses 2-pt jump shot from 18 ft,75,72
297,3,6:00.0,,Offensive rebound by D. Jordan,75,72
298,3,5:58.0,,W. Matthews misses 2-pt jump shot from 10 ft,75,72
299,3,5:56.0,,Offensive rebound by D. Jordan,75,72
300,3,5:56.0,,D. Jordan misses 2-pt layup from 2 ft,75,72
301,3,5:55.0,Defensive rebound by B. Hield,,75,72
302,3,5:54.0,Turnover by B. Hield (lost ball; steal by L. Dončić),,75,72
303,3,5:53.0,,Shooting foul by B. Hield (drawn by L. Dončić),75,72
304,3,5:53.0,,L. Dončić makes free throw 1 of 2,75,73
305,3,5:53.0,,H. Barnes enters the game for J. Brunson,75,73
306,3,5:53.0,,D. Harris enters the game for M. Kleber,75,73
307,3,5:53.0,,L. Dončić makes free throw 2 of 2,75,74
308,3,5:36.0,D. Fox makes 2-pt jump shot from 4 ft (assist by K. Koufos),,77,74
309,3,5:10.0,,D. Jordan misses 2-pt hook shot from 7 ft,77,74
310,3,5:07.0,Defensive rebound by N. Bjelica,,77,74
311,3,4:57.0,B. Hield makes 2-pt jump shot from 14 ft,,79,74
312,3,4:56.0,,Dallas full timeout,79,74
313,3,4:42.0,,L. Dončić makes 2-pt jump shot from 6 ft,79,76
314,3,4:30.0,Shooting foul by D. Jordan (drawn by N. Bjelica),,79,76
315,3,4:30.0,N. Bjelica makes free throw 1 of 2,,80,76
316,3,4:30.0,Y. Ferrell enters the game for D. Fox,,80,76
317,3,4:30.0,,D. Finney-Smith enters the game for D. Jordan,80,76
318,3,4:30.0,,D. Powell enters the game for W. Matthews,80,76
319,3,4:30.0,N. Bjelica misses free throw 2 of 2,,80,76
320,3,4:27.0,,Defensive rebound by H. Barnes,80,76
321,3,4:19.0,,Personal foul by J. Jackson (drawn by L. Dončić),80,76
322,3,4:04.0,,D. Harris misses 3-pt jump shot from 28 ft,80,76
323,3,4:02.0,Defensive rebound by Team,,80,76
324,3,3:47.0,B. Hield makes 2-pt jump shot from 19 ft,,82,76
325,3,3:39.0,,Offensive foul by L. Dončić (drawn by J. Jackson),82,76
326,3,3:39.0,,Turnover by L. Dončić (offensive foul),82,76
327,3,3:24.0,B. Hield misses 3-pt jump shot from 26 ft,,82,76
328,3,3:21.0,,Defensive rebound by L. Dončić,82,76
329,3,3:16.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Harris),82,79
330,3,2:59.0,N. Bjelica makes 3-pt jump shot from 28 ft (assist by Y. Ferrell),,85,79
331,3,2:42.0,,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by L. Dončić),85,81
332,3,2:26.0,J. Jackson misses 2-pt jump shot from 14 ft,,85,81
333,3,2:22.0,Offensive rebound by K. Koufos,,85,81
334,3,2:16.0,K. Koufos makes 2-pt hook shot from 10 ft,,87,81
335,3,2:01.0,,D. Powell misses 2-pt layup from 5 ft,87,81
336,3,1:58.0,Defensive rebound by K. Koufos,,87,81
337,3,1:55.0,Y. Ferrell makes 2-pt layup from 3 ft,,89,81
338,3,1:54.0,,Dallas full timeout,89,81
339,3,1:54.0,B. Bogdanović enters the game for B. Hield,,89,81
340,3,1:54.0,,J. Brunson enters the game for H. Barnes,89,81
341,3,1:54.0,,M. Kleber enters the game for L. Dončić,89,81
342,3,1:41.0,,Turnover by D. Harris (bad pass),89,81
343,3,1:30.0,N. Bjelica misses 3-pt jump shot from 26 ft,,89,81
344,3,1:27.0,,Defensive rebound by D. Finney-Smith,89,81
345,3,1:09.0,,D. Powell misses 3-pt jump shot from 26 ft,89,81
346,3,1:06.0,Defensive rebound by Y. Ferrell,,89,81
347,3,1:01.0,K. Koufos misses 2-pt jump shot from 6 ft,,89,81
348,3,1:00.0,Offensive rebound by K. Koufos,,89,81
349,3,0:59.0,K. Koufos makes 2-pt layup from 4 ft,,91,81
350,3,0:47.0,,Offensive foul by J. Brunson (drawn by Y. Ferrell),91,81
351,3,0:47.0,,Turnover by J. Brunson (offensive foul),91,81
352,3,0:35.0,Y. Ferrell makes 2-pt jump shot from 13 ft,,93,81
353,3,0:23.0,,Turnover by D. Finney-Smith (bad pass; steal by J. Jackson),93,81
354,3,0:20.0,Offensive foul by J. Jackson (drawn by D. Harris),,93,81
355,3,0:20.0,Turnover by J. Jackson (offensive foul),,93,81
356,3,0:02.0,,Shooting foul by K. Koufos (drawn by M. Kleber),93,81
357,3,0:02.0,,M. Kleber makes free throw 1 of 2,93,82
358,3,0:02.0,,M. Kleber makes free throw 2 of 2,93,83
359,3,0:01.0,Turnover by N. Bjelica (bad pass; steal by D. Harris),,93,83
360,3,0:00.0,,D. Harris misses 3-pt jump shot from 30 ft,93,83
361,3,0:00.0,,Offensive rebound by Team,93,83
362,4,11:47.0,,M. Kleber makes 2-pt jump shot from 4 ft,93,85
363,4,11:27.0,B. Bogdanović misses 2-pt layup from 4 ft,,93,85
364,4,11:25.0,Offensive rebound by K. Koufos,,93,85
365,4,11:24.0,K. Koufos misses 2-pt layup from 5 ft,,93,85
366,4,11:22.0,,Defensive rebound by D. Finney-Smith,93,85
367,4,11:19.0,,Personal foul by Y. Ferrell (drawn by J. Brunson),93,85
368,4,11:06.0,,M. Kleber misses 2-pt hook shot from 11 ft,93,85
369,4,11:04.0,Defensive rebound by Team,,93,85
370,4,10:46.0,T. Williams misses 2-pt jump shot from 9 ft,,93,85
371,4,10:43.0,,Defensive rebound by D. Finney-Smith,93,85
372,4,10:39.0,,D. Finney-Smith misses 2-pt layup from 5 ft (block by T. Williams),93,85
373,4,10:34.0,Defensive rebound by T. Williams,,93,85
374,4,10:25.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,93,85
375,4,10:23.0,Offensive rebound by K. Koufos,,93,85
376,4,10:22.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,93,85
377,4,10:19.0,,Defensive rebound by M. Kleber,93,85
