,QUARTER,TIME_REMAINING,DALLAS_ACTION,PHOENIX_ACTION,DALLAS_SCORE,PHOENIX_SCORE
0,1,11:46.0,Turnover by L. Dončić (bad pass; steal by D. Ayton),,0,0
1,1,11:31.0,,D. Ayton misses 2-pt jump shot from 14 ft,0,0
2,1,11:20.0,Defensive rebound by D. Smith,,0,0
3,1,11:14.0,Turnover by D. Smith (bad pass; steal by D. Melton),,0,0
4,1,10:55.0,,T. Warren misses 3-pt jump shot from 23 ft,0,0
5,1,10:52.0,Defensive rebound by H. Barnes,,0,0
6,1,10:39.0,H. Barnes makes 2-pt jump shot from 17 ft,,2,0
7,1,10:19.0,,D. Ayton misses 2-pt hook shot from 5 ft,2,0
8,1,10:17.0,Defensive rebound by D. Jordan,,2,0
9,1,10:09.0,H. Barnes misses 3-pt jump shot from 23 ft,,2,0
10,1,10:07.0,,Defensive rebound by M. Bridges,2,0
11,1,9:55.0,,T. Warren makes 2-pt layup from 3 ft,2,2
12,1,9:39.0,Shooting foul by T. Warren (drawn by H. Barnes),,2,2
13,1,9:39.0,H. Barnes misses free throw 1 of 2,,2,2
14,1,9:39.0,Offensive rebound by Team,,2,2
15,1,9:39.0,H. Barnes makes free throw 2 of 2,,3,2
16,1,9:19.0,,T. Warren makes 2-pt jump shot from 9 ft,3,4
17,1,9:06.0,W. Matthews makes 2-pt jump shot from 4 ft,,5,4
18,1,8:54.0,,D. Ayton misses 2-pt jump shot from 16 ft,5,4
19,1,8:52.0,Defensive rebound by D. Jordan,,5,4
20,1,8:40.0,D. Jordan makes 2-pt layup from 4 ft (assist by L. Dončić),,7,4
21,1,8:25.0,,D. Ayton misses 2-pt layup from 11 ft,7,4
22,1,8:19.0,Defensive rebound by D. Jordan,,7,4
23,1,8:16.0,L. Dončić misses 3-pt jump shot from 25 ft,,7,4
24,1,8:14.0,,Defensive rebound by T. Ariza,7,4
25,1,8:08.0,,T. Warren misses 2-pt jump shot from 19 ft,7,4
26,1,8:06.0,Defensive rebound by L. Dončić,,7,4
27,1,7:59.0,D. Jordan makes 2-pt dunk from 3 ft (assist by L. Dončić),,9,4
28,1,7:38.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by D. Ayton),9,7
29,1,7:16.0,Turnover by H. Barnes (bad pass; steal by D. Ayton),,9,7
30,1,7:12.0,,Offensive foul by T. Warren (drawn by L. Dončić),9,7
31,1,7:12.0,,Turnover by T. Warren (offensive foul),9,7
32,1,7:00.0,D. Smith misses 2-pt jump shot from 9 ft,,9,7
33,1,6:57.0,,Defensive rebound by T. Warren,9,7
34,1,6:53.0,,T. Warren makes 3-pt jump shot from 25 ft (assist by T. Ariza),9,10
35,1,6:53.0,,Shooting foul by D. Smith (drawn by T. Warren),9,10
36,1,6:53.0,,Phoenix full timeout,9,10
37,1,6:53.0,,T. Warren makes free throw 1 of 1,9,11
38,1,6:30.0,H. Barnes misses 3-pt jump shot from 25 ft,,9,11
39,1,6:26.0,,Defensive rebound by T. Ariza,9,11
40,1,6:19.0,,D. Ayton misses 2-pt layup from 3 ft,9,11
41,1,6:18.0,Defensive rebound by D. Jordan,,9,11
42,1,6:09.0,H. Barnes misses 3-pt jump shot from 23 ft,,9,11
43,1,6:06.0,Offensive rebound by D. Jordan,,9,11
44,1,6:02.0,D. Smith misses 2-pt layup from 1 ft,,9,11
45,1,6:02.0,,Defensive rebound by Team,9,11
46,1,5:42.0,,T. Warren makes 3-pt jump shot from 26 ft (assist by T. Ariza),9,14
47,1,5:19.0,L. Dončić makes 3-pt jump shot from 25 ft,,12,14
48,1,5:07.0,,M. Bridges misses 2-pt jump shot from 14 ft,12,14
49,1,5:05.0,Defensive rebound by D. Smith,,12,14
50,1,4:55.0,L. Dončić misses 2-pt jump shot from 10 ft,,12,14
51,1,4:49.0,Offensive rebound by D. Jordan,,12,14
52,1,4:49.0,D. Jordan makes 2-pt layup at rim,,14,14
53,1,4:41.0,,Turnover by D. Melton (traveling),14,14
54,1,4:41.0,J. Brunson enters the game for D. Smith,,14,14
55,1,4:41.0,,R. Holmes enters the game for D. Ayton,14,14
56,1,4:41.0,,J. Jackson enters the game for T. Warren,14,14
57,1,4:28.0,H. Barnes makes 2-pt dunk from 1 ft (assist by J. Brunson),,16,14
58,1,4:10.0,,D. Melton misses 3-pt jump shot from 26 ft,16,14
59,1,4:05.0,,Offensive rebound by R. Holmes,16,14
60,1,4:04.0,,R. Holmes makes 2-pt layup from 2 ft,16,16
61,1,3:46.0,W. Matthews makes 3-pt jump shot from 22 ft (assist by L. Dončić),,19,16
62,1,3:27.0,,M. Bridges makes 2-pt jump shot from 7 ft (assist by R. Holmes),19,18
63,1,3:27.0,Dallas full timeout,,19,18
64,1,3:27.0,D. Finney-Smith enters the game for H. Barnes,,19,18
65,1,3:27.0,D. Harris enters the game for L. Dončić,,19,18
66,1,3:27.0,D. Nowitzki enters the game for D. Jordan,,19,18
67,1,3:27.0,D. Powell enters the game for W. Matthews,,19,18
68,1,3:08.0,Turnover by D. Harris (bad pass; steal by T. Ariza),,19,18
69,1,3:04.0,,T. Ariza makes 2-pt dunk from 3 ft,19,20
70,1,2:52.0,J. Brunson misses 2-pt jump shot from 9 ft,,19,20
71,1,2:49.0,Offensive rebound by D. Powell,,19,20
72,1,2:41.0,D. Nowitzki makes 2-pt jump shot from 15 ft,,21,20
73,1,2:21.0,,J. Jackson misses 2-pt jump shot from 21 ft,21,20
74,1,2:19.0,Defensive rebound by J. Brunson,,21,20
75,1,1:58.0,J. Brunson misses 3-pt jump shot from 27 ft,,21,20
