,QUARTER,TIME_REMAINING,UTAH_ACTION,MINNESOTA_ACTION,UTAH_SCORE,MINNESOTA_SCORE
0,1,11:47.0,D. Mitchell misses 2-pt layup from 1 ft,,0,0
1,1,11:42.0,,Defensive rebound by T. Gibson,0,0
2,1,11:33.0,,J. Okogie misses 3-pt jump shot from 26 ft,0,0
3,1,11:33.0,Defensive rebound by D. Favors,,0,0
4,1,11:08.0,Shooting foul by J. Bayless (drawn by R. Gobert),,0,0
5,1,11:08.0,R. Gobert misses free throw 1 of 2,,0,0
6,1,11:08.0,Offensive rebound by Team,,0,0
7,1,11:08.0,R. Gobert makes free throw 2 of 2,,1,0
8,1,10:56.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by K. Towns),1,2
9,1,10:44.0,D. Favors makes 3-pt jump shot from 26 ft (assist by J. Ingles),,4,2
10,1,10:32.0,,A. Wiggins misses 3-pt jump shot from 27 ft,4,2
11,1,10:29.0,Defensive rebound by D. Mitchell,,4,2
12,1,10:19.0,D. Favors misses 3-pt jump shot from 25 ft,,4,2
13,1,10:16.0,,Defensive rebound by Team,4,2
14,1,10:05.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by J. Bayless),4,5
15,1,9:40.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. Gobert),,7,5
16,1,9:27.0,,Turnover by A. Wiggins (lost ball; steal by R. Gobert),7,5
17,1,9:23.0,Shooting foul by T. Gibson (drawn by J. Ingles),,7,5
18,1,9:23.0,J. Ingles makes free throw 1 of 3,,8,5
19,1,9:23.0,J. Ingles makes free throw 2 of 3,,9,5
20,1,9:23.0,J. Ingles makes free throw 3 of 3,,10,5
21,1,9:09.0,,T. Gibson makes 2-pt layup from 1 ft (assist by K. Towns),10,7
22,1,8:53.0,D. Mitchell makes 2-pt jump shot from 15 ft (assist by J. Ingles),,12,7
23,1,8:39.0,,T. Gibson misses 2-pt layup from 1 ft (block by R. Gobert),12,7
24,1,8:35.0,Defensive rebound by R. Rubio,,12,7
25,1,8:35.0,D. Favors makes 2-pt dunk from 2 ft (assist by R. Rubio),,14,7
26,1,8:35.0,Shooting foul by J. Okogie (drawn by D. Favors),,14,7
27,1,8:35.0,D. Favors misses free throw 1 of 1,,14,7
28,1,8:32.0,,Defensive rebound by K. Towns,14,7
29,1,8:22.0,,Turnover by A. Wiggins (bad pass),14,7
30,1,8:07.0,R. Rubio makes 2-pt layup from 1 ft,,16,7
31,1,8:07.0,,Minnesota full timeout,16,7
32,1,7:52.0,,Offensive foul by T. Gibson (drawn by J. Ingles),16,7
33,1,7:52.0,,Turnover by T. Gibson (offensive foul),16,7
34,1,7:52.0,,D. Šarić enters the game for T. Gibson,16,7
35,1,7:40.0,D. Mitchell misses 2-pt jump shot from 7 ft,,16,7
36,1,7:38.0,,Defensive rebound by D. Šarić,16,7
37,1,7:23.0,,A. Wiggins makes 2-pt dunk from 1 ft (assist by K. Towns),16,9
38,1,7:23.0,,Shooting foul by D. Favors (drawn by A. Wiggins),16,9
39,1,7:23.0,,A. Wiggins misses free throw 1 of 1,16,9
40,1,7:21.0,Defensive rebound by D. Favors,,16,9
41,1,7:09.0,R. Rubio misses 2-pt jump shot from 10 ft,,16,9
42,1,7:07.0,,Defensive rebound by D. Šarić,16,9
43,1,6:56.0,,K. Towns makes 2-pt hook shot from 6 ft (assist by A. Wiggins),16,11
44,1,6:43.0,D. Mitchell misses 3-pt jump shot from 25 ft,,16,11
45,1,6:40.0,,Defensive rebound by K. Towns,16,11
46,1,6:40.0,J. Crowder enters the game for D. Favors,,16,11
47,1,6:40.0,K. Korver enters the game for J. Ingles,,16,11
48,1,6:40.0,R. O'Neale enters the game for R. Rubio,,16,11
49,1,6:32.0,,J. Okogie misses 3-pt jump shot from 25 ft,16,11
50,1,6:27.0,,Offensive rebound by D. Šarić,16,11
51,1,6:25.0,,Shooting foul by J. Crowder (drawn by K. Towns),16,11
52,1,6:25.0,,K. Towns makes free throw 1 of 2,16,12
53,1,6:25.0,,K. Towns makes free throw 2 of 2,16,13
54,1,6:15.0,R. Gobert makes 2-pt layup from 1 ft (assist by D. Mitchell),,18,13
55,1,5:57.0,,K. Towns makes 2-pt dunk from 2 ft,18,15
56,1,5:42.0,D. Mitchell misses 2-pt layup from 1 ft,,18,15
57,1,5:35.0,Offensive rebound by R. Gobert,,18,15
58,1,5:35.0,R. Gobert makes 2-pt dunk at rim,,20,15
59,1,5:34.0,,Minnesota full timeout,20,15
60,1,5:34.0,,L. Deng enters the game for J. Bayless,20,15
61,1,5:34.0,,J. Terrell enters the game for J. Okogie,20,15
62,1,5:27.0,,Shooting foul by D. Mitchell (drawn by A. Wiggins),20,15
63,1,5:27.0,,A. Wiggins makes free throw 1 of 2,20,16
64,1,5:27.0,,A. Wiggins makes free throw 2 of 2,20,17
65,1,5:04.0,D. Mitchell misses 2-pt jump shot from 13 ft,,20,17
66,1,5:02.0,,Defensive rebound by L. Deng,20,17
67,1,4:52.0,,K. Towns misses 2-pt jump shot from 19 ft,20,17
68,1,4:48.0,Defensive rebound by R. O'Neale,,20,17
69,1,4:37.0,J. Crowder misses 3-pt jump shot from 24 ft,,20,17
70,1,4:34.0,,Defensive rebound by D. Šarić,20,17
71,1,4:13.0,,K. Towns makes 2-pt layup from 3 ft,20,19
72,1,3:59.0,K. Korver misses 2-pt jump shot from 23 ft,,20,19
73,1,3:59.0,,Defensive rebound by A. Wiggins,20,19
74,1,3:51.0,,A. Wiggins misses 3-pt jump shot from 26 ft,20,19
75,1,3:48.0,Defensive rebound by R. Gobert,,20,19
76,1,3:42.0,D. Mitchell misses 2-pt layup from 2 ft,,20,19
77,1,3:39.0,Offensive rebound by J. Crowder,,20,19
78,1,3:37.0,J. Crowder misses 3-pt jump shot from 25 ft,,20,19
79,1,3:34.0,,Defensive rebound by D. Šarić,20,19
80,1,3:18.0,,K. Towns misses 2-pt layup from 1 ft (block by R. Gobert),20,19
81,1,3:15.0,Defensive rebound by J. Crowder,,20,19
82,1,3:11.0,K. Korver misses 3-pt jump shot from 24 ft,,20,19
83,1,3:09.0,,Defensive rebound by L. Deng,20,19
84,1,3:03.0,,D. Šarić misses 3-pt jump shot from 26 ft,20,19
85,1,3:00.0,Defensive rebound by Team,,20,19
86,1,3:00.0,D. Favors enters the game for R. Gobert,,20,19
87,1,3:00.0,J. Ingles enters the game for D. Mitchell,,20,19
88,1,2:46.0,R. O'Neale misses 3-pt jump shot from 25 ft,,20,19
89,1,2:41.0,,Defensive rebound by K. Towns,20,19
90,1,2:33.0,,J. Terrell misses 3-pt jump shot from 24 ft,20,19
91,1,2:28.0,Defensive rebound by J. Ingles,,20,19
92,1,2:24.0,Personal foul by J. Terrell (drawn by K. Korver),,20,19
93,1,2:24.0,,G. Dieng enters the game for K. Towns,20,19
94,1,2:16.0,D. Favors makes 2-pt dunk from 2 ft (assist by R. O'Neale),,22,19
95,1,1:52.0,,G. Dieng makes 3-pt jump shot from 24 ft (assist by A. Wiggins),22,22
96,1,1:23.0,J. Ingles misses 2-pt jump shot from 23 ft,,22,22
97,1,1:21.0,,Defensive rebound by G. Dieng,22,22
98,1,1:13.0,,J. Terrell misses 2-pt layup from 3 ft (block by R. O'Neale),22,22
99,1,1:08.0,,Offensive rebound by G. Dieng,22,22
100,1,1:07.0,,L. Deng misses 3-pt jump shot from 25 ft,22,22
101,1,1:05.0,Defensive rebound by K. Korver,,22,22
102,1,0:55.0,D. Favors misses 2-pt jump shot from 14 ft,,22,22
103,1,0:52.0,Offensive rebound by D. Favors,,22,22
104,1,0:48.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by K. Korver),,25,22
105,1,0:35.0,,Personal foul by J. Crowder (drawn by D. Šarić),25,22
106,1,0:35.0,R. Rubio enters the game for R. O'Neale,,25,22
107,1,0:30.0,,A. Wiggins misses 2-pt jump shot from 19 ft,25,22
108,1,0:27.0,Defensive rebound by D. Favors,,25,22
109,1,0:07.0,R. Rubio misses 3-pt jump shot from 24 ft,,25,22
110,1,0:04.0,,Defensive rebound by D. Šarić,25,22
111,1,0:00.0,,Turnover by A. Wiggins (lost ball; steal by J. Ingles),25,22
112,2,11:46.0,,Turnover by D. Šarić (traveling),25,22
113,2,11:33.0,D. Favors makes 2-pt layup from 2 ft (assist by J. Ingles),,27,22
