,QUARTER,TIME_REMAINING,ORLANDO_ACTION,PHILADELPHIA_ACTION,ORLANDO_SCORE,PHILADELPHIA_SCORE
0,1,11:39.0,A. Gordon makes 2-pt jump shot from 20 ft (assist by N. Vučević),,2,0
1,1,11:23.0,,M. Fultz misses 2-pt jump shot from 12 ft,2,0
2,1,11:20.0,Defensive rebound by N. Vučević,,2,0
3,1,11:12.0,Personal foul by B. Simmons (drawn by J. Isaac),,2,0
4,1,11:05.0,E. Fournier misses 3-pt jump shot from 26 ft,,2,0
5,1,11:03.0,Offensive rebound by Team,,2,0
6,1,10:58.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Fournier),,4,0
7,1,10:42.0,,J. Embiid misses 2-pt jump shot from 13 ft,4,0
8,1,10:40.0,Defensive rebound by J. Isaac,,4,0
9,1,10:28.0,A. Gordon makes 2-pt jump shot from 10 ft,,6,0
10,1,10:10.0,,D. Šarić misses 2-pt hook shot from 9 ft,6,0
11,1,10:07.0,Defensive rebound by E. Fournier,,6,0
12,1,10:07.0,Personal take foul by R. Covington (drawn by D. Augustin),,6,0
13,1,9:57.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by N. Vučević),,9,0
14,1,9:55.0,,Philadelphia full timeout,9,0
15,1,9:46.0,,D. Šarić makes 3-pt jump shot from 24 ft (assist by B. Simmons),9,3
16,1,9:28.0,J. Isaac misses 2-pt jump shot from 14 ft,,9,3
17,1,9:26.0,Offensive rebound by A. Gordon,,9,3
18,1,9:14.0,E. Fournier makes 3-pt jump shot from 26 ft,,12,3
19,1,8:57.0,,J. Embiid misses 2-pt layup from 3 ft (block by A. Gordon),12,3
20,1,8:54.0,,Offensive rebound by J. Embiid,12,3
21,1,8:53.0,,J. Embiid misses 2-pt layup from 3 ft (block by A. Gordon),12,3
22,1,8:53.0,Defensive rebound by A. Gordon,,12,3
23,1,8:44.0,J. Isaac makes 2-pt layup from 2 ft (assist by A. Gordon),,14,3
24,1,8:33.0,,M. Fultz misses 2-pt jump shot from 9 ft,14,3
25,1,8:30.0,Defensive rebound by A. Gordon,,14,3
26,1,8:25.0,Offensive foul by A. Gordon (drawn by R. Covington),,14,3
27,1,8:25.0,Turnover by A. Gordon (offensive foul),,14,3
28,1,8:11.0,,Def 3 sec tech foul by Team,14,3
29,1,8:11.0,,R. Covington makes technical free throw,14,4
30,1,7:59.0,,D. Šarić misses 2-pt layup from 5 ft,14,4
31,1,7:56.0,Defensive rebound by D. Augustin,,14,4
32,1,7:50.0,J. Isaac makes 3-pt jump shot from 25 ft (assist by N. Vučević),,17,4
33,1,7:28.0,,J. Embiid misses 3-pt jump shot from 26 ft,17,4
34,1,7:25.0,,Offensive rebound by D. Šarić,17,4
35,1,7:21.0,,B. Simmons misses 2-pt jump shot from 6 ft,17,4
36,1,7:19.0,Defensive rebound by A. Gordon,,17,4
37,1,7:02.0,Turnover by D. Augustin (lost ball; steal by R. Covington),,17,4
38,1,6:57.0,,M. Fultz makes 2-pt dunk from 1 ft (assist by B. Simmons),17,6
39,1,6:44.0,J. Isaac misses 3-pt jump shot from 26 ft,,17,6
40,1,6:42.0,,Defensive rebound by J. Embiid,17,6
41,1,6:35.0,,J. Embiid makes 2-pt jump shot from 18 ft (assist by B. Simmons),17,8
42,1,6:16.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by N. Vučević),,20,8
43,1,6:09.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by B. Simmons),20,10
44,1,5:47.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by D. Augustin),,23,10
45,1,5:25.0,,M. Fultz misses 2-pt jump shot from 14 ft,23,10
46,1,5:23.0,Defensive rebound by N. Vučević,,23,10
47,1,5:13.0,D. Augustin misses 2-pt layup from 4 ft,,23,10
48,1,5:13.0,Offensive rebound by A. Gordon,,23,10
49,1,5:13.0,A. Gordon makes 2-pt layup from 3 ft,,25,10
50,1,5:13.0,Shooting foul by B. Simmons (drawn by A. Gordon),,25,10
51,1,5:13.0,,A. Johnson enters the game for J. Embiid,25,10
52,1,5:13.0,,T. McConnell enters the game for M. Fultz,25,10
53,1,5:13.0,,J. Redick enters the game for D. Šarić,25,10
54,1,5:13.0,A. Gordon makes free throw 1 of 1,,26,10
55,1,4:59.0,,T. McConnell misses 2-pt jump shot from 12 ft,26,10
56,1,4:55.0,,Offensive rebound by A. Johnson,26,10
57,1,4:53.0,,B. Simmons makes 2-pt layup from 2 ft (assist by A. Johnson),26,12
58,1,4:32.0,N. Vučević misses 2-pt jump shot from 6 ft,,26,12
59,1,4:30.0,,Defensive rebound by A. Johnson,26,12
60,1,4:26.0,,B. Simmons makes 2-pt layup at rim (assist by T. McConnell),26,14
61,1,4:19.0,Orlando full timeout,,26,14
62,1,4:19.0,W. Iwundu enters the game for E. Fournier,,26,14
63,1,4:19.0,T. Ross enters the game for J. Isaac,,26,14
64,1,4:19.0,,D. Šarić enters the game for B. Simmons,26,14
65,1,4:09.0,T. Ross makes 2-pt dunk from 1 ft (assist by N. Vučević),,28,14
66,1,3:49.0,,J. Redick misses 3-pt jump shot from 26 ft,28,14
67,1,3:47.0,Defensive rebound by N. Vučević,,28,14
68,1,3:45.0,Offensive foul by A. Gordon (drawn by J. Redick),,28,14
69,1,3:45.0,Turnover by A. Gordon (offensive foul),,28,14
70,1,3:45.0,M. Bamba enters the game for D. Augustin,,28,14
71,1,3:45.0,J. Grant enters the game for A. Gordon,,28,14
72,1,3:33.0,,T. McConnell makes 2-pt jump shot from 13 ft,28,16
73,1,3:09.0,N. Vučević misses 2-pt jump shot from 11 ft,,28,16
74,1,3:07.0,,Defensive rebound by T. McConnell,28,16
75,1,3:03.0,,D. Šarić makes 3-pt jump shot from 28 ft (assist by T. McConnell),28,19
76,1,2:42.0,Turnover by J. Grant (bad pass; steal by J. Redick),,28,19
77,1,2:36.0,,D. Šarić misses 2-pt jump shot from 20 ft,28,19
78,1,2:36.0,Defensive rebound by J. Grant,,28,19
79,1,2:26.0,Personal foul by D. Šarić (drawn by M. Bamba),,28,19
80,1,2:26.0,,L. Shamet enters the game for R. Covington,28,19
81,1,2:19.0,M. Bamba misses 2-pt hook shot from 6 ft,,28,19
82,1,2:16.0,,Defensive rebound by A. Johnson,28,19
83,1,2:08.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by A. Johnson),28,22
84,1,1:48.0,T. Ross makes 2-pt jump shot from 20 ft (assist by M. Bamba),,30,22
85,1,1:33.0,,J. Redick makes 3-pt jump shot from 26 ft,30,25
86,1,1:07.0,N. Vučević misses 2-pt hook shot from 4 ft,,30,25
87,1,0:59.0,Offensive rebound by N. Vučević,,30,25
88,1,0:59.0,N. Vučević makes 2-pt layup at rim,,32,25
89,1,0:48.0,,T. McConnell makes 2-pt layup from 3 ft,32,27
90,1,0:39.0,Offensive foul by M. Bamba (drawn by L. Shamet),,32,27
91,1,0:39.0,Turnover by M. Bamba (offensive foul),,32,27
92,1,0:39.0,,J. Embiid enters the game for A. Johnson,32,27
93,1,0:30.0,,D. Šarić misses 3-pt jump shot from 26 ft,32,27
94,1,0:26.0,Defensive rebound by W. Iwundu,,32,27
95,1,0:06.0,Turnover by J. Grant (bad pass; steal by T. McConnell),,32,27
96,1,0:02.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by T. McConnell),32,30
97,1,0:00.0,W. Iwundu misses 3-pt jump shot from 53 ft,,32,30
98,1,0:00.0,Offensive rebound by Team,,32,30
99,2,11:44.0,,J. Embiid misses 2-pt layup from 3 ft,32,30
100,2,11:42.0,,Offensive rebound by J. Embiid,32,30
101,2,11:33.0,,L. Shamet misses 3-pt jump shot from 26 ft,32,30
102,2,11:30.0,,Offensive rebound by L. Shamet,32,30
103,2,11:25.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by D. Šarić),32,33
104,2,11:09.0,M. Bamba misses 3-pt jump shot from 24 ft,,32,33
105,2,11:07.0,,Defensive rebound by J. Redick,32,33
106,2,10:49.0,,J. Embiid misses 2-pt jump shot from 7 ft,32,33
107,2,10:47.0,Defensive rebound by T. Ross,,32,33
108,2,10:37.0,T. Ross misses 2-pt jump shot from 4 ft,,32,33
109,2,10:34.0,,Defensive rebound by L. Shamet,32,33
110,2,10:18.0,,D. Šarić misses 3-pt jump shot from 24 ft,32,33
111,2,10:15.0,Defensive rebound by J. Grant,,32,33
112,2,10:06.0,T. Ross misses 2-pt jump shot from 16 ft,,32,33
113,2,10:03.0,,Defensive rebound by J. Redick,32,33
114,2,9:59.0,,L. Shamet misses 3-pt jump shot from 24 ft,32,33
115,2,9:55.0,Defensive rebound by W. Iwundu,,32,33
116,2,9:48.0,W. Iwundu misses 2-pt jump shot from 7 ft,,32,33
117,2,9:46.0,,Defensive rebound by T. McConnell,32,33
118,2,9:36.0,,J. Embiid makes 2-pt jump shot from 16 ft (assist by J. Redick),32,35
119,2,9:13.0,Personal foul by T. McConnell (drawn by W. Iwundu),,32,35
120,2,9:13.0,,R. Covington enters the game for T. McConnell,32,35
121,2,9:13.0,,M. Fultz enters the game for D. Šarić,32,35
122,2,8:57.0,J. Grant misses 2-pt jump shot from 18 ft,,32,35
123,2,8:55.0,,Defensive rebound by R. Covington,32,35
124,2,8:37.0,,J. Embiid makes 2-pt dunk from 1 ft,32,37
125,2,8:31.0,Orlando full timeout,,32,37
126,2,8:31.0,D. Augustin enters the game for J. Grant,,32,37
127,2,8:31.0,E. Fournier enters the game for W. Iwundu,,32,37
128,2,8:23.0,T. Ross makes 3-pt jump shot from 26 ft (assist by M. Bamba),,35,37
129,2,8:10.0,,Turnover by M. Fultz (bad pass),35,37
130,2,7:53.0,M. Bamba makes 2-pt dunk from 1 ft (assist by D. Augustin),,37,37
131,2,7:41.0,,R. Covington misses 2-pt layup from 1 ft (block by M. Bamba),37,37
132,2,7:39.0,,Offensive rebound by M. Fultz,37,37
133,2,7:32.0,,M. Fultz makes 2-pt layup from 3 ft,37,39
134,2,7:23.0,Shooting foul by M. Fultz (drawn by J. Isaac),,37,39
135,2,7:23.0,J. Isaac misses free throw 1 of 2,,37,39
136,2,7:23.0,Offensive rebound by Team,,37,39
137,2,7:23.0,J. Isaac misses free throw 2 of 2,,37,39
138,2,7:21.0,,Defensive rebound by R. Covington,37,39
139,2,7:10.0,,M. Fultz misses 2-pt layup from 5 ft,37,39
140,2,7:07.0,Defensive rebound by J. Isaac,,37,39
141,2,7:05.0,T. Ross misses 3-pt jump shot from 28 ft,,37,39
142,2,7:03.0,,Defensive rebound by M. Fultz,37,39
143,2,7:03.0,,F. Korkmaz enters the game for J. Redick,37,39
144,2,6:47.0,,Turnover by L. Shamet (lost ball; steal by T. Ross),37,39
145,2,6:42.0,D. Augustin misses 3-pt jump shot from 26 ft,,37,39
146,2,6:39.0,,Defensive rebound by J. Embiid,37,39
147,2,6:32.0,,J. Embiid makes 3-pt jump shot from 27 ft (assist by M. Fultz),37,42
148,2,6:13.0,Shooting foul by M. Fultz (drawn by D. Augustin),,37,42
149,2,6:13.0,D. Augustin makes free throw 1 of 2,,38,42
150,2,6:13.0,D. Augustin makes free throw 2 of 2,,39,42
151,2,5:59.0,,Shooting foul by M. Bamba (drawn by J. Embiid),39,42
152,2,5:59.0,,J. Embiid makes free throw 1 of 2,39,43
153,2,5:59.0,,J. Embiid makes free throw 2 of 2,39,44
154,2,5:40.0,E. Fournier misses 2-pt layup from 2 ft,,39,44
155,2,5:37.0,,Defensive rebound by F. Korkmaz,39,44
156,2,5:33.0,,J. Embiid makes 3-pt jump shot from 26 ft (assist by M. Fultz),39,47
157,2,5:21.0,Personal foul by F. Korkmaz (drawn by E. Fournier),,39,47
158,2,5:21.0,A. Gordon enters the game for M. Bamba,,39,47
159,2,5:21.0,N. Vučević enters the game for T. Ross,,39,47
160,2,5:21.0,,D. Šarić enters the game for L. Shamet,39,47
161,2,5:10.0,E. Fournier misses 3-pt jump shot from 24 ft,,39,47
162,2,5:06.0,,Defensive rebound by J. Embiid,39,47
163,2,5:02.0,,J. Embiid makes 3-pt jump shot from 26 ft (assist by D. Šarić),39,50
164,2,4:47.0,N. Vučević misses 2-pt jump shot from 17 ft,,39,50
165,2,4:44.0,,Defensive rebound by M. Fultz,39,50
166,2,4:39.0,,M. Fultz misses 2-pt jump shot from 11 ft,39,50
167,2,4:36.0,Defensive rebound by A. Gordon,,39,50
168,2,4:35.0,Turnover by A. Gordon (bad pass; steal by D. Šarić),,39,50
169,2,4:32.0,,D. Šarić misses 3-pt jump shot from 27 ft,39,50
170,2,4:29.0,,Offensive rebound by M. Fultz,39,50
171,2,4:28.0,,M. Fultz misses 2-pt layup from 6 ft,39,50
172,2,4:26.0,Defensive rebound by N. Vučević,,39,50
173,2,4:21.0,A. Gordon misses 3-pt jump shot from 22 ft,,39,50
174,2,4:18.0,,Defensive rebound by J. Embiid,39,50
175,2,4:03.0,,J. Embiid makes 2-pt jump shot from 16 ft (assist by M. Fultz),39,52
176,2,3:44.0,D. Augustin makes 2-pt layup from 1 ft (assist by N. Vučević),,41,52
177,2,3:43.0,,Philadelphia full timeout,41,52
178,2,3:43.0,W. Iwundu enters the game for J. Isaac,,41,52
179,2,3:43.0,,T. McConnell enters the game for M. Fultz,41,52
180,2,3:31.0,,Personal foul by N. Vučević (drawn by J. Embiid),41,52
181,2,3:31.0,,J. Redick enters the game for F. Korkmaz,41,52
182,2,3:23.0,,J. Redick misses 2-pt jump shot from 13 ft,41,52
183,2,3:20.0,Defensive rebound by N. Vučević,,41,52
184,2,3:02.0,E. Fournier misses 2-pt layup from 7 ft,,41,52
185,2,3:00.0,Offensive rebound by W. Iwundu,,41,52
186,2,2:58.0,Turnover by Team (shot clock),,41,52
187,2,2:58.0,,A. Johnson enters the game for J. Embiid,41,52
188,2,2:46.0,,J. Redick misses 2-pt jump shot from 15 ft,41,52
189,2,2:42.0,,Offensive rebound by D. Šarić,41,52
190,2,2:39.0,,J. Redick misses 2-pt layup from 2 ft,41,52
191,2,2:37.0,,Offensive rebound by A. Johnson,41,52
192,2,2:36.0,,A. Johnson makes 2-pt hook shot from 7 ft,41,54
193,2,2:18.0,E. Fournier makes 2-pt layup from 3 ft (assist by N. Vučević),,43,54
194,2,1:54.0,,T. McConnell makes 2-pt layup from 4 ft,43,56
195,2,1:40.0,N. Vučević makes 2-pt layup from 4 ft (assist by A. Gordon),,45,56
196,2,1:40.0,Shooting foul by A. Johnson (drawn by N. Vučević),,45,56
197,2,1:40.0,J. Isaac enters the game for A. Gordon,,45,56
198,2,1:40.0,N. Vučević makes free throw 1 of 1,,46,56
199,2,1:29.0,,T. McConnell makes 2-pt jump shot from 16 ft,46,58
200,2,1:12.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by N. Vučević),,49,58
201,2,0:57.0,,Turnover by R. Covington (bad pass; steal by J. Isaac),49,58
202,2,0:52.0,J. Isaac misses 2-pt layup from 6 ft,,49,58
203,2,0:50.0,,Defensive rebound by D. Šarić,49,58
204,2,0:43.0,,A. Johnson makes 2-pt hook shot from 7 ft (assist by R. Covington),49,60
205,2,0:34.0,E. Fournier makes 2-pt layup from 3 ft (assist by D. Augustin),,51,60
206,2,0:34.0,Shooting foul by R. Covington (drawn by E. Fournier),,51,60
207,2,0:34.0,E. Fournier makes free throw 1 of 1,,52,60
208,2,0:26.0,,J. Redick makes 3-pt jump shot from 27 ft (assist by D. Šarić),52,63
209,2,0:05.0,E. Fournier misses 2-pt layup from 3 ft (block by A. Johnson),,52,63
210,2,0:02.0,Offensive rebound by W. Iwundu,,52,63
211,2,0:01.0,W. Iwundu misses 3-pt jump shot from 25 ft,,52,63
212,2,0:01.0,,Defensive rebound by A. Johnson,52,63
213,2,0:01.0,,Turnover by T. McConnell (traveling),52,63
214,2,0:00.0,E. Fournier misses 3-pt jump shot from 26 ft,,52,63
215,2,0:00.0,Offensive rebound by Team,,52,63
216,3,11:50.0,,M. Fultz makes 2-pt jump shot from 16 ft,52,65
217,3,11:32.0,A. Gordon makes 2-pt layup from 2 ft (assist by N. Vučević),,54,65
218,3,11:23.0,,Personal foul by E. Fournier (drawn by J. Embiid),54,65
219,3,11:21.0,,Turnover by R. Covington (bad pass; steal by N. Vučević),54,65
220,3,11:10.0,Shooting foul by M. Fultz (drawn by A. Gordon),,54,65
221,3,11:10.0,A. Gordon makes free throw 1 of 3,,55,65
