,QUARTER,TIME_REMAINING,HOUSTON_ACTION,CLEVELAND_ACTION,HOUSTON_SCORE,CLEVELAND_SCORE
73,1,4:29.0,,J. Clarkson misses 2-pt jump shot from 2 ft,14,14
74,1,4:29.0,,Offensive rebound by T. Thompson,14,14
75,1,4:28.0,,T. Thompson misses 2-pt layup at rim,14,14
76,1,4:28.0,Defensive rebound by P. Tucker,,14,14
77,1,4:16.0,J. Harden makes 2-pt layup from 6 ft,,16,14
78,1,4:07.0,,Offensive foul by L. Nance (drawn by G. Clark),16,14
79,1,4:07.0,,Turnover by L. Nance (offensive foul),16,14
80,1,4:07.0,,Violation by Team (delay of game),16,14
81,1,4:07.0,I. Hartenstein enters the game for C. Capela,,16,14
82,1,4:07.0,,A. Harrison enters the game for C. Sexton,16,14
83,1,3:57.0,G. Clark makes 3-pt jump shot from 27 ft (assist by J. Harden),,19,14
84,1,3:35.0,,Shooting foul by P. Tucker (drawn by K. Korver),19,14
85,1,3:35.0,,K. Korver makes free throw 1 of 3,19,15
86,1,3:35.0,,K. Korver makes free throw 2 of 3,19,16
87,1,3:35.0,,K. Korver makes free throw 3 of 3,19,17
88,1,3:18.0,Personal foul by A. Harrison (drawn by G. Green),,19,17
89,1,3:18.0,G. Green makes free throw 1 of 2,,20,17
90,1,3:18.0,G. Green misses free throw 2 of 2,,20,17
91,1,3:16.0,,Defensive rebound by T. Thompson,20,17
92,1,2:58.0,,J. Clarkson makes 2-pt jump shot from 16 ft,20,19
93,1,2:40.0,J. Harden misses 3-pt jump shot from 26 ft,,20,19
94,1,2:37.0,,Defensive rebound by L. Nance,20,19
95,1,2:33.0,,T. Thompson makes 2-pt layup from 1 ft (assist by L. Nance),20,21
96,1,2:13.0,J. Harden makes 2-pt layup from 1 ft,,22,21
97,1,2:02.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by J. Clarkson),22,24
98,1,1:44.0,G. Green makes 3-pt jump shot from 24 ft (assist by J. Harden),,25,24
99,1,1:16.0,,Shooting foul by I. Hartenstein (drawn by T. Thompson),25,24
100,1,1:16.0,Houston full timeout,,25,24
101,1,1:16.0,J. Ennis enters the game for I. Hartenstein,,25,24
102,1,1:16.0,,T. Thompson makes free throw 1 of 2,25,25
103,1,1:16.0,,T. Thompson misses free throw 2 of 2,25,25
104,1,1:14.0,Defensive rebound by G. Green,,25,25
105,1,1:00.0,J. Harden makes 2-pt layup from 1 ft,,27,25
106,1,0:44.0,,J. Clarkson makes 2-pt jump shot from 4 ft,27,27
107,1,0:29.0,J. Harden makes 3-pt jump shot from 26 ft,,30,27
108,1,0:08.0,,K. Korver misses 2-pt jump shot from 21 ft,30,27
109,1,0:08.0,,Offensive rebound by Team,30,27
110,1,0:08.0,Loose ball foul by P. Tucker (drawn by T. Thompson),,30,27
111,1,0:08.0,,T. Thompson makes free throw 1 of 2,30,28
112,1,0:08.0,,T. Thompson makes free throw 2 of 2,30,29
113,1,0:01.0,G. Clark misses 3-pt jump shot from 24 ft,,30,29
114,1,0:01.0,Offensive rebound by P. Tucker,,30,29
115,2,11:50.0,,Offensive foul by J. Clarkson (drawn by M. Carter-Williams),30,29
116,2,11:50.0,,Turnover by J. Clarkson (offensive foul),30,29
117,2,11:38.0,E. Gordon makes 2-pt jump shot from 8 ft,,32,29
118,2,11:21.0,,J. Clarkson misses 3-pt jump shot from 25 ft,32,29
119,2,11:18.0,,Offensive rebound by J. Clarkson,32,29
120,2,11:17.0,,Personal foul by M. Carter-Williams (drawn by J. Clarkson),32,29
121,2,11:03.0,,Turnover by J. Clarkson (lost ball; steal by E. Gordon),32,29
122,2,11:00.0,Turnover by J. Ennis (bad pass),,32,29
123,2,10:38.0,,Shooting foul by M. Carter-Williams (drawn by L. Nance),32,29
124,2,10:38.0,,L. Nance makes free throw 1 of 2,32,30
125,2,10:38.0,,L. Nance makes free throw 2 of 2,32,31
126,2,10:26.0,E. Gordon misses 3-pt jump shot from 28 ft,,32,31
127,2,10:21.0,,Defensive rebound by L. Nance,32,31
128,2,10:09.0,,D. Nwaba misses 2-pt layup from 1 ft,32,31
129,2,10:08.0,,Offensive rebound by D. Nwaba,32,31
130,2,10:08.0,,Shooting foul by J. Ennis (drawn by D. Nwaba),32,31
131,2,10:08.0,,D. Nwaba makes free throw 1 of 2,32,32
132,2,10:08.0,,D. Nwaba misses free throw 2 of 2,32,32
133,2,10:05.0,Defensive rebound by G. Clark,,32,32
134,2,9:56.0,Turnover by C. Capela (lost ball; steal by K. Korver),,32,32
135,2,9:51.0,,A. Harrison makes 2-pt layup from 1 ft,32,34
136,2,9:39.0,M. Carter-Williams makes 3-pt jump shot from 26 ft,,35,34
137,2,9:20.0,,D. Nwaba makes 2-pt dunk at rim (assist by J. Clarkson),35,36
138,2,9:11.0,M. Carter-Williams makes 2-pt layup from 2 ft,,37,36
139,2,9:11.0,Shooting foul by A. Harrison (drawn by M. Carter-Williams),,37,36
140,2,9:11.0,M. Carter-Williams misses free throw 1 of 1,,37,36
141,2,9:11.0,,Defensive rebound by K. Korver,37,36
142,2,8:56.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by J. Clarkson),37,39
143,2,8:47.0,J. Ennis misses 3-pt jump shot from 25 ft,,37,39
144,2,8:45.0,,Defensive rebound by L. Nance,37,39
145,2,8:37.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by A. Harrison),37,42
146,2,8:36.0,Houston full timeout,,37,42
147,2,8:36.0,G. Green enters the game for J. Ennis,,37,42
148,2,8:19.0,G. Clark misses 3-pt jump shot from 25 ft,,37,42
149,2,8:14.0,Offensive rebound by C. Capela,,37,42
150,2,8:13.0,G. Green misses 3-pt jump shot from 27 ft,,37,42
151,2,8:13.0,,Defensive rebound by Team,37,42
152,2,7:51.0,,L. Nance makes 2-pt dunk from 1 ft (assist by J. Clarkson),37,44
153,2,7:38.0,Shooting foul by K. Korver (drawn by E. Gordon),,37,44
154,2,7:38.0,E. Gordon makes free throw 1 of 2,,38,44
155,2,7:38.0,J. Harden enters the game for M. Carter-Williams,,38,44
156,2,7:38.0,P. Tucker enters the game for G. Clark,,38,44
157,2,7:38.0,E. Gordon misses free throw 2 of 2,,38,44
158,2,7:35.0,,Defensive rebound by K. Korver,38,44
159,2,7:35.0,,Turnover by K. Korver (bad pass),38,44
160,2,7:30.0,G. Green makes 2-pt layup from 2 ft (assist by C. Capela),,40,44
161,2,7:09.0,,D. Nwaba misses 2-pt layup from 3 ft (block by C. Capela),40,44
162,2,7:06.0,Defensive rebound by G. Green,,40,44
163,2,7:02.0,J. Harden makes 3-pt jump shot from 26 ft,,43,44
164,2,6:53.0,,Cleveland full timeout,43,44
165,2,6:53.0,,R. Hood enters the game for J. Clarkson,43,44
166,2,6:53.0,,C. Osman enters the game for K. Korver,43,44
167,2,6:43.0,,Def 3 sec tech foul by Team,43,44
168,2,6:43.0,,R. Hood makes technical free throw,43,45
169,2,6:29.0,,A. Harrison misses 3-pt jump shot from 25 ft,43,45
170,2,6:27.0,,Offensive rebound by L. Nance,43,45
171,2,6:17.0,,R. Hood misses 3-pt jump shot from 26 ft,43,45
172,2,6:13.0,,Offensive rebound by L. Nance,43,45
173,2,6:11.0,,C. Osman misses 3-pt jump shot from 25 ft,43,45
174,2,6:07.0,Defensive rebound by C. Capela,,43,45
175,2,5:59.0,E. Gordon misses 2-pt layup from 2 ft,,43,45
176,2,5:55.0,,Defensive rebound by L. Nance,43,45
177,2,5:51.0,,L. Nance misses 2-pt layup from 2 ft,43,45
178,2,5:48.0,Defensive rebound by C. Capela,,43,45
179,2,5:43.0,G. Green misses 3-pt jump shot from 25 ft,,43,45
180,2,5:39.0,,Defensive rebound by L. Nance,43,45
181,2,5:28.0,,L. Nance makes 3-pt jump shot from 25 ft (assist by A. Harrison),43,48
182,2,5:17.0,E. Gordon misses 3-pt jump shot from 26 ft,,43,48
183,2,5:15.0,,Defensive rebound by C. Osman,43,48
184,2,5:09.0,,R. Hood misses 2-pt layup from 3 ft (block by C. Capela),43,48
185,2,5:02.0,Defensive rebound by G. Green,,43,48
186,2,4:55.0,J. Harden misses 2-pt layup from 2 ft (block by L. Nance),,43,48
187,2,4:54.0,Offensive rebound by C. Capela,,43,48
188,2,4:54.0,Shooting foul by L. Nance (drawn by C. Capela),,43,48
189,2,4:54.0,C. Capela makes free throw 1 of 2,,44,48
190,2,4:54.0,J. Ennis enters the game for G. Green,,44,48
191,2,4:54.0,,C. Sexton enters the game for A. Harrison,44,48
192,2,4:54.0,,T. Thompson enters the game for L. Nance,44,48
193,2,4:54.0,C. Capela makes free throw 2 of 2,,45,48
194,2,4:31.0,,C. Sexton makes 2-pt jump shot from 1 ft,45,50
195,2,4:13.0,C. Capela makes 2-pt dunk from 2 ft (assist by J. Harden),,47,50
196,2,3:46.0,,T. Thompson misses 2-pt hook shot from 6 ft,47,50
197,2,3:44.0,,Offensive rebound by D. Nwaba,47,50
198,2,3:44.0,,D. Nwaba misses 2-pt layup from 1 ft,47,50
199,2,3:44.0,,Offensive rebound by T. Thompson,47,50
200,2,3:44.0,,Shooting foul by C. Capela (drawn by T. Thompson),47,50
201,2,3:44.0,,T. Thompson misses free throw 1 of 2,47,50
202,2,3:44.0,,Offensive rebound by Team,47,50
203,2,3:44.0,,L. Nance enters the game for D. Nwaba,47,50
204,2,3:44.0,,T. Thompson makes free throw 2 of 2,47,51
205,2,3:24.0,J. Ennis misses 3-pt jump shot from 26 ft,,47,51
206,2,3:21.0,,Defensive rebound by T. Thompson,47,51
207,2,3:13.0,,C. Osman misses 3-pt jump shot from 23 ft,47,51
208,2,3:09.0,Defensive rebound by J. Harden,,47,51
209,2,3:07.0,Turnover by J. Harden (bad pass; steal by T. Thompson),,47,51
210,2,3:03.0,,C. Sexton makes 2-pt dunk from 1 ft (assist by C. Osman),47,53
211,2,2:44.0,P. Tucker misses 3-pt jump shot from 25 ft,,47,53
212,2,2:41.0,,Defensive rebound by C. Osman,47,53
213,2,2:35.0,,R. Hood makes 3-pt jump shot from 28 ft (assist by C. Osman),47,56
214,2,2:12.0,J. Harden makes 2-pt layup from 1 ft,,49,56
215,2,2:12.0,Shooting foul by L. Nance (drawn by J. Harden),,49,56
216,2,2:12.0,,D. Nwaba enters the game for L. Nance,49,56
217,2,2:12.0,J. Harden makes free throw 1 of 1,,50,56
218,2,2:05.0,,C. Sexton makes 3-pt jump shot from 25 ft,50,59
219,2,1:42.0,J. Harden makes 3-pt jump shot from 25 ft,,53,59
220,2,1:21.0,,R. Hood makes 2-pt layup from 3 ft,53,61
221,2,0:54.0,J. Ennis makes 3-pt jump shot from 24 ft (assist by J. Harden),,56,61
222,2,0:36.0,,C. Sexton makes 2-pt jump shot from 20 ft,56,63
223,2,0:27.0,J. Harden misses 3-pt jump shot from 26 ft,,56,63
224,2,0:23.0,,Defensive rebound by T. Thompson,56,63
225,2,0:20.0,,Turnover by T. Thompson (bad pass; steal by J. Ennis),56,63
226,2,0:16.0,C. Capela makes 2-pt layup from 2 ft (assist by J. Ennis),,58,63
227,2,0:01.0,,Turnover by C. Sexton (lost ball; steal by E. Gordon),58,63
228,3,11:39.0,,T. Thompson makes 2-pt hook shot from 7 ft,58,65
229,3,11:22.0,P. Tucker misses 3-pt jump shot from 23 ft,,58,65
230,3,11:19.0,Offensive rebound by C. Capela,,58,65
231,3,11:17.0,E. Gordon makes 2-pt layup from 1 ft (assist by C. Capela),,60,65
232,3,11:17.0,Shooting foul by C. Sexton (drawn by E. Gordon),,60,65
233,3,11:17.0,E. Gordon makes free throw 1 of 1,,61,65
234,3,10:58.0,,D. Nwaba makes 2-pt jump shot from 7 ft,61,67
235,3,10:51.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Harden),,64,67
236,3,10:31.0,,T. Thompson makes 2-pt dunk from 1 ft,64,69
237,3,10:13.0,Turnover by J. Harden (lost ball; steal by C. Osman),,64,69
238,3,10:05.0,,T. Thompson makes 2-pt hook shot from 4 ft (assist by C. Sexton),64,71
239,3,9:55.0,E. Gordon misses 3-pt jump shot from 25 ft,,64,71
240,3,9:52.0,,Defensive rebound by C. Sexton,64,71
241,3,9:47.0,,C. Sexton misses 3-pt jump shot from 26 ft,64,71
242,3,9:43.0,Defensive rebound by J. Harden,,64,71
243,3,9:25.0,J. Ennis misses 2-pt layup from 5 ft,,64,71
244,3,9:22.0,,Defensive rebound by T. Thompson,64,71
245,3,9:20.0,,Turnover by R. Hood (out of bounds lost ball),64,71
246,3,8:56.0,P. Tucker misses 3-pt jump shot from 23 ft,,64,71
247,3,8:52.0,,Defensive rebound by C. Osman,64,71
248,3,8:31.0,,D. Nwaba misses 3-pt jump shot from 25 ft,64,71
249,3,8:29.0,,Offensive rebound by T. Thompson,64,71
250,3,8:24.0,,D. Nwaba makes 2-pt dunk from 1 ft (assist by R. Hood),64,73
251,3,7:59.0,Offensive foul by J. Harden (drawn by D. Nwaba),,64,73
252,3,7:59.0,Turnover by J. Harden (offensive foul),,64,73
253,3,7:35.0,,Turnover by Team (shot clock),64,73
254,3,7:23.0,Shooting foul by C. Osman (drawn by E. Gordon),,64,73
255,3,7:23.0,E. Gordon misses free throw 1 of 2,,64,73
256,3,7:23.0,Offensive rebound by Team,,64,73
257,3,7:23.0,E. Gordon makes free throw 2 of 2,,65,73
258,3,7:06.0,,C. Osman misses 2-pt hook shot from 7 ft,65,73
259,3,7:04.0,Defensive rebound by P. Tucker,,65,73
260,3,6:58.0,E. Gordon makes 3-pt jump shot from 26 ft,,68,73
261,3,6:32.0,,C. Osman makes 2-pt layup from 2 ft (assist by C. Sexton),68,75
262,3,6:24.0,E. Gordon makes 3-pt jump shot from 27 ft (assist by J. Harden),,71,75
263,3,6:03.0,,C. Sexton makes 2-pt jump shot from 22 ft,71,77
264,3,5:50.0,J. Harden misses 2-pt layup at rim,,71,77
265,3,5:48.0,Offensive rebound by P. Tucker,,71,77
266,3,5:45.0,J. Ennis misses 3-pt jump shot from 25 ft,,71,77
267,3,5:45.0,,Defensive rebound by Team,71,77
268,3,5:45.0,Loose ball foul by P. Tucker (drawn by C. Sexton),,71,77
269,3,5:45.0,,Cleveland full timeout,71,77
270,3,5:45.0,G. Clark enters the game for P. Tucker,,71,77
271,3,5:25.0,,R. Hood misses 3-pt jump shot from 27 ft,71,77
272,3,5:23.0,Defensive rebound by Team,,71,77
273,3,5:07.0,Shooting foul by T. Thompson (drawn by J. Harden),,71,77
274,3,5:07.0,J. Harden misses free throw 1 of 1,,71,77
275,3,5:07.0,Offensive rebound by Team,,71,77
276,3,5:07.0,J. Harden misses free throw 1 of 1,,71,77
277,3,5:07.0,,Defensive rebound by Team,71,77
278,3,4:47.0,,C. Osman misses 2-pt layup from 3 ft,71,77
279,3,4:40.0,,Offensive rebound by T. Thompson,71,77
280,3,4:40.0,,T. Thompson makes 2-pt layup at rim,71,79
281,3,4:30.0,J. Harden misses 2-pt layup from 5 ft,,71,79
282,3,4:28.0,Offensive rebound by J. Harden,,71,79
283,3,4:26.0,J. Harden misses 2-pt layup from 1 ft,,71,79
284,3,4:24.0,,Defensive rebound by T. Thompson,71,79
285,3,4:10.0,,C. Sexton makes 2-pt layup from 2 ft,71,81
286,3,4:10.0,Violation by Team (def goaltending),,71,81
287,3,3:56.0,Personal foul by T. Thompson (drawn by E. Gordon),,71,81
288,3,3:56.0,G. Green enters the game for C. Capela,,71,81
289,3,3:56.0,P. Tucker enters the game for E. Gordon,,71,81
290,3,3:56.0,,J. Clarkson enters the game for R. Hood,71,81
291,3,3:43.0,J. Harden misses 3-pt jump shot from 26 ft,,71,81
292,3,3:41.0,,Defensive rebound by C. Sexton,71,81
293,3,3:34.0,,C. Sexton makes 2-pt jump shot from 23 ft,71,83
294,3,3:25.0,Turnover by J. Harden (bad pass; steal by T. Thompson),,71,83
295,3,3:21.0,,C. Sexton misses 2-pt jump shot from 19 ft,71,83
296,3,3:21.0,,Offensive rebound by Team,71,83
297,3,3:12.0,,C. Sexton makes 2-pt layup from 2 ft,71,85
298,3,2:58.0,P. Tucker makes 3-pt jump shot from 26 ft (assist by G. Clark),,74,85
299,3,2:44.0,,C. Sexton makes 2-pt jump shot from 20 ft,74,87
300,3,2:43.0,Houston full timeout,,74,87
301,3,2:24.0,P. Tucker makes 2-pt layup at rim (assist by J. Harden),,76,87
302,3,2:00.0,,C. Osman misses 3-pt jump shot from 27 ft,76,87
303,3,1:57.0,,Offensive rebound by J. Clarkson,76,87
304,3,1:57.0,,L. Nance enters the game for D. Nwaba,76,87
305,3,1:45.0,,Shooting foul by P. Tucker (drawn by C. Osman),76,87
306,3,1:45.0,,C. Osman makes free throw 1 of 3,76,88
307,3,1:45.0,,C. Osman makes free throw 2 of 3,76,89
308,3,1:45.0,,C. Osman makes free throw 3 of 3,76,90
309,3,1:29.0,J. Harden makes 2-pt dunk from 1 ft,,78,90
310,3,1:12.0,,Personal foul by J. Ennis (drawn by L. Nance),78,90
311,3,1:12.0,,L. Nance makes free throw 1 of 2,78,91
312,3,1:12.0,,K. Korver enters the game for C. Osman,78,91
313,3,1:12.0,,L. Nance misses free throw 2 of 2,78,91
314,3,1:09.0,Defensive rebound by P. Tucker,,78,91
315,3,1:04.0,J. Harden makes 2-pt layup from 6 ft,,80,91
316,3,1:04.0,Shooting foul by L. Nance (drawn by J. Harden),,80,91
317,3,1:04.0,J. Harden makes free throw 1 of 1,,81,91
318,3,0:56.0,,C. Sexton misses 2-pt layup from 3 ft,81,91
319,3,0:55.0,,Offensive rebound by T. Thompson,81,91
320,3,0:55.0,,T. Thompson misses 2-pt layup from 2 ft,81,91
321,3,0:54.0,,Offensive rebound by Team,81,91
322,3,0:54.0,,Shooting foul by J. Ennis (drawn by T. Thompson),81,91
323,3,0:54.0,,T. Thompson misses free throw 1 of 2,81,91
324,3,0:54.0,,Offensive rebound by Team,81,91
325,3,0:54.0,,T. Thompson misses free throw 2 of 2,81,91
326,3,0:51.0,Defensive rebound by G. Clark,,81,91
327,3,0:44.0,G. Clark makes 2-pt layup from 1 ft (assist by J. Harden),,83,91
328,3,0:30.0,,Turnover by C. Sexton (traveling),83,91
329,3,0:25.0,Turnover by J. Harden (lost ball; steal by L. Nance),,83,91
330,3,0:20.0,,J. Clarkson misses 2-pt layup from 3 ft,83,91
331,3,0:13.0,,Offensive rebound by T. Thompson,83,91
332,3,0:13.0,,T. Thompson misses 2-pt layup at rim,83,91
333,3,0:12.0,,Offensive rebound by L. Nance,83,91
334,3,0:04.0,,Shooting foul by G. Green (drawn by J. Clarkson),83,91
335,3,0:04.0,,J. Clarkson makes free throw 1 of 2,83,92
336,3,0:04.0,,D. Nwaba enters the game for L. Nance,83,92
337,3,0:04.0,,J. Clarkson makes free throw 2 of 2,83,93
338,3,0:00.0,J. Harden misses 2-pt layup from 1 ft,,83,93
339,3,0:00.0,Offensive rebound by Team,,83,93
340,4,11:54.0,Personal foul by C. Sexton (drawn by E. Gordon),,83,93
341,4,11:46.0,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),,85,93
342,4,11:34.0,,C. Sexton makes 2-pt jump shot from 21 ft,85,95
343,4,11:16.0,E. Gordon makes 3-pt jump shot from 23 ft (assist by J. Harden),,88,95
344,4,10:52.0,,D. Nwaba misses 3-pt jump shot from 24 ft,88,95
345,4,10:49.0,Defensive rebound by J. Harden,,88,95
346,4,10:39.0,P. Tucker misses 2-pt jump shot from 5 ft,,88,95
347,4,10:33.0,,Defensive rebound by K. Korver,88,95
348,4,10:15.0,,J. Clarkson misses 2-pt layup from 1 ft (block by C. Capela),88,95
349,4,10:15.0,,Offensive rebound by Team,88,95
350,4,10:15.0,,T. Thompson enters the game for L. Nance,88,95
351,4,10:13.0,,J. Clarkson misses 2-pt layup from 5 ft,88,95
352,4,10:11.0,,Offensive rebound by J. Clarkson,88,95
353,4,10:09.0,,J. Clarkson makes 2-pt layup from 2 ft,88,97
354,4,9:55.0,J. Harden makes 3-pt jump shot from 26 ft,,91,97
355,4,9:55.0,Shooting foul by D. Nwaba (drawn by J. Harden),,91,97
356,4,9:55.0,J. Harden makes free throw 1 of 1,,92,97
357,4,9:48.0,,Personal foul by G. Green (drawn by K. Korver),92,97
358,4,9:35.0,,J. Clarkson makes 2-pt jump shot from 16 ft,92,99
359,4,9:27.0,E. Gordon misses 3-pt jump shot from 31 ft,,92,99
360,4,9:24.0,,Defensive rebound by K. Korver,92,99
361,4,9:11.0,,J. Clarkson makes 2-pt jump shot from 7 ft,92,101
362,4,8:52.0,G. Green misses 3-pt jump shot from 26 ft,,92,101
363,4,8:48.0,,Defensive rebound by T. Thompson,92,101
364,4,8:45.0,,Shooting foul by G. Green (drawn by D. Nwaba),92,101
365,4,8:45.0,,D. Nwaba makes free throw 1 of 2,92,102
366,4,8:45.0,,A. Harrison enters the game for C. Sexton,92,102
367,4,8:45.0,,D. Nwaba misses free throw 2 of 2,92,102
368,4,8:41.0,Defensive rebound by P. Tucker,,92,102
369,4,8:35.0,J. Harden makes 2-pt layup from 1 ft,,94,102
370,4,8:12.0,,D. Nwaba misses 3-pt jump shot from 24 ft,94,102
371,4,8:10.0,,Offensive rebound by Team,94,102
372,4,8:10.0,G. Clark enters the game for G. Green,,94,102
373,4,8:00.0,,J. Clarkson misses 3-pt jump shot from 26 ft,94,102
374,4,7:54.0,Defensive rebound by E. Gordon,,94,102
375,4,7:50.0,Turnover by C. Capela (lost ball; steal by J. Clarkson),,94,102
376,4,7:32.0,,A. Harrison makes 2-pt layup from 2 ft,94,104
377,4,7:15.0,E. Gordon misses 2-pt layup from 1 ft,,94,104
378,4,7:12.0,,Defensive rebound by D. Nwaba,94,104
379,4,7:06.0,,D. Nwaba misses 2-pt layup from 7 ft,94,104
380,4,7:02.0,,Offensive rebound by T. Thompson,94,104
381,4,7:02.0,,T. Thompson misses 2-pt layup at rim,94,104
382,4,7:00.0,,Offensive rebound by J. Clarkson,94,104
383,4,7:00.0,,J. Clarkson misses 2-pt layup at rim,94,104
384,4,7:00.0,,Offensive rebound by D. Nwaba,94,104
385,4,6:58.0,,D. Nwaba makes 2-pt dunk at rim,94,106
386,4,6:55.0,Personal foul by D. Nwaba (drawn by J. Harden),,94,106
387,4,6:55.0,,Cleveland full timeout,94,106
388,4,6:42.0,J. Harden misses 2-pt jump shot from 20 ft,,94,106
389,4,6:39.0,Offensive rebound by C. Capela,,94,106
390,4,6:26.0,P. Tucker makes 2-pt layup from 2 ft (assist by J. Harden),,96,106
391,4,5:59.0,,A. Harrison misses 2-pt jump shot from 22 ft,96,106
