,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,DETROIT_ACTION,MINNESOTA_SCORE,DETROIT_SCORE
396,4,2:58.0,,T. Maker makes 2-pt layup from 5 ft (assist by J. Calderón),103,128
397,4,2:38.0,G. Dieng misses 2-pt jump shot from 11 ft,,103,128
398,4,2:37.0,Offensive rebound by Team,,103,128
399,4,2:37.0,Personal foul by B. Griffin (drawn by C. Reynolds),,103,128
400,4,2:37.0,,Detroit full timeout,103,128
401,4,2:37.0,,G. Robinson enters the game for B. Griffin,103,128
402,4,2:37.0,C. Reynolds makes free throw 1 of 2,,104,128
403,4,2:37.0,C. Reynolds makes free throw 2 of 2,,105,128
404,4,2:23.0,,J. Calderón misses 2-pt jump shot from 14 ft,105,128
405,4,2:21.0,Defensive rebound by G. Dieng,,105,128
406,4,2:00.0,C. Reynolds misses 3-pt jump shot from 23 ft,,105,128
407,4,2:00.0,Offensive rebound by G. Dieng,,105,128
408,4,2:00.0,G. Dieng misses 2-pt layup from 1 ft,,105,128
409,4,2:00.0,Offensive rebound by G. Dieng,,105,128
410,4,2:00.0,G. Dieng makes 2-pt layup from 1 ft,,107,128
411,4,2:00.0,Shooting foul by G. Robinson (drawn by G. Dieng),,107,128
412,4,2:00.0,G. Dieng makes free throw 1 of 1,,108,128
413,4,1:41.0,,T. Maker misses 2-pt layup from 1 ft,108,128
414,4,1:39.0,,Offensive rebound by T. Maker,108,128
415,4,1:37.0,,Shooting foul by K. Bates-Diop (drawn by T. Maker),108,128
416,4,1:37.0,,T. Maker misses free throw 1 of 2,108,128
417,4,1:37.0,,Offensive rebound by Team,108,128
418,4,1:37.0,,T. Maker makes free throw 2 of 2,108,129
419,4,1:26.0,A. Tolliver makes 3-pt jump shot from 28 ft (assist by C. Reynolds),,111,129
420,4,1:08.0,,K. Thomas makes 2-pt jump shot from 12 ft,111,131
421,4,0:52.0,Shooting foul by L. Galloway (drawn by K. Bates-Diop),,111,131
422,4,0:52.0,K. Bates-Diop makes free throw 1 of 2,,112,131
423,4,0:52.0,K. Bates-Diop makes free throw 2 of 2,,113,131
424,4,0:37.0,,K. Thomas misses 3-pt jump shot from 27 ft,113,131
425,4,0:34.0,Defensive rebound by A. Tolliver,,113,131
426,4,0:32.0,Personal foul by K. Thomas (drawn by K. Bates-Diop),,113,131
427,4,0:32.0,K. Bates-Diop misses free throw 1 of 2,,113,131
428,4,0:32.0,Offensive rebound by Team,,113,131
429,4,0:32.0,K. Bates-Diop makes free throw 2 of 2,,114,131
430,4,0:12.0,,G. Robinson misses 2-pt layup from 6 ft (block by G. Dieng),114,131
431,4,0:09.0,Defensive rebound by G. Dieng,,114,131
432,4,0:06.0,,Violation by Team (kicked ball),114,131
433,4,0:02.0,A. Tolliver misses 3-pt jump shot from 28 ft,,114,131
434,4,0:00.0,,Defensive rebound by J. Calderón,114,131
