,QUARTER,TIME_REMAINING,TORONTO_ACTION,SACRAMENTO_ACTION,TORONTO_SCORE,SACRAMENTO_SCORE
378,4,9:07.0,J. Valančiūnas makes 2-pt layup at rim,,98,86
379,4,9:00.0,,Personal foul by O. Anunoby (drawn by B. Bogdanović),98,86
380,4,8:49.0,,M. Bagley misses 2-pt jump shot from 12 ft,98,86
381,4,8:45.0,Defensive rebound by J. Valančiūnas,,98,86
382,4,8:37.0,F. VanVleet misses 3-pt jump shot from 28 ft,,98,86
383,4,8:35.0,,Defensive rebound by M. Bagley,98,86
384,4,8:27.0,,Turnover by M. Bagley (bad pass; steal by F. VanVleet),98,86
385,4,8:11.0,P. Siakam makes 2-pt layup from 7 ft,,100,86
386,4,7:54.0,,M. Bagley makes 2-pt jump shot from 6 ft,100,88
387,4,7:33.0,F. VanVleet makes 2-pt layup from 3 ft,,102,88
388,4,7:33.0,,Sacramento full timeout,102,88
389,4,7:33.0,K. Leonard enters the game for P. Siakam,,102,88
390,4,7:33.0,,N. Bjelica enters the game for B. Bogdanović,102,88
391,4,7:33.0,,W. Cauley-Stein enters the game for K. Koufos,102,88
392,4,7:18.0,,W. Cauley-Stein makes 2-pt layup from 5 ft (assist by D. Fox),102,90
393,4,7:18.0,,Shooting foul by J. Valančiūnas (drawn by W. Cauley-Stein),102,90
394,4,7:18.0,,W. Cauley-Stein makes free throw 1 of 1,102,91
395,4,7:00.0,O. Anunoby misses 2-pt jump shot from 7 ft (block by N. Bjelica),,102,91
396,4,6:56.0,,Defensive rebound by W. Cauley-Stein,102,91
397,4,6:50.0,,Turnover by D. Fox (bad pass; steal by F. VanVleet),102,91
398,4,6:46.0,D. Wright misses 2-pt layup from 2 ft,,102,91
399,4,6:40.0,Offensive rebound by O. Anunoby,,102,91
400,4,6:40.0,O. Anunoby makes 2-pt dunk at rim,,104,91
401,4,6:37.0,,M. Bagley misses 2-pt dunk from 3 ft,104,91
402,4,6:35.0,Defensive rebound by K. Leonard,,104,91
403,4,6:32.0,J. Valančiūnas misses 2-pt layup from 7 ft,,104,91
404,4,6:29.0,,Defensive rebound by T. Williams,104,91
405,4,6:22.0,,D. Fox makes 2-pt jump shot from 10 ft (assist by T. Williams),104,93
406,4,6:12.0,Personal foul by M. Bagley (drawn by O. Anunoby),,104,93
407,4,6:12.0,K. Lowry enters the game for D. Wright,,104,93
408,4,6:12.0,,B. Hield enters the game for N. Bjelica,104,93
409,4,6:12.0,,I. Shumpert enters the game for T. Williams,104,93
410,4,6:01.0,K. Leonard makes 2-pt jump shot from 10 ft,,106,93
411,4,5:48.0,,Shooting foul by J. Valančiūnas (drawn by W. Cauley-Stein),106,93
412,4,5:48.0,,W. Cauley-Stein makes free throw 1 of 2,106,94
413,4,5:48.0,,W. Cauley-Stein makes free throw 2 of 2,106,95
414,4,5:36.0,J. Valančiūnas misses 2-pt layup from 6 ft (block by B. Hield),,106,95
415,4,5:34.0,,Defensive rebound by Team,106,95
416,4,5:30.0,,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by I. Shumpert),106,97
417,4,5:07.0,K. Leonard misses 3-pt jump shot from 25 ft,,106,97
418,4,5:05.0,,Defensive rebound by W. Cauley-Stein,106,97
419,4,4:52.0,,D. Fox makes 2-pt jump shot from 11 ft,106,99
420,4,4:52.0,Toronto full timeout,,106,99
421,4,4:52.0,D. Green enters the game for O. Anunoby,,106,99
422,4,4:52.0,S. Ibaka enters the game for J. Valančiūnas,,106,99
423,4,4:52.0,P. Siakam enters the game for F. VanVleet,,106,99
424,4,4:39.0,Personal foul by I. Shumpert (drawn by K. Lowry),,106,99
425,4,4:31.0,K. Leonard misses 2-pt jump shot from 8 ft,,106,99
426,4,4:29.0,Offensive rebound by K. Leonard,,106,99
427,4,4:26.0,S. Ibaka misses 2-pt jump shot from 14 ft,,106,99
428,4,4:23.0,,Defensive rebound by I. Shumpert,106,99
429,4,4:18.0,,D. Fox misses 3-pt jump shot from 26 ft,106,99
430,4,4:13.0,Defensive rebound by K. Lowry,,106,99
431,4,3:55.0,K. Leonard makes 3-pt jump shot from 25 ft,,109,99
432,4,3:43.0,,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by B. Hield),109,101
433,4,3:24.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by K. Lowry),,112,101
434,4,3:18.0,,Offensive foul by D. Fox (drawn by K. Lowry),112,101
435,4,3:18.0,,Turnover by D. Fox (offensive foul),112,101
436,4,3:04.0,K. Leonard misses 2-pt jump shot from 16 ft,,112,101
437,4,3:02.0,,Defensive rebound by W. Cauley-Stein,112,101
438,4,2:49.0,,D. Fox misses 2-pt jump shot from 5 ft,112,101
439,4,2:47.0,Defensive rebound by S. Ibaka,,112,101
440,4,2:43.0,P. Siakam makes 2-pt dunk from 1 ft (assist by K. Lowry),,114,101
441,4,2:43.0,,Sacramento full timeout,114,101
442,4,2:27.0,,Shooting foul by S. Ibaka (drawn by M. Bagley),114,101
443,4,2:27.0,,M. Bagley makes free throw 1 of 2,114,102
444,4,2:27.0,,M. Bagley makes free throw 2 of 2,114,103
445,4,2:05.0,K. Leonard misses 2-pt jump shot from 13 ft,,114,103
446,4,2:05.0,Offensive rebound by Team,,114,103
447,4,2:05.0,,Loose ball foul by I. Shumpert (drawn by S. Ibaka),114,103
448,4,1:57.0,Turnover by K. Leonard (traveling),,114,103
449,4,1:47.0,,M. Bagley misses 2-pt hook shot from 7 ft,114,103
450,4,1:44.0,Defensive rebound by S. Ibaka,,114,103
451,4,1:40.0,Offensive foul by S. Ibaka (drawn by I. Shumpert),,114,103
452,4,1:40.0,Turnover by S. Ibaka (offensive foul),,114,103
453,4,1:40.0,F. VanVleet enters the game for D. Green,,114,103
454,4,1:27.0,,D. Fox misses 3-pt jump shot from 25 ft,114,103
455,4,1:23.0,Defensive rebound by P. Siakam,,114,103
456,4,1:23.0,M. Richardson enters the game for K. Leonard,,114,103
457,4,1:03.0,K. Lowry misses 3-pt jump shot from 26 ft,,114,103
458,4,1:00.0,Offensive rebound by S. Ibaka,,114,103
459,4,0:59.0,S. Ibaka misses 2-pt jump shot from 5 ft (block by M. Bagley),,114,103
460,4,0:59.0,,Defensive rebound by Team,114,103
461,4,0:52.0,,B. Hield misses 2-pt jump shot from 16 ft,114,103
462,4,0:48.0,Defensive rebound by S. Ibaka,,114,103
463,4,0:33.0,Turnover by S. Ibaka (lost ball; steal by W. Cauley-Stein),,114,103
464,4,0:29.0,,I. Shumpert makes 2-pt layup from 1 ft (assist by W. Cauley-Stein),114,105
465,4,0:05.0,Turnover by Team (shot clock),,114,105
