,QUARTER,TIME_REMAINING,DETROIT_ACTION,NEW YORK_ACTION,DETROIT_SCORE,NEW YORK_SCORE
98,2,11:37.0,,Defensive rebound by M. Hezonja,36,22
99,2,11:26.0,,H. Ellenson misses 2-pt layup from 5 ft,36,22
100,2,11:24.0,Defensive rebound by L. Galloway,,36,22
101,2,11:12.0,T. Maker misses 2-pt jump shot from 6 ft,,36,22
102,2,11:10.0,,Defensive rebound by J. Jenkins,36,22
103,2,11:01.0,,L. Kornet misses 3-pt jump shot from 25 ft,36,22
104,2,10:59.0,Defensive rebound by G. Robinson,,36,22
105,2,10:54.0,Personal foul by H. Ellenson (drawn by T. Maker),,36,22
106,2,10:54.0,,M. Robinson enters the game for H. Ellenson,36,22
107,2,10:45.0,Turnover by T. Maker (bad pass; steal by M. Robinson),,36,22
108,2,10:31.0,,J. Jenkins makes 2-pt jump shot from 22 ft (assist by L. Kornet),36,24
109,2,10:09.0,L. Kennard makes 2-pt layup from 2 ft,,38,24
110,2,9:54.0,,M. Robinson makes 2-pt dunk from 2 ft (assist by J. Jenkins),38,26
111,2,9:37.0,L. Galloway misses 3-pt jump shot from 24 ft,,38,26
112,2,9:35.0,,Defensive rebound by L. Kornet,38,26
113,2,9:18.0,,L. Kornet misses 2-pt jump shot from 16 ft,38,26
114,2,9:16.0,Defensive rebound by G. Robinson,,38,26
115,2,9:07.0,L. Kennard makes 3-pt jump shot from 24 ft (assist by I. Smith),,41,26
116,2,8:52.0,,J. Jenkins makes 2-pt jump shot from 10 ft (assist by M. Hezonja),41,28
117,2,8:32.0,L. Kennard makes 3-pt jump shot from 23 ft (assist by L. Galloway),,44,28
118,2,8:26.0,,New York full timeout,44,28
119,2,8:21.0,,Personal foul by L. Galloway (drawn by M. Hezonja),44,28
120,2,8:11.0,,M. Robinson misses 2-pt dunk from 1 ft,44,28
121,2,8:09.0,Defensive rebound by L. Kennard,,44,28
122,2,8:01.0,Shooting foul by M. Robinson (drawn by L. Kennard),,44,28
123,2,8:01.0,,I. Hicks enters the game for M. Robinson,44,28
124,2,8:01.0,L. Kennard makes free throw 1 of 3,,45,28
125,2,8:01.0,L. Kennard makes free throw 2 of 3,,46,28
126,2,8:01.0,L. Kennard makes free throw 3 of 3,,47,28
127,2,7:48.0,,M. Hezonja misses 2-pt jump shot from 7 ft,47,28
128,2,7:46.0,Defensive rebound by T. Maker,,47,28
129,2,7:26.0,L. Kennard makes 2-pt jump shot from 7 ft,,49,28
130,2,7:10.0,,Shooting foul by I. Smith (drawn by I. Hicks),49,28
131,2,7:10.0,Z. Pachulia enters the game for G. Robinson,,49,28
132,2,7:10.0,,K. Allen enters the game for J. Jenkins,49,28
133,2,7:10.0,,K. Knox enters the game for L. Kornet,49,28
134,2,7:10.0,,I. Hicks makes free throw 1 of 2,49,29
135,2,7:10.0,,I. Hicks makes free throw 2 of 2,49,30
136,2,6:55.0,Z. Pachulia misses 2-pt layup from 2 ft,,49,30
137,2,6:53.0,,Defensive rebound by I. Hicks,49,30
138,2,6:43.0,,K. Allen misses 2-pt jump shot from 12 ft,49,30
139,2,6:41.0,,Offensive rebound by I. Hicks,49,30
140,2,6:30.0,,Shooting foul by L. Kennard (drawn by K. Allen),49,30
141,2,6:30.0,,K. Allen makes free throw 1 of 2,49,31
142,2,6:30.0,,K. Allen misses free throw 2 of 2,49,31
143,2,6:28.0,Defensive rebound by I. Smith,,49,31
144,2,6:10.0,L. Kennard makes 2-pt hook shot from 9 ft (assist by I. Smith),,51,31
145,2,5:43.0,,K. Knox misses 2-pt layup from 2 ft,51,31
146,2,5:41.0,,Offensive rebound by I. Hicks,51,31
147,2,5:41.0,,I. Hicks misses 2-pt layup from 3 ft,51,31
148,2,5:39.0,Defensive rebound by L. Galloway,,51,31
149,2,5:29.0,I. Smith misses 3-pt jump shot from 26 ft,,51,31
150,2,5:27.0,,Defensive rebound by K. Knox,51,31
151,2,5:17.0,,Shooting foul by Z. Pachulia (drawn by K. Knox),51,31
152,2,5:17.0,B. Brown enters the game for L. Galloway,,51,31
153,2,5:17.0,A. Drummond enters the game for Z. Pachulia,,51,31
154,2,5:17.0,R. Jackson enters the game for I. Smith,,51,31
155,2,5:17.0,,K. Knox misses free throw 1 of 2,51,31
156,2,5:17.0,,Offensive rebound by Team,51,31
157,2,5:17.0,,K. Knox makes free throw 2 of 2,51,32
158,2,5:04.0,L. Kennard makes 2-pt jump shot from 16 ft,,53,32
159,2,4:51.0,,Offensive foul by M. Hezonja (drawn by L. Kennard),53,32
160,2,4:51.0,,Turnover by M. Hezonja (offensive foul),53,32
161,2,4:39.0,Offensive foul by A. Drummond (drawn by I. Hicks),,53,32
162,2,4:39.0,Turnover by A. Drummond (offensive foul),,53,32
163,2,4:29.0,,D. Dotson misses 3-pt jump shot from 27 ft,53,32
164,2,4:27.0,Defensive rebound by A. Drummond,,53,32
165,2,4:19.0,R. Jackson misses 3-pt jump shot from 26 ft,,53,32
166,2,4:17.0,Offensive rebound by T. Maker,,53,32
167,2,4:10.0,A. Drummond makes 2-pt layup from 1 ft,,55,32
168,2,4:10.0,Shooting foul by I. Hicks (drawn by A. Drummond),,55,32
169,2,4:10.0,A. Drummond misses free throw 1 of 1,,55,32
170,2,4:08.0,,Defensive rebound by I. Hicks,55,32
171,2,4:00.0,,K. Knox misses 3-pt jump shot from 25 ft,55,32
172,2,3:58.0,Defensive rebound by B. Brown,,55,32
173,2,3:46.0,A. Drummond makes 2-pt hook shot from 10 ft,,57,32
174,2,3:33.0,,K. Knox misses 3-pt jump shot from 22 ft,57,32
175,2,3:31.0,Defensive rebound by T. Maker,,57,32
176,2,3:27.0,Shooting foul by M. Hezonja (drawn by T. Maker),,57,32
177,2,3:27.0,T. Maker makes free throw 1 of 2,,58,32
178,2,3:27.0,,J. Jenkins enters the game for D. Dotson,58,32
179,2,3:27.0,,L. Kornet enters the game for M. Hezonja,58,32
180,2,3:27.0,T. Maker makes free throw 2 of 2,,59,32
181,2,3:17.0,,I. Hicks misses 2-pt dunk at rim,59,32
182,2,3:15.0,Defensive rebound by A. Drummond,,59,32
183,2,3:12.0,Turnover by A. Drummond (lost ball; steal by K. Allen),,59,32
184,2,3:10.0,,Shooting foul by R. Jackson (drawn by K. Allen),59,32
185,2,3:10.0,G. Robinson enters the game for T. Maker,,59,32
186,2,3:10.0,,K. Allen makes free throw 1 of 2,59,33
187,2,3:10.0,,K. Allen makes free throw 2 of 2,59,34
188,2,2:48.0,Personal foul by I. Hicks (drawn by R. Jackson),,59,34
189,2,2:48.0,Detroit full timeout,,59,34
190,2,2:48.0,R. Jackson makes free throw 1 of 2,,60,34
191,2,2:48.0,R. Jackson makes free throw 2 of 2,,61,34
192,2,2:29.0,,K. Allen misses 3-pt jump shot from 26 ft,61,34
193,2,2:27.0,Defensive rebound by R. Jackson,,61,34
194,2,2:18.0,G. Robinson misses 3-pt jump shot from 25 ft,,61,34
195,2,2:16.0,,Defensive rebound by K. Allen,61,34
196,2,2:05.0,,I. Hicks makes 2-pt layup from 2 ft (assist by J. Jenkins),61,36
197,2,1:37.0,G. Robinson misses 2-pt jump shot from 20 ft,,61,36
198,2,1:35.0,,Defensive rebound by L. Kornet,61,36
199,2,1:24.0,,J. Jenkins makes 3-pt jump shot from 26 ft,61,39
200,2,1:11.0,Personal foul by J. Jenkins (drawn by L. Kennard),,61,39
201,2,1:11.0,L. Kennard makes free throw 1 of 2,,62,39
202,2,1:11.0,L. Kennard makes free throw 2 of 2,,63,39
203,2,0:52.0,,Shooting foul by L. Kennard (drawn by K. Knox),63,39
204,2,0:52.0,,K. Knox makes free throw 1 of 2,63,40
205,2,0:52.0,,K. Knox makes free throw 2 of 2,63,41
206,2,0:38.0,Turnover by R. Jackson (bad pass),,63,41
207,2,0:30.0,,K. Allen misses 2-pt layup from 1 ft,63,41
208,2,0:28.0,Defensive rebound by A. Drummond,,63,41
209,2,0:21.0,L. Kennard misses 3-pt jump shot from 25 ft,,63,41
210,2,0:20.0,Offensive rebound by A. Drummond,,63,41
211,2,0:20.0,A. Drummond makes 2-pt dunk at rim,,65,41
212,2,0:07.0,,Turnover by K. Knox (traveling),65,41
213,2,0:07.0,W. Ellington enters the game for B. Brown,,65,41
214,2,0:07.0,L. Galloway enters the game for G. Robinson,,65,41
215,2,0:01.0,R. Jackson misses 2-pt layup from 3 ft (block by I. Hicks),,65,41
216,2,0:01.0,Offensive rebound by A. Drummond,,65,41
217,2,0:01.0,A. Drummond misses 2-pt layup from 1 ft,,65,41
218,2,0:01.0,Offensive rebound by Team,,65,41
219,3,11:46.0,,K. Knox misses 2-pt layup from 2 ft,65,41
220,3,11:44.0,Defensive rebound by A. Drummond,,65,41
221,3,11:29.0,W. Ellington misses 2-pt hook shot from 7 ft,,65,41
222,3,11:27.0,,Defensive rebound by Team,65,41
223,3,11:10.0,,M. Hezonja misses 3-pt jump shot from 25 ft,65,41
224,3,11:08.0,Defensive rebound by A. Drummond,,65,41
225,3,10:57.0,B. Brown misses 2-pt layup from 3 ft,,65,41
226,3,10:56.0,,Defensive rebound by Team,65,41
227,3,10:44.0,,L. Kornet misses 3-pt jump shot from 25 ft,65,41
228,3,10:42.0,Defensive rebound by A. Drummond,,65,41
229,3,10:23.0,R. Jackson misses 3-pt jump shot from 25 ft,,65,41
230,3,10:21.0,,Defensive rebound by M. Hezonja,65,41
231,3,10:05.0,,D. Dotson makes 2-pt layup from 2 ft,65,43
232,3,9:56.0,W. Ellington makes 3-pt jump shot from 26 ft (assist by T. Maker),,68,43
233,3,9:39.0,,D. Dotson misses 2-pt jump shot from 10 ft,68,43
234,3,9:38.0,,Offensive rebound by M. Robinson,68,43
235,3,9:38.0,,Shooting foul by B. Brown (drawn by M. Robinson),68,43
236,3,9:38.0,,M. Robinson makes free throw 1 of 2,68,44
237,3,9:38.0,,M. Robinson misses free throw 2 of 2,68,44
238,3,9:36.0,Defensive rebound by T. Maker,,68,44
239,3,9:27.0,Personal foul by K. Knox (drawn by T. Maker),,68,44
240,3,9:19.0,Turnover by R. Jackson (bad pass; steal by M. Hezonja),,68,44
241,3,9:14.0,,Turnover by M. Hezonja (out of bounds lost ball),68,44
242,3,9:02.0,Offensive foul by A. Drummond (drawn by M. Robinson),,68,44
243,3,9:02.0,Turnover by A. Drummond (offensive foul),,68,44
244,3,8:51.0,,L. Kornet makes 3-pt jump shot from 26 ft (assist by D. Dotson),68,47
245,3,8:34.0,T. Maker misses 3-pt jump shot from 23 ft,,68,47
246,3,8:32.0,,Defensive rebound by K. Knox,68,47
247,3,8:16.0,,M. Hezonja misses 2-pt layup from 2 ft,68,47
248,3,8:15.0,Defensive rebound by A. Drummond,,68,47
249,3,8:07.0,B. Brown makes 2-pt layup from 1 ft (assist by R. Jackson),,70,47
250,3,7:39.0,,L. Kornet makes 3-pt jump shot from 24 ft (assist by D. Dotson),70,50
251,3,7:22.0,Shooting foul by M. Robinson (drawn by R. Jackson),,70,50
252,3,7:22.0,,I. Hicks enters the game for M. Robinson,70,50
253,3,7:22.0,R. Jackson makes free throw 1 of 2,,71,50
254,3,7:22.0,R. Jackson makes free throw 2 of 2,,72,50
255,3,7:11.0,,Turnover by M. Hezonja (bad pass; steal by A. Drummond),72,50
256,3,7:08.0,A. Drummond misses 2-pt dunk from 1 ft,,72,50
257,3,7:06.0,Offensive rebound by Team,,72,50
258,3,6:52.0,T. Maker misses 2-pt jump shot from 19 ft,,72,50
259,3,6:50.0,,Defensive rebound by M. Hezonja,72,50
260,3,6:39.0,,L. Kornet misses 3-pt jump shot from 28 ft,72,50
261,3,6:37.0,Defensive rebound by W. Ellington,,72,50
262,3,6:30.0,W. Ellington makes 3-pt jump shot from 26 ft (assist by R. Jackson),,75,50
263,3,6:29.0,,New York full timeout,75,50
264,3,6:29.0,G. Robinson enters the game for T. Maker,,75,50
265,3,6:13.0,,Personal foul by B. Brown (drawn by M. Hezonja),75,50
266,3,6:03.0,,Turnover by M. Hezonja (bad pass; steal by W. Ellington),75,50
267,3,6:00.0,W. Ellington misses 3-pt jump shot from 25 ft,,75,50
268,3,5:58.0,,Defensive rebound by D. Dotson,75,50
269,3,5:43.0,,K. Knox misses 3-pt jump shot from 25 ft,75,50
270,3,5:41.0,Defensive rebound by G. Robinson,,75,50
271,3,5:20.0,Offensive foul by A. Drummond (drawn by L. Kornet),,75,50
272,3,5:20.0,Turnover by A. Drummond (offensive foul),,75,50
273,3,5:20.0,,K. Allen enters the game for M. Hezonja,75,50
274,3,5:05.0,,K. Allen misses 2-pt layup from 4 ft,75,50
275,3,5:03.0,Defensive rebound by A. Drummond,,75,50
276,3,5:01.0,Personal foul by I. Hicks (drawn by A. Drummond),,75,50
277,3,4:48.0,A. Drummond makes 2-pt layup at rim (assist by R. Jackson),,77,50
278,3,4:33.0,,I. Hicks misses 2-pt jump shot from 8 ft,77,50
279,3,4:31.0,Defensive rebound by Team,,77,50
280,3,4:17.0,A. Drummond makes 2-pt hook shot from 3 ft (assist by R. Jackson),,79,50
281,3,4:17.0,,New York full timeout,79,50
282,3,4:17.0,L. Kennard enters the game for W. Ellington,,79,50
283,3,4:17.0,,J. Jenkins enters the game for D. Dotson,79,50
284,3,3:55.0,,L. Kornet misses 3-pt jump shot from 28 ft,79,50
285,3,3:54.0,Defensive rebound by R. Jackson,,79,50
286,3,3:37.0,R. Jackson makes 3-pt jump shot from 28 ft (assist by L. Kennard),,82,50
287,3,3:23.0,,K. Knox misses 3-pt jump shot from 25 ft,82,50
288,3,3:21.0,Defensive rebound by A. Drummond,,82,50
289,3,3:06.0,R. Jackson misses 2-pt jump shot from 16 ft,,82,50
290,3,3:04.0,,Defensive rebound by K. Knox,82,50
291,3,3:04.0,,Personal foul by R. Jackson (drawn by K. Knox),82,50
292,3,3:04.0,,M. Robinson enters the game for L. Kornet,82,50
293,3,2:50.0,,K. Knox makes 2-pt layup at rim (assist by K. Allen),82,52
294,3,2:50.0,I. Smith enters the game for R. Jackson,,82,52
295,3,2:24.0,L. Kennard makes 2-pt layup from 1 ft (assist by A. Drummond),,84,52
296,3,2:24.0,,Violation by Team (def goaltending),84,52
297,3,2:14.0,,K. Allen makes 3-pt jump shot from 24 ft (assist by K. Knox),84,55
298,3,1:56.0,G. Robinson makes 3-pt jump shot from 26 ft (assist by L. Kennard),,87,55
299,3,1:44.0,,Shooting foul by A. Drummond (drawn by K. Allen),87,55
300,3,1:44.0,Z. Pachulia enters the game for A. Drummond,,87,55
301,3,1:44.0,,H. Ellenson enters the game for I. Hicks,87,55
302,3,1:44.0,,B. Garrett enters the game for K. Knox,87,55
303,3,1:44.0,,K. Allen makes free throw 1 of 2,87,56
304,3,1:44.0,,K. Allen misses free throw 2 of 2,87,56
305,3,1:42.0,Defensive rebound by G. Robinson,,87,56
306,3,1:22.0,L. Kennard makes 3-pt jump shot from 26 ft,,90,56
307,3,1:10.0,,J. Jenkins misses 2-pt jump shot from 16 ft,90,56
308,3,1:08.0,Defensive rebound by L. Kennard,,90,56
309,3,0:58.0,G. Robinson makes 2-pt layup from 1 ft (assist by Z. Pachulia),,92,56
310,3,0:48.0,,J. Jenkins makes 2-pt jump shot from 4 ft (assist by K. Allen),92,58
311,3,0:48.0,,Shooting foul by Z. Pachulia (drawn by J. Jenkins),92,58
312,3,0:48.0,,J. Jenkins makes free throw 1 of 1,92,59
313,3,0:38.0,Turnover by L. Kennard (bad pass; steal by K. Allen),,92,59
314,3,0:28.0,,Turnover by B. Garrett (bad pass; steal by G. Robinson),92,59
315,3,0:07.0,I. Smith misses 2-pt jump shot from 22 ft,,92,59
316,3,0:05.0,Offensive rebound by B. Brown,,92,59
317,3,0:01.0,B. Brown misses 2-pt layup from 3 ft,,92,59
318,3,0:00.0,Offensive rebound by B. Brown,,92,59
319,4,11:46.0,G. Robinson makes 2-pt dunk from 1 ft (assist by Z. Pachulia),,94,59
320,4,11:30.0,,B. Garrett makes 2-pt jump shot from 13 ft,94,61
321,4,11:16.0,L. Kennard misses 3-pt jump shot from 25 ft,,94,61
322,4,11:14.0,,Defensive rebound by H. Ellenson,94,61
323,4,11:05.0,,M. Robinson makes 2-pt dunk at rim (assist by K. Allen),94,63
324,4,10:48.0,Personal foul by K. Allen (drawn by Z. Pachulia),,94,63
325,4,10:37.0,Shooting foul by H. Ellenson (drawn by Z. Pachulia),,94,63
326,4,10:37.0,Z. Pachulia makes free throw 1 of 2,,95,63
327,4,10:37.0,Z. Pachulia makes free throw 2 of 2,,96,63
328,4,10:23.0,,Shooting foul by L. Kennard (drawn by K. Allen),96,63
329,4,10:23.0,,K. Allen makes free throw 1 of 2,96,64
330,4,10:23.0,,K. Allen misses free throw 2 of 2,96,64
331,4,10:21.0,Defensive rebound by G. Robinson,,96,64
332,4,10:08.0,G. Robinson misses 3-pt jump shot from 26 ft,,96,64
333,4,10:06.0,,Defensive rebound by H. Ellenson,96,64
334,4,9:57.0,,H. Ellenson misses 2-pt layup at rim,96,64
335,4,9:55.0,Defensive rebound by Z. Pachulia,,96,64
336,4,9:50.0,L. Kennard makes 3-pt jump shot from 25 ft (assist by I. Smith),,99,64
337,4,9:26.0,,J. Jenkins misses 3-pt jump shot from 25 ft,99,64
338,4,9:24.0,Defensive rebound by L. Kennard,,99,64
339,4,9:11.0,Personal foul by H. Ellenson (drawn by Z. Pachulia),,99,64
340,4,9:11.0,,D. Dotson enters the game for K. Allen,99,64
341,4,9:00.0,I. Smith misses 2-pt jump shot from 19 ft,,99,64
342,4,8:58.0,,Defensive rebound by J. Jenkins,99,64
343,4,8:45.0,,D. Dotson misses 3-pt jump shot from 24 ft,99,64
344,4,8:43.0,Defensive rebound by Z. Pachulia,,99,64
345,4,8:23.0,L. Kennard misses 3-pt jump shot from 26 ft,,99,64
346,4,8:22.0,,Defensive rebound by D. Dotson,99,64
347,4,8:09.0,,D. Dotson misses 2-pt jump shot from 19 ft,99,64
348,4,8:07.0,Defensive rebound by L. Kennard,,99,64
349,4,7:51.0,G. Robinson makes 2-pt layup from 2 ft (assist by L. Galloway),,101,64
350,4,7:30.0,,B. Garrett misses 3-pt jump shot from 25 ft,101,64
351,4,7:28.0,Defensive rebound by G. Robinson,,101,64
352,4,7:24.0,Detroit full timeout,,101,64
353,4,7:24.0,,K. Allen enters the game for J. Jenkins,101,64
354,4,7:24.0,,I. Hicks enters the game for M. Robinson,101,64
355,4,7:10.0,L. Galloway misses 2-pt layup from 1 ft (block by H. Ellenson),,101,64
356,4,7:08.0,,Defensive rebound by K. Allen,101,64
357,4,7:02.0,,I. Hicks makes 2-pt layup from 1 ft (assist by B. Garrett),101,66
358,4,7:02.0,,Shooting foul by G. Robinson (drawn by I. Hicks),101,66
359,4,7:02.0,,I. Hicks makes free throw 1 of 1,101,67
360,4,6:53.0,L. Kennard misses 2-pt jump shot from 20 ft,,101,67
361,4,6:52.0,,Defensive rebound by K. Allen,101,67
362,4,6:42.0,,H. Ellenson misses 2-pt jump shot from 9 ft,101,67
363,4,6:40.0,Defensive rebound by L. Kennard,,101,67
364,4,6:33.0,Turnover by L. Kennard (bad pass),,101,67
365,4,6:19.0,,I. Hicks makes 2-pt jump shot from 19 ft,101,69
366,4,5:55.0,L. Galloway makes 3-pt jump shot from 26 ft (assist by G. Robinson),,104,69
367,4,5:32.0,,D. Dotson misses 3-pt jump shot from 23 ft,104,69
368,4,5:30.0,Defensive rebound by G. Robinson,,104,69
369,4,5:24.0,L. Galloway makes 3-pt jump shot from 26 ft (assist by I. Smith),,107,69
370,4,5:24.0,K. Thomas enters the game for L. Kennard,,107,69
371,4,5:24.0,,J. Jenkins enters the game for D. Dotson,107,69
372,4,5:00.0,,K. Allen misses 2-pt jump shot from 9 ft,107,69
373,4,4:58.0,Defensive rebound by Z. Pachulia,,107,69
374,4,4:40.0,L. Galloway misses 3-pt jump shot from 23 ft (block by H. Ellenson),,107,69
375,4,4:38.0,Offensive rebound by Z. Pachulia,,107,69
376,4,4:36.0,Z. Pachulia misses 2-pt layup from 2 ft (block by I. Hicks),,107,69
377,4,4:34.0,Offensive rebound by Z. Pachulia,,107,69
378,4,4:31.0,Z. Pachulia makes 2-pt layup at rim,,109,69
379,4,4:21.0,,B. Garrett makes 2-pt jump shot from 18 ft,109,71
380,4,4:06.0,I. Smith makes 2-pt jump shot from 20 ft,,111,71
381,4,3:59.0,,Personal take foul by L. Galloway (drawn by K. Allen),111,71
382,4,3:59.0,J. Calderón enters the game for L. Galloway,,111,71
383,4,3:59.0,J. Leuer enters the game for I. Smith,,111,71
