,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,LA CLIPPERS_ACTION,LA LAKERS_SCORE,LA CLIPPERS_SCORE
49,1,6:06.0,,Defensive rebound by P. Beverley,14,14
50,1,6:01.0,,M. Harrell makes 2-pt hook shot from 5 ft (assist by P. Beverley),14,16
51,1,5:59.0,K. Kuzma makes 3-pt jump shot from 28 ft (assist by R. Rondo),,17,16
52,1,5:40.0,,Personal foul by R. Rondo (drawn by P. Beverley),17,16
53,1,5:40.0,,L. Williams enters the game for P. Beverley,17,16
54,1,5:28.0,,M. Scott makes 3-pt jump shot from 24 ft (assist by T. Harris),17,19
55,1,5:11.0,I. Zubac misses 2-pt hook shot from 2 ft,,17,19
56,1,5:09.0,,Defensive rebound by L. Williams,17,19
57,1,5:02.0,,A. Bradley misses 3-pt jump shot from 25 ft,17,19
58,1,4:57.0,Defensive rebound by L. James,,17,19
59,1,4:53.0,Turnover by L. James (bad pass; steal by A. Bradley),,17,19
60,1,4:49.0,,L. Williams misses 3-pt jump shot from 26 ft,17,19
61,1,4:44.0,Defensive rebound by B. Ingram,,17,19
62,1,4:38.0,Personal foul by M. Harrell (drawn by I. Zubac),,17,19
63,1,4:38.0,I. Zubac makes free throw 1 of 2,,18,19
64,1,4:38.0,M. Beasley enters the game for K. Kuzma,,18,19
65,1,4:38.0,I. Zubac misses free throw 2 of 2,,18,19
66,1,4:36.0,,Defensive rebound by M. Scott,18,19
67,1,4:25.0,,Personal foul by R. Rondo (drawn by L. Williams),18,19
68,1,4:25.0,J. Hart enters the game for L. James,,18,19
69,1,4:25.0,J. McGee enters the game for R. Rondo,,18,19
70,1,4:25.0,L. Stephenson enters the game for I. Zubac,,18,19
71,1,4:11.0,,M. Scott misses 3-pt jump shot from 25 ft,18,19
72,1,4:08.0,Defensive rebound by M. Beasley,,18,19
73,1,4:00.0,Turnover by J. McGee (lost ball; steal by M. Harrell),,18,19
74,1,3:54.0,,L. Williams misses 3-pt jump shot from 23 ft,18,19
75,1,3:52.0,Defensive rebound by M. Beasley,,18,19
76,1,3:47.0,J. Hart makes 2-pt layup from 2 ft (assist by B. Ingram),,20,19
77,1,3:21.0,,T. Harris makes 2-pt layup from 3 ft,20,21
78,1,3:21.0,LA Lakers full timeout,,20,21
79,1,3:21.0,,S. Gilgeous-Alexander enters the game for A. Bradley,20,21
80,1,3:02.0,M. Beasley misses 2-pt hook shot from 4 ft,,20,21
81,1,3:00.0,,Defensive rebound by T. Harris,20,21
82,1,2:53.0,,T. Harris makes 2-pt layup from 2 ft,20,23
83,1,2:43.0,L. Stephenson makes 3-pt jump shot from 26 ft (assist by J. McGee),,23,23
84,1,2:25.0,,T. Harris misses 3-pt jump shot from 27 ft,23,23
85,1,2:23.0,Defensive rebound by J. McGee,,23,23
86,1,2:13.0,B. Ingram misses 2-pt jump shot from 17 ft,,23,23
87,1,2:10.0,,Defensive rebound by M. Scott,23,23
88,1,2:04.0,,Personal foul by L. Stephenson (drawn by S. Gilgeous-Alexander),23,23
89,1,1:55.0,,M. Harrell misses 2-pt layup from 1 ft,23,23
90,1,1:53.0,,Offensive rebound by M. Harrell,23,23
91,1,1:52.0,,M. Harrell misses 2-pt dunk from 2 ft (block by J. McGee),23,23
92,1,1:52.0,Defensive rebound by M. Beasley,,23,23
93,1,1:36.0,J. McGee makes 2-pt jump shot from 12 ft (assist by B. Ingram),,25,23
94,1,1:27.0,,Shooting foul by L. Stephenson (drawn by S. Gilgeous-Alexander),25,23
95,1,1:27.0,,S. Gilgeous-Alexander misses free throw 1 of 2,25,23
96,1,1:27.0,,Offensive rebound by Team,25,23
97,1,1:27.0,,S. Gilgeous-Alexander makes free throw 2 of 2,25,24
98,1,1:13.0,J. McGee makes 2-pt layup from 1 ft (assist by L. Stephenson),,27,24
99,1,1:00.0,,T. Harris misses 2-pt jump shot from 15 ft,27,24
100,1,0:59.0,,Offensive rebound by Team,27,24
101,1,0:59.0,Loose ball foul by J. McGee (drawn by M. Harrell),,27,24
102,1,0:59.0,,M. Harrell misses free throw 1 of 2,27,24
103,1,0:59.0,,Offensive rebound by Team,27,24
104,1,0:59.0,,M. Harrell misses free throw 2 of 2,27,24
105,1,0:56.0,Defensive rebound by B. Ingram,,27,24
106,1,0:40.0,B. Ingram makes 2-pt jump shot from 11 ft,,29,24
107,1,0:40.0,Shooting foul by T. Harris (drawn by B. Ingram),,29,24
108,1,0:40.0,,J. Robinson enters the game for T. Harris,29,24
109,1,0:40.0,B. Ingram makes free throw 1 of 1,,30,24
110,1,0:28.0,,L. Williams misses 2-pt jump shot from 5 ft,30,24
111,1,0:26.0,Defensive rebound by J. McGee,,30,24
112,1,0:08.0,M. Beasley makes 2-pt jump shot from 5 ft,,32,24
113,1,0:01.0,,L. Williams misses 2-pt jump shot from 4 ft,32,24
114,1,0:00.0,,Offensive rebound by M. Harrell,32,24
115,1,0:00.0,,M. Harrell makes 2-pt layup from 1 ft,32,26
116,1,0:00.0,Violation by Team (def goaltending),,32,26
117,2,11:45.0,,Personal foul by T. Chandler (drawn by L. Williams),32,26
118,2,11:39.0,,S. Gilgeous-Alexander makes 3-pt jump shot from 24 ft (assist by M. Scott),32,29
119,2,11:24.0,Shooting foul by J. Robinson (drawn by M. Beasley),,32,29
120,2,11:24.0,M. Beasley makes free throw 1 of 2,,33,29
121,2,11:24.0,M. Beasley makes free throw 2 of 2,,34,29
122,2,11:13.0,,J. Robinson misses 3-pt jump shot from 23 ft,34,29
123,2,11:10.0,Defensive rebound by L. Stephenson,,34,29
124,2,10:56.0,L. Stephenson misses 3-pt jump shot from 26 ft,,34,29
125,2,10:53.0,,Defensive rebound by L. Williams,34,29
126,2,10:44.0,,M. Scott makes 3-pt jump shot from 24 ft (assist by L. Williams),34,32
127,2,10:22.0,J. Hart misses 2-pt layup from 2 ft (block by M. Harrell),,34,32
128,2,10:21.0,Offensive rebound by Team,,34,32
129,2,10:21.0,K. Caldwell-Pope enters the game for M. Beasley,,34,32
130,2,10:17.0,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,,34,32
131,2,10:14.0,,Defensive rebound by M. Harrell,34,32
132,2,10:04.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 15 ft,34,34
133,2,9:53.0,Shooting foul by M. Scott (drawn by L. James),,34,34
134,2,9:53.0,L. James makes free throw 1 of 2,,35,34
135,2,9:53.0,L. James misses free throw 2 of 2,,35,34
136,2,9:51.0,,Defensive rebound by M. Scott,35,34
137,2,9:38.0,,L. Williams makes 2-pt jump shot from 21 ft,35,36
138,2,9:25.0,K. Caldwell-Pope misses 2-pt jump shot from 20 ft,,35,36
139,2,9:22.0,,Defensive rebound by M. Harrell,35,36
140,2,9:15.0,,Turnover by M. Harrell (lost ball; steal by L. James),35,36
141,2,8:58.0,L. Stephenson makes 3-pt jump shot from 26 ft (assist by L. James),,38,36
142,2,8:33.0,,J. Robinson misses 3-pt jump shot from 28 ft,38,36
143,2,8:31.0,Defensive rebound by L. James,,38,36
144,2,8:27.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by J. Hart),,41,36
145,2,8:13.0,,M. Harrell makes 2-pt dunk from 3 ft (assist by S. Gilgeous-Alexander),41,38
146,2,7:59.0,K. Caldwell-Pope makes 3-pt jump shot from 27 ft (assist by L. James),,44,38
147,2,7:44.0,,Shooting foul by K. Caldwell-Pope (drawn by M. Harrell),44,38
148,2,7:44.0,,M. Harrell misses free throw 1 of 2,44,38
149,2,7:44.0,,Offensive rebound by Team,44,38
150,2,7:44.0,K. Kuzma enters the game for J. Hart,,44,38
151,2,7:44.0,R. Rondo enters the game for L. Stephenson,,44,38
152,2,7:44.0,,P. Beverley enters the game for S. Gilgeous-Alexander,44,38
153,2,7:44.0,,A. Bradley enters the game for J. Robinson,44,38
154,2,7:44.0,,M. Harrell misses free throw 2 of 2,44,38
155,2,7:44.0,,Offensive rebound by P. Beverley,44,38
156,2,7:38.0,,M. Scott misses 3-pt jump shot from 25 ft,44,38
157,2,7:36.0,Defensive rebound by L. James,,44,38
158,2,7:18.0,L. James misses 2-pt jump shot from 8 ft,,44,38
159,2,7:17.0,,Defensive rebound by M. Harrell,44,38
160,2,7:12.0,,LA Clippers full timeout,44,38
161,2,7:12.0,B. Ingram enters the game for T. Chandler,,44,38
162,2,7:12.0,I. Zubac enters the game for L. James,,44,38
163,2,7:12.0,,M. Gortat enters the game for M. Harrell,44,38
164,2,7:12.0,,T. Harris enters the game for M. Scott,44,38
165,2,7:03.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by P. Beverley),44,41
166,2,6:41.0,B. Ingram makes 2-pt layup from 2 ft (assist by R. Rondo),,46,41
167,2,6:26.0,,P. Beverley makes 3-pt jump shot from 22 ft (assist by T. Harris),46,44
168,2,6:08.0,K. Kuzma misses 2-pt jump shot from 13 ft,,46,44
169,2,6:05.0,,Defensive rebound by L. Williams,46,44
170,2,6:01.0,,Turnover by M. Gortat (lost ball; steal by K. Kuzma),46,44
171,2,5:45.0,K. Kuzma misses 2-pt jump shot from 10 ft (block by M. Gortat),,46,44
172,2,5:41.0,,Defensive rebound by M. Gortat,46,44
173,2,5:39.0,,A. Bradley makes 2-pt layup from 1 ft (assist by L. Williams),46,46
174,2,5:39.0,LA Lakers full timeout,,46,46
175,2,5:25.0,R. Rondo makes 2-pt jump shot from 17 ft,,48,46
176,2,5:01.0,,Shooting foul by B. Ingram (drawn by A. Bradley),48,46
177,2,5:01.0,,A. Bradley makes free throw 1 of 2,48,47
178,2,5:01.0,,A. Bradley misses free throw 2 of 2,48,47
179,2,4:58.0,Defensive rebound by R. Rondo,,48,47
180,2,4:34.0,R. Rondo misses 2-pt layup at rim (block by M. Gortat),,48,47
181,2,4:32.0,,Defensive rebound by M. Gortat,48,47
182,2,4:29.0,,Personal foul by K. Kuzma (drawn by M. Gortat),48,47
183,2,4:29.0,L. James enters the game for K. Caldwell-Pope,,48,47
184,2,4:29.0,,S. Gilgeous-Alexander enters the game for L. Williams,48,47
185,2,4:14.0,,Turnover by Team (shot clock),48,47
186,2,3:59.0,I. Zubac misses 2-pt dunk from 3 ft (block by P. Beverley),,48,47
187,2,3:56.0,,Defensive rebound by P. Beverley,48,47
188,2,3:52.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 5 ft (assist by P. Beverley),48,49
189,2,3:35.0,R. Rondo misses 3-pt jump shot from 24 ft,,48,49
190,2,3:35.0,,Defensive rebound by S. Gilgeous-Alexander,48,49
191,2,3:21.0,,T. Harris misses 3-pt jump shot from 24 ft,48,49
192,2,3:19.0,Defensive rebound by R. Rondo,,48,49
193,2,3:15.0,Turnover by I. Zubac (traveling),,48,49
194,2,3:15.0,J. McGee enters the game for I. Zubac,,48,49
195,2,3:02.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 17 ft,48,49
196,2,3:00.0,Defensive rebound by B. Ingram,,48,49
197,2,2:55.0,Turnover by B. Ingram (lost ball; steal by S. Gilgeous-Alexander),,48,49
198,2,2:50.0,,S. Gilgeous-Alexander misses 2-pt layup from 1 ft,48,49
199,2,2:47.0,,Offensive rebound by T. Harris,48,49
200,2,2:47.0,,T. Harris makes 2-pt layup from 1 ft,48,51
201,2,2:43.0,Turnover by K. Kuzma (bad pass; steal by P. Beverley),,48,51
202,2,2:42.0,,Turnover by P. Beverley (step out of bounds),48,51
203,2,2:28.0,L. James misses 3-pt jump shot from 27 ft,,48,51
204,2,2:25.0,,Defensive rebound by A. Bradley,48,51
205,2,2:18.0,,M. Gortat misses 2-pt hook shot from 6 ft,48,51
206,2,2:16.0,Defensive rebound by R. Rondo,,48,51
207,2,2:09.0,R. Rondo makes 2-pt layup from 2 ft,,50,51
208,2,2:03.0,,A. Bradley misses 2-pt layup from 1 ft,50,51
209,2,2:00.0,,Offensive rebound by A. Bradley,50,51
210,2,1:57.0,,A. Bradley misses 3-pt jump shot from 25 ft,50,51
211,2,1:57.0,Defensive rebound by R. Rondo,,50,51
212,2,1:49.0,L. James makes 2-pt layup from 1 ft (assist by R. Rondo),,52,51
213,2,1:32.0,,P. Beverley misses 2-pt layup from 2 ft,52,51
214,2,1:31.0,Defensive rebound by J. McGee,,52,51
215,2,1:29.0,Personal foul by P. Beverley (drawn by R. Rondo),,52,51
216,2,1:29.0,J. Hart enters the game for K. Kuzma,,52,51
217,2,1:29.0,,M. Scott enters the game for S. Gilgeous-Alexander,52,51
218,2,1:29.0,,L. Williams enters the game for T. Harris,52,51
219,2,1:19.0,R. Rondo misses 2-pt jump shot from 1 ft,,52,51
220,2,1:17.0,,Defensive rebound by M. Gortat,52,51
221,2,1:01.0,,M. Scott misses 2-pt jump shot from 11 ft,52,51
222,2,1:00.0,Defensive rebound by J. McGee,,52,51
223,2,0:55.0,B. Ingram misses 2-pt layup from 4 ft (block by A. Bradley),,52,51
224,2,0:55.0,Offensive rebound by Team,,52,51
225,2,0:55.0,K. Caldwell-Pope enters the game for R. Rondo,,52,51
226,2,0:55.0,,B. Marjanović enters the game for M. Gortat,52,51
227,2,0:53.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by L. James),,54,51
228,2,0:39.0,,M. Scott misses 3-pt jump shot from 24 ft,54,51
229,2,0:37.0,Defensive rebound by L. James,,54,51
230,2,0:29.0,L. James misses 2-pt hook shot from 9 ft,,54,51
231,2,0:25.0,Offensive rebound by J. McGee,,54,51
232,2,0:25.0,J. McGee misses 2-pt layup at rim,,54,51
233,2,0:24.0,,Defensive rebound by M. Scott,54,51
234,2,0:03.0,,L. Williams makes 2-pt layup from 2 ft,54,53
235,2,0:00.0,K. Caldwell-Pope misses 3-pt jump shot from 33 ft,,54,53
236,2,0:00.0,Offensive rebound by Team,,54,53
237,3,11:41.0,,A. Bradley makes 2-pt layup from 1 ft (assist by T. Harris),54,55
238,3,11:23.0,I. Zubac makes 2-pt hook shot from 4 ft (assist by L. James),,56,55
239,3,11:09.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 23 ft,56,55
240,3,11:06.0,Defensive rebound by I. Zubac,,56,55
241,3,10:59.0,K. Kuzma makes 3-pt jump shot from 26 ft (assist by R. Rondo),,59,55
242,3,10:44.0,,A. Bradley misses 2-pt jump shot from 18 ft,59,55
243,3,10:41.0,Defensive rebound by L. James,,59,55
244,3,10:33.0,Shooting foul by S. Gilgeous-Alexander (drawn by L. James),,59,55
245,3,10:33.0,L. James makes free throw 1 of 2,,60,55
246,3,10:33.0,L. James misses free throw 2 of 2,,60,55
247,3,10:30.0,,Defensive rebound by P. Beverley,60,55
248,3,10:12.0,,S. Gilgeous-Alexander makes 2-pt layup from 3 ft (assist by P. Beverley),60,57
249,3,10:00.0,Shooting foul by S. Gilgeous-Alexander (drawn by I. Zubac),,60,57
250,3,10:00.0,I. Zubac makes free throw 1 of 2,,61,57
251,3,10:00.0,I. Zubac makes free throw 2 of 2,,62,57
252,3,9:50.0,,T. Harris makes 2-pt layup from 2 ft (assist by M. Gortat),62,59
253,3,9:29.0,I. Zubac misses 2-pt layup from 1 ft,,62,59
254,3,9:27.0,,Defensive rebound by T. Harris,62,59
255,3,9:09.0,,M. Gortat misses 2-pt hook shot from 2 ft,62,59
256,3,9:06.0,Defensive rebound by B. Ingram,,62,59
257,3,8:58.0,L. James makes 3-pt jump shot from 27 ft (assist by R. Rondo),,65,59
258,3,8:47.0,,Personal foul by B. Ingram (drawn by A. Bradley),65,59
259,3,8:36.0,,A. Bradley makes 2-pt jump shot from 12 ft (assist by S. Gilgeous-Alexander),65,61
260,3,8:15.0,Turnover by K. Kuzma (step out of bounds),,65,61
261,3,7:52.0,,Turnover by Team (shot clock),65,61
262,3,7:31.0,B. Ingram misses 3-pt jump shot from 22 ft,,65,61
263,3,7:29.0,,Defensive rebound by T. Harris,65,61
264,3,7:19.0,,S. Gilgeous-Alexander misses 2-pt hook shot from 3 ft,65,61
265,3,7:14.0,Defensive rebound by R. Rondo,,65,61
266,3,7:12.0,R. Rondo makes 2-pt layup from 2 ft (assist by L. James),,67,61
267,3,7:11.0,,LA Clippers full timeout,67,61
268,3,7:11.0,,M. Harrell enters the game for M. Gortat,67,61
269,3,7:00.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 13 ft,67,61
270,3,6:57.0,Defensive rebound by R. Rondo,,67,61
271,3,6:48.0,Personal foul by S. Gilgeous-Alexander (drawn by B. Ingram),,67,61
272,3,6:48.0,,L. Williams enters the game for S. Gilgeous-Alexander,67,61
273,3,6:42.0,K. Kuzma makes 2-pt layup from 3 ft (assist by L. James),,69,61
274,3,6:25.0,,Personal foul by I. Zubac (drawn by T. Harris),69,61
275,3,6:13.0,,M. Harrell makes 2-pt hook shot from 5 ft,69,63
276,3,6:02.0,R. Rondo makes 3-pt jump shot from 26 ft,,72,63
277,3,5:48.0,,Shooting foul by K. Kuzma (drawn by T. Harris),72,63
278,3,5:48.0,,T. Harris makes free throw 1 of 2,72,64
279,3,5:48.0,T. Chandler enters the game for I. Zubac,,72,64
280,3,5:48.0,,T. Harris makes free throw 2 of 2,72,65
281,3,5:31.0,Shooting foul by M. Harrell (drawn by T. Chandler),,72,65
282,3,5:31.0,T. Chandler misses free throw 1 of 2,,72,65
283,3,5:31.0,Offensive rebound by Team,,72,65
284,3,5:31.0,J. Hart enters the game for K. Kuzma,,72,65
285,3,5:31.0,,M. Scott enters the game for A. Bradley,72,65
286,3,5:31.0,T. Chandler makes free throw 2 of 2,,73,65
287,3,5:10.0,,M. Harrell misses 2-pt jump shot from 17 ft,73,65
288,3,5:08.0,Defensive rebound by L. James,,73,65
289,3,5:04.0,Offensive foul by J. Hart (drawn by M. Harrell),,73,65
290,3,5:04.0,Turnover by J. Hart (offensive foul),,73,65
291,3,4:43.0,,M. Harrell misses 2-pt jump shot from 4 ft,73,65
292,3,4:40.0,Defensive rebound by T. Chandler,,73,65
293,3,4:33.0,B. Ingram makes 2-pt dunk from 1 ft (assist by R. Rondo),,75,65
294,3,4:32.0,,LA Clippers full timeout,75,65
295,3,4:32.0,L. Stephenson enters the game for R. Rondo,,75,65
296,3,4:20.0,,P. Beverley makes 3-pt jump shot from 27 ft (assist by T. Harris),75,68
297,3,4:06.0,T. Chandler makes 2-pt dunk from 3 ft (assist by B. Ingram),,77,68
298,3,3:47.0,,P. Beverley misses 3-pt jump shot from 27 ft,77,68
299,3,3:45.0,Defensive rebound by J. Hart,,77,68
300,3,3:37.0,Shooting foul by P. Beverley (drawn by L. James),,77,68
301,3,3:37.0,L. James makes free throw 1 of 2,,78,68
302,3,3:37.0,L. James makes free throw 2 of 2,,79,68
303,3,3:15.0,,T. Harris misses 3-pt jump shot from 26 ft,79,68
304,3,3:11.0,Defensive rebound by J. Hart,,79,68
305,3,3:05.0,L. James misses 3-pt jump shot from 27 ft,,79,68
306,3,3:02.0,,Defensive rebound by P. Beverley,79,68
307,3,3:01.0,,Shooting foul by B. Ingram (drawn by L. Williams),79,68
308,3,3:01.0,,L. Williams makes free throw 1 of 2,79,69
309,3,3:01.0,,J. Robinson enters the game for P. Beverley,79,69
310,3,3:01.0,LA Lakers full timeout,,79,69
311,3,3:01.0,K. Caldwell-Pope enters the game for L. James,,79,69
312,3,3:01.0,,L. Williams makes free throw 2 of 2,79,70
313,3,2:44.0,Shooting foul by M. Scott (drawn by B. Ingram),,79,70
314,3,2:44.0,B. Ingram makes free throw 1 of 2,,80,70
315,3,2:44.0,B. Ingram makes free throw 2 of 2,,81,70
316,3,2:34.0,,M. Scott misses 2-pt jump shot from 4 ft,81,70
317,3,2:32.0,Defensive rebound by J. Hart,,81,70
318,3,2:29.0,Personal foul by T. Harris (drawn by T. Chandler),,81,70
319,3,2:29.0,T. Chandler makes free throw 1 of 2,,82,70
320,3,2:29.0,,P. Beverley enters the game for J. Robinson,82,70
321,3,2:29.0,,S. Thornwell enters the game for M. Scott,82,70
322,3,2:29.0,T. Chandler misses free throw 2 of 2,,82,70
323,3,2:23.0,,Defensive rebound by T. Harris,82,70
324,3,2:14.0,,L. Williams misses 2-pt jump shot from 20 ft (block by T. Chandler),82,70
325,3,2:10.0,Defensive rebound by K. Caldwell-Pope,,82,70
326,3,2:09.0,Turnover by K. Caldwell-Pope (bad pass; steal by L. Williams),,82,70
327,3,2:03.0,,S. Thornwell misses 3-pt jump shot from 24 ft,82,70
328,3,1:59.0,Defensive rebound by T. Chandler,,82,70
329,3,1:55.0,J. Hart misses 2-pt layup from 3 ft,,82,70
330,3,1:55.0,,Defensive rebound by T. Harris,82,70
331,3,1:51.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by T. Harris),82,73
332,3,1:48.0,LA Lakers full timeout,,82,73
333,3,1:48.0,,J. Robinson enters the game for T. Harris,82,73
334,3,1:30.0,B. Ingram makes 2-pt jump shot from 14 ft (assist by J. Hart),,84,73
335,3,1:11.0,,Turnover by S. Thornwell (lost ball; steal by T. Chandler),84,73
336,3,0:53.0,L. Stephenson misses 2-pt jump shot from 7 ft,,84,73
337,3,0:51.0,Offensive rebound by T. Chandler,,84,73
338,3,0:44.0,L. Stephenson makes 3-pt jump shot from 26 ft (assist by B. Ingram),,87,73
339,3,0:36.0,,L. Williams misses 2-pt jump shot from 15 ft,87,73
340,3,0:33.0,Defensive rebound by K. Caldwell-Pope,,87,73
341,3,0:25.0,J. Hart misses 3-pt jump shot from 22 ft,,87,73
342,3,0:24.0,,Defensive rebound by M. Harrell,87,73
343,3,0:05.0,,S. Thornwell misses 2-pt jump shot from 6 ft,87,73
344,3,0:05.0,,Offensive rebound by M. Harrell,87,73
345,3,0:05.0,,M. Harrell makes 2-pt layup at rim,87,75
346,3,0:03.0,Turnover by B. Ingram (lost ball; steal by S. Thornwell),,87,75
347,3,0:01.0,,J. Robinson misses 3-pt jump shot from 44 ft,87,75
348,3,0:01.0,,Offensive rebound by Team,87,75
349,4,11:48.0,Personal foul by M. Harrell (drawn by J. McGee),,87,75
350,4,11:39.0,R. Rondo misses 2-pt jump shot from 5 ft,,87,75
351,4,11:36.0,,Defensive rebound by P. Beverley,87,75
352,4,11:31.0,,P. Beverley misses 3-pt jump shot from 27 ft,87,75
353,4,11:24.0,Defensive rebound by K. Caldwell-Pope,,87,75
354,4,11:19.0,K. Caldwell-Pope misses 2-pt jump shot from 21 ft,,87,75
355,4,11:18.0,Offensive rebound by Team,,87,75
356,4,11:18.0,,Loose ball foul by J. Robinson (drawn by J. McGee),87,75
357,4,11:15.0,Personal foul by S. Thornwell (drawn by K. Caldwell-Pope),,87,75
358,4,11:08.0,Personal foul by J. Robinson (drawn by R. Rondo),,87,75
359,4,11:08.0,Violation by Team (delay of game),,87,75
360,4,10:57.0,J. McGee makes 2-pt hook shot from 5 ft,,89,75
361,4,10:50.0,,M. Harrell makes 2-pt layup from 3 ft (assist by L. Williams),89,77
362,4,10:50.0,,Shooting foul by J. McGee (drawn by M. Harrell),89,77
363,4,10:50.0,L. James enters the game for K. Caldwell-Pope,,89,77
364,4,10:50.0,,T. Harris enters the game for S. Thornwell,89,77
365,4,10:50.0,,M. Harrell makes free throw 1 of 1,89,78
366,4,10:30.0,L. James makes 2-pt jump shot from 21 ft,,91,78
367,4,10:06.0,,J. Robinson makes 2-pt layup from 3 ft,91,80
368,4,9:47.0,L. James misses 2-pt jump shot from 19 ft,,91,80
369,4,9:45.0,,Defensive rebound by T. Harris,91,80
370,4,9:42.0,,P. Beverley makes 3-pt jump shot from 23 ft (assist by T. Harris),91,83
371,4,9:18.0,R. Rondo misses 2-pt layup from 3 ft (block by J. Robinson),,91,83
372,4,9:18.0,Offensive rebound by Team,,91,83
373,4,9:13.0,L. James misses 2-pt jump shot from 19 ft,,91,83
374,4,9:08.0,,Defensive rebound by M. Harrell,91,83
375,4,9:04.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),91,85
376,4,9:03.0,,Technical foul by M. Harrell,91,85
377,4,9:03.0,L. James makes technical free throw,,92,85
