,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,NEW YORK_ACTION,MILWAUKEE_SCORE,NEW YORK_SCORE
111,1,1:49.0,,Defensive rebound by A. Trier,18,20
112,1,1:36.0,,A. Trier misses 2-pt jump shot from 18 ft,18,20
113,1,1:35.0,,Offensive rebound by Team,18,20
114,1,1:35.0,G. Antetokounmpo enters the game for S. Brown,,18,20
115,1,1:35.0,T. Snell enters the game for D. Wilson,,18,20
116,1,1:29.0,,A. Trier makes 2-pt jump shot from 8 ft,18,22
117,1,1:06.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,20,22
118,1,0:58.0,Violation by Team (kicked ball),,20,22
119,1,0:53.0,,T. Burke makes 2-pt jump shot from 21 ft,20,24
120,1,0:35.0,M. Brogdon misses 2-pt jump shot from 8 ft,,20,24
121,1,0:32.0,Offensive rebound by M. Brogdon,,20,24
122,1,0:29.0,T. Maker misses 3-pt jump shot from 23 ft,,20,24
123,1,0:25.0,Offensive rebound by M. Brogdon,,20,24
124,1,0:25.0,T. Maker makes 2-pt layup from 1 ft (assist by M. Brogdon),,22,24
125,1,0:05.0,,L. Kornet misses 3-pt jump shot from 27 ft,22,24
126,1,0:00.0,Defensive rebound by G. Hill,,22,24
127,1,0:00.0,G. Hill misses 3-pt jump shot from 25 ft,,22,24
128,1,0:00.0,Offensive rebound by Team,,22,24
129,2,11:40.0,,L. Kornet misses 3-pt jump shot from 23 ft,22,24
130,2,11:38.0,Defensive rebound by G. Antetokounmpo,,22,24
131,2,11:31.0,G. Antetokounmpo makes 2-pt jump shot from 17 ft,,24,24
132,2,11:17.0,,Turnover by A. Trier (bad pass; steal by M. Brogdon),24,24
133,2,11:15.0,Shooting foul by L. Thomas (drawn by G. Antetokounmpo),,24,24
134,2,11:15.0,G. Antetokounmpo misses free throw 1 of 2,,24,24
135,2,11:15.0,Offensive rebound by Team,,24,24
136,2,11:15.0,,E. Freedom enters the game for L. Kornet,24,24
137,2,11:15.0,G. Antetokounmpo makes free throw 2 of 2,,25,24
138,2,11:01.0,,Turnover by E. Freedom (3 sec),25,24
139,2,10:44.0,Turnover by G. Antetokounmpo (traveling),,25,24
140,2,10:35.0,,T. Burke misses 2-pt jump shot from 10 ft (block by T. Maker),25,24
141,2,10:31.0,,Offensive rebound by E. Freedom,25,24
142,2,10:30.0,,E. Freedom misses 2-pt layup from 1 ft (block by T. Snell),25,24
143,2,10:27.0,Defensive rebound by G. Hill,,25,24
144,2,10:23.0,T. Maker makes 2-pt layup from 5 ft (assist by M. Brogdon),,27,24
145,2,10:23.0,Shooting foul by D. Dotson (drawn by T. Maker),,27,24
146,2,10:23.0,,T. Hardaway enters the game for D. Dotson,27,24
147,2,10:23.0,T. Maker makes free throw 1 of 1,,28,24
148,2,10:03.0,,E. Freedom makes 2-pt layup at rim (assist by T. Burke),28,26
149,2,9:56.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by G. Hill),,30,26
150,2,9:56.0,Shooting foul by L. Thomas (drawn by G. Antetokounmpo),,30,26
151,2,9:56.0,E. Bledsoe enters the game for M. Brogdon,,30,26
152,2,9:56.0,G. Antetokounmpo misses free throw 1 of 1,,30,26
153,2,9:53.0,,Defensive rebound by T. Hardaway,30,26
154,2,9:47.0,,T. Hardaway misses 2-pt jump shot from 20 ft,30,26
155,2,9:43.0,,Offensive rebound by E. Freedom,30,26
156,2,9:43.0,,E. Freedom makes 2-pt layup from 3 ft,30,28
157,2,9:43.0,,Shooting foul by T. Maker (drawn by E. Freedom),30,28
158,2,9:43.0,,E. Freedom makes free throw 1 of 1,30,29
159,2,9:27.0,T. Maker makes 2-pt jump shot from 15 ft (assist by G. Hill),,32,29
160,2,9:17.0,,T. Burke misses 2-pt jump shot from 13 ft,32,29
161,2,9:14.0,,Offensive rebound by T. Burke,32,29
162,2,9:13.0,,T. Burke misses 2-pt layup from 1 ft (block by T. Maker),32,29
163,2,9:11.0,,Offensive rebound by T. Burke,32,29
164,2,9:07.0,,Turnover by L. Thomas (bad pass; steal by G. Antetokounmpo),32,29
165,2,9:04.0,G. Antetokounmpo makes 2-pt dunk from 2 ft,,34,29
166,2,8:48.0,,Personal foul by G. Hill (drawn by A. Trier),34,29
167,2,8:48.0,B. Lopez enters the game for T. Maker,,34,29
168,2,8:48.0,,E. Mudiay enters the game for T. Burke,34,29
169,2,8:42.0,,E. Mudiay misses 3-pt jump shot from 25 ft,34,29
170,2,8:40.0,Defensive rebound by G. Antetokounmpo,,34,29
171,2,8:27.0,Turnover by B. Lopez (lost ball; steal by L. Thomas),,34,29
172,2,8:27.0,,Personal foul by G. Antetokounmpo (drawn by T. Hardaway),34,29
173,2,8:13.0,,L. Thomas misses 2-pt jump shot from 20 ft,34,29
174,2,8:11.0,Defensive rebound by E. Bledsoe,,34,29
175,2,8:02.0,G. Antetokounmpo misses 2-pt jump shot from 11 ft,,34,29
176,2,7:59.0,,Defensive rebound by T. Hardaway,34,29
177,2,7:54.0,,T. Hardaway misses 2-pt jump shot from 16 ft,34,29
178,2,7:51.0,Defensive rebound by B. Lopez,,34,29
179,2,7:44.0,T. Snell misses 2-pt layup from 3 ft,,34,29
180,2,7:40.0,,Defensive rebound by A. Trier,34,29
181,2,7:35.0,,A. Trier misses 2-pt layup from 1 ft,34,29
182,2,7:33.0,Defensive rebound by B. Lopez,,34,29
183,2,7:18.0,Shooting foul by A. Trier (drawn by E. Bledsoe),,34,29
184,2,7:18.0,K. Middleton enters the game for G. Antetokounmpo,,34,29
185,2,7:18.0,D. Wilson enters the game for G. Hill,,34,29
186,2,7:18.0,,K. Knox enters the game for L. Thomas,34,29
187,2,7:18.0,,N. Vonleh enters the game for A. Trier,34,29
188,2,7:18.0,E. Bledsoe misses free throw 1 of 2,,34,29
189,2,7:18.0,Offensive rebound by Team,,34,29
190,2,7:18.0,E. Bledsoe makes free throw 2 of 2,,35,29
191,2,7:00.0,,T. Hardaway makes 2-pt jump shot from 20 ft,35,31
192,2,6:47.0,Personal foul by T. Hardaway (drawn by D. Wilson),,35,31
193,2,6:47.0,,New York full timeout,35,31
194,2,6:47.0,D. Wilson misses free throw 1 of 2,,35,31
195,2,6:47.0,Offensive rebound by Team,,35,31
196,2,6:47.0,D. Wilson makes free throw 2 of 2,,36,31
197,2,6:35.0,,K. Knox misses 2-pt hook shot from 10 ft,36,31
198,2,6:33.0,,Offensive rebound by K. Knox,36,31
199,2,6:31.0,,Shooting foul by D. Wilson (drawn by E. Freedom),36,31
200,2,6:31.0,,E. Freedom makes free throw 1 of 2,36,32
201,2,6:31.0,,E. Freedom makes free throw 2 of 2,36,33
202,2,6:17.0,B. Lopez makes 2-pt jump shot from 16 ft (assist by K. Middleton),,38,33
203,2,6:01.0,,T. Hardaway misses 3-pt jump shot from 23 ft,38,33
204,2,5:59.0,Defensive rebound by K. Middleton,,38,33
205,2,5:49.0,Shooting foul by T. Hardaway (drawn by B. Lopez),,38,33
206,2,5:49.0,B. Lopez makes free throw 1 of 2,,39,33
207,2,5:49.0,G. Hill enters the game for T. Snell,,39,33
208,2,5:49.0,B. Lopez makes free throw 2 of 2,,40,33
209,2,5:29.0,,E. Freedom makes 3-pt jump shot from 26 ft (assist by E. Mudiay),40,36
210,2,5:15.0,K. Middleton misses 3-pt jump shot from 26 ft,,40,36
211,2,5:13.0,,Defensive rebound by N. Vonleh,40,36
212,2,5:08.0,,Shooting foul by G. Hill (drawn by T. Hardaway),40,36
213,2,5:08.0,,T. Hardaway misses free throw 1 of 2,40,36
214,2,5:08.0,,Offensive rebound by Team,40,36
215,2,5:08.0,G. Antetokounmpo enters the game for D. Wilson,,40,36
216,2,5:08.0,,T. Hardaway makes free throw 2 of 2,40,37
217,2,4:49.0,B. Lopez misses 3-pt jump shot from 25 ft,,40,37
218,2,4:44.0,,Defensive rebound by T. Hardaway,40,37
219,2,4:32.0,,E. Mudiay misses 2-pt jump shot from 15 ft,40,37
220,2,4:30.0,Defensive rebound by G. Antetokounmpo,,40,37
221,2,4:22.0,G. Hill misses 3-pt jump shot from 24 ft,,40,37
222,2,4:19.0,,Defensive rebound by T. Hardaway,40,37
223,2,4:15.0,,K. Knox makes 2-pt layup from 1 ft (assist by T. Hardaway),40,39
224,2,4:01.0,E. Bledsoe misses 2-pt layup from 1 ft,,40,39
225,2,3:59.0,Offensive rebound by Team,,40,39
226,2,3:49.0,K. Middleton misses 3-pt jump shot from 26 ft,,40,39
227,2,3:46.0,,Defensive rebound by N. Vonleh,40,39
228,2,3:38.0,,T. Hardaway misses 3-pt jump shot from 25 ft,40,39
229,2,3:35.0,Defensive rebound by G. Antetokounmpo,,40,39
230,2,3:27.0,G. Antetokounmpo makes 2-pt layup at rim,,42,39
231,2,3:15.0,,E. Freedom misses 3-pt jump shot from 26 ft,42,39
232,2,3:14.0,Defensive rebound by Team,,42,39
233,2,3:14.0,Milwaukee full timeout,,42,39
234,2,2:58.0,K. Middleton misses 3-pt jump shot from 24 ft,,42,39
235,2,2:56.0,,Defensive rebound by T. Hardaway,42,39
236,2,2:53.0,,Turnover by T. Hardaway (bad pass),42,39
237,2,2:53.0,M. Brogdon enters the game for E. Bledsoe,,42,39
238,2,2:32.0,Shooting foul by E. Freedom (drawn by B. Lopez),,42,39
239,2,2:32.0,B. Lopez makes free throw 1 of 2,,43,39
240,2,2:32.0,B. Lopez makes free throw 2 of 2,,44,39
241,2,2:13.0,,Shooting foul by G. Hill (drawn by T. Hardaway),44,39
242,2,2:13.0,,T. Hardaway makes free throw 1 of 2,44,40
243,2,2:13.0,,T. Hardaway makes free throw 2 of 2,44,41
244,2,1:59.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,,44,41
245,2,1:55.0,,Defensive rebound by Team,44,41
246,2,1:39.0,,E. Mudiay misses 2-pt jump shot from 14 ft,44,41
247,2,1:37.0,Defensive rebound by M. Brogdon,,44,41
248,2,1:30.0,M. Brogdon makes 2-pt jump shot from 17 ft,,46,41
249,2,1:19.0,,T. Hardaway misses 2-pt jump shot from 9 ft,46,41
250,2,1:18.0,,Offensive rebound by T. Hardaway,46,41
251,2,1:16.0,,T. Hardaway makes 2-pt layup from 1 ft,46,43
252,2,1:07.0,M. Brogdon misses 3-pt jump shot from 25 ft,,46,43
253,2,1:06.0,Offensive rebound by G. Hill,,46,43
254,2,1:06.0,T. Snell enters the game for G. Hill,,46,43
255,2,0:59.0,K. Middleton makes 2-pt jump shot from 15 ft (assist by T. Snell),,48,43
256,2,0:48.0,,N. Vonleh makes 3-pt jump shot from 26 ft (assist by E. Mudiay),48,46
257,2,0:36.0,G. Antetokounmpo misses 2-pt layup from 2 ft (block by N. Vonleh),,48,46
258,2,0:33.0,,Defensive rebound by E. Freedom,48,46
259,2,0:25.0,,N. Vonleh misses 2-pt layup from 1 ft,48,46
260,2,0:24.0,Defensive rebound by K. Middleton,,48,46
261,2,0:19.0,T. Snell misses 3-pt jump shot from 23 ft,,48,46
262,2,0:16.0,,Defensive rebound by E. Mudiay,48,46
263,2,0:03.0,,E. Mudiay misses 3-pt jump shot from 27 ft (block by M. Brogdon),48,46
264,2,0:02.0,Defensive rebound by M. Brogdon,,48,46
265,2,0:01.0,M. Brogdon misses 3-pt jump shot from 25 ft,,48,46
266,2,0:00.0,Offensive rebound by Team,,48,46
267,3,11:47.0,,E. Mudiay makes 2-pt layup from 1 ft (assist by T. Hardaway),48,48
268,3,11:31.0,M. Brogdon makes 2-pt layup from 1 ft (assist by K. Middleton),,50,48
269,3,11:12.0,,T. Hardaway misses 2-pt jump shot from 12 ft,50,48
270,3,11:08.0,Defensive rebound by K. Middleton,,50,48
271,3,11:07.0,Personal foul by T. Hardaway (drawn by G. Antetokounmpo),,50,48
272,3,10:58.0,B. Lopez makes 2-pt hook shot from 11 ft,,52,48
273,3,10:50.0,,Personal foul by M. Brogdon (drawn by T. Hardaway),52,48
274,3,10:41.0,,E. Freedom misses 2-pt hook shot from 7 ft,52,48
275,3,10:38.0,Defensive rebound by E. Bledsoe,,52,48
276,3,10:32.0,E. Bledsoe misses 2-pt layup from 2 ft,,52,48
277,3,10:31.0,,Defensive rebound by N. Vonleh,52,48
278,3,10:21.0,,Turnover by E. Mudiay (traveling),52,48
279,3,10:07.0,G. Antetokounmpo makes 2-pt jump shot from 17 ft,,54,48
280,3,9:51.0,,K. Knox makes 2-pt jump shot from 13 ft (assist by E. Freedom),54,50
281,3,9:36.0,M. Brogdon makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,56,50
282,3,9:20.0,,T. Hardaway misses 2-pt jump shot from 22 ft,56,50
283,3,9:19.0,Defensive rebound by K. Middleton,,56,50
284,3,9:12.0,Shooting foul by E. Freedom (drawn by B. Lopez),,56,50
285,3,9:12.0,B. Lopez makes free throw 1 of 2,,57,50
286,3,9:12.0,B. Lopez makes free throw 2 of 2,,58,50
287,3,9:02.0,,E. Freedom makes 2-pt layup from 2 ft (assist by K. Knox),58,52
288,3,8:50.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,60,52
289,3,8:37.0,,K. Knox makes 2-pt jump shot from 14 ft,60,54
290,3,8:24.0,M. Brogdon misses 3-pt jump shot from 27 ft,,60,54
291,3,8:22.0,,Defensive rebound by N. Vonleh,60,54
292,3,8:16.0,,K. Knox misses 3-pt jump shot from 26 ft,60,54
293,3,8:11.0,,Offensive rebound by T. Hardaway,60,54
294,3,8:00.0,,Turnover by K. Knox (lost ball; steal by G. Antetokounmpo),60,54
295,3,7:54.0,K. Middleton misses 3-pt jump shot from 26 ft,,60,54
296,3,7:52.0,,Defensive rebound by E. Freedom,60,54
297,3,7:46.0,,Turnover by E. Mudiay (bad pass; steal by M. Brogdon),60,54
298,3,7:41.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by K. Middleton),,62,54
299,3,7:40.0,,New York full timeout,62,54
300,3,7:40.0,G. Hill enters the game for M. Brogdon,,62,54
301,3,7:29.0,,K. Knox misses 2-pt layup from 1 ft (block by B. Lopez),62,54
302,3,7:29.0,,Offensive rebound by Team,62,54
303,3,7:23.0,,K. Knox makes 2-pt jump shot from 14 ft,62,56
304,3,7:11.0,B. Lopez misses 3-pt jump shot from 26 ft,,62,56
305,3,7:07.0,,Defensive rebound by E. Freedom,62,56
306,3,7:04.0,,T. Hardaway misses 2-pt layup from 1 ft,62,56
307,3,7:01.0,Defensive rebound by B. Lopez,,62,56
308,3,6:55.0,B. Lopez misses 3-pt jump shot from 25 ft,,62,56
309,3,6:53.0,,Defensive rebound by K. Knox,62,56
310,3,6:45.0,,Turnover by T. Hardaway (lost ball; steal by E. Bledsoe),62,56
311,3,6:44.0,Personal foul by E. Mudiay (drawn by G. Antetokounmpo),,62,56
312,3,6:33.0,E. Bledsoe makes 2-pt layup at rim (assist by G. Hill),,64,56
313,3,6:33.0,Shooting foul by E. Mudiay (drawn by E. Bledsoe),,64,56
314,3,6:33.0,E. Bledsoe makes free throw 1 of 1,,65,56
315,3,6:15.0,,K. Knox misses 2-pt jump shot from 11 ft,65,56
316,3,6:13.0,,Offensive rebound by N. Vonleh,65,56
317,3,6:12.0,,N. Vonleh makes 2-pt layup from 1 ft,65,58
318,3,5:51.0,G. Antetokounmpo makes 2-pt jump shot from 5 ft,,67,58
319,3,5:27.0,,K. Knox misses 3-pt jump shot from 23 ft,67,58
320,3,5:25.0,Defensive rebound by G. Antetokounmpo,,67,58
321,3,5:20.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,69,58
322,3,5:20.0,Violation by Team (delay of game),,69,58
323,3,5:02.0,,K. Knox misses 2-pt jump shot from 10 ft,69,58
324,3,4:58.0,,Offensive rebound by E. Mudiay,69,58
325,3,4:55.0,,E. Mudiay misses 2-pt layup from 2 ft,69,58
326,3,4:53.0,Defensive rebound by E. Bledsoe,,69,58
327,3,4:48.0,E. Bledsoe makes 2-pt layup from 1 ft,,71,58
328,3,4:43.0,,New York full timeout,71,58
329,3,4:43.0,S. Brown enters the game for K. Middleton,,71,58
330,3,4:43.0,,T. Burke enters the game for T. Hardaway,71,58
331,3,4:43.0,,L. Kornet enters the game for E. Freedom,71,58
332,3,4:43.0,,A. Trier enters the game for E. Mudiay,71,58
333,3,4:34.0,,L. Kornet makes 3-pt jump shot from 27 ft (assist by K. Knox),71,61
334,3,4:18.0,S. Brown misses 2-pt jump shot from 12 ft,,71,61
335,3,4:16.0,Offensive rebound by G. Antetokounmpo,,71,61
336,3,4:15.0,Personal foul by K. Knox (drawn by G. Antetokounmpo),,71,61
337,3,4:15.0,T. Maker enters the game for B. Lopez,,71,61
338,3,4:15.0,G. Antetokounmpo makes free throw 1 of 2,,72,61
339,3,4:15.0,G. Antetokounmpo misses free throw 2 of 2,,72,61
340,3,4:12.0,,Defensive rebound by T. Burke,72,61
341,3,3:54.0,,A. Trier misses 2-pt layup at rim (block by G. Antetokounmpo),72,61
342,3,3:51.0,Defensive rebound by G. Antetokounmpo,,72,61
343,3,3:46.0,G. Hill makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,74,61
344,3,3:32.0,,Turnover by K. Knox (traveling),74,61
345,3,3:08.0,E. Bledsoe misses 3-pt jump shot from 29 ft,,74,61
346,3,3:05.0,,Defensive rebound by T. Burke,74,61
347,3,2:44.0,,N. Vonleh misses 3-pt jump shot from 25 ft,74,61
348,3,2:41.0,Defensive rebound by T. Maker,,74,61
349,3,2:30.0,S. Brown makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),,77,61
350,3,2:16.0,,A. Trier makes 2-pt layup from 1 ft,77,63
351,3,1:57.0,G. Antetokounmpo misses 3-pt jump shot from 24 ft,,77,63
352,3,1:54.0,,Defensive rebound by T. Burke,77,63
353,3,1:47.0,,N. Vonleh makes 2-pt layup from 4 ft,77,65
354,3,1:45.0,Milwaukee full timeout,,77,65
355,3,1:45.0,M. Brogdon enters the game for G. Antetokounmpo,,77,65
356,3,1:45.0,D. Wilson enters the game for E. Bledsoe,,77,65
357,3,1:45.0,,L. Thomas enters the game for N. Vonleh,77,65
358,3,1:34.0,T. Maker makes 2-pt dunk at rim (assist by S. Brown),,79,65
359,3,1:13.0,,Turnover by L. Thomas (bad pass; steal by D. Wilson),79,65
360,3,1:02.0,G. Hill makes 3-pt jump shot from 23 ft (assist by M. Brogdon),,82,65
361,3,0:44.0,,T. Burke misses 2-pt jump shot from 19 ft,82,65
362,3,0:43.0,Defensive rebound by T. Maker,,82,65
363,3,0:29.0,T. Maker makes 2-pt jump shot from 11 ft (assist by M. Brogdon),,84,65
364,3,0:14.0,,L. Kornet makes 3-pt jump shot from 25 ft (assist by K. Knox),84,68
365,4,11:43.0,Shooting foul by D. Dotson (drawn by D. Wilson),,84,68
366,4,11:43.0,D. Wilson misses free throw 1 of 2,,84,68
367,4,11:43.0,Offensive rebound by Team,,84,68
368,4,11:43.0,D. Wilson makes free throw 2 of 2,,85,68
369,4,11:30.0,,Shooting foul by D. Wilson (drawn by A. Trier),85,68
370,4,11:30.0,,A. Trier misses free throw 1 of 2,85,68
371,4,11:30.0,,Offensive rebound by Team,85,68
372,4,11:30.0,,A. Trier misses free throw 2 of 2,85,68
373,4,11:26.0,,Offensive rebound by L. Thomas,85,68
374,4,11:25.0,,A. Trier misses 3-pt jump shot from 26 ft,85,68
375,4,11:22.0,Defensive rebound by D. Wilson,,85,68
376,4,11:01.0,M. Brogdon makes 2-pt layup from 1 ft,,87,68
377,4,10:45.0,,L. Thomas makes 2-pt jump shot from 22 ft (assist by D. Dotson),87,70
378,4,10:31.0,D. Wilson misses 3-pt jump shot from 24 ft,,87,70
379,4,10:29.0,,Defensive rebound by Team,87,70
