,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,WASHINGTON_ACTION,LA CLIPPERS_SCORE,WASHINGTON_SCORE
69,1,3:21.0,Defensive rebound by D. Gallinari,,26,16
70,1,3:12.0,Turnover by P. Beverley (bad pass; steal by J. Green),,26,16
71,1,3:00.0,,Turnover by J. Wall (lost ball; steal by S. Gilgeous-Alexander),26,16
72,1,2:57.0,Shooting foul by B. Beal (drawn by S. Gilgeous-Alexander),,26,16
73,1,2:57.0,LA Clippers full timeout,,26,16
74,1,2:57.0,L. Williams enters the game for D. Gallinari,,26,16
75,1,2:57.0,,T. Satoranský enters the game for B. Beal,26,16
76,1,2:57.0,S. Gilgeous-Alexander makes free throw 1 of 2,,27,16
77,1,2:57.0,S. Gilgeous-Alexander misses free throw 2 of 2,,27,16
78,1,2:55.0,,Defensive rebound by J. Wall,27,16
79,1,2:42.0,,A. Rivers misses 2-pt jump shot from 8 ft,27,16
80,1,2:39.0,Defensive rebound by P. Beverley,,27,16
81,1,2:34.0,P. Beverley makes 3-pt jump shot from 26 ft (assist by L. Williams),,30,16
82,1,2:17.0,,J. Wall misses 2-pt layup from 2 ft (block by M. Harrell),30,16
83,1,2:15.0,,Offensive rebound by M. Morris,30,16
84,1,2:15.0,,M. Morris makes 2-pt layup from 1 ft,30,18
85,1,1:56.0,T. Harris makes 3-pt jump shot from 27 ft,,33,18
86,1,1:43.0,,M. Morris misses 2-pt jump shot from 9 ft,33,18
87,1,1:42.0,Defensive rebound by M. Harrell,,33,18
88,1,1:37.0,T. Harris makes 3-pt jump shot from 26 ft,,36,18
89,1,1:15.0,,J. Wall misses 2-pt layup from 2 ft,36,18
90,1,1:13.0,Defensive rebound by M. Harrell,,36,18
91,1,1:09.0,S. Gilgeous-Alexander makes 2-pt layup from 2 ft (assist by M. Harrell),,38,18
92,1,1:08.0,,Washington full timeout,38,18
93,1,1:08.0,M. Scott enters the game for S. Gilgeous-Alexander,,38,18
94,1,0:53.0,,M. Morris misses 2-pt layup from 2 ft,38,18
95,1,0:50.0,Defensive rebound by P. Beverley,,38,18
96,1,0:37.0,M. Scott misses 3-pt jump shot from 24 ft,,38,18
97,1,0:34.0,Offensive rebound by T. Harris,,38,18
98,1,0:33.0,T. Harris makes 2-pt layup from 3 ft,,40,18
99,1,0:13.0,,J. Green makes 3-pt jump shot from 23 ft (assist by A. Rivers),40,21
100,1,0:02.0,T. Harris misses 3-pt jump shot from 26 ft,,40,21
101,1,0:02.0,,Defensive rebound by J. Green,40,21
102,1,0:00.0,,J. Green misses 3-pt jump shot from 75 ft,40,21
103,1,0:00.0,Defensive rebound by Team,,40,21
104,2,11:50.0,M. Harrell makes 2-pt layup from 1 ft,,42,21
105,2,11:40.0,,A. Rivers misses 3-pt jump shot from 26 ft,42,21
106,2,11:36.0,Defensive rebound by L. Williams,,42,21
107,2,11:31.0,Shooting foul by M. Morris (drawn by L. Williams),,42,21
108,2,11:31.0,L. Williams makes free throw 1 of 2,,43,21
109,2,11:31.0,L. Williams makes free throw 2 of 2,,44,21
110,2,11:24.0,,T. Satoranský misses 2-pt jump shot from 10 ft,44,21
111,2,11:22.0,Defensive rebound by P. Beverley,,44,21
112,2,11:17.0,P. Beverley misses 2-pt layup from 5 ft (block by T. Satoranský),,44,21
113,2,11:13.0,,Defensive rebound by J. Green,44,21
114,2,11:08.0,,Turnover by T. Satoranský (bad pass; steal by M. Scott),44,21
115,2,11:00.0,M. Harrell misses 2-pt jump shot from 10 ft,,44,21
116,2,10:58.0,,Defensive rebound by T. Satoranský,44,21
117,2,10:58.0,,Personal take foul by P. Beverley (drawn by T. Satoranský),44,21
118,2,10:43.0,,O. Porter misses 3-pt jump shot from 26 ft (block by M. Scott),44,21
119,2,10:42.0,,Offensive rebound by Team,44,21
120,2,10:38.0,,J. Green makes 2-pt jump shot from 13 ft (assist by O. Porter),44,23
121,2,10:28.0,L. Williams makes 2-pt layup from 3 ft,,46,23
122,2,10:14.0,,O. Porter makes 2-pt jump shot from 7 ft (assist by J. Green),46,25
123,2,10:05.0,L. Williams makes 2-pt jump shot from 14 ft,,48,25
124,2,9:49.0,,Personal foul by T. Wallace (drawn by M. Morris),48,25
125,2,9:46.0,,A. Rivers misses 3-pt jump shot from 29 ft,48,25
126,2,9:43.0,,Offensive rebound by T. Satoranský,48,25
127,2,9:43.0,,T. Satoranský makes 2-pt layup from 1 ft,48,27
128,2,9:30.0,Turnover by M. Scott (palming),,48,27
129,2,9:25.0,,A. Rivers misses 2-pt layup from 1 ft,48,27
130,2,9:22.0,,Offensive rebound by M. Morris,48,27
131,2,9:19.0,,T. Satoranský makes 3-pt jump shot from 27 ft (assist by J. Green),48,30
132,2,9:15.0,Personal foul by A. Rivers (drawn by M. Scott),,48,30
133,2,9:00.0,T. Wallace makes 2-pt layup from 2 ft,,50,30
134,2,9:00.0,Shooting foul by M. Morris (drawn by T. Wallace),,50,30
135,2,9:00.0,T. Wallace misses free throw 1 of 1,,50,30
136,2,9:00.0,,Defensive rebound by O. Porter,50,30
137,2,8:42.0,,A. Rivers misses 3-pt jump shot from 25 ft,50,30
138,2,8:39.0,,Offensive rebound by J. Green,50,30
139,2,8:39.0,,J. Green makes 2-pt layup from 2 ft,50,32
140,2,8:18.0,L. Williams makes 3-pt jump shot from 32 ft (assist by P. Beverley),,53,32
141,2,8:11.0,,Shooting foul by T. Wallace (drawn by T. Satoranský),53,32
142,2,8:11.0,,T. Satoranský makes free throw 1 of 2,53,33
143,2,8:11.0,,B. Beal enters the game for A. Rivers,53,33
144,2,8:11.0,,T. Satoranský makes free throw 2 of 2,53,34
145,2,7:59.0,M. Harrell misses 2-pt layup from 10 ft,,53,34
146,2,7:57.0,,Defensive rebound by O. Porter,53,34
147,2,7:45.0,,M. Morris misses 3-pt jump shot from 25 ft,53,34
148,2,7:42.0,Defensive rebound by T. Wallace,,53,34
149,2,7:35.0,M. Scott makes 3-pt jump shot from 26 ft (assist by P. Beverley),,56,34
150,2,7:30.0,,Washington full timeout,56,34
151,2,7:30.0,,K. Oubre enters the game for M. Morris,56,34
152,2,7:30.0,,J. Wall enters the game for T. Satoranský,56,34
153,2,7:18.0,,J. Wall misses 2-pt layup from 5 ft (block by P. Beverley),56,34
154,2,7:15.0,Defensive rebound by P. Beverley,,56,34
155,2,6:59.0,L. Williams makes 2-pt jump shot from 14 ft,,58,34
156,2,6:40.0,,O. Porter makes 3-pt jump shot from 27 ft (assist by J. Wall),58,37
157,2,6:28.0,Personal foul by K. Oubre (drawn by L. Williams),,58,37
158,2,6:28.0,A. Bradley enters the game for T. Wallace,,58,37
159,2,6:18.0,Turnover by L. Williams (bad pass; steal by O. Porter),,58,37
160,2,6:18.0,,Personal foul by L. Williams (drawn by B. Beal),58,37
161,2,6:10.0,,K. Oubre misses 2-pt jump shot from 6 ft,58,37
162,2,6:09.0,Defensive rebound by P. Beverley,,58,37
163,2,6:01.0,M. Scott makes 3-pt jump shot from 27 ft (assist by P. Beverley),,61,37
164,2,5:48.0,,J. Wall makes 3-pt jump shot from 25 ft (assist by B. Beal),61,40
165,2,5:38.0,L. Williams misses 2-pt layup from 2 ft,,61,40
166,2,5:35.0,,Defensive rebound by O. Porter,61,40
167,2,5:35.0,,Personal take foul by P. Beverley (drawn by J. Wall),61,40
168,2,5:35.0,D. Gallinari enters the game for M. Scott,,61,40
169,2,5:35.0,T. Harris enters the game for L. Williams,,61,40
170,2,5:35.0,,J. Wall makes free throw 1 of 2,61,41
171,2,5:35.0,,J. Wall makes free throw 2 of 2,61,42
172,2,5:15.0,P. Beverley misses 3-pt jump shot from 26 ft,,61,42
173,2,5:12.0,,Defensive rebound by O. Porter,61,42
174,2,5:09.0,,B. Beal misses 3-pt jump shot from 26 ft,61,42
175,2,5:04.0,Defensive rebound by M. Harrell,,61,42
176,2,4:49.0,D. Gallinari misses 3-pt jump shot from 26 ft,,61,42
177,2,4:47.0,Offensive rebound by M. Harrell,,61,42
178,2,4:47.0,M. Harrell makes 2-pt layup from 1 ft,,63,42
179,2,4:31.0,,J. Wall misses 3-pt jump shot from 25 ft,63,42
180,2,4:29.0,Defensive rebound by T. Harris,,63,42
181,2,4:23.0,T. Harris misses 2-pt jump shot from 10 ft (block by J. Green),,63,42
182,2,4:20.0,,Defensive rebound by J. Green,63,42
183,2,4:19.0,,J. Green makes 2-pt jump shot from 1 ft (assist by J. Wall),63,44
184,2,4:19.0,,Shooting foul by D. Gallinari (drawn by J. Green),63,44
185,2,4:19.0,S. Gilgeous-Alexander enters the game for P. Beverley,,63,44
186,2,4:19.0,M. Gortat enters the game for M. Harrell,,63,44
187,2,4:19.0,,J. Green makes free throw 1 of 1,63,45
188,2,4:02.0,S. Gilgeous-Alexander misses 3-pt jump shot from 26 ft,,63,45
189,2,3:58.0,,Defensive rebound by K. Oubre,63,45
190,2,3:54.0,,O. Porter misses 2-pt layup from 3 ft (block by S. Gilgeous-Alexander),63,45
191,2,3:54.0,,Offensive rebound by Team,63,45
192,2,3:54.0,,T. Bryant enters the game for J. Green,63,45
193,2,3:43.0,,B. Beal misses 2-pt layup from 3 ft,63,45
194,2,3:41.0,Defensive rebound by T. Harris,,63,45
195,2,3:28.0,T. Harris makes 2-pt layup from 5 ft,,65,45
196,2,3:14.0,,O. Porter misses 2-pt jump shot from 8 ft,65,45
197,2,3:13.0,,Offensive rebound by Team,65,45
198,2,3:13.0,Loose ball foul by D. Gallinari (drawn by B. Beal),,65,45
199,2,3:13.0,,B. Beal misses free throw 1 of 2,65,45
200,2,3:13.0,,Offensive rebound by Team,65,45
201,2,3:13.0,,B. Beal makes free throw 2 of 2,65,46
202,2,3:13.0,LA Clippers full timeout,,65,46
203,2,3:03.0,Shooting foul by K. Oubre (drawn by T. Harris),,65,46
204,2,3:03.0,T. Harris makes free throw 1 of 2,,66,46
205,2,3:03.0,,T. Satoranský enters the game for K. Oubre,66,46
206,2,3:03.0,T. Harris misses free throw 2 of 2,,66,46
207,2,3:00.0,,Defensive rebound by O. Porter,66,46
208,2,2:51.0,,B. Beal makes 2-pt layup at rim (assist by T. Bryant),66,48
209,2,2:24.0,S. Gilgeous-Alexander misses 3-pt jump shot from 26 ft,,66,48
210,2,2:20.0,,Defensive rebound by O. Porter,66,48
211,2,2:03.0,,J. Wall misses 2-pt jump shot from 15 ft,66,48
212,2,2:01.0,Defensive rebound by M. Gortat,,66,48
213,2,1:51.0,S. Gilgeous-Alexander makes 2-pt jump shot from 14 ft,,68,48
214,2,1:36.0,,O. Porter makes 2-pt layup from 2 ft (assist by B. Beal),68,50
215,2,1:15.0,S. Gilgeous-Alexander makes 3-pt jump shot from 24 ft (assist by D. Gallinari),,71,50
216,2,1:05.0,,B. Beal misses 2-pt jump shot from 13 ft,71,50
217,2,1:01.0,Defensive rebound by M. Gortat,,71,50
218,2,0:58.0,A. Bradley misses 3-pt jump shot from 27 ft,,71,50
219,2,0:55.0,,Defensive rebound by O. Porter,71,50
220,2,0:51.0,,Shooting foul by M. Gortat (drawn by O. Porter),71,50
221,2,0:51.0,,O. Porter makes free throw 1 of 2,71,51
222,2,0:51.0,,O. Porter makes free throw 2 of 2,71,52
223,2,0:32.0,D. Gallinari misses 2-pt layup from 4 ft,,71,52
224,2,0:30.0,Offensive rebound by M. Gortat,,71,52
225,2,0:30.0,M. Gortat makes 2-pt hook shot from 5 ft,,73,52
226,2,0:07.0,,Shooting foul by M. Gortat (drawn by T. Satoranský),73,52
227,2,0:07.0,,T. Satoranský makes free throw 1 of 2,73,53
228,2,0:07.0,L. Williams enters the game for M. Gortat,,73,53
229,2,0:07.0,,J. Green enters the game for B. Beal,73,53
230,2,0:07.0,,T. Satoranský makes free throw 2 of 2,73,54
231,2,0:00.0,L. Williams misses 2-pt jump shot from 8 ft,,73,54
232,2,0:00.0,,Defensive rebound by T. Satoranský,73,54
233,3,11:49.0,Turnover by M. Gortat (bad pass; steal by K. Oubre),,73,54
234,3,11:45.0,,Offensive foul by K. Oubre (drawn by M. Gortat),73,54
235,3,11:45.0,,Turnover by K. Oubre (offensive foul),73,54
236,3,11:45.0,,T. Satoranský enters the game for K. Oubre,73,54
237,3,11:28.0,T. Harris makes 2-pt layup from 4 ft,,75,54
238,3,11:18.0,,O. Porter makes 2-pt jump shot from 17 ft (assist by B. Beal),75,56
239,3,11:07.0,Turnover by S. Gilgeous-Alexander (bad pass; steal by T. Satoranský),,75,56
240,3,11:02.0,,Turnover by B. Beal (bad pass; steal by M. Gortat),75,56
241,3,10:45.0,M. Gortat makes 2-pt layup from 1 ft (assist by D. Gallinari),,77,56
242,3,10:25.0,,J. Wall makes 3-pt jump shot from 25 ft (assist by T. Satoranský),77,59
243,3,10:11.0,Shooting foul by T. Bryant (drawn by S. Gilgeous-Alexander),,77,59
244,3,10:11.0,S. Gilgeous-Alexander makes free throw 1 of 2,,78,59
245,3,10:11.0,S. Gilgeous-Alexander makes free throw 2 of 2,,79,59
246,3,9:53.0,,B. Beal makes 2-pt layup from 2 ft,79,61
247,3,9:35.0,T. Harris misses 2-pt jump shot from 20 ft,,79,61
248,3,9:33.0,,Defensive rebound by T. Satoranský,79,61
249,3,9:20.0,,J. Wall misses 2-pt jump shot from 19 ft,79,61
250,3,9:17.0,Defensive rebound by M. Gortat,,79,61
251,3,9:03.0,Offensive foul by M. Gortat (drawn by O. Porter),,79,61
252,3,9:03.0,Turnover by M. Gortat (offensive foul),,79,61
253,3,8:50.0,,T. Bryant makes 2-pt dunk from 1 ft (assist by B. Beal),79,63
254,3,8:39.0,Personal foul by T. Satoranský (drawn by M. Gortat),,79,63
255,3,8:26.0,D. Gallinari misses 2-pt jump shot from 19 ft,,79,63
256,3,8:23.0,,Defensive rebound by B. Beal,79,63
257,3,8:18.0,,Shooting foul by M. Gortat (drawn by J. Wall),79,63
258,3,8:18.0,,J. Wall misses free throw 1 of 2,79,63
259,3,8:18.0,,Offensive rebound by Team,79,63
260,3,8:18.0,M. Harrell enters the game for M. Gortat,,79,63
261,3,8:18.0,,J. Wall makes free throw 2 of 2,79,64
262,3,8:07.0,Turnover by T. Harris (lost ball; steal by J. Wall),,79,64
263,3,8:07.0,,Personal take foul by T. Harris (drawn by O. Porter),79,64
264,3,7:56.0,,B. Beal misses 2-pt layup from 5 ft,79,64
265,3,7:53.0,,Offensive rebound by T. Bryant,79,64
266,3,7:53.0,,T. Bryant misses 2-pt layup from 1 ft,79,64
267,3,7:53.0,Defensive rebound by M. Harrell,,79,64
268,3,7:49.0,D. Gallinari misses 3-pt jump shot from 30 ft,,79,64
269,3,7:45.0,,Defensive rebound by J. Wall,79,64
270,3,7:39.0,,J. Wall misses 2-pt jump shot from 18 ft,79,64
271,3,7:37.0,Defensive rebound by D. Gallinari,,79,64
272,3,7:37.0,LA Clippers full timeout,,79,64
273,3,7:18.0,T. Harris misses 2-pt layup from 5 ft,,79,64
274,3,7:17.0,Offensive rebound by M. Harrell,,79,64
275,3,7:16.0,M. Harrell misses 2-pt layup from 1 ft,,79,64
276,3,7:15.0,,Defensive rebound by B. Beal,79,64
277,3,7:11.0,,T. Satoranský misses 3-pt jump shot from 25 ft,79,64
278,3,7:08.0,Defensive rebound by S. Gilgeous-Alexander,,79,64
279,3,6:53.0,Turnover by A. Bradley (traveling),,79,64
280,3,6:40.0,,Shooting foul by M. Harrell (drawn by T. Bryant),79,64
281,3,6:40.0,,T. Bryant misses free throw 1 of 2,79,64
282,3,6:40.0,,Offensive rebound by Team,79,64
283,3,6:40.0,,T. Bryant makes free throw 2 of 2,79,65
284,3,6:38.0,Personal foul by T. Satoranský (drawn by S. Gilgeous-Alexander),,79,65
285,3,6:30.0,Turnover by S. Gilgeous-Alexander (lost ball; steal by T. Satoranský),,79,65
286,3,6:24.0,,J. Wall misses 2-pt layup from 1 ft,79,65
287,3,6:22.0,Defensive rebound by T. Harris,,79,65
288,3,6:19.0,M. Harrell makes 2-pt dunk from 3 ft (assist by S. Gilgeous-Alexander),,81,65
289,3,6:01.0,,J. Wall makes 3-pt jump shot from 24 ft (assist by T. Satoranský),81,68
290,3,5:38.0,D. Gallinari misses 2-pt jump shot from 20 ft,,81,68
291,3,5:35.0,,Defensive rebound by O. Porter,81,68
292,3,5:31.0,,T. Satoranský misses 3-pt jump shot from 26 ft,81,68
293,3,5:27.0,Defensive rebound by A. Bradley,,81,68
294,3,5:14.0,S. Gilgeous-Alexander misses 3-pt jump shot from 26 ft,,81,68
295,3,5:11.0,,Defensive rebound by O. Porter,81,68
296,3,4:56.0,,B. Beal makes 2-pt layup from 1 ft (assist by O. Porter),81,70
297,3,4:35.0,T. Harris makes 2-pt jump shot from 17 ft (assist by M. Harrell),,83,70
298,3,4:19.0,,B. Beal misses 3-pt jump shot from 26 ft,83,70
299,3,4:16.0,,Offensive rebound by T. Satoranský,83,70
300,3,4:15.0,,J. Wall misses 3-pt jump shot from 26 ft,83,70
301,3,4:12.0,Defensive rebound by D. Gallinari,,83,70
302,3,4:12.0,Personal foul by O. Porter (drawn by D. Gallinari),,83,70
303,3,4:12.0,P. Beverley enters the game for D. Gallinari,,83,70
304,3,4:12.0,L. Williams enters the game for S. Gilgeous-Alexander,,83,70
305,3,3:53.0,T. Harris misses 2-pt jump shot from 9 ft,,83,70
306,3,3:48.0,,Defensive rebound by T. Bryant,83,70
307,3,3:45.0,,Shooting foul by A. Bradley (drawn by J. Wall),83,70
308,3,3:45.0,,M. Morris enters the game for T. Bryant,83,70
309,3,3:45.0,,J. Wall misses free throw 1 of 2,83,70
310,3,3:45.0,,Offensive rebound by Team,83,70
311,3,3:45.0,,J. Wall makes free throw 2 of 2,83,71
312,3,3:22.0,L. Williams misses 3-pt jump shot from 25 ft,,83,71
313,3,3:21.0,Offensive rebound by Team,,83,71
314,3,3:21.0,Turnover by Team (shot clock),,83,71
315,3,3:11.0,,B. Beal makes 2-pt layup from 2 ft (assist by M. Morris),83,73
316,3,2:54.0,L. Williams makes 2-pt layup from 2 ft,,85,73
317,3,2:41.0,,J. Wall misses 3-pt jump shot from 28 ft,85,73
318,3,2:38.0,,Offensive rebound by T. Satoranský,85,73
319,3,2:37.0,,O. Porter misses 3-pt jump shot from 26 ft,85,73
320,3,2:34.0,,Offensive rebound by M. Morris,85,73
321,3,2:33.0,,J. Wall misses 3-pt jump shot from 28 ft,85,73
322,3,2:29.0,Defensive rebound by M. Harrell,,85,73
323,3,2:13.0,T. Harris makes 2-pt jump shot from 6 ft (assist by L. Williams),,87,73
324,3,2:13.0,,Washington full timeout,87,73
325,3,2:13.0,M. Scott enters the game for A. Bradley,,87,73
326,3,2:13.0,,J. Green enters the game for O. Porter,87,73
327,3,2:03.0,,Shooting foul by M. Harrell (drawn by B. Beal),87,73
328,3,2:03.0,,B. Beal makes free throw 1 of 2,87,74
329,3,2:03.0,,B. Beal makes free throw 2 of 2,87,75
330,3,1:41.0,Turnover by L. Williams (bad pass; steal by M. Morris),,87,75
331,3,1:40.0,,Personal take foul by M. Harrell (drawn by J. Wall),87,75
332,3,1:40.0,,J. Wall makes free throw 1 of 2,87,76
333,3,1:40.0,,J. Wall makes free throw 2 of 2,87,77
334,3,1:28.0,P. Beverley makes 3-pt jump shot from 25 ft (assist by L. Williams),,90,77
335,3,1:12.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by J. Wall),90,80
336,3,0:56.0,M. Scott makes 3-pt jump shot from 27 ft (assist by P. Beverley),,93,80
337,3,0:45.0,,Shooting foul by P. Beverley (drawn by B. Beal),93,80
338,3,0:45.0,T. Wallace enters the game for T. Harris,,93,80
339,3,0:45.0,,A. Rivers enters the game for J. Wall,93,80
340,3,0:45.0,,B. Beal makes free throw 1 of 2,93,81
341,3,0:45.0,,B. Beal makes free throw 2 of 2,93,82
342,3,0:40.0,L. Williams misses 3-pt jump shot from 26 ft,,93,82
343,3,0:38.0,,Defensive rebound by Team,93,82
344,3,0:38.0,Loose ball foul by P. Beverley (drawn by A. Rivers),,93,82
345,3,0:38.0,,A. Rivers makes free throw 1 of 2,93,83
346,3,0:38.0,,A. Rivers makes free throw 2 of 2,93,84
347,3,0:32.0,Personal foul by B. Beal (drawn by T. Wallace),,93,84
348,3,0:32.0,S. Thornwell enters the game for T. Wallace,,93,84
349,3,0:32.0,S. Thornwell makes free throw 1 of 2,,94,84
350,3,0:32.0,S. Thornwell makes free throw 2 of 2,,95,84
351,3,0:13.0,,B. Beal misses 3-pt jump shot from 25 ft,95,84
352,3,0:10.0,,Offensive rebound by T. Satoranský,95,84
353,3,0:09.0,,T. Satoranský makes 2-pt layup from 4 ft,95,86
354,3,0:03.0,P. Beverley misses 3-pt jump shot from 23 ft,,95,86
355,3,0:01.0,,Defensive rebound by J. Green,95,86
356,3,0:00.0,,J. Green misses 3-pt jump shot from 61 ft,95,86
357,3,0:00.0,,Offensive rebound by Team,95,86
358,4,11:44.0,,J. Green makes 2-pt dunk from 2 ft (assist by T. Satoranský),95,88
359,4,11:24.0,Turnover by L. Williams (lost ball; steal by T. Satoranský),,95,88
360,4,11:20.0,,T. Satoranský makes 2-pt layup from 1 ft,95,90
361,4,10:59.0,Turnover by M. Scott (bad pass),,95,90
362,4,10:51.0,,M. Morris misses 3-pt jump shot from 26 ft,95,90
363,4,10:48.0,,Offensive rebound by B. Beal,95,90
364,4,10:38.0,,B. Beal misses 2-pt jump shot from 18 ft,95,90
365,4,10:34.0,Defensive rebound by M. Scott,,95,90
366,4,10:25.0,Personal foul by M. Morris (drawn by B. Marjanović),,95,90
367,4,10:16.0,M. Harrell makes 2-pt dunk from 1 ft (assist by P. Beverley),,97,90
368,4,10:07.0,,Personal foul by B. Marjanović (drawn by M. Morris),97,90
369,4,10:07.0,,J. Wall enters the game for T. Satoranský,97,90
370,4,9:55.0,,Turnover by M. Morris (bad pass; steal by L. Williams),97,90
371,4,9:50.0,Turnover by L. Williams (bad pass; steal by A. Rivers),,97,90
372,4,9:46.0,,J. Wall makes 2-pt layup from 1 ft (assist by B. Beal),97,92
373,4,9:28.0,L. Williams misses 2-pt jump shot from 9 ft,,97,92
374,4,9:27.0,Offensive rebound by M. Harrell,,97,92
375,4,9:26.0,M. Harrell makes 2-pt layup from 2 ft,,99,92
376,4,9:14.0,,B. Beal makes 2-pt jump shot from 12 ft,99,94
377,4,8:48.0,M. Harrell makes 2-pt hook shot from 9 ft,,101,94
378,4,8:38.0,,M. Morris misses 2-pt jump shot from 16 ft,101,94
379,4,8:34.0,Defensive rebound by M. Scott,,101,94
380,4,8:21.0,B. Marjanović misses 2-pt hook shot from 11 ft,,101,94
