,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,PORTLAND_ACTION,GOLDEN STATE_SCORE,PORTLAND_SCORE
0,1,11:36.0,,A. Aminu makes 2-pt layup from 1 ft,0,2
1,1,11:21.0,S. Curry makes 2-pt jump shot from 13 ft (assist by K. Durant),,2,2
2,1,11:09.0,,Turnover by J. Nurkić (traveling),2,2
3,1,10:55.0,D. Green misses 3-pt jump shot from 24 ft,,2,2
4,1,10:52.0,,Defensive rebound by A. Aminu,2,2
5,1,10:48.0,,C. McCollum makes 2-pt jump shot from 1 ft (assist by D. Lillard),2,4
6,1,10:37.0,K. Thompson makes 2-pt jump shot from 17 ft,,4,4
7,1,10:20.0,,D. Lillard makes 3-pt jump shot from 27 ft,4,7
8,1,10:05.0,K. Thompson misses 2-pt jump shot from 10 ft,,4,7
9,1,10:02.0,,Defensive rebound by M. Harkless,4,7
10,1,9:52.0,,J. Nurkić misses 2-pt jump shot from 22 ft,4,7
11,1,9:50.0,Defensive rebound by D. Green,,4,7
12,1,9:42.0,D. Green misses 2-pt jump shot from 23 ft,,4,7
13,1,9:41.0,,Defensive rebound by A. Aminu,4,7
14,1,9:35.0,,D. Lillard misses 3-pt jump shot from 29 ft,4,7
15,1,9:32.0,,Offensive rebound by Team,4,7
16,1,9:19.0,,M. Harkless misses 3-pt jump shot from 24 ft,4,7
17,1,9:16.0,Defensive rebound by K. Thompson,,4,7
18,1,9:09.0,K. Looney makes 3-pt jump shot from 25 ft (assist by D. Green),,7,7
19,1,8:51.0,,A. Aminu makes 2-pt layup from 1 ft (assist by D. Lillard),7,9
20,1,8:43.0,S. Curry misses 3-pt jump shot from 26 ft,,7,9
21,1,8:41.0,,Defensive rebound by J. Nurkić,7,9
22,1,8:32.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),7,11
23,1,8:24.0,K. Looney makes 2-pt dunk from 1 ft (assist by S. Curry),,9,11
24,1,8:02.0,,Shooting foul by D. Green (drawn by J. Nurkić),9,11
25,1,8:02.0,,J. Nurkić makes free throw 1 of 2,9,12
26,1,8:02.0,,J. Nurkić makes free throw 2 of 2,9,13
27,1,7:48.0,K. Looney makes 2-pt dunk from 2 ft (assist by S. Curry),,11,13
28,1,7:34.0,,C. McCollum misses 3-pt jump shot from 26 ft,11,13
29,1,7:31.0,Defensive rebound by K. Looney,,11,13
30,1,7:23.0,Turnover by K. Durant (bad pass; steal by J. Nurkić),,11,13
31,1,7:17.0,,A. Aminu misses 2-pt layup from 2 ft,11,13
32,1,7:14.0,Defensive rebound by D. Green,,11,13
33,1,7:12.0,Turnover by K. Durant (step out of bounds),,11,13
34,1,6:58.0,,Personal foul by K. Looney (drawn by J. Nurkić),11,13
35,1,6:58.0,,Portland full timeout,11,13
36,1,6:52.0,,C. McCollum misses 3-pt jump shot from 23 ft (block by S. Curry),11,13
37,1,6:52.0,Defensive rebound by Team,,11,13
38,1,6:33.0,K. Thompson misses 2-pt jump shot from 7 ft,,11,13
39,1,6:31.0,,Defensive rebound by M. Harkless,11,13
40,1,6:14.0,,A. Aminu misses 2-pt layup from 2 ft,11,13
41,1,6:13.0,Defensive rebound by D. Green,,11,13
42,1,6:07.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),,14,13
43,1,5:47.0,,M. Harkless makes 2-pt layup from 1 ft (assist by J. Nurkić),14,15
44,1,5:29.0,K. Thompson makes 2-pt jump shot from 16 ft,,16,15
45,1,5:18.0,,D. Lillard makes 2-pt layup from 1 ft,16,17
46,1,5:11.0,S. Curry misses 2-pt layup from 2 ft,,16,17
47,1,5:11.0,,Defensive rebound by Team,16,17
48,1,5:11.0,Loose ball foul by D. Green (drawn by J. Nurkić),,16,17
49,1,5:11.0,A. Iguodala enters the game for D. Green,,16,17
50,1,5:11.0,,E. Turner enters the game for M. Harkless,16,17
51,1,4:57.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by A. Aminu),16,20
52,1,4:48.0,Golden State full timeout,,16,20
53,1,4:42.0,K. Durant makes 2-pt jump shot from 18 ft,,18,20
54,1,4:16.0,,D. Lillard misses 2-pt jump shot from 8 ft,18,20
55,1,4:11.0,,Offensive rebound by J. Nurkić,18,20
56,1,4:11.0,,J. Nurkić misses 2-pt layup from 2 ft,18,20
57,1,4:10.0,Defensive rebound by K. Looney,,18,20
58,1,3:56.0,K. Looney makes 2-pt jump shot from 8 ft (assist by A. Iguodala),,20,20
59,1,3:30.0,,E. Turner misses 2-pt jump shot from 12 ft,20,20
60,1,3:28.0,Defensive rebound by K. Looney,,20,20
61,1,3:16.0,Shooting foul by J. Nurkić (drawn by K. Thompson),,20,20
62,1,3:16.0,K. Thompson makes free throw 1 of 2,,21,20
63,1,3:16.0,J. Bell enters the game for S. Curry,,21,20
64,1,3:16.0,Q. Cook enters the game for K. Looney,,21,20
65,1,3:16.0,,S. Curry enters the game for C. McCollum,21,20
66,1,3:16.0,,M. Leonard enters the game for J. Nurkić,21,20
67,1,3:16.0,K. Thompson makes free throw 2 of 2,,22,20
68,1,3:08.0,,Offensive foul by M. Leonard (drawn by A. Iguodala),22,20
69,1,3:08.0,,Turnover by M. Leonard (offensive foul),22,20
70,1,2:53.0,K. Durant makes 2-pt jump shot from 10 ft,,24,20
71,1,2:34.0,,D. Lillard misses 3-pt jump shot from 26 ft,24,20
72,1,2:33.0,Defensive rebound by Team,,24,20
73,1,2:21.0,Shooting foul by S. Curry (drawn by K. Durant),,24,20
74,1,2:21.0,K. Durant makes free throw 1 of 2,,25,20
75,1,2:21.0,J. Jerebko enters the game for K. Thompson,,25,20
76,1,2:21.0,,Z. Collins enters the game for A. Aminu,25,20
77,1,2:21.0,K. Durant makes free throw 2 of 2,,26,20
78,1,2:02.0,,E. Turner misses 2-pt layup from 2 ft,26,20
79,1,2:02.0,,Offensive rebound by Team,26,20
80,1,1:55.0,,Z. Collins misses 2-pt layup from 1 ft,26,20
81,1,1:53.0,Defensive rebound by J. Bell,,26,20
82,1,1:47.0,K. Durant misses 2-pt jump shot from 17 ft,,26,20
83,1,1:45.0,,Defensive rebound by M. Leonard,26,20
84,1,1:36.0,,D. Lillard makes 2-pt jump shot from 6 ft,26,22
85,1,1:25.0,K. Durant makes 2-pt layup from 1 ft,,28,22
86,1,1:17.0,,Shooting foul by A. Iguodala (drawn by D. Lillard),28,22
87,1,1:17.0,,D. Lillard makes free throw 1 of 2,28,23
88,1,1:17.0,,D. Lillard makes free throw 2 of 2,28,24
89,1,1:06.0,Q. Cook misses 2-pt jump shot from 19 ft,,28,24
90,1,1:04.0,,Defensive rebound by M. Leonard,28,24
91,1,0:56.0,,D. Lillard makes 3-pt jump shot from 29 ft,28,27
92,1,0:44.0,K. Durant makes 2-pt layup from 2 ft,,30,27
93,1,0:33.0,,D. Lillard misses 3-pt jump shot from 26 ft,30,27
94,1,0:30.0,Defensive rebound by K. Durant,,30,27
95,1,0:11.0,K. Durant misses 2-pt jump shot from 19 ft,,30,27
96,1,0:09.0,,Defensive rebound by E. Turner,30,27
97,1,0:00.0,,Z. Collins misses 2-pt layup from 2 ft (block by A. Iguodala),30,27
98,1,0:00.0,Defensive rebound by J. Bell,,30,27
99,2,11:49.0,S. Curry makes 2-pt jump shot from 22 ft,,32,27
100,2,11:23.0,,S. Curry misses 3-pt jump shot from 24 ft,32,27
101,2,11:19.0,,Offensive rebound by M. Leonard,32,27
