,QUARTER,TIME_REMAINING,HOUSTON_ACTION,INDIANA_ACTION,HOUSTON_SCORE,INDIANA_SCORE
391,4,1:46.0,,Defensive rebound by V. Oladipo,87,85
392,4,1:26.0,,V. Oladipo makes 2-pt jump shot from 21 ft (assist by D. Sabonis),87,87
393,4,1:13.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by C. Paul),,90,87
394,4,0:55.0,,V. Oladipo makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),90,90
395,4,0:45.0,Personal foul by D. Collison (drawn by C. Paul),,90,90
396,4,0:36.0,J. Harden makes 3-pt jump shot from 27 ft (assist by C. Paul),,93,90
397,4,0:34.0,,Indiana full timeout,93,90
398,4,0:33.0,,Personal foul by J. Harden (drawn by D. Sabonis),93,90
399,4,0:28.0,,V. Oladipo misses 2-pt layup from 5 ft (block by J. Harden),93,90
400,4,0:28.0,Defensive rebound by C. Paul,,93,90
401,4,0:26.0,Personal take foul by B. Bogdanović (drawn by C. Paul),,93,90
402,4,0:26.0,C. Paul makes free throw 1 of 2,,94,90
403,4,0:26.0,C. Paul misses free throw 2 of 2,,94,90
404,4,0:26.0,,Defensive rebound by T. Young,94,90
405,4,0:26.0,,Indiana full timeout,94,90
406,4,0:26.0,,T. Evans enters the game for T. Young,94,90
407,4,0:24.0,,V. Oladipo makes 3-pt jump shot from 28 ft (assist by T. Evans),94,93
408,4,0:20.0,Personal foul by B. Bogdanović (drawn by J. Harden),,94,93
409,4,0:20.0,J. Harden makes free throw 1 of 2,,95,93
410,4,0:20.0,J. Harden makes free throw 2 of 2,,96,93
411,4,0:07.0,,V. Oladipo misses 3-pt jump shot from 28 ft,96,93
412,4,0:05.0,,Offensive rebound by Team,96,93
413,4,0:05.0,Loose ball foul by C. Paul (drawn by D. Collison),,96,93
414,4,0:05.0,,D. Collison misses free throw 1 of 2,96,93
415,4,0:05.0,,Offensive rebound by Team,96,93
416,4,0:05.0,,D. Collison makes free throw 2 of 2,96,94
417,4,0:05.0,Personal take foul by B. Bogdanović (drawn by J. Harden),,96,94
418,4,0:05.0,J. Harden makes free throw 1 of 2,,97,94
419,4,0:05.0,J. Harden makes free throw 2 of 2,,98,94
420,4,0:01.0,,V. Oladipo misses 3-pt jump shot from 28 ft,98,94
421,4,0:01.0,Defensive rebound by J. Ennis,,98,94
