,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,BROOKLYN_ACTION,MINNESOTA_SCORE,BROOKLYN_SCORE
378,4,6:15.0,J. Teague enters the game for T. Gibson,,100,90
379,4,6:15.0,A. Wiggins enters the game for T. Jones,,100,90
380,4,6:15.0,,S. Dinwiddie enters the game for S. Napier,100,90
381,4,5:59.0,,Shooting foul by K. Towns (drawn by J. Harris),100,90
382,4,5:59.0,,J. Harris makes free throw 1 of 2,100,91
383,4,5:59.0,,D. Carroll enters the game for D. Russell,100,91
384,4,5:59.0,,J. Harris makes free throw 2 of 2,100,92
385,4,5:41.0,Personal foul by J. Allen (drawn by K. Towns),,100,92
386,4,5:32.0,D. Rose makes 2-pt jump shot from 2 ft,,102,92
387,4,5:12.0,,J. Allen makes 2-pt layup from 4 ft (assist by D. Carroll),102,94
388,4,4:55.0,Turnover by D. Rose (out of bounds lost ball),,102,94
389,4,4:55.0,,D. Russell enters the game for D. Carroll,102,94
390,4,4:41.0,,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),102,96
391,4,4:41.0,Minnesota full timeout,,102,96
392,4,4:27.0,K. Towns makes 2-pt hook shot from 3 ft (assist by J. Teague),,104,96
393,4,4:04.0,,D. Russell makes 2-pt layup from 1 ft,104,98
394,4,3:41.0,A. Wiggins misses 2-pt jump shot from 20 ft,,104,98
395,4,3:38.0,,Defensive rebound by A. Crabbe,104,98
396,4,3:25.0,,D. Russell misses 2-pt layup from 4 ft,104,98
397,4,3:25.0,Defensive rebound by Team,,104,98
398,4,3:25.0,,Loose ball foul by J. Allen (drawn by K. Towns),104,98
399,4,3:25.0,,R. Hollis-Jefferson enters the game for J. Allen,104,98
400,4,3:12.0,J. Teague misses 3-pt jump shot from 25 ft,,104,98
401,4,3:10.0,,Defensive rebound by A. Crabbe,104,98
402,4,3:00.0,,Shooting foul by R. Covington (drawn by S. Dinwiddie),104,98
403,4,3:00.0,,S. Dinwiddie makes free throw 1 of 2,104,99
404,4,3:00.0,,S. Dinwiddie makes free throw 2 of 2,104,100
405,4,2:38.0,K. Towns misses 2-pt layup from 5 ft (block by R. Hollis-Jefferson),,104,100
406,4,2:36.0,,Defensive rebound by J. Harris,104,100
407,4,2:17.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,104,100
408,4,2:13.0,Defensive rebound by R. Covington,,104,100
409,4,2:01.0,Personal foul by R. Hollis-Jefferson (drawn by R. Covington),,104,100
410,4,1:53.0,Personal foul by J. Harris (drawn by K. Towns),,104,100
411,4,1:42.0,D. Rose makes 2-pt jump shot from 9 ft,,106,100
412,4,1:26.0,,Turnover by J. Harris (bad pass; steal by R. Covington),106,100
413,4,1:14.0,R. Covington makes 2-pt dunk from 2 ft (assist by J. Teague),,108,100
414,4,1:14.0,,Brooklyn full timeout,108,100
415,4,1:14.0,T. Gibson enters the game for K. Towns,,108,100
416,4,1:06.0,,D. Russell misses 3-pt jump shot from 26 ft,108,100
417,4,1:03.0,,Offensive rebound by R. Hollis-Jefferson,108,100
418,4,1:03.0,,Personal foul by R. Covington (drawn by R. Hollis-Jefferson),108,100
419,4,1:03.0,,R. Hollis-Jefferson makes free throw 1 of 2,108,101
420,4,1:03.0,K. Towns enters the game for T. Gibson,,108,101
421,4,1:03.0,,R. Hollis-Jefferson makes free throw 2 of 2,108,102
422,4,0:57.0,A. Wiggins makes 2-pt dunk from 2 ft (assist by R. Covington),,110,102
423,4,0:47.0,,A. Crabbe misses 3-pt jump shot from 26 ft,110,102
424,4,0:42.0,,Offensive rebound by J. Harris,110,102
425,4,0:42.0,,J. Harris misses 2-pt layup at rim,110,102
426,4,0:42.0,Defensive rebound by K. Towns,,110,102
427,4,0:40.0,Personal foul by J. Harris (drawn by J. Teague),,110,102
428,4,0:40.0,J. Teague makes free throw 1 of 2,,111,102
429,4,0:40.0,T. Gibson enters the game for K. Towns,,111,102
430,4,0:40.0,,E. Davis enters the game for A. Crabbe,111,102
431,4,0:40.0,J. Teague makes free throw 2 of 2,,112,102
432,4,0:40.0,,Brooklyn full timeout,112,102
433,4,0:40.0,,A. Crabbe enters the game for E. Davis,112,102
434,4,0:40.0,,Turnover by (5 sec),112,102
435,4,0:40.0,K. Towns enters the game for T. Gibson,,112,102
436,4,0:21.0,R. Covington misses 3-pt jump shot from 25 ft,,112,102
437,4,0:18.0,,Defensive rebound by R. Hollis-Jefferson,112,102
438,4,0:11.0,,Turnover by R. Hollis-Jefferson (lost ball; steal by J. Teague),112,102
