,QUARTER,TIME_REMAINING,ORLANDO_ACTION,NEW YORK_ACTION,ORLANDO_SCORE,NEW YORK_SCORE
57,1,6:16.0,E. Fournier makes 2-pt layup from 1 ft (assist by D. Augustin),,16,6
58,1,6:01.0,,E. Mudiay misses 2-pt jump shot from 10 ft,16,6
59,1,6:00.0,Defensive rebound by Team,,16,6
60,1,6:00.0,W. Iwundu enters the game for A. Gordon,,16,6
61,1,5:48.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by D. Augustin),,19,6
62,1,5:41.0,,New York full timeout,19,6
63,1,5:41.0,,D. Dotson enters the game for D. Smith,19,6
64,1,5:33.0,,Turnover by H. Ellenson (bad pass; steal by D. Augustin),19,6
65,1,5:20.0,N. Vučević makes 2-pt hook shot from 4 ft,,21,6
66,1,4:58.0,,E. Mudiay misses 2-pt jump shot from 11 ft,21,6
67,1,4:56.0,Defensive rebound by N. Vučević,,21,6
68,1,4:48.0,Turnover by D. Augustin (bad pass; steal by H. Ellenson),,21,6
69,1,4:44.0,,E. Mudiay makes 2-pt layup at rim (assist by H. Ellenson),21,8
70,1,4:44.0,,Shooting foul by W. Iwundu (drawn by E. Mudiay),21,8
71,1,4:44.0,J. Grant enters the game for D. Augustin,,21,8
72,1,4:44.0,,E. Mudiay makes free throw 1 of 1,21,9
73,1,4:31.0,E. Fournier misses 2-pt jump shot from 21 ft,,21,9
74,1,4:29.0,,Defensive rebound by E. Mudiay,21,9
75,1,4:23.0,,E. Mudiay makes 2-pt layup from 2 ft,21,11
76,1,4:16.0,Orlando full timeout,,21,11
77,1,4:03.0,W. Iwundu misses 3-pt jump shot from 22 ft,,21,11
78,1,4:01.0,,Defensive rebound by M. Robinson,21,11
79,1,3:56.0,,E. Mudiay makes 2-pt layup from 1 ft,21,13
80,1,3:40.0,E. Fournier misses 3-pt jump shot from 25 ft,,21,13
81,1,3:38.0,,Defensive rebound by E. Mudiay,21,13
82,1,3:28.0,,Turnover by K. Knox (bad pass; steal by N. Vučević),21,13
83,1,3:22.0,J. Isaac makes 2-pt dunk from 1 ft (assist by E. Fournier),,23,13
84,1,3:08.0,,E. Mudiay misses 3-pt jump shot from 28 ft,23,13
85,1,3:06.0,Defensive rebound by W. Iwundu,,23,13
86,1,2:57.0,W. Iwundu misses 2-pt layup from 1 ft,,23,13
87,1,2:55.0,,Defensive rebound by H. Ellenson,23,13
88,1,2:46.0,,D. Dotson misses 3-pt jump shot from 24 ft,23,13
89,1,2:44.0,Defensive rebound by J. Grant,,23,13
90,1,2:37.0,N. Vučević misses 2-pt jump shot from 17 ft,,23,13
91,1,2:35.0,,Defensive rebound by K. Knox,23,13
92,1,2:26.0,,K. Knox makes 2-pt layup from 1 ft,23,15
93,1,2:08.0,N. Vučević makes 2-pt hook shot from 5 ft,,25,15
94,1,1:52.0,,Turnover by E. Mudiay (bad pass; steal by E. Fournier),25,15
95,1,1:47.0,J. Isaac makes 2-pt dunk at rim (assist by E. Fournier),,27,15
96,1,1:29.0,,K. Knox misses 3-pt jump shot from 26 ft,27,15
97,1,1:27.0,Defensive rebound by J. Isaac,,27,15
98,1,1:17.0,J. Isaac misses 3-pt jump shot from 26 ft,,27,15
99,1,1:13.0,Offensive rebound by W. Iwundu,,27,15
100,1,1:11.0,E. Fournier makes 2-pt jump shot from 20 ft,,29,15
101,1,0:51.0,,H. Ellenson makes 3-pt jump shot from 26 ft (assist by E. Mudiay),29,18
102,1,0:30.0,J. Isaac makes 3-pt jump shot from 23 ft (assist by N. Vučević),,32,18
103,1,0:09.0,,E. Mudiay misses 2-pt layup from 2 ft,32,18
104,1,0:08.0,,Offensive rebound by M. Robinson,32,18
105,1,0:08.0,,M. Robinson makes 2-pt dunk from 1 ft,32,20
106,1,0:00.0,E. Fournier makes 2-pt jump shot from 10 ft,,34,20
107,2,11:43.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by H. Ellenson),34,22
108,2,11:30.0,Shooting foul by M. Robinson (drawn by A. Gordon),,34,22
109,2,11:30.0,A. Gordon makes free throw 1 of 2,,35,22
110,2,11:30.0,A. Gordon makes free throw 2 of 2,,36,22
111,2,11:22.0,,Shooting foul by T. Ross (drawn by J. Jenkins),36,22
112,2,11:22.0,,J. Jenkins misses free throw 1 of 3,36,22
113,2,11:22.0,,Offensive rebound by Team,36,22
114,2,11:22.0,,J. Jenkins makes free throw 2 of 3,36,23
115,2,11:22.0,,J. Jenkins makes free throw 3 of 3,36,24
116,2,11:08.0,A. Gordon makes 3-pt jump shot from 25 ft (assist by K. Birch),,39,24
117,2,10:41.0,,H. Ellenson misses 3-pt jump shot from 24 ft,39,24
118,2,10:39.0,,Offensive rebound by M. Robinson,39,24
119,2,10:28.0,,H. Ellenson misses 2-pt jump shot from 14 ft,39,24
120,2,10:26.0,Defensive rebound by T. Ross,,39,24
121,2,10:14.0,Turnover by K. Birch (out of bounds lost ball),,39,24
122,2,9:50.0,,H. Ellenson misses 2-pt jump shot from 21 ft,39,24
123,2,9:48.0,Defensive rebound by W. Iwundu,,39,24
124,2,9:43.0,W. Iwundu misses 2-pt layup from 3 ft (block by M. Robinson),,39,24
125,2,9:42.0,Offensive rebound by Team,,39,24
126,2,9:38.0,T. Ross misses 2-pt jump shot from 16 ft (block by M. Robinson),,39,24
127,2,9:36.0,Offensive rebound by K. Birch,,39,24
128,2,9:34.0,Shooting foul by A. Trier (drawn by K. Birch),,39,24
129,2,9:34.0,K. Birch makes free throw 1 of 2,,40,24
130,2,9:34.0,K. Birch misses free throw 2 of 2,,40,24
131,2,9:32.0,,Defensive rebound by A. Trier,40,24
132,2,9:23.0,,Shooting foul by W. Iwundu (drawn by A. Trier),40,24
133,2,9:23.0,,A. Trier makes free throw 1 of 2,40,25
134,2,9:23.0,,A. Trier makes free throw 2 of 2,40,26
135,2,9:09.0,A. Gordon misses 3-pt jump shot from 25 ft (block by M. Robinson),,40,26
136,2,9:07.0,Offensive rebound by K. Birch,,40,26
137,2,9:03.0,A. Gordon misses 2-pt layup from 2 ft (block by M. Robinson),,40,26
138,2,9:01.0,,Defensive rebound by H. Ellenson,40,26
139,2,8:56.0,,H. Ellenson makes 2-pt jump shot from 5 ft,40,28
140,2,8:43.0,Shooting foul by M. Robinson (drawn by J. Grant),,40,28
141,2,8:43.0,J. Grant misses free throw 1 of 2,,40,28
142,2,8:43.0,Offensive rebound by Team,,40,28
143,2,8:43.0,J. Grant makes free throw 2 of 2,,41,28
144,2,8:35.0,,Shooting foul by A. Gordon (drawn by M. Robinson),41,28
145,2,8:35.0,,M. Robinson makes free throw 1 of 2,41,29
146,2,8:35.0,,M. Robinson makes free throw 2 of 2,41,30
147,2,8:22.0,T. Ross misses 3-pt jump shot from 26 ft,,41,30
148,2,8:20.0,,Defensive rebound by J. Jenkins,41,30
149,2,8:04.0,,J. Jenkins makes 2-pt layup from 2 ft (assist by H. Ellenson),41,32
150,2,7:55.0,T. Ross misses 3-pt jump shot from 25 ft,,41,32
151,2,7:53.0,,Defensive rebound by H. Ellenson,41,32
152,2,7:32.0,,E. Mudiay makes 2-pt layup from 2 ft,41,34
153,2,7:25.0,Orlando full timeout,,41,34
154,2,7:17.0,T. Ross misses 2-pt jump shot from 19 ft,,41,34
155,2,7:15.0,,Defensive rebound by M. Robinson,41,34
156,2,7:09.0,,H. Ellenson makes 3-pt jump shot from 26 ft (assist by E. Mudiay),41,37
157,2,6:42.0,A. Gordon makes 2-pt layup from 1 ft,,43,37
158,2,6:21.0,,E. Mudiay misses 3-pt jump shot from 27 ft,43,37
159,2,6:19.0,Defensive rebound by K. Birch,,43,37
160,2,6:11.0,Turnover by T. Ross (bad pass; steal by M. Robinson),,43,37
161,2,6:07.0,,A. Trier makes 2-pt layup from 2 ft,43,39
162,2,5:52.0,A. Gordon makes 2-pt layup from 1 ft (assist by W. Iwundu),,45,39
163,2,5:52.0,Shooting foul by E. Mudiay (drawn by A. Gordon),,45,39
164,2,5:52.0,D. Augustin enters the game for K. Birch,,45,39
165,2,5:52.0,E. Fournier enters the game for J. Grant,,45,39
166,2,5:52.0,N. Vučević enters the game for W. Iwundu,,45,39
167,2,5:52.0,,D. Smith enters the game for E. Mudiay,45,39
168,2,5:52.0,A. Gordon makes free throw 1 of 1,,46,39
169,2,5:36.0,,D. Smith makes 2-pt layup from 2 ft,46,41
170,2,5:17.0,Shooting foul by D. Smith (drawn by A. Gordon),,46,41
171,2,5:17.0,A. Gordon makes free throw 1 of 2,,47,41
172,2,5:17.0,A. Gordon misses free throw 2 of 2,,47,41
173,2,5:15.0,,Defensive rebound by H. Ellenson,47,41
174,2,5:11.0,,Personal foul by T. Ross (drawn by J. Jenkins),47,41
175,2,5:11.0,J. Isaac enters the game for A. Gordon,,47,41
176,2,5:02.0,,Personal foul by N. Vučević (drawn by A. Trier),47,41
177,2,5:02.0,,A. Trier makes free throw 1 of 2,47,42
178,2,5:02.0,,A. Trier makes free throw 2 of 2,47,43
179,2,4:51.0,Turnover by T. Ross (lost ball; steal by A. Trier),,47,43
180,2,4:40.0,,M. Robinson misses 2-pt layup from 1 ft (block by N. Vučević),47,43
181,2,4:38.0,,Offensive rebound by M. Robinson,47,43
182,2,4:37.0,,M. Robinson misses 2-pt layup from 2 ft,47,43
183,2,4:35.0,Defensive rebound by E. Fournier,,47,43
184,2,4:14.0,D. Augustin makes 2-pt layup at rim,,49,43
185,2,3:48.0,,J. Jenkins misses 3-pt jump shot from 24 ft,49,43
186,2,3:46.0,Defensive rebound by N. Vučević,,49,43
187,2,3:33.0,N. Vučević makes 2-pt layup from 1 ft,,51,43
188,2,3:27.0,,New York full timeout,51,43
189,2,3:27.0,W. Iwundu enters the game for T. Ross,,51,43
190,2,3:27.0,,K. Knox enters the game for J. Jenkins,51,43
191,2,3:27.0,,N. Vonleh enters the game for M. Robinson,51,43
192,2,3:19.0,,K. Knox misses 2-pt layup from 1 ft,51,43
193,2,3:17.0,,Offensive rebound by K. Knox,51,43
194,2,3:14.0,,K. Knox misses 2-pt layup from 1 ft,51,43
195,2,3:14.0,Defensive rebound by E. Fournier,,51,43
196,2,3:12.0,Personal foul by A. Trier (drawn by E. Fournier),,51,43
197,2,3:12.0,,E. Mudiay enters the game for A. Trier,51,43
198,2,3:12.0,E. Fournier makes free throw 1 of 2,,52,43
199,2,3:12.0,E. Fournier makes free throw 2 of 2,,53,43
200,2,3:00.0,,N. Vonleh misses 2-pt layup from 1 ft,53,43
201,2,2:58.0,,Offensive rebound by N. Vonleh,53,43
202,2,2:57.0,,N. Vonleh makes 2-pt dunk from 1 ft,53,45
203,2,2:36.0,N. Vučević misses 2-pt jump shot from 10 ft,,53,45
204,2,2:34.0,,Defensive rebound by K. Knox,53,45
205,2,2:28.0,,D. Smith misses 3-pt jump shot from 26 ft,53,45
206,2,2:26.0,Defensive rebound by N. Vučević,,53,45
207,2,2:17.0,D. Augustin makes 3-pt jump shot from 25 ft,,56,45
208,2,2:04.0,,N. Vonleh makes 3-pt jump shot from 26 ft (assist by K. Knox),56,48
209,2,1:43.0,W. Iwundu makes 2-pt dunk from 1 ft (assist by N. Vučević),,58,48
210,2,1:33.0,,E. Mudiay makes 2-pt jump shot from 17 ft (assist by D. Smith),58,50
211,2,1:16.0,J. Isaac misses 2-pt layup from 1 ft,,58,50
212,2,1:14.0,Offensive rebound by N. Vučević,,58,50
213,2,1:08.0,N. Vučević makes 2-pt jump shot from 5 ft (assist by W. Iwundu),,60,50
214,2,0:47.0,,N. Vonleh misses 3-pt jump shot from 25 ft,60,50
215,2,0:45.0,,Offensive rebound by E. Mudiay,60,50
216,2,0:45.0,,E. Mudiay misses 2-pt layup from 1 ft,60,50
217,2,0:43.0,Defensive rebound by N. Vučević,,60,50
218,2,0:40.0,Shooting foul by N. Vonleh (drawn by E. Fournier),,60,50
219,2,0:40.0,E. Fournier misses free throw 1 of 2,,60,50
220,2,0:40.0,Offensive rebound by Team,,60,50
221,2,0:40.0,E. Fournier makes free throw 2 of 2,,61,50
222,2,0:33.0,,D. Smith makes 3-pt jump shot from 26 ft (assist by N. Vonleh),61,53
223,2,0:10.0,W. Iwundu misses 3-pt jump shot from 26 ft,,61,53
224,2,0:08.0,,Defensive rebound by D. Smith,61,53
225,2,0:01.0,,D. Smith makes 2-pt jump shot from 16 ft,61,55
226,2,0:01.0,,Shooting foul by D. Augustin (drawn by D. Smith),61,55
227,2,0:01.0,,L. Thomas enters the game for K. Knox,61,55
228,2,0:01.0,,D. Smith makes free throw 1 of 1,61,56
229,3,11:50.0,,K. Knox makes 2-pt jump shot from 11 ft,61,58
230,3,11:35.0,N. Vučević makes 2-pt hook shot from 6 ft (assist by A. Gordon),,63,58
231,3,11:35.0,,Violation by Team (def goaltending),63,58
232,3,11:21.0,,Turnover by K. Knox (lost ball; steal by A. Gordon),63,58
233,3,11:19.0,Turnover by A. Gordon (lost ball; steal by D. Smith),,63,58
234,3,11:08.0,,K. Knox misses 2-pt hook shot from 4 ft,63,58
235,3,11:06.0,Defensive rebound by N. Vučević,,63,58
236,3,10:51.0,J. Isaac makes 3-pt jump shot from 24 ft (assist by E. Fournier),,66,58
237,3,10:37.0,,Def 3 sec tech foul by Team,66,58
238,3,10:37.0,,D. Dotson makes technical free throw,66,59
239,3,10:29.0,,Turnover by D. Smith (traveling),66,59
240,3,10:12.0,N. Vučević misses 2-pt jump shot from 10 ft,,66,59
241,3,10:10.0,,Defensive rebound by D. Smith,66,59
242,3,9:56.0,,Shooting foul by J. Isaac (drawn by K. Knox),66,59
243,3,9:56.0,,K. Knox makes free throw 1 of 2,66,60
244,3,9:56.0,,K. Knox makes free throw 2 of 2,66,61
245,3,9:41.0,Turnover by A. Gordon (bad pass; steal by M. Robinson),,66,61
246,3,9:37.0,,D. Smith misses 2-pt layup from 2 ft,66,61
247,3,9:36.0,Defensive rebound by A. Gordon,,66,61
248,3,9:21.0,J. Isaac makes 3-pt jump shot from 23 ft (assist by N. Vučević),,69,61
249,3,8:55.0,,K. Knox makes 2-pt jump shot from 6 ft (assist by D. Dotson),69,63
250,3,8:42.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by D. Augustin),,72,63
251,3,8:31.0,,D. Dotson makes 3-pt jump shot from 24 ft (assist by D. Smith),72,66
252,3,8:17.0,E. Fournier misses 3-pt jump shot from 23 ft,,72,66
253,3,8:15.0,,Defensive rebound by D. Dotson,72,66
254,3,8:03.0,,D. Dotson misses 3-pt jump shot from 26 ft,72,66
255,3,8:01.0,Defensive rebound by N. Vučević,,72,66
256,3,7:48.0,Personal foul by L. Thomas (drawn by E. Fournier),,72,66
257,3,7:41.0,Turnover by E. Fournier (out of bounds lost ball),,72,66
258,3,7:31.0,,Shooting foul by J. Isaac (drawn by M. Robinson),72,66
259,3,7:31.0,,M. Robinson makes free throw 1 of 2,72,67
260,3,7:31.0,,M. Robinson makes free throw 2 of 2,72,68
261,3,7:19.0,Turnover by E. Fournier (bad pass; steal by M. Robinson),,72,68
262,3,7:14.0,,L. Thomas makes 2-pt layup from 1 ft (assist by D. Smith),72,70
263,3,7:00.0,N. Vučević makes 2-pt dunk from 1 ft (assist by D. Augustin),,74,70
264,3,6:47.0,,D. Smith misses 2-pt layup from 1 ft,74,70
265,3,6:45.0,,Offensive rebound by M. Robinson,74,70
266,3,6:43.0,,M. Robinson makes 2-pt layup from 3 ft,74,72
267,3,6:43.0,Orlando full timeout,,74,72
268,3,6:27.0,D. Augustin makes 3-pt jump shot from 23 ft (assist by E. Fournier),,77,72
269,3,6:07.0,,K. Knox misses 2-pt jump shot from 15 ft (block by J. Isaac),77,72
270,3,6:05.0,Defensive rebound by D. Augustin,,77,72
271,3,6:02.0,D. Augustin misses 3-pt jump shot from 27 ft,,77,72
272,3,6:00.0,,Defensive rebound by M. Robinson,77,72
273,3,5:40.0,,Turnover by D. Smith (bad pass; steal by E. Fournier),77,72
274,3,5:30.0,D. Augustin makes 3-pt jump shot from 25 ft (assist by E. Fournier),,80,72
275,3,5:29.0,,New York full timeout,80,72
276,3,5:29.0,W. Iwundu enters the game for A. Gordon,,80,72
277,3,5:29.0,,H. Ellenson enters the game for D. Dotson,80,72
278,3,5:17.0,,K. Knox misses 2-pt dunk from 1 ft,80,72
279,3,5:15.0,,Offensive rebound by M. Robinson,80,72
280,3,5:14.0,,M. Robinson misses 2-pt layup from 1 ft,80,72
281,3,5:12.0,,Offensive rebound by K. Knox,80,72
282,3,5:12.0,,K. Knox misses 2-pt layup from 1 ft (block by J. Isaac),80,72
283,3,5:10.0,Defensive rebound by D. Augustin,,80,72
284,3,5:02.0,D. Augustin misses 2-pt layup from 1 ft,,80,72
285,3,5:00.0,,Defensive rebound by H. Ellenson,80,72
286,3,4:51.0,,K. Knox misses 2-pt layup from 2 ft,80,72
287,3,4:49.0,Defensive rebound by D. Augustin,,80,72
288,3,4:46.0,E. Fournier makes 2-pt layup from 1 ft (assist by D. Augustin),,82,72
289,3,4:28.0,,H. Ellenson makes 2-pt jump shot from 10 ft (assist by K. Knox),82,74
290,3,4:01.0,D. Augustin misses 3-pt jump shot from 26 ft,,82,74
291,3,3:59.0,,Defensive rebound by H. Ellenson,82,74
292,3,3:52.0,,D. Smith misses 3-pt jump shot from 25 ft,82,74
293,3,3:50.0,Defensive rebound by D. Augustin,,82,74
294,3,3:35.0,N. Vučević makes 2-pt hook shot from 2 ft,,84,74
295,3,3:18.0,,L. Thomas misses 2-pt jump shot from 15 ft,84,74
296,3,3:16.0,Defensive rebound by W. Iwundu,,84,74
297,3,3:00.0,D. Augustin misses 3-pt jump shot from 25 ft (block by M. Robinson),,84,74
298,3,2:58.0,Offensive rebound by N. Vučević,,84,74
299,3,2:55.0,E. Fournier misses 3-pt jump shot from 26 ft,,84,74
300,3,2:53.0,,Defensive rebound by M. Robinson,84,74
301,3,2:50.0,,Personal foul by D. Augustin (drawn by D. Smith),84,74
302,3,2:50.0,K. Birch enters the game for D. Augustin,,84,74
303,3,2:50.0,A. Gordon enters the game for E. Fournier,,84,74
304,3,2:50.0,J. Grant enters the game for J. Isaac,,84,74
305,3,2:50.0,T. Ross enters the game for N. Vučević,,84,74
306,3,2:50.0,,J. Jenkins enters the game for M. Robinson,84,74
307,3,2:50.0,,E. Mudiay enters the game for D. Smith,84,74
308,3,2:50.0,,N. Vonleh enters the game for L. Thomas,84,74
309,3,2:35.0,,H. Ellenson misses 3-pt jump shot from 27 ft,84,74
310,3,2:33.0,Defensive rebound by A. Gordon,,84,74
311,3,2:14.0,A. Gordon makes 2-pt jump shot from 13 ft (assist by K. Birch),,86,74
312,3,2:02.0,,K. Knox misses 2-pt jump shot from 21 ft,86,74
313,3,2:00.0,Defensive rebound by A. Gordon,,86,74
314,3,1:53.0,A. Gordon misses 2-pt jump shot from 23 ft,,86,74
315,3,1:51.0,,Defensive rebound by N. Vonleh,86,74
316,3,1:42.0,,E. Mudiay misses 2-pt layup from 3 ft,86,74
317,3,1:40.0,Defensive rebound by W. Iwundu,,86,74
318,3,1:35.0,A. Gordon misses 2-pt layup from 1 ft,,86,74
319,3,1:33.0,Offensive rebound by A. Gordon,,86,74
320,3,1:33.0,A. Gordon makes 2-pt layup from 1 ft,,88,74
321,3,1:13.0,,E. Mudiay makes 2-pt jump shot from 9 ft,88,76
322,3,0:57.0,K. Birch misses 2-pt layup from 1 ft,,88,76
323,3,0:55.0,,Defensive rebound by H. Ellenson,88,76
324,3,0:43.0,,N. Vonleh makes 2-pt layup from 2 ft,88,78
325,3,0:24.0,Shooting foul by H. Ellenson (drawn by A. Gordon),,88,78
326,3,0:24.0,,A. Trier enters the game for K. Knox,88,78
327,3,0:24.0,A. Gordon makes free throw 1 of 2,,89,78
328,3,0:24.0,A. Gordon makes free throw 2 of 2,,90,78
329,3,0:07.0,,Personal foul by J. Grant (drawn by E. Mudiay),90,78
330,3,0:01.0,,H. Ellenson misses 3-pt jump shot from 25 ft,90,78
331,3,0:01.0,,Offensive rebound by Team,90,78
332,4,11:46.0,T. Ross misses 2-pt jump shot from 20 ft,,90,78
333,4,11:44.0,,Defensive rebound by E. Mudiay,90,78
334,4,11:35.0,,A. Trier makes 3-pt jump shot from 25 ft (assist by H. Ellenson),90,81
335,4,11:16.0,Shooting foul by E. Mudiay (drawn by A. Gordon),,90,81
336,4,11:16.0,A. Gordon makes free throw 1 of 2,,91,81
337,4,11:16.0,A. Gordon misses free throw 2 of 2,,91,81
338,4,11:14.0,,Defensive rebound by H. Ellenson,91,81
339,4,11:00.0,,J. Jenkins makes 2-pt jump shot from 21 ft (assist by A. Trier),91,83
340,4,10:51.0,T. Ross misses 3-pt jump shot from 26 ft,,91,83
341,4,10:49.0,,Defensive rebound by E. Mudiay,91,83
342,4,10:40.0,,E. Mudiay makes 2-pt jump shot from 13 ft,91,85
343,4,10:20.0,T. Ross misses 2-pt jump shot from 18 ft,,91,85
344,4,10:18.0,,Defensive rebound by E. Mudiay,91,85
345,4,10:13.0,,E. Mudiay misses 2-pt layup from 2 ft,91,85
346,4,10:11.0,Defensive rebound by K. Birch,,91,85
347,4,9:57.0,Turnover by K. Birch (back court),,91,85
348,4,9:57.0,E. Fournier enters the game for W. Iwundu,,91,85
349,4,9:44.0,,Personal foul by E. Fournier (drawn by A. Trier),91,85
350,4,9:33.0,,H. Ellenson misses 2-pt jump shot from 11 ft,91,85
351,4,9:31.0,Defensive rebound by K. Birch,,91,85
352,4,9:19.0,Turnover by J. Grant (bad pass; steal by H. Ellenson),,91,85
353,4,9:11.0,,A. Trier makes 2-pt layup from 1 ft (assist by H. Ellenson),91,87
354,4,8:55.0,E. Fournier misses 2-pt jump shot from 13 ft,,91,87
355,4,8:53.0,,Defensive rebound by A. Trier,91,87
356,4,8:47.0,,Shooting foul by T. Ross (drawn by A. Trier),91,87
357,4,8:47.0,,A. Trier makes free throw 1 of 2,91,88
358,4,8:47.0,,A. Trier makes free throw 2 of 2,91,89
359,4,8:37.0,Turnover by E. Fournier (lost ball; steal by L. Kornet),,91,89
360,4,8:33.0,,Turnover by L. Kornet (bad pass; steal by E. Fournier),91,89
361,4,8:27.0,E. Fournier makes 2-pt jump shot from 21 ft,,93,89
362,4,8:08.0,,Turnover by A. Trier (out of bounds lost ball),93,89
363,4,7:56.0,A. Gordon misses 2-pt jump shot from 20 ft,,93,89
364,4,7:54.0,Offensive rebound by A. Gordon,,93,89
365,4,7:54.0,A. Gordon misses 2-pt layup from 1 ft,,93,89
366,4,7:53.0,Offensive rebound by A. Gordon,,93,89
367,4,7:53.0,A. Gordon makes 2-pt layup from 1 ft,,95,89
368,4,7:33.0,,Shooting foul by E. Fournier (drawn by A. Trier),95,89
369,4,7:33.0,,A. Trier misses free throw 1 of 2,95,89
370,4,7:33.0,,Offensive rebound by Team,95,89
371,4,7:33.0,,M. Robinson enters the game for L. Kornet,95,89
372,4,7:33.0,,A. Trier makes free throw 2 of 2,95,90
373,4,7:23.0,Shooting foul by M. Robinson (drawn by A. Gordon),,95,90
374,4,7:23.0,A. Gordon makes free throw 1 of 2,,96,90
375,4,7:23.0,D. Augustin enters the game for K. Birch,,96,90
376,4,7:23.0,N. Vučević enters the game for J. Grant,,96,90
377,4,7:23.0,A. Gordon misses free throw 2 of 2,,96,90
378,4,7:21.0,,Defensive rebound by A. Trier,96,90
379,4,7:08.0,,E. Mudiay makes 2-pt layup from 1 ft,96,92
380,4,6:52.0,N. Vučević makes 2-pt hook shot from 3 ft (assist by A. Gordon),,98,92
381,4,6:34.0,,J. Jenkins makes 2-pt jump shot from 16 ft,98,94
382,4,6:13.0,E. Fournier misses 3-pt jump shot from 26 ft,,98,94
