,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PORTLAND_ACTION,WASHINGTON_SCORE,PORTLAND_SCORE
393,4,10:22.0,,Defensive rebound by N. Stauskas,80,80
394,4,10:11.0,,Shooting foul by K. Oubre (drawn by N. Stauskas),80,80
395,4,10:11.0,,N. Stauskas makes free throw 1 of 2,80,81
396,4,10:11.0,,N. Stauskas makes free throw 2 of 2,80,82
397,4,9:59.0,A. Rivers makes 3-pt jump shot from 25 ft,,83,82
398,4,9:43.0,,N. Stauskas makes 3-pt jump shot from 25 ft,83,85
399,4,9:22.0,K. Oubre misses 2-pt layup from 4 ft (block by M. Harkless),,83,85
400,4,9:22.0,Offensive rebound by O. Porter,,83,85
401,4,9:22.0,O. Porter makes 2-pt layup from 4 ft,,85,85
402,4,9:22.0,Shooting foul by S. Curry (drawn by O. Porter),,85,85
403,4,9:22.0,O. Porter makes free throw 1 of 1,,86,85
404,4,9:07.0,,Personal foul by K. Oubre (drawn by M. Harkless),86,85
405,4,9:07.0,J. Wall enters the game for K. Oubre,,86,85
406,4,9:01.0,,Personal foul by A. Rivers (drawn by S. Curry),86,85
407,4,8:49.0,,Z. Collins misses 2-pt jump shot from 17 ft,86,85
408,4,8:47.0,Defensive rebound by O. Porter,,86,85
409,4,8:38.0,J. Wall misses 3-pt jump shot from 26 ft,,86,85
410,4,8:35.0,,Defensive rebound by E. Turner,86,85
411,4,8:30.0,,Personal foul by A. Rivers (drawn by Z. Collins),86,85
412,4,8:30.0,,Z. Collins makes free throw 1 of 2,86,86
413,4,8:30.0,,D. Lillard enters the game for E. Turner,86,86
414,4,8:30.0,,Z. Collins makes free throw 2 of 2,86,87
415,4,8:17.0,O. Porter misses 2-pt jump shot from 18 ft,,86,87
416,4,8:15.0,,Defensive rebound by N. Stauskas,86,87
417,4,8:05.0,,M. Harkless misses 2-pt jump shot from 4 ft,86,87
418,4,8:03.0,Defensive rebound by J. Green,,86,87
419,4,7:57.0,O. Porter misses 3-pt jump shot from 26 ft,,86,87
420,4,7:56.0,,Defensive rebound by N. Stauskas,86,87
421,4,7:44.0,,D. Lillard misses 2-pt jump shot from 15 ft,86,87
422,4,7:42.0,,Offensive rebound by Z. Collins,86,87
423,4,7:42.0,,Shooting foul by O. Porter (drawn by Z. Collins),86,87
424,4,7:42.0,,Z. Collins misses free throw 1 of 2,86,87
425,4,7:42.0,,Offensive rebound by Team,86,87
426,4,7:42.0,B. Beal enters the game for T. Satoranský,,86,87
427,4,7:42.0,,Z. Collins makes free throw 2 of 2,86,88
428,4,7:28.0,J. Green makes 2-pt layup from 4 ft (assist by J. Wall),,88,88
429,4,7:15.0,,Offensive foul by N. Stauskas (drawn by B. Beal),88,88
430,4,7:15.0,,Turnover by N. Stauskas (offensive foul),88,88
431,4,7:15.0,,A. Aminu enters the game for Z. Collins,88,88
432,4,7:15.0,,C. McCollum enters the game for S. Curry,88,88
433,4,7:15.0,,J. Nurkić enters the game for M. Harkless,88,88
434,4,7:02.0,J. Wall misses 2-pt jump shot from 6 ft,,88,88
435,4,6:58.0,Offensive rebound by O. Porter,,88,88
436,4,6:58.0,O. Porter makes 2-pt layup from 1 ft,,90,88
437,4,6:37.0,,J. Nurkić makes 2-pt hook shot from 5 ft,90,90
438,4,6:22.0,J. Green makes 2-pt hook shot from 5 ft (assist by B. Beal),,92,90
439,4,5:55.0,,N. Stauskas makes 3-pt jump shot from 24 ft (assist by C. McCollum),92,93
440,4,5:37.0,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),,95,93
441,4,5:13.0,,C. McCollum makes 2-pt jump shot from 16 ft,95,95
442,4,4:59.0,J. Green makes 2-pt hook shot from 3 ft (assist by B. Beal),,97,95
443,4,4:40.0,,C. McCollum misses 3-pt jump shot from 25 ft,97,95
444,4,4:38.0,Defensive rebound by A. Rivers,,97,95
445,4,4:27.0,J. Wall misses 2-pt jump shot from 16 ft,,97,95
446,4,4:25.0,,Defensive rebound by D. Lillard,97,95
447,4,4:25.0,,Personal foul by O. Porter (drawn by D. Lillard),97,95
448,4,4:25.0,,Portland full timeout,97,95
449,4,4:25.0,,D. Lillard makes free throw 1 of 2,97,96
450,4,4:25.0,,D. Lillard makes free throw 2 of 2,97,97
451,4,4:07.0,B. Beal misses 2-pt jump shot from 13 ft,,97,97
452,4,4:04.0,,Defensive rebound by A. Aminu,97,97
453,4,3:51.0,,J. Nurkić makes 2-pt dunk from 1 ft (assist by D. Lillard),97,99
454,4,3:32.0,O. Porter misses 3-pt jump shot from 24 ft,,97,99
455,4,3:29.0,,Defensive rebound by D. Lillard,97,99
456,4,3:21.0,,C. McCollum misses 2-pt layup from 2 ft,97,99
457,4,3:21.0,,Offensive rebound by Team,97,99
458,4,3:21.0,Washington full timeout,,97,99
459,4,3:21.0,M. Morris enters the game for J. Green,,97,99
460,4,3:21.0,K. Oubre enters the game for A. Rivers,,97,99
461,4,3:08.0,,A. Aminu makes 3-pt jump shot from 23 ft (assist by C. McCollum),97,102
462,4,2:43.0,Shooting foul by A. Aminu (drawn by M. Morris),,97,102
463,4,2:43.0,M. Morris makes free throw 1 of 2,,98,102
464,4,2:43.0,M. Morris makes free throw 2 of 2,,99,102
465,4,2:25.0,,J. Nurkić misses 2-pt layup from 1 ft,99,102
466,4,2:23.0,Defensive rebound by K. Oubre,,99,102
467,4,2:20.0,K. Oubre makes 2-pt layup from 3 ft,,101,102
468,4,2:20.0,Shooting foul by N. Stauskas (drawn by K. Oubre),,101,102
469,4,2:20.0,K. Oubre makes free throw 1 of 1,,102,102
470,4,2:04.0,,Turnover by D. Lillard (lost ball; steal by K. Oubre),102,102
471,4,1:54.0,J. Wall misses 2-pt layup from 1 ft,,102,102
472,4,1:54.0,,Defensive rebound by Team,102,102
473,4,1:54.0,Loose ball foul by K. Oubre (drawn by A. Aminu),,102,102
474,4,1:54.0,,A. Aminu makes free throw 1 of 2,102,103
475,4,1:54.0,,A. Aminu misses free throw 2 of 2,102,103
476,4,1:52.0,Defensive rebound by O. Porter,,102,103
477,4,1:39.0,M. Morris makes 3-pt jump shot from 25 ft (assist by B. Beal),,105,103
478,4,1:20.0,,D. Lillard makes 2-pt jump shot from 7 ft,105,105
479,4,1:04.0,M. Morris makes 3-pt jump shot from 25 ft (assist by B. Beal),,108,105
480,4,0:52.0,,D. Lillard makes 3-pt jump shot from 25 ft,108,108
481,4,0:38.0,M. Morris misses 3-pt jump shot from 25 ft,,108,108
482,4,0:34.0,,Defensive rebound by D. Lillard,108,108
483,4,0:22.0,,D. Lillard misses 3-pt jump shot from 25 ft,108,108
484,4,0:19.0,,Offensive rebound by J. Nurkić,108,108
485,4,0:18.0,,J. Nurkić misses 2-pt layup from 3 ft (block by K. Oubre),108,108
486,4,0:18.0,,Offensive rebound by J. Nurkić,108,108
487,4,0:13.0,,N. Stauskas makes 3-pt jump shot from 23 ft (assist by D. Lillard),108,111
488,4,0:12.0,Washington full timeout,,108,111
489,4,0:12.0,,M. Harkless enters the game for J. Nurkić,108,111
490,4,0:12.0,,E. Turner enters the game for N. Stauskas,108,111
491,4,0:07.0,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),,111,111
492,4,0:06.0,,Portland full timeout,111,111
493,4,0:06.0,J. Green enters the game for M. Morris,,111,111
494,4,0:06.0,,S. Curry enters the game for A. Aminu,111,111
495,4,0:06.0,,J. Nurkić enters the game for M. Harkless,111,111
496,4,0:06.0,,N. Stauskas enters the game for E. Turner,111,111
497,4,0:00.0,,D. Lillard misses 2-pt layup from 1 ft (block by B. Beal),111,111
498,4,0:00.0,,Offensive rebound by J. Nurkić,111,111
499,4,0:00.0,,J. Nurkić misses 2-pt layup from 2 ft,111,111
500,4,0:00.0,,Offensive rebound by Team,111,111
501,1OT,4:43.0,,D. Lillard misses 3-pt jump shot from 27 ft,111,111
502,1OT,4:40.0,Defensive rebound by K. Oubre,,111,111
503,1OT,4:27.0,J. Wall misses 3-pt jump shot from 25 ft,,111,111
504,1OT,4:24.0,,Defensive rebound by J. Nurkić,111,111
505,1OT,4:14.0,,C. McCollum makes 2-pt jump shot from 17 ft,111,113
506,1OT,4:01.0,M. Morris makes 3-pt jump shot from 25 ft (assist by B. Beal),,114,113
507,1OT,3:46.0,,C. McCollum misses 2-pt layup from 2 ft,114,113
508,1OT,3:43.0,,Offensive rebound by J. Nurkić,114,113
509,1OT,3:43.0,,J. Nurkić makes 2-pt layup at rim,114,115
510,1OT,3:27.0,O. Porter misses 2-pt jump shot from 14 ft,,114,115
511,1OT,3:24.0,Offensive rebound by M. Morris,,114,115
512,1OT,3:23.0,B. Beal misses 3-pt jump shot from 27 ft,,114,115
513,1OT,3:18.0,,Defensive rebound by D. Lillard,114,115
514,1OT,3:15.0,,N. Stauskas misses 3-pt jump shot from 24 ft,114,115
515,1OT,3:13.0,Defensive rebound by O. Porter,,114,115
516,1OT,3:05.0,K. Oubre makes 3-pt jump shot from 26 ft (assist by M. Morris),,117,115
517,1OT,2:53.0,,Personal foul by O. Porter (drawn by A. Aminu),117,115
518,1OT,2:53.0,,M. Harkless enters the game for J. Nurkić,117,115
519,1OT,2:41.0,,C. McCollum misses 2-pt jump shot from 3 ft,117,115
520,1OT,2:37.0,,Offensive rebound by C. McCollum,117,115
521,1OT,2:37.0,,C. McCollum misses 2-pt layup at rim,117,115
522,1OT,2:36.0,Defensive rebound by M. Morris,,117,115
523,1OT,2:33.0,B. Beal misses 3-pt jump shot from 25 ft,,117,115
524,1OT,2:32.0,,Defensive rebound by Team,117,115
525,1OT,2:14.0,,D. Lillard misses 2-pt jump shot from 11 ft,117,115
526,1OT,2:14.0,,Offensive rebound by Team,117,115
527,1OT,2:09.0,,C. McCollum misses 3-pt jump shot from 25 ft,117,115
528,1OT,2:05.0,,Offensive rebound by N. Stauskas,117,115
529,1OT,2:05.0,,N. Stauskas misses 2-pt layup at rim,117,115
530,1OT,2:04.0,,Offensive rebound by A. Aminu,117,115
531,1OT,2:02.0,,D. Lillard misses 3-pt jump shot from 26 ft,117,115
532,1OT,2:00.0,Defensive rebound by J. Wall,,117,115
533,1OT,1:55.0,B. Beal misses 2-pt layup from 2 ft,,117,115
534,1OT,1:54.0,,Defensive rebound by A. Aminu,117,115
535,1OT,1:49.0,,D. Lillard makes 2-pt dunk at rim,117,117
536,1OT,1:28.0,J. Wall misses 2-pt layup from 2 ft,,117,117
537,1OT,1:26.0,,Defensive rebound by A. Aminu,117,117
538,1OT,1:23.0,,Offensive foul by C. McCollum (drawn by K. Oubre),117,117
539,1OT,1:23.0,,Turnover by C. McCollum (offensive foul),117,117
540,1OT,1:11.0,M. Morris makes 2-pt layup from 2 ft,,119,117
541,1OT,1:11.0,Shooting foul by M. Harkless (drawn by M. Morris),,119,117
542,1OT,1:11.0,M. Morris makes free throw 1 of 1,,120,117
543,1OT,1:01.0,Loose ball foul by M. Morris (drawn by D. Lillard),,120,117
544,1OT,1:01.0,,J. Nurkić enters the game for M. Harkless,120,117
545,1OT,0:56.0,,D. Lillard makes 2-pt layup at rim,120,119
546,1OT,0:38.0,M. Morris makes 3-pt jump shot from 25 ft (assist by J. Wall),,123,119
547,1OT,0:37.0,,Portland full timeout,123,119
548,1OT,0:32.0,,D. Lillard makes 2-pt jump shot from 21 ft,123,121
549,1OT,0:10.0,J. Wall makes 2-pt jump shot from 17 ft,,125,121
550,1OT,0:09.0,,Portland full timeout,125,121
551,1OT,0:09.0,,S. Curry enters the game for J. Nurkić,125,121
552,1OT,0:07.0,,C. McCollum makes 3-pt jump shot from 23 ft (assist by N. Stauskas),125,124
553,1OT,0:06.0,Personal take foul by C. McCollum (drawn by J. Wall),,125,124
554,1OT,0:06.0,J. Wall misses free throw 1 of 2,,125,124
555,1OT,0:06.0,Offensive rebound by Team,,125,124
556,1OT,0:06.0,,J. Nurkić enters the game for S. Curry,125,124
557,1OT,0:06.0,J. Wall misses free throw 2 of 2,,125,124
558,1OT,0:05.0,,Defensive rebound by D. Lillard,125,124
559,1OT,0:00.0,,D. Lillard misses 2-pt layup from 3 ft (block by O. Porter),125,124
560,1OT,0:00.0,,Offensive rebound by Team,125,124
