,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CLEVELAND_ACTION,SAN ANTONIO_SCORE,CLEVELAND_SCORE
89,1,1:11.0,,Turnover by D. Nwaba (lost ball; steal by L. Walker),22,20
90,1,0:58.0,D. Bertāns makes 2-pt layup from 3 ft (assist by P. Mills),,24,20
91,1,0:45.0,,Shooting foul by R. Gay (drawn by A. Žižić),24,20
92,1,0:45.0,,A. Žižić makes free throw 1 of 2,24,21
93,1,0:45.0,,A. Žižić misses free throw 2 of 2,24,21
94,1,0:42.0,Defensive rebound by L. Walker,,24,21
95,1,0:33.0,P. Mills misses 3-pt jump shot from 26 ft,,24,21
96,1,0:30.0,,Defensive rebound by K. Love,24,21
97,1,0:19.0,,J. Clarkson misses 3-pt jump shot from 26 ft,24,21
98,1,0:17.0,,Offensive rebound by A. Žižić,24,21
99,1,0:15.0,,K. Love makes 3-pt jump shot from 24 ft (assist by A. Žižić),24,24
100,1,0:04.0,R. Gay misses 2-pt dunk from 1 ft,,24,24
101,1,0:03.0,,Defensive rebound by Team,24,24
102,1,0:00.0,,J. Clarkson misses 3-pt jump shot from 23 ft,24,24
103,1,0:00.0,,Offensive rebound by Team,24,24
104,2,11:43.0,Turnover by D. Bertāns (lost ball; steal by D. Nwaba),,24,24
105,2,11:39.0,,D. Nwaba misses 2-pt layup from 2 ft,24,24
106,2,11:37.0,,Offensive rebound by Team,24,24
107,2,11:37.0,L. Aldridge enters the game for R. Gay,,24,24
108,2,11:36.0,,A. Žižić makes 2-pt layup from 2 ft (assist by D. Nwaba),24,26
109,2,11:36.0,,Shooting foul by L. Aldridge (drawn by A. Žižić),24,26
110,2,11:36.0,,A. Žižić makes free throw 1 of 1,24,27
111,2,11:15.0,D. Bertāns misses 2-pt jump shot from 23 ft,,24,27
112,2,11:13.0,Offensive rebound by J. Poeltl,,24,27
113,2,11:09.0,L. Aldridge makes 2-pt jump shot from 16 ft,,26,27
114,2,10:54.0,,K. Love misses 3-pt jump shot from 23 ft,26,27
115,2,10:51.0,Defensive rebound by D. Bertāns,,26,27
116,2,10:48.0,L. Walker makes 2-pt layup from 2 ft (assist by P. Mills),,28,27
117,2,10:30.0,,A. Žižić makes 2-pt layup from 1 ft (assist by K. Love),28,29
118,2,10:17.0,L. Aldridge misses 2-pt jump shot from 19 ft,,28,29
119,2,10:15.0,,Defensive rebound by D. Nwaba,28,29
120,2,10:04.0,,Turnover by J. Clarkson (bad pass; steal by D. Bertāns),28,29
121,2,9:59.0,D. Bertāns makes 2-pt layup at rim,,30,29
122,2,9:35.0,,D. Nwaba misses 2-pt jump shot from 1 ft (block by J. Poeltl),30,29
123,2,9:31.0,,Offensive rebound by A. Žižić,30,29
124,2,9:29.0,,D. Nwaba misses 2-pt jump shot from 9 ft,30,29
125,2,9:27.0,Defensive rebound by L. Aldridge,,30,29
126,2,9:21.0,P. Mills makes 2-pt layup from 2 ft,,32,29
127,2,9:19.0,,Cleveland full timeout,32,29
128,2,9:19.0,D. DeRozan enters the game for P. Mills,,32,29
129,2,9:19.0,B. Forbes enters the game for J. Poeltl,,32,29
130,2,9:19.0,D. White enters the game for L. Walker,,32,29
131,2,9:19.0,,M. Chriss enters the game for K. Love,32,29
132,2,9:19.0,,L. Nance enters the game for D. Nwaba,32,29
133,2,9:19.0,,C. Osman enters the game for A. Žižić,32,29
134,2,8:59.0,,B. Knight makes 2-pt jump shot from 21 ft,32,31
135,2,8:33.0,Shooting foul by C. Osman (drawn by L. Aldridge),,32,31
136,2,8:33.0,L. Aldridge makes free throw 1 of 2,,33,31
137,2,8:33.0,L. Aldridge makes free throw 2 of 2,,34,31
138,2,8:16.0,,B. Knight misses 2-pt jump shot from 8 ft,34,31
139,2,8:13.0,Defensive rebound by B. Forbes,,34,31
140,2,8:03.0,D. White misses 3-pt jump shot from 27 ft,,34,31
141,2,8:01.0,Offensive rebound by L. Aldridge,,34,31
142,2,7:57.0,B. Forbes makes 2-pt jump shot from 13 ft (assist by L. Aldridge),,36,31
143,2,7:42.0,,J. Clarkson misses 3-pt jump shot from 26 ft,36,31
144,2,7:39.0,Defensive rebound by D. White,,36,31
145,2,7:34.0,Turnover by D. DeRozan (bad pass),,36,31
146,2,7:34.0,,C. Sexton enters the game for J. Clarkson,36,31
147,2,7:16.0,,Shooting foul by D. White (drawn by B. Knight),36,31
148,2,7:16.0,,B. Knight misses free throw 1 of 2,36,31
149,2,7:16.0,,Offensive rebound by Team,36,31
150,2,7:16.0,,B. Knight makes free throw 2 of 2,36,32
151,2,7:03.0,D. Bertāns misses 3-pt jump shot from 26 ft,,36,32
152,2,6:59.0,,Defensive rebound by B. Knight,36,32
153,2,6:57.0,,Turnover by B. Knight (bad pass),36,32
154,2,6:42.0,L. Aldridge misses 2-pt jump shot from 9 ft,,36,32
155,2,6:39.0,,Defensive rebound by M. Chriss,36,32
156,2,6:22.0,,C. Sexton misses 2-pt jump shot from 18 ft,36,32
157,2,6:20.0,Defensive rebound by L. Aldridge,,36,32
158,2,6:13.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by D. White),,39,32
159,2,6:00.0,,C. Osman misses 3-pt jump shot from 23 ft,39,32
160,2,5:58.0,Defensive rebound by D. White,,39,32
161,2,5:48.0,L. Aldridge makes 2-pt layup from 1 ft (assist by D. White),,41,32
162,2,5:48.0,,Cleveland full timeout,41,32
163,2,5:48.0,R. Gay enters the game for D. Bertāns,,41,32
164,2,5:28.0,,B. Knight makes 3-pt jump shot from 26 ft,41,35
165,2,5:11.0,B. Forbes misses 2-pt jump shot from 11 ft (block by B. Knight),,41,35
166,2,5:06.0,Offensive rebound by L. Aldridge,,41,35
167,2,5:06.0,Shooting foul by M. Chriss (drawn by L. Aldridge),,41,35
168,2,5:06.0,L. Aldridge makes free throw 1 of 2,,42,35
169,2,5:06.0,L. Aldridge makes free throw 2 of 2,,43,35
170,2,4:50.0,,M. Chriss misses 2-pt layup from 3 ft,43,35
171,2,4:48.0,Defensive rebound by L. Aldridge,,43,35
172,2,4:37.0,Shooting foul by M. Chriss (drawn by D. White),,43,35
173,2,4:37.0,D. White makes free throw 1 of 2,,44,35
174,2,4:37.0,,J. Clarkson enters the game for M. Chriss,44,35
175,2,4:37.0,,K. Love enters the game for B. Knight,44,35
176,2,4:37.0,D. White makes free throw 2 of 2,,45,35
177,2,4:22.0,,C. Sexton misses 2-pt jump shot from 14 ft (block by D. White),45,35
178,2,4:22.0,,Offensive rebound by L. Nance,45,35
179,2,4:22.0,,Shooting foul by D. DeRozan (drawn by L. Nance),45,35
180,2,4:22.0,,L. Nance makes free throw 1 of 2,45,36
181,2,4:22.0,P. Mills enters the game for D. White,,45,36
182,2,4:22.0,,L. Nance makes free throw 2 of 2,45,37
183,2,4:12.0,D. DeRozan makes 2-pt jump shot from 20 ft,,47,37
184,2,3:59.0,,L. Nance makes 3-pt jump shot from 25 ft (assist by C. Sexton),47,40
185,2,3:41.0,Shooting foul by L. Nance (drawn by D. DeRozan),,47,40
186,2,3:41.0,D. DeRozan makes free throw 1 of 2,,48,40
187,2,3:41.0,D. DeRozan makes free throw 2 of 2,,49,40
188,2,3:24.0,,C. Sexton misses 3-pt jump shot from 26 ft,49,40
189,2,3:22.0,,Offensive rebound by C. Osman,49,40
190,2,3:21.0,,C. Osman makes 2-pt layup from 1 ft,49,42
191,2,3:06.0,L. Aldridge makes 2-pt hook shot from 1 ft (assist by B. Forbes),,51,42
192,2,2:56.0,,Personal foul by P. Mills (drawn by L. Nance),51,42
193,2,2:56.0,,A. Žižić enters the game for L. Nance,51,42
194,2,2:42.0,,C. Osman makes 3-pt jump shot from 26 ft,51,45
195,2,2:27.0,D. DeRozan makes 2-pt dunk from 1 ft (assist by R. Gay),,53,45
196,2,2:08.0,,C. Sexton misses 3-pt jump shot from 26 ft,53,45
197,2,2:07.0,,Offensive rebound by C. Osman,53,45
198,2,2:05.0,,Shooting foul by R. Gay (drawn by C. Osman),53,45
199,2,2:05.0,,C. Osman misses free throw 1 of 2,53,45
200,2,2:05.0,,Offensive rebound by Team,53,45
201,2,2:05.0,,C. Osman makes free throw 2 of 2,53,46
202,2,1:50.0,D. DeRozan makes 2-pt jump shot from 15 ft (assist by L. Aldridge),,55,46
203,2,1:35.0,,J. Clarkson misses 2-pt jump shot from 10 ft,55,46
204,2,1:33.0,Defensive rebound by L. Aldridge,,55,46
205,2,1:28.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,58,46
206,2,1:08.0,,Turnover by C. Sexton (bad pass; steal by R. Gay),58,46
207,2,1:02.0,P. Mills misses 2-pt jump shot from 23 ft,,58,46
208,2,1:00.0,Offensive rebound by R. Gay,,58,46
209,2,1:00.0,R. Gay makes 2-pt dunk from 1 ft,,60,46
210,2,0:48.0,,K. Love misses 3-pt jump shot from 25 ft,60,46
211,2,0:46.0,Defensive rebound by L. Aldridge,,60,46
212,2,0:33.0,R. Gay makes 2-pt jump shot from 16 ft (assist by D. DeRozan),,62,46
213,2,0:13.0,,C. Sexton misses 2-pt jump shot from 18 ft,62,46
214,2,0:11.0,Defensive rebound by L. Aldridge,,62,46
215,2,0:00.0,D. DeRozan misses 2-pt jump shot from 16 ft,,62,46
216,2,0:00.0,Offensive rebound by Team,,62,46
217,3,11:49.0,D. DeRozan misses 2-pt jump shot from 19 ft,,62,46
218,3,11:45.0,Offensive rebound by J. Poeltl,,62,46
219,3,11:40.0,L. Aldridge misses 2-pt jump shot from 18 ft,,62,46
220,3,11:37.0,,Defensive rebound by L. Nance,62,46
221,3,11:21.0,,Turnover by C. Frye (bad pass; steal by L. Aldridge),62,46
222,3,11:14.0,B. Forbes misses 3-pt jump shot from 25 ft,,62,46
223,3,11:09.0,Offensive rebound by B. Forbes,,62,46
224,3,11:08.0,Turnover by B. Forbes (bad pass; steal by B. Knight),,62,46
225,3,11:03.0,,C. Sexton makes 3-pt jump shot from 26 ft (assist by C. Frye),62,49
226,3,10:38.0,D. White misses 2-pt jump shot from 10 ft,,62,49
227,3,10:38.0,Offensive rebound by Team,,62,49
228,3,10:38.0,,Loose ball foul by C. Frye (drawn by J. Poeltl),62,49
229,3,10:26.0,D. White misses 3-pt jump shot from 27 ft,,62,49
230,3,10:23.0,,Defensive rebound by L. Nance,62,49
231,3,10:03.0,,B. Knight misses 2-pt hook shot from 8 ft,62,49
232,3,9:59.0,Defensive rebound by J. Poeltl,,62,49
233,3,9:47.0,J. Poeltl makes 2-pt jump shot from 13 ft (assist by D. White),,64,49
234,3,9:25.0,,C. Osman makes 2-pt layup from 1 ft (assist by L. Nance),64,51
235,3,9:02.0,D. White makes 2-pt jump shot from 17 ft (assist by B. Forbes),,66,51
236,3,8:40.0,,C. Sexton makes 2-pt layup from 1 ft (assist by L. Nance),66,53
237,3,8:27.0,Turnover by D. DeRozan (bad pass; steal by B. Knight),,66,53
238,3,8:15.0,,B. Knight misses 3-pt jump shot from 25 ft,66,53
239,3,8:10.0,Defensive rebound by D. DeRozan,,66,53
240,3,8:03.0,D. White misses 2-pt jump shot from 18 ft,,66,53
241,3,8:02.0,Offensive rebound by J. Poeltl,,66,53
242,3,7:52.0,L. Aldridge misses 2-pt layup from 2 ft,,66,53
243,3,7:51.0,Offensive rebound by L. Aldridge,,66,53
244,3,7:50.0,L. Aldridge misses 2-pt layup at rim,,66,53
245,3,7:50.0,,Defensive rebound by Team,66,53
246,3,7:36.0,,Personal foul by B. Forbes (drawn by C. Sexton),66,53
247,3,7:36.0,,A. Žižić enters the game for C. Frye,66,53
248,3,7:26.0,,L. Nance makes 2-pt jump shot from 19 ft (assist by A. Žižić),66,55
249,3,7:25.0,San Antonio full timeout,,66,55
250,3,7:25.0,R. Gay enters the game for J. Poeltl,,66,55
251,3,7:07.0,D. DeRozan misses 2-pt jump shot from 12 ft,,66,55
252,3,7:04.0,,Defensive rebound by L. Nance,66,55
253,3,6:58.0,,C. Osman makes 2-pt jump shot from 19 ft (assist by L. Nance),66,57
254,3,6:45.0,D. White makes 2-pt jump shot from 16 ft,,68,57
255,3,6:30.0,,L. Nance misses 2-pt jump shot from 12 ft,68,57
256,3,6:28.0,,Offensive rebound by A. Žižić,68,57
257,3,6:25.0,,A. Žižić makes 2-pt hook shot from 11 ft,68,59
258,3,6:16.0,D. White makes 2-pt jump shot from 21 ft,,70,59
259,3,5:58.0,,C. Osman misses 2-pt jump shot from 20 ft,70,59
260,3,5:56.0,Defensive rebound by R. Gay,,70,59
261,3,5:51.0,Turnover by R. Gay (bad pass; steal by L. Nance),,70,59
262,3,5:46.0,,B. Knight misses 2-pt layup from 3 ft (block by D. White),70,59
263,3,5:41.0,Defensive rebound by B. Forbes,,70,59
264,3,5:32.0,Turnover by R. Gay (traveling),,70,59
265,3,5:32.0,,J. Clarkson enters the game for B. Knight,70,59
266,3,5:09.0,,Turnover by A. Žižić (bad pass),70,59
267,3,5:09.0,M. Belinelli enters the game for B. Forbes,,70,59
268,3,5:09.0,P. Mills enters the game for D. White,,70,59
269,3,4:49.0,Turnover by R. Gay (lost ball; steal by L. Nance),,70,59
270,3,4:34.0,,A. Žižić misses 2-pt jump shot from 11 ft,70,59
271,3,4:32.0,Defensive rebound by R. Gay,,70,59
272,3,4:20.0,M. Belinelli misses 2-pt jump shot from 21 ft,,70,59
273,3,4:17.0,,Defensive rebound by L. Nance,70,59
274,3,4:03.0,,Shooting foul by R. Gay (drawn by A. Žižić),70,59
275,3,4:03.0,Technical foul by R. Gay,,70,59
276,3,4:03.0,,J. Clarkson misses technical free throw,70,59
277,3,4:03.0,,Offensive rebound by Team,70,59
278,3,4:03.0,,A. Žižić makes free throw 1 of 2,70,60
279,3,4:03.0,,A. Žižić makes free throw 2 of 2,70,61
280,3,3:49.0,L. Aldridge makes 2-pt jump shot from 16 ft (assist by P. Mills),,72,61
281,3,3:35.0,,C. Sexton misses 3-pt jump shot from 25 ft,72,61
282,3,3:28.0,,Offensive rebound by L. Nance,72,61
283,3,3:28.0,,L. Nance misses 2-pt layup at rim,72,61
284,3,3:27.0,Defensive rebound by L. Aldridge,,72,61
285,3,3:27.0,Offensive foul by R. Gay (drawn by C. Sexton),,72,61
286,3,3:27.0,Turnover by R. Gay (offensive foul),,72,61
287,3,3:27.0,D. Bertāns enters the game for L. Aldridge,,72,61
288,3,3:27.0,J. Poeltl enters the game for D. DeRozan,,72,61
289,3,3:27.0,,D. Nwaba enters the game for L. Nance,72,61
290,3,3:12.0,,Turnover by J. Clarkson (traveling),72,61
291,3,2:54.0,Turnover by R. Gay (bad pass; steal by C. Osman),,72,61
292,3,2:45.0,,C. Osman misses 2-pt layup from 1 ft,72,61
293,3,2:43.0,Defensive rebound by R. Gay,,72,61
294,3,2:39.0,D. Bertāns makes 2-pt dunk from 1 ft (assist by P. Mills),,74,61
295,3,2:32.0,,Cleveland full timeout,74,61
296,3,2:32.0,B. Forbes enters the game for R. Gay,,74,61
297,3,2:17.0,,J. Clarkson misses 3-pt jump shot from 27 ft,74,61
298,3,2:13.0,,Offensive rebound by A. Žižić,74,61
299,3,2:09.0,,Turnover by A. Žižić (3 sec),74,61
300,3,1:52.0,Turnover by P. Mills (bad pass; steal by C. Sexton),,74,61
301,3,1:34.0,,A. Žižić makes 2-pt hook shot from 11 ft (assist by C. Sexton),74,63
302,3,1:25.0,B. Forbes makes 2-pt jump shot from 18 ft,,76,63
303,3,1:04.0,,D. Nwaba misses 3-pt jump shot from 25 ft,76,63
304,3,1:02.0,Defensive rebound by J. Poeltl,,76,63
305,3,0:53.0,B. Forbes misses 2-pt jump shot from 21 ft,,76,63
306,3,0:51.0,,Defensive rebound by C. Osman,76,63
307,3,0:51.0,,Turnover by C. Osman (lost ball; steal by P. Mills),76,63
308,3,0:50.0,P. Mills makes 3-pt jump shot from 26 ft,,79,63
309,3,0:32.0,,D. Nwaba misses 2-pt jump shot from 15 ft (block by J. Poeltl),79,63
310,3,0:30.0,Defensive rebound by P. Mills,,79,63
311,3,0:20.0,Turnover by D. Bertāns (bad pass; steal by D. Nwaba),,79,63
312,3,0:15.0,,Turnover by A. Žižić (bad pass),79,63
313,3,0:13.0,Personal take foul by C. Sexton (drawn by P. Mills),,79,63
314,3,0:03.0,B. Forbes misses 2-pt jump shot from 13 ft,,79,63
315,3,0:00.0,,Defensive rebound by A. Žižić,79,63
316,3,0:00.0,,C. Osman misses 3-pt jump shot from 40 ft,79,63
317,3,0:00.0,,Offensive rebound by Team,79,63
318,4,11:43.0,,M. Chriss misses 2-pt layup from 1 ft,79,63
319,4,11:41.0,Defensive rebound by J. Poeltl,,79,63
320,4,11:38.0,,Loose ball foul by M. Chriss (drawn by D. Bertāns),79,63
321,4,11:28.0,P. Mills makes 3-pt jump shot from 22 ft (assist by D. DeRozan),,82,63
322,4,11:02.0,,L. Nance misses 3-pt jump shot from 24 ft,82,63
323,4,11:00.0,Defensive rebound by B. Forbes,,82,63
324,4,10:47.0,D. DeRozan makes 2-pt jump shot from 17 ft,,84,63
325,4,10:47.0,,Cleveland full timeout,84,63
326,4,10:31.0,,Turnover by C. Sexton (bad pass; steal by J. Poeltl),84,63
327,4,10:18.0,P. Mills makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,87,63
328,4,9:48.0,,D. Nwaba makes 2-pt layup from 2 ft,87,65
329,4,9:28.0,P. Mills makes 3-pt jump shot from 26 ft (assist by B. Forbes),,90,65
330,4,9:12.0,,J. Clarkson makes 2-pt layup from 1 ft,90,67
331,4,8:51.0,P. Mills misses 3-pt jump shot from 30 ft,,90,67
332,4,8:49.0,,Defensive rebound by Team,90,67
333,4,8:49.0,M. Belinelli enters the game for B. Forbes,,90,67
334,4,8:49.0,,B. Knight enters the game for C. Sexton,90,67
335,4,8:36.0,,Shooting foul by J. Poeltl (drawn by M. Chriss),90,67
336,4,8:36.0,,M. Chriss makes free throw 1 of 2,90,68
337,4,8:36.0,D. White enters the game for P. Mills,,90,68
338,4,8:36.0,,M. Chriss misses free throw 2 of 2,90,68
339,4,8:32.0,Defensive rebound by D. DeRozan,,90,68
340,4,8:25.0,D. DeRozan misses 2-pt jump shot from 17 ft,,90,68
341,4,8:20.0,,Defensive rebound by L. Nance,90,68
342,4,8:09.0,,Shooting foul by D. DeRozan (drawn by M. Chriss),90,68
343,4,8:09.0,,M. Chriss makes free throw 1 of 2,90,69
344,4,8:09.0,,M. Chriss misses free throw 2 of 2,90,69
345,4,8:05.0,Defensive rebound by J. Poeltl,,90,69
346,4,7:54.0,Shooting foul by M. Chriss (drawn by D. DeRozan),,90,69
347,4,7:54.0,,Technical foul by M. Chriss,90,69
348,4,7:54.0,D. DeRozan misses technical free throw,,90,69
349,4,7:54.0,Offensive rebound by Team,,90,69
350,4,7:54.0,D. DeRozan makes free throw 1 of 2,,91,69
351,4,7:54.0,D. DeRozan makes free throw 2 of 2,,92,69
352,4,7:33.0,,B. Knight makes 2-pt jump shot from 16 ft,92,71
353,4,7:15.0,Turnover by D. DeRozan (lost ball; steal by M. Chriss),,92,71
354,4,7:08.0,,B. Knight makes 2-pt jump shot from 12 ft,92,73
355,4,7:08.0,San Antonio full timeout,,92,73
356,4,6:52.0,D. Bertāns makes 2-pt jump shot from 19 ft (assist by M. Belinelli),,94,73
357,4,6:28.0,,Turnover by J. Clarkson (bad pass; steal by D. DeRozan),94,73
358,4,6:22.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,97,73
359,4,6:06.0,,B. Knight misses 2-pt jump shot from 22 ft,97,73
360,4,6:03.0,Defensive rebound by D. Bertāns,,97,73
361,4,5:50.0,Shooting foul by M. Chriss (drawn by D. DeRozan),,97,73
362,4,5:50.0,D. DeRozan makes free throw 1 of 2,,98,73
363,4,5:50.0,R. Gay enters the game for D. Bertāns,,98,73
364,4,5:50.0,D. Motiejūnas enters the game for J. Poeltl,,98,73
365,4,5:50.0,,C. Osman enters the game for J. Clarkson,98,73
366,4,5:50.0,,C. Sexton enters the game for D. Nwaba,98,73
367,4,5:50.0,D. DeRozan makes free throw 2 of 2,,99,73
368,4,5:44.0,,Shooting foul by M. Belinelli (drawn by B. Knight),99,73
369,4,5:44.0,,B. Knight misses free throw 1 of 2,99,73
370,4,5:44.0,,Offensive rebound by Team,99,73
371,4,5:44.0,L. Walker enters the game for D. DeRozan,,99,73
372,4,5:44.0,,C. Frye enters the game for M. Chriss,99,73
373,4,5:44.0,,B. Knight makes free throw 2 of 2,99,74
374,4,5:32.0,L. Walker makes 2-pt jump shot from 14 ft,,101,74
375,4,5:16.0,,Personal foul by D. White (drawn by C. Sexton),101,74
376,4,5:16.0,D. Cunningham enters the game for R. Gay,,101,74
377,4,5:16.0,Q. Pondexter enters the game for D. White,,101,74
378,4,5:02.0,,C. Sexton misses 3-pt jump shot from 28 ft,101,74
379,4,4:59.0,Defensive rebound by D. Cunningham,,101,74
380,4,4:58.0,Personal foul by B. Knight (drawn by L. Walker),,101,74
381,4,4:45.0,M. Belinelli misses 2-pt jump shot from 19 ft,,101,74
382,4,4:42.0,,Defensive rebound by C. Osman,101,74
383,4,4:39.0,,C. Osman misses 2-pt layup from 5 ft (block by L. Walker),101,74
384,4,4:37.0,,Offensive rebound by L. Nance,101,74
385,4,4:34.0,,L. Nance makes 2-pt layup from 2 ft,101,76
