,QUARTER,TIME_REMAINING,PORTLAND_ACTION,OKLAHOMA CITY_ACTION,PORTLAND_SCORE,OKLAHOMA CITY_SCORE
0,1,11:46.0,D. Lillard misses 3-pt jump shot from 25 ft,,0,0
1,1,11:43.0,,Defensive rebound by S. Adams,0,0
2,1,11:29.0,,P. George makes 2-pt jump shot from 10 ft,0,2
3,1,11:11.0,M. Harkless misses 2-pt layup from 2 ft,,0,2
4,1,11:09.0,,Defensive rebound by S. Adams,0,2
5,1,11:05.0,,P. George misses 3-pt jump shot from 26 ft,0,2
6,1,11:01.0,Defensive rebound by A. Aminu,,0,2
7,1,10:54.0,Turnover by D. Lillard (bad pass; steal by T. Ferguson),,0,2
8,1,10:51.0,,T. Ferguson makes 2-pt layup from 1 ft,0,4
9,1,10:35.0,J. Nurkić misses 3-pt jump shot from 25 ft,,0,4
10,1,10:31.0,,Defensive rebound by T. Ferguson,0,4
11,1,10:25.0,,S. Adams makes 2-pt jump shot from 8 ft (assist by R. Westbrook),0,6
12,1,10:03.0,J. Nurkić makes 2-pt dunk at rim (assist by D. Lillard),,2,6
13,1,9:56.0,,Shooting foul by M. Harkless (drawn by P. George),2,6
14,1,9:56.0,,P. George makes free throw 1 of 2,2,7
15,1,9:56.0,,P. George makes free throw 2 of 2,2,8
16,1,9:42.0,Personal foul by J. Grant (drawn by A. Aminu),,2,8
17,1,9:28.0,Turnover by J. Nurkić (lost ball; steal by P. George),,2,8
18,1,9:24.0,,Shooting foul by A. Aminu (drawn by J. Grant),2,8
19,1,9:24.0,,J. Grant misses free throw 1 of 2,2,8
20,1,9:24.0,,Offensive rebound by Team,2,8
21,1,9:24.0,,J. Grant makes free throw 2 of 2,2,9
22,1,9:05.0,C. McCollum misses 2-pt jump shot from 8 ft,,2,9
23,1,9:01.0,Offensive rebound by J. Nurkić,,2,9
24,1,9:01.0,J. Nurkić misses 2-pt layup at rim,,2,9
25,1,8:59.0,Offensive rebound by J. Nurkić,,2,9
26,1,8:59.0,J. Nurkić makes 2-pt layup at rim,,4,9
27,1,8:54.0,,S. Adams makes 2-pt hook shot from 5 ft (assist by R. Westbrook),4,11
28,1,8:43.0,Shooting foul by T. Ferguson (drawn by J. Nurkić),,4,11
29,1,8:43.0,J. Nurkić misses free throw 1 of 2,,4,11
30,1,8:43.0,Offensive rebound by Team,,4,11
31,1,8:43.0,J. Nurkić makes free throw 2 of 2,,5,11
32,1,8:34.0,,Turnover by R. Westbrook (bad pass),5,11
33,1,8:27.0,D. Lillard misses 3-pt jump shot from 25 ft,,5,11
34,1,8:24.0,Offensive rebound by M. Harkless,,5,11
35,1,8:23.0,M. Harkless misses 2-pt layup from 1 ft,,5,11
36,1,8:21.0,Offensive rebound by J. Nurkić,,5,11
37,1,8:17.0,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),,7,11
38,1,8:03.0,,R. Westbrook makes 2-pt jump shot from 17 ft,7,13
39,1,7:51.0,C. McCollum makes 2-pt layup from 1 ft,,9,13
40,1,7:40.0,,Turnover by R. Westbrook (lost ball; steal by D. Lillard),9,13
41,1,7:34.0,Personal foul by S. Adams (drawn by D. Lillard),,9,13
42,1,7:20.0,Shooting foul by P. George (drawn by A. Aminu),,9,13
43,1,7:20.0,A. Aminu misses free throw 1 of 2,,9,13
44,1,7:20.0,Offensive rebound by Team,,9,13
45,1,7:20.0,,Oklahoma City full timeout,9,13
46,1,7:20.0,A. Aminu makes free throw 2 of 2,,10,13
47,1,7:09.0,,P. George makes 3-pt jump shot from 26 ft (assist by R. Westbrook),10,16
48,1,6:47.0,C. McCollum misses 3-pt jump shot from 24 ft,,10,16
49,1,6:44.0,Offensive rebound by J. Nurkić,,10,16
50,1,6:44.0,J. Nurkić misses 2-pt layup at rim,,10,16
51,1,6:44.0,,Defensive rebound by Team,10,16
52,1,6:37.0,,Personal foul by M. Harkless (drawn by J. Grant),10,16
53,1,6:33.0,,Shooting foul by D. Lillard (drawn by R. Westbrook),10,16
54,1,6:33.0,,R. Westbrook makes free throw 1 of 2,10,17
55,1,6:33.0,E. Turner enters the game for M. Harkless,,10,17
56,1,6:33.0,,R. Westbrook makes free throw 2 of 2,10,18
57,1,6:22.0,A. Aminu misses 3-pt jump shot from 25 ft,,10,18
58,1,6:18.0,,Defensive rebound by T. Ferguson,10,18
59,1,6:13.0,,P. George misses 3-pt jump shot from 25 ft,10,18
60,1,6:10.0,Defensive rebound by Team,,10,18
61,1,6:10.0,,D. Schröder enters the game for P. George,10,18
62,1,6:00.0,Shooting foul by D. Schröder (drawn by D. Lillard),,10,18
63,1,6:00.0,D. Lillard makes free throw 1 of 2,,11,18
64,1,6:00.0,J. Layman enters the game for E. Turner,,11,18
65,1,6:00.0,D. Lillard makes free throw 2 of 2,,12,18
66,1,5:48.0,,T. Ferguson misses 3-pt jump shot from 25 ft,12,18
67,1,5:44.0,Defensive rebound by A. Aminu,,12,18
68,1,5:24.0,C. McCollum misses 2-pt layup from 6 ft,,12,18
69,1,5:21.0,,Defensive rebound by J. Grant,12,18
70,1,5:09.0,,J. Grant misses 2-pt layup from 2 ft (block by J. Nurkić),12,18
71,1,5:07.0,Defensive rebound by J. Nurkić,,12,18
72,1,4:57.0,Personal foul by R. Westbrook (drawn by J. Nurkić),,12,18
73,1,4:57.0,J. Nurkić makes free throw 1 of 2,,13,18
74,1,4:57.0,J. Nurkić misses free throw 2 of 2,,13,18
75,1,4:55.0,,Defensive rebound by J. Grant,13,18
76,1,4:45.0,,R. Westbrook misses 2-pt jump shot from 11 ft,13,18
77,1,4:41.0,Defensive rebound by A. Aminu,,13,18
78,1,4:31.0,Turnover by J. Nurkić (bad pass; steal by T. Ferguson),,13,18
79,1,4:27.0,,Turnover by S. Adams (lost ball; steal by D. Lillard),13,18
80,1,4:25.0,J. Layman makes 2-pt dunk from 1 ft (assist by D. Lillard),,15,18
81,1,4:06.0,,J. Grant makes 2-pt jump shot from 8 ft (assist by D. Schröder),15,20
82,1,3:54.0,J. Layman makes 2-pt layup from 1 ft (assist by J. Nurkić),,17,20
83,1,3:45.0,,R. Westbrook misses 2-pt jump shot from 18 ft,17,20
84,1,3:44.0,Defensive rebound by A. Aminu,,17,20
85,1,3:36.0,Turnover by D. Lillard (out of bounds lost ball),,17,20
86,1,3:30.0,,S. Adams misses 2-pt layup from 1 ft,17,20
87,1,3:28.0,Defensive rebound by J. Nurkić,,17,20
88,1,3:21.0,C. McCollum makes 2-pt jump shot from 15 ft,,19,20
89,1,2:58.0,,D. Schröder misses 2-pt jump shot from 14 ft,19,20
90,1,2:54.0,Defensive rebound by J. Nurkić,,19,20
91,1,2:45.0,D. Lillard misses 2-pt jump shot from 12 ft,,19,20
92,1,2:43.0,,Defensive rebound by J. Grant,19,20
93,1,2:36.0,,R. Westbrook misses 3-pt jump shot from 25 ft,19,20
94,1,2:34.0,Defensive rebound by J. Nurkić,,19,20
95,1,2:34.0,Portland full timeout,,19,20
96,1,2:34.0,Z. Collins enters the game for A. Aminu,,19,20
97,1,2:34.0,M. Leonard enters the game for C. McCollum,,19,20
98,1,2:34.0,E. Turner enters the game for J. Nurkić,,19,20
99,1,2:34.0,,P. George enters the game for R. Westbrook,19,20
100,1,2:16.0,Shooting foul by S. Adams (drawn by M. Leonard),,19,20
101,1,2:16.0,M. Leonard makes free throw 1 of 2,,20,20
102,1,2:16.0,,N. Noel enters the game for S. Adams,20,20
103,1,2:16.0,,P. Patterson enters the game for J. Grant,20,20
104,1,2:16.0,M. Leonard makes free throw 2 of 2,,21,20
105,1,2:03.0,,Shooting foul by Z. Collins (drawn by P. George),21,20
106,1,2:03.0,,P. George makes free throw 1 of 2,21,21
107,1,2:03.0,,A. Nader enters the game for T. Ferguson,21,21
108,1,2:03.0,,P. George makes free throw 2 of 2,21,22
109,1,1:39.0,E. Turner misses 2-pt jump shot from 6 ft,,21,22
110,1,1:37.0,,Defensive rebound by N. Noel,21,22
111,1,1:26.0,,Shooting foul by M. Leonard (drawn by P. George),21,22
112,1,1:26.0,,P. George makes free throw 1 of 2,21,23
113,1,1:26.0,,P. George misses free throw 2 of 2,21,23
114,1,1:25.0,Defensive rebound by E. Turner,,21,23
115,1,1:10.0,J. Layman misses 2-pt jump shot from 20 ft,,21,23
116,1,1:08.0,Offensive rebound by D. Lillard,,21,23
117,1,1:02.0,D. Lillard makes 2-pt layup from 2 ft,,23,23
118,1,0:53.0,,P. George makes 2-pt jump shot from 16 ft,23,25
119,1,0:32.0,D. Lillard misses 3-pt jump shot from 27 ft,,23,25
120,1,0:29.0,Offensive rebound by J. Layman,,23,25
121,1,0:19.0,Z. Collins makes 2-pt layup from 1 ft (assist by D. Lillard),,25,25
122,1,0:04.0,,D. Schröder misses 2-pt jump shot from 15 ft,25,25
123,1,0:01.0,,Offensive rebound by P. George,25,25
124,2,11:50.0,,P. George makes 3-pt jump shot from 26 ft (assist by N. Noel),25,28
125,2,11:35.0,Turnover by E. Turner (bad pass; steal by P. George),,25,28
126,2,11:30.0,,P. George misses 2-pt jump shot from 8 ft,25,28
127,2,11:25.0,Defensive rebound by J. Layman,,25,28
128,2,11:19.0,M. Leonard makes 3-pt jump shot from 22 ft (assist by J. Layman),,28,28
129,2,11:05.0,,N. Noel misses 2-pt jump shot from 17 ft,28,28
130,2,11:02.0,Defensive rebound by M. Leonard,,28,28
131,2,10:56.0,J. Layman misses 3-pt jump shot from 26 ft,,28,28
132,2,10:53.0,Offensive rebound by S. Curry,,28,28
133,2,10:41.0,M. Leonard makes 2-pt dunk from 1 ft (assist by Z. Collins),,30,28
134,2,10:31.0,,P. Patterson makes 3-pt jump shot from 23 ft (assist by D. Schröder),30,31
135,2,10:15.0,Turnover by M. Leonard (lost ball; steal by D. Schröder),,30,31
136,2,10:11.0,,D. Schröder makes 2-pt layup from 1 ft,30,33
137,2,9:44.0,Z. Collins misses 2-pt layup from 2 ft,,30,33
138,2,9:42.0,Offensive rebound by Z. Collins,,30,33
139,2,9:42.0,Turnover by Team (shot clock),,30,33
140,2,9:34.0,,P. George misses 2-pt jump shot from 13 ft,30,33
141,2,9:31.0,Defensive rebound by E. Turner,,30,33
142,2,9:24.0,S. Curry makes 2-pt jump shot from 11 ft,,32,33
