,QUARTER,TIME_REMAINING,DETROIT_ACTION,WASHINGTON_ACTION,DETROIT_SCORE,WASHINGTON_SCORE
0,1,11:47.0,,T. Satoranský makes 2-pt layup from 1 ft (assist by B. Beal),0,2
1,1,11:27.0,B. Brown misses 2-pt jump shot from 17 ft,,0,2
2,1,11:24.0,,Defensive rebound by Team,0,2
3,1,11:14.0,,J. Green misses 2-pt jump shot from 15 ft,0,2
4,1,11:11.0,,Offensive rebound by T. Bryant,0,2
5,1,11:09.0,,J. Green makes 2-pt layup from 2 ft (assist by B. Beal),0,4
6,1,10:56.0,Turnover by B. Griffin (bad pass),,0,4
7,1,10:46.0,,Turnover by J. Green (bad pass; steal by B. Brown),0,4
8,1,10:40.0,Z. Pachulia makes 2-pt layup from 2 ft (assist by B. Brown),,2,4
9,1,10:18.0,,T. Bryant misses 2-pt jump shot from 19 ft,2,4
10,1,10:16.0,Defensive rebound by R. Jackson,,2,4
11,1,10:01.0,R. Jackson makes 3-pt jump shot from 23 ft (assist by R. Bullock),,5,4
12,1,9:45.0,,T. Ariza misses 3-pt jump shot from 23 ft,5,4
13,1,9:42.0,Defensive rebound by R. Bullock,,5,4
14,1,9:26.0,B. Brown misses 2-pt layup from 4 ft,,5,4
15,1,9:24.0,,Defensive rebound by T. Bryant,5,4
16,1,9:23.0,,Turnover by T. Satoranský (bad pass),5,4
17,1,9:11.0,Turnover by R. Bullock (bad pass; steal by B. Beal),,5,4
18,1,9:05.0,,T. Ariza makes 2-pt hook shot from 2 ft,5,6
19,1,8:46.0,B. Griffin misses 2-pt jump shot from 12 ft,,5,6
20,1,8:42.0,,Defensive rebound by T. Satoranský,5,6
21,1,8:35.0,,T. Bryant makes 2-pt hook shot from 7 ft (assist by T. Ariza),5,8
22,1,8:13.0,Shooting foul by T. Bryant (drawn by B. Griffin),,5,8
23,1,8:13.0,B. Griffin makes free throw 1 of 2,,6,8
24,1,8:13.0,B. Griffin makes free throw 2 of 2,,7,8
25,1,8:00.0,,B. Beal makes 2-pt layup from 3 ft (assist by T. Satoranský),7,10
26,1,7:46.0,B. Brown misses 2-pt layup from 1 ft (block by T. Bryant),,7,10
27,1,7:45.0,,Defensive rebound by T. Ariza,7,10
28,1,7:42.0,,B. Beal misses 3-pt jump shot from 27 ft,7,10
29,1,7:38.0,,Offensive rebound by T. Bryant,7,10
30,1,7:35.0,,J. Green misses 3-pt jump shot from 26 ft,7,10
31,1,7:32.0,Defensive rebound by Z. Pachulia,,7,10
32,1,7:27.0,R. Bullock misses 3-pt jump shot from 30 ft,,7,10
33,1,7:24.0,,Defensive rebound by J. Green,7,10
34,1,7:16.0,,T. Bryant makes 2-pt dunk from 1 ft (assist by T. Satoranský),7,12
35,1,7:06.0,Detroit full timeout,,7,12
36,1,6:55.0,Shooting foul by J. Green (drawn by B. Griffin),,7,12
37,1,6:55.0,B. Griffin makes free throw 1 of 2,,8,12
