,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,LA LAKERS_ACTION,MILWAUKEE_SCORE,LA LAKERS_SCORE
25,1,9:23.0,Defensive rebound by G. Antetokounmpo,,8,5
26,1,9:17.0,K. Middleton misses 3-pt jump shot from 26 ft,,8,5
27,1,9:15.0,,Defensive rebound by B. Ingram,8,5
28,1,9:06.0,,K. Kuzma misses 3-pt jump shot from 27 ft,8,5
29,1,9:03.0,Defensive rebound by G. Antetokounmpo,,8,5
30,1,8:53.0,M. Brogdon misses 2-pt layup from 1 ft,,8,5
31,1,8:51.0,,Defensive rebound by K. Kuzma,8,5
32,1,8:47.0,,Turnover by L. James (bad pass),8,5
33,1,8:36.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,8,5
34,1,8:35.0,,Defensive rebound by Team,8,5
35,1,8:13.0,,B. Ingram makes 2-pt jump shot from 3 ft,8,7
36,1,8:06.0,Personal foul by K. Kuzma (drawn by G. Antetokounmpo),,8,7
37,1,7:59.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,8,7
38,1,7:57.0,,Defensive rebound by B. Ingram,8,7
39,1,7:49.0,,R. Rondo misses 3-pt jump shot from 24 ft,8,7
40,1,7:46.0,Defensive rebound by G. Antetokounmpo,,8,7
41,1,7:37.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,8,7
42,1,7:34.0,,Defensive rebound by L. James,8,7
43,1,7:24.0,,R. Rondo misses 3-pt jump shot from 28 ft,8,7
44,1,7:21.0,Defensive rebound by G. Antetokounmpo,,8,7
45,1,7:18.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,10,7
46,1,6:58.0,,R. Rondo makes 3-pt jump shot from 26 ft (assist by L. James),10,10
47,1,6:41.0,B. Lopez misses 3-pt jump shot from 27 ft,,10,10
48,1,6:38.0,,Defensive rebound by L. James,10,10
49,1,6:33.0,,R. Rondo misses 3-pt jump shot from 23 ft,10,10
50,1,6:28.0,Defensive rebound by G. Antetokounmpo,,10,10
51,1,6:24.0,Personal foul by R. Rondo (drawn by B. Lopez),,10,10
52,1,6:24.0,,LA Lakers full timeout,10,10
53,1,6:24.0,P. Connaughton enters the game for G. Antetokounmpo,,10,10
54,1,6:24.0,N. Mirotić enters the game for M. Brogdon,,10,10
55,1,6:10.0,E. Bledsoe misses 2-pt jump shot from 20 ft,,10,10
56,1,6:08.0,,Defensive rebound by L. James,10,10
57,1,6:03.0,,R. Bullock misses 3-pt jump shot from 24 ft,10,10
58,1,6:00.0,Defensive rebound by P. Connaughton,,10,10
59,1,5:46.0,B. Lopez misses 2-pt layup from 2 ft,,10,10
60,1,5:44.0,Offensive rebound by P. Connaughton,,10,10
61,1,5:38.0,P. Connaughton makes 2-pt jump shot from 21 ft (assist by K. Middleton),,12,10
62,1,5:09.0,,L. James misses 3-pt jump shot from 30 ft,12,10
63,1,5:07.0,Defensive rebound by B. Lopez,,12,10
64,1,4:55.0,B. Lopez makes 3-pt jump shot from 29 ft (assist by N. Mirotić),,15,10
65,1,4:51.0,,LA Lakers full timeout,15,10
66,1,4:51.0,I. Canaan enters the game for E. Bledsoe,,15,10
67,1,4:51.0,E. İlyasova enters the game for B. Lopez,,15,10
68,1,4:51.0,,J. Hart enters the game for K. Kuzma,15,10
69,1,4:51.0,,M. Muscala enters the game for R. Rondo,15,10
70,1,4:40.0,,Personal foul by E. İlyasova (drawn by B. Ingram),15,10
71,1,4:36.0,,R. Bullock makes 2-pt layup at rim (assist by M. Muscala),15,12
72,1,4:27.0,N. Mirotić misses 3-pt jump shot from 27 ft,,15,12
73,1,4:22.0,,Defensive rebound by B. Ingram,15,12
74,1,4:20.0,,B. Ingram makes 2-pt jump shot from 13 ft,15,14
75,1,3:51.0,K. Middleton makes 3-pt jump shot from 26 ft,,18,14
76,1,3:40.0,,L. James makes 2-pt dunk from 3 ft (assist by B. Ingram),18,16
77,1,3:28.0,Turnover by N. Mirotić (traveling),,18,16
78,1,3:05.0,,B. Ingram makes 2-pt jump shot from 19 ft,18,18
79,1,2:56.0,K. Middleton makes 3-pt jump shot from 26 ft,,21,18
80,1,2:46.0,,B. Ingram makes 2-pt layup from 2 ft,21,20
81,1,2:32.0,E. İlyasova misses 2-pt jump shot from 5 ft,,21,20
82,1,2:30.0,,Defensive rebound by R. Bullock,21,20
83,1,2:19.0,,Shooting foul by K. Middleton (drawn by L. James),21,20
84,1,2:19.0,,L. James misses free throw 1 of 2,21,20
85,1,2:19.0,,Offensive rebound by Team,21,20
86,1,2:19.0,G. Antetokounmpo enters the game for I. Canaan,,21,20
87,1,2:19.0,M. Brogdon enters the game for P. Connaughton,,21,20
88,1,2:19.0,T. Snell enters the game for K. Middleton,,21,20
89,1,2:19.0,,K. Kuzma enters the game for R. Bullock,21,20
90,1,2:19.0,,L. James makes free throw 2 of 2,21,21
91,1,2:10.0,T. Snell misses 3-pt jump shot from 27 ft,,21,21
92,1,2:07.0,,Defensive rebound by L. James,21,21
93,1,2:01.0,,M. Muscala makes 3-pt jump shot from 27 ft (assist by L. James),21,24
94,1,1:39.0,M. Brogdon makes 2-pt layup from 1 ft,,23,24
95,1,1:20.0,,K. Kuzma misses 2-pt jump shot from 6 ft (block by G. Antetokounmpo),23,24
96,1,1:17.0,Defensive rebound by G. Antetokounmpo,,23,24
97,1,1:13.0,G. Antetokounmpo misses 2-pt layup from 2 ft (block by M. Muscala),,23,24
98,1,1:08.0,,Defensive rebound by J. Hart,23,24
99,1,1:05.0,,B. Ingram makes 2-pt dunk from 2 ft,23,26
100,1,0:55.0,M. Brogdon makes 2-pt layup from 1 ft (assist by E. İlyasova),,25,26
101,1,0:41.0,,Turnover by L. James (bad pass; steal by N. Mirotić),25,26
102,1,0:36.0,T. Snell makes 2-pt dunk from 1 ft (assist by M. Brogdon),,27,26
103,1,0:20.0,,L. James misses 2-pt layup from 2 ft,27,26
104,1,0:20.0,Defensive rebound by N. Mirotić,,27,26
105,1,0:01.0,N. Mirotić misses 3-pt jump shot from 24 ft,,27,26
106,1,0:01.0,,Defensive rebound by K. Kuzma,27,26
107,2,11:45.0,,R. Rondo misses 2-pt jump shot from 13 ft,27,26
108,2,11:42.0,Defensive rebound by G. Antetokounmpo,,27,26
109,2,11:32.0,M. Brogdon makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),,30,26
110,2,11:18.0,,K. Kuzma misses 2-pt hook shot from 2 ft,30,26
111,2,11:16.0,Defensive rebound by M. Brogdon,,30,26
112,2,11:15.0,G. Antetokounmpo makes 2-pt layup at rim (assist by M. Brogdon),,32,26
113,2,11:15.0,Shooting foul by J. Hart (drawn by G. Antetokounmpo),,32,26
114,2,11:15.0,B. Lopez enters the game for E. İlyasova,,32,26
115,2,11:15.0,G. Antetokounmpo misses free throw 1 of 1,,32,26
116,2,11:13.0,Offensive rebound by G. Antetokounmpo,,32,26
117,2,11:01.0,P. Connaughton misses 3-pt jump shot from 26 ft,,32,26
118,2,10:58.0,,Defensive rebound by K. Kuzma,32,26
119,2,10:48.0,,J. Hart misses 3-pt jump shot from 26 ft,32,26
120,2,10:44.0,,Offensive rebound by M. Muscala,32,26
121,2,10:41.0,,J. Hart makes 2-pt layup from 2 ft (assist by K. Kuzma),32,28
122,2,10:31.0,B. Lopez makes 3-pt jump shot from 28 ft (assist by M. Brogdon),,35,28
123,2,10:17.0,,R. Rondo misses 3-pt jump shot from 26 ft,35,28
124,2,10:15.0,Defensive rebound by G. Antetokounmpo,,35,28
125,2,10:10.0,Turnover by G. Antetokounmpo (bad pass),,35,28
126,2,10:10.0,,J. McGee enters the game for J. Hart,35,28
127,2,9:50.0,,R. Rondo makes 3-pt jump shot from 22 ft (assist by K. Caldwell-Pope),35,31
128,2,9:36.0,G. Antetokounmpo misses 2-pt dunk from 2 ft (block by J. McGee),,35,31
129,2,9:33.0,,Defensive rebound by K. Caldwell-Pope,35,31
130,2,9:29.0,,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by R. Rondo),35,34
131,2,9:13.0,M. Brogdon makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,37,34
132,2,9:01.0,,R. Rondo makes 3-pt jump shot from 28 ft (assist by M. Muscala),37,37
133,2,8:51.0,Milwaukee full timeout,,37,37
134,2,8:51.0,E. Bledsoe enters the game for G. Antetokounmpo,,37,37
135,2,8:51.0,N. Mirotić enters the game for M. Brogdon,,37,37
136,2,8:51.0,,R. Bullock enters the game for M. Muscala,37,37
137,2,8:37.0,B. Lopez misses 3-pt jump shot from 25 ft,,37,37
138,2,8:34.0,,Defensive rebound by R. Rondo,37,37
139,2,8:22.0,,J. McGee makes 2-pt hook shot from 9 ft (assist by K. Caldwell-Pope),37,39
140,2,8:15.0,Shooting foul by K. Caldwell-Pope (drawn by E. Bledsoe),,37,39
141,2,8:15.0,E. Bledsoe makes free throw 1 of 2,,38,39
142,2,8:15.0,,B. Ingram enters the game for K. Kuzma,38,39
143,2,8:15.0,E. Bledsoe makes free throw 2 of 2,,39,39
144,2,8:01.0,,J. McGee makes 2-pt dunk from 1 ft (assist by R. Rondo),39,41
145,2,7:49.0,N. Mirotić makes 2-pt jump shot from 20 ft (assist by E. Bledsoe),,41,41
146,2,7:37.0,,J. McGee makes 2-pt hook shot from 3 ft,41,43
147,2,7:24.0,E. Bledsoe misses 3-pt jump shot from 27 ft,,41,43
148,2,7:21.0,,Defensive rebound by K. Caldwell-Pope,41,43
149,2,7:10.0,,R. Rondo makes 2-pt layup from 2 ft (assist by B. Ingram),41,45
150,2,6:52.0,N. Mirotić makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),,44,45
151,2,6:45.0,,Turnover by K. Caldwell-Pope (bad pass; steal by T. Snell),44,45
152,2,6:42.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by T. Snell),,46,45
153,2,6:35.0,,R. Rondo misses 2-pt layup from 1 ft,46,45
154,2,6:35.0,Defensive rebound by E. Bledsoe,,46,45
155,2,6:26.0,T. Snell misses 3-pt jump shot from 23 ft,,46,45
156,2,6:22.0,Offensive rebound by E. Bledsoe,,46,45
157,2,6:22.0,E. Bledsoe makes 2-pt layup from 1 ft,,48,45
158,2,6:22.0,,LA Lakers full timeout,48,45
159,2,6:22.0,K. Middleton enters the game for T. Snell,,48,45
160,2,6:22.0,,L. James enters the game for K. Caldwell-Pope,48,45
161,2,6:22.0,,K. Kuzma enters the game for J. McGee,48,45
162,2,6:09.0,,B. Ingram makes 2-pt jump shot from 9 ft,48,47
163,2,5:46.0,E. Bledsoe misses 2-pt jump shot from 17 ft,,48,47
164,2,5:44.0,,Defensive rebound by R. Bullock,48,47
165,2,5:43.0,,K. Kuzma makes 2-pt layup from 1 ft (assist by L. James),48,49
166,2,5:43.0,,Shooting foul by K. Middleton (drawn by K. Kuzma),48,49
167,2,5:43.0,,K. Kuzma makes free throw 1 of 1,48,50
168,2,5:30.0,Personal foul by B. Ingram (drawn by K. Middleton),,48,50
169,2,5:25.0,Turnover by N. Mirotić (bad pass),,48,50
170,2,5:16.0,,K. Kuzma misses 3-pt jump shot from 28 ft,48,50
171,2,5:11.0,Defensive rebound by E. Bledsoe,,48,50
172,2,5:03.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by P. Connaughton),,50,50
173,2,4:58.0,,K. Kuzma misses 2-pt layup from 2 ft (block by B. Lopez),50,50
174,2,4:58.0,,Offensive rebound by Team,50,50
175,2,4:58.0,G. Antetokounmpo enters the game for P. Connaughton,,50,50
176,2,4:53.0,,K. Kuzma misses 2-pt hook shot from 12 ft,50,50
177,2,4:51.0,Defensive rebound by B. Lopez,,50,50
178,2,4:46.0,B. Lopez makes 3-pt jump shot from 27 ft (assist by K. Middleton),,53,50
179,2,4:23.0,,K. Kuzma makes 2-pt layup from 1 ft (assist by L. James),53,52
180,2,4:15.0,Shooting foul by R. Bullock (drawn by K. Middleton),,53,52
181,2,4:15.0,K. Middleton makes free throw 1 of 2,,54,52
182,2,4:15.0,E. İlyasova enters the game for B. Lopez,,54,52
183,2,4:15.0,T. Snell enters the game for N. Mirotić,,54,52
184,2,4:15.0,K. Middleton makes free throw 2 of 2,,55,52
185,2,3:58.0,,L. James misses 3-pt jump shot from 27 ft,55,52
186,2,3:55.0,Defensive rebound by E. Bledsoe,,55,52
187,2,3:49.0,Personal foul by R. Rondo (drawn by G. Antetokounmpo),,55,52
188,2,3:49.0,G. Antetokounmpo makes free throw 1 of 2,,56,52
189,2,3:49.0,G. Antetokounmpo makes free throw 2 of 2,,57,52
190,2,3:37.0,,K. Kuzma makes 2-pt jump shot from 8 ft (assist by L. James),57,54
191,2,3:25.0,Turnover by E. Bledsoe (bad pass),,57,54
192,2,3:15.0,,R. Rondo misses 2-pt layup from 2 ft,57,54
193,2,3:11.0,Defensive rebound by T. Snell,,57,54
194,2,3:03.0,T. Snell misses 3-pt jump shot from 26 ft,,57,54
195,2,3:01.0,,Defensive rebound by R. Rondo,57,54
196,2,2:52.0,,B. Ingram makes 2-pt jump shot from 16 ft,57,56
197,2,2:38.0,T. Snell misses 3-pt jump shot from 26 ft,,57,56
198,2,2:36.0,,Defensive rebound by B. Ingram,57,56
199,2,2:32.0,,K. Kuzma misses 2-pt layup from 1 ft,57,56
200,2,2:25.0,,Offensive rebound by L. James,57,56
201,2,2:25.0,,L. James makes 2-pt dunk at rim,57,58
202,2,2:17.0,E. İlyasova misses 3-pt jump shot from 22 ft,,57,58
203,2,2:14.0,,Defensive rebound by R. Rondo,57,58
204,2,2:01.0,,K. Kuzma makes 2-pt jump shot from 4 ft,57,60
205,2,1:35.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,57,60
206,2,1:35.0,,Defensive rebound by Team,57,60
207,2,1:35.0,M. Brogdon enters the game for E. Bledsoe,,57,60
208,2,1:17.0,,K. Kuzma misses 3-pt jump shot from 28 ft,57,60
209,2,1:14.0,Defensive rebound by K. Middleton,,57,60
210,2,1:09.0,K. Middleton misses 3-pt jump shot from 25 ft,,57,60
211,2,1:07.0,,Defensive rebound by B. Ingram,57,60
212,2,0:57.0,,L. James makes 2-pt jump shot from 17 ft,57,62
213,2,0:48.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by T. Snell),,59,62
214,2,0:24.0,,R. Bullock makes 3-pt jump shot from 26 ft (assist by L. James),59,65
215,2,0:01.0,M. Brogdon misses 2-pt jump shot from 7 ft,,59,65
216,2,0:01.0,Offensive rebound by Team,,59,65
217,3,11:44.0,,R. Bullock misses 3-pt jump shot from 27 ft,59,65
218,3,11:42.0,Defensive rebound by E. Bledsoe,,59,65
219,3,11:32.0,M. Brogdon misses 2-pt jump shot from 20 ft,,59,65
220,3,11:30.0,,Defensive rebound by L. James,59,65
221,3,11:18.0,,B. Ingram makes 2-pt jump shot from 12 ft (assist by L. James),59,67
222,3,10:56.0,M. Brogdon makes 2-pt layup from 2 ft (assist by K. Middleton),,61,67
223,3,10:46.0,,R. Bullock misses 2-pt jump shot from 15 ft,61,67
224,3,10:43.0,Defensive rebound by G. Antetokounmpo,,61,67
225,3,10:38.0,G. Antetokounmpo makes 2-pt layup from 3 ft,,63,67
226,3,10:26.0,,K. Kuzma makes 3-pt jump shot from 25 ft (assist by R. Rondo),63,70
227,3,10:14.0,K. Middleton makes 2-pt layup from 2 ft,,65,70
228,3,9:54.0,,K. Kuzma misses 3-pt jump shot from 27 ft,65,70
229,3,9:51.0,Defensive rebound by E. Bledsoe,,65,70
230,3,9:42.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,65,70
231,3,9:40.0,,Defensive rebound by Team,65,70
232,3,9:23.0,,B. Ingram misses 3-pt jump shot from 23 ft,65,70
233,3,9:18.0,Defensive rebound by G. Antetokounmpo,,65,70
234,3,9:11.0,E. Bledsoe makes 2-pt jump shot from 3 ft (assist by G. Antetokounmpo),,67,70
235,3,8:58.0,,B. Ingram misses 2-pt layup from 3 ft (block by E. Bledsoe),67,70
236,3,8:56.0,,Offensive rebound by Team,67,70
237,3,8:48.0,,B. Ingram makes 2-pt layup from 2 ft,67,72
238,3,8:48.0,,Shooting foul by K. Middleton (drawn by B. Ingram),67,72
239,3,8:48.0,,B. Ingram misses free throw 1 of 1,67,72
240,3,8:46.0,Defensive rebound by G. Antetokounmpo,,67,72
241,3,8:39.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,67,72
242,3,8:35.0,Offensive rebound by E. Bledsoe,,67,72
243,3,8:26.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,,67,72
244,3,8:24.0,,Defensive rebound by R. Rondo,67,72
245,3,8:21.0,,B. Ingram makes 2-pt dunk from 2 ft (assist by R. Rondo),67,74
246,3,8:18.0,Milwaukee full timeout,,67,74
247,3,8:01.0,B. Lopez misses 3-pt jump shot from 26 ft,,67,74
248,3,7:59.0,,Defensive rebound by R. Bullock,67,74
249,3,7:45.0,,B. Ingram makes 2-pt jump shot from 20 ft (assist by R. Rondo),67,76
250,3,7:32.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,67,76
251,3,7:28.0,Offensive rebound by G. Antetokounmpo,,67,76
252,3,7:28.0,G. Antetokounmpo misses 2-pt layup at rim,,67,76
253,3,7:27.0,,Defensive rebound by B. Ingram,67,76
254,3,7:09.0,,L. James makes 2-pt layup from 1 ft,67,78
255,3,7:09.0,,Shooting foul by B. Lopez (drawn by L. James),67,78
256,3,7:09.0,P. Connaughton enters the game for M. Brogdon,,67,78
257,3,7:09.0,,L. James makes free throw 1 of 1,67,79
258,3,6:53.0,Personal foul by L. James (drawn by B. Lopez),,67,79
259,3,6:39.0,Turnover by G. Antetokounmpo (bad pass; steal by R. Rondo),,67,79
260,3,6:35.0,,K. Kuzma misses 2-pt layup from 2 ft (block by G. Antetokounmpo),67,79
261,3,6:31.0,Defensive rebound by B. Lopez,,67,79
262,3,6:26.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by P. Connaughton),,69,79
263,3,6:03.0,,B. Ingram misses 2-pt jump shot from 12 ft,69,79
264,3,5:58.0,Defensive rebound by K. Middleton,,69,79
265,3,5:53.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by K. Middleton),,71,79
266,3,5:51.0,,LA Lakers full timeout,71,79
267,3,5:51.0,N. Mirotić enters the game for B. Lopez,,71,79
268,3,5:41.0,,Personal foul by N. Mirotić (drawn by L. James),71,79
269,3,5:32.0,,L. James misses 2-pt layup from 3 ft (block by G. Antetokounmpo),71,79
270,3,5:31.0,,Offensive rebound by L. James,71,79
271,3,5:31.0,,Shooting foul by G. Antetokounmpo (drawn by L. James),71,79
272,3,5:31.0,,L. James makes free throw 1 of 2,71,80
273,3,5:31.0,,L. James makes free throw 2 of 2,71,81
274,3,5:17.0,E. Bledsoe makes 2-pt layup from 2 ft,,73,81
275,3,4:53.0,,Personal foul by G. Antetokounmpo (drawn by L. James),73,81
276,3,4:53.0,,L. James makes free throw 1 of 2,73,82
277,3,4:53.0,E. İlyasova enters the game for G. Antetokounmpo,,73,82
278,3,4:53.0,,K. Caldwell-Pope enters the game for R. Bullock,73,82
279,3,4:53.0,,M. Muscala enters the game for K. Kuzma,73,82
280,3,4:53.0,,L. James misses free throw 2 of 2,73,82
281,3,4:49.0,Defensive rebound by E. İlyasova,,73,82
282,3,4:39.0,P. Connaughton makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,75,82
283,3,4:19.0,,Turnover by R. Rondo (bad pass),75,82
284,3,4:19.0,T. Snell enters the game for K. Middleton,,75,82
285,3,4:13.0,P. Connaughton makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),,78,82
286,3,3:51.0,,M. Muscala misses 3-pt jump shot from 26 ft,78,82
287,3,3:48.0,Defensive rebound by E. Bledsoe,,78,82
288,3,3:45.0,E. İlyasova makes 2-pt layup from 2 ft (assist by E. Bledsoe),,80,82
289,3,3:28.0,,B. Ingram misses 2-pt layup from 3 ft,80,82
290,3,3:23.0,Defensive rebound by N. Mirotić,,80,82
291,3,3:18.0,E. Bledsoe makes 3-pt jump shot from 27 ft,,83,82
292,3,3:15.0,,LA Lakers full timeout,83,82
293,3,3:15.0,,J. Hart enters the game for R. Rondo,83,82
294,3,3:00.0,,Personal foul by E. İlyasova (drawn by L. James),83,82
295,3,3:00.0,,L. James makes free throw 1 of 2,83,83
296,3,3:00.0,,L. James makes free throw 2 of 2,83,84
297,3,2:50.0,P. Connaughton misses 2-pt dunk from 4 ft (block by J. Hart),,83,84
298,3,2:49.0,Offensive rebound by P. Connaughton,,83,84
299,3,2:49.0,Turnover by P. Connaughton (step out of bounds),,83,84
300,3,2:36.0,,L. James makes 2-pt layup from 1 ft (assist by J. Hart),83,86
301,3,2:19.0,N. Mirotić misses 3-pt jump shot from 28 ft,,83,86
302,3,2:16.0,,Defensive rebound by B. Ingram,83,86
303,3,2:03.0,,Personal foul by T. Snell (drawn by B. Ingram),83,86
304,3,2:03.0,,B. Ingram makes free throw 1 of 2,83,87
305,3,2:03.0,M. Brogdon enters the game for E. Bledsoe,,83,87
306,3,2:03.0,,B. Ingram makes free throw 2 of 2,83,88
307,3,1:45.0,N. Mirotić makes 2-pt hook shot from 2 ft,,85,88
308,3,1:28.0,,B. Ingram misses 3-pt jump shot from 25 ft,85,88
309,3,1:25.0,Defensive rebound by N. Mirotić,,85,88
310,3,1:16.0,M. Brogdon misses 2-pt jump shot from 3 ft,,85,88
311,3,1:14.0,Offensive rebound by P. Connaughton,,85,88
312,3,1:13.0,E. İlyasova makes 3-pt jump shot from 27 ft (assist by P. Connaughton),,88,88
313,3,0:47.0,,B. Ingram makes 3-pt jump shot from 27 ft,88,91
314,3,0:34.0,M. Brogdon makes 3-pt jump shot from 28 ft,,91,91
315,3,0:29.0,,J. Hart makes 3-pt jump shot from 26 ft (assist by L. James),91,94
316,3,0:07.0,E. İlyasova misses 2-pt jump shot from 15 ft,,91,94
317,3,0:06.0,Offensive rebound by N. Mirotić,,91,94
318,3,0:06.0,Shooting foul by J. Hart (drawn by N. Mirotić),,91,94
319,3,0:06.0,N. Mirotić makes free throw 1 of 2,,92,94
320,3,0:06.0,N. Mirotić makes free throw 2 of 2,,93,94
321,3,0:00.0,,B. Ingram misses 3-pt jump shot from 24 ft,93,94
322,3,0:00.0,,Offensive rebound by Team,93,94
323,4,11:49.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by M. Brogdon),,96,94
324,4,11:26.0,,K. Kuzma misses 2-pt layup from 3 ft (block by P. Connaughton),96,94
325,4,11:22.0,Defensive rebound by T. Snell,,96,94
326,4,11:21.0,M. Brogdon misses 2-pt layup from 2 ft,,96,94
327,4,11:21.0,Offensive rebound by T. Snell,,96,94
328,4,11:10.0,Shooting foul by J. Hart (drawn by E. İlyasova),,96,94
329,4,11:10.0,E. İlyasova makes free throw 1 of 2,,97,94
330,4,11:10.0,E. İlyasova makes free throw 2 of 2,,98,94
331,4,10:58.0,,K. Caldwell-Pope makes 2-pt jump shot from 15 ft (assist by R. Rondo),98,96
332,4,10:48.0,G. Antetokounmpo makes 2-pt dunk from 2 ft,,100,96
333,4,10:48.0,Shooting foul by M. Muscala (drawn by G. Antetokounmpo),,100,96
334,4,10:48.0,,J. McGee enters the game for M. Muscala,100,96
335,4,10:48.0,G. Antetokounmpo misses free throw 1 of 1,,100,96
336,4,10:45.0,,Defensive rebound by J. McGee,100,96
337,4,10:28.0,,R. Rondo misses 2-pt layup from 2 ft,100,96
338,4,10:26.0,Defensive rebound by E. İlyasova,,100,96
339,4,10:25.0,Turnover by E. İlyasova (bad pass; steal by K. Caldwell-Pope),,100,96
340,4,10:18.0,,K. Caldwell-Pope makes 2-pt jump shot from 11 ft (assist by R. Rondo),100,98
341,4,9:50.0,G. Antetokounmpo makes 2-pt jump shot from 17 ft (assist by P. Connaughton),,102,98
342,4,9:36.0,,J. McGee misses 2-pt dunk from 3 ft,102,98
343,4,9:34.0,,Offensive rebound by K. Kuzma,102,98
344,4,9:31.0,,R. Rondo misses 3-pt jump shot from 26 ft,102,98
345,4,9:29.0,,Offensive rebound by J. McGee,102,98
346,4,9:21.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,102,98
347,4,9:18.0,Defensive rebound by M. Brogdon,,102,98
348,4,8:59.0,M. Brogdon makes 2-pt layup from 1 ft,,104,98
349,4,8:50.0,,R. Rondo makes 2-pt jump shot from 17 ft (assist by K. Kuzma),104,100
350,4,8:36.0,E. İlyasova misses 3-pt jump shot from 26 ft,,104,100
351,4,8:33.0,,Defensive rebound by K. Kuzma,104,100
352,4,8:28.0,,K. Kuzma misses 3-pt jump shot from 27 ft,104,100
353,4,8:27.0,Defensive rebound by Team,,104,100
354,4,8:27.0,,Loose ball foul by J. McGee (drawn by P. Connaughton),104,100
355,4,8:27.0,K. Middleton enters the game for P. Connaughton,,104,100
356,4,8:27.0,N. Mirotić enters the game for E. İlyasova,,104,100
357,4,8:27.0,,L. James enters the game for K. Kuzma,104,100
358,4,8:12.0,G. Antetokounmpo makes 2-pt layup from 4 ft,,106,100
359,4,7:49.0,,L. James misses 2-pt jump shot from 8 ft,106,100
360,4,7:47.0,Defensive rebound by T. Snell,,106,100
361,4,7:36.0,K. Middleton misses 2-pt jump shot from 12 ft,,106,100
362,4,7:33.0,,Defensive rebound by K. Caldwell-Pope,106,100
363,4,7:28.0,,L. James makes 3-pt jump shot from 24 ft (assist by R. Rondo),106,103
364,4,7:12.0,G. Antetokounmpo misses 3-pt jump shot from 27 ft,,106,103
365,4,7:09.0,,Defensive rebound by J. Hart,106,103
366,4,7:01.0,,R. Rondo makes 3-pt jump shot from 27 ft (assist by L. James),106,106
367,4,7:00.0,Milwaukee full timeout,,106,106
368,4,7:00.0,E. Bledsoe enters the game for M. Brogdon,,106,106
