,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,BROOKLYN_ACTION,CHARLOTTE_SCORE,BROOKLYN_SCORE
0,1,11:46.0,,J. Allen makes 2-pt dunk from 1 ft (assist by D. Russell),0,2
1,1,11:30.0,M. Bridges makes 2-pt hook shot from 5 ft (assist by N. Batum),,2,2
2,1,11:19.0,,Turnover by D. Russell (bad pass; steal by M. Bridges),2,2
3,1,11:14.0,M. Bridges misses 2-pt layup from 2 ft,,2,2
4,1,11:11.0,,Defensive rebound by C. LeVert,2,2
5,1,10:57.0,,T. Graham misses 3-pt jump shot from 24 ft,2,2
6,1,10:55.0,Defensive rebound by N. Batum,,2,2
7,1,10:45.0,Turnover by N. Batum (bad pass; steal by J. Harris),,2,2
8,1,10:39.0,,D. Russell misses 3-pt jump shot from 26 ft,2,2
9,1,10:35.0,Defensive rebound by C. Zeller,,2,2
10,1,10:14.0,K. Walker misses 2-pt jump shot from 6 ft,,2,2
11,1,10:11.0,,Defensive rebound by C. LeVert,2,2
12,1,10:05.0,,C. LeVert makes 2-pt layup from 1 ft (assist by J. Harris),2,4
13,1,9:52.0,Offensive foul by C. Zeller (drawn by T. Graham),,2,4
14,1,9:52.0,Turnover by C. Zeller (offensive foul),,2,4
15,1,9:40.0,,D. Russell makes 2-pt layup from 1 ft (assist by J. Allen),2,6
16,1,9:19.0,M. Williams misses 2-pt jump shot from 11 ft,,2,6
17,1,9:17.0,,Defensive rebound by C. LeVert,2,6
18,1,9:12.0,,J. Allen misses 2-pt layup from 1 ft,2,6
19,1,9:10.0,Defensive rebound by K. Walker,,2,6
20,1,9:06.0,Turnover by K. Walker (bad pass),,2,6
21,1,8:56.0,,J. Harris makes 2-pt jump shot from 8 ft (assist by D. Russell),2,8
22,1,8:41.0,C. Zeller makes 2-pt jump shot from 21 ft,,4,8
23,1,8:30.0,,C. LeVert misses 2-pt jump shot from 19 ft,4,8
24,1,8:30.0,Defensive rebound by C. Zeller,,4,8
25,1,8:11.0,K. Walker misses 2-pt jump shot from 21 ft,,4,8
26,1,8:08.0,,Defensive rebound by J. Allen,4,8
27,1,7:57.0,,Personal foul by M. Williams (drawn by J. Allen),4,8
28,1,7:54.0,,D. Russell misses 2-pt jump shot from 13 ft,4,8
29,1,7:51.0,Defensive rebound by C. Zeller,,4,8
30,1,7:42.0,K. Walker makes 2-pt jump shot from 14 ft,,6,8
31,1,7:31.0,,D. Russell misses 2-pt jump shot from 9 ft,6,8
32,1,7:27.0,Defensive rebound by C. Zeller,,6,8
33,1,7:21.0,K. Walker makes 2-pt layup from 1 ft (assist by M. Bridges),,8,8
34,1,7:12.0,,Personal foul by K. Walker (drawn by J. Allen),8,8
35,1,7:02.0,,J. Allen makes 2-pt dunk from 2 ft (assist by C. LeVert),8,10
36,1,6:48.0,C. Zeller misses 3-pt jump shot from 26 ft,,8,10
37,1,6:45.0,,Defensive rebound by J. Harris,8,10
38,1,6:36.0,,Personal foul by M. Bridges (drawn by D. Russell),8,10
39,1,6:36.0,,Brooklyn full timeout,8,10
40,1,6:36.0,J. Lamb enters the game for M. Bridges,,8,10
41,1,6:23.0,,D. Russell misses 3-pt jump shot from 28 ft,8,10
42,1,6:20.0,Defensive rebound by C. Zeller,,8,10
43,1,6:04.0,C. Zeller makes 2-pt layup from 4 ft (assist by K. Walker),,10,10
44,1,5:54.0,,C. LeVert makes 2-pt layup from 1 ft (assist by D. Russell),10,12
45,1,5:42.0,Shooting foul by J. Allen (drawn by C. Zeller),,10,12
46,1,5:42.0,C. Zeller makes free throw 1 of 2,,11,12
47,1,5:42.0,,A. Crabbe enters the game for T. Graham,11,12
48,1,5:42.0,,R. Kurucs enters the game for C. LeVert,11,12
49,1,5:42.0,C. Zeller makes free throw 2 of 2,,12,12
50,1,5:30.0,,Shooting foul by J. Lamb (drawn by J. Allen),12,12
51,1,5:30.0,,J. Allen misses free throw 1 of 2,12,12
52,1,5:30.0,,Offensive rebound by Team,12,12
53,1,5:30.0,F. Kaminsky enters the game for C. Zeller,,12,12
54,1,5:30.0,,J. Allen makes free throw 2 of 2,12,13
55,1,5:19.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by K. Walker),,15,13
56,1,5:03.0,,J. Harris makes 2-pt jump shot from 19 ft (assist by D. Russell),15,15
57,1,4:48.0,K. Walker makes 2-pt layup from 1 ft,,17,15
58,1,4:39.0,,J. Allen makes 2-pt dunk from 1 ft (assist by D. Russell),17,17
59,1,4:18.0,F. Kaminsky makes 2-pt jump shot from 1 ft (assist by M. Williams),,19,17
60,1,4:13.0,,Turnover by D. Russell (bad pass),19,17
61,1,4:13.0,,D. Carroll enters the game for J. Allen,19,17
62,1,4:13.0,,E. Davis enters the game for J. Harris,19,17
63,1,4:13.0,,S. Dinwiddie enters the game for D. Russell,19,17
64,1,4:13.0,Charlotte full timeout,,19,17
65,1,3:49.0,M. Williams misses 3-pt jump shot from 26 ft,,19,17
66,1,3:45.0,,Defensive rebound by D. Carroll,19,17
67,1,3:33.0,,D. Carroll makes 2-pt jump shot from 4 ft,19,19
68,1,3:33.0,,Shooting foul by J. Lamb (drawn by D. Carroll),19,19
69,1,3:33.0,,D. Carroll makes free throw 1 of 1,19,20
70,1,3:22.0,Personal foul by S. Dinwiddie (drawn by M. Williams),,19,20
71,1,3:16.0,F. Kaminsky misses 3-pt jump shot from 27 ft,,19,20
72,1,3:13.0,,Defensive rebound by E. Davis,19,20
73,1,3:03.0,,D. Carroll misses 2-pt jump shot from 18 ft,19,20
74,1,2:59.0,Defensive rebound by M. Williams,,19,20
75,1,2:55.0,Shooting foul by A. Crabbe (drawn by J. Lamb),,19,20
76,1,2:55.0,J. Lamb makes free throw 1 of 2,,20,20
77,1,2:55.0,B. Biyombo enters the game for N. Batum,,20,20
78,1,2:55.0,M. Bridges enters the game for K. Walker,,20,20
79,1,2:55.0,T. Parker enters the game for M. Williams,,20,20
80,1,2:55.0,J. Lamb makes free throw 2 of 2,,21,20
81,1,2:42.0,,S. Dinwiddie makes 2-pt layup from 2 ft,21,22
82,1,2:29.0,B. Biyombo misses 2-pt jump shot from 13 ft,,21,22
83,1,2:23.0,,Defensive rebound by A. Crabbe,21,22
84,1,2:21.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),21,25
85,1,2:09.0,Def 3 sec tech foul by Team,,21,25
86,1,2:09.0,J. Lamb makes technical free throw,,22,25
87,1,2:03.0,J. Lamb misses 3-pt jump shot from 27 ft,,22,25
88,1,2:00.0,,Defensive rebound by E. Davis,22,25
89,1,1:53.0,,D. Carroll misses 2-pt jump shot from 7 ft,22,25
90,1,1:51.0,Defensive rebound by J. Lamb,,22,25
91,1,1:40.0,Shooting foul by E. Davis (drawn by J. Lamb),,22,25
92,1,1:40.0,J. Lamb makes free throw 1 of 2,,23,25
93,1,1:40.0,J. Lamb makes free throw 2 of 2,,24,25
94,1,1:18.0,,D. Carroll makes 2-pt jump shot from 9 ft (assist by S. Dinwiddie),24,27
95,1,1:08.0,Personal foul by S. Dinwiddie (drawn by B. Biyombo),,24,27
