,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MIAMI_ACTION,PHILADELPHIA_SCORE,MIAMI_SCORE
0,1,11:48.0,,R. McGruder misses 2-pt jump shot from 6 ft,0,0
1,1,11:46.0,,Offensive rebound by R. McGruder,0,0
2,1,11:46.0,,R. McGruder misses 2-pt layup from 3 ft,0,0
3,1,11:45.0,Defensive rebound by J. Embiid,,0,0
4,1,11:29.0,J. Redick makes 2-pt jump shot from 22 ft,,2,0
5,1,11:11.0,,J. Richardson misses 3-pt jump shot from 28 ft,2,0
6,1,11:08.0,Defensive rebound by J. Embiid,,2,0
7,1,11:01.0,W. Chandler makes 3-pt jump shot from 23 ft (assist by M. Fultz),,5,0
8,1,10:50.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by G. Dragić),5,2
9,1,10:34.0,Shooting foul by H. Whiteside (drawn by J. Embiid),,5,2
10,1,10:34.0,J. Embiid misses free throw 1 of 2,,5,2
11,1,10:34.0,Offensive rebound by Team,,5,2
12,1,10:34.0,J. Embiid makes free throw 2 of 2,,6,2
13,1,10:24.0,,J. Winslow misses 2-pt layup from 1 ft,6,2
14,1,10:24.0,Defensive rebound by J. Embiid,,6,2
15,1,10:12.0,J. Redick makes 2-pt jump shot from 12 ft,,8,2
16,1,9:50.0,,H. Whiteside makes 3-pt jump shot from 24 ft (assist by J. Winslow),8,5
17,1,9:29.0,J. Redick misses 3-pt jump shot from 24 ft,,8,5
18,1,9:27.0,Offensive rebound by W. Chandler,,8,5
19,1,9:23.0,Turnover by W. Chandler (bad pass; steal by G. Dragić),,8,5
20,1,9:18.0,,G. Dragić makes 2-pt layup at rim,8,7
21,1,9:07.0,Personal foul by R. McGruder (drawn by J. Redick),,8,7
22,1,8:53.0,W. Chandler misses 2-pt jump shot from 17 ft,,8,7
23,1,8:49.0,,Defensive rebound by H. Whiteside,8,7
24,1,8:46.0,,G. Dragić misses 3-pt jump shot from 25 ft,8,7
25,1,8:44.0,,Offensive rebound by H. Whiteside,8,7
26,1,8:39.0,,H. Whiteside makes 2-pt jump shot from 22 ft,8,9
27,1,8:31.0,J. Embiid makes 3-pt jump shot from 25 ft (assist by W. Chandler),,11,9
28,1,8:19.0,,J. Winslow makes 3-pt jump shot from 24 ft (assist by G. Dragić),11,12
29,1,8:04.0,J. Redick makes 2-pt jump shot from 21 ft (assist by B. Simmons),,13,12
30,1,7:47.0,,J. Richardson misses 2-pt jump shot from 17 ft,13,12
31,1,7:44.0,Defensive rebound by J. Redick,,13,12
32,1,7:41.0,J. Redick misses 3-pt jump shot from 26 ft,,13,12
33,1,7:38.0,Offensive rebound by B. Simmons,,13,12
34,1,7:32.0,Shooting foul by J. Richardson (drawn by J. Embiid),,13,12
35,1,7:32.0,J. Embiid makes free throw 1 of 2,,14,12
36,1,7:32.0,J. Embiid makes free throw 2 of 2,,15,12
37,1,7:12.0,,H. Whiteside makes 2-pt hook shot from 8 ft,15,14
38,1,6:59.0,B. Simmons makes 2-pt layup from 1 ft,,17,14
39,1,6:46.0,,G. Dragić makes 2-pt layup from 2 ft,17,16
40,1,6:35.0,B. Simmons makes 2-pt hook shot from 6 ft,,19,16
41,1,6:17.0,,G. Dragić misses 3-pt jump shot from 26 ft,19,16
42,1,6:15.0,Defensive rebound by B. Simmons,,19,16
43,1,6:11.0,Personal foul by G. Dragić (drawn by J. Redick),,19,16
44,1,6:11.0,,Miami full timeout,19,16
45,1,6:11.0,A. Johnson enters the game for W. Chandler,,19,16
46,1,6:11.0,M. Muscala enters the game for J. Embiid,,19,16
47,1,6:11.0,L. Shamet enters the game for M. Fultz,,19,16
48,1,6:11.0,,T. Johnson enters the game for G. Dragić,19,16
49,1,5:54.0,A. Johnson misses 2-pt jump shot from 9 ft,,19,16
50,1,5:52.0,,Defensive rebound by H. Whiteside,19,16
51,1,5:52.0,,W. Ellington enters the game for J. Richardson,19,16
52,1,5:34.0,,Personal foul by A. Johnson (drawn by H. Whiteside),19,16
53,1,5:26.0,,W. Ellington misses 3-pt jump shot from 23 ft,19,16
54,1,5:22.0,Defensive rebound by M. Muscala,,19,16
55,1,5:11.0,J. Redick misses 3-pt jump shot from 24 ft,,19,16
56,1,5:09.0,,Defensive rebound by H. Whiteside,19,16
57,1,5:00.0,,H. Whiteside makes 2-pt hook shot from 7 ft,19,18
58,1,4:48.0,M. Muscala misses 3-pt jump shot from 26 ft,,19,18
59,1,4:44.0,,Defensive rebound by H. Whiteside,19,18
60,1,4:37.0,,H. Whiteside misses 3-pt jump shot from 25 ft,19,18
61,1,4:34.0,Defensive rebound by M. Muscala,,19,18
62,1,4:23.0,J. Redick makes 3-pt jump shot from 24 ft (assist by A. Johnson),,22,18
63,1,4:11.0,,T. Johnson misses 2-pt layup from 1 ft,22,18
64,1,4:11.0,Defensive rebound by Team,,22,18
65,1,4:11.0,,Loose ball foul by J. Winslow (drawn by M. Muscala),22,18
66,1,4:11.0,Philadelphia full timeout,,22,18
67,1,4:11.0,J. Embiid enters the game for A. Johnson,,22,18
68,1,4:11.0,T. McConnell enters the game for J. Redick,,22,18
69,1,4:11.0,,K. Olynyk enters the game for H. Whiteside,22,18
70,1,4:11.0,M. Muscala misses free throw 1 of 2,,22,18
71,1,4:11.0,Offensive rebound by Team,,22,18
72,1,4:11.0,M. Muscala makes free throw 2 of 2,,23,18
73,1,3:54.0,,J. Winslow misses 2-pt layup from 2 ft,23,18
74,1,3:52.0,Defensive rebound by M. Muscala,,23,18
75,1,3:35.0,Turnover by B. Simmons (bad pass; steal by R. McGruder),,23,18
76,1,3:29.0,,R. McGruder makes 2-pt dunk from 1 ft,23,20
77,1,3:10.0,L. Shamet misses 3-pt jump shot from 23 ft,,23,20
78,1,3:07.0,Offensive rebound by J. Embiid,,23,20
79,1,3:01.0,M. Muscala makes 3-pt jump shot from 23 ft (assist by J. Embiid),,26,20
80,1,2:44.0,,J. Winslow makes 2-pt layup from 1 ft (assist by K. Olynyk),26,22
81,1,2:22.0,J. Embiid misses 2-pt layup from 1 ft,,26,22
82,1,2:19.0,,Defensive rebound by J. Winslow,26,22
83,1,2:14.0,,R. McGruder makes 2-pt layup from 1 ft,26,24
84,1,2:02.0,Personal foul by K. Olynyk (drawn by J. Embiid),,26,24
85,1,2:02.0,J. Embiid makes free throw 1 of 2,,27,24
86,1,2:02.0,M. Fultz enters the game for B. Simmons,,27,24
87,1,2:02.0,,B. Adebayo enters the game for R. McGruder,27,24
88,1,2:02.0,,J. Richardson enters the game for J. Winslow,27,24
89,1,2:02.0,J. Embiid makes free throw 2 of 2,,28,24
90,1,1:48.0,,T. Johnson misses 3-pt jump shot from 25 ft,28,24
91,1,1:46.0,Defensive rebound by J. Embiid,,28,24
92,1,1:27.0,L. Shamet misses 3-pt jump shot from 25 ft,,28,24
93,1,1:22.0,Offensive rebound by J. Embiid,,28,24
94,1,1:09.0,J. Embiid makes 2-pt jump shot from 12 ft,,30,24
95,1,0:57.0,,Shooting foul by L. Shamet (drawn by K. Olynyk),30,24
96,1,0:57.0,,K. Olynyk makes free throw 1 of 2,30,25
97,1,0:57.0,,K. Olynyk makes free throw 2 of 2,30,26
98,1,0:42.0,L. Shamet makes 2-pt hook shot from 1 ft,,32,26
99,1,0:34.0,,K. Olynyk misses 3-pt jump shot from 26 ft,32,26
100,1,0:30.0,Defensive rebound by T. McConnell,,32,26
101,1,0:11.0,M. Fultz misses 2-pt jump shot from 13 ft,,32,26
102,1,0:09.0,,Defensive rebound by K. Olynyk,32,26
103,1,0:02.0,,Turnover by K. Olynyk (bad pass; steal by T. McConnell),32,26
104,1,0:00.0,T. McConnell misses 3-pt jump shot from 32 ft,,32,26
105,1,0:00.0,Offensive rebound by Team,,32,26
106,2,11:43.0,J. Redick makes 2-pt layup from 3 ft,,34,26
107,2,11:43.0,,Violation by Team (def goaltending),34,26
108,2,11:22.0,,J. Richardson makes 3-pt jump shot from 25 ft,34,29
109,2,11:00.0,M. Fultz misses 2-pt jump shot from 8 ft (block by J. Richardson),,34,29
110,2,10:57.0,,Defensive rebound by B. Adebayo,34,29
111,2,10:46.0,,T. Johnson misses 2-pt jump shot from 5 ft,34,29
112,2,10:43.0,,Offensive rebound by B. Adebayo,34,29
113,2,10:43.0,,B. Adebayo misses 2-pt layup at rim,34,29
114,2,10:41.0,,Offensive rebound by T. Johnson,34,29
115,2,10:39.0,,W. Ellington makes 3-pt jump shot from 26 ft (assist by T. Johnson),34,32
116,2,10:27.0,J. Embiid misses 3-pt jump shot from 28 ft,,34,32
117,2,10:23.0,,Defensive rebound by K. Olynyk,34,32
