,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,DENVER_ACTION,MEMPHIS_SCORE,DENVER_SCORE
0,1,11:41.0,,N. Jokić misses 3-pt jump shot from 25 ft,0,0
1,1,11:36.0,Defensive rebound by J. Jackson,,0,0
2,1,11:22.0,Personal foul by T. Craig (drawn by M. Conley),,0,0
3,1,11:12.0,J. Jackson makes 2-pt dunk from 1 ft (assist by M. Conley),,2,0
4,1,10:47.0,,M. Plumlee misses 2-pt hook shot from 4 ft,2,0
5,1,10:45.0,Defensive rebound by J. Jackson,,2,0
6,1,10:36.0,M. Gasol misses 2-pt jump shot from 7 ft,,2,0
7,1,10:32.0,,Defensive rebound by N. Jokić,2,0
8,1,10:15.0,,T. Craig misses 3-pt jump shot from 22 ft,2,0
9,1,10:13.0,,Offensive rebound by M. Plumlee,2,0
10,1,10:13.0,,Turnover by M. Plumlee (step out of bounds),2,0
11,1,9:55.0,K. Anderson makes 2-pt layup from 3 ft,,4,0
12,1,9:42.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by J. Murray),4,3
13,1,9:16.0,M. Conley misses 3-pt jump shot from 22 ft,,4,3
14,1,9:14.0,,Defensive rebound by N. Jokić,4,3
15,1,9:08.0,,Turnover by N. Jokić (bad pass),4,3
16,1,8:51.0,Turnover by K. Anderson (bad pass; steal by T. Craig),,4,3
17,1,8:32.0,,Turnover by M. Plumlee (bad pass; steal by M. Conley),4,3
18,1,8:22.0,J. Jackson misses 2-pt jump shot from 6 ft,,4,3
19,1,8:20.0,,Defensive rebound by N. Jokić,4,3
20,1,8:14.0,,J. Hernangómez misses 3-pt jump shot from 24 ft,4,3
21,1,8:10.0,Defensive rebound by K. Anderson,,4,3
22,1,8:07.0,Turnover by K. Anderson (offensive foul),,4,3
23,1,8:07.0,Offensive foul by K. Anderson (drawn by J. Hernangómez),,4,3
24,1,8:07.0,J. Green enters the game for J. Jackson,,4,3
25,1,7:58.0,,Shooting foul by M. Gasol (drawn by N. Jokić),4,3
26,1,7:58.0,,N. Jokić makes free throw 1 of 2,4,4
27,1,7:58.0,,N. Jokić makes free throw 2 of 2,4,5
28,1,7:40.0,M. Gasol misses 2-pt jump shot from 9 ft,,4,5
29,1,7:36.0,,Defensive rebound by M. Plumlee,4,5
30,1,7:26.0,,T. Craig misses 2-pt layup from 3 ft,4,5
31,1,7:25.0,,Offensive rebound by M. Plumlee,4,5
32,1,7:20.0,,Shooting foul by M. Gasol (drawn by N. Jokić),4,5
33,1,7:20.0,,N. Jokić makes free throw 1 of 2,4,6
34,1,7:20.0,J. Noah enters the game for M. Gasol,,4,6
35,1,7:20.0,,N. Jokić makes free throw 2 of 2,4,7
36,1,7:00.0,J. Green makes 3-pt jump shot from 24 ft (assist by G. Temple),,7,7
37,1,6:39.0,,T. Craig makes 3-pt jump shot from 25 ft (assist by J. Murray),7,10
38,1,6:16.0,Turnover by J. Noah (off goaltending),,7,10
39,1,6:16.0,,Denver full timeout,7,10
40,1,6:00.0,,J. Murray makes 3-pt jump shot from 23 ft (assist by T. Craig),7,13
41,1,5:46.0,J. Noah makes 2-pt dunk at rim (assist by K. Anderson),,9,13
42,1,5:33.0,,Shooting foul by J. Noah (drawn by M. Plumlee),9,13
43,1,5:33.0,,M. Plumlee misses free throw 1 of 2,9,13
44,1,5:33.0,,Offensive rebound by Team,9,13
45,1,5:33.0,,M. Plumlee makes free throw 2 of 2,9,14
46,1,5:10.0,M. Conley misses 2-pt jump shot from 5 ft,,9,14
47,1,5:07.0,Offensive rebound by J. Green,,9,14
48,1,5:06.0,Turnover by J. Green (bad pass; steal by J. Murray),,9,14
49,1,5:04.0,,J. Murray misses 3-pt jump shot from 25 ft,9,14
50,1,5:01.0,,Offensive rebound by J. Hernangómez,9,14
51,1,4:52.0,,M. Plumlee misses 2-pt layup from 3 ft (block by J. Noah),9,14
52,1,4:49.0,Defensive rebound by J. Green,,9,14
53,1,4:45.0,M. Conley makes 2-pt layup from 3 ft,,11,14
54,1,4:45.0,Shooting foul by J. Murray (drawn by M. Conley),,11,14
55,1,4:45.0,M. Brooks enters the game for G. Temple,,11,14
56,1,4:45.0,,T. Lyles enters the game for J. Murray,11,14
57,1,4:45.0,,M. Morris enters the game for M. Plumlee,11,14
58,1,4:45.0,M. Conley makes free throw 1 of 1,,12,14
59,1,4:24.0,,T. Lyles misses 3-pt jump shot from 23 ft (block by J. Green),12,14
60,1,4:24.0,,Offensive rebound by Team,12,14
61,1,4:24.0,S. Mack enters the game for M. Conley,,12,14
62,1,4:22.0,,M. Morris misses 2-pt jump shot from 19 ft,12,14
63,1,4:18.0,Defensive rebound by J. Noah,,12,14
64,1,4:02.0,K. Anderson misses 2-pt hook shot from 5 ft,,12,14
65,1,4:01.0,Offensive rebound by S. Mack,,12,14
66,1,4:01.0,O. Casspi enters the game for K. Anderson,,12,14
67,1,4:01.0,,M. Beasley enters the game for T. Craig,12,14
68,1,3:54.0,J. Green misses 3-pt jump shot from 24 ft,,12,14
69,1,3:50.0,,Defensive rebound by M. Morris,12,14
70,1,3:42.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by N. Jokić),12,17
71,1,3:18.0,O. Casspi misses 2-pt layup from 4 ft (block by J. Hernangómez),,12,17
72,1,3:15.0,,Defensive rebound by M. Morris,12,17
73,1,3:13.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by M. Morris),12,20
74,1,3:12.0,Memphis full timeout,,12,20
75,1,2:57.0,,Violation by Team (kicked ball),12,20
76,1,2:48.0,M. Brooks makes 2-pt jump shot from 11 ft,,14,20
77,1,2:23.0,,N. Jokić makes 2-pt jump shot from 20 ft,14,22
78,1,2:02.0,M. Brooks makes 2-pt jump shot from 16 ft,,16,22
79,1,1:47.0,,M. Morris makes 2-pt jump shot from 8 ft,16,24
80,1,1:28.0,M. Brooks makes 2-pt jump shot from 10 ft,,18,24
81,1,1:08.0,,N. Jokić makes 2-pt jump shot from 5 ft (assist by M. Beasley),18,26
82,1,0:47.0,O. Casspi makes 2-pt jump shot from 6 ft,,20,26
83,1,0:36.0,,T. Lyles misses 3-pt jump shot from 25 ft,20,26
84,1,0:33.0,Defensive rebound by J. Green,,20,26
85,1,0:15.0,M. Brooks makes 2-pt layup from 3 ft,,22,26
86,1,0:05.0,,Personal take foul by S. Mack (drawn by M. Morris),22,26
87,1,0:05.0,J. Jackson enters the game for J. Noah,,22,26
88,1,0:05.0,,T. Lydon enters the game for J. Hernangómez,22,26
89,1,0:05.0,,M. Plumlee enters the game for N. Jokić,22,26
90,1,0:01.0,,M. Beasley misses 3-pt jump shot from 25 ft,22,26
91,1,0:00.0,Defensive rebound by J. Green,,22,26
92,2,11:50.0,Personal foul by T. Lydon (drawn by O. Casspi),,22,26
93,2,11:38.0,O. Casspi makes 2-pt layup from 2 ft (assist by S. Mack),,24,26
94,2,11:22.0,,M. Morris misses 2-pt jump shot from 8 ft,24,26
95,2,11:21.0,,Offensive rebound by M. Plumlee,24,26
96,2,11:11.0,,M. Beasley misses 2-pt layup from 3 ft,24,26
97,2,11:09.0,Defensive rebound by O. Casspi,,24,26
98,2,10:47.0,J. Jackson makes 2-pt layup from 3 ft,,26,26
99,2,10:33.0,,T. Lyles misses 3-pt jump shot from 25 ft,26,26
100,2,10:30.0,Defensive rebound by O. Casspi,,26,26
101,2,10:28.0,Turnover by O. Casspi (bad pass; steal by T. Lyles),,26,26
102,2,10:22.0,,M. Beasley makes 2-pt dunk from 1 ft,26,28
103,2,10:12.0,Personal foul by M. Beasley (drawn by M. Brooks),,26,28
104,2,10:12.0,M. Conley enters the game for M. Brooks,,26,28
105,2,9:56.0,S. Mack makes 2-pt layup from 2 ft,,28,28
106,2,9:55.0,,Denver full timeout,28,28
107,2,9:55.0,,T. Craig enters the game for M. Beasley,28,28
108,2,9:55.0,,J. Murray enters the game for T. Lydon,28,28
109,2,9:36.0,,T. Lyles misses 2-pt jump shot from 5 ft,28,28
110,2,9:35.0,,Offensive rebound by T. Lyles,28,28
111,2,9:34.0,,T. Lyles makes 2-pt layup from 1 ft,28,30
112,2,9:17.0,O. Casspi makes 2-pt layup from 3 ft (assist by J. Jackson),,30,30
113,2,9:04.0,,T. Lyles makes 2-pt jump shot from 5 ft (assist by M. Morris),30,32
114,2,8:42.0,S. Mack makes 2-pt jump shot from 11 ft (assist by M. Gasol),,32,32
115,2,8:26.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by M. Morris),32,34
116,2,8:03.0,S. Mack makes 3-pt jump shot from 26 ft,,35,34
117,2,7:46.0,,T. Lyles makes 2-pt jump shot from 7 ft,35,36
118,2,7:46.0,,Shooting foul by M. Conley (drawn by T. Lyles),35,36
119,2,7:46.0,J. Green enters the game for J. Jackson,,35,36
120,2,7:46.0,G. Temple enters the game for S. Mack,,35,36
121,2,7:46.0,,T. Lyles makes free throw 1 of 1,35,37
122,2,7:33.0,Turnover by M. Conley (bad pass; steal by J. Murray),,35,37
123,2,7:29.0,,T. Craig makes 2-pt dunk from 2 ft (assist by J. Murray),35,39
124,2,7:29.0,Memphis full timeout,,35,39
125,2,7:29.0,,N. Jokić enters the game for T. Lyles,35,39
126,2,7:15.0,Shooting foul by N. Jokić (drawn by M. Conley),,35,39
127,2,7:15.0,M. Conley makes free throw 1 of 2,,36,39
128,2,7:15.0,M. Conley makes free throw 2 of 2,,37,39
129,2,7:03.0,,J. Murray makes 2-pt layup from 5 ft (assist by M. Plumlee),37,41
130,2,6:50.0,Shooting foul by M. Plumlee (drawn by J. Green),,37,41
131,2,6:50.0,J. Green makes free throw 1 of 2,,38,41
132,2,6:50.0,K. Anderson enters the game for O. Casspi,,38,41
133,2,6:50.0,J. Green makes free throw 2 of 2,,39,41
134,2,6:37.0,,Turnover by M. Plumlee (offensive foul),39,41
135,2,6:37.0,,Offensive foul by M. Plumlee (drawn by M. Conley),39,41
136,2,6:37.0,,J. Hernangómez enters the game for M. Morris,39,41
137,2,6:19.0,M. Conley misses 3-pt jump shot from 25 ft,,39,41
138,2,6:16.0,,Defensive rebound by M. Plumlee,39,41
139,2,6:01.0,,N. Jokić makes 2-pt jump shot from 4 ft,39,43
140,2,5:37.0,M. Conley makes 3-pt jump shot from 24 ft,,42,43
141,2,5:20.0,,Personal foul by M. Conley (drawn by T. Craig),42,43
142,2,5:20.0,S. Mack enters the game for M. Conley,,42,43
143,2,5:20.0,J. Noah enters the game for J. Green,,42,43
144,2,5:15.0,,J. Murray misses 2-pt jump shot from 12 ft,42,43
145,2,5:10.0,,Offensive rebound by M. Plumlee,42,43
146,2,5:10.0,,M. Plumlee makes 2-pt dunk from 1 ft,42,45
147,2,4:47.0,S. Mack makes 3-pt jump shot from 27 ft (assist by M. Gasol),,45,45
148,2,4:28.0,,T. Craig misses 3-pt jump shot from 24 ft,45,45
149,2,4:25.0,,Offensive rebound by M. Plumlee,45,45
150,2,4:23.0,,N. Jokić misses 2-pt jump shot from 23 ft,45,45
151,2,4:23.0,Defensive rebound by J. Noah,,45,45
152,2,4:08.0,Turnover by J. Noah (bad pass; steal by N. Jokić),,45,45
153,2,4:01.0,,N. Jokić makes 2-pt layup from 2 ft,45,47
154,2,3:47.0,S. Mack misses 2-pt layup from 4 ft (block by J. Murray),,45,47
155,2,3:44.0,,Defensive rebound by M. Plumlee,45,47
156,2,3:32.0,,T. Craig misses 2-pt jump shot from 23 ft,45,47
157,2,3:28.0,Defensive rebound by M. Gasol,,45,47
158,2,3:21.0,K. Anderson misses 2-pt jump shot from 16 ft,,45,47
159,2,3:19.0,,Defensive rebound by J. Hernangómez,45,47
160,2,3:14.0,,J. Murray misses 3-pt jump shot from 25 ft,45,47
161,2,3:11.0,,Offensive rebound by N. Jokić,45,47
162,2,3:00.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by J. Murray),45,49
163,2,2:50.0,Memphis full timeout,,45,49
164,2,2:50.0,J. Green enters the game for M. Gasol,,45,49
165,2,2:50.0,,T. Lyles enters the game for M. Plumlee,45,49
166,2,2:43.0,G. Temple misses 3-pt jump shot from 25 ft,,45,49
167,2,2:40.0,,Defensive rebound by T. Lyles,45,49
168,2,2:37.0,,Turnover by N. Jokić (offensive foul),45,49
169,2,2:37.0,,Offensive foul by N. Jokić (drawn by J. Green),45,49
170,2,2:37.0,M. Conley enters the game for S. Mack,,45,49
171,2,2:18.0,J. Green misses 3-pt jump shot from 22 ft,,45,49
172,2,2:16.0,,Defensive rebound by T. Lyles,45,49
