,QUARTER,TIME_REMAINING,NEW YORK_ACTION,OKLAHOMA CITY_ACTION,NEW YORK_SCORE,OKLAHOMA CITY_SCORE
0,1,11:46.0,,P. George misses 3-pt jump shot from 26 ft,0,0
1,1,11:42.0,Defensive rebound by K. Knox,,0,0
2,1,11:41.0,Turnover by K. Knox (out of bounds lost ball),,0,0
3,1,11:31.0,,S. Adams makes 2-pt dunk at rim (assist by D. Schröder),0,2
4,1,11:19.0,Personal foul by P. George (drawn by T. Hardaway),,0,2
5,1,11:11.0,Turnover by T. Hardaway (lost ball; steal by D. Schröder),,0,2
6,1,11:07.0,,T. Ferguson makes 2-pt layup from 2 ft (assist by D. Schröder),0,4
7,1,10:53.0,M. Robinson makes 2-pt hook shot from 7 ft (assist by E. Mudiay),,2,4
8,1,10:41.0,,D. Schröder makes 2-pt jump shot from 15 ft,2,6
9,1,10:27.0,E. Mudiay makes 2-pt jump shot from 13 ft (assist by M. Robinson),,4,6
10,1,10:13.0,,S. Adams makes 2-pt dunk from 1 ft (assist by P. George),4,8
11,1,10:01.0,K. Knox makes 2-pt jump shot from 3 ft,,6,8
12,1,9:39.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by T. Ferguson),6,11
13,1,9:28.0,M. Robinson misses 2-pt layup from 2 ft,,6,11
14,1,9:26.0,,Defensive rebound by J. Grant,6,11
15,1,9:16.0,,S. Adams misses 2-pt hook shot from 2 ft,6,11
16,1,9:12.0,Defensive rebound by T. Hardaway,,6,11
17,1,9:06.0,T. Hardaway misses 2-pt layup from 2 ft (block by P. George),,6,11
18,1,9:05.0,,Defensive rebound by S. Adams,6,11
19,1,9:02.0,,D. Schröder misses 2-pt jump shot from 1 ft (block by M. Robinson),6,11
20,1,9:01.0,,Offensive rebound by P. George,6,11
21,1,9:01.0,,Shooting foul by K. Knox (drawn by P. George),6,11
22,1,9:01.0,,P. George makes free throw 1 of 2,6,12
23,1,9:01.0,,P. George makes free throw 2 of 2,6,13
24,1,8:50.0,T. Hardaway misses 3-pt jump shot from 26 ft,,6,13
25,1,8:47.0,,Defensive rebound by T. Ferguson,6,13
26,1,8:36.0,,P. George makes 2-pt jump shot from 12 ft,6,15
27,1,8:24.0,E. Mudiay makes 2-pt layup from 1 ft,,8,15
28,1,8:13.0,,Personal foul by M. Robinson (drawn by S. Adams),8,15
29,1,8:05.0,,P. George makes 2-pt jump shot from 9 ft,8,17
30,1,7:53.0,K. Knox misses 3-pt jump shot from 23 ft,,8,17
31,1,7:53.0,,Defensive rebound by J. Grant,8,17
32,1,7:45.0,,Offensive foul by J. Grant (drawn by N. Vonleh),8,17
33,1,7:45.0,,Turnover by J. Grant (offensive foul),8,17
34,1,7:34.0,K. Knox misses 2-pt layup from 3 ft,,8,17
35,1,7:32.0,,Defensive rebound by S. Adams,8,17
36,1,7:29.0,,P. George misses 3-pt jump shot from 25 ft,8,17
37,1,7:26.0,,Offensive rebound by S. Adams,8,17
38,1,7:23.0,,J. Grant makes 2-pt layup from 2 ft (assist by S. Adams),8,19
39,1,7:18.0,New York full timeout,,8,19
40,1,7:12.0,T. Hardaway makes 3-pt jump shot from 26 ft,,11,19
41,1,6:48.0,,Offensive foul by J. Grant (drawn by T. Hardaway),11,19
42,1,6:48.0,,Turnover by J. Grant (offensive foul),11,19
43,1,6:30.0,Shooting foul by P. George (drawn by T. Hardaway),,11,19
44,1,6:30.0,T. Hardaway makes free throw 1 of 2,,12,19
45,1,6:30.0,A. Trier enters the game for N. Vonleh,,12,19
46,1,6:30.0,,P. Patterson enters the game for J. Grant,12,19
47,1,6:30.0,T. Hardaway makes free throw 2 of 2,,13,19
48,1,6:10.0,,S. Adams misses 2-pt hook shot from 4 ft,13,19
49,1,6:06.0,,Offensive rebound by P. Patterson,13,19
50,1,6:06.0,,P. Patterson misses 2-pt layup at rim,13,19
51,1,6:06.0,Defensive rebound by Team,,13,19
52,1,5:57.0,K. Knox makes 3-pt jump shot from 27 ft (assist by E. Mudiay),,16,19
53,1,5:38.0,,Personal foul by M. Robinson (drawn by P. George),16,19
54,1,5:38.0,E. Freedom enters the game for M. Robinson,,16,19
55,1,5:24.0,,Shooting foul by K. Knox (drawn by P. Patterson),16,19
56,1,5:24.0,,P. Patterson makes free throw 1 of 2,16,20
57,1,5:24.0,M. Hezonja enters the game for K. Knox,,16,20
58,1,5:24.0,,P. Patterson misses free throw 2 of 2,16,20
59,1,5:22.0,Defensive rebound by M. Hezonja,,16,20
60,1,5:03.0,E. Freedom makes 2-pt layup from 1 ft,,18,20
61,1,4:52.0,,D. Schröder makes 3-pt jump shot from 24 ft,18,23
62,1,4:30.0,Turnover by E. Mudiay (bad pass; steal by P. Patterson),,18,23
63,1,4:22.0,,S. Adams makes 2-pt hook shot from 1 ft (assist by D. Schröder),18,25
64,1,4:06.0,Turnover by E. Mudiay (bad pass; steal by P. George),,18,25
65,1,4:02.0,,Offensive foul by S. Adams (drawn by E. Freedom),18,25
66,1,4:02.0,,Turnover by S. Adams (offensive foul),18,25
67,1,4:02.0,D. Dotson enters the game for T. Hardaway,,18,25
68,1,4:02.0,F. Ntilikina enters the game for E. Mudiay,,18,25
69,1,3:50.0,M. Hezonja misses 2-pt jump shot from 21 ft,,18,25
70,1,3:47.0,,Defensive rebound by P. George,18,25
71,1,3:41.0,,P. George misses 3-pt jump shot from 25 ft,18,25
72,1,3:37.0,Defensive rebound by D. Dotson,,18,25
73,1,3:30.0,M. Hezonja misses 2-pt layup from 1 ft,,18,25
74,1,3:30.0,,Defensive rebound by D. Schröder,18,25
75,1,3:26.0,,T. Ferguson misses 2-pt layup at rim,18,25
76,1,3:26.0,Defensive rebound by F. Ntilikina,,18,25
77,1,3:07.0,F. Ntilikina misses 3-pt jump shot from 26 ft,,18,25
78,1,3:03.0,,Defensive rebound by D. Schröder,18,25
79,1,2:59.0,,P. George makes 2-pt layup from 1 ft (assist by T. Ferguson),18,27
80,1,2:43.0,Offensive foul by E. Freedom (drawn by P. Patterson),,18,27
81,1,2:43.0,Turnover by E. Freedom (offensive foul),,18,27
82,1,2:43.0,,Oklahoma City full timeout,18,27
83,1,2:43.0,,Á. Abrines enters the game for P. George,18,27
84,1,2:30.0,,D. Schröder makes 2-pt jump shot from 6 ft,18,29
85,1,2:12.0,D. Dotson misses 2-pt jump shot from 13 ft,,18,29
86,1,2:10.0,Offensive rebound by E. Freedom,,18,29
87,1,2:04.0,M. Hezonja makes 2-pt jump shot from 13 ft (assist by F. Ntilikina),,20,29
88,1,1:45.0,,S. Adams makes 2-pt dunk from 1 ft (assist by D. Schröder),20,31
89,1,1:32.0,Turnover by M. Hezonja (bad pass),,20,31
90,1,1:20.0,,T. Ferguson makes 2-pt layup from 1 ft (assist by D. Schröder),20,33
91,1,0:57.0,E. Freedom misses 2-pt jump shot from 12 ft,,20,33
92,1,0:55.0,Offensive rebound by D. Dotson,,20,33
93,1,0:55.0,D. Dotson misses 2-pt dunk from 1 ft,,20,33
94,1,0:55.0,,Defensive rebound by Team,20,33
95,1,0:37.0,,Personal foul by E. Freedom (drawn by D. Schröder),20,33
96,1,0:37.0,,D. Schröder makes free throw 1 of 2,20,34
97,1,0:37.0,,D. Schröder makes free throw 2 of 2,20,35
98,1,0:31.0,A. Trier misses 2-pt layup at rim,,20,35
99,1,0:31.0,Offensive rebound by E. Freedom,,20,35
100,1,0:31.0,E. Freedom makes 2-pt layup from 1 ft,,22,35
101,1,0:12.0,,S. Adams makes 2-pt layup from 1 ft (assist by D. Schröder),22,37
102,1,0:01.0,A. Trier misses 2-pt jump shot from 17 ft,,22,37
103,1,0:01.0,,Defensive rebound by D. Schröder,22,37
104,2,12:00.0,Violation by Team (delay of game),,22,37
105,2,11:47.0,Personal foul by H. Diallo (drawn by D. Dotson),,22,37
106,2,11:33.0,M. Hezonja makes 2-pt dunk at rim,,24,37
107,2,11:09.0,,Turnover by P. Patterson (bad pass; steal by A. Trier),24,37
108,2,11:03.0,A. Trier misses 2-pt jump shot from 14 ft,,24,37
109,2,11:00.0,,Defensive rebound by N. Noel,24,37
110,2,10:46.0,,H. Diallo misses 2-pt layup from 1 ft,24,37
111,2,10:45.0,,Offensive rebound by Team,24,37
112,2,10:45.0,Loose ball foul by D. Dotson (drawn by N. Noel),,24,37
113,2,10:34.0,,R. Felton makes 3-pt jump shot from 26 ft,24,40
114,2,10:11.0,E. Freedom makes 2-pt hook shot from 6 ft (assist by D. Dotson),,26,40
115,2,9:51.0,,Shooting foul by F. Ntilikina (drawn by R. Felton),26,40
116,2,9:51.0,,R. Felton makes free throw 1 of 2,26,41
117,2,9:51.0,,R. Felton makes free throw 2 of 2,26,42
118,2,9:29.0,E. Freedom misses 2-pt hook shot from 4 ft,,26,42
119,2,9:27.0,,Defensive rebound by N. Noel,26,42
120,2,9:20.0,Violation by Team (kicked ball),,26,42
121,2,9:20.0,M. Robinson enters the game for E. Freedom,,26,42
122,2,9:05.0,,R. Felton misses 3-pt jump shot from 35 ft,26,42
123,2,9:02.0,,Offensive rebound by P. Patterson,26,42
124,2,9:01.0,,P. Patterson makes 2-pt layup from 1 ft,26,44
125,2,8:35.0,D. Dotson misses 3-pt jump shot from 25 ft,,26,44
126,2,8:32.0,,Defensive rebound by Team,26,44
127,2,8:32.0,T. Hardaway enters the game for D. Dotson,,26,44
128,2,8:32.0,E. Mudiay enters the game for F. Ntilikina,,26,44
129,2,8:15.0,,Á. Abrines misses 2-pt jump shot from 16 ft,26,44
130,2,8:12.0,Defensive rebound by M. Hezonja,,26,44
131,2,8:08.0,M. Hezonja makes 2-pt layup at rim,,28,44
132,2,7:53.0,,Turnover by Á. Abrines (lost ball; steal by A. Trier),28,44
133,2,7:51.0,A. Trier makes 2-pt layup at rim,,30,44
134,2,7:29.0,,Á. Abrines misses 3-pt jump shot from 27 ft,30,44
135,2,7:29.0,Defensive rebound by T. Hardaway,,30,44
136,2,7:20.0,Shooting foul by R. Felton (drawn by T. Hardaway),,30,44
137,2,7:20.0,T. Hardaway misses free throw 1 of 3,,30,44
138,2,7:20.0,Offensive rebound by Team,,30,44
139,2,7:20.0,T. Hardaway makes free throw 2 of 3,,31,44
140,2,7:20.0,,Oklahoma City full timeout,31,44
141,2,7:20.0,K. Knox enters the game for M. Hezonja,,31,44
142,2,7:20.0,N. Vonleh enters the game for M. Robinson,,31,44
143,2,7:20.0,,P. George enters the game for Á. Abrines,31,44
144,2,7:20.0,,J. Grant enters the game for P. Patterson,31,44
145,2,7:20.0,T. Hardaway makes free throw 3 of 3,,32,44
146,2,7:11.0,,P. George misses 2-pt jump shot from 18 ft,32,44
147,2,7:08.0,Defensive rebound by K. Knox,,32,44
148,2,6:58.0,T. Hardaway misses 3-pt jump shot from 27 ft,,32,44
149,2,6:54.0,Offensive rebound by N. Vonleh,,32,44
150,2,6:53.0,N. Vonleh misses 2-pt layup from 2 ft (block by N. Noel),,32,44
151,2,6:51.0,Offensive rebound by A. Trier,,32,44
152,2,6:49.0,K. Knox misses 3-pt jump shot from 23 ft,,32,44
153,2,6:45.0,,Defensive rebound by P. George,32,44
154,2,6:32.0,,R. Felton misses 3-pt jump shot from 25 ft,32,44
155,2,6:30.0,Defensive rebound by E. Mudiay,,32,44
156,2,6:27.0,Shooting foul by H. Diallo (drawn by E. Mudiay),,32,44
157,2,6:27.0,E. Mudiay makes free throw 1 of 2,,33,44
158,2,6:27.0,,S. Adams enters the game for R. Felton,33,44
159,2,6:27.0,,D. Schröder enters the game for N. Noel,33,44
160,2,6:27.0,E. Mudiay makes free throw 2 of 2,,34,44
161,2,6:15.0,,P. George makes 3-pt jump shot from 25 ft (assist by S. Adams),34,47
162,2,5:54.0,N. Vonleh misses 2-pt jump shot from 20 ft,,34,47
163,2,5:51.0,,Defensive rebound by D. Schröder,34,47
164,2,5:40.0,,H. Diallo makes 2-pt layup at rim,34,49
165,2,5:26.0,N. Vonleh misses 3-pt jump shot from 26 ft,,34,49
166,2,5:23.0,,Defensive rebound by H. Diallo,34,49
167,2,5:16.0,,H. Diallo misses 2-pt layup from 2 ft,34,49
168,2,5:11.0,,Offensive rebound by H. Diallo,34,49
169,2,5:11.0,,H. Diallo makes 2-pt layup at rim,34,51
170,2,5:08.0,,Oklahoma City full timeout,34,51
171,2,5:08.0,M. Robinson enters the game for A. Trier,,34,51
172,2,5:08.0,,T. Ferguson enters the game for H. Diallo,34,51
173,2,4:57.0,T. Hardaway misses 3-pt jump shot from 26 ft,,34,51
174,2,4:54.0,,Defensive rebound by T. Ferguson,34,51
175,2,4:43.0,,Turnover by D. Schröder (bad pass; steal by M. Robinson),34,51
176,2,4:40.0,Shooting foul by D. Schröder (drawn by E. Mudiay),,34,51
177,2,4:40.0,E. Mudiay makes free throw 1 of 2,,35,51
178,2,4:40.0,E. Mudiay misses free throw 2 of 2,,35,51
179,2,4:38.0,,Defensive rebound by P. George,35,51
180,2,4:24.0,,P. George makes 2-pt jump shot from 13 ft,35,53
181,2,4:08.0,N. Vonleh makes 2-pt dunk at rim,,37,53
182,2,3:55.0,,J. Grant makes 2-pt dunk from 1 ft (assist by P. George),37,55
183,2,3:37.0,K. Knox misses 2-pt jump shot from 22 ft,,37,55
184,2,3:36.0,,Defensive rebound by Team,37,55
185,2,3:21.0,,D. Schröder misses 2-pt layup from 1 ft (block by E. Mudiay),37,55
186,2,3:20.0,,Offensive rebound by S. Adams,37,55
187,2,3:20.0,,S. Adams makes 2-pt dunk at rim,37,57
188,2,3:01.0,E. Mudiay misses 3-pt jump shot from 23 ft,,37,57
189,2,2:59.0,,Defensive rebound by T. Ferguson,37,57
190,2,2:52.0,,S. Adams makes 2-pt jump shot from 7 ft (assist by P. George),37,59
191,2,2:44.0,New York full timeout,,37,59
192,2,2:44.0,M. Hezonja enters the game for N. Vonleh,,37,59
193,2,2:36.0,T. Hardaway makes 2-pt jump shot from 2 ft,,39,59
194,2,2:17.0,,Shooting foul by M. Robinson (drawn by S. Adams),39,59
195,2,2:17.0,,S. Adams makes free throw 1 of 2,39,60
196,2,2:17.0,E. Freedom enters the game for M. Robinson,,39,60
197,2,2:17.0,,S. Adams misses free throw 2 of 2,39,60
198,2,2:15.0,Defensive rebound by M. Hezonja,,39,60
199,2,2:05.0,Shooting foul by J. Grant (drawn by K. Knox),,39,60
200,2,2:05.0,K. Knox makes free throw 1 of 2,,40,60
201,2,2:05.0,K. Knox makes free throw 2 of 2,,41,60
202,2,1:54.0,,D. Schröder misses 2-pt layup from 1 ft (block by T. Hardaway),41,60
203,2,1:52.0,Defensive rebound by M. Hezonja,,41,60
204,2,1:49.0,Turnover by M. Hezonja (bad pass; steal by S. Adams),,41,60
205,2,1:45.0,,P. George makes 2-pt dunk from 1 ft (assist by D. Schröder),41,62
206,2,1:28.0,E. Freedom makes 2-pt layup from 1 ft (assist by T. Hardaway),,43,62
207,2,1:07.0,,T. Ferguson misses 3-pt jump shot from 22 ft,43,62
208,2,1:05.0,Defensive rebound by M. Hezonja,,43,62
209,2,0:55.0,K. Knox makes 3-pt jump shot from 25 ft (assist by M. Hezonja),,46,62
210,2,0:47.0,,P. George makes 3-pt jump shot from 25 ft (assist by D. Schröder),46,65
211,2,0:37.0,T. Hardaway misses 3-pt jump shot from 25 ft,,46,65
212,2,0:34.0,,Defensive rebound by Team,46,65
213,2,0:34.0,N. Vonleh enters the game for E. Freedom,,46,65
214,2,0:34.0,,H. Diallo enters the game for J. Grant,46,65
215,2,0:29.0,,T. Ferguson misses 3-pt jump shot from 23 ft,46,65
216,2,0:26.0,Defensive rebound by N. Vonleh,,46,65
217,2,0:06.0,M. Hezonja misses 3-pt jump shot from 24 ft,,46,65
218,2,0:05.0,Offensive rebound by N. Vonleh,,46,65
219,2,0:04.0,N. Vonleh makes 2-pt layup from 1 ft,,48,65
220,2,0:04.0,Shooting foul by T. Ferguson (drawn by N. Vonleh),,48,65
221,2,0:04.0,F. Ntilikina enters the game for K. Knox,,48,65
222,2,0:04.0,N. Vonleh makes free throw 1 of 1,,49,65
223,2,0:00.0,,D. Schröder misses 3-pt jump shot from 26 ft,49,65
224,2,0:00.0,,Offensive rebound by Team,49,65
225,3,11:44.0,T. Hardaway makes 2-pt jump shot from 13 ft (assist by E. Mudiay),,51,65
226,3,11:28.0,,S. Adams misses 2-pt layup from 2 ft (block by M. Robinson),51,65
227,3,11:27.0,Defensive rebound by Team,,51,65
228,3,11:20.0,Offensive foul by K. Knox (drawn by T. Ferguson),,51,65
229,3,11:20.0,Turnover by K. Knox (offensive foul),,51,65
