,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,GOLDEN STATE_ACTION,MILWAUKEE_SCORE,GOLDEN STATE_SCORE
36,1,8:09.0,,Defensive rebound by K. Durant,8,9
37,1,8:02.0,,K. Durant makes 2-pt jump shot from 10 ft,8,11
38,1,7:40.0,K. Middleton makes 2-pt layup from 3 ft,,10,11
39,1,7:31.0,,D. Jones makes 2-pt jump shot from 19 ft (assist by S. Curry),10,13
40,1,7:14.0,Shooting foul by J. Bell (drawn by G. Antetokounmpo),,10,13
41,1,7:13.0,G. Antetokounmpo makes free throw 1 of 2,,11,13
42,1,7:13.0,E. İlyasova enters the game for M. Brogdon,,11,13
43,1,7:13.0,,K. Looney enters the game for J. Bell,11,13
44,1,7:13.0,G. Antetokounmpo makes free throw 2 of 2,,12,13
45,1,7:00.0,,Turnover by K. Looney (off goaltending),12,13
46,1,6:57.0,,Golden State full timeout,12,13
47,1,6:48.0,G. Antetokounmpo makes 2-pt layup from 3 ft,,14,13
48,1,6:28.0,,S. Curry makes 2-pt jump shot from 6 ft (assist by K. Looney),14,15
49,1,6:13.0,E. Bledsoe makes 2-pt jump shot from 13 ft (assist by G. Antetokounmpo),,16,15
50,1,6:13.0,Shooting foul by S. Curry (drawn by E. Bledsoe),,16,15
51,1,6:13.0,,Q. Cook enters the game for S. Curry,16,15
52,1,6:13.0,E. Bledsoe makes free throw 1 of 1,,17,15
53,1,6:01.0,,K. Looney makes 2-pt dunk from 1 ft (assist by K. Durant),17,17
54,1,5:45.0,G. Antetokounmpo misses 2-pt jump shot from 10 ft,,17,17
55,1,5:44.0,,Defensive rebound by D. Jones,17,17
56,1,5:34.0,,K. Thompson makes 2-pt jump shot from 12 ft (assist by Q. Cook),17,19
57,1,5:25.0,B. Lopez misses 3-pt jump shot from 23 ft,,17,19
58,1,5:24.0,,Defensive rebound by K. Looney,17,19
59,1,5:16.0,,K. Thompson makes 2-pt jump shot from 17 ft,17,21
60,1,4:57.0,K. Middleton makes 2-pt jump shot from 11 ft,,19,21
61,1,4:49.0,,Personal foul by K. Middleton (drawn by K. Thompson),19,21
62,1,4:49.0,D. DiVincenzo enters the game for G. Antetokounmpo,,19,21
63,1,4:49.0,J. Henson enters the game for B. Lopez,,19,21
64,1,4:49.0,,J. Jerebko enters the game for D. Jones,19,21
65,1,4:39.0,,K. Thompson makes 2-pt jump shot from 15 ft (assist by K. Looney),19,23
66,1,4:39.0,Milwaukee full timeout,,19,23
67,1,4:24.0,K. Middleton makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,22,23
68,1,4:05.0,,Shooting foul by D. DiVincenzo (drawn by K. Thompson),22,23
69,1,4:05.0,,K. Thompson makes free throw 1 of 2,22,24
70,1,4:05.0,,K. Thompson misses free throw 2 of 2,22,24
71,1,4:05.0,Defensive rebound by E. İlyasova,,22,24
72,1,3:56.0,K. Middleton makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,25,24
73,1,3:37.0,,K. Looney misses 2-pt layup from 1 ft,25,24
74,1,3:36.0,Defensive rebound by E. İlyasova,,25,24
75,1,3:32.0,E. İlyasova makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,28,24
76,1,3:19.0,,Turnover by Q. Cook (bad pass),28,24
77,1,3:19.0,M. Brogdon enters the game for E. Bledsoe,,28,24
78,1,3:06.0,K. Middleton misses 3-pt jump shot from 27 ft,,28,24
79,1,3:04.0,Offensive rebound by J. Henson,,28,24
80,1,3:04.0,D. DiVincenzo misses 3-pt jump shot from 26 ft,,28,24
81,1,3:02.0,,Defensive rebound by K. Looney,28,24
82,1,2:50.0,,Personal foul by K. Middleton (drawn by K. Durant),28,24
83,1,2:50.0,T. Snell enters the game for K. Middleton,,28,24
84,1,2:37.0,,K. Durant misses 2-pt jump shot from 14 ft,28,24
85,1,2:36.0,Defensive rebound by E. İlyasova,,28,24
86,1,2:24.0,D. DiVincenzo misses 3-pt jump shot from 26 ft,,28,24
87,1,2:23.0,Offensive rebound by Team,,28,24
88,1,2:23.0,Shooting foul by K. Looney (drawn by E. İlyasova),,28,24
89,1,2:23.0,E. İlyasova makes free throw 1 of 2,,29,24
90,1,2:23.0,,A. Iguodala enters the game for K. Thompson,29,24
91,1,2:23.0,E. İlyasova makes free throw 2 of 2,,30,24
92,1,1:59.0,,K. Durant makes 2-pt jump shot from 15 ft (assist by Q. Cook),30,26
93,1,1:34.0,M. Brogdon makes 2-pt layup from 3 ft (assist by D. DiVincenzo),,32,26
94,1,1:23.0,,A. Iguodala makes 3-pt jump shot from 25 ft (assist by K. Durant),32,29
95,1,1:10.0,Turnover by J. Henson (step out of bounds),,32,29
96,1,1:10.0,G. Antetokounmpo enters the game for E. İlyasova,,32,29
97,1,1:01.0,,K. Durant misses 2-pt hook shot from 7 ft (block by J. Henson),32,29
98,1,1:00.0,,Offensive rebound by Team,32,29
99,1,0:49.0,,Turnover by K. Durant (bad pass; steal by M. Brogdon),32,29
100,1,0:37.0,T. Snell misses 3-pt jump shot from 30 ft,,32,29
101,1,0:35.0,,Defensive rebound by K. Looney,32,29
102,1,0:23.0,,J. Jerebko misses 3-pt jump shot from 28 ft,32,29
103,1,0:21.0,Defensive rebound by M. Brogdon,,32,29
104,1,0:03.0,D. DiVincenzo misses 3-pt jump shot from 23 ft,,32,29
105,1,0:01.0,,Defensive rebound by K. Looney,32,29
106,2,11:46.0,,A. Iguodala makes 3-pt jump shot from 27 ft (assist by S. Curry),32,32
107,2,11:25.0,G. Antetokounmpo misses 2-pt jump shot from 13 ft,,32,32
108,2,11:24.0,,Defensive rebound by A. Iguodala,32,32
109,2,11:15.0,,A. McKinnie misses 3-pt jump shot from 26 ft,32,32
110,2,11:15.0,Defensive rebound by Team,,32,32
111,2,11:15.0,B. Lopez enters the game for J. Henson,,32,32
112,2,10:55.0,P. Connaughton makes 2-pt jump shot from 8 ft,,34,32
113,2,10:37.0,,A. Iguodala misses 3-pt jump shot from 26 ft,34,32
114,2,10:35.0,Defensive rebound by G. Antetokounmpo,,34,32
115,2,10:29.0,B. Lopez misses 3-pt jump shot from 26 ft,,34,32
116,2,10:27.0,,Defensive rebound by A. McKinnie,34,32
117,2,10:19.0,,A. McKinnie makes 2-pt layup from 2 ft (assist by S. Curry),34,34
118,2,10:08.0,G. Antetokounmpo makes 2-pt dunk from 2 ft,,36,34
119,2,9:56.0,,S. Curry misses 3-pt jump shot from 27 ft,36,34
120,2,9:51.0,Defensive rebound by G. Antetokounmpo,,36,34
121,2,9:46.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,36,34
122,2,9:41.0,,Defensive rebound by S. Curry,36,34
123,2,9:38.0,,J. Jerebko misses 3-pt jump shot from 27 ft,36,34
124,2,9:33.0,Defensive rebound by P. Connaughton,,36,34
125,2,9:26.0,P. Connaughton misses 3-pt jump shot from 27 ft,,36,34
126,2,9:24.0,,Defensive rebound by Team,36,34
127,2,9:24.0,Loose ball foul by M. Brogdon (drawn by S. Curry),,36,34
128,2,9:14.0,,S. Curry misses 2-pt jump shot from 19 ft,36,34
129,2,9:11.0,Defensive rebound by G. Antetokounmpo,,36,34
130,2,9:03.0,M. Brogdon misses 3-pt jump shot from 26 ft,,36,34
131,2,9:00.0,,Defensive rebound by J. Jerebko,36,34
132,2,8:49.0,,J. Jerebko misses 3-pt jump shot from 26 ft,36,34
133,2,8:43.0,Defensive rebound by T. Snell,,36,34
134,2,8:28.0,P. Connaughton makes 2-pt dunk from 1 ft (assist by G. Antetokounmpo),,38,34
135,2,8:11.0,,A. McKinnie misses 3-pt jump shot from 23 ft,38,34
136,2,8:08.0,,Offensive rebound by J. Jerebko,38,34
137,2,8:01.0,,S. Curry makes 2-pt jump shot from 22 ft,38,36
138,2,7:45.0,T. Snell misses 2-pt layup from 3 ft,,38,36
139,2,7:45.0,Offensive rebound by G. Antetokounmpo,,38,36
140,2,7:45.0,Shooting foul by J. Jerebko (drawn by G. Antetokounmpo),,38,36
141,2,7:45.0,G. Antetokounmpo makes free throw 1 of 2,,39,36
142,2,7:45.0,E. Bledsoe enters the game for M. Brogdon,,39,36
143,2,7:45.0,K. Middleton enters the game for T. Snell,,39,36
144,2,7:45.0,,D. Jones enters the game for J. Jerebko,39,36
145,2,7:45.0,,K. Thompson enters the game for K. Looney,39,36
146,2,7:45.0,G. Antetokounmpo makes free throw 2 of 2,,40,36
147,2,7:33.0,,S. Curry misses 3-pt jump shot from 26 ft,40,36
148,2,7:31.0,Defensive rebound by B. Lopez,,40,36
149,2,7:26.0,E. Bledsoe misses 3-pt jump shot from 27 ft,,40,36
150,2,7:24.0,,Defensive rebound by K. Thompson,40,36
151,2,7:07.0,,D. Jones misses 2-pt jump shot from 22 ft,40,36
152,2,7:06.0,,Offensive rebound by A. Iguodala,40,36
153,2,7:02.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),40,39
154,2,6:55.0,Turnover by K. Middleton (bad pass; steal by A. Iguodala),,40,39
155,2,6:47.0,,Turnover by A. Iguodala (bad pass),40,39
156,2,6:47.0,,Golden State full timeout,40,39
157,2,6:47.0,E. İlyasova enters the game for G. Antetokounmpo,,40,39
158,2,6:47.0,,K. Durant enters the game for A. Iguodala,40,39
159,2,6:33.0,E. Bledsoe makes 2-pt layup from 2 ft,,42,39
160,2,6:18.0,,K. Thompson misses 2-pt jump shot from 17 ft,42,39
161,2,6:16.0,,Offensive rebound by Team,42,39
162,2,6:12.0,,K. Durant misses 2-pt jump shot from 16 ft,42,39
163,2,6:11.0,Defensive rebound by E. İlyasova,,42,39
164,2,6:05.0,E. Bledsoe makes 2-pt layup from 2 ft,,44,39
165,2,6:05.0,Shooting foul by A. McKinnie (drawn by E. Bledsoe),,44,39
166,2,6:05.0,E. Bledsoe misses free throw 1 of 1,,44,39
167,2,6:03.0,,Defensive rebound by K. Durant,44,39
168,2,5:56.0,,Personal foul by P. Connaughton (drawn by K. Thompson),44,39
169,2,5:52.0,,Shooting foul by E. İlyasova (drawn by K. Thompson),44,39
170,2,5:52.0,,K. Thompson makes free throw 1 of 2,44,40
171,2,5:52.0,,K. Thompson makes free throw 2 of 2,44,41
172,2,5:40.0,K. Middleton misses 3-pt jump shot from 26 ft,,44,41
173,2,5:38.0,,Defensive rebound by D. Jones,44,41
174,2,5:23.0,,K. Durant misses 3-pt jump shot from 26 ft,44,41
175,2,5:21.0,,Offensive rebound by K. Thompson,44,41
176,2,5:16.0,,A. McKinnie misses 3-pt jump shot from 23 ft,44,41
177,2,5:14.0,Defensive rebound by E. Bledsoe,,44,41
178,2,5:01.0,Def 3 sec tech foul by Team,,44,41
179,2,5:01.0,K. Middleton misses technical free throw,,44,41
180,2,5:01.0,Offensive rebound by Team,,44,41
181,2,5:01.0,G. Antetokounmpo enters the game for B. Lopez,,44,41
182,2,5:01.0,,A. Iguodala enters the game for A. McKinnie,44,41
183,2,4:55.0,P. Connaughton makes 2-pt hook shot from 6 ft (assist by E. İlyasova),,46,41
184,2,4:45.0,,Turnover by K. Durant (lost ball; steal by G. Antetokounmpo),46,41
185,2,4:41.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,46,41
186,2,4:40.0,Offensive rebound by G. Antetokounmpo,,46,41
187,2,4:40.0,G. Antetokounmpo makes 2-pt dunk from 1 ft,,48,41
188,2,4:39.0,,Golden State full timeout,48,41
189,2,4:39.0,,K. Looney enters the game for D. Jones,48,41
190,2,4:33.0,,Turnover by A. Iguodala (bad pass),48,41
191,2,4:21.0,Shooting foul by K. Thompson (drawn by E. Bledsoe),,48,41
192,2,4:21.0,E. Bledsoe makes free throw 1 of 2,,49,41
193,2,4:21.0,E. Bledsoe makes free throw 2 of 2,,50,41
194,2,4:10.0,,K. Thompson misses 2-pt jump shot from 12 ft,50,41
195,2,4:08.0,Defensive rebound by Team,,50,41
196,2,3:51.0,P. Connaughton makes 2-pt jump shot from 5 ft (assist by G. Antetokounmpo),,52,41
197,2,3:40.0,,S. Curry misses 2-pt jump shot from 13 ft,52,41
198,2,3:39.0,Defensive rebound by G. Antetokounmpo,,52,41
199,2,3:35.0,Shooting foul by A. Iguodala (drawn by G. Antetokounmpo),,52,41
200,2,3:35.0,G. Antetokounmpo makes free throw 1 of 2,,53,41
201,2,3:35.0,G. Antetokounmpo misses free throw 2 of 2,,53,41
202,2,3:32.0,Offensive rebound by Team,,53,41
203,2,3:32.0,Personal foul by K. Looney (drawn by G. Antetokounmpo),,53,41
204,2,3:32.0,G. Antetokounmpo makes free throw 1 of 2,,54,41
205,2,3:32.0,G. Antetokounmpo makes free throw 2 of 2,,55,41
206,2,3:16.0,,K. Durant makes 2-pt layup from 2 ft,55,43
207,2,3:05.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,57,43
208,2,2:51.0,,K. Durant misses 2-pt jump shot from 11 ft,57,43
209,2,2:49.0,,Offensive rebound by Team,57,43
210,2,2:47.0,,Shooting foul by G. Antetokounmpo (drawn by K. Looney),57,43
211,2,2:47.0,,K. Looney makes free throw 1 of 2,57,44
212,2,2:47.0,,K. Looney makes free throw 2 of 2,57,45
213,2,2:28.0,P. Connaughton makes 3-pt jump shot from 30 ft (assist by K. Middleton),,60,45
214,2,2:11.0,,S. Curry makes 2-pt jump shot from 20 ft,60,47
215,2,2:01.0,G. Antetokounmpo makes 2-pt layup from 5 ft (assist by K. Middleton),,62,47
216,2,1:49.0,,K. Durant misses 2-pt layup from 4 ft (block by G. Antetokounmpo),62,47
217,2,1:48.0,,Offensive rebound by Team,62,47
218,2,1:48.0,T. Snell enters the game for G. Antetokounmpo,,62,47
219,2,1:41.0,,K. Looney makes 2-pt dunk from 2 ft (assist by K. Durant),62,49
220,2,1:27.0,P. Connaughton makes 2-pt layup from 3 ft (assist by E. İlyasova),,64,49
221,2,1:16.0,,Shooting foul by E. İlyasova (drawn by K. Looney),64,49
222,2,1:16.0,,K. Looney makes free throw 1 of 2,64,50
223,2,1:16.0,G. Antetokounmpo enters the game for P. Connaughton,,64,50
224,2,1:16.0,,K. Looney makes free throw 2 of 2,64,51
225,2,0:58.0,Offensive foul by E. Bledsoe (drawn by K. Looney),,64,51
226,2,0:58.0,Turnover by E. Bledsoe (offensive foul),,64,51
227,2,0:45.0,,S. Curry misses 2-pt layup from 3 ft,64,51
228,2,0:44.0,Defensive rebound by E. İlyasova,,64,51
229,2,0:40.0,Turnover by E. İlyasova (bad pass),,64,51
230,2,0:32.0,,Turnover by K. Thompson (out of bounds lost ball),64,51
231,2,0:32.0,P. Connaughton enters the game for T. Snell,,64,51
232,2,0:20.0,G. Antetokounmpo misses 2-pt layup from 5 ft (block by K. Looney),,64,51
233,2,0:19.0,,Defensive rebound by K. Durant,64,51
234,2,0:16.0,,Turnover by K. Durant (lost ball; steal by K. Middleton),64,51
235,2,0:02.0,G. Antetokounmpo misses 3-pt jump shot from 23 ft,,64,51
236,2,0:00.0,Offensive rebound by P. Connaughton,,64,51
237,2,0:00.0,P. Connaughton misses 2-pt layup from 3 ft (block by K. Durant),,64,51
238,2,0:00.0,Offensive rebound by Team,,64,51
239,3,11:49.0,,Personal foul by E. Bledsoe (drawn by S. Curry),64,51
240,3,11:44.0,,K. Durant makes 3-pt jump shot from 28 ft (assist by J. Bell),64,54
241,3,11:27.0,B. Lopez misses 2-pt hook shot from 8 ft,,64,54
242,3,11:26.0,,Defensive rebound by J. Bell,64,54
243,3,11:19.0,,K. Thompson makes 2-pt jump shot from 19 ft (assist by K. Durant),64,56
244,3,10:55.0,E. Bledsoe makes 3-pt jump shot from 29 ft (assist by B. Lopez),,67,56
245,3,10:45.0,,Turnover by S. Curry (bad pass; steal by B. Lopez),67,56
246,3,10:41.0,Turnover by E. Bledsoe (bad pass; steal by J. Bell),,67,56
247,3,10:30.0,,D. Jones misses 2-pt layup from 3 ft (block by B. Lopez),67,56
248,3,10:28.0,Defensive rebound by G. Antetokounmpo,,67,56
249,3,10:21.0,K. Middleton misses 3-pt jump shot from 23 ft,,67,56
250,3,10:19.0,Offensive rebound by E. Bledsoe,,67,56
251,3,10:10.0,M. Brogdon makes 2-pt layup from 1 ft,,69,56
252,3,9:59.0,,S. Curry misses 2-pt jump shot from 19 ft,69,56
253,3,9:58.0,Defensive rebound by M. Brogdon,,69,56
254,3,9:56.0,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by M. Brogdon),,71,56
255,3,9:56.0,Shooting foul by D. Jones (drawn by G. Antetokounmpo),,71,56
256,3,9:56.0,G. Antetokounmpo makes free throw 1 of 1,,72,56
257,3,9:35.0,,K. Thompson makes 2-pt jump shot from 12 ft (assist by K. Durant),72,58
258,3,9:09.0,Personal foul by S. Curry (drawn by K. Middleton),,72,58
259,3,8:53.0,B. Lopez makes 2-pt dunk at rim (assist by G. Antetokounmpo),,74,58
260,3,8:40.0,,K. Durant makes 2-pt jump shot from 17 ft (assist by D. Jones),74,60
261,3,8:24.0,M. Brogdon makes 2-pt layup from 2 ft (assist by E. Bledsoe),,76,60
262,3,8:05.0,,D. Jones makes 2-pt layup from 3 ft (assist by J. Bell),76,62
263,3,8:05.0,,Shooting foul by G. Antetokounmpo (drawn by D. Jones),76,62
264,3,8:05.0,,D. Jones misses free throw 1 of 1,76,62
265,3,8:04.0,Defensive rebound by G. Antetokounmpo,,76,62
266,3,7:55.0,G. Antetokounmpo misses 2-pt layup from 4 ft (block by J. Bell),,76,62
267,3,7:54.0,Offensive rebound by Team,,76,62
268,3,7:49.0,K. Middleton misses 3-pt jump shot from 25 ft (block by K. Thompson),,76,62
269,3,7:48.0,Offensive rebound by Team,,76,62
270,3,7:45.0,G. Antetokounmpo misses 2-pt jump shot from 18 ft,,76,62
271,3,7:44.0,,Defensive rebound by K. Durant,76,62
272,3,7:34.0,,D. Jones makes 2-pt dunk from 2 ft (assist by K. Durant),76,64
273,3,7:24.0,G. Antetokounmpo makes 2-pt layup from 3 ft (assist by K. Middleton),,78,64
274,3,7:15.0,,Turnover by S. Curry (bad pass; steal by M. Brogdon),78,64
275,3,7:11.0,M. Brogdon makes 2-pt dunk from 1 ft,,80,64
276,3,7:11.0,,Golden State full timeout,80,64
277,3,7:11.0,D. DiVincenzo enters the game for M. Brogdon,,80,64
278,3,7:11.0,E. İlyasova enters the game for B. Lopez,,80,64
279,3,7:11.0,,A. McKinnie enters the game for J. Bell,80,64
280,3,6:55.0,,Turnover by K. Durant (bad pass; steal by G. Antetokounmpo),80,64
281,3,6:49.0,G. Antetokounmpo misses 2-pt dunk from 2 ft,,80,64
282,3,6:48.0,Offensive rebound by E. Bledsoe,,80,64
283,3,6:41.0,E. Bledsoe makes 2-pt layup from 2 ft,,82,64
284,3,6:34.0,,K. Thompson misses 2-pt jump shot from 21 ft (block by G. Antetokounmpo),82,64
285,3,6:32.0,Defensive rebound by E. İlyasova,,82,64
286,3,6:28.0,E. Bledsoe makes 2-pt layup from 3 ft,,84,64
287,3,6:12.0,,S. Curry makes 2-pt jump shot from 19 ft (assist by K. Thompson),84,66
288,3,5:59.0,E. Bledsoe makes 3-pt jump shot from 26 ft (assist by K. Middleton),,87,66
289,3,5:45.0,,A. McKinnie misses 3-pt jump shot from 23 ft,87,66
290,3,5:43.0,,Offensive rebound by D. Jones,87,66
291,3,5:43.0,,Offensive foul by D. Jones (drawn by E. İlyasova),87,66
292,3,5:43.0,,Turnover by D. Jones (offensive foul),87,66
293,3,5:43.0,J. Henson enters the game for G. Antetokounmpo,,87,66
294,3,5:43.0,,K. Looney enters the game for D. Jones,87,66
295,3,5:25.0,K. Middleton misses 3-pt jump shot from 23 ft,,87,66
296,3,5:24.0,,Defensive rebound by Team,87,66
297,3,5:05.0,,A. McKinnie makes 3-pt jump shot from 23 ft (assist by K. Durant),87,69
298,3,4:59.0,J. Henson misses 3-pt jump shot from 23 ft,,87,69
299,3,4:55.0,Offensive rebound by D. DiVincenzo,,87,69
300,3,4:49.0,E. Bledsoe misses 2-pt jump shot from 18 ft,,87,69
301,3,4:48.0,Offensive rebound by J. Henson,,87,69
302,3,4:40.0,J. Henson makes 2-pt dunk at rim,,89,69
303,3,4:39.0,,S. Curry misses 3-pt jump shot from 29 ft,89,69
304,3,4:37.0,Defensive rebound by K. Middleton,,89,69
305,3,4:29.0,J. Henson makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,91,69
306,3,4:13.0,,K. Durant misses 2-pt jump shot from 17 ft,91,69
307,3,4:12.0,,Offensive rebound by A. McKinnie,91,69
308,3,4:08.0,,A. McKinnie misses 2-pt layup from 1 ft,91,69
309,3,4:07.0,Defensive rebound by E. Bledsoe,,91,69
310,3,4:06.0,D. DiVincenzo makes 2-pt layup from 2 ft (assist by E. Bledsoe),,93,69
311,3,4:06.0,,Golden State full timeout,93,69
312,3,4:06.0,M. Brogdon enters the game for E. Bledsoe,,93,69
313,3,3:44.0,,Turnover by K. Durant (lost ball; steal by K. Middleton),93,69
314,3,3:41.0,K. Middleton makes 2-pt layup from 2 ft,,95,69
315,3,3:41.0,Shooting foul by S. Curry (drawn by K. Middleton),,95,69
316,3,3:41.0,,A. Iguodala enters the game for S. Curry,95,69
317,3,3:41.0,K. Middleton makes free throw 1 of 1,,96,69
318,3,3:28.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by K. Durant),96,71
319,3,3:04.0,K. Middleton misses 3-pt jump shot from 26 ft,,96,71
320,3,3:02.0,,Defensive rebound by K. Thompson,96,71
321,3,2:56.0,,K. Thompson makes 2-pt jump shot from 12 ft,96,73
322,3,2:43.0,M. Brogdon makes 2-pt layup from 1 ft (assist by D. DiVincenzo),,98,73
323,3,2:36.0,,Personal foul by K. Middleton (drawn by K. Durant),98,73
324,3,2:36.0,G. Antetokounmpo enters the game for E. İlyasova,,98,73
325,3,2:36.0,T. Snell enters the game for K. Middleton,,98,73
326,3,2:27.0,,Turnover by K. Durant (out of bounds lost ball),98,73
327,3,2:16.0,M. Brogdon misses 2-pt jump shot from 9 ft (block by A. Iguodala),,98,73
328,3,2:16.0,,Defensive rebound by K. Durant,98,73
329,3,2:16.0,,Personal foul by M. Brogdon (drawn by K. Durant),98,73
330,3,2:08.0,,K. Thompson misses 2-pt jump shot from 17 ft,98,73
331,3,2:07.0,Defensive rebound by D. DiVincenzo,,98,73
332,3,1:58.0,J. Henson misses 3-pt jump shot from 27 ft,,98,73
333,3,1:56.0,,Defensive rebound by A. McKinnie,98,73
334,3,1:53.0,,Shooting foul by G. Antetokounmpo (drawn by K. Durant),98,73
335,3,1:53.0,,K. Durant misses free throw 1 of 3,98,73
336,3,1:53.0,,Offensive rebound by Team,98,73
337,3,1:53.0,,K. Durant makes free throw 2 of 3,98,74
338,3,1:53.0,,J. Jerebko enters the game for K. Thompson,98,74
339,3,1:53.0,,K. Durant makes free throw 3 of 3,98,75
340,3,1:45.0,T. Snell misses 3-pt jump shot from 25 ft,,98,75
341,3,1:44.0,Offensive rebound by Team,,98,75
342,3,1:44.0,,Loose ball foul by K. Looney (drawn by J. Henson),98,75
343,3,1:34.0,D. DiVincenzo makes 2-pt layup from 3 ft,,100,75
344,3,1:18.0,,Shooting foul by T. Snell (drawn by K. Durant),100,75
345,3,1:18.0,,K. Durant makes free throw 1 of 2,100,76
346,3,1:18.0,,K. Durant makes free throw 2 of 2,100,77
347,3,1:07.0,M. Brogdon makes 3-pt jump shot from 25 ft (assist by T. Snell),,103,77
348,3,0:51.0,,A. McKinnie misses 3-pt jump shot from 27 ft,103,77
349,3,0:49.0,Defensive rebound by T. Snell,,103,77
350,3,0:45.0,D. DiVincenzo misses 3-pt jump shot from 28 ft,,103,77
351,3,0:43.0,,Defensive rebound by K. Looney,103,77
352,3,0:37.0,,Personal foul by D. DiVincenzo (drawn by A. McKinnie),103,77
353,3,0:37.0,,A. McKinnie makes free throw 1 of 2,103,78
354,3,0:37.0,,A. McKinnie makes free throw 2 of 2,103,79
355,3,0:31.0,Offensive foul by G. Antetokounmpo (drawn by K. Looney),,103,79
356,3,0:31.0,Turnover by G. Antetokounmpo (offensive foul),,103,79
357,3,0:31.0,E. İlyasova enters the game for G. Antetokounmpo,,103,79
358,3,0:31.0,,Q. Cook enters the game for K. Looney,103,79
359,3,0:31.0,,K. Thompson enters the game for A. McKinnie,103,79
360,3,0:13.0,,J. Jerebko misses 3-pt jump shot from 24 ft,103,79
361,3,0:11.0,Defensive rebound by D. DiVincenzo,,103,79
362,3,0:00.0,M. Brogdon makes 2-pt jump shot from 20 ft (assist by E. İlyasova),,105,79
363,4,11:43.0,T. Snell misses 2-pt jump shot from 18 ft,,105,79
364,4,11:42.0,,Defensive rebound by Q. Cook,105,79
365,4,11:24.0,,Q. Cook makes 3-pt jump shot from 26 ft (assist by J. Bell),105,82
366,4,11:07.0,T. Snell makes 2-pt layup from 4 ft (assist by D. DiVincenzo),,107,82
367,4,11:07.0,Shooting foul by J. Bell (drawn by T. Snell),,107,82
368,4,11:07.0,T. Snell makes free throw 1 of 1,,108,82
