,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,DENVER_ACTION,OKLAHOMA CITY_SCORE,DENVER_SCORE
0,1,11:41.0,,N. Jokić misses 2-pt layup from 5 ft (block by S. Adams),0,0
1,1,11:39.0,,Offensive rebound by T. Craig,0,0
2,1,11:34.0,,Shooting foul by S. Adams (drawn by N. Jokić),0,0
3,1,11:34.0,,N. Jokić makes free throw 1 of 2,0,1
4,1,11:34.0,,N. Jokić makes free throw 2 of 2,0,2
5,1,11:25.0,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),,2,2
6,1,11:08.0,,Turnover by M. Plumlee (bad pass; steal by R. Westbrook),2,2
7,1,11:01.0,S. Adams misses 2-pt layup from 2 ft,,2,2
8,1,10:56.0,Offensive rebound by S. Adams,,2,2
9,1,10:56.0,S. Adams makes 2-pt layup at rim,,4,2
10,1,10:47.0,,Turnover by J. Murray (lost ball; steal by J. Grant),4,2
11,1,10:40.0,S. Adams makes 2-pt hook shot from 7 ft (assist by R. Westbrook),,6,2
12,1,10:17.0,,J. Hernangómez makes 3-pt jump shot from 25 ft (assist by M. Plumlee),6,5
13,1,10:01.0,J. Grant misses 3-pt jump shot from 22 ft,,6,5
14,1,9:59.0,,Defensive rebound by T. Craig,6,5
15,1,9:56.0,,Personal foul by J. Grant (drawn by N. Jokić),6,5
16,1,9:42.0,,T. Craig makes 2-pt jump shot from 12 ft,6,7
17,1,9:22.0,R. Westbrook makes 2-pt jump shot from 20 ft,,8,7
18,1,9:07.0,,T. Craig makes 3-pt jump shot from 22 ft (assist by N. Jokić),8,10
19,1,9:05.0,,Violation by Team (delay of game),8,10
20,1,8:53.0,Personal foul by J. Hernangómez (drawn by P. George),,8,10
21,1,8:48.0,S. Adams makes 2-pt hook shot from 8 ft (assist by R. Westbrook),,10,10
22,1,8:33.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by J. Murray),10,13
23,1,8:16.0,P. George misses 3-pt jump shot from 22 ft,,10,13
24,1,8:13.0,,Defensive rebound by T. Craig,10,13
25,1,8:08.0,,Shooting foul by T. Ferguson (drawn by J. Hernangómez),10,13
26,1,8:08.0,,J. Hernangómez makes free throw 1 of 2,10,14
27,1,8:08.0,,J. Hernangómez makes free throw 2 of 2,10,15
28,1,7:57.0,T. Ferguson misses 3-pt jump shot from 22 ft,,10,15
29,1,7:53.0,Offensive rebound by S. Adams,,10,15
30,1,7:53.0,S. Adams misses 2-pt layup from 2 ft (block by M. Plumlee),,10,15
31,1,7:53.0,Offensive rebound by S. Adams,,10,15
32,1,7:51.0,Oklahoma City full timeout,,10,15
33,1,7:43.0,R. Westbrook misses 2-pt jump shot from 21 ft,,10,15
34,1,7:41.0,,Defensive rebound by J. Hernangómez,10,15
35,1,7:22.0,,N. Jokić misses 2-pt layup from 2 ft (block by S. Adams),10,15
36,1,7:20.0,,Offensive rebound by N. Jokić,10,15
37,1,7:20.0,,N. Jokić misses 2-pt layup from 2 ft,10,15
38,1,7:20.0,,Offensive rebound by T. Craig,10,15
39,1,7:16.0,,T. Craig makes 3-pt jump shot from 23 ft (assist by J. Hernangómez),10,18
40,1,6:55.0,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),,12,18
41,1,6:39.0,,N. Jokić makes 2-pt jump shot from 18 ft (assist by M. Plumlee),12,20
42,1,6:27.0,Shooting foul by M. Plumlee (drawn by J. Grant),,12,20
43,1,6:27.0,J. Grant makes free throw 1 of 2,,13,20
44,1,6:27.0,J. Grant makes free throw 2 of 2,,14,20
45,1,6:12.0,,N. Jokić misses 2-pt jump shot from 6 ft,14,20
46,1,6:11.0,,Offensive rebound by Team,14,20
47,1,6:00.0,,J. Hernangómez makes 2-pt jump shot from 3 ft (assist by M. Plumlee),14,22
48,1,5:47.0,S. Adams makes 2-pt hook shot from 9 ft,,16,22
49,1,5:47.0,D. Schröder enters the game for T. Ferguson,,16,22
50,1,5:47.0,,M. Morris enters the game for J. Murray,16,22
51,1,5:25.0,,N. Jokić misses 2-pt jump shot from 7 ft,16,22
52,1,5:23.0,Defensive rebound by R. Westbrook,,16,22
53,1,5:18.0,R. Westbrook misses 2-pt layup from 3 ft,,16,22
54,1,5:15.0,,Defensive rebound by M. Plumlee,16,22
55,1,5:10.0,,Offensive foul by M. Plumlee (drawn by J. Grant),16,22
56,1,5:10.0,,Turnover by M. Plumlee (offensive foul),16,22
57,1,5:10.0,,T. Lyles enters the game for M. Plumlee,16,22
58,1,4:59.0,P. George misses 2-pt layup from 2 ft,,16,22
