,QUARTER,TIME_REMAINING,BOSTON_ACTION,CHARLOTTE_ACTION,BOSTON_SCORE,CHARLOTTE_SCORE
0,1,11:37.0,A. Baynes misses 2-pt layup from 1 ft,,0,0
1,1,11:34.0,,Defensive rebound by C. Zeller,0,0
2,1,11:25.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by M. Williams),0,3
3,1,11:08.0,A. Baynes makes 2-pt jump shot from 10 ft (assist by K. Irving),,2,3
4,1,10:52.0,,C. Zeller makes 3-pt jump shot from 26 ft (assist by N. Batum),2,6
5,1,10:36.0,J. Tatum misses 2-pt jump shot from 13 ft,,2,6
6,1,10:33.0,,Defensive rebound by J. Lamb,2,6
7,1,10:25.0,,Turnover by M. Williams (traveling),2,6
8,1,10:12.0,K. Irving makes 2-pt jump shot from 11 ft,,4,6
9,1,9:56.0,,C. Zeller misses 2-pt layup from 3 ft (block by A. Baynes),4,6
10,1,9:56.0,Defensive rebound by Team,,4,6
11,1,9:39.0,Turnover by K. Irving (bad pass; steal by C. Zeller),,4,6
12,1,9:38.0,,Turnover by M. Williams (bad pass),4,6
13,1,9:30.0,K. Irving misses 2-pt layup from 5 ft,,4,6
14,1,9:26.0,Offensive rebound by A. Baynes,,4,6
15,1,9:26.0,A. Baynes misses 2-pt layup from 1 ft,,4,6
16,1,9:25.0,,Defensive rebound by J. Lamb,4,6
17,1,9:22.0,,N. Batum misses 3-pt jump shot from 25 ft (block by A. Horford),4,6
18,1,9:19.0,Defensive rebound by A. Baynes,,4,6
19,1,9:14.0,Personal foul by M. Williams (drawn by A. Horford),,4,6
20,1,9:07.0,J. Brown makes 3-pt jump shot from 26 ft (assist by K. Irving),,7,6
21,1,8:51.0,,Personal foul by J. Brown (drawn by J. Lamb),7,6
22,1,8:43.0,,J. Lamb makes 2-pt jump shot from 18 ft (assist by K. Walker),7,8
23,1,8:30.0,J. Tatum misses 3-pt jump shot from 26 ft,,7,8
24,1,8:27.0,,Defensive rebound by C. Zeller,7,8
25,1,8:13.0,,J. Lamb makes 2-pt layup from 5 ft,7,10
26,1,8:13.0,,Shooting foul by A. Baynes (drawn by J. Lamb),7,10
27,1,8:13.0,,J. Lamb makes free throw 1 of 1,7,11
28,1,7:59.0,A. Baynes misses 3-pt jump shot from 23 ft,,7,11
29,1,7:59.0,,Defensive rebound by J. Lamb,7,11
30,1,7:45.0,,C. Zeller misses 2-pt layup from 2 ft (block by J. Tatum),7,11
31,1,7:41.0,Defensive rebound by J. Tatum,,7,11
32,1,7:36.0,A. Horford makes 2-pt layup from 2 ft (assist by K. Irving),,9,11
33,1,7:22.0,,C. Zeller misses 2-pt layup from 1 ft (block by J. Brown),9,11
34,1,7:21.0,Defensive rebound by Team,,9,11
35,1,7:08.0,K. Irving misses 3-pt jump shot from 26 ft,,9,11
36,1,7:04.0,,Defensive rebound by N. Batum,9,11
37,1,6:48.0,,K. Walker makes 2-pt jump shot from 16 ft,9,13
38,1,6:46.0,Boston full timeout,,9,13
39,1,6:46.0,G. Hayward enters the game for A. Baynes,,9,13
40,1,6:46.0,M. Morris enters the game for J. Brown,,9,13
41,1,6:32.0,G. Hayward makes 2-pt jump shot from 5 ft (assist by K. Irving),,11,13
42,1,6:18.0,,Turnover by N. Batum (bad pass; steal by J. Tatum),11,13
43,1,6:10.0,J. Tatum misses 2-pt layup from 1 ft,,11,13
44,1,6:07.0,,Defensive rebound by N. Batum,11,13
45,1,6:00.0,,N. Batum misses 2-pt layup from 1 ft,11,13
46,1,5:57.0,Defensive rebound by M. Morris,,11,13
47,1,5:54.0,M. Morris makes 2-pt layup from 1 ft,,13,13
48,1,5:30.0,,M. Williams makes 2-pt layup from 1 ft,13,15
49,1,5:07.0,A. Horford misses 2-pt jump shot from 17 ft,,13,15
50,1,5:03.0,,Defensive rebound by N. Batum,13,15
51,1,4:50.0,,J. Lamb misses 2-pt layup from 2 ft (block by A. Horford),13,15
52,1,4:50.0,,Offensive rebound by Team,13,15
53,1,4:50.0,,D. Bacon enters the game for J. Lamb,13,15
54,1,4:43.0,,K. Walker makes 2-pt layup from 2 ft,13,17
55,1,4:31.0,Turnover by G. Hayward (dbl dribble),,13,17
56,1,4:31.0,,M. Bridges enters the game for M. Williams,13,17
57,1,4:31.0,,W. Hernangómez enters the game for C. Zeller,13,17
58,1,4:19.0,,N. Batum misses 3-pt jump shot from 26 ft,13,17
59,1,4:17.0,,Offensive rebound by Team,13,17
60,1,4:17.0,M. Smart enters the game for J. Tatum,,13,17
61,1,4:12.0,,K. Walker misses 2-pt jump shot from 14 ft,13,17
62,1,4:09.0,Defensive rebound by M. Morris,,13,17
63,1,4:04.0,K. Irving misses 3-pt jump shot from 26 ft,,13,17
64,1,4:01.0,,Defensive rebound by D. Bacon,13,17
65,1,3:55.0,,D. Bacon misses 2-pt jump shot from 14 ft,13,17
66,1,3:54.0,,Offensive rebound by Team,13,17
67,1,3:46.0,,N. Batum misses 2-pt layup from 1 ft,13,17
68,1,3:46.0,Defensive rebound by Team,,13,17
69,1,3:38.0,K. Irving makes 2-pt jump shot from 18 ft,,15,17
70,1,3:38.0,,Charlotte full timeout,15,17
71,1,3:38.0,,M. Monk enters the game for N. Batum,15,17
72,1,3:17.0,,M. Monk misses 3-pt jump shot from 26 ft,15,17
73,1,3:14.0,Defensive rebound by M. Morris,,15,17
74,1,3:03.0,K. Irving makes 2-pt layup from 3 ft (assist by A. Horford),,17,17
75,1,2:48.0,,W. Hernangómez misses 2-pt layup from 2 ft,17,17
76,1,2:48.0,,Offensive rebound by Team,17,17
77,1,2:48.0,D. Theis enters the game for A. Horford,,17,17
78,1,2:41.0,,D. Bacon misses 2-pt jump shot from 9 ft,17,17
79,1,2:39.0,,Offensive rebound by W. Hernangómez,17,17
80,1,2:38.0,,W. Hernangómez makes 2-pt layup from 1 ft,17,19
81,1,2:27.0,Turnover by D. Theis (out of bounds lost ball),,17,19
82,1,2:27.0,T. Rozier enters the game for K. Irving,,17,19
83,1,2:18.0,,Shooting foul by D. Theis (drawn by K. Walker),17,19
84,1,2:18.0,,K. Walker makes free throw 1 of 2,17,20
85,1,2:18.0,,K. Walker makes free throw 2 of 2,17,21
86,1,2:05.0,Turnover by T. Rozier (traveling),,17,21
87,1,1:52.0,,M. Bridges makes 3-pt jump shot from 23 ft (assist by K. Walker),17,24
88,1,1:40.0,D. Theis makes 2-pt dunk from 1 ft (assist by M. Smart),,19,24
89,1,1:39.0,Violation by Team (delay of game),,19,24
90,1,1:25.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by W. Hernangómez),19,27
91,1,1:12.0,G. Hayward misses 3-pt jump shot from 25 ft,,19,27
92,1,1:08.0,,Defensive rebound by M. Bridges,19,27
93,1,1:01.0,,M. Bridges makes 2-pt layup from 1 ft (assist by K. Walker),19,29
94,1,0:42.0,M. Smart makes 3-pt jump shot from 25 ft (assist by M. Morris),,22,29
95,1,0:33.0,,K. Walker misses 3-pt jump shot from 24 ft,22,29
96,1,0:29.0,Defensive rebound by G. Hayward,,22,29
97,1,0:12.0,T. Rozier misses 2-pt layup from 3 ft (block by W. Hernangómez),,22,29
98,1,0:08.0,Offensive rebound by D. Theis,,22,29
99,1,0:08.0,D. Theis makes 2-pt layup from 1 ft,,24,29
