,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MIAMI_ACTION,MINNESOTA_SCORE,MIAMI_SCORE
0,1,11:42.0,,R. McGruder misses 2-pt jump shot from 5 ft,0,0
1,1,11:39.0,Defensive rebound by K. Towns,,0,0
2,1,11:21.0,K. Towns misses 2-pt hook shot from 9 ft,,0,0
3,1,11:16.0,,Defensive rebound by R. McGruder,0,0
4,1,11:04.0,,J. Winslow misses 2-pt layup from 10 ft,0,0
5,1,11:03.0,,Offensive rebound by H. Whiteside,0,0
6,1,11:02.0,,H. Whiteside misses 2-pt layup at rim,0,0
7,1,10:59.0,,Offensive rebound by H. Whiteside,0,0
8,1,10:58.0,,H. Whiteside misses 2-pt layup at rim,0,0
9,1,10:57.0,Defensive rebound by T. Jones,,0,0
10,1,10:52.0,T. Gibson makes 2-pt layup from 4 ft (assist by T. Jones),,2,0
11,1,10:29.0,,Turnover by R. McGruder (bad pass; steal by T. Jones),2,0
12,1,10:24.0,A. Wiggins misses 2-pt layup from 2 ft,,2,0
13,1,10:22.0,,Defensive rebound by J. Richardson,2,0
14,1,10:08.0,,Shooting foul by A. Wiggins (drawn by H. Whiteside),2,0
15,1,10:08.0,,H. Whiteside misses free throw 1 of 2,2,0
16,1,10:08.0,,Offensive rebound by Team,2,0
17,1,10:08.0,,H. Whiteside makes free throw 2 of 2,2,1
18,1,10:08.0,,B. Adebayo enters the game for H. Whiteside,2,1
19,1,9:53.0,Turnover by K. Towns (bad pass; steal by J. Winslow),,2,1
20,1,9:43.0,,J. Winslow misses 2-pt jump shot from 16 ft,2,1
21,1,9:43.0,Defensive rebound by R. Covington,,2,1
22,1,9:37.0,Turnover by T. Jones (bad pass; steal by J. Winslow),,2,1
23,1,9:26.0,,Turnover by J. Winslow (bad pass),2,1
24,1,9:14.0,A. Wiggins makes 2-pt layup from 1 ft (assist by K. Towns),,4,1
25,1,8:55.0,,J. Winslow misses 2-pt hook shot from 3 ft,4,1
26,1,8:52.0,Defensive rebound by A. Wiggins,,4,1
27,1,8:40.0,T. Jones makes 2-pt jump shot from 6 ft,,6,1
28,1,8:12.0,,B. Adebayo misses 2-pt hook shot from 6 ft (block by K. Towns),6,1
29,1,8:09.0,,Offensive rebound by B. Adebayo,6,1
30,1,8:08.0,,Turnover by B. Adebayo (lost ball; steal by R. Covington),6,1
31,1,7:55.0,T. Gibson makes 2-pt layup from 1 ft,,8,1
32,1,7:55.0,,Miami full timeout,8,1
33,1,7:42.0,,J. Richardson misses 2-pt layup from 2 ft (block by K. Towns),8,1
34,1,7:39.0,Defensive rebound by K. Towns,,8,1
35,1,7:20.0,A. Wiggins misses 2-pt jump shot from 18 ft,,8,1
36,1,7:18.0,,Defensive rebound by R. McGruder,8,1
37,1,7:10.0,,J. Richardson makes 3-pt jump shot from 24 ft (assist by J. Winslow),8,4
38,1,6:54.0,A. Wiggins makes 2-pt layup from 2 ft (assist by K. Towns),,10,4
39,1,6:37.0,,B. Adebayo misses 2-pt layup from 4 ft (block by K. Towns),10,4
40,1,6:34.0,,Offensive rebound by D. Jones,10,4
41,1,6:33.0,,D. Jones makes 2-pt layup from 2 ft,10,6
42,1,6:07.0,R. Covington misses 3-pt jump shot from 25 ft,,10,6
43,1,6:07.0,,Defensive rebound by Team,10,6
44,1,6:06.0,Loose ball foul by K. Towns (drawn by D. Jones),,10,6
45,1,5:55.0,,J. Winslow makes 2-pt hook shot from 11 ft,10,8
46,1,5:36.0,T. Gibson makes 2-pt jump shot from 18 ft (assist by T. Jones),,12,8
47,1,5:20.0,,J. Winslow makes 2-pt layup from 3 ft,12,10
48,1,5:10.0,T. Jones misses 2-pt jump shot from 10 ft,,12,10
49,1,5:07.0,,Defensive rebound by R. McGruder,12,10
50,1,4:58.0,,Turnover by B. Adebayo (bad pass; steal by K. Towns),12,10
51,1,4:40.0,A. Wiggins misses 2-pt layup from 4 ft,,12,10
52,1,4:38.0,,Defensive rebound by D. Jones,12,10
53,1,4:33.0,,Turnover by R. McGruder (bad pass; steal by T. Jones),12,10
54,1,4:24.0,T. Gibson misses 2-pt jump shot from 11 ft,,12,10
55,1,4:19.0,,Defensive rebound by R. McGruder,12,10
56,1,4:08.0,,R. McGruder misses 2-pt jump shot from 5 ft,12,10
57,1,4:05.0,Defensive rebound by K. Towns,,12,10
58,1,3:56.0,T. Jones makes 2-pt jump shot from 13 ft,,14,10
59,1,3:29.0,,J. Richardson misses 3-pt jump shot from 25 ft,14,10
60,1,3:28.0,,Offensive rebound by D. Jones,14,10
61,1,3:25.0,,D. Jones misses 2-pt layup from 1 ft,14,10
62,1,3:23.0,,Offensive rebound by D. Jones,14,10
63,1,3:19.0,,D. Jones makes 2-pt layup at rim,14,12
64,1,3:19.0,Minnesota full timeout,,14,12
65,1,3:19.0,J. Okogie enters the game for R. Covington,,14,12
66,1,3:19.0,,T. Johnson enters the game for R. McGruder,14,12
67,1,3:19.0,,D. Wade enters the game for J. Winslow,14,12
68,1,3:09.0,K. Towns makes 2-pt dunk from 1 ft (assist by A. Wiggins),,16,12
69,1,2:53.0,,Personal foul by J. Okogie (drawn by B. Adebayo),16,12
70,1,2:53.0,J. Bayless enters the game for T. Gibson,,16,12
71,1,2:53.0,D. Šarić enters the game for T. Jones,,16,12
72,1,2:53.0,,K. Olynyk enters the game for D. Jones,16,12
73,1,2:44.0,,J. Richardson misses 3-pt jump shot from 23 ft,16,12
74,1,2:44.0,,Offensive rebound by Team,16,12
75,1,2:44.0,Loose ball foul by J. Okogie (drawn by B. Adebayo),,16,12
76,1,2:33.0,,T. Johnson misses 2-pt jump shot from 13 ft,16,12
77,1,2:30.0,Defensive rebound by D. Šarić,,16,12
78,1,2:22.0,Personal foul by B. Adebayo (drawn by K. Towns),,16,12
79,1,2:08.0,K. Towns misses 2-pt jump shot from 3 ft,,16,12
80,1,2:08.0,Offensive rebound by K. Towns,,16,12
81,1,2:08.0,K. Towns makes 2-pt jump shot from 6 ft,,18,12
82,1,2:08.0,Shooting foul by B. Adebayo (drawn by K. Towns),,18,12
83,1,2:08.0,,H. Whiteside enters the game for B. Adebayo,18,12
84,1,2:08.0,K. Towns makes free throw 1 of 1,,19,12
85,1,2:00.0,,Turnover by K. Olynyk (lost ball; steal by D. Šarić),19,12
86,1,1:57.0,Shooting foul by K. Olynyk (drawn by J. Okogie),,19,12
87,1,1:57.0,J. Okogie makes free throw 1 of 2,,20,12
88,1,1:57.0,J. Okogie misses free throw 2 of 2,,20,12
89,1,1:55.0,,Defensive rebound by H. Whiteside,20,12
90,1,1:44.0,,T. Johnson makes 2-pt hook shot from 11 ft (assist by J. Richardson),20,14
91,1,1:44.0,Violation by Team (def goaltending),,20,14
92,1,1:32.0,A. Wiggins makes 2-pt layup from 2 ft (assist by J. Bayless),,22,14
93,1,1:18.0,,H. Whiteside misses 2-pt hook shot from 9 ft (block by K. Towns),22,14
94,1,1:15.0,Defensive rebound by J. Bayless,,22,14
95,1,1:09.0,D. Šarić misses 2-pt layup from 2 ft,,22,14
96,1,1:07.0,Offensive rebound by K. Towns,,22,14
97,1,1:06.0,K. Towns misses 2-pt layup from 1 ft,,22,14
98,1,1:06.0,Offensive rebound by K. Towns,,22,14
99,1,1:04.0,K. Towns misses 2-pt layup from 1 ft (block by H. Whiteside),,22,14
100,1,1:03.0,Offensive rebound by K. Towns,,22,14
101,1,0:58.0,K. Towns makes 2-pt hook shot from 5 ft,,24,14
102,1,0:56.0,,Shooting foul by K. Towns (drawn by D. Wade),24,14
103,1,0:56.0,,D. Wade makes free throw 1 of 2,24,15
104,1,0:56.0,G. Dieng enters the game for K. Towns,,24,15
105,1,0:56.0,,D. Wade makes free throw 2 of 2,24,16
106,1,0:38.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by J. Bayless),,27,16
107,1,0:27.0,,K. Olynyk makes 3-pt jump shot from 26 ft (assist by D. Wade),27,19
108,1,0:06.0,Turnover by J. Bayless (bad pass; steal by K. Olynyk),,27,19
109,1,0:03.0,,Turnover by K. Olynyk (bad pass; steal by A. Wiggins),27,19
110,1,0:00.0,G. Dieng makes 3-pt jump shot from 23 ft (assist by A. Wiggins),,30,19
111,2,11:41.0,J. Bayless misses 3-pt jump shot from 25 ft,,30,19
112,2,11:39.0,,Defensive rebound by J. Winslow,30,19
113,2,11:32.0,,D. Wade misses 2-pt layup from 2 ft,30,19
114,2,11:32.0,Defensive rebound by D. Šarić,,30,19
115,2,11:15.0,J. Bayless misses 3-pt jump shot from 24 ft,,30,19
116,2,11:11.0,,Defensive rebound by H. Whiteside,30,19
117,2,10:54.0,,H. Whiteside makes 2-pt dunk from 2 ft,30,21
118,2,10:54.0,,Shooting foul by G. Dieng (drawn by H. Whiteside),30,21
119,2,10:54.0,,H. Whiteside makes free throw 1 of 1,30,22
120,2,10:37.0,D. Šarić misses 2-pt jump shot from 16 ft,,30,22
121,2,10:34.0,,Defensive rebound by D. Wade,30,22
122,2,10:26.0,,D. Wade misses 2-pt jump shot from 8 ft,30,22
123,2,10:23.0,Defensive rebound by G. Dieng,,30,22
124,2,10:11.0,Turnover by G. Dieng (lost ball; steal by K. Olynyk),,30,22
125,2,10:06.0,,K. Olynyk makes 3-pt jump shot from 26 ft (assist by T. Johnson),30,25
126,2,9:56.0,Minnesota full timeout,,30,25
127,2,9:47.0,,Violation by Team (kicked ball),30,25
128,2,9:39.0,J. Bayless misses 2-pt jump shot from 15 ft,,30,25
129,2,9:36.0,,Defensive rebound by D. Wade,30,25
130,2,9:17.0,,J. Winslow makes 2-pt jump shot from 11 ft,30,27
131,2,9:09.0,Personal foul by T. Johnson (drawn by J. Bayless),,30,27
132,2,8:55.0,R. Covington makes 2-pt dunk from 1 ft (assist by J. Bayless),,32,27
133,2,8:41.0,,Shooting foul by R. Covington (drawn by D. Wade),32,27
134,2,8:41.0,,D. Wade misses free throw 1 of 2,32,27
135,2,8:41.0,,Offensive rebound by Team,32,27
136,2,8:41.0,,D. Wade makes free throw 2 of 2,32,28
137,2,8:31.0,Turnover by G. Dieng (lost ball; steal by J. Winslow),,32,28
138,2,8:25.0,,J. Winslow makes 3-pt jump shot from 23 ft,32,31
139,2,8:11.0,D. Šarić makes 3-pt jump shot from 26 ft,,35,31
140,2,7:57.0,,D. Wade makes 2-pt layup from 2 ft (assist by T. Johnson),35,33
141,2,7:43.0,Shooting foul by D. Wade (drawn by D. Šarić),,35,33
142,2,7:43.0,D. Šarić makes free throw 1 of 2,,36,33
143,2,7:43.0,T. Jones enters the game for J. Bayless,,36,33
144,2,7:43.0,D. Šarić makes free throw 2 of 2,,37,33
145,2,7:32.0,,D. Wade misses 2-pt jump shot from 8 ft,37,33
146,2,7:29.0,,Offensive rebound by D. Wade,37,33
147,2,7:27.0,,D. Wade makes 2-pt layup from 2 ft,37,35
148,2,7:12.0,J. Okogie misses 3-pt jump shot from 25 ft,,37,35
149,2,7:09.0,Offensive rebound by R. Covington,,37,35
150,2,7:07.0,R. Covington misses 3-pt jump shot from 25 ft,,37,35
151,2,7:05.0,,Defensive rebound by H. Whiteside,37,35
152,2,6:55.0,,Shooting foul by G. Dieng (drawn by J. Winslow),37,35
153,2,6:55.0,,J. Winslow makes free throw 1 of 2,37,36
154,2,6:55.0,K. Towns enters the game for G. Dieng,,37,36
155,2,6:55.0,,J. Winslow misses free throw 2 of 2,37,36
156,2,6:52.0,Defensive rebound by D. Šarić,,37,36
157,2,6:39.0,J. Okogie misses 2-pt jump shot from 8 ft (block by D. Wade),,37,36
158,2,6:36.0,,Defensive rebound by T. Johnson,37,36
159,2,6:35.0,,Shooting foul by R. Covington (drawn by T. Johnson),37,36
160,2,6:35.0,,T. Johnson makes free throw 1 of 2,37,37
161,2,6:35.0,,T. Johnson misses free throw 2 of 2,37,37
162,2,6:34.0,Defensive rebound by K. Towns,,37,37
163,2,6:16.0,Turnover by D. Šarić (lost ball; steal by J. Winslow),,37,37
164,2,6:11.0,,Turnover by J. Winslow (offensive foul),37,37
165,2,6:11.0,,Offensive foul by J. Winslow (drawn by T. Jones),37,37
166,2,6:11.0,A. Wiggins enters the game for J. Okogie,,37,37
167,2,6:11.0,,R. McGruder enters the game for T. Johnson,37,37
