,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,ATLANTA_ACTION,LA LAKERS_SCORE,ATLANTA_SCORE
70,1,4:40.0,,T. Young makes 2-pt layup from 1 ft,21,18
71,1,4:24.0,J. McGee makes 2-pt hook shot from 6 ft,,23,18
72,1,4:13.0,,T. Young makes 3-pt jump shot from 26 ft,23,21
73,1,3:56.0,B. Ingram misses 2-pt jump shot from 14 ft,,23,21
74,1,3:54.0,,Defensive rebound by T. Young,23,21
75,1,3:45.0,,A. Len makes 3-pt jump shot from 22 ft (assist by J. Collins),23,24
76,1,3:43.0,LA Lakers full timeout,,23,24
77,1,3:43.0,K. Caldwell-Pope enters the game for R. Bullock,,23,24
78,1,3:43.0,R. Rondo enters the game for B. Ingram,,23,24
79,1,3:43.0,L. Stephenson enters the game for K. Kuzma,,23,24
80,1,3:43.0,M. Wagner enters the game for J. McGee,,23,24
81,1,3:43.0,,D. Bembry enters the game for J. Collins,23,24
82,1,3:43.0,,V. Carter enters the game for K. Huerter,23,24
83,1,3:43.0,,O. Spellman enters the game for T. Prince,23,24
84,1,3:31.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by L. James),,26,24
85,1,3:13.0,,T. Young makes 3-pt jump shot from 26 ft,26,27
86,1,3:01.0,R. Rondo makes 2-pt layup from 1 ft,,28,27
87,1,2:48.0,,A. Len makes 2-pt dunk from 1 ft (assist by T. Young),28,29
88,1,2:36.0,L. James misses 3-pt jump shot from 25 ft,,28,29
89,1,2:33.0,,Defensive rebound by A. Len,28,29
90,1,2:26.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by T. Young),28,32
91,1,2:15.0,Turnover by R. Rondo (bad pass),,28,32
92,1,2:15.0,,K. Bazemore enters the game for T. Young,28,32
93,1,2:02.0,,O. Spellman misses 3-pt jump shot from 25 ft,28,32
94,1,1:59.0,Defensive rebound by M. Wagner,,28,32
95,1,1:51.0,L. Stephenson misses 3-pt jump shot from 26 ft,,28,32
96,1,1:48.0,,Defensive rebound by O. Spellman,28,32
97,1,1:40.0,,A. Len makes 3-pt jump shot from 23 ft (assist by K. Bazemore),28,35
98,1,1:24.0,Turnover by L. James (bad pass; steal by O. Spellman),,28,35
99,1,1:16.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by K. Bazemore),28,38
100,1,0:53.0,L. James makes 3-pt jump shot from 25 ft,,31,38
101,1,0:42.0,,Offensive foul by A. Len (drawn by K. Caldwell-Pope),31,38
102,1,0:42.0,,Turnover by A. Len (offensive foul),31,38
103,1,0:42.0,,D. Dedmon enters the game for A. Len,31,38
104,1,0:38.0,M. Wagner misses 3-pt jump shot from 26 ft,,31,38
105,1,0:35.0,Offensive rebound by L. Stephenson,,31,38
106,1,0:31.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,31,38
107,1,0:29.0,,Defensive rebound by K. Bazemore,31,38
108,1,0:11.0,,O. Spellman misses 3-pt jump shot from 26 ft,31,38
109,1,0:06.0,Defensive rebound by L. James,,31,38
110,1,0:01.0,Shooting foul by D. Dedmon (drawn by L. James),,31,38
111,1,0:01.0,L. James misses free throw 1 of 2,,31,38
112,1,0:01.0,Offensive rebound by Team,,31,38
113,1,0:01.0,L. James makes free throw 2 of 2,,32,38
114,1,0:00.0,,K. Bazemore misses 3-pt jump shot from 44 ft,32,38
115,1,0:00.0,,Offensive rebound by Team,32,38
116,2,11:47.0,,D. Dedmon makes 2-pt layup from 1 ft (assist by K. Bazemore),32,40
117,2,11:47.0,,Shooting foul by M. Wagner (drawn by D. Dedmon),32,40
118,2,11:47.0,,D. Dedmon makes free throw 1 of 1,32,41
119,2,11:30.0,R. Rondo misses 2-pt jump shot from 19 ft,,32,41
120,2,11:25.0,Offensive rebound by K. Caldwell-Pope,,32,41
121,2,11:25.0,K. Caldwell-Pope makes 2-pt layup at rim,,34,41
122,2,11:05.0,,V. Carter makes 2-pt jump shot from 10 ft,34,43
123,2,10:47.0,L. Stephenson misses 2-pt jump shot from 22 ft,,34,43
124,2,10:45.0,,Defensive rebound by K. Bazemore,34,43
125,2,10:34.0,,Turnover by D. Dedmon (lost ball; steal by M. Wagner),34,43
126,2,10:30.0,B. Ingram misses 2-pt layup from 1 ft (block by K. Bazemore),,34,43
127,2,10:30.0,Offensive rebound by Team,,34,43
128,2,10:15.0,Shooting foul by D. Dedmon (drawn by R. Rondo),,34,43
129,2,10:15.0,R. Rondo makes free throw 1 of 2,,35,43
130,2,10:15.0,L. James enters the game for M. Wagner,,35,43
131,2,10:15.0,R. Rondo misses free throw 2 of 2,,35,43
132,2,10:12.0,,Defensive rebound by O. Spellman,35,43
133,2,10:01.0,,O. Spellman misses 3-pt jump shot from 25 ft,35,43
134,2,9:57.0,,Offensive rebound by D. Dedmon,35,43
135,2,9:56.0,,D. Dedmon misses 2-pt layup from 2 ft (block by R. Rondo),35,43
136,2,9:56.0,,Offensive rebound by D. Dedmon,35,43
137,2,9:56.0,,D. Dedmon misses 2-pt layup from 1 ft,35,43
138,2,9:56.0,,Offensive rebound by Team,35,43
139,2,9:47.0,,D. Bembry misses 2-pt layup from 1 ft,35,43
140,2,9:44.0,Defensive rebound by B. Ingram,,35,43
141,2,9:39.0,L. Stephenson misses 2-pt layup from 3 ft,,35,43
142,2,9:39.0,,Defensive rebound by Team,35,43
143,2,9:29.0,,Turnover by K. Bazemore (bad pass),35,43
144,2,9:12.0,B. Ingram makes 2-pt jump shot from 22 ft,,37,43
145,2,8:59.0,,K. Bazemore misses 2-pt layup at rim,37,43
146,2,8:55.0,,Offensive rebound by O. Spellman,37,43
147,2,8:55.0,,O. Spellman misses 2-pt layup from 1 ft,37,43
148,2,8:54.0,Defensive rebound by L. Stephenson,,37,43
149,2,8:52.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by R. Rondo),,40,43
150,2,8:52.0,Shooting foul by K. Bazemore (drawn by K. Caldwell-Pope),,40,43
151,2,8:52.0,,J. Collins enters the game for D. Bembry,40,43
152,2,8:52.0,,T. Prince enters the game for V. Carter,40,43
153,2,8:52.0,,T. Young enters the game for O. Spellman,40,43
154,2,8:52.0,K. Caldwell-Pope misses free throw 1 of 1,,40,43
155,2,8:50.0,,Defensive rebound by J. Collins,40,43
156,2,8:37.0,,Turnover by T. Young (bad pass; steal by L. James),40,43
157,2,8:34.0,Shooting foul by D. Dedmon (drawn by L. James),,40,43
158,2,8:34.0,L. James makes free throw 1 of 2,,41,43
159,2,8:34.0,,A. Len enters the game for D. Dedmon,41,43
160,2,8:34.0,L. James makes free throw 2 of 2,,42,43
161,2,8:21.0,,Personal foul by R. Rondo (drawn by J. Collins),42,43
162,2,8:14.0,,Shooting foul by L. Stephenson (drawn by T. Young),42,43
163,2,8:14.0,,T. Young makes free throw 1 of 2,42,44
164,2,8:14.0,R. Bullock enters the game for L. Stephenson,,42,44
165,2,8:14.0,,K. Huerter enters the game for K. Bazemore,42,44
166,2,8:14.0,,T. Young makes free throw 2 of 2,42,45
167,2,8:05.0,R. Bullock makes 2-pt layup from 2 ft (assist by L. James),,44,45
168,2,7:50.0,,Offensive foul by A. Len (drawn by R. Rondo),44,45
169,2,7:50.0,,Turnover by A. Len (offensive foul),44,45
170,2,7:50.0,,Violation by Team (delay of game),44,45
171,2,7:50.0,,V. Carter enters the game for A. Len,44,45
172,2,7:39.0,B. Ingram makes 2-pt layup from 2 ft (assist by L. James),,46,45
173,2,7:39.0,,Atlanta full timeout,46,45
174,2,7:23.0,,Turnover by K. Huerter (bad pass; steal by K. Caldwell-Pope),46,45
175,2,7:18.0,B. Ingram misses 2-pt layup from 1 ft (block by T. Prince),,46,45
176,2,7:18.0,Offensive rebound by Team,,46,45
177,2,7:16.0,B. Ingram misses 2-pt jump shot from 13 ft,,46,45
178,2,7:13.0,,Defensive rebound by V. Carter,46,45
179,2,7:07.0,,T. Prince misses 3-pt jump shot from 23 ft,46,45
180,2,7:05.0,Defensive rebound by B. Ingram,,46,45
181,2,7:00.0,Shooting foul by V. Carter (drawn by B. Ingram),,46,45
182,2,7:00.0,B. Ingram makes free throw 1 of 2,,47,45
183,2,7:00.0,B. Ingram makes free throw 2 of 2,,48,45
184,2,6:47.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Prince),48,47
185,2,6:34.0,Turnover by R. Rondo (bad pass; steal by T. Young),,48,47
186,2,6:18.0,,J. Collins makes 2-pt layup from 1 ft (assist by K. Huerter),48,49
187,2,6:01.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,48,49
188,2,5:58.0,,Defensive rebound by T. Prince,48,49
189,2,5:55.0,,T. Prince misses 3-pt jump shot from 25 ft,48,49
190,2,5:49.0,Defensive rebound by R. Bullock,,48,49
191,2,5:46.0,Shooting foul by K. Huerter (drawn by L. James),,48,49
192,2,5:46.0,L. James makes free throw 1 of 2,,49,49
193,2,5:46.0,K. Kuzma enters the game for K. Caldwell-Pope,,49,49
194,2,5:46.0,L. James makes free throw 2 of 2,,50,49
195,2,5:37.0,,Shooting foul by K. Kuzma (drawn by T. Young),50,49
196,2,5:37.0,,T. Young makes free throw 1 of 2,50,50
197,2,5:37.0,,T. Young makes free throw 2 of 2,50,51
198,2,5:24.0,R. Rondo misses 3-pt jump shot from 23 ft,,50,51
199,2,5:21.0,,Defensive rebound by T. Prince,50,51
200,2,5:15.0,,T. Prince makes 2-pt layup from 1 ft,50,53
201,2,5:14.0,LA Lakers full timeout,,50,53
202,2,5:14.0,,D. Bembry enters the game for K. Huerter,50,53
203,2,4:51.0,L. James makes 3-pt jump shot from 25 ft (assist by B. Ingram),,53,53
204,2,4:31.0,,Offensive foul by J. Collins (drawn by B. Ingram),53,53
205,2,4:31.0,,Turnover by J. Collins (offensive foul),53,53
206,2,4:31.0,L. Stephenson enters the game for L. James,,53,53
207,2,4:14.0,L. Stephenson misses 3-pt jump shot from 23 ft,,53,53
208,2,4:10.0,,Defensive rebound by T. Prince,53,53
209,2,4:04.0,,D. Bembry makes 2-pt dunk from 1 ft (assist by T. Young),53,55
210,2,3:50.0,K. Kuzma makes 2-pt layup from 1 ft (assist by R. Rondo),,55,55
211,2,3:32.0,,T. Prince misses 3-pt jump shot from 25 ft,55,55
212,2,3:29.0,Defensive rebound by R. Bullock,,55,55
213,2,3:18.0,R. Rondo makes 2-pt layup from 1 ft (assist by L. Stephenson),,57,55
214,2,3:07.0,,Shooting foul by B. Ingram (drawn by V. Carter),57,55
215,2,3:07.0,,V. Carter makes free throw 1 of 3,57,56
216,2,3:07.0,,V. Carter makes free throw 2 of 3,57,57
217,2,3:07.0,L. James enters the game for R. Rondo,,57,57
218,2,3:07.0,,K. Bazemore enters the game for T. Prince,57,57
219,2,3:07.0,,V. Carter makes free throw 3 of 3,57,58
220,2,2:49.0,Turnover by B. Ingram (bad pass; steal by D. Bembry),,57,58
221,2,2:44.0,,Turnover by D. Bembry (lost ball; steal by K. Kuzma),57,58
222,2,2:44.0,B. Ingram makes 2-pt layup from 2 ft,,59,58
223,2,2:44.0,Shooting foul by V. Carter (drawn by B. Ingram),,59,58
224,2,2:44.0,B. Ingram makes free throw 1 of 1,,60,58
225,2,2:33.0,,J. Collins makes 2-pt layup from 2 ft (assist by T. Young),60,60
226,2,2:33.0,,Shooting foul by B. Ingram (drawn by J. Collins),60,60
227,2,2:33.0,K. Caldwell-Pope enters the game for B. Ingram,,60,60
228,2,2:33.0,,J. Collins makes free throw 1 of 1,60,61
229,2,2:23.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,60,61
230,2,2:19.0,,Defensive rebound by K. Bazemore,60,61
231,2,2:11.0,,Turnover by T. Young (bad pass; steal by L. James),60,61
232,2,2:06.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by L. James),,63,61
233,2,1:40.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by V. Carter),63,63
234,2,1:29.0,K. Kuzma makes 3-pt jump shot from 25 ft (assist by L. James),,66,63
235,2,1:10.0,,T. Young misses 3-pt jump shot from 26 ft,66,63
236,2,1:07.0,Defensive rebound by L. James,,66,63
237,2,1:03.0,K. Kuzma makes 3-pt jump shot from 25 ft (assist by L. James),,69,63
238,2,0:37.0,,J. Collins makes 2-pt jump shot from 10 ft (assist by V. Carter),69,65
239,2,0:33.0,L. James misses 3-pt jump shot from 25 ft,,69,65
240,2,0:31.0,,Defensive rebound by D. Bembry,69,65
241,2,0:11.0,,T. Young misses 2-pt layup from 5 ft (block by K. Caldwell-Pope),69,65
242,2,0:11.0,,Offensive rebound by Team,69,65
243,2,0:08.0,,Turnover by Team (shot clock),69,65
244,2,0:01.0,L. James misses 2-pt jump shot from 2 ft (block by K. Bazemore),,69,65
245,2,0:01.0,,Defensive rebound by K. Bazemore,69,65
246,2,0:00.0,,K. Bazemore misses 3-pt jump shot from 57 ft,69,65
247,2,0:00.0,,Offensive rebound by Team,69,65
248,3,11:46.0,,J. Collins misses 2-pt layup from 6 ft (block by L. James),69,65
249,3,11:45.0,Defensive rebound by Team,,69,65
250,3,11:33.0,R. Bullock misses 2-pt jump shot from 5 ft,,69,65
251,3,11:32.0,,Defensive rebound by Team,69,65
252,3,11:32.0,Loose ball foul by J. McGee (drawn by D. Dedmon),,69,65
253,3,11:19.0,,T. Prince makes 3-pt jump shot from 26 ft (assist by J. Collins),69,68
254,3,11:06.0,K. Kuzma makes 2-pt layup from 1 ft (assist by R. Bullock),,71,68
255,3,10:51.0,,J. Collins misses 2-pt dunk at rim,71,68
256,3,10:50.0,Defensive rebound by J. McGee,,71,68
257,3,10:50.0,Personal foul by J. Collins (drawn by J. McGee),,71,68
258,3,10:35.0,J. McGee makes 2-pt jump shot from 10 ft (assist by K. Kuzma),,73,68
259,3,10:19.0,,D. Dedmon makes 2-pt dunk from 1 ft (assist by T. Young),73,70
260,3,10:03.0,Turnover by R. Bullock (bad pass; steal by D. Dedmon),,73,70
261,3,10:03.0,,Personal foul by J. McGee (drawn by D. Dedmon),73,70
262,3,9:51.0,,D. Dedmon makes 2-pt layup from 2 ft (assist by T. Young),73,72
263,3,9:51.0,,Shooting foul by L. James (drawn by D. Dedmon),73,72
264,3,9:51.0,,D. Dedmon makes free throw 1 of 1,73,73
265,3,9:37.0,Turnover by B. Ingram (lost ball; steal by K. Huerter),,73,73
266,3,9:34.0,,K. Huerter makes 2-pt dunk from 1 ft (assist by T. Young),73,75
267,3,9:32.0,LA Lakers full timeout,,73,75
268,3,9:25.0,Offensive foul by J. McGee (drawn by J. Collins),,73,75
269,3,9:25.0,Turnover by J. McGee (offensive foul),,73,75
270,3,9:11.0,,T. Young misses 2-pt layup at rim (block by R. Bullock),73,75
271,3,9:11.0,,Offensive rebound by Team,73,75
272,3,9:05.0,,T. Young misses 3-pt jump shot from 26 ft,73,75
273,3,9:02.0,Defensive rebound by L. James,,73,75
274,3,8:59.0,J. McGee misses 2-pt layup from 2 ft (block by T. Young),,73,75
275,3,8:58.0,Offensive rebound by Team,,73,75
276,3,8:58.0,R. Rondo enters the game for J. McGee,,73,75
277,3,8:49.0,R. Bullock makes 2-pt layup from 1 ft (assist by L. James),,75,75
278,3,8:24.0,,J. Collins makes 2-pt jump shot from 9 ft (assist by T. Young),75,77
279,3,8:17.0,B. Ingram makes 2-pt layup from 1 ft (assist by L. James),,77,77
280,3,8:05.0,,T. Young misses 3-pt jump shot from 27 ft,77,77
281,3,8:02.0,Defensive rebound by L. James,,77,77
282,3,7:56.0,K. Kuzma makes 3-pt jump shot from 23 ft (assist by L. James),,80,77
283,3,7:45.0,,Personal foul by K. Kuzma (drawn by J. Collins),80,77
284,3,7:37.0,Violation by Team (kicked ball),,80,77
285,3,7:31.0,,T. Prince makes 2-pt layup from 6 ft,80,79
286,3,7:31.0,,Shooting foul by B. Ingram (drawn by T. Prince),80,79
287,3,7:31.0,K. Caldwell-Pope enters the game for B. Ingram,,80,79
288,3,7:31.0,,T. Prince makes free throw 1 of 1,80,80
289,3,7:21.0,K. Kuzma misses 3-pt jump shot from 23 ft,,80,80
290,3,7:18.0,,Defensive rebound by T. Prince,80,80
291,3,7:14.0,,T. Prince misses 3-pt jump shot from 25 ft,80,80
292,3,7:09.0,Defensive rebound by K. Kuzma,,80,80
293,3,7:03.0,R. Bullock makes 3-pt jump shot from 25 ft (assist by L. James),,83,80
294,3,7:02.0,,Atlanta full timeout,83,80
295,3,7:02.0,,D. Bembry enters the game for J. Collins,83,80
296,3,7:02.0,,A. Len enters the game for D. Dedmon,83,80
297,3,7:02.0,,O. Spellman enters the game for K. Huerter,83,80
298,3,6:50.0,,T. Prince makes 3-pt jump shot from 23 ft (assist by T. Young),83,83
299,3,6:31.0,L. James makes 2-pt jump shot from 22 ft (assist by R. Rondo),,85,83
300,3,6:14.0,,O. Spellman makes 2-pt dunk from 1 ft (assist by T. Young),85,85
301,3,6:01.0,L. James misses 3-pt jump shot from 24 ft,,85,85
302,3,5:57.0,,Defensive rebound by T. Young,85,85
303,3,5:46.0,,D. Bembry makes 2-pt dunk from 1 ft (assist by A. Len),85,87
304,3,5:38.0,K. Kuzma misses 2-pt jump shot from 9 ft,,85,87
305,3,5:34.0,,Defensive rebound by D. Bembry,85,87
306,3,5:27.0,,Shooting foul by K. Kuzma (drawn by O. Spellman),85,87
307,3,5:27.0,,O. Spellman misses free throw 1 of 2,85,87
308,3,5:27.0,,Offensive rebound by Team,85,87
309,3,5:27.0,,V. Carter enters the game for T. Prince,85,87
310,3,5:27.0,,O. Spellman makes free throw 2 of 2,85,88
311,3,5:17.0,R. Bullock misses 3-pt jump shot from 23 ft,,85,88
312,3,5:13.0,Offensive rebound by R. Rondo,,85,88
313,3,5:10.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,85,88
314,3,5:07.0,,Defensive rebound by D. Bembry,85,88
315,3,4:56.0,,T. Young misses 3-pt jump shot from 29 ft,85,88
316,3,4:52.0,Defensive rebound by K. Caldwell-Pope,,85,88
317,3,4:47.0,K. Kuzma misses 3-pt jump shot from 25 ft,,85,88
318,3,4:44.0,,Defensive rebound by D. Bembry,85,88
319,3,4:37.0,,D. Bembry makes 2-pt layup from 1 ft,85,90
320,3,4:25.0,L. James makes 3-pt jump shot from 25 ft,,88,90
321,3,4:09.0,,Personal foul by K. Kuzma (drawn by T. Young),88,90
322,3,4:09.0,,T. Young makes free throw 1 of 2,88,91
323,3,4:09.0,L. Stephenson enters the game for K. Kuzma,,88,91
324,3,4:09.0,,T. Young makes free throw 2 of 2,88,92
325,3,3:55.0,Turnover by R. Rondo (bad pass),,88,92
326,3,3:55.0,,K. Bazemore enters the game for T. Young,88,92
327,3,3:32.0,,Turnover by K. Bazemore (bad pass; steal by L. Stephenson),88,92
328,3,3:25.0,L. James misses 3-pt jump shot from 26 ft,,88,92
329,3,3:22.0,,Defensive rebound by D. Bembry,88,92
330,3,3:10.0,,Turnover by D. Bembry (bad pass),88,92
331,3,3:10.0,J. McGee enters the game for L. James,,88,92
332,3,2:59.0,R. Rondo makes 3-pt jump shot from 27 ft (assist by L. Stephenson),,91,92
333,3,2:42.0,,K. Bazemore misses 2-pt layup from 6 ft (block by K. Caldwell-Pope),91,92
334,3,2:42.0,,Offensive rebound by Team,91,92
335,3,2:42.0,,J. Collins enters the game for O. Spellman,91,92
336,3,2:36.0,,A. Len misses 3-pt jump shot from 22 ft,91,92
337,3,2:32.0,Defensive rebound by R. Rondo,,91,92
338,3,2:28.0,R. Rondo makes 2-pt layup from 2 ft,,93,92
339,3,2:28.0,Shooting foul by A. Len (drawn by R. Rondo),,93,92
340,3,2:28.0,,T. Young enters the game for A. Len,93,92
341,3,2:28.0,R. Rondo misses free throw 1 of 1,,93,92
342,3,2:18.0,,Defensive rebound by V. Carter,93,92
343,3,2:10.0,,J. Collins misses 2-pt jump shot from 11 ft,93,92
344,3,2:07.0,Defensive rebound by L. Stephenson,,93,92
345,3,1:55.0,L. Stephenson misses 2-pt jump shot from 20 ft,,93,92
346,3,1:53.0,,Defensive rebound by J. Collins,93,92
347,3,1:48.0,Violation by Team (kicked ball),,93,92
348,3,1:43.0,,K. Bazemore makes 3-pt jump shot from 25 ft (assist by V. Carter),93,95
349,3,1:29.0,R. Rondo misses 2-pt layup from 2 ft,,93,95
350,3,1:26.0,,Defensive rebound by J. Collins,93,95
351,3,1:24.0,,T. Young makes 3-pt jump shot from 27 ft,93,98
352,3,1:22.0,LA Lakers full timeout,,93,98
353,3,1:22.0,L. James enters the game for J. McGee,,93,98
354,3,1:22.0,K. Kuzma enters the game for L. Stephenson,,93,98
355,3,1:10.0,R. Bullock misses 3-pt jump shot from 25 ft,,93,98
356,3,1:07.0,Offensive rebound by R. Rondo,,93,98
357,3,1:05.0,Turnover by R. Rondo (bad pass; steal by D. Bembry),,93,98
358,3,1:00.0,,Turnover by D. Bembry (bad pass),93,98
359,3,0:46.0,K. Caldwell-Pope makes 2-pt jump shot from 18 ft (assist by L. James),,95,98
360,3,0:35.0,,Personal foul by R. Bullock (drawn by J. Collins),95,98
361,3,0:35.0,,J. Collins makes free throw 1 of 2,95,99
362,3,0:35.0,,J. Collins makes free throw 2 of 2,95,100
363,3,0:26.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,95,100
364,3,0:23.0,Offensive rebound by L. James,,95,100
365,3,0:21.0,L. James misses 2-pt layup from 8 ft (block by V. Carter),,95,100
366,3,0:18.0,,Defensive rebound by V. Carter,95,100
367,3,0:02.0,,V. Carter misses 3-pt jump shot from 23 ft,95,100
368,3,0:02.0,Defensive rebound by K. Kuzma,,95,100
369,4,11:36.0,Turnover by Team (shot clock),,95,100
370,4,11:28.0,,Offensive foul by T. Young (drawn by K. Caldwell-Pope),95,100
371,4,11:28.0,,Turnover by T. Young (offensive foul),95,100
372,4,11:22.0,K. Kuzma misses 3-pt jump shot from 25 ft,,95,100
373,4,11:20.0,,Defensive rebound by D. Dedmon,95,100
374,4,11:08.0,,T. Prince misses 2-pt jump shot from 5 ft,95,100
375,4,11:07.0,,Offensive rebound by D. Dedmon,95,100
376,4,11:07.0,,Personal foul by L. James (drawn by D. Dedmon),95,100
377,4,11:00.0,,T. Young makes 2-pt layup from 1 ft,95,102
378,4,10:43.0,L. James misses 3-pt jump shot from 25 ft,,95,102
379,4,10:38.0,Offensive rebound by K. Kuzma,,95,102
380,4,10:37.0,K. Kuzma makes 2-pt layup from 1 ft,,97,102
381,4,10:24.0,,Shooting foul by K. Caldwell-Pope (drawn by D. Dedmon),97,102
382,4,10:24.0,,D. Dedmon makes free throw 1 of 2,97,103
383,4,10:24.0,,D. Dedmon makes free throw 2 of 2,97,104
384,4,10:12.0,K. Kuzma misses 2-pt layup from 1 ft,,97,104
385,4,10:08.0,,Defensive rebound by T. Prince,97,104
