,QUARTER,TIME_REMAINING,PORTLAND_ACTION,ATLANTA_ACTION,PORTLAND_SCORE,ATLANTA_SCORE
391,4,4:31.0,E. Freedom misses 2-pt layup from 7 ft (block by D. Dedmon),,101,90
392,4,4:31.0,Offensive rebound by Team,,101,90
393,4,4:31.0,A. Aminu enters the game for E. Turner,,101,90
394,4,4:27.0,Shooting foul by J. Adams (drawn by M. Harkless),,101,90
395,4,4:27.0,M. Harkless makes free throw 1 of 2,,102,90
396,4,4:27.0,M. Harkless makes free throw 2 of 2,,103,90
397,4,4:05.0,,K. Huerter misses 3-pt jump shot from 25 ft,103,90
398,4,4:00.0,Defensive rebound by M. Harkless,,103,90
399,4,3:54.0,D. Lillard makes 3-pt jump shot from 25 ft,,106,90
400,4,3:41.0,,Shooting foul by E. Freedom (drawn by J. Adams),106,90
401,4,3:41.0,Portland full timeout,,106,90
402,4,3:41.0,G. Trent enters the game for A. Aminu,,106,90
403,4,3:41.0,,J. Collins enters the game for D. Davis,106,90
404,4,3:41.0,,J. Adams makes free throw 1 of 2,106,91
405,4,3:41.0,,J. Adams makes free throw 2 of 2,106,92
406,4,3:30.0,E. Freedom makes 2-pt hook shot from 7 ft (assist by D. Lillard),,108,92
407,4,3:15.0,,J. Collins misses 2-pt jump shot from 20 ft,108,92
408,4,3:11.0,Defensive rebound by M. Harkless,,108,92
409,4,3:00.0,E. Freedom makes 2-pt layup from 1 ft (assist by M. Harkless),,110,92
410,4,2:44.0,,J. Adams misses 3-pt jump shot from 25 ft,110,92
411,4,2:38.0,Defensive rebound by M. Harkless,,110,92
412,4,2:37.0,E. Freedom makes 2-pt dunk from 1 ft (assist by M. Harkless),,112,92
413,4,2:37.0,,Atlanta full timeout,112,92
414,4,2:37.0,Z. Collins enters the game for M. Harkless,,112,92
415,4,2:37.0,S. Labissière enters the game for E. Freedom,,112,92
416,4,2:37.0,A. Simons enters the game for D. Lillard,,112,92
417,4,2:37.0,,V. Carter enters the game for J. Adams,112,92
418,4,2:37.0,,T. Young enters the game for D. Dedmon,112,92
419,4,2:30.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),112,94
420,4,2:10.0,Z. Collins misses 2-pt dunk from 2 ft,,112,94
421,4,2:06.0,Offensive rebound by Z. Collins,,112,94
422,4,2:04.0,Z. Collins makes 2-pt layup from 2 ft,,114,94
423,4,1:55.0,,Turnover by T. Young (lost ball; steal by S. Labissière),114,94
424,4,1:53.0,S. Curry makes 2-pt layup from 2 ft (assist by S. Labissière),,116,94
425,4,1:48.0,,T. Young makes 2-pt jump shot from 10 ft,116,96
426,4,1:48.0,Portland full timeout,,116,96
427,4,1:48.0,J. Layman enters the game for S. Curry,,116,96
428,4,1:48.0,,D. Davis enters the game for V. Carter,116,96
429,4,1:36.0,G. Trent misses 3-pt jump shot from 26 ft,,116,96
430,4,1:35.0,,Defensive rebound by Team,116,96
431,4,1:30.0,,T. Young misses 2-pt layup from 1 ft,116,96
432,4,1:29.0,,Offensive rebound by D. Davis,116,96
433,4,1:29.0,,D. Davis makes 2-pt dunk from 1 ft,116,98
434,4,1:20.0,A. Simons misses 3-pt jump shot from 25 ft,,116,98
435,4,1:17.0,,Defensive rebound by D. Davis,116,98
436,4,1:09.0,,T. Young misses 2-pt jump shot from 7 ft,116,98
437,4,1:05.0,Defensive rebound by Z. Collins,,116,98
438,4,0:54.0,A. Simons makes 2-pt jump shot from 9 ft,,118,98
439,4,0:49.0,,J. Collins misses 3-pt jump shot from 25 ft,118,98
440,4,0:46.0,Defensive rebound by G. Trent,,118,98
441,4,0:32.0,G. Trent misses 2-pt jump shot from 21 ft,,118,98
442,4,0:29.0,,Defensive rebound by J. Collins,118,98
443,4,0:24.0,,T. Young misses 3-pt jump shot from 28 ft,118,98
444,4,0:20.0,Defensive rebound by S. Labissière,,118,98
