,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,DETROIT_ACTION,WASHINGTON_SCORE,DETROIT_SCORE
95,1,1:15.0,,A. Drummond misses free throw 2 of 2,24,31
96,1,1:13.0,Defensive rebound by B. Portis,,24,31
97,1,0:54.0,J. McRae misses 2-pt jump shot from 18 ft,,24,31
98,1,0:52.0,,Defensive rebound by A. Drummond,24,31
99,1,0:39.0,,I. Smith makes 3-pt jump shot from 23 ft (assist by W. Ellington),24,34
100,1,0:33.0,B. Portis makes 3-pt jump shot from 25 ft (assist by B. Beal),,27,34
101,1,0:30.0,,Offensive foul by T. Maker (drawn by J. McRae),27,34
102,1,0:30.0,,Turnover by T. Maker (offensive foul),27,34
103,1,0:07.0,B. Portis misses 2-pt dunk from 2 ft (block by T. Maker),,27,34
104,1,0:04.0,Offensive rebound by J. Parker,,27,34
105,1,0:02.0,J. McRae misses 2-pt layup from 2 ft,,27,34
106,1,0:01.0,,Defensive rebound by W. Ellington,27,34
107,1,0:00.0,,Shooting foul by W. Johnson (drawn by I. Smith),27,34
108,1,0:00.0,,B. Brown enters the game for T. Maker,27,34
109,1,0:00.0,,I. Smith makes free throw 1 of 2,27,35
110,1,0:00.0,,I. Smith makes free throw 2 of 2,27,36
111,2,11:50.0,Personal foul by I. Smith (drawn by J. McRae),,27,36
112,2,11:36.0,J. McRae makes 2-pt jump shot from 17 ft (assist by T. Ariza),,29,36
113,2,11:15.0,,W. Ellington misses 3-pt jump shot from 28 ft,29,36
114,2,11:11.0,Defensive rebound by J. Parker,,29,36
115,2,10:59.0,J. McRae makes 2-pt jump shot from 17 ft (assist by W. Johnson),,31,36
116,2,10:45.0,,L. Kennard misses 3-pt jump shot from 27 ft,31,36
117,2,10:42.0,Defensive rebound by T. Ariza,,31,36
118,2,10:31.0,T. Ariza makes 2-pt jump shot from 16 ft,,33,36
119,2,10:20.0,,Z. Pachulia makes 2-pt jump shot from 11 ft (assist by W. Ellington),33,38
120,2,10:14.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. McRae),,36,38
121,2,9:53.0,,L. Kennard makes 3-pt jump shot from 26 ft (assist by Z. Pachulia),36,41
122,2,9:34.0,W. Johnson makes 2-pt layup from 2 ft (assist by J. McRae),,38,41
123,2,9:21.0,,W. Ellington misses 3-pt jump shot from 26 ft,38,41
124,2,9:17.0,Defensive rebound by B. Portis,,38,41
125,2,9:14.0,Turnover by B. Portis (traveling),,38,41
126,2,8:50.0,,B. Griffin misses 3-pt jump shot from 26 ft,38,41
127,2,8:48.0,,Offensive rebound by Z. Pachulia,38,41
128,2,8:47.0,,Z. Pachulia makes 2-pt layup from 1 ft,38,43
129,2,8:38.0,J. Parker misses 3-pt jump shot from 24 ft,,38,43
130,2,8:35.0,,Defensive rebound by W. Ellington,38,43
131,2,8:27.0,,I. Smith misses 2-pt jump shot from 16 ft,38,43
132,2,8:25.0,Defensive rebound by W. Johnson,,38,43
133,2,8:16.0,J. McRae makes 2-pt layup from 3 ft,,40,43
134,2,8:09.0,,Detroit full timeout,40,43
135,2,7:55.0,,B. Griffin makes 2-pt hook shot from 5 ft,40,45
136,2,7:37.0,W. Johnson makes 3-pt jump shot from 25 ft (assist by J. McRae),,43,45
137,2,7:37.0,Shooting foul by W. Ellington (drawn by W. Johnson),,43,45
138,2,7:37.0,W. Johnson makes free throw 1 of 1,,44,45
139,2,7:23.0,,Shooting foul by J. Parker (drawn by B. Griffin),44,45
140,2,7:23.0,,B. Griffin misses free throw 1 of 2,44,45
141,2,7:23.0,,Offensive rebound by Team,44,45
142,2,7:23.0,,B. Griffin makes free throw 2 of 2,44,46
143,2,7:03.0,J. McRae makes 2-pt jump shot from 17 ft,,46,46
144,2,6:42.0,,L. Kennard misses 2-pt hook shot from 8 ft,46,46
145,2,6:40.0,Defensive rebound by J. Parker,,46,46
146,2,6:38.0,J. McRae makes 2-pt layup from 1 ft (assist by J. Parker),,48,46
147,2,6:22.0,,W. Ellington misses 3-pt jump shot from 26 ft,48,46
148,2,6:19.0,Defensive rebound by J. McRae,,48,46
149,2,6:06.0,B. Portis misses 3-pt jump shot from 24 ft,,48,46
150,2,6:02.0,,Defensive rebound by B. Griffin,48,46
151,2,5:58.0,,W. Ellington misses 3-pt jump shot from 26 ft,48,46
152,2,5:54.0,Defensive rebound by T. Ariza,,48,46
153,2,5:42.0,W. Johnson misses 3-pt jump shot from 24 ft,,48,46
154,2,5:40.0,,Defensive rebound by I. Smith,48,46
155,2,5:19.0,,I. Smith misses 2-pt jump shot from 21 ft,48,46
156,2,5:16.0,Defensive rebound by T. Ariza,,48,46
157,2,5:11.0,Personal foul by B. Griffin (drawn by B. Portis),,48,46
158,2,5:11.0,B. Beal enters the game for W. Johnson,,48,46
159,2,5:11.0,,A. Drummond enters the game for W. Ellington,48,46
160,2,5:11.0,,L. Galloway enters the game for Z. Pachulia,48,46
161,2,5:11.0,,R. Jackson enters the game for I. Smith,48,46
162,2,4:57.0,T. Ariza misses 2-pt hook shot from 8 ft,,48,46
163,2,4:54.0,Offensive rebound by B. Portis,,48,46
164,2,4:54.0,B. Portis makes 2-pt layup at rim,,50,46
165,2,4:30.0,,B. Griffin misses 2-pt jump shot from 16 ft,50,46
166,2,4:27.0,Defensive rebound by B. Portis,,50,46
167,2,4:18.0,B. Portis misses 2-pt jump shot from 9 ft,,50,46
168,2,4:16.0,,Defensive rebound by A. Drummond,50,46
169,2,4:11.0,,L. Galloway misses 2-pt layup from 8 ft (block by B. Beal),50,46
170,2,4:11.0,,Offensive rebound by Team,50,46
171,2,4:11.0,J. Green enters the game for J. Parker,,50,46
172,2,3:59.0,,Shooting foul by B. Portis (drawn by A. Drummond),50,46
173,2,3:59.0,,A. Drummond makes free throw 1 of 2,50,47
174,2,3:59.0,,B. Brown enters the game for L. Kennard,50,47
175,2,3:59.0,,A. Drummond makes free throw 2 of 2,50,48
176,2,3:41.0,B. Portis misses 2-pt jump shot from 10 ft,,50,48
177,2,3:38.0,,Defensive rebound by A. Drummond,50,48
178,2,3:36.0,,Personal foul by T. Ariza (drawn by B. Griffin),50,48
179,2,3:30.0,,B. Griffin makes 3-pt jump shot from 26 ft (assist by R. Jackson),50,51
180,2,3:18.0,Washington full timeout,,50,51
181,2,3:18.0,T. Bryant enters the game for J. McRae,,50,51
182,2,3:18.0,C. Randle enters the game for B. Portis,,50,51
183,2,3:07.0,T. Bryant misses 2-pt jump shot from 13 ft,,50,51
184,2,3:05.0,Offensive rebound by T. Bryant,,50,51
185,2,3:03.0,T. Bryant makes 2-pt jump shot from 13 ft,,52,51
186,2,2:52.0,,B. Griffin makes 3-pt jump shot from 25 ft,52,54
187,2,2:40.0,B. Beal makes 3-pt jump shot from 24 ft (assist by J. Green),,55,54
188,2,2:31.0,,B. Griffin makes 3-pt jump shot from 26 ft,55,57
189,2,2:17.0,C. Randle misses 2-pt layup from 6 ft (block by A. Drummond),,55,57
190,2,2:14.0,,Defensive rebound by B. Griffin,55,57
191,2,2:09.0,,A. Drummond makes 2-pt layup from 1 ft (assist by B. Griffin),55,59
192,2,1:53.0,J. Green misses 2-pt jump shot from 13 ft,,55,59
193,2,1:53.0,,Defensive rebound by A. Drummond,55,59
194,2,1:43.0,,Personal foul by C. Randle (drawn by R. Jackson),55,59
195,2,1:36.0,,L. Galloway misses 3-pt jump shot from 25 ft,55,59
196,2,1:30.0,Defensive rebound by C. Randle,,55,59
197,2,1:25.0,Shooting foul by A. Drummond (drawn by B. Beal),,55,59
198,2,1:25.0,B. Beal makes free throw 1 of 2,,56,59
199,2,1:25.0,B. Beal makes free throw 2 of 2,,57,59
200,2,1:16.0,,B. Griffin misses 3-pt jump shot from 26 ft,57,59
201,2,1:12.0,Defensive rebound by T. Ariza,,57,59
202,2,1:05.0,T. Ariza misses 3-pt jump shot from 26 ft,,57,59
203,2,1:01.0,,Defensive rebound by A. Drummond,57,59
204,2,0:46.0,,B. Griffin misses 3-pt jump shot from 25 ft,57,59
205,2,0:44.0,Defensive rebound by T. Ariza,,57,59
206,2,0:44.0,Turnover by T. Ariza (bad pass; steal by A. Drummond),,57,59
207,2,0:42.0,,A. Drummond makes 2-pt layup from 2 ft,57,61
208,2,0:35.0,T. Bryant misses 3-pt jump shot from 25 ft,,57,61
209,2,0:33.0,,Defensive rebound by A. Drummond,57,61
210,2,0:14.0,,B. Griffin misses 2-pt layup from 3 ft,57,61
211,2,0:10.0,Defensive rebound by B. Beal,,57,61
212,2,0:06.0,T. Bryant makes 2-pt layup at rim (assist by B. Beal),,59,61
213,2,0:00.0,,L. Galloway misses 3-pt jump shot from 23 ft,59,61
214,2,0:00.0,,Offensive rebound by Team,59,61
215,3,11:45.0,J. Green misses 3-pt jump shot from 27 ft,,59,61
216,3,11:42.0,Offensive rebound by T. Bryant,,59,61
217,3,11:41.0,T. Bryant makes 2-pt layup from 2 ft,,61,61
218,3,11:25.0,,R. Jackson makes 3-pt jump shot from 28 ft,61,64
219,3,11:08.0,Turnover by J. Green (bad pass; steal by L. Galloway),,61,64
220,3,10:59.0,,Turnover by A. Drummond (lost ball),61,64
221,3,10:51.0,Turnover by C. Randle (lost ball; steal by R. Jackson),,61,64
222,3,10:46.0,,B. Brown makes 2-pt dunk from 1 ft (assist by R. Jackson),61,66
223,3,10:29.0,B. Beal makes 2-pt jump shot from 14 ft,,63,66
224,3,10:17.0,,Personal foul by J. Green (drawn by B. Griffin),63,66
225,3,10:10.0,,Turnover by R. Jackson (bad pass; steal by T. Ariza),63,66
226,3,10:06.0,C. Randle makes 2-pt layup from 1 ft (assist by T. Ariza),,65,66
227,3,9:50.0,,Personal foul by J. Green (drawn by B. Griffin),65,66
228,3,9:33.0,,B. Griffin misses 3-pt jump shot from 25 ft,65,66
229,3,9:31.0,Defensive rebound by T. Bryant,,65,66
230,3,9:25.0,B. Beal misses 3-pt jump shot from 26 ft,,65,66
231,3,9:21.0,Offensive rebound by T. Bryant,,65,66
232,3,9:09.0,T. Ariza misses 3-pt jump shot from 22 ft,,65,66
233,3,9:06.0,,Defensive rebound by B. Griffin,65,66
234,3,8:45.0,,B. Griffin makes 2-pt layup from 3 ft,65,68
235,3,8:27.0,T. Bryant makes 2-pt dunk from 1 ft (assist by T. Ariza),,67,68
236,3,8:13.0,,R. Jackson misses 2-pt layup from 4 ft (block by T. Bryant),67,68
237,3,8:11.0,Defensive rebound by T. Bryant,,67,68
238,3,8:09.0,T. Ariza makes 2-pt dunk from 1 ft (assist by B. Beal),,69,68
239,3,7:49.0,,Personal foul by B. Beal (drawn by B. Griffin),69,68
240,3,7:36.0,,Offensive foul by R. Jackson (drawn by T. Bryant),69,68
241,3,7:36.0,,Turnover by R. Jackson (offensive foul),69,68
242,3,7:19.0,B. Beal misses 2-pt jump shot from 21 ft,,69,68
243,3,7:14.0,,Defensive rebound by A. Drummond,69,68
244,3,7:03.0,,R. Jackson makes 3-pt jump shot from 25 ft (assist by B. Griffin),69,71
245,3,6:50.0,Turnover by T. Ariza (out of bounds lost ball),,69,71
246,3,6:50.0,,Detroit full timeout,69,71
247,3,6:50.0,,T. Maker enters the game for B. Griffin,69,71
248,3,6:35.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by R. Jackson),69,73
249,3,6:10.0,B. Beal misses 3-pt jump shot from 26 ft,,69,73
250,3,6:05.0,,Defensive rebound by T. Maker,69,73
251,3,5:50.0,,R. Jackson makes 3-pt jump shot from 24 ft,69,76
252,3,5:37.0,T. Ariza makes 2-pt layup from 4 ft (assist by T. Bryant),,71,76
253,3,5:37.0,Shooting foul by T. Maker (drawn by T. Ariza),,71,76
254,3,5:37.0,B. Portis enters the game for T. Bryant,,71,76
255,3,5:37.0,T. Ariza misses free throw 1 of 1,,71,76
256,3,5:35.0,,Defensive rebound by T. Maker,71,76
257,3,5:22.0,,Turnover by R. Jackson (bad pass),71,76
258,3,5:22.0,J. McRae enters the game for C. Randle,,71,76
259,3,4:59.0,Turnover by J. Green (step out of bounds),,71,76
260,3,4:45.0,,A. Drummond makes 2-pt layup from 3 ft (assist by R. Jackson),71,78
261,3,4:33.0,B. Beal misses 3-pt jump shot from 23 ft,,71,78
262,3,4:29.0,,Defensive rebound by L. Galloway,71,78
263,3,4:17.0,,T. Maker makes 3-pt jump shot from 23 ft (assist by L. Galloway),71,81
264,3,4:16.0,Washington full timeout,,71,81
265,3,4:16.0,J. Parker enters the game for J. Green,,71,81
266,3,4:16.0,,L. Kennard enters the game for L. Galloway,71,81
267,3,3:57.0,T. Ariza makes 2-pt jump shot from 21 ft (assist by B. Portis),,73,81
268,3,3:39.0,,L. Kennard makes 3-pt jump shot from 25 ft (assist by R. Jackson),73,84
269,3,3:21.0,B. Beal misses 2-pt jump shot from 13 ft,,73,84
270,3,3:19.0,,Defensive rebound by A. Drummond,73,84
271,3,3:09.0,,R. Jackson misses 2-pt layup from 1 ft,73,84
272,3,3:07.0,Defensive rebound by J. Parker,,73,84
273,3,2:54.0,B. Portis makes 3-pt jump shot from 26 ft (assist by J. McRae),,76,84
274,3,2:36.0,,Turnover by B. Brown (lost ball; steal by B. Beal),76,84
275,3,2:36.0,Personal take foul by B. Brown (drawn by J. McRae),,76,84
276,3,2:36.0,W. Johnson enters the game for T. Ariza,,76,84
277,3,2:36.0,,I. Smith enters the game for R. Jackson,76,84
278,3,2:20.0,J. McRae misses 2-pt layup from 4 ft,,76,84
279,3,2:18.0,,Defensive rebound by A. Drummond,76,84
280,3,2:12.0,,A. Drummond makes 2-pt layup from 2 ft (assist by L. Kennard),76,86
281,3,2:12.0,,Shooting foul by J. Parker (drawn by A. Drummond),76,86
282,3,2:12.0,,A. Drummond misses free throw 1 of 1,76,86
283,3,2:10.0,Defensive rebound by B. Portis,,76,86
284,3,1:55.0,J. Parker misses 3-pt jump shot from 26 ft,,76,86
285,3,1:53.0,,Defensive rebound by A. Drummond,76,86
286,3,1:43.0,,Turnover by T. Maker (traveling),76,86
287,3,1:27.0,Shooting foul by I. Smith (drawn by B. Beal),,76,86
288,3,1:27.0,B. Beal makes free throw 1 of 2,,77,86
289,3,1:27.0,,W. Ellington enters the game for B. Brown,77,86
290,3,1:27.0,,Technical foul by R. Jackson,77,86
291,3,1:27.0,B. Beal makes technical free throw,,78,86
292,3,1:27.0,B. Beal makes free throw 2 of 2,,79,86
293,3,1:07.0,,A. Drummond misses 2-pt hook shot from 9 ft,79,86
294,3,1:05.0,Defensive rebound by J. Parker,,79,86
295,3,1:02.0,B. Beal misses 3-pt jump shot from 27 ft,,79,86
296,3,0:58.0,,Defensive rebound by L. Kennard,79,86
297,3,0:44.0,,Shooting foul by J. McRae (drawn by A. Drummond),79,86
298,3,0:44.0,,A. Drummond makes free throw 1 of 2,79,87
299,3,0:44.0,,A. Drummond makes free throw 2 of 2,79,88
300,3,0:30.0,Turnover by J. McRae (out of bounds lost ball),,79,88
301,3,0:26.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by I. Smith),79,90
302,3,0:02.0,Turnover by J. Parker (lost ball; steal by A. Drummond),,79,90
303,3,0:01.0,,A. Drummond misses 3-pt jump shot from 70 ft,79,90
304,3,0:01.0,,Offensive rebound by Team,79,90
305,4,11:43.0,,W. Ellington misses 3-pt jump shot from 25 ft,79,90
306,4,11:37.0,Defensive rebound by W. Johnson,,79,90
307,4,11:27.0,Turnover by B. Beal (bad pass),,79,90
308,4,11:09.0,,Turnover by W. Ellington (lost ball; steal by W. Johnson),79,90
309,4,11:07.0,B. Beal makes 2-pt dunk at rim (assist by J. Parker),,81,90
310,4,10:51.0,,I. Smith misses 3-pt jump shot from 23 ft,81,90
311,4,10:45.0,,Offensive rebound by I. Smith,81,90
312,4,10:45.0,,T. Maker misses 2-pt layup from 2 ft (block by W. Johnson),81,90
313,4,10:43.0,,Offensive rebound by T. Maker,81,90
314,4,10:43.0,,Personal foul by W. Johnson (drawn by T. Maker),81,90
315,4,10:32.0,,I. Smith misses 3-pt jump shot from 26 ft,81,90
316,4,10:28.0,Defensive rebound by B. Beal,,81,90
317,4,10:25.0,B. Beal misses 3-pt jump shot from 26 ft,,81,90
318,4,10:23.0,,Defensive rebound by B. Griffin,81,90
319,4,10:09.0,,B. Griffin misses 2-pt jump shot from 11 ft,81,90
320,4,10:08.0,,Offensive rebound by I. Smith,81,90
321,4,10:04.0,,T. Maker makes 2-pt layup from 2 ft (assist by I. Smith),81,92
322,4,10:04.0,W. Johnson misses 2-pt jump shot from 19 ft,,81,92
323,4,9:48.0,,Defensive rebound by I. Smith,81,92
324,4,9:42.0,,I. Smith makes 2-pt layup from 2 ft,81,94
325,4,9:42.0,Washington full timeout,,81,94
326,4,9:42.0,T. Ariza enters the game for J. McRae,,81,94
327,4,9:25.0,B. Portis makes 3-pt jump shot from 27 ft (assist by B. Beal),,84,94
328,4,9:12.0,,I. Smith misses 2-pt layup from 6 ft,84,94
329,4,9:10.0,,Offensive rebound by B. Griffin,84,94
330,4,9:07.0,,W. Ellington makes 2-pt layup from 1 ft (assist by B. Griffin),84,96
331,4,8:53.0,B. Portis makes 2-pt jump shot from 11 ft (assist by B. Beal),,86,96
332,4,8:33.0,,W. Ellington misses 3-pt jump shot from 23 ft,86,96
333,4,8:30.0,Defensive rebound by T. Ariza,,86,96
334,4,8:25.0,B. Portis misses 3-pt jump shot from 26 ft,,86,96
335,4,8:22.0,,Defensive rebound by L. Kennard,86,96
336,4,8:09.0,,Turnover by I. Smith (bad pass; steal by B. Portis),86,96
337,4,8:07.0,Shooting foul by B. Griffin (drawn by J. Parker),,86,96
338,4,8:07.0,J. Parker misses free throw 1 of 2,,86,96
339,4,8:07.0,Offensive rebound by Team,,86,96
340,4,8:07.0,J. Parker misses free throw 2 of 2,,86,96
341,4,8:04.0,,Defensive rebound by T. Maker,86,96
342,4,7:58.0,,B. Griffin makes 3-pt jump shot from 25 ft (assist by I. Smith),86,99
343,4,7:47.0,B. Portis makes 2-pt layup from 3 ft (assist by B. Beal),,88,99
344,4,7:47.0,Shooting foul by T. Maker (drawn by B. Portis),,88,99
345,4,7:47.0,B. Portis misses free throw 1 of 1,,88,99
346,4,7:45.0,,Defensive rebound by W. Ellington,88,99
347,4,7:25.0,,Shooting foul by T. Ariza (drawn by L. Kennard),88,99
348,4,7:25.0,,L. Kennard makes free throw 1 of 3,88,100
349,4,7:25.0,,L. Kennard makes free throw 2 of 3,88,101
350,4,7:25.0,,L. Kennard makes free throw 3 of 3,88,102
351,4,7:14.0,Personal foul by L. Kennard (drawn by T. Ariza),,88,102
352,4,7:05.0,B. Beal makes 2-pt jump shot from 20 ft,,90,102
353,4,6:38.0,,L. Kennard makes 3-pt jump shot from 26 ft (assist by B. Griffin),90,105
354,4,6:26.0,Turnover by J. Parker (bad pass),,90,105
355,4,6:26.0,,Detroit full timeout,90,105
356,4,6:26.0,J. Green enters the game for J. Parker,,90,105
357,4,6:26.0,,A. Drummond enters the game for T. Maker,90,105
358,4,6:18.0,,Turnover by W. Ellington (bad pass; steal by B. Beal),90,105
359,4,6:16.0,B. Beal makes 2-pt dunk from 1 ft,,92,105
360,4,5:50.0,,B. Griffin makes 2-pt jump shot from 4 ft,92,107
361,4,5:37.0,Personal foul by A. Drummond (drawn by B. Portis),,92,107
362,4,5:37.0,,R. Jackson enters the game for I. Smith,92,107
363,4,5:35.0,Personal foul by W. Ellington (drawn by B. Beal),,92,107
364,4,5:35.0,B. Beal makes free throw 1 of 2,,93,107
365,4,5:35.0,B. Beal makes free throw 2 of 2,,94,107
366,4,5:12.0,,L. Kennard misses 3-pt jump shot from 26 ft,94,107
367,4,5:08.0,Defensive rebound by B. Beal,,94,107
368,4,5:00.0,B. Beal misses 3-pt jump shot from 26 ft,,94,107
369,4,4:56.0,Offensive rebound by W. Johnson,,94,107
370,4,4:43.0,T. Ariza makes 3-pt jump shot from 29 ft (assist by B. Beal),,97,107
371,4,4:22.0,,A. Drummond makes 2-pt dunk from 2 ft (assist by B. Griffin),97,109
372,4,4:22.0,,Shooting foul by W. Johnson (drawn by A. Drummond),97,109
373,4,4:22.0,,B. Brown enters the game for W. Ellington,97,109
374,4,4:22.0,,A. Drummond makes free throw 1 of 1,97,110
375,4,4:12.0,Turnover by B. Portis (lost ball; steal by A. Drummond),,97,110
376,4,4:08.0,,Turnover by R. Jackson (bad pass),97,110
377,4,3:57.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by W. Johnson),,100,110
378,4,3:31.0,,B. Griffin makes 2-pt layup from 3 ft,100,112
379,4,3:15.0,B. Portis makes 3-pt jump shot from 27 ft (assist by J. Green),,103,112
380,4,3:13.0,,Detroit full timeout,103,112
381,4,2:53.0,,B. Griffin misses 2-pt jump shot from 9 ft,103,112
382,4,2:45.0,,A. Drummond makes 2-pt layup at rim,103,114
383,4,2:45.0,,Offensive rebound by A. Drummond,103,114
