,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MINNESOTA_ACTION,PHOENIX_SCORE,MINNESOTA_SCORE
30,1,8:33.0,,Shooting foul by D. Bender (drawn by K. Towns),5,6
31,1,8:33.0,,K. Towns makes free throw 1 of 2,5,7
32,1,8:33.0,,K. Towns makes free throw 2 of 2,5,8
33,1,8:22.0,D. Booker misses 3-pt jump shot from 28 ft,,5,8
34,1,8:20.0,,Defensive rebound by J. Teague,5,8
35,1,8:14.0,,K. Towns misses 2-pt hook shot from 3 ft,5,8
36,1,8:14.0,Defensive rebound by D. Bender,,5,8
37,1,8:07.0,D. Melton makes 2-pt layup from 1 ft,,7,8
38,1,7:57.0,,Personal foul by D. Melton (drawn by J. Teague),7,8
39,1,7:50.0,,K. Towns misses 2-pt hook shot from 3 ft,7,8
40,1,7:46.0,Defensive rebound by D. Booker,,7,8
41,1,7:42.0,Shooting foul by A. Wiggins (drawn by T. Warren),,7,8
42,1,7:42.0,T. Warren makes free throw 1 of 2,,8,8
43,1,7:42.0,T. Warren makes free throw 2 of 2,,9,8
44,1,7:36.0,,A. Wiggins misses 2-pt layup from 3 ft,9,8
45,1,7:35.0,,Offensive rebound by Team,9,8
46,1,7:23.0,,T. Gibson misses 2-pt jump shot from 1 ft,9,8
47,1,7:17.0,,Offensive rebound by K. Towns,9,8
48,1,7:17.0,,K. Towns makes 2-pt dunk at rim,9,10
49,1,7:14.0,D. Booker makes 2-pt jump shot from 12 ft,,11,10
50,1,6:58.0,,T. Gibson makes 2-pt layup from 3 ft (assist by J. Teague),11,12
51,1,6:50.0,D. Booker makes 2-pt layup from 1 ft,,13,12
52,1,6:42.0,,J. Okogie misses 2-pt layup from 2 ft,13,12
53,1,6:40.0,Defensive rebound by D. Booker,,13,12
54,1,6:34.0,Turnover by D. Melton (bad pass; steal by J. Okogie),,13,12
55,1,6:28.0,,Shooting foul by D. Bender (drawn by J. Okogie),13,12
56,1,6:28.0,,Minnesota full timeout,13,12
57,1,6:28.0,Q. Acy enters the game for D. Bender,,13,12
58,1,6:28.0,E. Okobo enters the game for D. Melton,,13,12
59,1,6:28.0,,J. Okogie makes free throw 1 of 2,13,13
60,1,6:28.0,,J. Okogie makes free throw 2 of 2,13,14
61,1,6:04.0,Turnover by Team (shot clock),,13,14
62,1,5:41.0,,Turnover by J. Okogie (bad pass; steal by M. Bridges),13,14
63,1,5:34.0,M. Bridges misses 3-pt jump shot from 23 ft,,13,14
64,1,5:31.0,,Defensive rebound by J. Okogie,13,14
65,1,5:29.0,,Offensive foul by J. Okogie (drawn by Q. Acy),13,14
66,1,5:29.0,,Turnover by J. Okogie (offensive foul),13,14
67,1,5:29.0,J. Jackson enters the game for M. Bridges,,13,14
68,1,5:29.0,,D. Rose enters the game for J. Okogie,13,14
69,1,5:29.0,,A. Tolliver enters the game for J. Teague,13,14
70,1,5:14.0,E. Okobo makes 2-pt jump shot from 17 ft (assist by Q. Acy),,15,14
71,1,4:55.0,,K. Towns misses 2-pt jump shot from 8 ft,15,14
72,1,4:53.0,Defensive rebound by J. Jackson,,15,14
73,1,4:48.0,T. Warren misses 2-pt layup from 2 ft,,15,14
74,1,4:46.0,,Defensive rebound by A. Tolliver,15,14
75,1,4:43.0,,Turnover by T. Gibson (out of bounds lost ball),15,14
76,1,4:31.0,E. Okobo makes 2-pt layup from 6 ft (assist by D. Booker),,17,14
77,1,4:19.0,,A. Tolliver misses 3-pt jump shot from 25 ft,17,14
78,1,4:17.0,Defensive rebound by T. Warren,,17,14
79,1,4:13.0,T. Warren misses 2-pt layup from 2 ft,,17,14
80,1,4:10.0,Offensive rebound by T. Warren,,17,14
81,1,4:10.0,T. Warren makes 2-pt layup from 1 ft,,19,14
82,1,4:10.0,,Minnesota full timeout,19,14
83,1,4:10.0,K. Oubre enters the game for D. Booker,,19,14
84,1,4:10.0,,D. Šarić enters the game for T. Gibson,19,14
85,1,3:57.0,,A. Wiggins misses 2-pt layup from 5 ft,19,14
86,1,3:55.0,Defensive rebound by K. Oubre,,19,14
87,1,3:48.0,Q. Acy misses 3-pt jump shot from 26 ft,,19,14
88,1,3:45.0,,Defensive rebound by A. Tolliver,19,14
89,1,3:37.0,,A. Tolliver misses 3-pt jump shot from 26 ft,19,14
90,1,3:37.0,,Offensive rebound by Team,19,14
91,1,3:37.0,Loose ball foul by Q. Acy (drawn by K. Towns),,19,14
92,1,3:37.0,,K. Towns makes free throw 1 of 2,19,15
93,1,3:37.0,,K. Towns makes free throw 2 of 2,19,16
94,1,3:14.0,Q. Acy makes 3-pt jump shot from 22 ft (assist by E. Okobo),,22,16
95,1,3:03.0,,D. Rose misses 2-pt layup from 2 ft (block by Q. Acy),22,16
96,1,3:02.0,Defensive rebound by J. Jackson,,22,16
97,1,2:58.0,T. Warren makes 2-pt layup from 1 ft (assist by J. Jackson),,24,16
98,1,2:44.0,,K. Towns makes 2-pt dunk from 1 ft (assist by D. Šarić),24,18
99,1,2:26.0,K. Oubre misses 3-pt jump shot from 23 ft,,24,18
100,1,2:26.0,,Defensive rebound by D. Šarić,24,18
101,1,2:20.0,,D. Rose misses 2-pt layup from 1 ft,24,18
102,1,2:17.0,,Offensive rebound by K. Towns,24,18
103,1,2:17.0,,K. Towns makes 3-pt jump shot from 23 ft,24,21
104,1,2:14.0,Phoenix full timeout,,24,21
105,1,2:00.0,Turnover by E. Okobo (bad pass; steal by K. Towns),,24,21
106,1,2:00.0,,Personal foul by E. Okobo (drawn by K. Towns),24,21
107,1,2:00.0,,K. Towns makes free throw 1 of 2,24,22
108,1,2:00.0,,K. Towns makes free throw 2 of 2,24,23
109,1,1:41.0,K. Oubre misses 2-pt jump shot from 10 ft,,24,23
110,1,1:38.0,,Defensive rebound by K. Towns,24,23
111,1,1:33.0,,Shooting foul by K. Oubre (drawn by D. Šarić),24,23
112,1,1:33.0,,D. Šarić makes free throw 1 of 2,24,24
113,1,1:33.0,,J. Bayless enters the game for A. Wiggins,24,24
114,1,1:33.0,,D. Šarić makes free throw 2 of 2,24,25
115,1,1:20.0,Shooting foul by A. Tolliver (drawn by J. Jackson),,24,25
116,1,1:20.0,J. Jackson misses free throw 1 of 2,,24,25
117,1,1:20.0,Offensive rebound by Team,,24,25
118,1,1:20.0,J. Jackson misses free throw 2 of 2,,24,25
119,1,1:20.0,,Defensive rebound by A. Tolliver,24,25
120,1,1:06.0,,D. Šarić makes 2-pt layup from 2 ft (assist by K. Towns),24,27
121,1,1:06.0,,Shooting foul by Q. Acy (drawn by D. Šarić),24,27
122,1,1:06.0,,D. Šarić misses free throw 1 of 1,24,27
123,1,1:04.0,Defensive rebound by Team,,24,27
124,1,1:04.0,,G. Dieng enters the game for K. Towns,24,27
125,1,0:51.0,E. Okobo misses 3-pt jump shot from 26 ft,,24,27
126,1,0:51.0,Offensive rebound by Team,,24,27
127,1,0:51.0,,Loose ball foul by G. Dieng (drawn by Q. Acy),24,27
128,1,0:51.0,Q. Acy makes free throw 1 of 2,,25,27
129,1,0:51.0,Q. Acy makes free throw 2 of 2,,26,27
130,1,0:42.0,,D. Rose makes 2-pt jump shot from 9 ft,26,29
131,1,0:31.0,E. Okobo misses 2-pt layup from 3 ft,,26,29
132,1,0:31.0,,Defensive rebound by D. Rose,26,29
133,1,0:26.0,,Turnover by D. Šarić (lost ball; steal by J. Jackson),26,29
134,1,0:22.0,E. Okobo misses 2-pt layup from 2 ft,,26,29
135,1,0:21.0,Offensive rebound by K. Oubre,,26,29
136,1,0:21.0,K. Oubre makes 2-pt layup from 1 ft,,28,29
137,1,0:03.0,,Turnover by D. Rose (traveling),28,29
138,1,0:01.0,T. Warren makes 3-pt jump shot from 27 ft (assist by Q. Acy),,31,29
139,2,11:48.0,J. Jackson misses 2-pt layup from 2 ft,,31,29
140,2,11:45.0,Offensive rebound by J. Jackson,,31,29
141,2,11:44.0,J. Jackson makes 2-pt layup from 2 ft,,33,29
142,2,11:19.0,,J. Okogie misses 2-pt jump shot from 16 ft,33,29
143,2,11:18.0,,Offensive rebound by D. Šarić,33,29
144,2,11:18.0,,Turnover by Team (shot clock),33,29
145,2,11:11.0,Turnover by J. Jackson (traveling),,33,29
146,2,10:53.0,,D. Rose misses 3-pt jump shot from 26 ft,33,29
147,2,10:48.0,Defensive rebound by K. Oubre,,33,29
148,2,10:46.0,K. Oubre misses 2-pt layup from 2 ft (block by J. Okogie),,33,29
149,2,10:46.0,Offensive rebound by D. Bender,,33,29
150,2,10:45.0,Shooting foul by G. Dieng (drawn by D. Bender),,33,29
151,2,10:45.0,D. Bender makes 2-pt layup from 1 ft,,35,29
152,2,10:45.0,D. Bender makes free throw 1 of 1,,36,29
153,2,10:30.0,,D. Rose misses 2-pt layup from 6 ft,36,29
154,2,10:28.0,Defensive rebound by J. Jackson,,36,29
155,2,10:26.0,D. Bender makes 2-pt dunk from 1 ft (assist by J. Jackson),,38,29
156,2,10:17.0,,J. Okogie makes 2-pt layup at rim (assist by J. Bayless),38,31
157,2,10:02.0,K. Oubre misses 3-pt jump shot from 25 ft,,38,31
158,2,10:02.0,,Defensive rebound by D. Šarić,38,31
159,2,9:53.0,,J. Bayless makes 2-pt jump shot from 19 ft,38,33
160,2,9:34.0,Shooting foul by J. Okogie (drawn by D. Bender),,38,33
161,2,9:34.0,D. Bender misses free throw 1 of 2,,38,33
162,2,9:34.0,Offensive rebound by Team,,38,33
163,2,9:34.0,,J. Teague enters the game for G. Dieng,38,33
164,2,9:34.0,,K. Towns enters the game for J. Okogie,38,33
165,2,9:34.0,,A. Wiggins enters the game for D. Rose,38,33
166,2,9:34.0,D. Bender makes free throw 2 of 2,,39,33
167,2,9:25.0,,J. Bayless misses 2-pt jump shot from 19 ft,39,33
168,2,9:21.0,Defensive rebound by J. Crawford,,39,33
169,2,9:17.0,Personal foul by J. Bayless (drawn by D. Bender),,39,33
170,2,9:10.0,K. Oubre makes 2-pt layup from 4 ft,,41,33
171,2,8:48.0,,Offensive foul by K. Towns (drawn by D. Bender),41,33
172,2,8:48.0,,Turnover by K. Towns (offensive foul),41,33
173,2,8:36.0,Turnover by J. Jackson (step out of bounds),,41,33
174,2,8:22.0,,Def 3 sec tech foul by Team,41,33
175,2,8:22.0,,J. Teague makes technical free throw,41,34
176,2,8:22.0,D. Booker enters the game for J. Jackson,,41,34
177,2,8:12.0,,K. Towns makes 2-pt layup from 2 ft (assist by D. Šarić),41,36
178,2,8:03.0,Personal foul by J. Bayless (drawn by D. Booker),,41,36
179,2,7:55.0,D. Bender misses 3-pt jump shot from 27 ft,,41,36
180,2,7:55.0,,Defensive rebound by J. Teague,41,36
181,2,7:42.0,,K. Towns misses 2-pt hook shot from 2 ft,41,36
182,2,7:41.0,,Offensive rebound by Team,41,36
183,2,7:35.0,,K. Towns makes 2-pt dunk from 2 ft,41,38
184,2,7:20.0,D. Bender makes 2-pt dunk from 1 ft (assist by D. Booker),,43,38
185,2,7:05.0,,J. Teague misses 2-pt jump shot from 14 ft,43,38
186,2,7:05.0,Defensive rebound by Team,,43,38
187,2,7:05.0,,Loose ball foul by D. Šarić (drawn by J. Crawford),43,38
188,2,7:05.0,J. Crawford misses free throw 1 of 2,,43,38
189,2,7:05.0,Offensive rebound by Team,,43,38
190,2,7:05.0,,T. Gibson enters the game for J. Bayless,43,38
191,2,7:05.0,,D. Rose enters the game for D. Šarić,43,38
192,2,7:05.0,J. Crawford makes free throw 2 of 2,,44,38
193,2,6:52.0,,Shooting foul by D. Booker (drawn by T. Gibson),44,38
194,2,6:52.0,,Minnesota full timeout,44,38
195,2,6:52.0,Q. Acy enters the game for D. Bender,,44,38
196,2,6:52.0,,T. Gibson makes free throw 1 of 2,44,39
197,2,6:52.0,,T. Gibson makes free throw 2 of 2,44,40
198,2,6:36.0,D. Booker misses 3-pt jump shot from 26 ft,,44,40
199,2,6:36.0,,Defensive rebound by Team,44,40
200,2,6:23.0,,A. Wiggins misses 2-pt jump shot from 16 ft,44,40
201,2,6:21.0,Defensive rebound by K. Oubre,,44,40
202,2,6:15.0,K. Oubre makes 3-pt jump shot from 26 ft (assist by J. Crawford),,47,40
203,2,6:00.0,,Shooting foul by Q. Acy (drawn by A. Wiggins),47,40
204,2,6:00.0,,A. Wiggins makes free throw 1 of 2,47,41
205,2,6:00.0,,A. Wiggins makes free throw 2 of 2,47,42
206,2,5:46.0,Q. Acy makes 3-pt jump shot from 25 ft (assist by J. Crawford),,50,42
207,2,5:30.0,,Turnover by A. Wiggins (traveling),50,42
208,2,5:26.0,D. Booker makes 3-pt jump shot from 26 ft (assist by J. Crawford),,53,42
209,2,5:15.0,,K. Towns misses 3-pt jump shot from 25 ft,53,42
210,2,5:14.0,,Offensive rebound by T. Gibson,53,42
211,2,5:13.0,,T. Gibson makes 2-pt layup from 3 ft,53,44
212,2,5:13.0,,Shooting foul by M. Bridges (drawn by T. Gibson),53,44
213,2,5:13.0,,T. Gibson makes free throw 1 of 1,53,45
214,2,4:57.0,J. Crawford makes 2-pt jump shot from 15 ft,,55,45
215,2,4:38.0,,J. Teague makes 3-pt jump shot from 25 ft (assist by K. Towns),55,48
216,2,4:38.0,T. Warren enters the game for M. Bridges,,55,48
217,2,4:11.0,J. Crawford misses 3-pt jump shot from 24 ft,,55,48
218,2,4:09.0,,Defensive rebound by Team,55,48
219,2,4:09.0,Loose ball foul by K. Oubre (drawn by D. Rose),,55,48
220,2,4:00.0,,Personal foul by Q. Acy (drawn by K. Towns),55,48
221,2,4:00.0,,K. Towns makes free throw 1 of 2,55,49
222,2,4:00.0,,K. Towns makes free throw 2 of 2,55,50
223,2,3:56.0,Phoenix full timeout,,55,50
224,2,3:56.0,D. Bender enters the game for Q. Acy,,55,50
225,2,3:49.0,Personal foul by T. Gibson (drawn by D. Bender),,55,50
226,2,3:49.0,D. Bender misses free throw 1 of 2,,55,50
227,2,3:49.0,Offensive rebound by Team,,55,50
228,2,3:49.0,D. Bender makes free throw 2 of 2,,56,50
229,2,3:35.0,,Shooting foul by D. Booker (drawn by K. Towns),56,50
230,2,3:35.0,,K. Towns makes free throw 1 of 2,56,51
231,2,3:35.0,J. Jackson enters the game for J. Crawford,,56,51
232,2,3:35.0,,K. Towns makes free throw 2 of 2,56,52
233,2,3:14.0,J. Jackson makes 2-pt jump shot from 21 ft (assist by D. Bender),,58,52
234,2,3:05.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by D. Rose),58,55
235,2,2:43.0,Turnover by T. Warren (bad pass; steal by K. Towns),,58,55
236,2,2:34.0,,T. Gibson makes 2-pt layup from 4 ft (assist by J. Teague),58,57
237,2,2:25.0,D. Booker misses 2-pt layup from 3 ft,,58,57
238,2,2:24.0,Offensive rebound by Team,,58,57
239,2,2:24.0,Turnover by D. Booker (traveling),,58,57
240,2,2:05.0,,D. Rose misses 3-pt jump shot from 23 ft,58,57
241,2,2:03.0,Defensive rebound by D. Bender,,58,57
242,2,2:01.0,Turnover by D. Bender (bad pass; steal by K. Towns),,58,57
243,2,2:01.0,,K. Towns misses 2-pt layup from 4 ft,58,57
244,2,1:57.0,,Offensive rebound by K. Towns,58,57
245,2,1:56.0,,Turnover by K. Towns (bad pass; steal by K. Oubre),58,57
246,2,1:50.0,K. Oubre makes 2-pt layup from 1 ft,,60,57
247,2,1:41.0,,A. Wiggins misses 2-pt layup from 3 ft,60,57
248,2,1:39.0,Defensive rebound by D. Bender,,60,57
249,2,1:32.0,Offensive foul by D. Booker (drawn by D. Rose),,60,57
250,2,1:32.0,Turnover by D. Booker (offensive foul),,60,57
251,2,1:17.0,,K. Towns makes 2-pt layup from 2 ft (assist by J. Teague),60,59
252,2,0:59.0,T. Warren makes 3-pt jump shot from 27 ft (assist by D. Booker),,63,59
253,2,0:43.0,,T. Gibson makes 2-pt hook shot from 4 ft (assist by J. Teague),63,61
254,2,0:32.0,Shooting foul by A. Wiggins (drawn by D. Booker),,63,61
255,2,0:32.0,Technical foul by D. Booker,,63,61
256,2,0:32.0,,K. Towns makes technical free throw,63,62
257,2,0:32.0,D. Booker makes free throw 1 of 2,,64,62
258,2,0:32.0,D. Booker makes free throw 2 of 2,,65,62
259,2,0:23.0,,K. Towns makes 2-pt jump shot from 6 ft (assist by J. Teague),65,64
260,2,0:04.0,Personal foul by A. Wiggins (drawn by J. Jackson),,65,64
261,2,0:04.0,M. Bridges enters the game for D. Booker,,65,64
262,2,0:04.0,J. Jackson makes free throw 1 of 2,,66,64
263,2,0:04.0,J. Jackson makes free throw 2 of 2,,67,64
264,2,0:00.0,,J. Teague misses 3-pt jump shot from 28 ft,67,64
265,2,0:00.0,,Offensive rebound by Team,67,64
266,3,11:49.0,T. Warren makes 2-pt jump shot from 8 ft (assist by D. Booker),,69,64
267,3,11:35.0,,A. Wiggins makes 2-pt jump shot from 15 ft (assist by K. Towns),69,66
268,3,11:08.0,T. Warren misses 3-pt jump shot from 23 ft,,69,66
269,3,11:03.0,,Defensive rebound by K. Towns,69,66
270,3,10:49.0,,J. Okogie misses 3-pt jump shot from 23 ft,69,66
271,3,10:48.0,,Offensive rebound by Team,69,66
272,3,10:43.0,,K. Towns misses 2-pt layup at rim,69,66
273,3,10:40.0,Defensive rebound by D. Booker,,69,66
274,3,10:36.0,Personal foul by J. Okogie (drawn by D. Booker),,69,66
275,3,10:36.0,,D. Rose enters the game for J. Okogie,69,66
276,3,10:29.0,M. Bridges misses 3-pt jump shot from 24 ft,,69,66
277,3,10:25.0,,Defensive rebound by J. Teague,69,66
278,3,10:08.0,,Turnover by J. Teague (bad pass; steal by D. Melton),69,66
279,3,9:56.0,D. Booker misses 3-pt jump shot from 23 ft,,69,66
280,3,9:54.0,,Defensive rebound by K. Towns,69,66
281,3,9:42.0,,A. Wiggins misses 2-pt layup from 4 ft (block by D. Bender),69,66
282,3,9:40.0,,Offensive rebound by K. Towns,69,66
283,3,9:40.0,,K. Towns makes 2-pt layup from 2 ft,69,68
284,3,9:32.0,D. Bender misses 3-pt jump shot from 24 ft,,69,68
285,3,9:29.0,,Defensive rebound by T. Gibson,69,68
286,3,9:18.0,,A. Wiggins misses 2-pt layup from 1 ft,69,68
287,3,9:16.0,Defensive rebound by D. Bender,,69,68
288,3,9:11.0,T. Warren misses 2-pt layup from 2 ft,,69,68
289,3,9:08.0,,Defensive rebound by D. Rose,69,68
290,3,9:06.0,,Shooting foul by D. Melton (drawn by D. Rose),69,68
291,3,9:06.0,,D. Rose makes free throw 1 of 2,69,69
292,3,9:06.0,,D. Rose makes free throw 2 of 2,69,70
293,3,8:53.0,D. Melton makes 2-pt jump shot from 15 ft,,71,70
294,3,8:38.0,,Personal foul by D. Bender (drawn by K. Towns),71,70
295,3,8:25.0,,A. Wiggins misses 3-pt jump shot from 25 ft,71,70
296,3,8:24.0,,Offensive rebound by Team,71,70
297,3,8:24.0,,Turnover by Team (shot clock),71,70
298,3,8:10.0,Personal foul by J. Teague (drawn by D. Bender),,71,70
299,3,8:02.0,M. Bridges makes 3-pt jump shot from 24 ft (assist by D. Booker),,74,70
300,3,7:47.0,,D. Rose misses 3-pt jump shot from 26 ft,74,70
301,3,7:43.0,Defensive rebound by D. Bender,,74,70
302,3,7:40.0,D. Booker misses 3-pt jump shot from 26 ft,,74,70
303,3,7:38.0,,Defensive rebound by T. Gibson,74,70
304,3,7:26.0,,T. Gibson makes 2-pt layup from 2 ft (assist by J. Teague),74,72
305,3,7:00.0,Shooting foul by T. Gibson (drawn by T. Warren),,74,72
306,3,7:00.0,T. Warren misses free throw 1 of 2,,74,72
307,3,7:00.0,Offensive rebound by Team,,74,72
308,3,7:00.0,Q. Acy enters the game for D. Bender,,74,72
309,3,7:00.0,J. Jackson enters the game for D. Booker,,74,72
310,3,7:00.0,K. Oubre enters the game for M. Bridges,,74,72
311,3,7:00.0,,D. Šarić enters the game for T. Gibson,74,72
312,3,7:00.0,T. Warren makes free throw 2 of 2,,75,72
313,3,6:43.0,,Def 3 sec tech foul by Team,75,72
314,3,6:43.0,,Minnesota full timeout,75,72
315,3,6:43.0,,D. Rose makes technical free throw,75,73
316,3,6:36.0,,D. Rose makes 2-pt jump shot from 19 ft,75,75
317,3,6:23.0,J. Jackson makes 2-pt layup from 4 ft (assist by D. Melton),,77,75
318,3,6:08.0,,Turnover by K. Towns (3 sec),77,75
319,3,5:55.0,Turnover by K. Oubre (lost ball; steal by D. Šarić),,77,75
320,3,5:49.0,,D. Rose misses 2-pt layup from 2 ft,77,75
321,3,5:47.0,Defensive rebound by D. Melton,,77,75
322,3,5:44.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by D. Melton),,80,75
323,3,5:25.0,,Turnover by K. Towns (bad pass; steal by K. Oubre),80,75
324,3,5:16.0,K. Oubre misses 3-pt jump shot from 25 ft,,80,75
325,3,5:12.0,,Defensive rebound by A. Wiggins,80,75
326,3,5:06.0,,A. Wiggins misses 2-pt jump shot from 21 ft,80,75
327,3,5:04.0,Defensive rebound by K. Oubre,,80,75
328,3,4:55.0,K. Oubre makes 3-pt jump shot from 26 ft (assist by Q. Acy),,83,75
329,3,4:55.0,D. Booker enters the game for D. Melton,,83,75
330,3,4:55.0,J. Crawford enters the game for T. Warren,,83,75
331,3,4:55.0,,J. Bayless enters the game for J. Teague,83,75
332,3,4:28.0,,Shooting foul by K. Oubre (drawn by A. Wiggins),83,75
333,3,4:28.0,,A. Wiggins misses free throw 1 of 3,83,75
334,3,4:28.0,,Offensive rebound by Team,83,75
335,3,4:28.0,,A. Wiggins makes free throw 2 of 3,83,76
336,3,4:28.0,,A. Wiggins misses free throw 3 of 3,83,76
337,3,4:26.0,Defensive rebound by Q. Acy,,83,76
338,3,4:13.0,D. Booker makes 2-pt jump shot from 11 ft,,85,76
339,3,4:03.0,,Shooting foul by D. Booker (drawn by D. Rose),85,76
340,3,4:03.0,,D. Rose makes free throw 1 of 2,85,77
341,3,4:03.0,,L. Deng enters the game for A. Wiggins,85,77
342,3,4:03.0,,D. Rose makes free throw 2 of 2,85,78
343,3,3:53.0,D. Booker misses 3-pt jump shot from 25 ft,,85,78
344,3,3:48.0,,Defensive rebound by D. Šarić,85,78
345,3,3:42.0,,D. Šarić misses 3-pt jump shot from 25 ft,85,78
346,3,3:40.0,Defensive rebound by Team,,85,78
347,3,3:40.0,Phoenix full timeout,,85,78
348,3,3:29.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by D. Booker),,88,78
349,3,3:17.0,,D. Rose makes 2-pt jump shot from 19 ft,88,80
350,3,3:02.0,J. Crawford makes 3-pt jump shot from 23 ft (assist by Q. Acy),,91,80
351,3,2:43.0,,D. Rose misses 3-pt jump shot from 26 ft,91,80
352,3,2:39.0,Defensive rebound by D. Booker,,91,80
353,3,2:37.0,Turnover by J. Jackson (bad pass),,91,80
354,3,2:26.0,,L. Deng misses 3-pt jump shot from 23 ft,91,80
355,3,2:23.0,Defensive rebound by J. Jackson,,91,80
356,3,2:15.0,Q. Acy misses 3-pt jump shot from 25 ft,,91,80
357,3,2:12.0,,Defensive rebound by J. Bayless,91,80
358,3,1:58.0,,K. Towns misses 2-pt layup from 3 ft (block by Q. Acy),91,80
359,3,1:57.0,,Offensive rebound by Team,91,80
360,3,1:57.0,T. Warren enters the game for D. Booker,,91,80
361,3,1:55.0,,K. Towns misses 3-pt jump shot from 25 ft,91,80
362,3,1:53.0,Defensive rebound by K. Oubre,,91,80
363,3,1:49.0,J. Jackson misses 2-pt layup from 2 ft (block by K. Towns),,91,80
364,3,1:45.0,,Defensive rebound by J. Bayless,91,80
365,3,1:41.0,,D. Rose makes 2-pt layup from 1 ft (assist by J. Bayless),91,82
366,3,1:38.0,Turnover by T. Warren (bad pass; steal by L. Deng),,91,82
367,3,1:35.0,,D. Rose makes 2-pt layup from 1 ft (assist by L. Deng),91,84
368,3,1:35.0,Phoenix full timeout,,91,84
369,3,1:35.0,,A. Tolliver enters the game for K. Towns,91,84
370,3,1:24.0,Shooting foul by D. Šarić (drawn by J. Jackson),,91,84
371,3,1:24.0,J. Jackson makes free throw 1 of 2,,92,84
372,3,1:24.0,J. Jackson makes free throw 2 of 2,,93,84
373,3,1:09.0,,D. Rose makes 2-pt layup from 1 ft,93,86
374,3,0:58.0,J. Jackson misses 2-pt layup from 3 ft (block by L. Deng),,93,86
375,3,0:58.0,Offensive rebound by Team,,93,86
376,3,0:49.0,T. Warren makes 2-pt layup from 1 ft,,95,86
377,3,0:39.0,,D. Rose makes 2-pt layup from 2 ft,95,88
378,3,0:35.0,J. Crawford misses 3-pt jump shot from 25 ft,,95,88
379,3,0:32.0,Offensive rebound by T. Warren,,95,88
380,3,0:21.0,Personal foul by J. Bayless (drawn by J. Crawford),,95,88
381,3,0:21.0,J. Crawford misses free throw 1 of 2,,95,88
382,3,0:21.0,Offensive rebound by Team,,95,88
383,3,0:21.0,J. Crawford makes free throw 2 of 2,,96,88
384,3,0:06.0,,Shooting foul by K. Oubre (drawn by A. Tolliver),96,88
385,3,0:06.0,,A. Tolliver makes free throw 1 of 2,96,89
386,3,0:06.0,D. Booker enters the game for Q. Acy,,96,89
387,3,0:06.0,,J. Okogie enters the game for J. Bayless,96,89
388,3,0:06.0,,A. Tolliver misses free throw 2 of 2,96,89
389,3,0:04.0,,Offensive rebound by D. Šarić,96,89
390,3,0:04.0,,D. Šarić makes 2-pt layup from 2 ft,96,91
391,3,0:00.0,J. Jackson misses 3-pt jump shot from 36 ft,,96,91
392,3,0:00.0,Offensive rebound by Team,,96,91
393,3,0:00.0,Technical foul by J. Jackson,,96,91
