,QUARTER,TIME_REMAINING,TORONTO_ACTION,PHILADELPHIA_ACTION,TORONTO_SCORE,PHILADELPHIA_SCORE
0,1,11:44.0,,J. Butler misses 2-pt jump shot from 20 ft,0,0
1,1,11:42.0,,Offensive rebound by J. Embiid,0,0
2,1,11:41.0,,J. Embiid makes 2-pt layup from 1 ft,0,2
3,1,11:20.0,K. Lowry misses 3-pt jump shot from 25 ft,,0,2
4,1,11:19.0,,Defensive rebound by J. Embiid,0,2
5,1,11:11.0,,J. Butler makes 2-pt layup at rim (assist by B. Simmons),0,4
6,1,10:51.0,D. Green makes 2-pt jump shot from 20 ft (assist by S. Ibaka),,2,4
7,1,10:37.0,,J. Embiid misses 3-pt jump shot from 26 ft,2,4
8,1,10:35.0,Defensive rebound by K. Leonard,,2,4
9,1,10:25.0,P. Siakam misses 3-pt jump shot from 26 ft,,2,4
10,1,10:24.0,,Defensive rebound by B. Simmons,2,4
11,1,9:59.0,,B. Simmons misses 2-pt jump shot from 3 ft,2,4
12,1,9:59.0,Defensive rebound by S. Ibaka,,2,4
13,1,9:48.0,S. Ibaka misses 2-pt hook shot from 7 ft,,2,4
14,1,9:46.0,,Defensive rebound by J. Embiid,2,4
15,1,9:35.0,,Turnover by B. Simmons (3 sec),2,4
16,1,9:14.0,K. Lowry makes 2-pt layup from 1 ft,,4,4
17,1,9:06.0,,Turnover by M. Muscala (traveling),4,4
18,1,8:57.0,K. Leonard makes 2-pt hook shot from 12 ft,,6,4
19,1,8:57.0,Shooting foul by M. Muscala (drawn by K. Leonard),,6,4
20,1,8:57.0,K. Leonard makes free throw 1 of 1,,7,4
21,1,8:46.0,,J. Embiid makes 2-pt jump shot from 5 ft (assist by J. Butler),7,6
22,1,8:35.0,S. Ibaka makes 2-pt jump shot from 5 ft (assist by K. Lowry),,9,6
23,1,8:24.0,,B. Simmons makes 2-pt layup from 2 ft,9,8
24,1,8:09.0,P. Siakam misses 2-pt hook shot from 3 ft,,9,8
25,1,8:06.0,,Defensive rebound by M. Muscala,9,8
26,1,7:45.0,,J. Butler misses 2-pt jump shot from 21 ft,9,8
27,1,7:44.0,,Offensive rebound by Team,9,8
28,1,7:44.0,Loose ball foul by S. Ibaka (drawn by J. Embiid),,9,8
29,1,7:34.0,,B. Simmons misses 2-pt hook shot from 3 ft,9,8
30,1,7:33.0,Defensive rebound by Team,,9,8
31,1,7:24.0,S. Ibaka makes 2-pt jump shot from 6 ft (assist by K. Lowry),,11,8
32,1,7:12.0,,Shooting foul by P. Siakam (drawn by J. Butler),11,8
33,1,7:12.0,,J. Butler makes free throw 1 of 2,11,9
34,1,7:12.0,,J. Butler makes free throw 2 of 2,11,10
35,1,6:54.0,P. Siakam makes 3-pt jump shot from 25 ft (assist by K. Lowry),,14,10
36,1,6:52.0,,Philadelphia full timeout,14,10
37,1,6:32.0,,Turnover by J. Embiid (bad pass; steal by K. Leonard),14,10
38,1,6:20.0,S. Ibaka makes 2-pt jump shot from 7 ft (assist by D. Green),,16,10
39,1,6:03.0,,L. Shamet misses 3-pt jump shot from 26 ft,16,10
40,1,6:01.0,Defensive rebound by Team,,16,10
41,1,6:01.0,,J. Bolden enters the game for J. Embiid,16,10
42,1,6:01.0,,F. Korkmaz enters the game for M. Muscala,16,10
43,1,6:01.0,,T. McConnell enters the game for L. Shamet,16,10
44,1,5:49.0,Offensive foul by P. Siakam (drawn by T. McConnell),,16,10
45,1,5:49.0,Turnover by P. Siakam (offensive foul),,16,10
46,1,5:49.0,N. Powell enters the game for P. Siakam,,16,10
47,1,5:32.0,,J. Butler misses 2-pt jump shot from 10 ft,16,10
48,1,5:28.0,,Offensive rebound by J. Bolden,16,10
49,1,5:26.0,,B. Simmons misses 2-pt jump shot from 1 ft,16,10
50,1,5:25.0,Defensive rebound by D. Green,,16,10
51,1,5:18.0,N. Powell makes 3-pt jump shot from 27 ft (assist by D. Green),,19,10
52,1,5:09.0,,Shooting foul by D. Green (drawn by J. Butler),19,10
53,1,5:09.0,,J. Butler makes free throw 1 of 2,19,11
54,1,5:09.0,,J. Butler makes free throw 2 of 2,19,12
55,1,4:53.0,Shooting foul by J. Bolden (drawn by K. Leonard),,19,12
56,1,4:53.0,K. Leonard makes free throw 1 of 2,,20,12
57,1,4:53.0,G. Monroe enters the game for S. Ibaka,,20,12
58,1,4:53.0,K. Leonard makes free throw 2 of 2,,21,12
59,1,4:37.0,,T. McConnell makes 2-pt jump shot from 7 ft (assist by J. Bolden),21,14
60,1,4:30.0,D. Green misses 3-pt jump shot from 28 ft,,21,14
61,1,4:26.0,,Defensive rebound by B. Simmons,21,14
62,1,4:23.0,,Turnover by B. Simmons (bad pass; steal by K. Lowry),21,14
63,1,4:18.0,K. Lowry makes 2-pt jump shot from 5 ft,,23,14
64,1,4:12.0,,F. Korkmaz makes 2-pt dunk at rim (assist by B. Simmons),23,16
65,1,3:58.0,K. Leonard makes 3-pt jump shot from 26 ft (assist by D. Green),,26,16
66,1,3:44.0,,Turnover by B. Simmons (traveling),26,16
67,1,3:44.0,F. VanVleet enters the game for K. Lowry,,26,16
68,1,3:27.0,N. Powell makes 2-pt jump shot from 2 ft,,28,16
69,1,3:17.0,,J. Bolden makes 3-pt jump shot from 28 ft (assist by T. McConnell),28,19
70,1,3:07.0,K. Leonard misses 2-pt layup from 3 ft,,28,19
71,1,3:06.0,Offensive rebound by G. Monroe,,28,19
72,1,3:06.0,G. Monroe misses 2-pt layup from 3 ft,,28,19
73,1,3:05.0,,Defensive rebound by T. McConnell,28,19
74,1,2:59.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by T. McConnell),28,21
75,1,2:59.0,Toronto full timeout,,28,21
76,1,2:59.0,S. Ibaka enters the game for D. Green,,28,21
77,1,2:59.0,D. Wright enters the game for G. Monroe,,28,21
78,1,2:59.0,,J. Embiid enters the game for J. Bolden,28,21
79,1,2:59.0,,M. Muscala enters the game for B. Simmons,28,21
80,1,2:46.0,Shooting foul by F. Korkmaz (drawn by K. Leonard),,28,21
81,1,2:46.0,K. Leonard makes free throw 1 of 2,,29,21
82,1,2:46.0,K. Leonard makes free throw 2 of 2,,30,21
83,1,2:34.0,,F. Korkmaz makes 3-pt jump shot from 26 ft (assist by J. Embiid),30,24
84,1,2:18.0,Personal foul by J. Embiid (drawn by F. VanVleet),,30,24
85,1,2:18.0,O. Anunoby enters the game for K. Leonard,,30,24
86,1,2:11.0,Personal foul by T. McConnell (drawn by N. Powell),,30,24
87,1,2:11.0,N. Powell makes free throw 1 of 2,,31,24
88,1,2:11.0,,L. Shamet enters the game for J. Butler,31,24
89,1,2:11.0,N. Powell makes free throw 2 of 2,,32,24
90,1,2:01.0,,Personal foul by N. Powell (drawn by J. Embiid),32,24
91,1,1:51.0,,J. Embiid makes 2-pt hook shot from 3 ft (assist by M. Muscala),32,26
92,1,1:36.0,D. Wright misses 2-pt layup from 4 ft,,32,26
93,1,1:34.0,,Defensive rebound by T. McConnell,32,26
94,1,1:32.0,,Turnover by T. McConnell (lost ball; steal by D. Wright),32,26
95,1,1:29.0,Shooting foul by T. McConnell (drawn by D. Wright),,32,26
96,1,1:29.0,D. Wright makes free throw 1 of 2,,33,26
97,1,1:29.0,D. Wright makes free throw 2 of 2,,34,26
98,1,1:10.0,,F. Korkmaz misses 2-pt layup from 3 ft,34,26
99,1,1:05.0,,Offensive rebound by J. Embiid,34,26
100,1,1:05.0,,J. Embiid makes 2-pt layup at rim,34,28
101,1,0:55.0,S. Ibaka makes 2-pt jump shot from 11 ft (assist by F. VanVleet),,36,28
102,1,0:29.0,,J. Embiid misses 2-pt jump shot from 8 ft,36,28
103,1,0:29.0,Defensive rebound by Team,,36,28
104,1,0:29.0,,Loose ball foul by F. Korkmaz (drawn by D. Wright),36,28
105,1,0:29.0,D. Wright makes free throw 1 of 2,,37,28
106,1,0:29.0,D. Wright makes free throw 2 of 2,,38,28
107,1,0:19.0,,T. McConnell misses 2-pt jump shot from 12 ft,38,28
108,1,0:17.0,Defensive rebound by D. Wright,,38,28
109,1,0:02.0,D. Wright makes 2-pt layup from 2 ft,,40,28
110,1,0:01.0,,F. Korkmaz misses 3-pt jump shot from 46 ft,40,28
111,1,0:01.0,,Offensive rebound by Team,40,28
112,2,11:47.0,S. Ibaka makes 2-pt dunk from 2 ft (assist by O. Anunoby),,42,28
113,2,11:21.0,,J. Embiid misses 2-pt jump shot from 13 ft,42,28
114,2,11:18.0,Defensive rebound by O. Anunoby,,42,28
115,2,11:12.0,O. Anunoby makes 2-pt jump shot from 1 ft,,44,28
116,2,11:11.0,,Philadelphia full timeout,44,28
117,2,11:11.0,,B. Simmons enters the game for J. Bolden,44,28
118,2,10:55.0,,J. Butler makes 2-pt layup from 1 ft,44,30
119,2,10:28.0,D. Wright misses 3-pt jump shot from 28 ft,,44,30
120,2,10:24.0,Offensive rebound by O. Anunoby,,44,30
121,2,10:23.0,Turnover by O. Anunoby (lost ball; steal by F. Korkmaz),,44,30
122,2,10:22.0,,Shooting foul by N. Powell (drawn by F. Korkmaz),44,30
123,2,10:22.0,,F. Korkmaz makes free throw 1 of 2,44,31
124,2,10:22.0,K. Lowry enters the game for N. Powell,,44,31
125,2,10:22.0,,F. Korkmaz makes free throw 2 of 2,44,32
126,2,10:02.0,D. Wright misses 2-pt layup from 3 ft,,44,32
127,2,10:00.0,,Defensive rebound by Team,44,32
128,2,10:00.0,Loose ball foul by O. Anunoby (drawn by J. Butler),,44,32
129,2,9:45.0,,J. Butler misses 3-pt jump shot from 25 ft,44,32
130,2,9:41.0,,Offensive rebound by B. Simmons,44,32
131,2,9:39.0,,B. Simmons misses 2-pt jump shot from 9 ft,44,32
132,2,9:37.0,Defensive rebound by S. Ibaka,,44,32
133,2,9:32.0,K. Lowry makes 3-pt jump shot from 23 ft (assist by F. VanVleet),,47,32
134,2,9:14.0,,F. Korkmaz misses 3-pt jump shot from 27 ft,47,32
135,2,9:11.0,Defensive rebound by O. Anunoby,,47,32
136,2,8:52.0,S. Ibaka misses 2-pt hook shot from 4 ft,,47,32
137,2,8:50.0,,Defensive rebound by F. Korkmaz,47,32
138,2,8:46.0,,Turnover by B. Simmons (bad pass; steal by F. VanVleet),47,32
139,2,8:34.0,S. Ibaka makes 2-pt layup from 2 ft (assist by D. Wright),,49,32
140,2,8:21.0,,T. McConnell makes 2-pt layup from 1 ft (assist by J. Embiid),49,34
141,2,8:13.0,D. Wright misses 2-pt layup from 2 ft (block by J. Embiid),,49,34
142,2,8:13.0,Offensive rebound by Team,,49,34
143,2,8:13.0,Toronto full timeout,,49,34
144,2,8:13.0,G. Monroe enters the game for S. Ibaka,,49,34
145,2,8:13.0,,M. Muscala enters the game for F. Korkmaz,49,34
146,2,8:13.0,,L. Shamet enters the game for T. McConnell,49,34
147,2,8:08.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by O. Anunoby),,52,34
148,2,7:51.0,,Shooting foul by K. Lowry (drawn by J. Butler),52,34
149,2,7:51.0,,J. Butler makes free throw 1 of 2,52,35
150,2,7:51.0,,J. Butler makes free throw 2 of 2,52,36
151,2,7:32.0,K. Lowry misses 3-pt jump shot from 29 ft,,52,36
152,2,7:28.0,Offensive rebound by D. Wright,,52,36
153,2,7:26.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by D. Wright),,55,36
154,2,7:21.0,,Turnover by J. Embiid (bad pass; steal by D. Wright),55,36
155,2,7:13.0,Shooting foul by M. Muscala (drawn by K. Lowry),,55,36
156,2,7:13.0,K. Lowry misses free throw 1 of 2,,55,36
157,2,7:13.0,Offensive rebound by Team,,55,36
158,2,7:13.0,K. Leonard enters the game for F. VanVleet,,55,36
159,2,7:13.0,K. Lowry makes free throw 2 of 2,,56,36
160,2,6:57.0,,Shooting foul by G. Monroe (drawn by B. Simmons),56,36
161,2,6:57.0,,B. Simmons misses free throw 1 of 2,56,36
162,2,6:57.0,,Offensive rebound by Team,56,36
163,2,6:57.0,,B. Simmons makes free throw 2 of 2,56,37
164,2,6:39.0,K. Lowry misses 2-pt layup from 3 ft (block by J. Embiid),,56,37
165,2,6:39.0,Offensive rebound by Team,,56,37
166,2,6:33.0,G. Monroe makes 2-pt layup at rim (assist by K. Lowry),,58,37
167,2,6:21.0,,J. Embiid makes 3-pt jump shot from 26 ft (assist by L. Shamet),58,40
168,2,6:07.0,O. Anunoby misses 2-pt jump shot from 3 ft,,58,40
169,2,6:05.0,,Defensive rebound by M. Muscala,58,40
170,2,6:02.0,,Personal foul by O. Anunoby (drawn by M. Muscala),58,40
171,2,6:02.0,,M. Muscala makes free throw 1 of 2,58,41
172,2,6:02.0,P. Siakam enters the game for O. Anunoby,,58,41
173,2,6:02.0,,M. Muscala misses free throw 2 of 2,58,41
174,2,6:00.0,Defensive rebound by G. Monroe,,58,41
175,2,5:42.0,Turnover by K. Lowry (lost ball; steal by J. Embiid),,58,41
176,2,5:36.0,,Shooting foul by D. Wright (drawn by B. Simmons),58,41
177,2,5:36.0,,B. Simmons makes free throw 1 of 2,58,42
178,2,5:36.0,,B. Simmons makes free throw 2 of 2,58,43
179,2,5:18.0,G. Monroe misses 2-pt layup from 3 ft,,58,43
180,2,5:15.0,Offensive rebound by K. Leonard,,58,43
181,2,5:11.0,K. Leonard misses 3-pt jump shot from 27 ft,,58,43
182,2,5:10.0,Offensive rebound by Team,,58,43
183,2,5:05.0,K. Lowry misses 3-pt jump shot from 27 ft,,58,43
184,2,5:01.0,,Defensive rebound by J. Embiid,58,43
185,2,4:55.0,,Shooting foul by G. Monroe (drawn by J. Embiid),58,43
186,2,4:55.0,,J. Embiid makes free throw 1 of 2,58,44
187,2,4:55.0,D. Green enters the game for G. Monroe,,58,44
188,2,4:55.0,S. Ibaka enters the game for D. Wright,,58,44
189,2,4:55.0,,J. Embiid makes free throw 2 of 2,58,45
190,2,4:35.0,P. Siakam makes 3-pt jump shot from 25 ft (assist by K. Lowry),,61,45
191,2,4:26.0,,J. Butler misses 3-pt jump shot from 27 ft,61,45
192,2,4:23.0,Defensive rebound by S. Ibaka,,61,45
193,2,4:07.0,K. Lowry makes 3-pt jump shot from 29 ft (assist by K. Leonard),,64,45
194,2,4:07.0,,Philadelphia full timeout,64,45
195,2,3:53.0,,J. Butler misses 2-pt layup from 1 ft,64,45
196,2,3:51.0,Defensive rebound by K. Leonard,,64,45
197,2,3:43.0,Shooting foul by L. Shamet (drawn by K. Leonard),,64,45
198,2,3:43.0,K. Leonard makes free throw 1 of 2,,65,45
199,2,3:43.0,K. Leonard makes free throw 2 of 2,,66,45
200,2,3:27.0,,Personal foul by S. Ibaka (drawn by J. Embiid),66,45
201,2,3:27.0,,J. Embiid makes free throw 1 of 2,66,46
