,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,UTAH_ACTION,SAN ANTONIO_SCORE,UTAH_SCORE
0,1,11:40.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by R. Gobert),0,3
1,1,11:25.0,D. DeRozan misses 2-pt jump shot from 9 ft,,0,3
2,1,11:23.0,,Defensive rebound by R. Rubio,0,3
3,1,11:16.0,,D. Favors makes 2-pt jump shot from 16 ft (assist by J. Ingles),0,5
4,1,11:00.0,D. DeRozan makes 2-pt layup from 2 ft (assist by L. Aldridge),,2,5
5,1,11:00.0,Shooting foul by D. Favors (drawn by D. DeRozan),,2,5
6,1,11:00.0,D. DeRozan makes free throw 1 of 1,,3,5
7,1,10:54.0,,Personal foul by D. Bertāns (drawn by J. Ingles),3,5
8,1,10:49.0,,J. Ingles misses 3-pt jump shot from 24 ft,3,5
9,1,10:45.0,Defensive rebound by J. Poeltl,,3,5
10,1,10:33.0,J. Poeltl makes 2-pt dunk from 2 ft (assist by L. Aldridge),,5,5
11,1,10:10.0,,D. Mitchell makes 2-pt jump shot from 16 ft,5,7
12,1,10:00.0,D. DeRozan misses 2-pt jump shot from 21 ft,,5,7
13,1,9:58.0,,Defensive rebound by R. Gobert,5,7
14,1,9:50.0,,Turnover by R. Gobert (lost ball; steal by D. Bertāns),5,7
15,1,9:43.0,Turnover by D. DeRozan (lost ball; steal by D. Favors),,5,7
16,1,9:34.0,,D. Favors misses 3-pt jump shot from 23 ft,5,7
17,1,9:31.0,,Offensive rebound by D. Mitchell,5,7
18,1,9:27.0,,R. Rubio misses 3-pt jump shot from 25 ft,5,7
19,1,9:23.0,Defensive rebound by L. Aldridge,,5,7
20,1,9:07.0,L. Aldridge makes 2-pt jump shot from 11 ft,,7,7
21,1,8:51.0,,D. Favors misses 2-pt hook shot from 4 ft,7,7
22,1,8:48.0,Defensive rebound by J. Poeltl,,7,7
23,1,8:41.0,D. DeRozan makes 2-pt jump shot from 19 ft,,9,7
24,1,8:17.0,,D. Mitchell misses 3-pt jump shot from 25 ft,9,7
25,1,8:14.0,Defensive rebound by J. Poeltl,,9,7
26,1,8:02.0,B. Forbes makes 2-pt jump shot from 20 ft,,11,7
27,1,7:46.0,,D. Favors makes 2-pt layup from 2 ft (assist by R. Gobert),11,9
28,1,7:28.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,14,9
29,1,7:26.0,,Utah full timeout,14,9
30,1,7:26.0,,J. Crowder enters the game for D. Favors,14,9
31,1,7:26.0,,K. Korver enters the game for J. Ingles,14,9
32,1,7:13.0,,J. Crowder makes 3-pt jump shot from 24 ft (assist by R. Rubio),14,12
33,1,6:53.0,B. Forbes misses 3-pt jump shot from 25 ft,,14,12
34,1,6:50.0,,Defensive rebound by R. Gobert,14,12
35,1,6:46.0,,J. Crowder misses 3-pt jump shot from 25 ft,14,12
36,1,6:43.0,Defensive rebound by L. Aldridge,,14,12
37,1,6:30.0,Personal foul by R. Rubio (drawn by D. DeRozan),,14,12
38,1,6:21.0,D. DeRozan makes 2-pt jump shot from 11 ft (assist by D. Bertāns),,16,12
39,1,6:18.0,,Technical foul by R. Gobert,16,12
40,1,6:18.0,D. DeRozan makes technical free throw,,17,12
41,1,6:18.0,D. Cunningham enters the game for J. Poeltl,,17,12
42,1,5:57.0,,Turnover by R. Gobert (out of bounds lost ball),17,12
43,1,5:34.0,L. Aldridge makes 2-pt jump shot from 14 ft,,19,12
44,1,5:25.0,,J. Crowder misses 3-pt jump shot from 25 ft,19,12
45,1,5:20.0,Defensive rebound by Team,,19,12
46,1,5:20.0,M. Belinelli enters the game for D. Bertāns,,19,12
47,1,5:20.0,P. Mills enters the game for B. Forbes,,19,12
48,1,5:08.0,L. Aldridge misses 2-pt jump shot from 9 ft,,19,12
49,1,5:06.0,,Defensive rebound by R. Rubio,19,12
50,1,4:57.0,,R. Gobert makes 2-pt layup from 2 ft (assist by J. Crowder),19,14
51,1,4:57.0,San Antonio full timeout,,19,14
52,1,4:57.0,,R. O'Neale enters the game for R. Rubio,19,14
53,1,4:34.0,L. Aldridge misses 2-pt jump shot from 15 ft,,19,14
54,1,4:31.0,,Defensive rebound by J. Crowder,19,14
55,1,4:25.0,,K. Korver misses 3-pt jump shot from 25 ft,19,14
56,1,4:22.0,Defensive rebound by M. Belinelli,,19,14
57,1,4:15.0,M. Belinelli misses 2-pt layup from 3 ft (block by R. Gobert),,19,14
58,1,4:13.0,,Defensive rebound by D. Mitchell,19,14
59,1,4:09.0,,Shooting foul by D. DeRozan (drawn by R. Gobert),19,14
60,1,4:09.0,,R. Gobert makes free throw 1 of 2,19,15
61,1,4:09.0,,R. Gobert makes free throw 2 of 2,19,16
62,1,3:52.0,Turnover by M. Belinelli (bad pass; steal by K. Korver),,19,16
63,1,3:45.0,,J. Crowder misses 3-pt jump shot from 23 ft,19,16
64,1,3:42.0,,Offensive rebound by R. Gobert,19,16
65,1,3:41.0,,R. Gobert misses 2-pt layup from 1 ft,19,16
66,1,3:41.0,Defensive rebound by P. Mills,,19,16
67,1,3:33.0,L. Aldridge makes 2-pt dunk from 2 ft (assist by D. DeRozan),,21,16
68,1,3:16.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by J. Crowder),21,19
69,1,3:01.0,M. Belinelli makes 2-pt jump shot from 20 ft (assist by L. Aldridge),,23,19
70,1,3:01.0,Shooting foul by K. Korver (drawn by M. Belinelli),,23,19
71,1,3:01.0,J. Poeltl enters the game for L. Aldridge,,23,19
72,1,3:01.0,,D. Favors enters the game for R. Gobert,23,19
73,1,3:01.0,M. Belinelli makes free throw 1 of 1,,24,19
74,1,2:40.0,,Turnover by D. Mitchell (lost ball; steal by D. Cunningham),24,19
75,1,2:23.0,D. DeRozan misses 2-pt jump shot from 22 ft,,24,19
76,1,2:20.0,,Defensive rebound by K. Korver,24,19
77,1,2:13.0,,D. Mitchell makes 2-pt jump shot from 13 ft,24,21
78,1,1:58.0,D. DeRozan misses 2-pt jump shot from 11 ft,,24,21
79,1,1:56.0,,Defensive rebound by R. O'Neale,24,21
80,1,1:50.0,,J. Crowder misses 3-pt jump shot from 25 ft,24,21
81,1,1:47.0,Defensive rebound by D. Cunningham,,24,21
82,1,1:38.0,D. Cunningham misses 3-pt jump shot from 24 ft,,24,21
83,1,1:36.0,,Defensive rebound by K. Korver,24,21
84,1,1:22.0,,D. Favors misses 2-pt layup from 3 ft,24,21
85,1,1:19.0,Defensive rebound by P. Mills,,24,21
86,1,1:14.0,M. Belinelli misses 3-pt jump shot from 25 ft,,24,21
87,1,1:11.0,,Defensive rebound by D. Favors,24,21
88,1,1:04.0,,R. O'Neale misses 2-pt jump shot from 12 ft,24,21
89,1,1:02.0,,Offensive rebound by D. Favors,24,21
90,1,1:01.0,,Turnover by D. Favors (traveling),24,21
91,1,1:01.0,D. Bertāns enters the game for D. DeRozan,,24,21
92,1,1:01.0,,J. Ingles enters the game for D. Mitchell,24,21
93,1,1:01.0,,R. Rubio enters the game for R. O'Neale,24,21
94,1,0:45.0,P. Mills misses 3-pt jump shot from 26 ft,,24,21
95,1,0:43.0,,Defensive rebound by J. Crowder,24,21
96,1,0:37.0,,Personal foul by D. Cunningham (drawn by D. Favors),24,21
97,1,0:29.0,,R. Rubio makes 2-pt jump shot from 16 ft (assist by J. Ingles),24,23
98,1,0:14.0,Offensive foul by M. Belinelli (drawn by R. Rubio),,24,23
99,1,0:14.0,Turnover by M. Belinelli (offensive foul),,24,23
100,1,0:14.0,,D. Mitchell enters the game for R. Rubio,24,23
101,1,0:01.0,,D. Mitchell misses 2-pt jump shot from 22 ft,24,23
102,1,0:00.0,,Offensive rebound by Team,24,23
103,2,11:49.0,D. Bertāns misses 3-pt jump shot from 25 ft,,24,23
104,2,11:47.0,,Defensive rebound by D. Favors,24,23
105,2,11:41.0,,R. Rubio makes 2-pt layup from 1 ft,24,25
106,2,11:28.0,D. Bertāns makes 2-pt jump shot from 21 ft (assist by P. Mills),,26,25
107,2,11:14.0,,D. Favors makes 2-pt dunk from 1 ft (assist by R. Rubio),26,27
108,2,11:14.0,,Shooting foul by D. Cunningham (drawn by D. Favors),26,27
109,2,11:14.0,,D. Favors makes free throw 1 of 1,26,28
110,2,11:05.0,J. Poeltl misses 2-pt jump shot from 9 ft,,26,28
111,2,11:01.0,,Defensive rebound by J. Crowder,26,28
112,2,10:46.0,,Shooting foul by J. Poeltl (drawn by D. Favors),26,28
113,2,10:46.0,,D. Favors makes free throw 1 of 2,26,29
114,2,10:46.0,,D. Favors makes free throw 2 of 2,26,30
115,2,10:37.0,P. Mills makes 3-pt jump shot from 25 ft,,29,30
116,2,10:21.0,,J. Ingles makes 2-pt layup from 2 ft,29,32
117,2,10:00.0,M. Belinelli misses 3-pt jump shot from 26 ft,,29,32
118,2,9:55.0,,Defensive rebound by R. Rubio,29,32
119,2,9:49.0,,R. Rubio misses 2-pt jump shot from 21 ft,29,32
120,2,9:46.0,Defensive rebound by P. Mills,,29,32
121,2,9:46.0,L. Aldridge enters the game for P. Mills,,29,32
122,2,9:46.0,B. Forbes enters the game for J. Poeltl,,29,32
123,2,9:46.0,,R. Neto enters the game for R. Rubio,29,32
124,2,9:32.0,Turnover by B. Forbes (bad pass; steal by D. Favors),,29,32
125,2,9:15.0,,D. Favors misses 2-pt jump shot from 9 ft,29,32
126,2,9:13.0,Defensive rebound by L. Aldridge,,29,32
127,2,9:02.0,M. Belinelli misses 2-pt jump shot from 20 ft,,29,32
128,2,9:00.0,Offensive rebound by L. Aldridge,,29,32
129,2,8:53.0,L. Aldridge misses 2-pt hook shot from 4 ft,,29,32
130,2,8:51.0,,Defensive rebound by R. Neto,29,32
131,2,8:43.0,,D. Favors misses 2-pt dunk from 3 ft (block by D. Bertāns),29,32
132,2,8:40.0,Defensive rebound by M. Belinelli,,29,32
133,2,8:38.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by M. Belinelli),,32,32
134,2,8:37.0,,Utah full timeout,32,32
135,2,8:37.0,D. DeRozan enters the game for M. Belinelli,,32,32
136,2,8:37.0,J. Poeltl enters the game for D. Cunningham,,32,32
137,2,8:37.0,,R. Gobert enters the game for J. Crowder,32,32
138,2,8:37.0,,D. Mitchell enters the game for D. Favors,32,32
139,2,8:37.0,,R. O'Neale enters the game for J. Ingles,32,32
140,2,8:21.0,,R. Gobert makes 2-pt layup from 2 ft (assist by R. Neto),32,34
141,2,8:05.0,Turnover by D. DeRozan (traveling),,32,34
142,2,7:57.0,,R. O'Neale makes 3-pt jump shot from 25 ft,32,37
143,2,7:36.0,L. Aldridge misses 2-pt jump shot from 14 ft,,32,37
144,2,7:33.0,,Defensive rebound by K. Korver,32,37
145,2,7:28.0,,D. Mitchell misses 2-pt layup from 2 ft,32,37
146,2,7:25.0,,Offensive rebound by R. Gobert,32,37
147,2,7:25.0,,R. Gobert makes 2-pt dunk at rim,32,39
148,2,7:04.0,L. Aldridge misses 2-pt layup from 6 ft,,32,39
149,2,7:02.0,,Defensive rebound by R. Gobert,32,39
150,2,6:53.0,,D. Mitchell makes 2-pt jump shot from 18 ft,32,41
151,2,6:34.0,B. Forbes misses 2-pt jump shot from 21 ft,,32,41
152,2,6:32.0,,Defensive rebound by D. Mitchell,32,41
153,2,6:19.0,,D. Mitchell misses 2-pt jump shot from 17 ft,32,41
154,2,6:17.0,Defensive rebound by L. Aldridge,,32,41
155,2,6:07.0,B. Forbes makes 2-pt jump shot from 11 ft (assist by D. DeRozan),,34,41
156,2,5:52.0,,R. Neto makes 2-pt layup from 3 ft,34,43
157,2,5:22.0,B. Forbes makes 3-pt jump shot from 26 ft,,37,43
158,2,5:05.0,,R. Neto misses 3-pt jump shot from 25 ft,37,43
159,2,5:02.0,Defensive rebound by J. Poeltl,,37,43
160,2,4:54.0,D. DeRozan makes 2-pt jump shot from 12 ft,,39,43
161,2,4:32.0,,D. Mitchell makes 2-pt jump shot from 8 ft,39,45
162,2,4:13.0,B. Forbes misses 2-pt jump shot from 10 ft,,39,45
