,QUARTER,TIME_REMAINING,DALLAS_ACTION,LA LAKERS_ACTION,DALLAS_SCORE,LA LAKERS_SCORE
0,1,11:51.0,,L. James makes 2-pt layup from 1 ft (assist by B. Ingram),0,2
1,1,11:34.0,H. Barnes makes 3-pt jump shot from 28 ft (assist by L. Dončić),,3,2
2,1,11:16.0,,L. James misses 2-pt jump shot from 7 ft (block by D. Jordan),3,2
3,1,11:11.0,Defensive rebound by H. Barnes,,3,2
4,1,11:08.0,L. Dončić misses 3-pt jump shot from 26 ft,,3,2
5,1,11:08.0,Offensive rebound by W. Matthews,,3,2
6,1,11:03.0,W. Matthews misses 2-pt jump shot from 8 ft,,3,2
7,1,11:01.0,,Defensive rebound by J. McGee,3,2
8,1,10:57.0,,Turnover by L. Ball (bad pass; steal by L. Dončić),3,2
9,1,10:51.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by L. Dončić),,6,2
10,1,10:36.0,,K. Kuzma misses 2-pt jump shot from 14 ft,6,2
11,1,10:31.0,Defensive rebound by W. Matthews,,6,2
12,1,10:27.0,Personal foul by L. James (drawn by L. Dončić),,6,2
13,1,10:20.0,D. Jordan makes 2-pt dunk from 2 ft (assist by W. Matthews),,8,2
14,1,10:14.0,,Shooting foul by W. Matthews (drawn by B. Ingram),8,2
15,1,10:14.0,,B. Ingram makes free throw 1 of 2,8,3
16,1,10:14.0,,B. Ingram makes free throw 2 of 2,8,4
17,1,10:00.0,D. Smith misses 3-pt jump shot from 26 ft,,8,4
18,1,9:57.0,,Defensive rebound by J. McGee,8,4
19,1,9:53.0,,K. Kuzma misses 3-pt jump shot from 27 ft,8,4
20,1,9:49.0,Defensive rebound by D. Smith,,8,4
21,1,9:37.0,D. Smith misses 3-pt jump shot from 24 ft,,8,4
22,1,9:35.0,,Defensive rebound by K. Kuzma,8,4
23,1,9:31.0,,L. James misses 2-pt layup from 4 ft,8,4
24,1,9:28.0,Defensive rebound by D. Jordan,,8,4
25,1,9:22.0,W. Matthews makes 2-pt layup from 2 ft (assist by H. Barnes),,10,4
26,1,9:09.0,,J. McGee makes 2-pt dunk at rim (assist by L. James),10,6
27,1,8:56.0,Turnover by D. Jordan (bad pass),,10,6
28,1,8:51.0,,Personal foul by W. Matthews (drawn by B. Ingram),10,6
29,1,8:51.0,D. Finney-Smith enters the game for W. Matthews,,10,6
30,1,8:44.0,,Turnover by L. James (bad pass; steal by D. Finney-Smith),10,6
31,1,8:40.0,H. Barnes makes 3-pt jump shot from 27 ft (assist by D. Smith),,13,6
32,1,8:26.0,,L. James misses 3-pt jump shot from 26 ft,13,6
33,1,8:22.0,Defensive rebound by D. Finney-Smith,,13,6
