,QUARTER,TIME_REMAINING,NEW YORK_ACTION,WASHINGTON_ACTION,NEW YORK_SCORE,WASHINGTON_SCORE
0,1,11:47.0,K. Knox misses 3-pt jump shot from 25 ft,,0,0
1,1,11:43.0,,Defensive rebound by T. Bryant,0,0
2,1,11:32.0,,T. Bryant misses 2-pt jump shot from 15 ft,0,0
3,1,11:29.0,Defensive rebound by N. Vonleh,,0,0
4,1,11:24.0,Turnover by T. Hardaway (bad pass; steal by J. Green),,0,0
5,1,11:13.0,,T. Satoranský makes 2-pt layup from 2 ft (assist by B. Beal),0,2
6,1,10:58.0,L. Kornet misses 3-pt jump shot from 27 ft,,0,2
7,1,10:54.0,,Defensive rebound by B. Beal,0,2
8,1,10:47.0,,T. Ariza misses 3-pt jump shot from 25 ft,0,2
9,1,10:44.0,Defensive rebound by N. Vonleh,,0,2
10,1,10:38.0,L. Kornet makes 3-pt jump shot from 25 ft (assist by E. Mudiay),,3,2
11,1,10:16.0,,T. Ariza misses 2-pt jump shot from 8 ft,3,2
12,1,10:14.0,,Offensive rebound by T. Bryant,3,2
13,1,10:12.0,,J. Green misses 3-pt jump shot from 26 ft,3,2
14,1,10:10.0,Defensive rebound by N. Vonleh,,3,2
15,1,10:02.0,E. Mudiay makes 2-pt layup from 3 ft,,5,2
16,1,9:52.0,,Turnover by T. Satoranský (bad pass; steal by L. Kornet),5,2
17,1,9:48.0,Turnover by T. Hardaway (step out of bounds),,5,2
18,1,9:32.0,,B. Beal misses 2-pt layup from 1 ft,5,2
19,1,9:29.0,Defensive rebound by L. Kornet,,5,2
20,1,9:27.0,T. Hardaway misses 2-pt jump shot from 18 ft,,5,2
21,1,9:22.0,,Defensive rebound by J. Green,5,2
22,1,9:22.0,,Personal foul by T. Hardaway (drawn by T. Ariza),5,2
23,1,9:14.0,,J. Green misses 2-pt jump shot from 9 ft,5,2
24,1,9:12.0,Defensive rebound by N. Vonleh,,5,2
25,1,9:04.0,N. Vonleh misses 3-pt jump shot from 27 ft,,5,2
26,1,9:00.0,,Defensive rebound by T. Ariza,5,2
27,1,8:54.0,,T. Bryant makes 2-pt dunk from 2 ft (assist by T. Ariza),5,4
28,1,8:40.0,E. Mudiay makes 2-pt dunk from 2 ft,,7,4
29,1,8:25.0,,T. Bryant makes 2-pt dunk from 2 ft (assist by T. Ariza),7,6
30,1,8:09.0,E. Mudiay misses 3-pt jump shot from 26 ft,,7,6
31,1,8:07.0,Offensive rebound by E. Mudiay,,7,6
32,1,8:06.0,K. Knox misses 3-pt jump shot from 27 ft,,7,6
33,1,8:04.0,Offensive rebound by Team,,7,6
34,1,8:01.0,T. Hardaway misses 2-pt jump shot from 15 ft,,7,6
35,1,7:57.0,,Defensive rebound by J. Green,7,6
36,1,7:42.0,,Turnover by J. Green (bad pass; steal by L. Kornet),7,6
37,1,7:35.0,N. Vonleh makes 2-pt layup from 3 ft (assist by T. Hardaway),,9,6
38,1,7:19.0,,T. Ariza makes 3-pt jump shot from 26 ft (assist by J. Green),9,9
39,1,7:00.0,N. Vonleh makes 2-pt hook shot from 6 ft,,11,9
