,QUARTER,TIME_REMAINING,NEW YORK_ACTION,INDIANA_ACTION,NEW YORK_SCORE,INDIANA_SCORE
0,1,11:36.0,Turnover by E. Freedom (3 sec),,0,0
1,1,11:21.0,,B. Bogdanović misses 2-pt jump shot from 4 ft,0,0
2,1,11:17.0,Defensive rebound by N. Vonleh,,0,0
3,1,11:06.0,Turnover by T. Hardaway (bad pass; steal by V. Oladipo),,0,0
4,1,11:04.0,,Turnover by V. Oladipo (bad pass; steal by K. Knox),0,0
5,1,10:50.0,K. Knox misses 3-pt jump shot from 27 ft,,0,0
6,1,10:46.0,Offensive rebound by E. Freedom,,0,0
7,1,10:40.0,E. Mudiay misses 2-pt jump shot from 11 ft,,0,0
8,1,10:35.0,Offensive rebound by E. Freedom,,0,0
9,1,10:35.0,E. Freedom misses 2-pt layup at rim,,0,0
10,1,10:35.0,Offensive rebound by E. Freedom,,0,0
11,1,10:34.0,E. Freedom makes 2-pt jump shot from 3 ft,,2,0
12,1,10:15.0,,V. Oladipo misses 3-pt jump shot from 23 ft,2,0
13,1,10:10.0,,Offensive rebound by B. Bogdanović,2,0
14,1,10:10.0,,B. Bogdanović makes 2-pt layup from 1 ft,2,2
15,1,9:49.0,E. Mudiay makes 3-pt jump shot from 26 ft (assist by N. Vonleh),,5,2
16,1,9:29.0,,M. Turner misses 2-pt jump shot from 17 ft,5,2
17,1,9:26.0,Defensive rebound by N. Vonleh,,5,2
18,1,9:10.0,K. Knox makes 2-pt jump shot from 6 ft,,7,2
19,1,8:55.0,,V. Oladipo makes 3-pt jump shot from 27 ft (assist by D. Collison),7,5
20,1,8:33.0,Turnover by E. Freedom (lost ball; steal by V. Oladipo),,7,5
21,1,8:19.0,,T. Young makes 2-pt layup from 4 ft,7,7
22,1,8:08.0,T. Hardaway misses 3-pt jump shot from 24 ft,,7,7
23,1,8:05.0,Offensive rebound by N. Vonleh,,7,7
24,1,8:02.0,K. Knox misses 3-pt jump shot from 27 ft,,7,7
25,1,8:01.0,,Defensive rebound by Team,7,7
26,1,7:39.0,,M. Turner misses 2-pt jump shot from 13 ft,7,7
27,1,7:36.0,Defensive rebound by T. Hardaway,,7,7
28,1,7:28.0,Turnover by E. Freedom (lost ball; steal by V. Oladipo),,7,7
29,1,7:22.0,,B. Bogdanović misses 2-pt jump shot from 14 ft,7,7
30,1,7:19.0,Defensive rebound by N. Vonleh,,7,7
31,1,7:07.0,K. Knox misses 2-pt jump shot from 14 ft,,7,7
32,1,7:03.0,,Defensive rebound by V. Oladipo,7,7
33,1,6:58.0,,M. Turner misses 3-pt jump shot from 28 ft,7,7
34,1,6:55.0,Defensive rebound by N. Vonleh,,7,7
35,1,6:39.0,T. Hardaway makes 2-pt jump shot from 20 ft,,9,7
36,1,6:24.0,,Shooting foul by K. Knox (drawn by B. Bogdanović),9,7
37,1,6:24.0,,Indiana full timeout,9,7
38,1,6:24.0,,B. Bogdanović makes free throw 1 of 3,9,8
39,1,6:24.0,,B. Bogdanović makes free throw 2 of 3,9,9
40,1,6:24.0,,B. Bogdanović makes free throw 3 of 3,9,10
41,1,6:03.0,K. Knox makes 3-pt jump shot from 27 ft (assist by T. Hardaway),,12,10
42,1,5:42.0,,M. Turner makes 2-pt dunk from 1 ft (assist by T. Young),12,12
43,1,5:20.0,N. Vonleh misses 3-pt jump shot from 25 ft,,12,12
44,1,5:18.0,,Defensive rebound by D. Collison,12,12
45,1,5:08.0,,T. Young misses 2-pt jump shot from 18 ft,12,12
46,1,5:05.0,Defensive rebound by N. Vonleh,,12,12
47,1,4:56.0,Shooting foul by D. Collison (drawn by E. Mudiay),,12,12
48,1,4:56.0,E. Mudiay misses free throw 1 of 3,,12,12
49,1,4:56.0,Offensive rebound by Team,,12,12
50,1,4:56.0,E. Mudiay misses free throw 2 of 3,,12,12
51,1,4:56.0,Offensive rebound by Team,,12,12
52,1,4:56.0,C. Lee enters the game for E. Freedom,,12,12
53,1,4:56.0,,D. Sabonis enters the game for T. Young,12,12
54,1,4:56.0,E. Mudiay makes free throw 3 of 3,,13,12
