,QUARTER,TIME_REMAINING,INDIANA_ACTION,SACRAMENTO_ACTION,INDIANA_SCORE,SACRAMENTO_SCORE
375,4,7:35.0,Defensive rebound by D. Sabonis,,100,98
376,4,7:18.0,D. Collison misses 3-pt jump shot from 25 ft,,100,98
377,4,7:16.0,,Defensive rebound by B. Hield,100,98
378,4,7:14.0,,Personal foul by C. Joseph (drawn by W. Cauley-Stein),100,98
379,4,7:14.0,,D. Fox enters the game for B. Bogdanović,100,98
380,4,7:05.0,,B. Hield makes 2-pt layup from 5 ft (assist by J. Jackson),100,100
381,4,7:05.0,,Shooting foul by C. Joseph (drawn by B. Hield),100,100
382,4,7:05.0,,B. Hield makes free throw 1 of 1,100,101
383,4,6:52.0,B. Bogdanović makes 2-pt jump shot from 8 ft,,102,101
384,4,6:38.0,,T. Williams misses 2-pt layup from 4 ft,102,101
385,4,6:35.0,Defensive rebound by D. Sabonis,,102,101
386,4,6:29.0,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by D. Collison),,105,101
387,4,6:28.0,,Sacramento full timeout,105,101
388,4,6:28.0,,B. Bogdanović enters the game for T. Williams,105,101
389,4,6:17.0,,Turnover by D. Fox (bad pass; steal by C. Joseph),105,101
390,4,6:01.0,Turnover by B. Bogdanović (bad pass; steal by B. Bogdanović),,105,101
391,4,5:56.0,,D. Fox makes 2-pt dunk from 1 ft,105,103
392,4,5:40.0,Personal foul by B. Bogdanović (drawn by B. Bogdanović),,105,103
393,4,5:30.0,B. Bogdanović misses 3-pt jump shot from 22 ft,,105,103
394,4,5:26.0,,Defensive rebound by D. Fox,105,103
395,4,5:21.0,,D. Fox misses 2-pt layup from 2 ft,105,103
396,4,5:13.0,,Offensive rebound by B. Hield,105,103
397,4,5:13.0,,B. Hield misses 2-pt dunk from 1 ft,105,103
398,4,5:12.0,Defensive rebound by D. Collison,,105,103
399,4,5:06.0,D. McDermott makes 2-pt layup from 3 ft (assist by C. Joseph),,107,103
400,4,4:47.0,,B. Hield misses 3-pt jump shot from 26 ft,107,103
401,4,4:43.0,,Offensive rebound by J. Jackson,107,103
402,4,4:43.0,,J. Jackson misses 2-pt layup from 1 ft,107,103
403,4,4:42.0,Defensive rebound by D. Sabonis,,107,103
404,4,4:35.0,B. Bogdanović misses 2-pt jump shot from 10 ft,,107,103
405,4,4:31.0,,Defensive rebound by W. Cauley-Stein,107,103
406,4,4:28.0,,Turnover by J. Jackson (out of bounds lost ball),107,103
407,4,4:28.0,Indiana full timeout,,107,103
408,4,4:28.0,M. Turner enters the game for D. Sabonis,,107,103
409,4,4:28.0,,K. Koufos enters the game for W. Cauley-Stein,107,103
410,4,4:28.0,,I. Shumpert enters the game for J. Jackson,107,103
411,4,4:14.0,D. McDermott misses 2-pt layup from 2 ft,,107,103
412,4,4:12.0,,Defensive rebound by K. Koufos,107,103
413,4,4:07.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,107,103
414,4,4:07.0,,Offensive rebound by I. Shumpert,107,103
415,4,3:59.0,,K. Koufos misses 2-pt hook shot from 8 ft,107,103
416,4,3:56.0,Defensive rebound by B. Bogdanović,,107,103
417,4,3:42.0,C. Joseph misses 3-pt jump shot from 23 ft,,107,103
418,4,3:38.0,,Defensive rebound by K. Koufos,107,103
419,4,3:26.0,,K. Koufos misses 2-pt layup from 2 ft,107,103
420,4,3:24.0,Defensive rebound by B. Bogdanović,,107,103
421,4,3:02.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,107,103
422,4,3:00.0,,Defensive rebound by B. Bogdanović,107,103
423,4,2:50.0,,D. Fox makes 2-pt layup from 2 ft (assist by I. Shumpert),107,105
424,4,2:29.0,M. Turner misses 2-pt jump shot from 22 ft,,107,105
425,4,2:24.0,,Defensive rebound by B. Hield,107,105
426,4,2:11.0,,Turnover by K. Koufos (lost ball; steal by D. Collison),107,105
427,4,1:59.0,D. Collison misses 2-pt jump shot from 14 ft,,107,105
428,4,1:56.0,Offensive rebound by D. Collison,,107,105
429,4,1:53.0,M. Turner misses 2-pt layup from 3 ft,,107,105
430,4,1:53.0,Offensive rebound by Team,,107,105
431,4,1:53.0,D. Sabonis enters the game for D. McDermott,,107,105
432,4,1:53.0,T. Young enters the game for M. Turner,,107,105
433,4,1:53.0,,W. Cauley-Stein enters the game for K. Koufos,107,105
434,4,1:44.0,Turnover by D. Sabonis (offensive foul),,107,105
435,4,1:44.0,Offensive foul by D. Sabonis (drawn by D. Fox),,107,105
436,4,1:32.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by B. Bogdanović),107,107
437,4,1:12.0,D. Collison makes 3-pt jump shot from 25 ft (assist by C. Joseph),,110,107
438,4,0:55.0,,B. Hield misses 3-pt jump shot from 25 ft,110,107
439,4,0:52.0,Defensive rebound by T. Young,,110,107
440,4,0:37.0,Turnover by D. Collison (lost ball; steal by D. Fox),,110,107
441,4,0:35.0,,D. Fox makes 2-pt layup from 1 ft,110,109
442,4,0:35.0,Indiana full timeout,,110,109
443,4,0:27.0,Personal foul by I. Shumpert (drawn by D. Sabonis),,110,109
444,4,0:22.0,Offensive foul by D. Collison (drawn by D. Fox),,110,109
445,4,0:22.0,Turnover by D. Collison (offensive foul),,110,109
446,4,0:22.0,,Sacramento full timeout,110,109
447,4,0:22.0,T. Evans enters the game for D. Collison,,110,109
448,4,0:22.0,M. Turner enters the game for D. Sabonis,,110,109
449,4,0:16.0,,D. Fox misses 2-pt layup from 6 ft,110,109
450,4,0:16.0,,Offensive rebound by W. Cauley-Stein,110,109
451,4,0:16.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft,110,111
452,4,0:16.0,Indiana full timeout,,110,111
453,4,0:16.0,D. Collison enters the game for T. Evans,,110,111
454,4,0:16.0,D. Sabonis enters the game for M. Turner,,110,111
455,4,0:04.0,B. Bogdanović misses 2-pt jump shot from 17 ft,,110,111
456,4,0:04.0,Offensive rebound by Team,,110,111
457,4,0:01.0,Violation by D. Collison (jump ball),,110,111
