,QUARTER,TIME_REMAINING,NEW YORK_ACTION,DETROIT_ACTION,NEW YORK_SCORE,DETROIT_SCORE
0,1,11:41.0,,A. Drummond misses 2-pt hook shot from 6 ft (block by D. Jordan),0,0
1,1,11:38.0,Defensive rebound by K. Knox,,0,0
2,1,11:23.0,N. Vonleh misses 3-pt jump shot from 26 ft,,0,0
3,1,11:20.0,Offensive rebound by D. Jordan,,0,0
4,1,11:20.0,Shooting foul by A. Drummond (drawn by D. Smith),,0,0
5,1,11:20.0,D. Smith makes free throw 1 of 2,,1,0
6,1,11:20.0,D. Smith misses free throw 2 of 2,,1,0
7,1,11:17.0,,Defensive rebound by L. Galloway,1,0
8,1,10:58.0,,R. Jackson misses 2-pt layup from 2 ft,1,0
9,1,10:57.0,,Offensive rebound by A. Drummond,1,0
10,1,10:56.0,,A. Drummond makes 2-pt layup from 1 ft,1,2
11,1,10:46.0,N. Vonleh misses 3-pt jump shot from 25 ft,,1,2
12,1,10:44.0,,Defensive rebound by A. Drummond,1,2
13,1,10:42.0,,Shooting foul by N. Vonleh (drawn by B. Griffin),1,2
14,1,10:42.0,,B. Griffin makes free throw 1 of 2,1,3
15,1,10:42.0,,B. Griffin makes free throw 2 of 2,1,4
16,1,10:29.0,N. Vonleh misses 2-pt hook shot from 6 ft,,1,4
17,1,10:26.0,,Defensive rebound by A. Drummond,1,4
18,1,10:19.0,,R. Jackson makes 2-pt layup from 2 ft,1,6
19,1,10:08.0,D. Jordan makes 2-pt layup from 3 ft (assist by D. Smith),,3,6
20,1,10:03.0,,Shooting foul by K. Knox (drawn by A. Drummond),3,6
21,1,10:03.0,,A. Drummond makes free throw 1 of 2,3,7
22,1,10:03.0,,A. Drummond makes free throw 2 of 2,3,8
23,1,9:49.0,D. Smith misses 3-pt jump shot from 26 ft,,3,8
24,1,9:45.0,Offensive rebound by D. Jordan,,3,8
25,1,9:41.0,D. Smith misses 2-pt layup from 3 ft (block by A. Drummond),,3,8
26,1,9:38.0,,Defensive rebound by B. Griffin,3,8
27,1,9:34.0,,R. Jackson misses 2-pt layup from 9 ft,3,8
28,1,9:30.0,,Offensive rebound by A. Drummond,3,8
29,1,9:29.0,,A. Drummond makes 2-pt hook shot from 4 ft,3,10
30,1,9:20.0,Personal foul by B. Griffin (drawn by N. Vonleh),,3,10
31,1,9:08.0,D. Dotson misses 3-pt jump shot from 23 ft,,3,10
32,1,9:05.0,,Defensive rebound by Team,3,10
33,1,8:54.0,,R. Jackson makes 3-pt jump shot from 24 ft (assist by B. Griffin),3,13
34,1,8:51.0,Turnover by D. Jordan (inbound),,3,13
35,1,8:43.0,,B. Griffin makes 2-pt jump shot from 13 ft (assist by L. Galloway),3,15
36,1,8:37.0,New York full timeout,,3,15
37,1,8:37.0,L. Thomas enters the game for N. Vonleh,,3,15
38,1,8:32.0,K. Knox misses 2-pt jump shot from 12 ft,,3,15
39,1,8:32.0,Offensive rebound by Team,,3,15
40,1,8:30.0,D. Dotson makes 2-pt jump shot from 17 ft (assist by K. Knox),,5,15
41,1,8:04.0,,R. Jackson makes 3-pt jump shot from 26 ft (assist by B. Griffin),5,18
42,1,7:48.0,L. Thomas misses 3-pt jump shot from 25 ft,,5,18
43,1,7:46.0,,Defensive rebound by A. Drummond,5,18
44,1,7:42.0,,B. Griffin makes 2-pt layup from 3 ft (assist by R. Jackson),5,20
45,1,7:42.0,,Shooting foul by L. Thomas (drawn by B. Griffin),5,20
46,1,7:42.0,,B. Griffin makes free throw 1 of 1,5,21
47,1,7:25.0,D. Smith makes 3-pt jump shot from 24 ft (assist by L. Thomas),,8,21
48,1,7:08.0,,R. Jackson makes 3-pt jump shot from 28 ft,8,24
49,1,6:43.0,K. Knox misses 3-pt jump shot from 25 ft,,8,24
50,1,6:39.0,,Defensive rebound by B. Griffin,8,24
51,1,6:33.0,,L. Galloway misses 3-pt jump shot from 24 ft,8,24
52,1,6:31.0,Defensive rebound by D. Jordan,,8,24
53,1,6:15.0,D. Dotson misses 2-pt jump shot from 3 ft,,8,24
54,1,6:15.0,,Defensive rebound by Team,8,24
55,1,6:15.0,M. Robinson enters the game for D. Jordan,,8,24
56,1,6:15.0,A. Trier enters the game for K. Knox,,8,24
57,1,6:07.0,,R. Jackson misses 3-pt jump shot from 25 ft,8,24
58,1,6:03.0,Defensive rebound by D. Dotson,,8,24
59,1,5:58.0,Shooting foul by B. Brown (drawn by D. Smith),,8,24
60,1,5:58.0,D. Smith makes free throw 1 of 2,,9,24
61,1,5:58.0,D. Smith makes free throw 2 of 2,,10,24
62,1,5:46.0,,B. Griffin makes 2-pt hook shot from 6 ft,10,26
63,1,5:33.0,L. Thomas misses 2-pt hook shot from 6 ft,,10,26
64,1,5:31.0,,Defensive rebound by A. Drummond,10,26
65,1,5:31.0,,Personal take foul by D. Smith (drawn by B. Brown),10,26
66,1,5:20.0,,A. Drummond makes 2-pt hook shot from 4 ft (assist by R. Jackson),10,28
67,1,4:55.0,L. Thomas misses 2-pt dunk from 1 ft,,10,28
68,1,4:52.0,,Defensive rebound by R. Jackson,10,28
69,1,4:48.0,,Turnover by R. Jackson (bad pass; steal by D. Smith),10,28
70,1,4:45.0,D. Smith makes 2-pt dunk at rim,,12,28
71,1,4:23.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by L. Galloway),12,30
72,1,4:05.0,L. Thomas makes 2-pt jump shot from 22 ft (assist by M. Robinson),,14,30
73,1,3:57.0,,B. Griffin misses 3-pt jump shot from 26 ft,14,30
74,1,3:55.0,Defensive rebound by A. Trier,,14,30
75,1,3:50.0,Shooting foul by B. Brown (drawn by D. Smith),,14,30
76,1,3:50.0,D. Smith misses free throw 1 of 3,,14,30
77,1,3:50.0,Offensive rebound by Team,,14,30
78,1,3:50.0,D. Smith makes free throw 2 of 3,,15,30
79,1,3:50.0,M. Hezonja enters the game for D. Dotson,,15,30
80,1,3:50.0,,L. Kennard enters the game for B. Brown,15,30
81,1,3:50.0,,I. Smith enters the game for R. Jackson,15,30
82,1,3:50.0,D. Smith makes free throw 3 of 3,,16,30
83,1,3:38.0,,L. Galloway misses 3-pt jump shot from 24 ft,16,30
84,1,3:34.0,Defensive rebound by M. Hezonja,,16,30
85,1,3:20.0,Shooting foul by L. Kennard (drawn by M. Robinson),,16,30
86,1,3:20.0,M. Robinson makes free throw 1 of 2,,17,30
87,1,3:20.0,K. Allen enters the game for D. Smith,,17,30
88,1,3:20.0,M. Robinson makes free throw 2 of 2,,18,30
89,1,3:16.0,,Detroit full timeout,18,30
90,1,3:10.0,,Personal foul by K. Allen (drawn by I. Smith),18,30
91,1,3:10.0,,I. Smith makes free throw 1 of 2,18,31
92,1,3:10.0,,I. Smith makes free throw 2 of 2,18,32
93,1,2:45.0,M. Hezonja misses 2-pt layup from 4 ft,,18,32
94,1,2:44.0,Offensive rebound by M. Robinson,,18,32
95,1,2:43.0,M. Robinson makes 2-pt layup from 1 ft,,20,32
96,1,2:30.0,,I. Smith makes 2-pt layup from 3 ft,20,34
97,1,2:13.0,M. Hezonja misses 2-pt jump shot from 14 ft,,20,34
98,1,2:12.0,Offensive rebound by Team,,20,34
99,1,2:12.0,,Loose ball foul by B. Griffin (drawn by M. Robinson),20,34
100,1,2:12.0,M. Robinson makes free throw 1 of 2,,21,34
101,1,2:12.0,,T. Maker enters the game for L. Galloway,21,34
102,1,2:12.0,,K. Thomas enters the game for B. Griffin,21,34
103,1,2:12.0,M. Robinson makes free throw 2 of 2,,22,34
104,1,1:49.0,,L. Kennard misses 2-pt jump shot from 10 ft (block by M. Robinson),22,34
105,1,1:49.0,Defensive rebound by M. Robinson,,22,34
106,1,1:40.0,L. Thomas misses 2-pt dunk from 2 ft (block by A. Drummond),,22,34
107,1,1:40.0,Offensive rebound by M. Robinson,,22,34
108,1,1:35.0,M. Robinson misses 2-pt layup from 2 ft,,22,34
109,1,1:33.0,,Defensive rebound by A. Drummond,22,34
110,1,1:32.0,,L. Kennard makes 3-pt jump shot from 27 ft (assist by I. Smith),22,37
111,1,1:05.0,M. Hezonja misses 2-pt layup from 5 ft,,22,37
112,1,1:04.0,,Defensive rebound by T. Maker,22,37
113,1,0:57.0,,L. Kennard misses 2-pt hook shot from 3 ft,22,37
114,1,0:57.0,,Offensive rebound by L. Kennard,22,37
115,1,0:57.0,,L. Kennard misses 2-pt layup from 1 ft,22,37
116,1,0:57.0,,Offensive rebound by Team,22,37
117,1,0:57.0,K. Knox enters the game for L. Thomas,,22,37
118,1,0:52.0,,A. Drummond makes 2-pt dunk at rim (assist by L. Kennard),22,39
119,1,0:39.0,K. Knox misses 3-pt jump shot from 23 ft,,22,39
120,1,0:37.0,,Defensive rebound by A. Drummond,22,39
121,1,0:31.0,,Turnover by I. Smith (lost ball; steal by M. Hezonja),22,39
122,1,0:27.0,Turnover by A. Trier (bad pass),,22,39
123,1,0:11.0,,A. Drummond makes 2-pt layup from 1 ft (assist by L. Kennard),22,41
124,1,0:03.0,M. Hezonja misses 3-pt jump shot from 31 ft,,22,41
125,1,0:01.0,Offensive rebound by M. Robinson,,22,41
126,2,11:47.0,K. Knox misses 2-pt layup from 7 ft (block by L. Kennard),,22,41
127,2,11:45.0,,Defensive rebound by Team,22,41
128,2,11:28.0,,L. Kennard misses 2-pt jump shot from 14 ft (block by M. Robinson),22,41
129,2,11:26.0,,Offensive rebound by I. Smith,22,41
130,2,11:23.0,,I. Smith misses 3-pt jump shot from 28 ft (block by M. Robinson),22,41
131,2,11:23.0,Defensive rebound by A. Trier,,22,41
132,2,11:10.0,M. Hezonja misses 2-pt layup from 2 ft (block by Z. Pachulia),,22,41
133,2,11:07.0,,Defensive rebound by Z. Pachulia,22,41
134,2,11:05.0,,K. Thomas misses 3-pt jump shot from 23 ft,22,41
135,2,11:02.0,Defensive rebound by M. Robinson,,22,41
136,2,11:00.0,Personal foul by L. Kennard (drawn by K. Knox),,22,41
137,2,10:50.0,M. Hezonja misses 2-pt layup from 4 ft (block by Z. Pachulia),,22,41
138,2,10:47.0,,Defensive rebound by I. Smith,22,41
139,2,10:45.0,,K. Thomas makes 2-pt layup from 1 ft (assist by I. Smith),22,43
140,2,10:31.0,K. Allen misses 2-pt jump shot from 9 ft,,22,43
141,2,10:26.0,Offensive rebound by K. Allen,,22,43
142,2,10:26.0,K. Allen makes 2-pt layup at rim,,24,43
143,2,10:15.0,,I. Smith misses 2-pt jump shot from 17 ft,24,43
144,2,10:12.0,Defensive rebound by M. Robinson,,24,43
