,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,SACRAMENTO_ACTION,MEMPHIS_SCORE,SACRAMENTO_SCORE
0,1,11:40.0,,K. Koufos misses 2-pt hook shot from 12 ft,0,0
1,1,11:37.0,Defensive rebound by K. Anderson,,0,0
2,1,11:24.0,Turnover by M. Gasol (bad pass; steal by D. Fox),,0,0
3,1,11:21.0,,Shooting foul by G. Temple (drawn by D. Fox),0,0
4,1,11:21.0,,D. Fox makes free throw 1 of 2,0,1
5,1,11:21.0,,D. Fox makes free throw 2 of 2,0,2
6,1,10:57.0,G. Temple misses 3-pt jump shot from 25 ft,,0,2
7,1,10:55.0,,Defensive rebound by K. Koufos,0,2
8,1,10:44.0,,Turnover by D. Fox (lost ball; steal by K. Anderson),0,2
9,1,10:40.0,Turnover by G. Temple (bad pass; steal by I. Shumpert),,0,2
10,1,10:21.0,,K. Koufos misses 2-pt layup from 2 ft,0,2
11,1,10:16.0,Defensive rebound by J. Jackson,,0,2
12,1,10:11.0,Personal foul by D. Fox (drawn by M. Conley),,0,2
13,1,10:06.0,M. Conley makes 3-pt jump shot from 25 ft,,3,2
14,1,9:50.0,,B. Hield misses 3-pt jump shot from 25 ft,3,2
15,1,9:48.0,Defensive rebound by M. Conley,,3,2
16,1,9:42.0,J. Jackson makes 2-pt layup from 2 ft (assist by K. Anderson),,5,2
17,1,9:30.0,,D. Fox misses 2-pt jump shot from 7 ft,5,2
18,1,9:27.0,Defensive rebound by G. Temple,,5,2
19,1,9:22.0,K. Anderson makes 2-pt jump shot from 9 ft (assist by G. Temple),,7,2
20,1,9:02.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by I. Shumpert),7,5
21,1,8:43.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by G. Temple),,10,5
22,1,8:31.0,,K. Koufos misses 2-pt dunk from 2 ft (block by J. Jackson),10,5
23,1,8:31.0,,Offensive rebound by Team,10,5
24,1,8:31.0,Memphis full timeout,,10,5
25,1,8:17.0,,I. Shumpert misses 3-pt jump shot from 26 ft,10,5
26,1,8:15.0,Defensive rebound by M. Gasol,,10,5
27,1,8:00.0,Turnover by K. Anderson (lost ball),,10,5
28,1,8:00.0,Loose ball foul by K. Anderson (drawn by W. Cauley-Stein),,10,5
29,1,8:00.0,,N. Bjelica enters the game for K. Koufos,10,5
30,1,7:48.0,Violation by Team (kicked ball),,10,5
31,1,7:38.0,,D. Fox makes 3-pt jump shot from 23 ft (assist by N. Bjelica),10,8
32,1,7:20.0,Turnover by G. Temple (bad pass; steal by D. Fox),,10,8
33,1,7:14.0,,B. Hield misses 3-pt jump shot from 26 ft,10,8
34,1,7:10.0,Defensive rebound by M. Gasol,,10,8
35,1,7:04.0,M. Conley misses 2-pt layup from 2 ft,,10,8
36,1,7:02.0,Offensive rebound by M. Conley,,10,8
37,1,6:57.0,J. Jackson makes 2-pt layup from 2 ft (assist by M. Conley),,12,8
38,1,6:57.0,Violation by Team (delay of game),,12,8
39,1,6:39.0,,I. Shumpert misses 3-pt jump shot from 25 ft,12,8
40,1,6:37.0,Defensive rebound by M. Gasol,,12,8
41,1,6:20.0,J. Jackson makes 2-pt dunk from 2 ft,,14,8
42,1,6:20.0,Shooting foul by N. Bjelica (drawn by J. Jackson),,14,8
43,1,6:20.0,,Sacramento full timeout,14,8
44,1,6:20.0,S. Mack enters the game for M. Conley,,14,8
45,1,6:20.0,,B. Bogdanović enters the game for I. Shumpert,14,8
46,1,6:20.0,J. Jackson makes free throw 1 of 1,,15,8
47,1,6:09.0,,N. Bjelica misses 3-pt jump shot from 25 ft,15,8
48,1,6:06.0,Defensive rebound by M. Gasol,,15,8
49,1,5:49.0,J. Jackson misses 2-pt layup from 3 ft,,15,8
50,1,5:48.0,Offensive rebound by J. Jackson,,15,8
51,1,5:46.0,J. Jackson makes 2-pt dunk from 1 ft,,17,8
52,1,5:37.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by B. Bogdanović),17,10
53,1,5:19.0,S. Mack misses 2-pt jump shot from 22 ft,,17,10
54,1,5:17.0,,Defensive rebound by W. Cauley-Stein,17,10
55,1,5:05.0,,D. Fox makes 2-pt dunk from 1 ft (assist by W. Cauley-Stein),17,12
56,1,4:49.0,G. Temple misses 2-pt layup from 2 ft,,17,12
57,1,4:47.0,,Defensive rebound by B. Hield,17,12
58,1,4:43.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),17,15
59,1,4:43.0,M. Brooks enters the game for M. Gasol,,17,15
60,1,4:43.0,J. Green enters the game for G. Temple,,17,15
61,1,4:43.0,,J. Jackson enters the game for B. Hield,17,15
62,1,4:17.0,S. Mack makes 3-pt jump shot from 25 ft,,20,15
63,1,4:00.0,,N. Bjelica misses 3-pt jump shot from 27 ft,20,15
64,1,3:57.0,Defensive rebound by K. Anderson,,20,15
65,1,3:40.0,M. Brooks misses 3-pt jump shot from 25 ft,,20,15
