,QUARTER,TIME_REMAINING,PHOENIX_ACTION,CHARLOTTE_ACTION,PHOENIX_SCORE,CHARLOTTE_SCORE
53,1,5:47.0,D. Booker makes free throw 2 of 2,,11,24
54,1,5:39.0,,K. Walker misses 3-pt jump shot from 26 ft,11,24
55,1,5:39.0,Defensive rebound by Team,,11,24
56,1,5:39.0,K. Oubre enters the game for D. Booker,,11,24
57,1,5:27.0,Turnover by K. Oubre (bad pass; steal by K. Walker),,11,24
58,1,5:21.0,,K. Walker makes 2-pt layup from 1 ft,11,26
59,1,5:03.0,R. Holmes misses 2-pt hook shot from 7 ft,,11,26
60,1,5:01.0,,Defensive rebound by K. Walker,11,26
61,1,4:55.0,,J. Lamb makes 3-pt jump shot from 26 ft (assist by M. Bridges),11,29
62,1,4:54.0,Phoenix full timeout,,11,29
63,1,4:54.0,D. Booker enters the game for D. Melton,,11,29
64,1,4:37.0,D. Booker makes 2-pt layup from 1 ft,,13,29
65,1,4:24.0,,M. Bridges misses 2-pt layup from 7 ft (block by T. Warren),13,29
66,1,4:23.0,Defensive rebound by Team,,13,29
67,1,4:15.0,J. Jackson misses 2-pt jump shot from 20 ft,,13,29
68,1,4:12.0,,Defensive rebound by J. Lamb,13,29
69,1,4:08.0,,Personal foul by T. Warren (drawn by K. Walker),13,29
70,1,3:59.0,,Shooting foul by K. Oubre (drawn by W. Hernangómez),13,29
71,1,3:59.0,,W. Hernangómez misses free throw 1 of 2,13,29
72,1,3:59.0,,Offensive rebound by Team,13,29
73,1,3:59.0,,M. Monk enters the game for J. Lamb,13,29
74,1,3:59.0,,W. Hernangómez makes free throw 2 of 2,13,30
75,1,3:50.0,Turnover by T. Warren (bad pass; steal by M. Kidd-Gilchrist),,13,30
76,1,3:45.0,,Turnover by K. Walker (out of bounds lost ball),13,30
77,1,3:23.0,T. Warren misses 2-pt layup from 2 ft (block by K. Walker),,13,30
78,1,3:21.0,,Defensive rebound by W. Hernangómez,13,30
79,1,3:14.0,,M. Monk misses 3-pt jump shot from 26 ft,13,30
80,1,3:12.0,,Offensive rebound by W. Hernangómez,13,30
81,1,3:01.0,,K. Walker makes 2-pt jump shot from 6 ft (assist by M. Bridges),13,32
82,1,3:01.0,Violation by Team (def goaltending),,13,32
83,1,2:52.0,Personal foul by M. Kidd-Gilchrist (drawn by K. Oubre),,13,32
84,1,2:52.0,,T. Parker enters the game for K. Walker,13,32
85,1,2:38.0,K. Oubre makes 2-pt layup from 2 ft,,15,32
86,1,2:22.0,,M. Bridges misses 3-pt jump shot from 26 ft,15,32
87,1,2:18.0,Defensive rebound by T. Warren,,15,32
88,1,2:02.0,D. Booker makes 3-pt jump shot from 25 ft,,18,32
89,1,1:46.0,,M. Monk misses 3-pt jump shot from 23 ft,18,32
90,1,1:44.0,Defensive rebound by J. Jackson,,18,32
91,1,1:37.0,J. Jackson makes 2-pt layup from 2 ft,,20,32
92,1,1:37.0,,Charlotte full timeout,20,32
93,1,1:25.0,,Shooting foul by J. Jackson (drawn by M. Kidd-Gilchrist),20,32
94,1,1:25.0,,M. Kidd-Gilchrist misses free throw 1 of 2,20,32
95,1,1:25.0,,Offensive rebound by Team,20,32
96,1,1:25.0,,M. Kidd-Gilchrist makes free throw 2 of 2,20,33
97,1,1:10.0,T. Warren makes 2-pt jump shot from 10 ft (assist by D. Booker),,22,33
98,1,0:57.0,,M. Bridges makes 2-pt layup from 1 ft,22,35
99,1,0:51.0,D. Booker makes 2-pt layup from 2 ft,,24,35
100,1,0:38.0,,Shooting foul by R. Holmes (drawn by T. Parker),24,35
101,1,0:38.0,,T. Parker makes free throw 1 of 2,24,36
102,1,0:38.0,,T. Parker makes free throw 2 of 2,24,37
103,1,0:33.0,D. Booker misses 2-pt jump shot from 20 ft,,24,37
104,1,0:29.0,,Defensive rebound by W. Hernangómez,24,37
105,1,0:26.0,,M. Bridges makes 2-pt dunk from 2 ft (assist by M. Monk),24,39
106,1,0:26.0,Technical foul by R. Holmes,,24,39
107,1,0:26.0,,M. Monk misses technical free throw,24,39
108,1,0:26.0,Defensive rebound by Team,,24,39
109,1,0:06.0,D. Booker misses 2-pt layup from 3 ft,,24,39
110,1,0:04.0,Offensive rebound by R. Holmes,,24,39
111,1,0:04.0,R. Holmes makes 2-pt layup at rim,,26,39
112,1,0:03.0,,Turnover by M. Monk (bad pass),26,39
113,1,0:00.0,J. Jackson misses 3-pt jump shot from 39 ft,,26,39
114,1,0:00.0,Offensive rebound by Team,,26,39
115,2,11:40.0,Turnover by K. Oubre (bad pass; steal by M. Monk),,26,39
116,2,11:37.0,,M. Monk makes 2-pt layup from 2 ft,26,41
117,2,11:17.0,J. Jackson misses 2-pt jump shot from 11 ft,,26,41
118,2,11:14.0,,Defensive rebound by M. Williams,26,41
119,2,11:13.0,,T. Parker makes 2-pt layup from 2 ft,26,43
120,2,11:05.0,D. Booker misses 2-pt layup from 2 ft (block by M. Bridges),,26,43
121,2,11:02.0,,Defensive rebound by B. Biyombo,26,43
122,2,10:45.0,,M. Williams makes 3-pt jump shot from 23 ft (assist by B. Biyombo),26,46
123,2,10:34.0,Personal foul by T. Parker (drawn by T. Daniels),,26,46
124,2,10:28.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by D. Booker),,29,46
125,2,10:03.0,,M. Bridges misses 2-pt layup from 4 ft,29,46
126,2,9:59.0,Defensive rebound by J. Jackson,,29,46
127,2,9:57.0,Personal foul by M. Williams (drawn by D. Ayton),,29,46
128,2,9:48.0,D. Booker makes 2-pt jump shot from 8 ft,,31,46
129,2,9:36.0,,Turnover by T. Parker (traveling),31,46
130,2,9:20.0,D. Ayton misses 2-pt jump shot from 7 ft,,31,46
131,2,9:18.0,,Defensive rebound by B. Biyombo,31,46
132,2,9:12.0,,T. Parker misses 2-pt layup from 3 ft,31,46
133,2,9:10.0,,Offensive rebound by B. Biyombo,31,46
134,2,9:10.0,,B. Biyombo misses 2-pt layup from 2 ft,31,46
135,2,9:10.0,,Offensive rebound by M. Bridges,31,46
136,2,9:09.0,,M. Williams misses 3-pt jump shot from 25 ft,31,46
137,2,9:09.0,Defensive rebound by Team,,31,46
138,2,9:09.0,,N. Batum enters the game for M. Bridges,31,46
139,2,8:54.0,Personal foul by M. Monk (drawn by J. Jackson),,31,46
140,2,8:44.0,D. Ayton makes 2-pt dunk from 1 ft (assist by D. Booker),,33,46
141,2,8:21.0,,B. Biyombo makes 2-pt dunk from 1 ft (assist by M. Williams),33,48
142,2,8:05.0,Shooting foul by M. Williams (drawn by D. Ayton),,33,48
143,2,8:05.0,D. Ayton makes free throw 1 of 2,,34,48
144,2,8:05.0,D. Melton enters the game for D. Booker,,34,48
145,2,8:05.0,,M. Kidd-Gilchrist enters the game for T. Parker,34,48
146,2,8:05.0,,K. Walker enters the game for M. Williams,34,48
147,2,8:05.0,D. Ayton makes free throw 2 of 2,,35,48
148,2,7:51.0,,M. Monk makes 2-pt dunk from 2 ft (assist by N. Batum),35,50
149,2,7:36.0,Turnover by J. Jackson (bad pass; steal by N. Batum),,35,50
150,2,7:33.0,,Personal foul by T. Daniels (drawn by K. Walker),35,50
151,2,7:33.0,M. Bridges enters the game for J. Jackson,,35,50
152,2,7:30.0,,Personal foul by T. Daniels (drawn by M. Kidd-Gilchrist),35,50
153,2,7:19.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by M. Monk),35,53
154,2,6:56.0,K. Oubre makes 3-pt jump shot from 25 ft,,38,53
155,2,6:41.0,,K. Walker misses 3-pt jump shot from 24 ft,38,53
156,2,6:39.0,,Offensive rebound by M. Kidd-Gilchrist,38,53
157,2,6:36.0,,M. Monk makes 3-pt jump shot from 25 ft (assist by N. Batum),38,56
158,2,6:36.0,Phoenix full timeout,,38,56
159,2,6:36.0,T. Warren enters the game for K. Oubre,,38,56
160,2,6:14.0,D. Ayton makes 2-pt jump shot from 11 ft,,40,56
161,2,5:54.0,,N. Batum makes 2-pt layup from 1 ft (assist by M. Monk),40,58
162,2,5:54.0,,Shooting foul by D. Ayton (drawn by N. Batum),40,58
163,2,5:54.0,,N. Batum makes free throw 1 of 1,40,59
164,2,5:38.0,D. Ayton makes 2-pt hook shot from 7 ft (assist by D. Melton),,42,59
165,2,5:25.0,,M. Monk misses 3-pt jump shot from 25 ft (block by T. Warren),42,59
166,2,5:21.0,,Offensive rebound by B. Biyombo,42,59
167,2,5:18.0,,K. Walker misses 3-pt jump shot from 25 ft,42,59
168,2,5:15.0,Defensive rebound by D. Melton,,42,59
169,2,5:12.0,T. Daniels makes 3-pt jump shot from 25 ft (assist by D. Melton),,45,59
170,2,4:51.0,,K. Walker makes 3-pt jump shot from 26 ft,45,62
171,2,4:33.0,Turnover by D. Melton (lost ball; steal by K. Walker),,45,62
172,2,4:31.0,,Shooting foul by T. Daniels (drawn by M. Kidd-Gilchrist),45,62
173,2,4:31.0,,M. Kidd-Gilchrist makes free throw 1 of 2,45,63
174,2,4:31.0,D. Booker enters the game for D. Ayton,,45,63
175,2,4:31.0,R. Holmes enters the game for D. Melton,,45,63
176,2,4:31.0,,J. Lamb enters the game for M. Monk,45,63
177,2,4:31.0,,M. Kidd-Gilchrist makes free throw 2 of 2,45,64
178,2,4:17.0,T. Daniels misses 3-pt jump shot from 26 ft,,45,64
179,2,4:14.0,,Defensive rebound by N. Batum,45,64
180,2,4:07.0,,Turnover by N. Batum (bad pass; steal by T. Daniels),45,64
181,2,4:06.0,Shooting foul by J. Lamb (drawn by T. Warren),,45,64
182,2,4:06.0,T. Warren makes free throw 1 of 2,,46,64
183,2,4:06.0,K. Oubre enters the game for T. Daniels,,46,64
184,2,4:06.0,,W. Hernangómez enters the game for B. Biyombo,46,64
185,2,4:06.0,T. Warren misses free throw 2 of 2,,46,64
186,2,4:03.0,,Defensive rebound by W. Hernangómez,46,64
187,2,3:54.0,,K. Walker misses 2-pt layup from 2 ft,46,64
188,2,3:51.0,Defensive rebound by T. Warren,,46,64
189,2,3:48.0,T. Warren misses 2-pt layup from 1 ft,,46,64
190,2,3:45.0,,Defensive rebound by W. Hernangómez,46,64
191,2,3:36.0,,M. Kidd-Gilchrist makes 2-pt layup from 2 ft,46,66
192,2,3:36.0,,Shooting foul by M. Bridges (drawn by M. Kidd-Gilchrist),46,66
193,2,3:36.0,,M. Kidd-Gilchrist misses free throw 1 of 1,46,66
194,2,3:32.0,Defensive rebound by R. Holmes,,46,66
195,2,3:24.0,D. Booker makes 3-pt jump shot from 25 ft,,49,66
196,2,3:04.0,,Turnover by N. Batum (lost ball; steal by T. Warren),49,66
197,2,3:01.0,T. Warren makes 2-pt dunk from 1 ft,,51,66
198,2,3:01.0,,Charlotte full timeout,51,66
199,2,2:41.0,,Turnover by K. Walker (bad pass; steal by M. Bridges),51,66
200,2,2:36.0,D. Booker makes 2-pt layup from 1 ft (assist by M. Bridges),,53,66
201,2,2:16.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 21 ft (assist by J. Lamb),53,68
202,2,1:51.0,K. Oubre misses 3-pt jump shot from 25 ft,,53,68
203,2,1:49.0,,Defensive rebound by W. Hernangómez,53,68
204,2,1:42.0,,K. Walker misses 2-pt layup from 4 ft (block by K. Oubre),53,68
205,2,1:38.0,,Offensive rebound by K. Walker,53,68
206,2,1:37.0,,N. Batum makes 3-pt jump shot from 23 ft (assist by K. Walker),53,71
207,2,1:19.0,D. Booker misses 2-pt jump shot from 10 ft,,53,71
208,2,1:17.0,Offensive rebound by K. Oubre,,53,71
209,2,1:17.0,K. Oubre misses 2-pt layup at rim,,53,71
210,2,1:17.0,Offensive rebound by Team,,53,71
211,2,1:11.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by D. Booker),,56,71
212,2,0:55.0,,Turnover by K. Walker (lost ball; steal by M. Bridges),56,71
213,2,0:53.0,Shooting foul by M. Kidd-Gilchrist (drawn by D. Booker),,56,71
214,2,0:53.0,D. Booker makes free throw 1 of 2,,57,71
215,2,0:53.0,D. Booker makes free throw 2 of 2,,58,71
216,2,0:29.0,,J. Lamb misses 3-pt jump shot from 27 ft,58,71
217,2,0:23.0,,Offensive rebound by W. Hernangómez,58,71
218,2,0:23.0,,W. Hernangómez misses 2-pt layup from 1 ft,58,71
219,2,0:22.0,Defensive rebound by M. Bridges,,58,71
220,2,0:08.0,Shooting foul by K. Walker (drawn by D. Booker),,58,71
221,2,0:08.0,D. Booker makes free throw 1 of 2,,59,71
222,2,0:08.0,,M. Monk enters the game for W. Hernangómez,59,71
223,2,0:08.0,,M. Williams enters the game for M. Kidd-Gilchrist,59,71
224,2,0:08.0,D. Booker makes free throw 2 of 2,,60,71
225,2,0:02.0,,J. Lamb misses 3-pt jump shot from 30 ft,60,71
226,2,0:02.0,Defensive rebound by R. Holmes,,60,71
227,3,11:42.0,D. Booker misses 2-pt layup from 2 ft (block by B. Biyombo),,60,71
228,3,11:37.0,,Defensive rebound by M. Williams,60,71
229,3,11:29.0,,N. Batum misses 3-pt jump shot from 23 ft,60,71
230,3,11:21.0,,Offensive rebound by M. Williams,60,71
231,3,11:21.0,,M. Williams makes 2-pt layup at rim,60,73
232,3,11:02.0,D. Ayton misses 2-pt hook shot from 10 ft,,60,73
233,3,11:00.0,,Defensive rebound by N. Batum,60,73
234,3,10:48.0,,Turnover by M. Williams (back court),60,73
235,3,10:37.0,M. Bridges makes 2-pt layup from 1 ft (assist by D. Booker),,62,73
236,3,10:37.0,Shooting foul by M. Williams (drawn by M. Bridges),,62,73
237,3,10:37.0,M. Bridges makes free throw 1 of 1,,63,73
238,3,10:21.0,,Turnover by N. Batum (bad pass),63,73
239,3,10:10.0,T. Warren makes 2-pt layup from 1 ft (assist by D. Booker),,65,73
240,3,9:57.0,,K. Walker makes 2-pt layup from 2 ft,65,75
241,3,9:49.0,D. Booker misses 3-pt jump shot from 25 ft,,65,75
242,3,9:47.0,,Defensive rebound by M. Williams,65,75
243,3,9:34.0,,J. Lamb makes 3-pt jump shot from 25 ft (assist by M. Williams),65,78
244,3,9:16.0,T. Warren misses 2-pt layup from 3 ft (block by B. Biyombo),,65,78
245,3,9:16.0,Offensive rebound by Team,,65,78
246,3,9:07.0,T. Warren makes 3-pt jump shot from 23 ft (assist by E. Okobo),,68,78
247,3,8:54.0,,Personal foul by M. Bridges (drawn by K. Walker),68,78
248,3,8:54.0,,M. Kidd-Gilchrist enters the game for M. Williams,68,78
249,3,8:47.0,,J. Lamb misses 2-pt jump shot from 18 ft,68,78
250,3,8:43.0,Defensive rebound by E. Okobo,,68,78
251,3,8:36.0,T. Warren misses 2-pt jump shot from 10 ft,,68,78
252,3,8:34.0,,Defensive rebound by B. Biyombo,68,78
253,3,8:30.0,,K. Walker misses 3-pt jump shot from 26 ft (block by M. Bridges),68,78
254,3,8:27.0,Defensive rebound by T. Warren,,68,78
255,3,8:25.0,M. Bridges misses 2-pt layup from 1 ft,,68,78
256,3,8:23.0,,Defensive rebound by K. Walker,68,78
257,3,8:13.0,,B. Biyombo makes 2-pt layup from 2 ft (assist by N. Batum),68,80
258,3,8:00.0,Personal foul by M. Kidd-Gilchrist (drawn by D. Booker),,68,80
259,3,7:56.0,D. Booker makes 2-pt layup from 1 ft (assist by E. Okobo),,70,80
260,3,7:45.0,,Personal foul by M. Bridges (drawn by N. Batum),70,80
261,3,7:36.0,,K. Walker misses 2-pt jump shot from 22 ft,70,80
262,3,7:36.0,,Offensive rebound by Team,70,80
263,3,7:36.0,Loose ball foul by E. Okobo (drawn by B. Biyombo),,70,80
264,3,7:32.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by B. Biyombo),70,82
265,3,7:32.0,,Shooting foul by E. Okobo (drawn by M. Kidd-Gilchrist),70,82
266,3,7:32.0,,M. Kidd-Gilchrist makes free throw 1 of 1,70,83
267,3,7:16.0,Offensive foul by T. Warren (drawn by K. Walker),,70,83
268,3,7:16.0,Turnover by T. Warren (offensive foul),,70,83
269,3,7:05.0,,Turnover by B. Biyombo (lost ball; steal by D. Ayton),70,83
270,3,7:01.0,Shooting foul by M. Kidd-Gilchrist (drawn by D. Booker),,70,83
271,3,7:01.0,D. Booker misses free throw 1 of 2,,70,83
272,3,7:01.0,Offensive rebound by Team,,70,83
273,3,7:01.0,J. Jackson enters the game for M. Bridges,,70,83
274,3,7:01.0,,W. Hernangómez enters the game for B. Biyombo,70,83
275,3,7:01.0,,M. Williams enters the game for M. Kidd-Gilchrist,70,83
276,3,7:01.0,D. Booker makes free throw 2 of 2,,71,83
277,3,6:47.0,,J. Lamb makes 3-pt jump shot from 26 ft (assist by N. Batum),71,86
278,3,6:38.0,D. Booker misses 3-pt jump shot from 27 ft,,71,86
279,3,6:35.0,,Defensive rebound by J. Lamb,71,86
280,3,6:21.0,,J. Lamb makes 3-pt jump shot from 23 ft (assist by K. Walker),71,89
281,3,6:21.0,Phoenix full timeout,,71,89
282,3,5:57.0,J. Jackson misses 2-pt jump shot from 11 ft,,71,89
283,3,5:52.0,Offensive rebound by D. Ayton,,71,89
284,3,5:52.0,D. Ayton makes 2-pt dunk from 1 ft,,73,89
285,3,5:43.0,,W. Hernangómez makes 2-pt layup from 7 ft (assist by K. Walker),73,91
286,3,5:31.0,Personal foul by W. Hernangómez (drawn by D. Ayton),,73,91
287,3,5:31.0,K. Oubre enters the game for D. Booker,,73,91
288,3,5:26.0,K. Oubre makes 2-pt jump shot from 17 ft,,75,91
289,3,4:59.0,,K. Walker misses 2-pt layup from 1 ft,75,91
290,3,4:54.0,,Offensive rebound by W. Hernangómez,75,91
291,3,4:54.0,,W. Hernangómez makes 2-pt layup at rim,75,93
292,3,4:45.0,T. Warren misses 2-pt jump shot from 13 ft,,75,93
293,3,4:42.0,,Defensive rebound by J. Lamb,75,93
294,3,4:37.0,,M. Williams makes 3-pt jump shot from 26 ft (assist by J. Lamb),75,96
295,3,4:22.0,Offensive foul by E. Okobo (drawn by J. Lamb),,75,96
296,3,4:22.0,Turnover by E. Okobo (offensive foul),,75,96
297,3,4:22.0,,M. Bridges enters the game for N. Batum,75,96
298,3,4:10.0,,W. Hernangómez misses 2-pt layup from 3 ft (block by K. Oubre),75,96
299,3,4:08.0,Defensive rebound by E. Okobo,,75,96
300,3,4:02.0,J. Jackson makes 2-pt layup from 2 ft,,77,96
301,3,4:02.0,Shooting foul by W. Hernangómez (drawn by J. Jackson),,77,96
302,3,4:02.0,R. Holmes enters the game for D. Ayton,,77,96
303,3,4:02.0,J. Jackson misses free throw 1 of 1,,77,96
304,3,3:58.0,,Defensive rebound by W. Hernangómez,77,96
305,3,3:50.0,,Offensive foul by W. Hernangómez (drawn by T. Warren),77,96
306,3,3:50.0,,Turnover by W. Hernangómez (offensive foul),77,96
307,3,3:50.0,,T. Parker enters the game for K. Walker,77,96
308,3,3:36.0,J. Jackson misses 3-pt jump shot from 27 ft,,77,96
309,3,3:32.0,,Defensive rebound by W. Hernangómez,77,96
310,3,3:17.0,,M. Bridges makes 2-pt layup from 1 ft (assist by T. Parker),77,98
311,3,3:07.0,K. Oubre makes 2-pt layup from 1 ft (assist by E. Okobo),,79,98
312,3,3:07.0,Shooting foul by W. Hernangómez (drawn by K. Oubre),,79,98
313,3,3:07.0,K. Oubre misses free throw 1 of 1,,79,98
314,3,3:05.0,,Defensive rebound by W. Hernangómez,79,98
315,3,2:45.0,,W. Hernangómez makes 2-pt jump shot from 9 ft (assist by T. Parker),79,100
316,3,2:26.0,J. Jackson misses 3-pt jump shot from 27 ft,,79,100
317,3,2:23.0,,Defensive rebound by W. Hernangómez,79,100
318,3,2:13.0,,Personal foul by K. Oubre (drawn by M. Bridges),79,100
319,3,2:13.0,,Charlotte full timeout,79,100
320,3,2:13.0,D. Booker enters the game for E. Okobo,,79,100
321,3,2:13.0,,M. Monk enters the game for J. Lamb,79,100
322,3,2:13.0,,M. Bridges makes free throw 1 of 2,79,101
323,3,2:13.0,,M. Bridges makes free throw 2 of 2,79,102
324,3,1:55.0,R. Holmes makes 2-pt dunk from 2 ft,,81,102
325,3,1:34.0,,M. Bridges misses 2-pt layup from 1 ft,81,102
326,3,1:27.0,,Offensive rebound by W. Hernangómez,81,102
327,3,1:27.0,,W. Hernangómez makes 2-pt dunk at rim,81,104
328,3,1:15.0,J. Jackson misses 2-pt layup from 2 ft,,81,104
329,3,1:12.0,Offensive rebound by J. Jackson,,81,104
330,3,1:10.0,T. Warren makes 2-pt jump shot from 12 ft (assist by J. Jackson),,83,104
331,3,0:54.0,,M. Bridges misses 3-pt jump shot from 25 ft,83,104
332,3,0:54.0,Defensive rebound by Team,,83,104
333,3,0:54.0,,Loose ball foul by W. Hernangómez (drawn by J. Jackson),83,104
334,3,0:54.0,J. Jackson misses free throw 1 of 2,,83,104
335,3,0:54.0,Offensive rebound by Team,,83,104
336,3,0:54.0,J. Jackson makes free throw 2 of 2,,84,104
337,3,0:45.0,,T. Parker makes 2-pt layup from 1 ft,84,106
338,3,0:45.0,Violation by Team (def goaltending),,84,106
339,3,0:35.0,D. Booker makes 2-pt layup from 1 ft,,86,106
340,3,0:14.0,,M. Bridges misses 2-pt jump shot from 16 ft,86,106
341,3,0:11.0,Defensive rebound by R. Holmes,,86,106
342,3,0:06.0,J. Jackson misses 3-pt jump shot from 23 ft,,86,106
343,3,0:04.0,,Defensive rebound by M. Monk,86,106
344,3,0:00.0,,Shooting foul by J. Jackson (drawn by M. Williams),86,106
345,3,0:00.0,,M. Williams makes free throw 1 of 3,86,107
346,3,0:00.0,,M. Williams makes free throw 2 of 3,86,108
347,3,0:00.0,,M. Williams makes free throw 3 of 3,86,109
348,4,11:43.0,,Offensive foul by T. Parker (drawn by Q. Acy),86,109
349,4,11:43.0,,Turnover by T. Parker (offensive foul),86,109
350,4,11:24.0,D. Booker makes 2-pt layup from 2 ft,,88,109
351,4,11:04.0,,M. Williams misses 2-pt hook shot from 5 ft,88,109
352,4,11:02.0,Defensive rebound by Q. Acy,,88,109
353,4,10:55.0,K. Oubre makes 2-pt layup from 2 ft,,90,109
354,4,10:25.0,,M. Williams misses 2-pt jump shot from 3 ft,90,109
355,4,10:25.0,Defensive rebound by Q. Acy,,90,109
356,4,10:25.0,Shooting foul by M. Monk (drawn by J. Jackson),,90,109
357,4,10:25.0,J. Jackson makes free throw 1 of 2,,91,109
358,4,10:25.0,J. Jackson misses free throw 2 of 2,,91,109
359,4,10:22.0,Offensive rebound by Q. Acy,,91,109
360,4,10:17.0,D. Booker misses 2-pt dunk from 2 ft (block by M. Williams),,91,109
361,4,10:15.0,Offensive rebound by Q. Acy,,91,109
362,4,10:15.0,Shooting foul by M. Williams (drawn by Q. Acy),,91,109
363,4,10:15.0,Q. Acy makes free throw 1 of 2,,92,109
364,4,10:15.0,Q. Acy makes free throw 2 of 2,,93,109
365,4,9:51.0,,T. Parker misses 3-pt jump shot from 26 ft,93,109
366,4,9:49.0,Defensive rebound by K. Oubre,,93,109
367,4,9:45.0,J. Jackson makes 2-pt layup from 3 ft (assist by Q. Acy),,95,109
368,4,9:45.0,,Charlotte full timeout,95,109
369,4,9:45.0,,B. Biyombo enters the game for M. Bridges,95,109
370,4,9:45.0,,M. Kidd-Gilchrist enters the game for M. Monk,95,109
371,4,9:45.0,,J. Lamb enters the game for T. Parker,95,109
372,4,9:45.0,,K. Walker enters the game for M. Williams,95,109
373,4,9:19.0,,M. Kidd-Gilchrist misses 3-pt jump shot from 36 ft,95,109
374,4,9:19.0,,Offensive rebound by Team,95,109
375,4,9:19.0,,Turnover by Team (shot clock),95,109
376,4,9:06.0,T. Warren misses 2-pt jump shot from 8 ft,,95,109
377,4,9:02.0,Offensive rebound by Team,,95,109
378,4,9:02.0,,Violation by Team (kicked ball),95,109
379,4,8:53.0,D. Booker misses 3-pt jump shot from 29 ft,,95,109
380,4,8:50.0,Offensive rebound by D. Booker,,95,109
