,QUARTER,TIME_REMAINING,UTAH_ACTION,INDIANA_ACTION,UTAH_SCORE,INDIANA_SCORE
0,1,11:47.0,Turnover by D. Favors (bad pass; steal by B. Bogdanović),,0,0
1,1,11:31.0,,M. Turner makes 2-pt jump shot from 18 ft (assist by T. Evans),0,2
2,1,11:15.0,R. Rubio makes 2-pt jump shot from 13 ft,,2,2
3,1,10:59.0,,B. Bogdanović makes 2-pt layup from 4 ft (assist by M. Turner),2,4
4,1,10:36.0,J. Ingles misses 3-pt jump shot from 23 ft,,2,4
5,1,10:32.0,,Defensive rebound by D. Collison,2,4
6,1,10:26.0,,T. Evans misses 3-pt jump shot from 26 ft,2,4
7,1,10:23.0,Defensive rebound by R. Gobert,,2,4
8,1,10:14.0,R. Gobert misses 2-pt dunk from 1 ft (block by M. Turner),,2,4
9,1,10:12.0,,Defensive rebound by D. Collison,2,4
10,1,10:06.0,,D. Collison misses 2-pt jump shot from 15 ft,2,4
11,1,10:03.0,Defensive rebound by R. Rubio,,2,4
12,1,9:53.0,J. Ingles makes 2-pt layup from 1 ft,,4,4
13,1,9:36.0,,T. Young misses 2-pt layup from 1 ft (block by D. Favors),4,4
14,1,9:34.0,,Offensive rebound by M. Turner,4,4
15,1,9:28.0,,M. Turner misses 3-pt jump shot from 28 ft,4,4
16,1,9:25.0,Defensive rebound by D. Favors,,4,4
17,1,9:17.0,D. Favors makes 2-pt jump shot from 16 ft (assist by R. Rubio),,6,4
18,1,9:03.0,,B. Bogdanović misses 2-pt layup from 3 ft (block by J. Ingles),6,4
19,1,9:00.0,Defensive rebound by R. Gobert,,6,4
20,1,8:56.0,R. Gobert makes 2-pt dunk from 1 ft (assist by D. Favors),,8,4
21,1,8:44.0,,M. Turner misses 2-pt jump shot from 13 ft,8,4
22,1,8:43.0,Defensive rebound by D. Favors,,8,4
23,1,8:30.0,Turnover by J. Ingles (bad pass; steal by M. Turner),,8,4
24,1,8:26.0,,Personal take foul by D. Mitchell (drawn by T. Evans),8,4
25,1,8:20.0,,B. Bogdanović makes 2-pt jump shot from 19 ft (assist by T. Evans),8,6
26,1,7:55.0,Turnover by R. Rubio (bad pass; steal by T. Young),,8,6
27,1,7:52.0,,D. Collison makes 2-pt layup from 1 ft (assist by T. Evans),8,8
28,1,7:52.0,Utah full timeout,,8,8
29,1,7:40.0,D. Mitchell misses 2-pt jump shot from 17 ft,,8,8
30,1,7:39.0,,Defensive rebound by T. Young,8,8
31,1,7:22.0,,T. Young misses 2-pt layup from 1 ft,8,8
32,1,7:19.0,Defensive rebound by R. Gobert,,8,8
33,1,7:11.0,R. Gobert makes 2-pt dunk from 1 ft (assist by R. Rubio),,10,8
34,1,6:55.0,,Shooting foul by R. Rubio (drawn by M. Turner),10,8
35,1,6:55.0,,M. Turner makes free throw 1 of 2,10,9
36,1,6:55.0,J. Crowder enters the game for D. Favors,,10,9
37,1,6:55.0,,M. Turner misses free throw 2 of 2,10,9
38,1,6:53.0,Defensive rebound by J. Crowder,,10,9
39,1,6:38.0,Turnover by D. Mitchell (bad pass; steal by T. Young),,10,9
40,1,6:35.0,,Personal foul by R. Rubio (drawn by T. Evans),10,9
41,1,6:35.0,D. Exum enters the game for R. Rubio,,10,9
42,1,6:20.0,,M. Turner misses 2-pt layup from 7 ft,10,9
43,1,6:19.0,,Offensive rebound by Team,10,9
44,1,6:19.0,Loose ball foul by J. Crowder (drawn by T. Young),,10,9
45,1,6:19.0,R. O'Neale enters the game for J. Ingles,,10,9
46,1,6:09.0,,T. Evans misses 2-pt jump shot from 5 ft (block by D. Mitchell),10,9
47,1,6:06.0,,Offensive rebound by T. Evans,10,9
48,1,6:05.0,,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by T. Evans),10,12
49,1,5:56.0,Turnover by D. Exum (bad pass; steal by D. Collison),,10,12
50,1,5:52.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,10,12
51,1,5:46.0,,Offensive rebound by D. Collison,10,12
52,1,5:43.0,,D. Collison makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),10,15
53,1,5:41.0,Utah full timeout,,10,15
54,1,5:41.0,A. Burks enters the game for D. Mitchell,,10,15
55,1,5:23.0,D. Exum misses 2-pt jump shot from 8 ft,,10,15
56,1,5:22.0,Offensive rebound by Team,,10,15
57,1,5:20.0,A. Burks makes 2-pt jump shot from 17 ft (assist by D. Exum),,12,15
58,1,4:57.0,,M. Turner makes 3-pt jump shot from 27 ft (assist by D. Collison),12,18
59,1,4:40.0,Turnover by R. O'Neale (lost ball; steal by T. Evans),,12,18
60,1,4:37.0,,D. Collison misses 2-pt layup from 1 ft (block by A. Burks),12,18
61,1,4:37.0,,Offensive rebound by Team,12,18
62,1,4:37.0,,C. Joseph enters the game for B. Bogdanović,12,18
63,1,4:37.0,,D. Sabonis enters the game for T. Young,12,18
64,1,4:28.0,,Personal foul by R. O'Neale (drawn by D. Sabonis),12,18
65,1,4:28.0,,D. Sabonis makes free throw 1 of 2,12,19
66,1,4:28.0,,D. Sabonis misses free throw 2 of 2,12,19
67,1,4:26.0,,Offensive rebound by T. Evans,12,19
68,1,4:21.0,,Shooting foul by D. Exum (drawn by D. Sabonis),12,19
69,1,4:21.0,,D. Sabonis misses free throw 1 of 2,12,19
70,1,4:21.0,,Offensive rebound by Team,12,19
71,1,4:21.0,,D. Sabonis misses free throw 2 of 2,12,19
72,1,4:19.0,Defensive rebound by R. Gobert,,12,19
73,1,4:09.0,A. Burks misses 2-pt jump shot from 19 ft,,12,19
74,1,4:05.0,,Defensive rebound by D. Sabonis,12,19
75,1,3:46.0,,T. Evans makes 3-pt jump shot from 27 ft (assist by D. Sabonis),12,22
76,1,3:28.0,D. Exum misses 2-pt layup from 2 ft,,12,22
77,1,3:25.0,,Defensive rebound by D. Sabonis,12,22
78,1,3:25.0,,Turnover by D. Sabonis (bad pass; steal by R. Gobert),12,22
79,1,3:21.0,J. Crowder misses 3-pt jump shot from 25 ft,,12,22
80,1,3:20.0,,Defensive rebound by Team,12,22
81,1,3:20.0,D. Favors enters the game for R. Gobert,,12,22
82,1,2:59.0,,D. Collison misses 2-pt jump shot from 18 ft,12,22
83,1,2:56.0,Defensive rebound by J. Crowder,,12,22
84,1,2:48.0,J. Crowder misses 2-pt layup from 1 ft (block by M. Turner),,12,22
85,1,2:45.0,,Defensive rebound by D. Collison,12,22
86,1,2:40.0,,Shooting foul by D. Favors (drawn by D. Sabonis),12,22
87,1,2:40.0,,D. Sabonis makes free throw 1 of 2,12,23
88,1,2:40.0,,T. Young enters the game for M. Turner,12,23
89,1,2:40.0,,D. Sabonis makes free throw 2 of 2,12,24
90,1,2:22.0,R. O'Neale makes 2-pt layup from 1 ft (assist by J. Crowder),,14,24
91,1,2:03.0,,C. Joseph makes 3-pt jump shot from 27 ft (assist by D. Sabonis),14,27
92,1,1:52.0,Turnover by A. Burks (bad pass),,14,27
93,1,1:52.0,D. Mitchell enters the game for A. Burks,,14,27
94,1,1:52.0,,A. Holiday enters the game for D. Collison,14,27
95,1,1:52.0,,D. McDermott enters the game for T. Evans,14,27
96,1,1:39.0,,D. Sabonis makes 2-pt hook shot from 4 ft (assist by C. Joseph),14,29
97,1,1:22.0,D. Mitchell makes 2-pt jump shot from 16 ft (assist by J. Crowder),,16,29
98,1,1:09.0,,D. McDermott misses 3-pt jump shot from 27 ft,16,29
99,1,1:06.0,Defensive rebound by D. Favors,,16,29
100,1,0:56.0,J. Crowder makes 3-pt jump shot from 27 ft (assist by D. Mitchell),,19,29
101,1,0:42.0,Violation by Team (kicked ball),,19,29
102,1,0:36.0,,C. Joseph makes 2-pt jump shot from 16 ft (assist by D. Sabonis),19,31
103,1,0:26.0,Turnover by D. Mitchell (bad pass; steal by T. Young),,19,31
104,1,0:26.0,Loose ball foul by D. Exum (drawn by A. Holiday),,19,31
105,1,0:26.0,,A. Holiday makes free throw 1 of 2,19,32
106,1,0:26.0,R. Neto enters the game for D. Exum,,19,32
107,1,0:26.0,,A. Holiday misses free throw 2 of 2,19,32
108,1,0:25.0,Defensive rebound by J. Crowder,,19,32
109,1,0:05.0,D. Mitchell misses 2-pt jump shot from 20 ft,,19,32
110,1,0:03.0,,Defensive rebound by A. Holiday,19,32
111,1,0:00.0,,A. Holiday misses 3-pt jump shot from 32 ft,19,32
112,1,0:00.0,,Offensive rebound by Team,19,32
113,2,11:42.0,,D. Sabonis makes 3-pt jump shot from 28 ft (assist by C. Joseph),19,35
114,2,11:19.0,Personal foul by A. Holiday (drawn by J. Crowder),,19,35
115,2,11:05.0,Turnover by Team (shot clock),,19,35
116,2,10:50.0,,A. Holiday makes 2-pt jump shot from 9 ft,19,37
117,2,10:36.0,J. Crowder misses 3-pt jump shot from 27 ft,,19,37
118,2,10:33.0,,Defensive rebound by C. Joseph,19,37
119,2,10:27.0,,T. Young misses 2-pt layup from 1 ft (block by J. Crowder),19,37
120,2,10:25.0,,Offensive rebound by T. Young,19,37
121,2,10:25.0,,T. Young makes 2-pt layup from 1 ft,19,39
122,2,10:05.0,J. Crowder makes 3-pt jump shot from 24 ft (assist by R. Neto),,22,39
123,2,9:46.0,,T. Young makes 2-pt layup from 1 ft (assist by D. Sabonis),22,41
124,2,9:39.0,Shooting foul by T. Young (drawn by J. Crowder),,22,41
125,2,9:39.0,J. Crowder makes free throw 1 of 2,,23,41
126,2,9:39.0,J. Ingles enters the game for R. O'Neale,,23,41
127,2,9:39.0,J. Crowder makes free throw 2 of 2,,24,41
128,2,9:39.0,R. Rubio enters the game for R. Neto,,24,41
129,2,9:17.0,,D. McDermott makes 2-pt dunk from 3 ft (assist by T. Young),24,43
130,2,9:07.0,Personal foul by A. Holiday (drawn by R. Rubio),,24,43
131,2,8:54.0,R. Rubio makes 3-pt jump shot from 22 ft (assist by J. Ingles),,27,43
132,2,8:36.0,,Turnover by D. Sabonis (traveling),27,43
133,2,8:36.0,A. Burks enters the game for J. Crowder,,27,43
134,2,8:36.0,T. Sefolosha enters the game for D. Mitchell,,27,43
135,2,8:36.0,,B. Bogdanović enters the game for T. Young,27,43
136,2,8:26.0,R. Rubio makes 2-pt layup at rim (assist by J. Ingles),,29,43
137,2,8:14.0,,C. Joseph misses 2-pt jump shot from 6 ft,29,43
138,2,8:10.0,Defensive rebound by D. Favors,,29,43
139,2,7:49.0,Shooting foul by A. Holiday (drawn by R. Rubio),,29,43
140,2,7:49.0,R. Rubio makes free throw 1 of 2,,30,43
141,2,7:49.0,R. Gobert enters the game for D. Favors,,30,43
142,2,7:49.0,,D. Collison enters the game for A. Holiday,30,43
143,2,7:49.0,R. Rubio misses free throw 2 of 2,,30,43
144,2,7:46.0,,Defensive rebound by C. Joseph,30,43
145,2,7:43.0,,Indiana full timeout,30,43
146,2,7:28.0,,B. Bogdanović misses 2-pt jump shot from 10 ft,30,43
147,2,7:24.0,Defensive rebound by R. Gobert,,30,43
148,2,7:17.0,Turnover by J. Ingles (bad pass; steal by C. Joseph),,30,43
149,2,7:07.0,,C. Joseph misses 2-pt jump shot from 14 ft,30,43
150,2,7:03.0,Defensive rebound by T. Sefolosha,,30,43
151,2,6:46.0,Turnover by R. Rubio (lost ball; steal by D. Sabonis),,30,43
152,2,6:35.0,,B. Bogdanović makes 2-pt jump shot from 14 ft (assist by D. Collison),30,45
153,2,6:12.0,R. Rubio makes 3-pt jump shot from 26 ft (assist by J. Ingles),,33,45
154,2,5:53.0,,Turnover by C. Joseph (bad pass; steal by R. Rubio),33,45
155,2,5:53.0,Personal foul by D. Sabonis (drawn by R. Rubio),,33,45
156,2,5:53.0,R. Rubio makes free throw 1 of 2,,34,45
157,2,5:53.0,J. Crowder enters the game for A. Burks,,34,45
158,2,5:53.0,D. Mitchell enters the game for T. Sefolosha,,34,45
159,2,5:53.0,,T. Evans enters the game for C. Joseph,34,45
160,2,5:53.0,,M. Turner enters the game for D. McDermott,34,45
161,2,5:53.0,,T. Young enters the game for D. Sabonis,34,45
162,2,5:53.0,R. Rubio makes free throw 2 of 2,,35,45
163,2,5:40.0,,B. Bogdanović misses 2-pt jump shot from 10 ft,35,45
164,2,5:37.0,Defensive rebound by R. Gobert,,35,45
165,2,5:25.0,R. Gobert misses 2-pt layup from 2 ft (block by M. Turner),,35,45
166,2,5:23.0,,Defensive rebound by M. Turner,35,45
167,2,5:16.0,,D. Collison makes 2-pt layup at rim,35,47
168,2,5:01.0,R. Rubio misses 2-pt jump shot from 14 ft,,35,47
169,2,4:56.0,Offensive rebound by R. Gobert,,35,47
170,2,4:56.0,R. Gobert misses 2-pt layup from 1 ft,,35,47
171,2,4:55.0,,Defensive rebound by M. Turner,35,47
172,2,4:49.0,,M. Turner misses 3-pt jump shot from 27 ft,35,47
173,2,4:47.0,Defensive rebound by R. Rubio,,35,47
174,2,4:32.0,J. Ingles misses 2-pt layup from 2 ft,,35,47
175,2,4:31.0,,Defensive rebound by Team,35,47
176,2,4:16.0,,Turnover by T. Young (lost ball; steal by R. Rubio),35,47
177,2,4:10.0,J. Crowder misses 2-pt jump shot from 14 ft,,35,47
178,2,4:08.0,,Defensive rebound by T. Evans,35,47
179,2,4:03.0,,Personal foul by J. Crowder (drawn by B. Bogdanović),35,47
180,2,4:03.0,D. Favors enters the game for R. Gobert,,35,47
181,2,3:48.0,,D. Collison misses 3-pt jump shot from 23 ft,35,47
182,2,3:45.0,Defensive rebound by D. Mitchell,,35,47
183,2,3:38.0,R. Rubio makes 3-pt jump shot from 26 ft (assist by J. Crowder),,38,47
184,2,3:23.0,,T. Evans misses 2-pt layup from 1 ft,38,47
185,2,3:21.0,Defensive rebound by J. Crowder,,38,47
186,2,3:13.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by R. Rubio),,41,47
187,2,3:13.0,,Indiana full timeout,41,47
188,2,2:56.0,,M. Turner makes 2-pt jump shot from 13 ft (assist by D. Collison),41,49
189,2,2:46.0,D. Mitchell misses 3-pt jump shot from 27 ft,,41,49
190,2,2:42.0,,Defensive rebound by M. Turner,41,49
191,2,2:33.0,,M. Turner makes 2-pt jump shot from 13 ft (assist by D. Collison),41,51
192,2,2:17.0,Shooting foul by T. Evans (drawn by D. Favors),,41,51
193,2,2:17.0,D. Favors makes free throw 1 of 2,,42,51
194,2,2:17.0,,D. Sabonis enters the game for T. Young,42,51
195,2,2:17.0,D. Favors misses free throw 2 of 2,,42,51
196,2,2:17.0,,Defensive rebound by Team,42,51
197,2,2:17.0,Loose ball foul by J. Crowder (drawn by D. Sabonis),,42,51
198,2,2:17.0,R. O'Neale enters the game for J. Crowder,,42,51
199,2,1:58.0,,D. Sabonis misses 2-pt layup from 1 ft,42,51
200,2,1:55.0,Defensive rebound by R. O'Neale,,42,51
201,2,1:49.0,Personal foul by M. Turner (drawn by D. Mitchell),,42,51
202,2,1:49.0,D. Mitchell makes free throw 1 of 2,,43,51
203,2,1:49.0,D. Mitchell misses free throw 2 of 2,,43,51
204,2,1:47.0,,Defensive rebound by M. Turner,43,51
205,2,1:27.0,,T. Evans makes 2-pt layup from 1 ft,43,53
206,2,1:18.0,R. O'Neale makes 2-pt layup at rim (assist by J. Ingles),,45,53
207,2,0:58.0,,D. Sabonis makes 2-pt jump shot from 16 ft (assist by T. Evans),45,55
208,2,0:44.0,D. Mitchell makes 2-pt layup at rim (assist by R. Rubio),,47,55
209,2,0:31.0,,D. Sabonis makes 2-pt dunk from 1 ft (assist by M. Turner),47,57
210,2,0:10.0,D. Favors misses 2-pt layup from 1 ft,,47,57
211,2,0:09.0,,Defensive rebound by D. Sabonis,47,57
212,2,0:02.0,,T. Evans misses 2-pt layup from 6 ft,47,57
213,2,0:00.0,Defensive rebound by J. Ingles,,47,57
214,3,11:48.0,,T. Evans misses 2-pt layup from 1 ft,47,57
215,3,11:46.0,Defensive rebound by R. Gobert,,47,57
216,3,11:34.0,D. Favors misses 2-pt dunk from 2 ft,,47,57
217,3,11:31.0,,Defensive rebound by D. Collison,47,57
218,3,11:19.0,,M. Turner misses 2-pt jump shot from 13 ft,47,57
219,3,11:16.0,Defensive rebound by D. Favors,,47,57
220,3,11:07.0,Turnover by D. Mitchell (bad pass; steal by T. Evans),,47,57
221,3,11:02.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Collison),47,59
222,3,10:51.0,D. Mitchell makes 2-pt jump shot from 11 ft,,49,59
223,3,10:32.0,,T. Evans misses 3-pt jump shot from 26 ft,49,59
