,QUARTER,TIME_REMAINING,HOUSTON_ACTION,ATLANTA_ACTION,HOUSTON_SCORE,ATLANTA_SCORE
391,4,3:43.0,,Shooting foul by C. Capela (drawn by T. Young),111,95
392,4,3:43.0,,T. Young makes free throw 1 of 2,111,96
393,4,3:43.0,,T. Young makes free throw 2 of 2,111,97
394,4,3:29.0,C. Capela makes 2-pt dunk from 2 ft (assist by J. Harden),,113,97
395,4,3:09.0,,Turnover by T. Young (bad pass; steal by P. Tucker),113,97
396,4,3:03.0,J. Harden misses 3-pt jump shot from 25 ft,,113,97
397,4,3:00.0,,Defensive rebound by T. Prince,113,97
398,4,2:56.0,,D. Bembry makes 2-pt layup at rim (assist by T. Prince),113,99
399,4,2:42.0,,Violation by Team (kicked ball),113,99
400,4,2:42.0,A. Rivers enters the game for P. Tucker,,113,99
401,4,2:36.0,Personal foul by D. Bembry (drawn by J. Harden),,113,99
402,4,2:28.0,Shooting foul by D. Bembry (drawn by J. Harden),,113,99
403,4,2:28.0,J. Harden misses free throw 1 of 3,,113,99
404,4,2:28.0,Offensive rebound by Team,,113,99
405,4,2:28.0,J. Harden makes free throw 2 of 3,,114,99
406,4,2:28.0,K. Faried enters the game for C. Capela,,114,99
407,4,2:28.0,J. Harden makes free throw 3 of 3,,115,99
408,4,2:22.0,,Shooting foul by A. Rivers (drawn by T. Young),115,99
409,4,2:22.0,,T. Young makes free throw 1 of 2,115,100
410,4,2:22.0,G. Green enters the game for J. Harden,,115,100
411,4,2:22.0,,T. Young makes free throw 2 of 2,115,101
412,4,2:03.0,D. House makes 3-pt jump shot from 26 ft,,118,101
413,4,1:53.0,,Offensive foul by T. Young (drawn by K. Faried),118,101
414,4,1:53.0,,Turnover by T. Young (offensive foul),118,101
415,4,1:53.0,G. Clark enters the game for E. Gordon,,118,101
416,4,1:38.0,Turnover by G. Clark (bad pass; steal by V. Carter),,118,101
417,4,1:34.0,,Turnover by T. Young (bad pass; steal by G. Green),118,101
418,4,1:33.0,Turnover by G. Green (out of bounds lost ball),,118,101
419,4,1:27.0,,Turnover by T. Young (bad pass; steal by G. Green),118,101
420,4,1:16.0,A. Rivers misses 3-pt jump shot from 25 ft,,118,101
421,4,1:12.0,,Defensive rebound by J. Collins,118,101
422,4,1:05.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),118,103
423,4,0:50.0,D. House misses 3-pt jump shot from 25 ft,,118,103
424,4,0:46.0,Offensive rebound by A. Rivers,,118,103
425,4,0:45.0,G. Clark makes 3-pt jump shot from 25 ft (assist by A. Rivers),,121,103
426,4,0:45.0,,Atlanta full timeout,121,103
427,4,0:45.0,,J. Adams enters the game for V. Carter,121,103
428,4,0:45.0,,J. Anderson enters the game for J. Collins,121,103
429,4,0:45.0,,D. Davis enters the game for T. Prince,121,103
430,4,0:45.0,,B. Johnson enters the game for T. Young,121,103
431,4,0:31.0,,B. Johnson makes 2-pt jump shot from 19 ft,121,105
432,4,0:12.0,G. Clark misses 3-pt jump shot from 23 ft,,121,105
433,4,0:10.0,,Defensive rebound by D. Bembry,121,105
434,4,0:03.0,,J. Adams misses 2-pt layup from 2 ft,121,105
435,4,0:00.0,Defensive rebound by K. Faried,,121,105
