,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,INDIANA_ACTION,MILWAUKEE_SCORE,INDIANA_SCORE
59,1,3:53.0,G. Antetokounmpo makes 2-pt dunk from 2 ft,,19,16
60,1,3:32.0,,Turnover by T. Young (traveling),19,16
61,1,3:32.0,Milwaukee full timeout,,19,16
62,1,3:32.0,M. Brogdon enters the game for K. Middleton,,19,16
63,1,3:32.0,,T. Evans enters the game for B. Bogdanović,19,16
64,1,3:32.0,,C. Joseph enters the game for D. Collison,19,16
65,1,3:21.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. İlyasova),,21,16
66,1,3:07.0,,W. Matthews misses 3-pt jump shot from 26 ft,21,16
67,1,3:04.0,Defensive rebound by G. Antetokounmpo,,21,16
68,1,2:53.0,M. Brogdon makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,24,16
69,1,2:39.0,,D. Sabonis misses 2-pt layup from 2 ft,24,16
70,1,2:37.0,Defensive rebound by G. Antetokounmpo,,24,16
71,1,2:33.0,Turnover by G. Antetokounmpo (bad pass; steal by T. Young),,24,16
72,1,2:30.0,,T. Young misses 2-pt layup at rim (block by G. Antetokounmpo),24,16
73,1,2:27.0,Defensive rebound by G. Antetokounmpo,,24,16
74,1,2:12.0,M. Brogdon misses 3-pt jump shot from 28 ft,,24,16
75,1,2:09.0,,Defensive rebound by D. Sabonis,24,16
76,1,2:01.0,,C. Joseph misses 2-pt jump shot from 14 ft,24,16
77,1,1:58.0,Defensive rebound by M. Brogdon,,24,16
78,1,1:54.0,Shooting foul by T. Evans (drawn by M. Brogdon),,24,16
79,1,1:54.0,M. Brogdon makes free throw 1 of 2,,25,16
80,1,1:54.0,D. Wilson enters the game for G. Antetokounmpo,,25,16
81,1,1:54.0,,D. McDermott enters the game for W. Matthews,25,16
82,1,1:54.0,,M. Turner enters the game for T. Young,25,16
83,1,1:54.0,M. Brogdon makes free throw 2 of 2,,26,16
84,1,1:39.0,,C. Joseph makes 2-pt layup from 2 ft (assist by D. Sabonis),26,18
85,1,1:16.0,D. Wilson misses 2-pt jump shot from 12 ft,,26,18
86,1,1:14.0,,Defensive rebound by D. Sabonis,26,18
87,1,1:03.0,,M. Turner misses 2-pt jump shot from 9 ft,26,18
88,1,1:01.0,Defensive rebound by E. İlyasova,,26,18
89,1,0:50.0,D. Wilson misses 3-pt jump shot from 23 ft,,26,18
90,1,0:48.0,,Defensive rebound by D. Sabonis,26,18
91,1,0:34.0,,D. Sabonis misses 2-pt jump shot from 19 ft,26,18
92,1,0:32.0,Defensive rebound by M. Brogdon,,26,18
93,1,0:14.0,M. Brogdon misses 2-pt layup from 1 ft,,26,18
94,1,0:12.0,,Defensive rebound by M. Turner,26,18
95,1,0:11.0,,Turnover by M. Turner (bad pass; steal by M. Brogdon),26,18
96,1,0:00.0,E. İlyasova misses 3-pt jump shot from 23 ft,,26,18
97,1,0:00.0,Offensive rebound by Team,,26,18
98,2,11:46.0,,Offensive foul by T. Evans (drawn by E. İlyasova),26,18
99,2,11:46.0,,Turnover by T. Evans (offensive foul),26,18
100,2,11:29.0,E. Bledsoe misses 3-pt jump shot from 27 ft,,26,18
101,2,11:26.0,,Defensive rebound by D. McDermott,26,18
102,2,11:18.0,,Personal foul by E. İlyasova (drawn by D. Sabonis),26,18
103,2,11:14.0,,D. McDermott makes 2-pt layup from 1 ft (assist by M. Turner),26,20
104,2,10:59.0,Shooting foul by D. Sabonis (drawn by E. Bledsoe),,26,20
105,2,10:59.0,E. Bledsoe makes free throw 1 of 2,,27,20
106,2,10:59.0,B. Lopez enters the game for E. İlyasova,,27,20
107,2,10:59.0,E. Bledsoe makes free throw 2 of 2,,28,20
108,2,10:46.0,,D. McDermott misses 2-pt layup from 1 ft,28,20
109,2,10:45.0,Defensive rebound by D. Wilson,,28,20
110,2,10:37.0,M. Brogdon makes 2-pt layup at rim,,30,20
111,2,10:25.0,,T. Evans misses 2-pt layup from 1 ft,30,20
112,2,10:23.0,Defensive rebound by M. Brogdon,,30,20
113,2,10:13.0,B. Lopez makes 3-pt jump shot from 28 ft (assist by M. Brogdon),,33,20
114,2,9:55.0,,D. Sabonis misses 2-pt layup at rim,33,20
115,2,9:53.0,Defensive rebound by D. Wilson,,33,20
116,2,9:52.0,Turnover by D. Wilson (lost ball; steal by D. Sabonis),,33,20
117,2,9:48.0,,T. Evans makes 3-pt jump shot from 24 ft (assist by D. Sabonis),33,23
118,2,9:33.0,T. Snell makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,35,23
119,2,9:32.0,,Indiana full timeout,35,23
120,2,9:32.0,G. Hill enters the game for M. Brogdon,,35,23
121,2,9:32.0,,T. Young enters the game for M. Turner,35,23
122,2,9:23.0,,D. Sabonis misses 3-pt jump shot from 27 ft,35,23
123,2,9:21.0,Defensive rebound by E. Bledsoe,,35,23
124,2,9:15.0,B. Lopez misses 3-pt jump shot from 26 ft,,35,23
125,2,9:13.0,Offensive rebound by B. Lopez,,35,23
126,2,9:04.0,G. Hill misses 3-pt jump shot from 28 ft,,35,23
127,2,9:00.0,,Defensive rebound by D. Sabonis,35,23
128,2,8:49.0,,T. Evans makes 3-pt jump shot from 27 ft (assist by D. Sabonis),35,26
129,2,8:31.0,T. Snell misses 2-pt layup from 4 ft (block by C. Joseph),,35,26
130,2,8:30.0,,Defensive rebound by C. Joseph,35,26
131,2,8:10.0,,D. Sabonis makes 2-pt jump shot from 19 ft (assist by T. Evans),35,28
132,2,7:52.0,B. Lopez misses 3-pt jump shot from 28 ft,,35,28
133,2,7:48.0,,Defensive rebound by D. McDermott,35,28
134,2,7:41.0,,C. Joseph makes 2-pt jump shot from 16 ft,35,30
135,2,7:38.0,Milwaukee full timeout,,35,30
136,2,7:38.0,G. Antetokounmpo enters the game for T. Snell,,35,30
137,2,7:38.0,K. Middleton enters the game for D. Wilson,,35,30
138,2,7:14.0,G. Antetokounmpo makes 2-pt hook shot from 6 ft,,37,30
139,2,6:52.0,,T. Young misses 2-pt hook shot from 4 ft,37,30
140,2,6:49.0,Defensive rebound by G. Hill,,37,30
141,2,6:45.0,Shooting foul by D. McDermott (drawn by K. Middleton),,37,30
142,2,6:45.0,K. Middleton makes free throw 1 of 2,,38,30
143,2,6:45.0,,B. Bogdanović enters the game for D. McDermott,38,30
144,2,6:45.0,K. Middleton misses free throw 2 of 2,,38,30
145,2,6:44.0,,Defensive rebound by B. Bogdanović,38,30
146,2,6:34.0,,C. Joseph misses 2-pt jump shot from 18 ft,38,30
147,2,6:32.0,,Offensive rebound by C. Joseph,38,30
148,2,6:31.0,,C. Joseph makes 2-pt jump shot from 12 ft,38,32
149,2,6:14.0,E. Bledsoe makes 2-pt layup from 1 ft,,40,32
150,2,6:02.0,,T. Evans misses 3-pt jump shot from 25 ft,40,32
151,2,5:59.0,Defensive rebound by G. Antetokounmpo,,40,32
152,2,5:59.0,,D. Collison enters the game for T. Evans,40,32
153,2,5:59.0,,W. Matthews enters the game for C. Joseph,40,32
154,2,5:45.0,K. Middleton makes 2-pt jump shot from 10 ft,,42,32
155,2,5:31.0,,B. Bogdanović misses 2-pt jump shot from 8 ft,42,32
156,2,5:27.0,Defensive rebound by E. Bledsoe,,42,32
157,2,5:27.0,T. Snell enters the game for E. Bledsoe,,42,32
158,2,5:09.0,Turnover by G. Hill (bad pass; steal by D. Sabonis),,42,32
159,2,5:01.0,,D. Sabonis makes 2-pt hook shot from 5 ft (assist by D. Collison),42,34
160,2,4:42.0,,Violation by Team (kicked ball),42,34
161,2,4:31.0,B. Lopez makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),,45,34
162,2,4:03.0,,Shooting foul by T. Snell (drawn by W. Matthews),45,34
163,2,4:03.0,,W. Matthews makes free throw 1 of 3,45,35
164,2,4:03.0,,W. Matthews makes free throw 2 of 3,45,36
165,2,4:03.0,,W. Matthews makes free throw 3 of 3,45,37
166,2,3:50.0,G. Antetokounmpo misses 2-pt jump shot from 14 ft,,45,37
167,2,3:48.0,Offensive rebound by G. Antetokounmpo,,45,37
168,2,3:45.0,T. Snell makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,47,37
169,2,3:31.0,,D. Collison misses 2-pt layup from 1 ft,47,37
170,2,3:29.0,,Offensive rebound by T. Young,47,37
171,2,3:29.0,,T. Young makes 2-pt layup at rim,47,39
172,2,3:17.0,K. Middleton misses 3-pt jump shot from 27 ft,,47,39
173,2,3:14.0,,Defensive rebound by W. Matthews,47,39
174,2,3:03.0,,D. Collison makes 2-pt layup from 1 ft,47,41
175,2,2:42.0,G. Hill makes 2-pt layup at rim (assist by K. Middleton),,49,41
176,2,2:31.0,,B. Bogdanović makes 2-pt jump shot from 9 ft,49,43
177,2,2:21.0,K. Middleton misses 2-pt layup from 1 ft,,49,43
178,2,2:19.0,Offensive rebound by G. Hill,,49,43
179,2,2:19.0,G. Hill misses 2-pt layup from 1 ft,,49,43
180,2,2:17.0,,Defensive rebound by D. Sabonis,49,43
181,2,2:14.0,,D. Collison misses 2-pt jump shot from 19 ft,49,43
182,2,2:10.0,Defensive rebound by B. Lopez,,49,43
183,2,1:56.0,G. Hill makes 3-pt jump shot from 23 ft (assist by K. Middleton),,52,43
184,2,1:39.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,52,43
185,2,1:35.0,Defensive rebound by G. Hill,,52,43
186,2,1:29.0,K. Middleton misses 2-pt jump shot from 13 ft,,52,43
187,2,1:27.0,Offensive rebound by G. Antetokounmpo,,52,43
188,2,1:26.0,Personal foul by T. Young (drawn by G. Antetokounmpo),,52,43
189,2,1:26.0,M. Brogdon enters the game for G. Antetokounmpo,,52,43
190,2,1:26.0,E. İlyasova enters the game for G. Hill,,52,43
191,2,1:26.0,,T. Leaf enters the game for D. Sabonis,52,43
192,2,1:26.0,,M. Turner enters the game for T. Young,52,43
193,2,1:14.0,Turnover by K. Middleton (lost ball; steal by W. Matthews),,52,43
194,2,1:09.0,,B. Bogdanović makes 2-pt layup from 1 ft,52,45
195,2,0:52.0,E. İlyasova makes 3-pt jump shot from 23 ft (assist by K. Middleton),,55,45
196,2,0:43.0,,D. Collison misses 2-pt jump shot from 16 ft,55,45
197,2,0:40.0,Defensive rebound by K. Middleton,,55,45
198,2,0:34.0,K. Middleton misses 2-pt layup from 3 ft (block by M. Turner),,55,45
199,2,0:32.0,Offensive rebound by K. Middleton,,55,45
200,2,0:30.0,B. Lopez misses 3-pt jump shot from 27 ft,,55,45
201,2,0:29.0,,Defensive rebound by Team,55,45
202,2,0:29.0,G. Antetokounmpo enters the game for B. Lopez,,55,45
203,2,0:29.0,,T. Young enters the game for T. Leaf,55,45
204,2,0:15.0,,Personal foul by K. Middleton (drawn by B. Bogdanović),55,45
205,2,0:04.0,,Personal foul by E. İlyasova (drawn by B. Bogdanović),55,45
206,2,0:04.0,,Technical foul by M. Budenholzer,55,45
207,2,0:04.0,,B. Bogdanović misses technical free throw,55,45
208,2,0:04.0,,Offensive rebound by Team,55,45
209,2,0:04.0,,B. Bogdanović makes free throw 1 of 2,55,46
210,2,0:04.0,,C. Joseph enters the game for D. Collison,55,46
211,2,0:04.0,,B. Bogdanović makes free throw 2 of 2,55,47
212,2,0:00.0,M. Brogdon misses 2-pt layup from 1 ft,,55,47
213,2,0:00.0,Offensive rebound by Team,,55,47
214,3,11:37.0,,Away from play foul by K. Middleton (drawn by B. Bogdanović),55,47
215,3,11:37.0,,B. Bogdanović makes free throw 1 of 1,55,48
216,3,11:31.0,,M. Turner misses 2-pt jump shot from 11 ft,55,48
217,3,11:28.0,Defensive rebound by B. Lopez,,55,48
218,3,11:21.0,B. Lopez misses 3-pt jump shot from 28 ft,,55,48
219,3,11:18.0,,Defensive rebound by B. Bogdanović,55,48
220,3,11:12.0,,M. Turner misses 3-pt jump shot from 26 ft,55,48
221,3,11:09.0,Defensive rebound by G. Antetokounmpo,,55,48
222,3,11:03.0,M. Brogdon misses 3-pt jump shot from 23 ft,,55,48
223,3,10:59.0,,Defensive rebound by D. Collison,55,48
224,3,10:51.0,,D. Collison makes 2-pt jump shot from 17 ft,55,50
225,3,10:35.0,G. Antetokounmpo misses 2-pt jump shot from 7 ft (block by T. Young),,55,50
226,3,10:34.0,Offensive rebound by G. Antetokounmpo,,55,50
227,3,10:33.0,G. Antetokounmpo misses 2-pt layup from 2 ft (block by M. Turner),,55,50
228,3,10:31.0,,Defensive rebound by T. Young,55,50
229,3,10:20.0,,M. Turner makes 2-pt jump shot from 19 ft (assist by D. Collison),55,52
230,3,10:18.0,Milwaukee full timeout,,55,52
231,3,10:09.0,Turnover by E. Bledsoe (lost ball; steal by T. Young),,55,52
232,3,10:05.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by D. Collison),55,54
233,3,9:54.0,Turnover by B. Lopez (step out of bounds),,55,54
234,3,9:33.0,,Turnover by T. Young (bad pass; steal by B. Lopez),55,54
235,3,9:30.0,M. Brogdon makes 2-pt layup from 2 ft,,57,54
236,3,9:30.0,Shooting foul by W. Matthews (drawn by M. Brogdon),,57,54
237,3,9:30.0,M. Brogdon makes free throw 1 of 1,,58,54
238,3,9:18.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,58,54
239,3,9:14.0,Defensive rebound by G. Antetokounmpo,,58,54
240,3,9:09.0,B. Lopez misses 3-pt jump shot from 29 ft,,58,54
241,3,9:06.0,,Defensive rebound by D. Collison,58,54
242,3,8:52.0,,W. Matthews misses 2-pt jump shot from 13 ft,58,54
243,3,8:50.0,,Offensive rebound by Team,58,54
244,3,8:50.0,Loose ball foul by G. Antetokounmpo (drawn by W. Matthews),,58,54
245,3,8:39.0,,D. Collison makes 3-pt jump shot from 27 ft,58,57
246,3,8:28.0,K. Middleton misses 2-pt jump shot from 10 ft,,58,57
247,3,8:24.0,Offensive rebound by G. Antetokounmpo,,58,57
248,3,8:24.0,G. Antetokounmpo misses 2-pt dunk at rim,,58,57
249,3,8:22.0,,Defensive rebound by D. Collison,58,57
250,3,8:20.0,,D. Collison misses 3-pt jump shot from 27 ft,58,57
251,3,8:17.0,Defensive rebound by K. Middleton,,58,57
252,3,8:11.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,58,57
253,3,8:08.0,,Defensive rebound by T. Young,58,57
254,3,8:02.0,,M. Turner misses 3-pt jump shot from 23 ft,58,57
255,3,7:58.0,Defensive rebound by B. Lopez,,58,57
256,3,7:56.0,Personal foul by D. Collison (drawn by G. Antetokounmpo),,58,57
257,3,7:56.0,S. Brown enters the game for E. Bledsoe,,58,57
258,3,7:46.0,G. Antetokounmpo misses 2-pt jump shot from 8 ft,,58,57
259,3,7:43.0,,Defensive rebound by M. Turner,58,57
260,3,7:35.0,,Shooting foul by S. Brown (drawn by D. Collison),58,57
261,3,7:35.0,,D. Collison makes free throw 1 of 2,58,58
262,3,7:35.0,,D. Collison makes free throw 2 of 2,58,59
263,3,7:15.0,K. Middleton misses 2-pt jump shot from 19 ft,,58,59
264,3,7:12.0,,Defensive rebound by D. Collison,58,59
265,3,7:03.0,,M. Turner misses 2-pt jump shot from 17 ft,58,59
266,3,7:00.0,Defensive rebound by K. Middleton,,58,59
267,3,6:56.0,K. Middleton misses 2-pt jump shot from 6 ft,,58,59
268,3,6:53.0,,Defensive rebound by B. Bogdanović,58,59
269,3,6:39.0,,Turnover by T. Young (lost ball; steal by B. Lopez),58,59
270,3,6:35.0,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by M. Brogdon),,60,59
271,3,6:35.0,Shooting foul by T. Young (drawn by G. Antetokounmpo),,60,59
272,3,6:35.0,G. Antetokounmpo misses free throw 1 of 1,,60,59
273,3,6:34.0,,Defensive rebound by B. Bogdanović,60,59
274,3,6:18.0,,M. Turner misses 2-pt layup at rim,60,59
275,3,6:15.0,Defensive rebound by B. Lopez,,60,59
276,3,6:02.0,Shooting foul by M. Turner (drawn by G. Antetokounmpo),,60,59
277,3,6:02.0,G. Antetokounmpo makes free throw 1 of 2,,61,59
278,3,6:02.0,D. Wilson enters the game for B. Lopez,,61,59
279,3,6:02.0,G. Antetokounmpo makes free throw 2 of 2,,62,59
280,3,5:52.0,,M. Turner makes 2-pt jump shot from 20 ft (assist by B. Bogdanović),62,61
281,3,5:39.0,Turnover by S. Brown (traveling),,62,61
282,3,5:39.0,B. Lopez enters the game for G. Antetokounmpo,,62,61
283,3,5:29.0,,D. Collison makes 2-pt jump shot from 22 ft,62,63
284,3,5:06.0,Shooting foul by T. Young (drawn by K. Middleton),,62,63
285,3,5:06.0,K. Middleton makes free throw 1 of 2,,63,63
286,3,5:06.0,G. Hill enters the game for M. Brogdon,,63,63
287,3,5:06.0,,D. Sabonis enters the game for T. Young,63,63
288,3,5:06.0,K. Middleton misses free throw 2 of 2,,63,63
289,3,5:00.0,,Defensive rebound by B. Bogdanović,63,63
290,3,4:57.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),63,66
291,3,4:38.0,B. Lopez misses 2-pt layup from 1 ft,,63,66
292,3,4:36.0,,Defensive rebound by M. Turner,63,66
293,3,4:32.0,,B. Bogdanović makes 3-pt jump shot from 28 ft (assist by D. Collison),63,69
294,3,4:06.0,G. Hill misses 3-pt jump shot from 24 ft,,63,69
295,3,4:04.0,,Defensive rebound by D. Sabonis,63,69
296,3,3:50.0,,Turnover by D. Sabonis (bad pass; steal by S. Brown),63,69
297,3,3:47.0,Personal foul by W. Matthews (drawn by S. Brown),,63,69
298,3,3:47.0,S. Brown makes free throw 1 of 2,,64,69
299,3,3:47.0,T. Snell enters the game for K. Middleton,,64,69
300,3,3:47.0,,C. Joseph enters the game for B. Bogdanović,64,69
301,3,3:47.0,S. Brown misses free throw 2 of 2,,64,69
302,3,3:46.0,,Defensive rebound by M. Turner,64,69
303,3,3:46.0,G. Antetokounmpo enters the game for B. Lopez,,64,69
304,3,3:46.0,E. İlyasova enters the game for D. Wilson,,64,69
305,3,3:46.0,,T. Young enters the game for M. Turner,64,69
306,3,3:27.0,,D. Collison misses 3-pt jump shot from 28 ft,64,69
307,3,3:24.0,Defensive rebound by S. Brown,,64,69
308,3,3:15.0,E. İlyasova makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,67,69
309,3,2:58.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by D. Collison),67,71
310,3,2:48.0,G. Antetokounmpo makes 2-pt dunk from 1 ft,,69,71
311,3,2:35.0,,D. Collison misses 2-pt jump shot from 16 ft,69,71
312,3,2:33.0,,Offensive rebound by Team,69,71
313,3,2:33.0,,Indiana full timeout,69,71
314,3,2:33.0,,T. Evans enters the game for D. Collison,69,71
315,3,2:33.0,,D. McDermott enters the game for W. Matthews,69,71
316,3,2:29.0,,D. McDermott makes 3-pt jump shot from 28 ft (assist by C. Joseph),69,74
317,3,2:11.0,T. Snell misses 2-pt layup from 1 ft,,69,74
318,3,2:09.0,,Defensive rebound by Team,69,74
319,3,2:09.0,Loose ball foul by E. İlyasova (drawn by T. Evans),,69,74
320,3,1:57.0,,D. McDermott misses 2-pt layup from 1 ft (block by T. Snell),69,74
321,3,1:53.0,Defensive rebound by G. Hill,,69,74
322,3,1:52.0,G. Hill makes 2-pt layup from 1 ft,,71,74
323,3,1:52.0,Shooting foul by C. Joseph (drawn by G. Hill),,71,74
324,3,1:52.0,G. Hill makes free throw 1 of 1,,72,74
325,3,1:38.0,,T. Evans misses 2-pt layup from 1 ft,72,74
326,3,1:36.0,,Offensive rebound by D. Sabonis,72,74
327,3,1:36.0,,D. Sabonis makes 2-pt layup from 1 ft,72,76
328,3,1:25.0,G. Hill makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,74,76
329,3,1:11.0,,D. Sabonis makes 2-pt jump shot from 17 ft (assist by T. Evans),74,78
330,3,1:01.0,T. Snell misses 3-pt jump shot from 25 ft,,74,78
331,3,0:56.0,,Defensive rebound by C. Joseph,74,78
332,3,0:48.0,,Shooting foul by E. İlyasova (drawn by T. Evans),74,78
333,3,0:48.0,,Offensive rebound by Team,74,78
334,3,0:48.0,,T. Evans misses free throw 1 of 2,74,78
335,3,0:48.0,E. Bledsoe enters the game for S. Brown,,74,78
336,3,0:48.0,,B. Bogdanović enters the game for T. Young,74,78
337,3,0:48.0,,T. Evans makes free throw 2 of 2,74,79
338,3,0:33.0,G. Hill makes 2-pt layup from 2 ft,,76,79
339,3,0:33.0,,Violation by Team (def goaltending),76,79
340,3,0:23.0,,T. Evans misses 2-pt layup at rim,76,79
341,3,0:20.0,Defensive rebound by E. İlyasova,,76,79
342,3,0:03.0,Turnover by G. Antetokounmpo (traveling),,76,79
343,3,0:00.0,,C. Joseph misses 3-pt jump shot from 31 ft,76,79
344,3,0:00.0,,Offensive rebound by Team,76,79
345,4,11:47.0,G. Antetokounmpo misses 2-pt dunk at rim,,76,79
346,4,11:45.0,,Defensive rebound by D. Sabonis,76,79
347,4,11:26.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by T. Evans),76,81
348,4,11:12.0,Shooting foul by T. Evans (drawn by E. Bledsoe),,76,81
349,4,11:12.0,E. Bledsoe misses free throw 1 of 2,,76,81
350,4,11:12.0,Offensive rebound by Team,,76,81
351,4,11:12.0,M. Brogdon enters the game for G. Hill,,76,81
352,4,11:12.0,,T. Young enters the game for B. Bogdanović,76,81
353,4,11:12.0,E. Bledsoe misses free throw 2 of 2,,76,81
354,4,11:11.0,,Defensive rebound by T. Young,76,81
355,4,10:48.0,,D. Sabonis misses 2-pt jump shot from 6 ft,76,81
356,4,10:45.0,Defensive rebound by G. Antetokounmpo,,76,81
357,4,10:40.0,M. Brogdon misses 3-pt jump shot from 25 ft,,76,81
358,4,10:37.0,,Defensive rebound by D. McDermott,76,81
359,4,10:28.0,,T. Evans misses 2-pt layup from 3 ft,76,81
360,4,10:26.0,,Offensive rebound by Team,76,81
361,4,10:26.0,Loose ball foul by E. Bledsoe (drawn by D. Sabonis),,76,81
362,4,10:15.0,,C. Joseph makes 2-pt jump shot from 19 ft,76,83
363,4,9:53.0,E. Bledsoe misses 3-pt jump shot from 27 ft,,76,83
364,4,9:49.0,,Defensive rebound by D. Sabonis,76,83
365,4,9:37.0,,T. Evans makes 3-pt jump shot from 26 ft,76,86
366,4,9:35.0,Milwaukee full timeout,,76,86
367,4,9:35.0,B. Lopez enters the game for E. Bledsoe,,76,86
368,4,9:35.0,K. Middleton enters the game for T. Snell,,76,86
369,4,9:17.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by K. Middleton),,78,86
370,4,9:01.0,,T. Evans misses 3-pt jump shot from 26 ft,78,86
371,4,8:59.0,Defensive rebound by Team,,78,86
372,4,8:50.0,M. Brogdon makes 2-pt layup from 2 ft,,80,86
373,4,8:29.0,,T. Young makes 2-pt layup from 2 ft,80,88
374,4,8:23.0,Personal foul by D. Sabonis (drawn by G. Antetokounmpo),,80,88
375,4,8:14.0,K. Middleton makes 2-pt jump shot from 7 ft,,82,88
376,4,7:47.0,,T. Evans misses 2-pt layup from 2 ft,82,88
377,4,7:41.0,,Offensive rebound by T. Young,82,88
378,4,7:39.0,,D. McDermott misses 3-pt jump shot from 27 ft,82,88
379,4,7:39.0,Defensive rebound by G. Antetokounmpo,,82,88
