,QUARTER,TIME_REMAINING,DENVER_ACTION,NEW YORK_ACTION,DENVER_SCORE,NEW YORK_SCORE
0,1,11:43.0,P. Millsap misses 3-pt jump shot from 25 ft,,0,0
1,1,11:41.0,,Defensive rebound by E. Mudiay,0,0
2,1,11:27.0,,D. Dotson misses 3-pt jump shot from 23 ft,0,0
3,1,11:25.0,Defensive rebound by J. Murray,,0,0
4,1,11:16.0,P. Millsap misses 2-pt hook shot from 8 ft,,0,0
5,1,11:14.0,,Defensive rebound by D. Jordan,0,0
6,1,11:08.0,,Turnover by D. Jordan (bad pass),0,0
7,1,10:52.0,P. Millsap makes 2-pt dunk at rim (assist by N. Jokić),,2,0
8,1,10:29.0,,E. Mudiay makes 2-pt jump shot from 17 ft,2,2
9,1,10:07.0,P. Millsap makes 2-pt layup from 2 ft (assist by N. Jokić),,4,2
10,1,9:49.0,,E. Mudiay makes 3-pt jump shot from 26 ft (assist by M. Hezonja),4,5
11,1,9:36.0,J. Murray makes 3-pt jump shot from 26 ft (assist by N. Jokić),,7,5
12,1,9:21.0,,K. Knox misses 2-pt jump shot from 18 ft,7,5
13,1,9:19.0,Defensive rebound by W. Barton,,7,5
14,1,9:12.0,N. Jokić makes 2-pt layup from 1 ft (assist by W. Barton),,9,5
15,1,9:12.0,Shooting foul by E. Mudiay (drawn by N. Jokić),,9,5
16,1,9:12.0,N. Jokić misses free throw 1 of 1,,9,5
17,1,9:10.0,,Defensive rebound by M. Hezonja,9,5
18,1,8:57.0,,E. Mudiay makes 2-pt jump shot from 7 ft (assist by K. Knox),9,7
19,1,8:38.0,Shooting foul by D. Jordan (drawn by W. Barton),,9,7
20,1,8:38.0,W. Barton makes free throw 1 of 2,,10,7
21,1,8:38.0,W. Barton makes free throw 2 of 2,,11,7
22,1,8:27.0,,Shooting foul by P. Millsap (drawn by K. Knox),11,7
23,1,8:27.0,,K. Knox makes free throw 1 of 2,11,8
24,1,8:27.0,,K. Knox makes free throw 2 of 2,11,9
25,1,8:17.0,W. Barton misses 2-pt jump shot from 14 ft,,11,9
26,1,8:15.0,Offensive rebound by W. Barton,,11,9
27,1,8:14.0,W. Barton makes 2-pt layup from 1 ft,,13,9
28,1,7:54.0,,D. Jordan misses 2-pt hook shot from 3 ft,13,9
29,1,7:52.0,Defensive rebound by P. Millsap,,13,9
30,1,7:39.0,N. Jokić makes 2-pt hook shot from 2 ft,,15,9
31,1,7:28.0,,Turnover by E. Mudiay (bad pass; steal by G. Harris),15,9
32,1,7:24.0,G. Harris makes 2-pt layup from 2 ft,,17,9
33,1,7:16.0,,New York full timeout,17,9
34,1,7:05.0,,Turnover by E. Mudiay (lost ball; steal by J. Murray),17,9
35,1,7:03.0,J. Murray misses 2-pt layup from 2 ft,,17,9
36,1,7:02.0,Offensive rebound by N. Jokić,,17,9
37,1,7:02.0,N. Jokić misses 2-pt layup from 2 ft,,17,9
38,1,7:01.0,Offensive rebound by J. Murray,,17,9
39,1,6:57.0,G. Harris makes 3-pt jump shot from 26 ft (assist by J. Murray),,20,9
40,1,6:39.0,,M. Hezonja misses 3-pt jump shot from 25 ft,20,9
41,1,6:37.0,Defensive rebound by N. Jokić,,20,9
42,1,6:20.0,P. Millsap misses 2-pt layup from 2 ft,,20,9
43,1,6:18.0,,Defensive rebound by E. Mudiay,20,9
44,1,6:14.0,,E. Mudiay misses 2-pt layup from 1 ft (block by W. Barton),20,9
45,1,6:12.0,Defensive rebound by G. Harris,,20,9
46,1,6:09.0,J. Murray misses 3-pt jump shot from 26 ft,,20,9
47,1,6:08.0,Offensive rebound by P. Millsap,,20,9
48,1,5:56.0,N. Jokić misses 2-pt jump shot from 12 ft,,20,9
49,1,5:53.0,Offensive rebound by P. Millsap,,20,9
50,1,5:52.0,W. Barton makes 3-pt jump shot from 25 ft (assist by P. Millsap),,23,9
51,1,5:34.0,,E. Mudiay misses 2-pt jump shot from 15 ft,23,9
52,1,5:32.0,Defensive rebound by W. Barton,,23,9
53,1,5:28.0,W. Barton makes 3-pt jump shot from 25 ft,,26,9
54,1,5:20.0,,New York full timeout,26,9
55,1,5:20.0,,F. Ntilikina enters the game for M. Hezonja,26,9
56,1,5:20.0,,M. Robinson enters the game for D. Jordan,26,9
57,1,5:20.0,,L. Thomas enters the game for K. Knox,26,9
58,1,5:07.0,,D. Dotson makes 3-pt jump shot from 26 ft (assist by F. Ntilikina),26,12
59,1,4:51.0,W. Barton misses 2-pt layup from 2 ft,,26,12
60,1,4:50.0,,Defensive rebound by Team,26,12
61,1,4:32.0,,E. Mudiay makes 2-pt jump shot from 9 ft,26,14
62,1,4:18.0,J. Murray misses 2-pt jump shot from 7 ft,,26,14
63,1,4:16.0,,Defensive rebound by M. Robinson,26,14
64,1,4:09.0,,M. Robinson misses 2-pt dunk at rim,26,14
65,1,4:07.0,Defensive rebound by W. Barton,,26,14
66,1,4:01.0,G. Harris makes 3-pt jump shot from 23 ft (assist by P. Millsap),,29,14
67,1,3:46.0,,E. Mudiay misses 3-pt jump shot from 26 ft,29,14
68,1,3:43.0,Defensive rebound by N. Jokić,,29,14
69,1,3:38.0,Shooting foul by M. Robinson (drawn by N. Jokić),,29,14
70,1,3:38.0,M. Beasley enters the game for G. Harris,,29,14
71,1,3:38.0,M. Morris enters the game for P. Millsap,,29,14
72,1,3:38.0,M. Plumlee enters the game for J. Murray,,29,14
73,1,3:38.0,N. Jokić makes free throw 1 of 2,,30,14
74,1,3:38.0,N. Jokić makes free throw 2 of 2,,31,14
75,1,3:21.0,,E. Mudiay makes 2-pt jump shot from 13 ft,31,16
76,1,3:03.0,N. Jokić misses 3-pt jump shot from 26 ft,,31,16
77,1,3:01.0,,Defensive rebound by E. Mudiay,31,16
78,1,2:57.0,,D. Dotson misses 3-pt jump shot from 27 ft,31,16
79,1,2:55.0,,Offensive rebound by F. Ntilikina,31,16
80,1,2:47.0,,F. Ntilikina misses 2-pt layup from 2 ft,31,16
81,1,2:45.0,Defensive rebound by M. Plumlee,,31,16
82,1,2:39.0,M. Beasley misses 3-pt jump shot from 23 ft,,31,16
83,1,2:37.0,Offensive rebound by N. Jokić,,31,16
84,1,2:37.0,N. Jokić misses 2-pt layup at rim,,31,16
85,1,2:35.0,,Defensive rebound by L. Thomas,31,16
