,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MIAMI_ACTION,PHOENIX_SCORE,MIAMI_SCORE
0,1,11:42.0,,D. Robinson misses 3-pt jump shot from 24 ft,0,0
1,1,11:39.0,Defensive rebound by K. Oubre,,0,0
2,1,11:25.0,D. Ayton misses 2-pt jump shot from 13 ft,,0,0
3,1,11:22.0,,Defensive rebound by K. Olynyk,0,0
4,1,11:20.0,,Offensive foul by K. Olynyk (drawn by K. Oubre),0,0
5,1,11:20.0,,Turnover by K. Olynyk (offensive foul),0,0
6,1,11:14.0,Personal foul by D. Robinson (drawn by K. Oubre),,0,0
7,1,10:57.0,J. Jackson misses 2-pt layup from 8 ft,,0,0
8,1,10:56.0,,Defensive rebound by Team,0,0
9,1,10:37.0,,Def 3 sec tech foul by Team,0,0
10,1,10:37.0,,J. Richardson makes technical free throw,0,1
11,1,10:27.0,,D. Waiters misses 2-pt layup from 2 ft,0,1
12,1,10:25.0,Defensive rebound by J. Jackson,,0,1
13,1,10:22.0,Personal foul by J. Richardson (drawn by D. Booker),,0,1
14,1,10:12.0,D. Booker misses 3-pt jump shot from 25 ft,,0,1
15,1,10:10.0,,Defensive rebound by J. Richardson,0,1
16,1,10:02.0,,J. Richardson makes 2-pt layup from 2 ft,0,3
17,1,9:41.0,D. Ayton misses 2-pt jump shot from 13 ft,,0,3
18,1,9:38.0,,Defensive rebound by H. Whiteside,0,3
19,1,9:31.0,Violation by Team (kicked ball),,0,3
20,1,9:20.0,,H. Whiteside misses 2-pt layup from 2 ft,0,3
21,1,9:18.0,,Offensive rebound by K. Olynyk,0,3
22,1,9:15.0,,H. Whiteside makes 2-pt jump shot from 5 ft,0,5
23,1,9:06.0,D. Ayton makes 2-pt layup from 4 ft (assist by D. Booker),,2,5
24,1,8:46.0,,H. Whiteside makes 2-pt layup from 4 ft (assist by J. Richardson),2,7
25,1,8:33.0,K. Oubre misses 3-pt jump shot from 28 ft,,2,7
26,1,8:30.0,,Defensive rebound by J. Richardson,2,7
27,1,8:25.0,,J. Richardson misses 3-pt jump shot from 26 ft,2,7
28,1,8:22.0,Defensive rebound by T. Johnson,,2,7
29,1,8:12.0,J. Jackson makes 2-pt dunk from 3 ft (assist by T. Johnson),,4,7
30,1,7:51.0,,K. Olynyk misses 2-pt layup from 3 ft,4,7
31,1,7:49.0,,Offensive rebound by K. Olynyk,4,7
32,1,7:49.0,,K. Olynyk misses 2-pt hook shot from 5 ft,4,7
33,1,7:49.0,Defensive rebound by Team,,4,7
34,1,7:34.0,J. Jackson misses 3-pt jump shot from 27 ft,,4,7
35,1,7:32.0,,Defensive rebound by J. Richardson,4,7
36,1,7:23.0,,K. Olynyk misses 3-pt jump shot from 23 ft,4,7
37,1,7:23.0,,Offensive rebound by H. Whiteside,4,7
38,1,7:18.0,,H. Whiteside makes 2-pt hook shot from 4 ft,4,9
39,1,7:18.0,Phoenix full timeout,,4,9
40,1,7:00.0,K. Oubre misses 2-pt layup from 4 ft,,4,9
41,1,6:55.0,,Defensive rebound by K. Olynyk,4,9
42,1,6:48.0,,K. Olynyk makes 2-pt dunk from 2 ft (assist by J. Richardson),4,11
43,1,6:41.0,Personal foul by D. Waiters (drawn by T. Johnson),,4,11
44,1,6:41.0,,D. Wade enters the game for D. Waiters,4,11
45,1,6:38.0,T. Johnson misses 2-pt jump shot from 13 ft (block by D. Wade),,4,11
46,1,6:38.0,Offensive rebound by Team,,4,11
47,1,6:34.0,T. Johnson misses 2-pt jump shot from 10 ft,,4,11
48,1,6:29.0,Offensive rebound by D. Booker,,4,11
49,1,6:24.0,T. Johnson makes 3-pt jump shot from 23 ft (assist by D. Booker),,7,11
50,1,6:11.0,,H. Whiteside misses 2-pt hook shot from 6 ft,7,11
51,1,6:08.0,,Offensive rebound by H. Whiteside,7,11
52,1,6:08.0,,H. Whiteside makes 2-pt layup from 3 ft,7,13
53,1,6:08.0,,Shooting foul by D. Ayton (drawn by H. Whiteside),7,13
54,1,6:08.0,,H. Whiteside makes free throw 1 of 1,7,14
55,1,5:55.0,D. Ayton makes 2-pt layup from 3 ft (assist by D. Booker),,9,14
56,1,5:44.0,,Shooting foul by T. Johnson (drawn by J. Richardson),9,14
57,1,5:44.0,,J. Richardson makes free throw 1 of 2,9,15
58,1,5:44.0,,J. Richardson makes free throw 2 of 2,9,16
59,1,5:29.0,Shooting foul by H. Whiteside (drawn by D. Ayton),,9,16
60,1,5:29.0,D. Ayton misses free throw 1 of 2,,9,16
61,1,5:29.0,Offensive rebound by Team,,9,16
62,1,5:29.0,D. Ayton misses free throw 2 of 2,,9,16
63,1,5:26.0,,Defensive rebound by K. Olynyk,9,16
64,1,5:13.0,,D. Wade misses 3-pt jump shot from 25 ft,9,16
65,1,5:11.0,Defensive rebound by J. Jackson,,9,16
66,1,5:08.0,J. Jackson misses 2-pt layup from 5 ft,,9,16
67,1,5:07.0,Offensive rebound by K. Oubre,,9,16
68,1,5:07.0,K. Oubre makes 2-pt dunk from 1 ft,,11,16
69,1,4:56.0,,D. Wade misses 2-pt layup from 3 ft,11,16
70,1,4:56.0,,Offensive rebound by J. Richardson,11,16
71,1,4:50.0,,J. Richardson makes 2-pt hook shot from 5 ft,11,18
72,1,4:39.0,J. Jackson misses 3-pt jump shot from 23 ft,,11,18
73,1,4:35.0,,Defensive rebound by H. Whiteside,11,18
74,1,4:30.0,,Personal foul by D. Booker (drawn by D. Wade),11,18
75,1,4:30.0,M. Bridges enters the game for D. Ayton,,11,18
76,1,4:30.0,R. Holmes enters the game for K. Oubre,,11,18
77,1,4:30.0,,B. Adebayo enters the game for D. Robinson,11,18
78,1,4:30.0,,G. Dragić enters the game for H. Whiteside,11,18
79,1,4:24.0,,Shooting foul by D. Booker (drawn by D. Wade),11,18
80,1,4:24.0,,D. Wade misses free throw 1 of 2,11,18
81,1,4:24.0,,Offensive rebound by Team,11,18
82,1,4:24.0,,D. Wade makes free throw 2 of 2,11,19
83,1,4:11.0,Turnover by M. Bridges (lost ball; steal by D. Wade),,11,19
84,1,4:06.0,,Turnover by D. Wade (bad pass),11,19
85,1,3:51.0,D. Booker misses 2-pt jump shot from 23 ft,,11,19
86,1,3:48.0,,Defensive rebound by B. Adebayo,11,19
87,1,3:37.0,,Personal foul by M. Bridges (drawn by B. Adebayo),11,19
88,1,3:37.0,,B. Adebayo misses free throw 1 of 2,11,19
89,1,3:37.0,,Offensive rebound by Team,11,19
90,1,3:37.0,J. Crawford enters the game for D. Booker,,11,19
91,1,3:37.0,D. Melton enters the game for T. Johnson,,11,19
92,1,3:37.0,,D. Waiters enters the game for J. Richardson,11,19
93,1,3:37.0,,B. Adebayo makes free throw 2 of 2,11,20
94,1,3:20.0,M. Bridges misses 3-pt jump shot from 26 ft,,11,20
95,1,3:17.0,,Defensive rebound by K. Olynyk,11,20
96,1,3:08.0,,K. Olynyk misses 2-pt layup from 3 ft,11,20
97,1,3:04.0,Defensive rebound by R. Holmes,,11,20
98,1,3:02.0,J. Jackson makes 3-pt jump shot from 23 ft (assist by M. Bridges),,14,20
99,1,2:48.0,,Shooting foul by R. Holmes (drawn by B. Adebayo),14,20
100,1,2:48.0,,Miami full timeout,14,20
101,1,2:48.0,,B. Adebayo makes free throw 1 of 2,14,21
102,1,2:48.0,,B. Adebayo makes free throw 2 of 2,14,22
103,1,2:33.0,J. Jackson misses 2-pt layup from 6 ft (block by D. Wade),,14,22
104,1,2:28.0,,Defensive rebound by K. Olynyk,14,22
105,1,2:27.0,,Turnover by D. Wade (lost ball; steal by M. Bridges),14,22
106,1,2:20.0,J. Crawford makes 3-pt jump shot from 26 ft (assist by M. Bridges),,17,22
107,1,1:52.0,,B. Adebayo makes 2-pt jump shot from 10 ft (assist by K. Olynyk),17,24
108,1,1:41.0,D. Melton misses 2-pt jump shot from 7 ft,,17,24
109,1,1:39.0,Offensive rebound by D. Melton,,17,24
110,1,1:37.0,J. Jackson makes 2-pt layup from 4 ft (assist by D. Melton),,19,24
