,QUARTER,TIME_REMAINING,DALLAS_ACTION,NEW YORK_ACTION,DALLAS_SCORE,NEW YORK_SCORE
196,2,1:37.0,D. Finney-Smith makes 2-pt dunk at rim (assist by D. Smith),,50,45
197,2,1:20.0,,T. Hardaway misses 2-pt layup from 1 ft,50,45
198,2,1:18.0,Defensive rebound by D. Smith,,50,45
199,2,1:11.0,D. Finney-Smith makes 2-pt layup from 1 ft (assist by D. Smith),,52,45
200,2,0:54.0,,Turnover by K. Knox (traveling),52,45
201,2,0:35.0,D. Smith misses 2-pt jump shot from 21 ft,,52,45
202,2,0:33.0,,Defensive rebound by M. Robinson,52,45
203,2,0:09.0,,T. Burke makes 2-pt layup from 2 ft,52,47
204,2,0:03.0,D. Smith misses 2-pt layup from 1 ft (block by M. Robinson),,52,47
205,2,0:02.0,Offensive rebound by Team,,52,47
206,2,0:00.0,W. Matthews makes 3-pt jump shot from 27 ft (assist by D. Smith),,55,47
207,3,11:48.0,,T. Hardaway misses 2-pt jump shot from 19 ft,55,47
208,3,11:46.0,,Offensive rebound by N. Vonleh,55,47
209,3,11:37.0,,K. Knox makes 3-pt jump shot from 26 ft (assist by T. Burke),55,50
210,3,11:12.0,H. Barnes makes 2-pt layup from 1 ft,,57,50
211,3,11:04.0,,Turnover by T. Burke (palming),57,50
212,3,10:55.0,D. Smith makes 2-pt layup from 1 ft,,59,50
213,3,10:44.0,,T. Burke makes 2-pt jump shot from 17 ft (assist by T. Hardaway),59,52
214,3,10:30.0,H. Barnes makes 2-pt layup from 1 ft (assist by D. Smith),,61,52
215,3,10:14.0,,Shooting foul by D. Smith (drawn by T. Burke),61,52
216,3,10:14.0,,T. Burke misses free throw 1 of 2,61,52
217,3,10:14.0,,Offensive rebound by Team,61,52
218,3,10:14.0,,T. Burke makes free throw 2 of 2,61,53
219,3,10:01.0,H. Barnes misses 3-pt jump shot from 23 ft,,61,53
220,3,9:59.0,,Defensive rebound by K. Knox,61,53
221,3,9:51.0,,Turnover by N. Vonleh (off goaltending),61,53
222,3,9:40.0,L. Dončić makes 2-pt jump shot from 4 ft (assist by D. Smith),,63,53
223,3,9:40.0,Shooting foul by T. Hardaway (drawn by L. Dončić),,63,53
224,3,9:40.0,L. Dončić misses free throw 1 of 1,,63,53
225,3,9:38.0,,Defensive rebound by K. Knox,63,53
226,3,9:25.0,,K. Knox misses 3-pt jump shot from 26 ft,63,53
227,3,9:23.0,Defensive rebound by L. Dončić,,63,53
228,3,9:10.0,D. Jordan makes 2-pt dunk from 1 ft (assist by L. Dončić),,65,53
229,3,9:09.0,,New York full timeout,65,53
230,3,9:09.0,,M. Robinson enters the game for N. Vonleh,65,53
231,3,8:58.0,,T. Hardaway makes 2-pt layup from 1 ft,65,55
232,3,8:58.0,,Shooting foul by D. Smith (drawn by T. Hardaway),65,55
233,3,8:58.0,,T. Hardaway makes free throw 1 of 1,65,56
234,3,8:41.0,W. Matthews misses 3-pt jump shot from 25 ft,,65,56
235,3,8:39.0,Offensive rebound by D. Jordan,,65,56
236,3,8:37.0,W. Matthews makes 2-pt layup from 1 ft (assist by D. Jordan),,67,56
237,3,8:22.0,,T. Hardaway misses 3-pt jump shot from 24 ft,67,56
238,3,8:20.0,Defensive rebound by D. Jordan,,67,56
239,3,8:10.0,D. Jordan makes 2-pt dunk from 1 ft (assist by D. Smith),,69,56
240,3,7:53.0,,T. Hardaway misses 2-pt jump shot from 12 ft,69,56
241,3,7:51.0,Defensive rebound by L. Dončić,,69,56
242,3,7:46.0,Turnover by L. Dončić (bad pass; steal by T. Burke),,69,56
243,3,7:43.0,,T. Burke misses 3-pt jump shot from 26 ft,69,56
244,3,7:42.0,Defensive rebound by Team,,69,56
245,3,7:42.0,,M. Hezonja enters the game for K. Knox,69,56
246,3,7:17.0,L. Dončić makes 3-pt jump shot from 27 ft (assist by D. Smith),,72,56
247,3,6:53.0,,T. Burke misses 2-pt jump shot from 11 ft,72,56
248,3,6:51.0,Defensive rebound by D. Smith,,72,56
249,3,6:40.0,Turnover by D. Smith (bad pass; steal by M. Hezonja),,72,56
250,3,6:37.0,,Shooting foul by W. Matthews (drawn by M. Hezonja),72,56
251,3,6:37.0,D. Finney-Smith enters the game for L. Dončić,,72,56
252,3,6:37.0,,D. Dotson enters the game for T. Hardaway,72,56
253,3,6:37.0,,M. Hezonja makes free throw 1 of 2,72,57
254,3,6:37.0,,M. Hezonja makes free throw 2 of 2,72,58
255,3,6:28.0,Personal foul by T. Burke (drawn by W. Matthews),,72,58
256,3,6:14.0,W. Matthews misses 3-pt jump shot from 26 ft,,72,58
257,3,6:12.0,,Defensive rebound by L. Thomas,72,58
258,3,5:59.0,,Turnover by L. Thomas (bad pass),72,58
259,3,5:45.0,H. Barnes misses 3-pt jump shot from 26 ft,,72,58
260,3,5:43.0,,Defensive rebound by M. Hezonja,72,58
261,3,5:32.0,,L. Thomas misses 3-pt jump shot from 23 ft,72,58
262,3,5:30.0,Defensive rebound by D. Jordan,,72,58
263,3,5:24.0,H. Barnes makes 2-pt layup from 1 ft,,74,58
264,3,5:24.0,Shooting foul by M. Hezonja (drawn by H. Barnes),,74,58
265,3,5:24.0,,E. Freedom enters the game for M. Robinson,74,58
266,3,5:24.0,,A. Trier enters the game for L. Thomas,74,58
267,3,5:24.0,H. Barnes makes free throw 1 of 1,,75,58
268,3,5:10.0,,E. Freedom misses 2-pt jump shot from 11 ft,75,58
269,3,5:08.0,Defensive rebound by D. Smith,,75,58
270,3,4:56.0,Offensive foul by D. Finney-Smith (drawn by M. Hezonja),,75,58
271,3,4:56.0,Turnover by D. Finney-Smith (offensive foul),,75,58
272,3,4:33.0,,M. Hezonja makes 2-pt jump shot from 11 ft,75,60
273,3,4:09.0,H. Barnes misses 2-pt layup from 2 ft,,75,60
274,3,4:07.0,Offensive rebound by H. Barnes,,75,60
275,3,4:04.0,Turnover by D. Finney-Smith (bad pass; steal by A. Trier),,75,60
276,3,4:02.0,,A. Trier makes 2-pt dunk from 2 ft,75,62
277,3,4:02.0,Dallas full timeout,,75,62
278,3,4:02.0,,K. Allen enters the game for T. Burke,75,62
279,3,3:51.0,H. Barnes makes 2-pt layup from 3 ft (assist by D. Smith),,77,62
280,3,3:51.0,Shooting foul by M. Hezonja (drawn by H. Barnes),,77,62
281,3,3:51.0,H. Barnes misses free throw 1 of 1,,77,62
282,3,3:49.0,Offensive rebound by D. Finney-Smith,,77,62
283,3,3:44.0,D. Smith makes 2-pt layup from 1 ft,,79,62
284,3,3:44.0,Shooting foul by D. Dotson (drawn by D. Smith),,79,62
285,3,3:44.0,D. Smith makes free throw 1 of 1,,80,62
286,3,3:31.0,,E. Freedom makes 2-pt dunk from 1 ft (assist by A. Trier),80,64
287,3,3:15.0,H. Barnes makes 2-pt dunk from 1 ft (assist by D. Smith),,82,64
288,3,3:15.0,,New York full timeout,82,64
289,3,3:01.0,,K. Allen makes 2-pt layup from 1 ft,82,66
290,3,2:42.0,Turnover by D. Smith (traveling),,82,66
291,3,2:42.0,Dallas full timeout,,82,66
292,3,2:42.0,L. Dončić enters the game for D. Finney-Smith,,82,66
293,3,2:42.0,D. Harris enters the game for D. Jordan,,82,66
294,3,2:42.0,M. Kleber enters the game for W. Matthews,,82,66
295,3,2:42.0,D. Powell enters the game for D. Smith,,82,66
296,3,2:31.0,,D. Dotson misses 2-pt jump shot from 21 ft,82,66
297,3,2:29.0,Defensive rebound by D. Harris,,82,66
298,3,2:18.0,M. Kleber misses 3-pt jump shot from 26 ft,,82,66
299,3,2:16.0,,Defensive rebound by E. Freedom,82,66
300,3,1:55.0,,A. Trier makes 2-pt layup from 1 ft (assist by D. Dotson),82,68
301,3,1:55.0,,Shooting foul by H. Barnes (drawn by A. Trier),82,68
302,3,1:55.0,,A. Trier makes free throw 1 of 1,82,69
303,3,1:33.0,H. Barnes misses 2-pt jump shot from 14 ft,,82,69
304,3,1:31.0,Offensive rebound by M. Kleber,,82,69
305,3,1:21.0,D. Powell makes 2-pt layup at rim (assist by L. Dončić),,84,69
306,3,1:06.0,,Personal foul by D. Harris (drawn by E. Freedom),84,69
307,3,1:06.0,,E. Freedom makes free throw 1 of 2,84,70
308,3,1:06.0,,E. Freedom misses free throw 2 of 2,84,70
309,3,1:04.0,Defensive rebound by D. Powell,,84,70
310,3,0:42.0,D. Harris makes 3-pt jump shot from 26 ft (assist by H. Barnes),,87,70
311,3,0:33.0,,D. Dotson misses 3-pt jump shot from 27 ft,87,70
312,3,0:31.0,Defensive rebound by L. Dončić,,87,70
313,3,0:19.0,D. Powell makes 3-pt jump shot from 26 ft (assist by H. Barnes),,90,70
314,3,0:00.0,,D. Dotson misses 3-pt jump shot from 25 ft,90,70
315,3,0:00.0,,Offensive rebound by Team,90,70
316,4,11:38.0,D. Finney-Smith makes 2-pt layup from 1 ft (assist by L. Dončić),,92,70
317,4,11:14.0,,Turnover by E. Freedom (lost ball; steal by D. Harris),92,70
318,4,11:00.0,Offensive foul by D. Finney-Smith (drawn by K. Allen),,92,70
319,4,11:00.0,Turnover by D. Finney-Smith (offensive foul),,92,70
320,4,10:47.0,,M. Hezonja misses 3-pt jump shot from 25 ft,92,70
321,4,10:45.0,Defensive rebound by D. Finney-Smith,,92,70
322,4,10:32.0,D. Finney-Smith misses 3-pt jump shot from 22 ft,,92,70
323,4,10:30.0,Offensive rebound by D. Powell,,92,70
324,4,10:27.0,D. Harris makes 3-pt jump shot from 27 ft (assist by D. Finney-Smith),,95,70
325,4,10:03.0,,Turnover by A. Trier (step out of bounds),95,70
326,4,10:03.0,J. Brunson enters the game for D. Harris,,95,70
327,4,9:53.0,Turnover by M. Kleber (bad pass; steal by K. Allen),,95,70
328,4,9:53.0,,Flagrant foul type 1 by M. Kleber (drawn by K. Allen),95,70
329,4,9:53.0,,T. Burke enters the game for D. Dotson,95,70
330,4,9:53.0,,T. Hardaway enters the game for A. Trier,95,70
331,4,9:53.0,,K. Allen makes flagrant free throw 1 of 2,95,71
332,4,9:53.0,,K. Allen makes flagrant free throw 2 of 2,95,72
333,4,9:42.0,,E. Freedom misses 2-pt layup from 1 ft (block by M. Kleber),95,72
334,4,9:37.0,,Offensive rebound by Team,95,72
335,4,9:36.0,,M. Hezonja makes 2-pt layup from 2 ft (assist by E. Freedom),95,74
336,4,9:25.0,Personal foul by T. Hardaway (drawn by D. Powell),,95,74
337,4,9:17.0,Turnover by D. Powell (bad pass),,95,74
338,4,9:07.0,,E. Freedom makes 2-pt layup from 1 ft (assist by T. Burke),95,76
339,4,8:55.0,M. Kleber makes 2-pt dunk at rim (assist by D. Powell),,97,76
340,4,8:36.0,,M. Hezonja misses 2-pt layup from 3 ft,97,76
341,4,8:34.0,,Offensive rebound by E. Freedom,97,76
342,4,8:34.0,,E. Freedom misses 2-pt layup at rim,97,76
343,4,8:32.0,Defensive rebound by L. Dončić,,97,76
344,4,8:25.0,Turnover by L. Dončić (bad pass; steal by T. Burke),,97,76
345,4,8:19.0,,K. Allen misses 2-pt layup from 1 ft,97,76
346,4,8:17.0,Defensive rebound by D. Powell,,97,76
347,4,8:04.0,Personal foul by K. Allen (drawn by L. Dončić),,97,76
348,4,8:04.0,,K. Knox enters the game for K. Allen,97,76
349,4,8:04.0,,M. Robinson enters the game for E. Freedom,97,76
350,4,7:54.0,L. Dončić makes 2-pt jump shot from 15 ft,,99,76
351,4,7:37.0,,K. Knox makes 2-pt jump shot from 23 ft (assist by T. Hardaway),99,78
352,4,7:25.0,L. Dončić makes 3-pt jump shot from 26 ft,,102,78
353,4,7:12.0,,T. Hardaway misses 3-pt jump shot from 26 ft,102,78
354,4,7:10.0,Defensive rebound by J. Brunson,,102,78
355,4,6:57.0,L. Dončić misses 3-pt jump shot from 28 ft,,102,78
356,4,6:55.0,,Defensive rebound by M. Robinson,102,78
357,4,6:47.0,,T. Burke misses 2-pt jump shot from 19 ft,102,78
358,4,6:46.0,Defensive rebound by J. Brunson,,102,78
359,4,6:46.0,Dallas full timeout,,102,78
360,4,6:27.0,M. Kleber makes 2-pt dunk from 1 ft (assist by J. Brunson),,104,78
361,4,6:04.0,,Turnover by M. Hezonja (lost ball; steal by M. Kleber),104,78
362,4,5:48.0,Turnover by D. Finney-Smith (bad pass; steal by M. Robinson),,104,78
363,4,5:35.0,,Turnover by K. Knox (lost ball; steal by D. Powell),104,78
364,4,5:26.0,J. Brunson misses 2-pt layup from 1 ft,,104,78
365,4,5:24.0,,Defensive rebound by K. Knox,104,78
366,4,5:18.0,,T. Burke misses 3-pt jump shot from 23 ft,104,78
367,4,5:16.0,,Offensive rebound by M. Robinson,104,78
368,4,5:12.0,,M. Robinson makes 2-pt dunk at rim,104,80
369,4,5:00.0,L. Dončić misses 3-pt jump shot from 27 ft,,104,80
370,4,4:58.0,,Defensive rebound by K. Knox,104,80
371,4,4:50.0,,K. Knox misses 3-pt jump shot from 26 ft,104,80
372,4,4:48.0,Defensive rebound by L. Dončić,,104,80
373,4,4:40.0,Turnover by L. Dončić (bad pass; steal by K. Knox),,104,80
374,4,4:35.0,,Shooting foul by D. Powell (drawn by K. Knox),104,80
375,4,4:35.0,R. Broekhoff enters the game for L. Dončić,,104,80
376,4,4:35.0,D. Nowitzki enters the game for D. Finney-Smith,,104,80
377,4,4:35.0,D. Smith enters the game for M. Kleber,,104,80
378,4,4:35.0,,K. Knox makes free throw 1 of 2,104,81
379,4,4:35.0,,K. Knox misses free throw 2 of 2,104,81
380,4,4:33.0,Defensive rebound by D. Smith,,104,81
381,4,4:17.0,D. Smith misses 2-pt jump shot from 23 ft,,104,81
382,4,4:15.0,,Defensive rebound by M. Robinson,104,81
383,4,4:01.0,,T. Burke misses 2-pt jump shot from 15 ft,104,81
384,4,3:59.0,Defensive rebound by D. Smith,,104,81
